"dz_2001","la_name","year","total","none"
"S01002576","Fife",2011,330,49
"S01002577","Fife",2011,452,189
"S01002578","Fife",2011,301,13
"S01002579","Fife",2011,451,44
"S01002580","Fife",2011,332,109
"S01002581","Fife",2011,270,9
"S01002582","Fife",2011,329,135
"S01002583","Fife",2011,388,79
"S01002584","Fife",2011,537,70
"S01002585","Fife",2011,419,123
"S01002586","Fife",2011,217,32
"S01002587","Fife",2011,308,34
"S01002588","Fife",2011,311,38
"S01002589","Fife",2011,339,40
"S01002590","Fife",2011,305,34
"S01002591","Fife",2011,271,107
"S01002592","Fife",2011,432,165
"S01002593","Fife",2011,337,105
"S01002594","Fife",2011,259,13
"S01002595","Fife",2011,320,93
"S01002596","Fife",2011,284,22
"S01002597","Fife",2011,219,59
"S01002598","Fife",2011,428,99
"S01002599","Fife",2011,242,61
"S01002600","Fife",2011,364,25
"S01002601","Fife",2011,296,86
"S01002602","Fife",2011,221,46
"S01002603","Fife",2011,355,144
"S01002604","Fife",2011,397,27
"S01002605","Fife",2011,255,67
"S01002606","Fife",2011,211,45
"S01002607","Fife",2011,373,105
"S01002608","Fife",2011,206,24
"S01002609","Fife",2011,351,120
"S01002610","Fife",2011,381,91
"S01002611","Fife",2011,325,43
"S01002612","Fife",2011,392,44
"S01002613","Fife",2011,386,47
"S01002614","Fife",2011,397,66
"S01002615","Fife",2011,180,20
"S01002616","Fife",2011,227,22
"S01002617","Fife",2011,436,153
"S01002618","Fife",2011,399,197
"S01002619","Fife",2011,342,62
"S01002620","Fife",2011,457,185
"S01002621","Fife",2011,246,19
"S01002622","Fife",2011,3064,146
"S01002623","Fife",2011,598,26
"S01002624","Fife",2011,288,33
"S01002625","Fife",2011,367,31
"S01002626","Fife",2011,274,85
"S01002627","Fife",2011,394,22
"S01002628","Fife",2011,311,24
"S01002629","Fife",2011,376,59
"S01002630","Fife",2011,332,102
"S01002631","Fife",2011,351,44
"S01002632","Fife",2011,242,50
"S01002633","Fife",2011,379,69
"S01002634","Fife",2011,330,48
"S01002635","Fife",2011,256,38
"S01002636","Fife",2011,269,63
"S01002637","Fife",2011,333,93
"S01002638","Fife",2011,318,118
"S01002639","Fife",2011,399,46
"S01002640","Fife",2011,313,51
"S01002641","Fife",2011,350,30
"S01002642","Fife",2011,270,74
"S01002643","Fife",2011,285,110
"S01002644","Fife",2011,306,66
"S01002645","Fife",2011,288,106
"S01002646","Fife",2011,366,121
"S01002647","Fife",2011,406,179
"S01002648","Fife",2011,464,43
"S01002649","Fife",2011,283,126
"S01002650","Fife",2011,288,37
"S01002651","Fife",2011,270,92
"S01002652","Fife",2011,258,25
"S01002653","Fife",2011,355,117
"S01002654","Fife",2011,385,150
"S01002655","Fife",2011,391,171
"S01002656","Fife",2011,401,205
"S01002657","Fife",2011,393,84
"S01002658","Fife",2011,704,243
"S01002659","Fife",2011,409,53
"S01002660","Fife",2011,337,125
"S01002661","Fife",2011,377,77
"S01002662","Fife",2011,558,97
"S01002663","Fife",2011,326,62
"S01002664","Fife",2011,358,28
"S01002665","Fife",2011,347,74
"S01002666","Fife",2011,586,77
"S01002667","Fife",2011,310,145
"S01002668","Fife",2011,217,44
"S01002669","Fife",2011,484,149
"S01002670","Fife",2011,236,13
"S01002671","Fife",2011,544,207
"S01002672","Fife",2011,318,168
"S01002673","Fife",2011,287,105
"S01002674","Fife",2011,376,102
"S01002675","Fife",2011,416,50
"S01002676","Fife",2011,322,64
"S01002677","Fife",2011,551,254
"S01002678","Fife",2011,333,21
"S01002679","Fife",2011,553,235
"S01002680","Fife",2011,565,180
"S01002681","Fife",2011,352,109
"S01002682","Fife",2011,232,73
"S01002683","Fife",2011,258,26
"S01002684","Fife",2011,412,144
"S01002685","Fife",2011,450,227
"S01002686","Fife",2011,681,68
"S01002687","Fife",2011,489,78
"S01002688","Fife",2011,264,23
"S01002689","Fife",2011,328,27
"S01002690","Fife",2011,258,41
"S01002691","Fife",2011,555,59
"S01002692","Fife",2011,335,54
"S01002693","Fife",2011,187,16
"S01002694","Fife",2011,264,79
"S01002695","Fife",2011,254,25
"S01002696","Fife",2011,336,92
"S01002697","Fife",2011,373,39
"S01002698","Fife",2011,320,63
"S01002699","Fife",2011,228,81
"S01002700","Fife",2011,351,124
"S01002701","Fife",2011,349,18
"S01002702","Fife",2011,306,127
"S01002703","Fife",2011,574,94
"S01002704","Fife",2011,327,85
"S01002705","Fife",2011,358,132
"S01002706","Fife",2011,403,157
"S01002707","Fife",2011,351,127
"S01002708","Fife",2011,431,87
"S01002709","Fife",2011,464,206
"S01002710","Fife",2011,355,44
"S01002711","Fife",2011,364,115
"S01002712","Fife",2011,308,100
"S01002713","Fife",2011,414,243
"S01002714","Fife",2011,435,180
"S01002715","Fife",2011,407,162
"S01002716","Fife",2011,218,7
"S01002717","Fife",2011,420,121
"S01002718","Fife",2011,394,183
"S01002719","Fife",2011,310,70
"S01002720","Fife",2011,308,27
"S01002721","Fife",2011,389,145
"S01002722","Fife",2011,420,147
"S01002723","Fife",2011,332,117
"S01002724","Fife",2011,427,177
"S01002725","Fife",2011,404,101
"S01002726","Fife",2011,358,119
"S01002727","Fife",2011,387,26
"S01002728","Fife",2011,438,155
"S01002729","Fife",2011,375,25
"S01002730","Fife",2011,480,171
"S01002731","Fife",2011,362,120
"S01002732","Fife",2011,332,119
"S01002733","Fife",2011,313,70
"S01002734","Fife",2011,517,192
"S01002735","Fife",2011,720,242
"S01002736","Fife",2011,292,48
"S01002737","Fife",2011,403,134
"S01002738","Fife",2011,267,72
"S01002739","Fife",2011,333,41
"S01002740","Fife",2011,201,20
"S01002741","Fife",2011,489,140
"S01002742","Fife",2011,385,140
"S01002743","Fife",2011,341,147
"S01002744","Fife",2011,255,33
"S01002745","Fife",2011,307,126
"S01002746","Fife",2011,357,82
"S01002747","Fife",2011,254,102
"S01002748","Fife",2011,384,156
"S01002749","Fife",2011,314,143
"S01002750","Fife",2011,384,133
"S01002751","Fife",2011,421,158
"S01002752","Fife",2011,231,70
"S01002753","Fife",2011,276,21
"S01002754","Fife",2011,247,46
"S01002755","Fife",2011,355,186
"S01002756","Fife",2011,401,144
"S01002757","Fife",2011,254,70
"S01002758","Fife",2011,315,134
"S01002759","Fife",2011,376,97
"S01002760","Fife",2011,238,83
"S01002761","Fife",2011,440,177
"S01002762","Fife",2011,312,153
"S01002763","Fife",2011,374,142
"S01002764","Fife",2011,263,113
"S01002765","Fife",2011,427,221
"S01002766","Fife",2011,459,208
"S01002767","Fife",2011,426,71
"S01002768","Fife",2011,371,117
"S01002769","Fife",2011,338,105
"S01002770","Fife",2011,280,89
"S01002771","Fife",2011,348,150
"S01002772","Fife",2011,377,39
"S01002773","Fife",2011,389,111
"S01002774","Fife",2011,382,164
"S01002775","Fife",2011,287,113
"S01002776","Fife",2011,397,89
"S01002777","Fife",2011,493,176
"S01002778","Fife",2011,397,203
"S01002779","Fife",2011,297,156
"S01002780","Fife",2011,397,181
"S01002781","Fife",2011,399,121
"S01002782","Fife",2011,437,201
"S01002783","Fife",2011,615,127
"S01002784","Fife",2011,228,74
"S01002785","Fife",2011,295,98
"S01002786","Fife",2011,305,31
"S01002787","Fife",2011,302,93
"S01002788","Fife",2011,328,43
"S01002789","Fife",2011,301,30
"S01002790","Fife",2011,415,172
"S01002791","Fife",2011,253,105
"S01002792","Fife",2011,822,106
"S01002793","Fife",2011,375,183
"S01002794","Fife",2011,394,117
"S01002795","Fife",2011,257,26
"S01002796","Fife",2011,250,37
"S01002797","Fife",2011,313,32
"S01002798","Fife",2011,245,78
"S01002799","Fife",2011,326,143
"S01002800","Fife",2011,282,15
"S01002801","Fife",2011,386,113
"S01002802","Fife",2011,245,21
"S01002803","Fife",2011,369,96
"S01002804","Fife",2011,257,89
"S01002805","Fife",2011,410,150
"S01002806","Fife",2011,939,122
"S01002807","Fife",2011,328,125
"S01002808","Fife",2011,370,139
"S01002809","Fife",2011,330,121
"S01002810","Fife",2011,475,110
"S01002811","Fife",2011,455,104
"S01002812","Fife",2011,268,47
"S01002813","Fife",2011,338,132
"S01002814","Fife",2011,413,95
"S01002815","Fife",2011,341,143
"S01002816","Fife",2011,235,63
"S01002817","Fife",2011,248,82
"S01002818","Fife",2011,277,74
"S01002819","Fife",2011,347,177
"S01002820","Fife",2011,330,133
"S01002821","Fife",2011,559,174
"S01002822","Fife",2011,321,133
"S01002823","Fife",2011,394,198
"S01002824","Fife",2011,368,82
"S01002825","Fife",2011,394,145
"S01002826","Fife",2011,243,86
"S01002827","Fife",2011,292,76
"S01002828","Fife",2011,377,88
"S01002829","Fife",2011,391,153
"S01002830","Fife",2011,302,112
"S01002831","Fife",2011,466,80
"S01002832","Fife",2011,312,57
"S01002833","Fife",2011,399,24
"S01002834","Fife",2011,366,121
"S01002835","Fife",2011,333,91
"S01002836","Fife",2011,232,69
"S01002837","Fife",2011,344,186
"S01002838","Fife",2011,274,106
"S01002839","Fife",2011,292,126
"S01002840","Fife",2011,313,101
"S01002841","Fife",2011,432,24
"S01002842","Fife",2011,306,168
"S01002843","Fife",2011,327,138
"S01002844","Fife",2011,276,50
"S01002845","Fife",2011,402,160
"S01002846","Fife",2011,453,67
"S01002847","Fife",2011,411,122
"S01002848","Fife",2011,336,105
"S01002849","Fife",2011,408,96
"S01002850","Fife",2011,414,140
"S01002851","Fife",2011,229,33
"S01002852","Fife",2011,399,140
"S01002853","Fife",2011,215,110
"S01002854","Fife",2011,342,113
"S01002855","Fife",2011,231,89
"S01002856","Fife",2011,411,213
"S01002857","Fife",2011,220,30
"S01002858","Fife",2011,275,36
"S01002859","Fife",2011,343,123
"S01002860","Fife",2011,431,84
"S01002861","Fife",2011,414,122
"S01002862","Fife",2011,246,84
"S01002863","Fife",2011,309,110
"S01002864","Fife",2011,256,89
"S01002865","Fife",2011,356,85
"S01002866","Fife",2011,499,217
"S01002867","Fife",2011,208,41
"S01002868","Fife",2011,329,153
"S01002869","Fife",2011,240,91
"S01002870","Fife",2011,398,89
"S01002871","Fife",2011,289,63
"S01002872","Fife",2011,296,115
"S01002873","Fife",2011,333,101
"S01002874","Fife",2011,338,115
"S01002875","Fife",2011,258,109
"S01002876","Fife",2011,297,145
"S01002877","Fife",2011,351,137
"S01002878","Fife",2011,229,57
"S01002879","Fife",2011,363,107
"S01002880","Fife",2011,223,24
"S01002881","Fife",2011,482,164
"S01002882","Fife",2011,479,242
"S01002883","Fife",2011,436,117
"S01002884","Fife",2011,373,106
"S01002885","Fife",2011,504,35
"S01002886","Fife",2011,339,77
"S01002887","Fife",2011,244,67
"S01002888","Fife",2011,236,28
"S01002889","Fife",2011,374,135
"S01002890","Fife",2011,291,114
"S01002891","Fife",2011,316,80
"S01002892","Fife",2011,301,91
"S01002893","Fife",2011,464,129
"S01002894","Fife",2011,325,47
"S01002895","Fife",2011,318,139
"S01002896","Fife",2011,315,97
"S01002897","Fife",2011,363,167
"S01002898","Fife",2011,500,124
"S01002899","Fife",2011,208,11
"S01002900","Fife",2011,300,113
"S01002901","Fife",2011,363,109
"S01002902","Fife",2011,363,97
"S01002903","Fife",2011,421,157
"S01002904","Fife",2011,311,47
"S01002905","Fife",2011,364,85
"S01002906","Fife",2011,348,82
"S01002907","Fife",2011,287,96
"S01002908","Fife",2011,343,35
"S01002909","Fife",2011,332,77
"S01002910","Fife",2011,451,120
"S01002911","Fife",2011,351,108
"S01002912","Fife",2011,554,38
"S01002913","Fife",2011,328,29
"S01002914","Fife",2011,330,153
"S01002915","Fife",2011,403,113
"S01002916","Fife",2011,387,170
"S01002917","Fife",2011,287,44
"S01002918","Fife",2011,365,52
"S01002919","Fife",2011,361,132
"S01002920","Fife",2011,285,67
"S01002921","Fife",2011,308,47
"S01002922","Fife",2011,230,69
"S01002923","Fife",2011,295,66
"S01002924","Fife",2011,297,31
"S01002925","Fife",2011,595,86
"S01002926","Fife",2011,334,100
"S01002927","Fife",2011,348,103
"S01002928","Fife",2011,229,24
"S01002929","Fife",2011,286,61
"S01002930","Fife",2011,234,32
"S01002931","Fife",2011,365,93
"S01002932","Fife",2011,263,13
"S01002933","Fife",2011,394,86
"S01002934","Fife",2011,393,107
"S01002935","Fife",2011,403,91
"S01002936","Fife",2011,291,15
"S01002937","Fife",2011,218,34
"S01002938","Fife",2011,341,105
"S01002939","Fife",2011,223,12
"S01002940","Fife",2011,258,35
"S01002941","Fife",2011,427,55
"S01002942","Fife",2011,192,32
"S01002943","Fife",2011,285,25
"S01002944","Fife",2011,523,81
"S01002945","Fife",2011,264,36
"S01002946","Fife",2011,427,26
"S01002947","Fife",2011,262,23
"S01002948","Fife",2011,340,54
"S01002949","Fife",2011,226,13
"S01002950","Fife",2011,317,36
"S01002951","Fife",2011,453,64
"S01002952","Fife",2011,256,34
"S01002953","Fife",2011,444,84
"S01002954","Fife",2011,356,48
"S01002955","Fife",2011,492,71
"S01002956","Fife",2011,342,66
"S01002957","Fife",2011,379,42
"S01002958","Fife",2011,232,8
"S01002959","Fife",2011,443,50
"S01002960","Fife",2011,278,26
"S01002961","Fife",2011,351,44
"S01002962","Fife",2011,264,39
"S01002963","Fife",2011,355,80
"S01002964","Fife",2011,334,39
"S01002965","Fife",2011,377,25
"S01002966","Fife",2011,245,30
"S01002967","Fife",2011,392,46
"S01002968","Fife",2011,572,93
"S01002969","Fife",2011,453,50
"S01002970","Fife",2011,278,37
"S01002971","Fife",2011,512,74
"S01002972","Fife",2011,544,189
"S01002973","Fife",2011,364,102
"S01002974","Fife",2011,395,18
"S01002975","Fife",2011,333,138
"S01002976","Fife",2011,456,208
"S01002977","Fife",2011,347,103
"S01002978","Fife",2011,484,75
"S01002979","Fife",2011,299,54
"S01002980","Fife",2011,342,136
"S01002981","Fife",2011,333,46
"S01002982","Fife",2011,282,38
"S01002983","Fife",2011,379,150
"S01002984","Fife",2011,329,66
"S01002985","Fife",2011,274,55
"S01002986","Fife",2011,327,114
"S01002987","Fife",2011,327,141
"S01002988","Fife",2011,314,43
"S01002989","Fife",2011,495,271
"S01002990","Fife",2011,251,119
"S01002991","Fife",2011,327,34
"S01002992","Fife",2011,344,123
"S01002993","Fife",2011,311,24
"S01002994","Fife",2011,387,209
"S01002995","Fife",2011,221,134
"S01002996","Fife",2011,332,168
"S01002997","Fife",2011,302,185
"S01002998","Fife",2011,356,70
"S01002999","Fife",2011,209,106
"S01003000","Fife",2011,301,26
"S01003001","Fife",2011,273,57
"S01003002","Fife",2011,434,109
"S01003003","Fife",2011,268,23
"S01003004","Fife",2011,214,53
"S01003005","Fife",2011,237,8
"S01003006","Fife",2011,455,42
"S01003007","Fife",2011,323,59
"S01003008","Fife",2011,164,12
"S01003009","Fife",2011,243,77
"S01003010","Fife",2011,306,30
"S01003011","Fife",2011,275,20
"S01003012","Fife",2011,425,43
"S01003013","Fife",2011,266,17
"S01003014","Fife",2011,271,23
"S01003015","Fife",2011,320,39
"S01003016","Fife",2011,200,13
"S01003017","Fife",2011,333,90
"S01003018","Fife",2011,383,80
"S01003019","Fife",2011,355,96
"S01003020","Fife",2011,311,87
"S01003021","Fife",2011,281,36
"S01003022","Fife",2011,425,73
"S01003023","Fife",2011,299,50
"S01003024","Fife",2011,344,91
"S01003025","Glasgow City",2011,364,66
"S01003026","Glasgow City",2011,364,121
"S01003027","Glasgow City",2011,407,50
"S01003028","Glasgow City",2011,398,282
"S01003029","Glasgow City",2011,488,252
"S01003030","Glasgow City",2011,577,311
"S01003032","Glasgow City",2011,258,171
"S01003033","Glasgow City",2011,255,172
"S01003034","Glasgow City",2011,377,86
"S01003035","Glasgow City",2011,444,278
"S01003036","Glasgow City",2011,555,414
"S01003037","Glasgow City",2011,700,92
"S01003038","Glasgow City",2011,294,26
"S01003039","Glasgow City",2011,407,233
"S01003040","Glasgow City",2011,472,306
"S01003041","Glasgow City",2011,257,31
"S01003042","Glasgow City",2011,270,200
"S01003043","Glasgow City",2011,289,218
"S01003044","Glasgow City",2011,553,366
"S01003045","Glasgow City",2011,416,261
"S01003046","Glasgow City",2011,350,174
"S01003047","Glasgow City",2011,476,327
"S01003048","Glasgow City",2011,270,193
"S01003049","Glasgow City",2011,280,194
"S01003050","Glasgow City",2011,298,63
"S01003051","Glasgow City",2011,460,211
"S01003052","Glasgow City",2011,330,215
"S01003053","Glasgow City",2011,382,132
"S01003054","Glasgow City",2011,354,159
"S01003055","Glasgow City",2011,424,272
"S01003056","Glasgow City",2011,417,258
"S01003057","Glasgow City",2011,302,113
"S01003058","Glasgow City",2011,501,188
"S01003059","Glasgow City",2011,395,133
"S01003060","Glasgow City",2011,428,206
"S01003061","Glasgow City",2011,292,35
"S01003062","Glasgow City",2011,377,133
"S01003063","Glasgow City",2011,333,102
"S01003064","Glasgow City",2011,438,285
"S01003065","Glasgow City",2011,599,246
"S01003066","Glasgow City",2011,301,39
"S01003067","Glasgow City",2011,232,48
"S01003068","Glasgow City",2011,383,75
"S01003069","Glasgow City",2011,266,110
"S01003070","Glasgow City",2011,344,138
"S01003071","Glasgow City",2011,288,38
"S01003072","Glasgow City",2011,486,309
"S01003073","Glasgow City",2011,302,86
"S01003074","Glasgow City",2011,256,14
"S01003075","Glasgow City",2011,310,127
"S01003076","Glasgow City",2011,521,448
"S01003077","Glasgow City",2011,500,263
"S01003078","Glasgow City",2011,293,99
"S01003079","Glasgow City",2011,344,78
"S01003080","Glasgow City",2011,349,88
"S01003081","Glasgow City",2011,320,40
"S01003082","Glasgow City",2011,419,191
"S01003083","Glasgow City",2011,576,322
"S01003084","Glasgow City",2011,415,259
"S01003085","Glasgow City",2011,423,92
"S01003086","Glasgow City",2011,214,35
"S01003087","Glasgow City",2011,269,97
"S01003088","Glasgow City",2011,536,360
"S01003089","Glasgow City",2011,282,33
"S01003090","Glasgow City",2011,324,129
"S01003091","Glasgow City",2011,251,92
"S01003092","Glasgow City",2011,348,113
"S01003093","Glasgow City",2011,507,298
"S01003094","Glasgow City",2011,447,150
"S01003095","Glasgow City",2011,259,19
"S01003096","Glasgow City",2011,274,55
"S01003097","Glasgow City",2011,121,70
"S01003098","Glasgow City",2011,826,374
"S01003099","Glasgow City",2011,224,121
"S01003100","Glasgow City",2011,368,168
"S01003101","Glasgow City",2011,218,124
"S01003102","Glasgow City",2011,285,60
"S01003103","Glasgow City",2011,273,49
"S01003104","Glasgow City",2011,570,354
"S01003105","Glasgow City",2011,332,119
"S01003106","Glasgow City",2011,311,83
"S01003107","Glasgow City",2011,309,170
"S01003108","Glasgow City",2011,488,263
"S01003109","Glasgow City",2011,371,55
"S01003110","Glasgow City",2011,294,41
"S01003111","Glasgow City",2011,359,217
"S01003112","Glasgow City",2011,429,111
"S01003113","Glasgow City",2011,279,59
"S01003114","Glasgow City",2011,348,104
"S01003115","Glasgow City",2011,500,158
"S01003116","Glasgow City",2011,586,299
"S01003117","Glasgow City",2011,464,233
"S01003118","Glasgow City",2011,266,210
"S01003119","Glasgow City",2011,269,99
"S01003120","Glasgow City",2011,561,62
"S01003121","Glasgow City",2011,366,226
"S01003122","Glasgow City",2011,325,147
"S01003123","Glasgow City",2011,416,98
"S01003124","Glasgow City",2011,499,181
"S01003125","Glasgow City",2011,460,184
"S01003126","Glasgow City",2011,121,93
"S01003127","Glasgow City",2011,336,124
"S01003128","Glasgow City",2011,544,314
"S01003129","Glasgow City",2011,652,229
"S01003130","Glasgow City",2011,457,224
"S01003131","Glasgow City",2011,456,158
"S01003132","Glasgow City",2011,470,299
"S01003133","Glasgow City",2011,663,128
"S01003134","Glasgow City",2011,339,218
"S01003135","Glasgow City",2011,346,172
"S01003136","Glasgow City",2011,463,196
"S01003137","Glasgow City",2011,375,164
"S01003138","Glasgow City",2011,662,422
"S01003139","Glasgow City",2011,619,229
"S01003140","Glasgow City",2011,425,287
"S01003141","Glasgow City",2011,463,150
"S01003142","Glasgow City",2011,525,334
"S01003143","Glasgow City",2011,452,191
"S01003144","Glasgow City",2011,399,196
"S01003145","Glasgow City",2011,303,140
"S01003146","Glasgow City",2011,408,203
"S01003147","Glasgow City",2011,404,183
"S01003148","Glasgow City",2011,276,102
"S01003149","Glasgow City",2011,566,262
"S01003150","Glasgow City",2011,409,319
"S01003151","Glasgow City",2011,367,125
"S01003152","Glasgow City",2011,495,276
"S01003153","Glasgow City",2011,277,55
"S01003154","Glasgow City",2011,543,249
"S01003155","Glasgow City",2011,486,39
"S01003156","Glasgow City",2011,494,231
"S01003157","Glasgow City",2011,587,304
"S01003158","Glasgow City",2011,319,265
"S01003159","Glasgow City",2011,81,53
"S01003160","Glasgow City",2011,281,153
"S01003161","Glasgow City",2011,259,99
"S01003162","Glasgow City",2011,302,151
"S01003163","Glasgow City",2011,331,66
"S01003164","Glasgow City",2011,272,72
"S01003165","Glasgow City",2011,497,258
"S01003166","Glasgow City",2011,398,178
"S01003167","Glasgow City",2011,374,180
"S01003168","Glasgow City",2011,519,197
"S01003169","Glasgow City",2011,950,158
"S01003170","Glasgow City",2011,315,46
"S01003171","Glasgow City",2011,232,13
"S01003172","Glasgow City",2011,372,226
"S01003173","Glasgow City",2011,278,137
"S01003174","Glasgow City",2011,370,220
"S01003175","Glasgow City",2011,476,347
"S01003176","Glasgow City",2011,471,245
"S01003177","Glasgow City",2011,415,105
"S01003178","Glasgow City",2011,398,178
"S01003179","Glasgow City",2011,280,156
"S01003180","Glasgow City",2011,238,28
"S01003181","Glasgow City",2011,344,175
"S01003182","Glasgow City",2011,371,219
"S01003183","Glasgow City",2011,331,187
"S01003184","Glasgow City",2011,363,232
"S01003185","Glasgow City",2011,259,135
"S01003186","Glasgow City",2011,402,67
"S01003187","Glasgow City",2011,492,174
"S01003188","Glasgow City",2011,490,333
"S01003189","Glasgow City",2011,420,266
"S01003190","Glasgow City",2011,408,284
"S01003191","Glasgow City",2011,278,188
"S01003192","Glasgow City",2011,592,398
"S01003193","Glasgow City",2011,638,79
"S01003194","Glasgow City",2011,363,222
"S01003195","Glasgow City",2011,306,47
"S01003196","Glasgow City",2011,408,47
"S01003197","Glasgow City",2011,375,90
"S01003198","Glasgow City",2011,470,282
"S01003199","Glasgow City",2011,416,134
"S01003200","Glasgow City",2011,430,275
"S01003201","Glasgow City",2011,133,78
"S01003202","Glasgow City",2011,528,333
"S01003203","Glasgow City",2011,413,175
"S01003204","Glasgow City",2011,363,176
"S01003205","Glasgow City",2011,431,258
"S01003206","Glasgow City",2011,468,327
"S01003207","Glasgow City",2011,316,135
"S01003208","Glasgow City",2011,635,403
"S01003209","Glasgow City",2011,250,79
"S01003210","Glasgow City",2011,365,72
"S01003211","Glasgow City",2011,251,64
"S01003212","Glasgow City",2011,261,50
"S01003213","Glasgow City",2011,264,144
"S01003214","Glasgow City",2011,348,151
"S01003215","Glasgow City",2011,383,196
"S01003216","Glasgow City",2011,343,152
"S01003217","Glasgow City",2011,418,305
"S01003218","Glasgow City",2011,338,158
"S01003219","Glasgow City",2011,337,140
"S01003220","Glasgow City",2011,277,127
"S01003221","Glasgow City",2011,428,291
"S01003222","Glasgow City",2011,280,107
"S01003223","Glasgow City",2011,470,318
"S01003224","Glasgow City",2011,284,52
"S01003225","Glasgow City",2011,398,300
"S01003226","Glasgow City",2011,342,210
"S01003227","Glasgow City",2011,792,304
"S01003228","Glasgow City",2011,597,263
"S01003229","Glasgow City",2011,332,24
"S01003230","Glasgow City",2011,374,123
"S01003231","Glasgow City",2011,442,218
"S01003232","Glasgow City",2011,503,328
"S01003233","Glasgow City",2011,349,35
"S01003234","Glasgow City",2011,360,68
"S01003235","Glasgow City",2011,370,150
"S01003236","Glasgow City",2011,252,103
"S01003237","Glasgow City",2011,414,208
"S01003238","Glasgow City",2011,346,157
"S01003239","Glasgow City",2011,461,230
"S01003240","Glasgow City",2011,326,110
"S01003241","Glasgow City",2011,349,114
"S01003242","Glasgow City",2011,497,193
"S01003243","Glasgow City",2011,405,175
"S01003244","Glasgow City",2011,446,230
"S01003245","Glasgow City",2011,708,525
"S01003246","Glasgow City",2011,660,467
"S01003247","Glasgow City",2011,355,218
"S01003248","Glasgow City",2011,649,388
"S01003249","Glasgow City",2011,421,234
"S01003250","Glasgow City",2011,257,105
"S01003251","Glasgow City",2011,471,363
"S01003252","Glasgow City",2011,247,38
"S01003253","Glasgow City",2011,540,414
"S01003254","Glasgow City",2011,258,201
"S01003255","Glasgow City",2011,446,246
"S01003256","Glasgow City",2011,629,387
"S01003257","Glasgow City",2011,258,34
"S01003258","Glasgow City",2011,311,60
"S01003259","Glasgow City",2011,479,141
"S01003260","Glasgow City",2011,300,46
"S01003261","Glasgow City",2011,421,103
"S01003262","Glasgow City",2011,372,218
"S01003263","Glasgow City",2011,465,262
"S01003264","Glasgow City",2011,308,146
"S01003265","Glasgow City",2011,306,117
"S01003266","Glasgow City",2011,391,201
"S01003267","Glasgow City",2011,583,346
"S01003268","Glasgow City",2011,912,456
"S01003269","Glasgow City",2011,493,336
"S01003270","Glasgow City",2011,451,310
"S01003271","Glasgow City",2011,1036,550
"S01003272","Glasgow City",2011,894,539
"S01003273","Glasgow City",2011,431,338
"S01003274","Glasgow City",2011,335,244
"S01003275","Glasgow City",2011,552,332
"S01003276","Glasgow City",2011,277,43
"S01003277","Glasgow City",2011,321,142
"S01003278","Glasgow City",2011,362,145
"S01003279","Glasgow City",2011,167,109
"S01003280","Glasgow City",2011,445,214
"S01003281","Glasgow City",2011,242,121
"S01003282","Glasgow City",2011,295,87
"S01003283","Glasgow City",2011,291,79
"S01003284","Glasgow City",2011,561,336
"S01003285","Glasgow City",2011,163,105
"S01003286","Glasgow City",2011,587,344
"S01003287","Glasgow City",2011,201,114
"S01003288","Glasgow City",2011,285,56
"S01003289","Glasgow City",2011,216,133
"S01003290","Glasgow City",2011,443,241
"S01003291","Glasgow City",2011,394,272
"S01003292","Glasgow City",2011,286,77
"S01003293","Glasgow City",2011,447,321
"S01003294","Glasgow City",2011,445,308
"S01003295","Glasgow City",2011,376,70
"S01003296","Glasgow City",2011,395,293
"S01003297","Glasgow City",2011,316,232
"S01003298","Glasgow City",2011,474,187
"S01003299","Glasgow City",2011,214,156
"S01003300","Glasgow City",2011,386,125
"S01003301","Glasgow City",2011,406,263
"S01003302","Glasgow City",2011,401,313
"S01003303","Glasgow City",2011,1144,540
"S01003304","Glasgow City",2011,365,227
"S01003305","Glasgow City",2011,384,174
"S01003306","Glasgow City",2011,515,321
"S01003307","Glasgow City",2011,520,273
"S01003308","Glasgow City",2011,367,179
"S01003309","Glasgow City",2011,494,341
"S01003310","Glasgow City",2011,376,191
"S01003311","Glasgow City",2011,279,45
"S01003312","Glasgow City",2011,228,107
"S01003313","Glasgow City",2011,457,300
"S01003314","Glasgow City",2011,372,282
"S01003315","Glasgow City",2011,308,133
"S01003316","Glasgow City",2011,317,195
"S01003317","Glasgow City",2011,293,101
"S01003318","Glasgow City",2011,299,61
"S01003320","Glasgow City",2011,269,149
"S01003321","Glasgow City",2011,304,78
"S01003322","Glasgow City",2011,461,321
"S01003323","Glasgow City",2011,292,59
"S01003324","Glasgow City",2011,245,143
"S01003325","Glasgow City",2011,313,106
"S01003326","Glasgow City",2011,453,287
"S01003327","Glasgow City",2011,274,162
"S01003328","Glasgow City",2011,636,354
"S01003329","Glasgow City",2011,367,174
"S01003330","Glasgow City",2011,324,35
"S01003331","Glasgow City",2011,376,273
"S01003332","Glasgow City",2011,206,136
"S01003333","Glasgow City",2011,525,385
"S01003334","Glasgow City",2011,449,236
"S01003335","Glasgow City",2011,451,274
"S01003336","Glasgow City",2011,497,299
"S01003337","Glasgow City",2011,587,297
"S01003338","Glasgow City",2011,455,220
"S01003339","Glasgow City",2011,329,151
"S01003340","Glasgow City",2011,551,323
"S01003341","Glasgow City",2011,345,36
"S01003342","Glasgow City",2011,353,251
"S01003343","Glasgow City",2011,299,195
