"output_area","ALL PEOPLE","In an unshared dwelling","House or bungalow","     Detached","     Semi-detached","     Terraced (including end-terrace)","  Flat, maisonette or apartment","     In a purpose-built block of flats","     Part of a converted or shared house","     In a commercial building","  Caravan or other mobile or temporary structure","In a shared dwelling"
"60QR002828",139,139,133,15,103,15,6,6,0,0,0,0
"60QR002829",110,110,99,38,49,12,11,10,1,0,0,0
"60QR002830",81,81,79,31,27,21,2,2,0,0,0,0
"60QR002831",110,110,109,57,40,12,1,1,0,0,0,0
"60QR002832",113,113,90,33,32,25,23,20,1,2,0,0
"60QR002833",208,208,198,80,54,64,10,6,3,1,0,0
"60QR002834",92,92,92,69,23,0,0,0,0,0,0,0
"60QR002835",108,108,95,10,84,1,13,12,1,0,0,0
"60QR002836",110,110,106,12,56,38,4,0,4,0,0,0
"60QR002837",79,79,79,21,30,28,0,0,0,0,0,0
"60QR002838",108,108,52,7,29,16,56,46,10,0,0,0
"60QR002839",64,64,37,21,7,9,27,21,6,0,0,0
"60QR002840",145,145,97,48,49,0,48,29,3,16,0,0
"60QR002841",65,65,60,41,19,0,5,2,3,0,0,0
"60QR002842",65,65,63,2,7,54,2,2,0,0,0,0
"60QR002843",178,178,178,12,144,22,0,0,0,0,0,0
"60QR002844",112,112,95,0,81,14,17,10,4,3,0,0
"60QR002845",151,151,151,119,19,13,0,0,0,0,0,0
"60QR002846",120,120,120,101,19,0,0,0,0,0,0,0
"60QR002847",87,87,20,14,6,0,67,61,6,0,0,0
"60QR002848",58,58,57,52,5,0,1,1,0,0,0,0
"60QR002849",63,63,63,50,13,0,0,0,0,0,0,0
"60QR002850",138,138,138,116,20,2,0,0,0,0,0,0
"60QR002851",192,192,163,127,33,3,29,29,0,0,0,0
"60QR002852",104,104,104,93,7,4,0,0,0,0,0,0
"60QR002853",89,89,89,73,16,0,0,0,0,0,0,0
"60QR002854",86,86,86,72,14,0,0,0,0,0,0,0
"60QR002855",101,101,97,61,36,0,0,0,0,0,4,0
"60QR002856",114,114,114,69,45,0,0,0,0,0,0,0
"60QR002857",76,76,71,71,0,0,5,5,0,0,0,0
"60QR002858",114,114,114,62,32,20,0,0,0,0,0,0
"60QR002859",110,110,46,12,0,34,64,40,24,0,0,0
"60QR002860",87,87,43,0,24,19,44,44,0,0,0,0
"60QR002861",130,130,35,0,34,1,95,85,10,0,0,0
"60QR002862",66,66,19,5,13,1,47,47,0,0,0,0
"60QR002863",148,148,52,10,26,16,96,92,4,0,0,0
"60QR002864",87,87,72,10,50,12,15,15,0,0,0,0
"60QR002865",106,106,18,0,12,6,88,88,0,0,0,0
"60QR002866",99,99,82,71,11,0,17,17,0,0,0,0
"60QR002867",93,93,93,85,4,4,0,0,0,0,0,0
"60QR002868",92,92,92,92,0,0,0,0,0,0,0,0
"60QR002869",143,136,46,5,5,36,90,22,22,46,0,7
"60QR002870",54,54,39,0,10,29,15,6,7,2,0,0
"60QR002871",113,113,8,1,0,7,105,67,37,1,0,0
"60QR002872",161,161,25,5,10,10,136,76,4,56,0,0
"60QR002873",110,110,50,6,15,29,60,8,31,21,0,0
"60QR002874",97,97,29,5,4,20,68,43,11,14,0,0
"60QR002875",104,104,74,50,5,19,30,25,1,4,0,0
"60QR002876",95,95,67,14,23,30,28,8,11,9,0,0
"60QR002877",77,77,76,44,6,26,1,1,0,0,0,0
"60QR002878",83,83,83,0,37,46,0,0,0,0,0,0
"60QR002879",172,172,172,80,92,0,0,0,0,0,0,0
"60QR002880",181,181,165,134,26,5,16,16,0,0,0,0
"60QR002881",100,100,93,93,0,0,7,7,0,0,0,0
"60QR002882",111,111,96,39,38,19,15,5,10,0,0,0
"60QR002883",65,65,18,3,4,11,47,44,3,0,0,0
"60QR002884",68,68,28,11,12,5,40,24,16,0,0,0
"60QR002885",90,90,81,34,47,0,9,8,1,0,0,0
"60QR002886",136,136,133,1,33,99,3,3,0,0,0,0
"60QR002887",142,142,118,34,42,42,24,22,0,2,0,0
"60QR002888",51,51,5,5,0,0,46,46,0,0,0,0
"60QR002889",122,122,72,21,24,27,50,11,22,17,0,0
"60QR002890",74,74,48,12,23,13,26,18,6,2,0,0
"60QR002891",96,96,60,38,22,0,36,36,0,0,0,0
"60QR002892",114,114,90,90,0,0,24,22,2,0,0,0
"60QR002893",81,81,79,16,36,27,2,2,0,0,0,0
"60QR002894",126,126,126,65,61,0,0,0,0,0,0,0
"60QR002895",187,187,187,102,85,0,0,0,0,0,0,0
"60QR002896",124,124,39,11,0,28,85,85,0,0,0,0
"60QR002897",93,93,24,2,8,14,69,58,4,7,0,0
"60QR002898",84,84,34,4,20,10,50,50,0,0,0,0
"60QR002899",133,133,133,120,8,5,0,0,0,0,0,0
"60QR002900",82,82,82,82,0,0,0,0,0,0,0,0
"60QR002901",141,141,97,52,41,4,44,44,0,0,0,0
"60QR002902",173,173,138,76,53,9,35,35,0,0,0,0
"60QR002903",136,136,95,46,45,4,41,41,0,0,0,0
"60QR002904",173,173,148,36,37,75,25,25,0,0,0,0
"60QR002905",111,111,81,5,41,35,30,30,0,0,0,0
"60QR002906",85,85,85,8,26,51,0,0,0,0,0,0
"60QR002907",142,142,107,13,57,37,35,34,1,0,0,0
"60QR002908",106,106,106,38,68,0,0,0,0,0,0,0
"60QR002909",150,150,150,44,104,2,0,0,0,0,0,0
"60QR002910",83,83,83,63,20,0,0,0,0,0,0,0
"60QR002911",215,215,215,174,38,3,0,0,0,0,0,0
"60QR002912",159,159,158,143,1,14,1,0,1,0,0,0
"60QR002913",72,72,72,53,19,0,0,0,0,0,0,0
"60QR002914",165,165,162,96,39,27,3,0,3,0,0,0
"60QR002915",123,123,121,49,72,0,2,2,0,0,0,0
"60QR002916",130,130,122,48,67,7,6,6,0,0,2,0
"60QR002917",179,179,179,109,70,0,0,0,0,0,0,0
"60QR002918",176,176,176,100,72,4,0,0,0,0,0,0
"60QR002919",148,148,148,95,53,0,0,0,0,0,0,0
"60QR002920",160,160,160,139,19,2,0,0,0,0,0,0
"60QR002921",103,103,103,95,8,0,0,0,0,0,0,0
"60QR002922",104,104,104,101,1,2,0,0,0,0,0,0
"60QR002923",96,96,95,93,1,1,0,0,0,0,1,0
"60QR002924",124,124,121,39,78,4,3,2,1,0,0,0
"60QS000001",109,109,102,46,25,31,4,4,0,0,3,0
"60QS000002",53,53,49,2,0,47,4,4,0,0,0,0
"60QS000003",130,130,88,14,3,71,42,42,0,0,0,0
"60QS000004",62,62,0,0,0,0,62,53,7,2,0,0
"60QS000005",70,70,0,0,0,0,70,51,7,12,0,0
"60QS000006",121,121,0,0,0,0,121,105,5,11,0,0
"60QS000007",74,74,5,0,3,2,69,40,5,24,0,0
"60QS000008",88,88,0,0,0,0,88,74,13,1,0,0
"60QS000009",119,119,1,1,0,0,118,106,7,5,0,0
"60QS000010",76,76,2,0,0,2,74,61,1,12,0,0
"60QS000011",101,101,0,0,0,0,101,101,0,0,0,0
"60QS000012",94,94,0,0,0,0,94,94,0,0,0,0
"60QS000013",104,104,0,0,0,0,104,102,2,0,0,0
"60QS000014",90,90,1,0,0,1,89,76,9,4,0,0
"60QS000015",124,124,0,0,0,0,124,109,8,7,0,0
"60QS000016",50,41,0,0,0,0,41,17,10,14,0,9
"60QS000017",64,64,0,0,0,0,64,63,1,0,0,0
"60QS000018",80,80,3,0,1,2,77,42,35,0,0,0
"60QS000019",82,82,18,1,5,12,64,30,31,3,0,0
"60QS000020",128,128,12,0,0,12,116,116,0,0,0,0
"60QS000021",137,135,0,0,0,0,135,132,3,0,0,2
"60QS000022",103,103,5,0,1,4,98,98,0,0,0,0
"60QS000023",79,79,2,0,0,2,77,76,1,0,0,0
"60QS000024",175,175,0,0,0,0,175,173,2,0,0,0
"60QS000025",96,96,0,0,0,0,96,95,0,1,0,0
"60QS000026",98,98,2,0,0,2,96,95,0,1,0,0
"60QS000027",112,112,1,1,0,0,111,111,0,0,0,0
"60QS000028",72,72,12,5,0,7,60,51,9,0,0,0
"60QS000029",116,116,4,0,0,4,112,112,0,0,0,0
"60QS000030",58,58,3,0,0,3,55,55,0,0,0,0
"60QS000031",131,131,3,0,0,3,128,119,9,0,0,0
"60QS000032",153,153,7,5,0,2,146,142,4,0,0,0
"60QS000033",142,127,5,0,1,4,122,113,8,1,0,15
"60QS000034",83,80,10,7,0,3,70,67,3,0,0,3
"60QS000035",102,97,1,1,0,0,96,91,5,0,0,5
"60QS000036",150,150,9,0,3,6,141,127,14,0,0,0
"60QS000037",150,150,0,0,0,0,150,139,8,3,0,0
"60QS000038",86,86,1,0,1,0,85,83,0,2,0,0
"60QS000039",152,152,2,0,0,2,150,138,9,3,0,0
"60QS000040",124,124,0,0,0,0,124,124,0,0,0,0
"60QS000041",126,126,18,0,0,18,108,99,9,0,0,0
"60QS000042",119,119,0,0,0,0,119,119,0,0,0,0
"60QS000043",100,100,0,0,0,0,100,100,0,0,0,0
"60QS000044",99,99,4,0,0,4,95,68,27,0,0,0
"60QS000045",153,153,4,0,3,1,149,127,22,0,0,0
"60QS000046",127,127,1,0,0,1,126,120,6,0,0,0
"60QS000047",147,147,4,0,4,0,143,141,2,0,0,0
"60QS000048",173,169,1,0,0,1,168,139,14,15,0,4
"60QS000049",87,87,0,0,0,0,87,85,2,0,0,0
"60QS000050",113,113,2,0,2,0,111,102,9,0,0,0
"60QS000051",83,83,0,0,0,0,83,82,1,0,0,0
"60QS000052",117,117,11,0,11,0,106,106,0,0,0,0
"60QS000053",102,102,1,0,0,1,100,98,2,0,1,0
"60QS000054",90,90,0,0,0,0,90,87,3,0,0,0
"60QS000055",66,66,1,1,0,0,65,65,0,0,0,0
"60QS000056",70,70,0,0,0,0,70,70,0,0,0,0
"60QS000057",109,109,0,0,0,0,109,101,8,0,0,0
"60QS000058",81,81,0,0,0,0,81,77,4,0,0,0
"60QS000059",76,76,1,0,0,1,75,75,0,0,0,0
"60QS000060",83,83,0,0,0,0,83,83,0,0,0,0
"60QS000061",107,107,0,0,0,0,107,107,0,0,0,0
"60QS000062",98,98,3,0,0,3,95,95,0,0,0,0
"60QS000063",122,122,0,0,0,0,122,120,2,0,0,0
"60QS000064",100,100,3,0,0,3,97,94,3,0,0,0
"60QS000065",76,76,2,2,0,0,74,74,0,0,0,0
"60QS000066",101,101,1,1,0,0,100,100,0,0,0,0
"60QS000067",51,51,0,0,0,0,51,50,1,0,0,0
"60QS000068",69,69,5,4,0,1,64,64,0,0,0,0
"60QS000069",71,71,2,0,0,2,69,69,0,0,0,0
"60QS000070",165,165,4,0,0,4,161,158,3,0,0,0
"60QS000071",144,144,3,0,0,3,141,138,3,0,0,0
"60QS000072",60,60,0,0,0,0,60,60,0,0,0,0
"60QS000073",315,315,13,8,5,0,302,296,6,0,0,0
"60QS000074",125,125,2,0,0,2,123,104,0,19,0,0
"60QS000075",117,117,0,0,0,0,117,113,0,4,0,0
"60QS000076",97,92,1,0,1,0,91,80,7,4,0,5
"60QS000077",106,106,5,5,0,0,101,101,0,0,0,0
"60QS000078",118,118,2,2,0,0,116,116,0,0,0,0
"60QS000079",81,81,0,0,0,0,81,81,0,0,0,0
"60QS000080",148,148,1,0,0,1,147,146,0,1,0,0
"60QS000081",123,123,0,0,0,0,123,123,0,0,0,0
"60QS000082",66,66,0,0,0,0,66,66,0,0,0,0
"60QS000083",98,98,8,4,0,4,90,90,0,0,0,0
"60QS000084",107,107,7,3,4,0,100,97,0,3,0,0
"60QS000085",157,157,11,1,0,10,146,142,4,0,0,0
"60QS000086",141,141,5,3,0,2,136,136,0,0,0,0
"60QS000087",153,153,1,1,0,0,152,150,2,0,0,0
"60QS000088",57,57,2,0,0,2,55,51,4,0,0,0
"60QS000089",144,144,13,3,0,10,131,128,3,0,0,0
"60QS000090",142,142,0,0,0,0,142,140,2,0,0,0
"60QS000091",154,154,10,0,10,0,144,139,5,0,0,0
"60QS000092",62,62,1,0,0,1,61,61,0,0,0,0
"60QS000093",87,87,2,0,0,2,85,85,0,0,0,0
"60QS000094",69,69,2,0,0,2,67,67,0,0,0,0
"60QS000095",149,149,0,0,0,0,149,138,4,7,0,0
"60QS000096",109,109,2,0,0,2,107,107,0,0,0,0
"60QS000097",132,132,5,0,0,5,127,123,4,0,0,0
"60QS000098",99,99,2,0,0,2,97,97,0,0,0,0
"60QS000099",89,89,1,1,0,0,88,87,1,0,0,0
"60QS000100",135,135,0,0,0,0,135,135,0,0,0,0
"60QS000101",102,102,0,0,0,0,102,102,0,0,0,0
"60QS000102",113,107,0,0,0,0,107,104,3,0,0,6
"60QS000103",178,178,3,0,0,3,175,167,5,3,0,0
"60QS000104",200,200,0,0,0,0,200,197,3,0,0,0
"60QS000105",86,86,0,0,0,0,86,79,5,2,0,0
"60QS000106",136,136,0,0,0,0,136,132,1,3,0,0
"60QS000107",130,130,0,0,0,0,130,130,0,0,0,0
"60QS000108",131,131,9,0,0,9,122,119,3,0,0,0
"60QS000109",145,145,8,0,5,3,137,135,2,0,0,0
"60QS000110",145,145,0,0,0,0,145,101,44,0,0,0
"60QS000111",112,110,6,4,0,2,104,101,3,0,0,2
"60QS000112",138,138,7,0,2,5,131,113,18,0,0,0
"60QS000113",116,116,3,0,0,3,113,113,0,0,0,0
"60QS000114",101,101,54,1,22,31,47,47,0,0,0,0
"60QS000115",104,104,3,3,0,0,101,101,0,0,0,0
"60QS000116",85,85,0,0,0,0,85,84,1,0,0,0
"60QS000117",133,133,9,9,0,0,111,111,0,0,13,0
"60QS000118",86,86,0,0,0,0,86,86,0,0,0,0
"60QS000119",74,74,3,0,0,3,71,71,0,0,0,0
"60QS000120",109,109,2,0,2,0,107,106,1,0,0,0
"60QS000121",84,84,0,0,0,0,84,70,13,1,0,0
"60QS000122",75,75,0,0,0,0,75,70,5,0,0,0
"60QS000123",104,104,3,0,1,2,98,98,0,0,3,0
"60QS000124",52,52,0,0,0,0,52,52,0,0,0,0
"60QS000125",79,79,2,0,0,2,77,76,1,0,0,0
"60QS000126",77,77,2,0,1,1,75,74,1,0,0,0
"60QS000127",63,63,1,0,0,1,62,62,0,0,0,0
"60QS000128",79,79,2,0,2,0,77,76,1,0,0,0
"60QS000129",74,74,0,0,0,0,74,73,0,1,0,0
"60QS000130",123,123,4,2,1,1,119,117,0,2,0,0
"60QS000131",195,195,3,0,0,3,192,192,0,0,0,0
"60QS000132",157,157,7,0,5,2,150,148,0,2,0,0
"60QS000133",143,143,4,4,0,0,139,139,0,0,0,0
"60QS000134",99,99,2,0,0,2,97,97,0,0,0,0
"60QS000135",117,117,2,0,0,2,115,115,0,0,0,0
"60QS000136",80,80,7,0,2,5,73,73,0,0,0,0
"60QS000137",89,89,4,0,0,4,85,84,0,1,0,0
"60QS000138",72,72,3,0,2,1,68,68,0,0,1,0
"60QS000139",83,83,2,0,2,0,80,80,0,0,1,0
"60QS000140",62,62,0,0,0,0,62,59,3,0,0,0
"60QS000141",82,82,4,0,0,4,78,77,0,1,0,0
"60QS000142",94,94,6,0,2,4,88,88,0,0,0,0
"60QS000143",129,129,0,0,0,0,129,129,0,0,0,0
"60QS000144",112,112,2,0,2,0,110,110,0,0,0,0
"60QS000145",113,113,61,2,13,46,52,51,0,1,0,0
"60QS000146",123,123,11,0,4,7,112,110,2,0,0,0
"60QS000147",88,88,5,4,1,0,83,83,0,0,0,0
"60QS000148",61,61,0,0,0,0,59,59,0,0,2,0
"60QS000149",69,69,2,0,2,0,67,67,0,0,0,0
"60QS000150",88,88,0,0,0,0,88,86,0,2,0,0
"60QS000151",94,94,3,0,2,1,91,89,2,0,0,0
"60QS000152",101,101,0,0,0,0,101,101,0,0,0,0
"60QS000153",137,137,14,4,3,7,123,120,1,2,0,0
"60QS000154",70,70,13,4,3,6,57,57,0,0,0,0
"60QS000155",76,76,8,0,0,8,68,65,3,0,0,0
"60QS000156",75,75,2,0,1,1,73,73,0,0,0,0
"60QS000157",82,82,1,1,0,0,81,81,0,0,0,0
"60QS000158",127,127,13,0,6,7,114,114,0,0,0,0
"60QS000159",119,119,9,0,0,9,110,110,0,0,0,0
"60QS000160",60,60,0,0,0,0,60,60,0,0,0,0
"60QS000161",152,152,11,0,2,9,141,140,1,0,0,0
"60QS000162",155,155,18,0,11,7,137,137,0,0,0,0
"60QS000163",115,115,5,0,4,1,110,110,0,0,0,0
"60QS000164",117,117,4,0,2,2,113,113,0,0,0,0
"60QS000165",96,96,8,3,0,5,88,86,2,0,0,0
"60QS000166",110,110,0,0,0,0,110,110,0,0,0,0
"60QS000167",101,101,0,0,0,0,101,101,0,0,0,0
"60QS000168",127,127,10,0,2,8,117,117,0,0,0,0
"60QS000169",84,84,0,0,0,0,84,84,0,0,0,0
"60QS000170",61,61,0,0,0,0,61,59,2,0,0,0
"60QS000171",106,90,0,0,0,0,90,86,4,0,0,16
"60QS000172",162,162,4,0,0,4,158,154,4,0,0,0
"60QS000173",111,106,80,8,39,33,26,0,26,0,0,5
"60QS000174",65,65,29,6,23,0,36,24,12,0,0,0
"60QS000175",58,58,12,4,3,5,46,29,17,0,0,0
"60QS000176",68,68,39,15,24,0,29,29,0,0,0,0
"60QS000177",134,134,15,8,3,4,119,114,5,0,0,0
"60QS000178",134,134,1,0,0,1,133,133,0,0,0,0
"60QS000179",128,128,0,0,0,0,128,128,0,0,0,0
"60QS000180",56,56,0,0,0,0,56,56,0,0,0,0
"60QS000181",100,100,3,3,0,0,97,97,0,0,0,0
"60QS000182",60,60,1,0,0,1,59,59,0,0,0,0
"60QS000183",129,129,4,0,0,4,125,123,2,0,0,0
"60QS000184",101,101,0,0,0,0,101,101,0,0,0,0
"60QS000185",64,64,0,0,0,0,64,64,0,0,0,0
"60QS000186",90,90,8,3,0,5,82,82,0,0,0,0
"60QS000187",99,99,7,0,0,7,92,92,0,0,0,0
"60QS000188",128,128,9,0,3,6,119,119,0,0,0,0
"60QS000189",120,120,4,0,4,0,116,106,10,0,0,0
"60QS000190",77,77,0,0,0,0,77,77,0,0,0,0
"60QS000191",94,94,0,0,0,0,94,94,0,0,0,0
"60QS000192",84,84,0,0,0,0,84,84,0,0,0,0
"60QS000193",56,56,0,0,0,0,56,56,0,0,0,0
"60QS000194",117,117,0,0,0,0,117,117,0,0,0,0
"60QS000195",76,76,0,0,0,0,76,76,0,0,0,0
"60QS000196",72,72,3,0,2,1,69,69,0,0,0,0
"60QS000197",104,104,4,0,0,4,100,100,0,0,0,0
"60QS000198",106,106,7,0,4,3,99,95,1,3,0,0
"60QS000199",131,131,3,0,0,3,128,126,2,0,0,0
"60QS000200",94,94,0,0,0,0,94,91,3,0,0,0
"60QS000201",138,138,2,0,0,2,136,136,0,0,0,0
"60QS000202",78,78,0,0,0,0,78,77,0,1,0,0
"60QS000203",78,78,3,0,0,3,75,75,0,0,0,0
"60QS000204",98,98,10,0,7,3,88,83,2,3,0,0
"60QS000205",65,65,0,0,0,0,65,65,0,0,0,0
"60QS000206",73,73,0,0,0,0,73,73,0,0,0,0
"60QS000207",81,81,0,0,0,0,79,74,3,2,2,0
"60QS000208",93,93,0,0,0,0,93,89,1,3,0,0
"60QS000209",93,93,1,0,1,0,92,92,0,0,0,0
"60QS000210",104,104,0,0,0,0,104,104,0,0,0,0
"60QS000211",83,83,0,0,0,0,82,82,0,0,1,0
"60QS000212",75,75,0,0,0,0,75,72,3,0,0,0
"60QS000213",105,105,3,3,0,0,102,102,0,0,0,0
"60QS000214",67,67,0,0,0,0,67,67,0,0,0,0
"60QS000215",118,118,2,0,0,2,116,116,0,0,0,0
"60QS000216",114,112,0,0,0,0,112,105,7,0,0,2
"60QS000217",88,88,2,0,2,0,86,86,0,0,0,0
"60QS000218",83,83,5,0,3,2,78,78,0,0,0,0
"60QS000219",68,68,0,0,0,0,68,68,0,0,0,0
"60QS000220",103,103,1,0,0,1,102,101,0,1,0,0
"60QS000221",85,85,0,0,0,0,85,82,3,0,0,0
"60QS000222",77,77,5,5,0,0,72,68,2,2,0,0
"60QS000223",59,59,0,0,0,0,59,59,0,0,0,0
"60QS000224",136,136,0,0,0,0,136,131,0,5,0,0
"60QS000225",125,125,2,0,0,2,121,119,0,2,2,0
"60QS000226",52,52,14,0,0,14,38,37,1,0,0,0
"60QS000227",119,119,54,0,3,51,64,61,1,2,1,0
"60QS000228",56,56,5,5,0,0,51,51,0,0,0,0
"60QS000229",84,84,0,0,0,0,84,84,0,0,0,0
"60QS000230",81,81,2,0,2,0,79,76,3,0,0,0
"60QS000231",119,119,5,0,5,0,114,111,1,2,0,0
"60QS000232",116,116,54,1,6,47,62,62,0,0,0,0
"60QS000233",92,92,5,2,3,0,87,85,0,2,0,0
"60QS000234",52,52,2,0,0,2,50,50,0,0,0,0
"60QS000235",140,140,5,0,0,5,135,126,9,0,0,0
"60QS000236",109,109,19,0,0,19,90,68,17,5,0,0
"60QS000237",113,113,0,0,0,0,113,113,0,0,0,0
"60QS000238",96,96,0,0,0,0,96,95,1,0,0,0
"60QS000239",94,94,1,0,0,1,93,93,0,0,0,0
"60QS000240",85,85,4,0,4,0,81,78,3,0,0,0
"60QS000241",91,91,3,0,0,3,88,88,0,0,0,0
"60QS000242",85,85,2,0,0,2,83,82,1,0,0,0
"60QS000243",53,53,1,0,0,1,52,52,0,0,0,0
"60QS000244",82,82,1,0,0,1,81,81,0,0,0,0
"60QS000245",76,76,1,0,0,1,75,72,3,0,0,0
"60QS000246",64,64,2,0,0,2,62,61,0,1,0,0
"60QS000247",92,92,0,0,0,0,92,92,0,0,0,0
"60QS000248",83,83,2,0,1,1,81,81,0,0,0,0
"60QS000249",62,62,0,0,0,0,62,61,1,0,0,0
"60QS000250",69,69,0,0,0,0,69,69,0,0,0,0
"60QS000251",61,61,0,0,0,0,61,61,0,0,0,0
"60QS000252",85,85,0,0,0,0,85,85,0,0,0,0
"60QS000253",71,71,4,0,0,4,67,67,0,0,0,0
"60QS000254",91,91,2,0,1,1,89,88,1,0,0,0
"60QS000255",94,94,0,0,0,0,94,94,0,0,0,0
"60QS000256",94,94,0,0,0,0,94,94,0,0,0,0
"60QS000257",155,155,6,0,1,5,149,145,4,0,0,0
"60QS000258",140,140,8,3,0,5,132,131,1,0,0,0
"60QS000259",64,64,1,0,1,0,63,63,0,0,0,0
"60QS000260",90,90,0,0,0,0,90,90,0,0,0,0
"60QS000261",161,161,96,0,1,95,65,30,33,2,0,0
"60QS000262",116,116,3,0,3,0,113,109,4,0,0,0
"60QS000263",63,63,6,0,3,3,57,52,0,5,0,0
"60QS000264",83,83,0,0,0,0,83,83,0,0,0,0
"60QS000265",77,77,1,0,0,1,76,76,0,0,0,0
"60QS000266",107,107,5,0,2,3,102,102,0,0,0,0
"60QS000267",70,70,0,0,0,0,70,70,0,0,0,0
"60QS000268",104,104,2,0,2,0,102,102,0,0,0,0
"60QS000269",65,65,0,0,0,0,65,65,0,0,0,0
"60QS000270",85,85,0,0,0,0,85,81,4,0,0,0
"60QS000271",74,74,1,0,1,0,73,72,1,0,0,0
"60QS000272",80,80,1,0,0,1,79,79,0,0,0,0
"60QS000273",78,78,57,5,5,47,21,21,0,0,0,0
"60QS000274",104,104,2,0,2,0,102,86,16,0,0,0
"60QS000275",168,168,104,17,15,72,64,58,0,6,0,0
"60QS000276",108,108,10,0,1,9,98,95,0,3,0,0
"60QS000277",71,71,25,0,1,24,46,45,1,0,0,0
"60QS000278",157,157,138,1,4,133,19,19,0,0,0,0
"60QS000279",131,131,81,2,15,64,50,47,1,2,0,0
"60QS000280",152,152,132,0,48,84,20,18,2,0,0,0
"60QS000281",108,108,0,0,0,0,108,108,0,0,0,0
"60QS000282",113,113,2,0,0,2,111,111,0,0,0,0
"60QS000283",82,82,2,0,0,2,80,80,0,0,0,0
"60QS000284",171,167,154,28,47,79,13,2,11,0,0,4
"60QS000285",60,60,0,0,0,0,60,60,0,0,0,0
"60QS000286",59,59,1,0,0,1,58,55,0,3,0,0
"60QS000287",84,84,35,0,0,35,49,49,0,0,0,0
"60QS000288",149,149,90,10,31,49,59,59,0,0,0,0
"60QS000289",102,102,72,2,7,63,30,18,12,0,0,0
"60QS000290",126,126,3,0,0,3,123,123,0,0,0,0
"60QS000291",102,102,22,4,0,18,80,80,0,0,0,0
"60QS000292",132,132,3,0,0,3,129,129,0,0,0,0
"60QS000293",107,107,57,0,4,53,50,50,0,0,0,0
"60QS000294",183,183,183,2,22,159,0,0,0,0,0,0
"60QS000295",169,169,169,0,77,92,0,0,0,0,0,0
"60QS000296",114,114,60,0,2,58,54,50,0,4,0,0
"60QS000297",126,126,67,14,53,0,59,59,0,0,0,0
"60QS000298",123,123,23,0,0,23,100,87,10,3,0,0
"60QS000299",70,70,5,0,0,5,65,62,1,2,0,0
"60QS000300",137,137,8,0,0,8,129,128,1,0,0,0
"60QS000301",51,51,0,0,0,0,51,45,6,0,0,0
"60QS000302",135,135,0,0,0,0,135,134,1,0,0,0
"60QS000303",151,151,2,0,2,0,149,145,4,0,0,0
"60QS000304",163,151,32,0,0,32,119,87,21,11,0,12
"60QS000305",126,122,10,0,0,10,112,57,55,0,0,4
"60QS000306",92,92,26,0,2,24,66,36,30,0,0,0
"60QS000307",119,112,52,0,1,51,60,13,47,0,0,7
"60QS000308",135,135,20,0,11,9,115,108,5,2,0,0
"60QS000309",64,64,8,0,0,8,56,20,36,0,0,0
"60QS000310",78,78,32,3,1,28,46,15,31,0,0,0
"60QS000311",116,116,4,0,2,2,112,60,52,0,0,0
"60QS000312",86,86,7,0,0,7,79,58,21,0,0,0
"60QS000313",93,93,4,0,0,4,89,73,16,0,0,0
"60QS000314",151,151,3,0,2,1,148,125,23,0,0,0
"60QS000315",123,120,7,0,0,7,113,95,18,0,0,3
"60QS000316",125,123,43,13,15,15,80,46,34,0,0,2
"60QS000317",135,135,0,0,0,0,135,124,3,8,0,0
"60QS000318",154,154,0,0,0,0,154,146,8,0,0,0
"60QS000319",114,106,2,0,1,1,104,55,49,0,0,8
"60QS000320",131,129,2,0,0,2,127,95,32,0,0,2
"60QS000321",101,89,0,0,0,0,89,88,1,0,0,12
"60QS000322",112,108,6,0,0,6,102,61,41,0,0,4
"60QS000323",100,90,0,0,0,0,90,83,7,0,0,10
"60QS000324",124,117,7,0,0,7,110,93,17,0,0,7
"60QS000325",88,84,3,0,0,3,81,64,17,0,0,4
"60QS000326",100,100,0,0,0,0,100,98,2,0,0,0
"60QS000327",73,68,1,0,1,0,67,58,9,0,0,5
"60QS000328",121,114,0,0,0,0,114,109,5,0,0,7
"60QS000329",79,79,2,0,0,2,77,77,0,0,0,0
"60QS000330",149,149,0,0,0,0,149,148,0,1,0,0
"60QS000331",109,109,0,0,0,0,109,109,0,0,0,0
"60QS000332",102,102,0,0,0,0,102,98,4,0,0,0
"60QS000333",143,143,0,0,0,0,143,138,0,5,0,0
"60QS000334",114,114,1,0,0,1,113,113,0,0,0,0
"60QS000335",170,170,4,0,0,4,166,160,1,5,0,0
"60QS000336",110,110,0,0,0,0,110,107,3,0,0,0
"60QS000337",92,92,7,0,0,7,85,3,82,0,0,0
"60QS000338",59,59,0,0,0,0,59,24,35,0,0,0
"60QS000339",114,114,23,0,0,23,91,15,76,0,0,0
"60QS000340",90,90,14,0,0,14,76,10,66,0,0,0
"60QS000341",82,76,2,0,1,1,74,17,57,0,0,6
"60QS000342",95,91,28,3,3,22,63,42,21,0,0,4
"60QS000343",111,105,55,0,9,46,50,1,49,0,0,6
"60QS000344",129,129,2,0,2,0,127,123,4,0,0,0
"60QS000345",134,134,0,0,0,0,134,130,4,0,0,0
"60QS000346",146,146,0,0,0,0,146,146,0,0,0,0
"60QS000347",123,123,31,0,0,31,92,12,80,0,0,0
"60QS000348",143,143,3,0,0,3,140,117,22,1,0,0
"60QS000349",106,106,5,0,5,0,101,45,56,0,0,0
"60QS000350",119,117,6,0,4,2,111,74,37,0,0,2
