"output_area","ALL PEOPLE","Good Health","Fairly Good Health","Not Good Health"
"60QS003371",151,61,48,42
"60QS003372",117,62,27,28
"60QS003373",65,37,21,7
"60QS003374",96,52,33,11
"60QS003375",71,37,18,16
"60QS003376",111,60,34,17
"60QS003377",74,38,29,7
"60QS003378",84,42,27,15
"60QS003379",102,59,25,18
"60QS003380",174,114,40,20
"60QS003381",87,55,23,9
"60QS003382",69,39,18,12
"60QS003383",82,56,15,11
"60QS003384",120,70,27,23
"60QS003385",83,55,15,13
"60QS003386",111,59,27,25
"60QS003387",143,90,39,14
"60QS003388",231,143,63,25
"60QS003389",197,116,42,39
"60QS003390",130,67,39,24
"60QS003391",209,111,57,41
"60QS003392",166,82,38,46
"60QS003393",152,94,35,23
"60QS003394",185,93,57,35
"60QS003395",95,41,32,22
"60QS003396",108,60,29,19
"60QS003397",91,39,33,19
"60QS003398",143,64,48,31
"60QS003399",215,114,49,52
"60QS003400",116,63,31,22
"60QS003401",106,51,30,25
"60QS003402",104,55,23,26
"60QS003403",126,62,30,34
"60QS003404",75,37,21,17
"60QS003405",69,38,19,12
"60QS003406",110,73,27,10
"60QS003407",128,92,26,10
"60QS003408",63,47,12,4
"60QS003409",68,35,19,14
"60QS003410",87,45,24,18
"60QS003411",113,70,25,18
"60QS003412",193,134,40,19
"60QS003413",118,61,25,32
"60QS003414",183,124,33,26
"60QS003415",164,102,39,23
"60QS003416",144,80,38,26
"60QS003417",142,66,43,33
"60QS003418",170,100,44,26
"60QS003419",121,90,25,6
"60QS003420",179,138,26,15
"60QS003421",156,103,40,13
"60QS003422",133,91,29,13
"60QS003423",119,88,27,4
"60QS003424",134,96,32,6
"60QS003425",222,152,43,27
"60QS003426",135,91,26,18
"60QS003427",174,128,29,17
"60QS003428",183,129,46,8
"60QS003429",209,139,45,25
"60QS003430",187,115,48,24
"60QS003431",181,109,46,26
"60QS003432",172,98,36,38
"60QS003433",124,51,41,32
"60QS003434",168,128,28,12
"60QS003435",132,86,40,6
"60QS003436",105,66,29,10
"60QS003437",111,79,22,10
"60QS003438",126,71,43,12
"60QS003439",106,53,34,19
"60QS003440",109,75,26,8
"60QS003441",62,30,22,10
"60QS003442",69,40,12,17
"60QS003443",68,51,13,4
"60QS003444",162,125,27,10
"60QS003445",179,146,22,11
"60QS003446",172,129,31,12
"60QS003447",121,98,15,8
"60QS003448",88,57,19,12
"60QS003449",150,94,40,16
"60QS003450",131,104,18,9
"60QS003451",116,64,27,25
"60QS003452",136,100,27,9
"60QS003453",124,90,24,10
"60QS003454",137,103,18,16
"60QS003455",118,73,34,11
"60QS003456",137,109,21,7
"60QS003457",164,116,31,17
"60QS003458",133,81,43,9
"60QS003459",148,103,31,14
"60QS003460",129,92,24,13
"60QS003461",110,73,27,10
"60QS003462",117,85,19,13
"60QS003463",137,102,22,13
"60QS003464",112,77,30,5
"60QS003465",97,69,21,7
"60QS003466",143,105,28,10
"60QS003467",186,132,38,16
"60QS003468",172,127,32,13
"60QS003469",108,62,34,12
"60QS003470",169,117,37,15
"60QS003471",126,96,23,7
"60QS003472",148,99,43,6
"60QS003473",129,87,28,14
"60QS003474",190,124,51,15
"60QS003475",107,82,16,9
"60QS003476",144,92,36,16
"60QS003477",148,93,37,18
"60QS003478",130,84,33,13
"60QS003479",175,121,41,13
"60QS003480",118,80,23,15
"60QS003481",113,82,19,12
"60QS003482",109,51,34,24
"60QS003483",108,65,27,16
"60QS003484",138,98,34,6
"60QS003485",80,57,19,4
"60QS003486",145,80,34,31
"60QS003487",129,90,28,11
"60QS003488",122,84,29,9
"60QS003489",146,93,28,25
"60QS003490",172,105,44,23
"60QS003491",169,89,49,31
"60QS003492",113,71,24,18
"60QS003493",203,150,39,14
"60QS003494",261,203,41,17
"60QS003495",120,79,24,17
"60QS003496",136,116,17,3
"60QS003497",182,129,42,11
"60QS003498",147,107,26,14
"60QS003499",151,112,28,11
"60QS003500",129,91,31,7
"60QS003501",129,92,21,16
"60QS003502",234,169,47,18
"60QS003503",106,69,21,16
"60QS003504",154,79,44,31
"60QS003505",157,98,34,25
"60QS003506",95,54,23,18
"60QS003507",102,60,28,14
"60QS003508",89,49,24,16
"60QS003509",128,72,26,30
"60QS003510",92,42,23,27
"60QS003511",113,49,30,34
"60QS003512",106,47,37,22
"60QS003513",148,76,35,37
"60QS003514",96,54,24,18
"60QS003515",159,105,41,13
"60QS003516",139,96,36,7
"60QS003517",144,113,22,9
"60QS003518",156,76,51,29
"60QS003519",87,41,33,13
"60QS003520",95,40,34,21
"60QS003521",123,67,33,23
"60QS003522",124,73,27,24
"60QS003523",90,57,19,14
"60QS003524",122,61,40,21
"60QS003525",120,69,23,28
"60QS003526",90,45,24,21
"60QS003527",100,53,25,22
"60QS003528",131,62,39,30
"60QS003529",137,69,28,40
"60QS003530",130,73,35,22
"60QS003531",86,36,28,22
"60QS003532",96,51,26,19
"60QS003533",100,50,30,20
"60QS003534",153,75,39,39
"60QS003535",81,28,28,25
"60QS003536",183,130,31,22
"60QS003537",94,48,29,17
"60QS003538",120,82,25,13
"60QS003539",247,203,25,19
"60QS003540",92,44,19,29
"60QS003541",155,69,73,13
"60QS003542",83,33,23,27
"60QS003543",219,166,37,16
"60QS003544",193,148,29,16
"60QS003545",106,61,16,29
"60QS003546",73,31,22,20
"60QS003547",68,33,20,15
"60QS003548",75,37,18,20
"60QS003549",137,64,48,25
"60QS003550",123,88,27,8
"60QS003551",129,95,27,7
"60QS003552",113,82,18,13
"60QS003553",204,153,36,15
"60QS003554",152,114,27,11
"60QS003555",124,99,21,4
"60QS003556",143,103,30,10
"60QS003557",118,86,21,11
"60QS003558",165,135,21,9
"60QS003559",87,59,24,4
"60QS003560",120,96,18,6
"60QS003561",86,44,23,19
"60QS003562",114,66,36,12
"60QS003563",149,97,33,19
"60QS003564",56,14,16,26
"60QS003565",206,159,41,6
"60QS003566",63,48,13,2
"60QS003567",183,144,30,9
"60QS003568",77,62,10,5
"60QS003569",61,44,12,5
"60QS003570",51,31,13,7
"60QS003571",88,56,26,6
"60QS003572",62,38,16,8
"60QS003573",52,23,19,10
"60QS003574",116,82,24,10
"60QS003575",109,57,39,13
"60QS003576",124,68,21,35
"60QS003577",126,94,21,11
"60QS003578",67,38,21,8
"60QS003579",85,66,15,4
"60QS003580",108,34,35,39
"60QS003581",120,75,28,17
"60QS003582",94,52,17,25
"60QS003583",140,84,30,26
"60QS003584",70,28,30,12
"60QS003585",136,89,30,17
"60QS003586",113,64,31,18
"60QS003587",115,68,26,21
"60QS003588",59,37,15,7
"60QS003589",92,50,24,18
"60QS003590",102,48,37,17
"60QS003591",79,41,23,15
"60QS003592",57,35,12,10
"60QS003593",101,63,19,19
"60QS003594",66,38,17,11
"60QS003595",74,19,27,28
"60QS003596",201,115,52,34
"60QS003597",56,22,15,19
"60QS003598",114,57,41,16
"60QS003599",181,113,41,27
"60QS003600",97,55,20,22
"60QS003601",99,55,25,19
"60QS003602",129,64,32,33
"60QS003603",166,87,47,32
"60QS003604",96,49,25,22
"60QS003605",223,143,51,29
"60QS003606",69,43,20,6
"60QS003607",145,78,38,29
"60QS003608",77,59,12,6
"60QS003609",59,54,4,1
"60QS003610",92,73,19,0
"60QS003611",61,29,17,15
"60QS003612",107,60,25,22
"60QS003613",71,33,23,15
"60QS003614",61,33,16,12
"60QS003615",61,37,14,10
"60QS003616",70,57,9,4
"60QS003617",60,51,4,5
"60QS003618",54,18,20,16
"60QS003619",205,137,25,43
"60QS003620",66,42,13,11
"60QS003621",82,43,22,17
"60QS003622",78,44,15,19
"60QS003623",136,111,17,8
"60QS003624",152,97,24,31
"60QS003625",75,29,28,18
"60QS003626",120,94,23,3
"60QS003627",126,50,37,39
"60QS003628",63,33,16,14
"60QS003629",136,72,47,17
"60QS003630",154,109,29,16
"60QS003631",79,52,21,6
"60QS003632",58,30,16,12
"60QS003633",119,66,21,32
"60QS003634",155,119,28,8
"60QS003635",69,43,10,16
"60QS003636",114,67,27,20
"60QS003637",128,76,26,26
"60QS003638",77,34,18,25
"60QS003639",50,20,19,11
"60QS003640",73,33,14,26
"60QS003641",56,33,14,9
"60QS003642",101,49,36,16
"60QS003643",80,52,16,12
"60QS003644",99,51,18,30
"60QS003645",102,50,33,19
"60QS003646",78,34,24,20
"60QS003647",113,57,30,26
"60QS003648",83,44,24,15
"60QS003649",113,58,31,24
"60QS003650",58,33,16,9
"60QS003651",62,38,7,17
"60QS003652",58,35,13,10
"60QS003653",51,21,19,11
"60QS003654",79,57,14,8
"60QS003655",143,37,22,84
"60QS003656",141,58,44,39
"60QS003657",59,33,15,11
"60QS003658",56,33,13,10
"60QS003659",98,60,21,17
"60QS003660",80,53,13,14
"60QS003661",53,29,15,9
"60QS003662",130,72,35,23
"60QS003663",66,44,19,3
"60QS003664",118,70,29,19
"60QS003665",98,49,24,25
"60QS003666",87,38,21,28
"60QS003667",85,39,33,13
"60QS003668",93,65,19,9
"60QS003669",105,56,29,20
"60QS003670",102,40,36,26
"60QS003671",76,52,16,8
"60QS003672",143,111,22,10
"60QS003673",165,84,58,23
"60QS003674",123,95,20,8
"60QS003675",76,55,16,5
"60QS003676",129,63,42,24
"60QS003677",76,38,27,11
"60QS003678",184,52,92,40
"60QS003679",111,78,20,13
"60QS003680",71,56,10,5
"60QS003681",53,18,19,16
"60QS003682",88,47,18,23
"60QS003683",159,123,33,3
"60QS003684",113,59,25,29
"60QS003685",86,41,28,17
"60QS003686",76,41,24,11
"60QS003687",53,23,15,15
"60QS003688",62,40,14,8
"60QS003689",85,46,32,7
"60QS003690",90,38,26,26
"60QS003691",103,70,22,11
"60QS003692",171,75,55,41
"60QS003693",112,55,34,23
"60QS003694",73,22,29,22
"60QS003695",80,41,20,19
"60QS003696",119,75,28,16
"60QS003697",157,120,31,6
"60QS003698",77,20,23,34
"60QS003699",138,71,39,28
"60QS003700",63,32,15,16
"60QS003701",64,27,19,18
"60QS003702",59,22,13,24
"60QS003703",99,44,25,30
"60QS003704",66,55,7,4
"60QS003705",111,36,46,29
"60QS003706",140,74,27,39
"60QS003707",61,27,19,15
"60QS003708",51,19,20,12
"60QS003709",70,30,21,19
"60QS003710",215,70,69,76
"60QS003711",93,72,16,5
"60QS003712",83,44,24,15
"60QS003713",80,52,25,3
"60QS003714",94,56,20,18
"60QS003715",110,77,22,11
"60QS003716",990,735,207,48
"60QS003717",118,70,24,24
"60QS003718",101,50,24,27
"60QS003719",68,33,18,17
"60QS003720",140,99,26,15
"60QS003721",52,28,11,13
"60QS003722",108,47,30,31
"60QS003723",105,54,32,19
"60QS003724",93,56,22,15
"60QS003725",94,54,22,18
"60QS003726",71,23,27,21
"60QS003727",73,34,26,13
"60QS003728",67,55,10,2
"60QS003729",87,29,37,21
"60QS003730",96,57,23,16
"60QS003731",121,64,29,28
"60QS003732",99,44,29,26
"60QS003733",85,47,24,14
"60QS003734",102,63,21,18
"60QS003735",154,90,46,18
"60QS003736",114,58,26,30
"60QS003737",82,27,30,25
"60QS003738",90,69,15,6
"60QS003739",134,83,31,20
"60QS003740",107,68,24,15
"60QS003741",135,84,29,22
"60QS003742",71,43,10,18
"60QS003743",109,54,29,26
"60QS003744",110,34,31,45
"60QS003745",90,36,25,29
"60QS003746",80,50,19,11
"60QS003747",116,58,32,26
"60QS003748",84,52,21,11
"60QS003749",101,37,16,48
"60QS003750",70,39,13,18
"60QS003751",131,100,22,9
"60QS003752",61,31,15,15
"60QS003753",86,28,33,25
"60QS003754",125,79,27,19
"60QS003755",113,65,33,15
"60QS003756",56,36,12,8
"60QS003757",90,58,18,14
"60QS003758",68,32,14,22
"60QS003759",107,69,23,15
"60QS003760",133,65,37,31
"60QS003761",115,60,29,26
"60QS003762",128,70,25,33
"60QS003763",89,63,20,6
"60QS003764",55,32,12,11
"60QS003765",57,27,24,6
"60QS003766",85,47,24,14
"60QS003767",76,34,30,12
"60QS003768",138,74,46,18
"60QS003769",100,43,36,21
"60QS003770",59,39,12,8
"60QS003771",50,39,7,4
"60QS003772",98,41,31,26
"60QS003773",118,51,26,41
"60QS003774",80,32,25,23
"60QS003775",82,40,25,17
"60QS003776",101,45,27,29
"60QS003777",108,66,23,19
"60QS003778",211,81,65,65
"60QS003779",87,43,25,19
"60QS003780",101,40,28,33
"60QS003781",150,77,40,33
"60QS003782",95,42,28,25
"60QS003783",68,30,19,19
"60QS003784",122,73,25,24
"60QS003785",90,30,22,38
"60QS003786",68,39,16,13
"60QS003787",109,51,30,28
"60QS003788",250,148,64,38
"60QS003789",68,49,13,6
"60QS003790",69,58,7,4
"60QS003791",59,43,13,3
"60QS003792",59,39,19,1
"60QS003793",95,83,8,4
"60QS003794",56,37,12,7
"60QS003795",52,41,7,4
"60QS003796",120,56,31,33
"60QS003797",58,48,9,1
"60QS003798",70,54,10,6
"60QS003799",57,13,21,23
"60QS003800",84,52,22,10
"60QS003801",64,31,13,20
"60QS003802",60,23,23,14
"60QS003803",72,39,17,16
"60QS003804",128,100,21,7
"60QS003805",214,180,23,11
"60QS003806",101,56,25,20
"60QS003807",56,19,24,13
"60QS003808",56,29,20,7
"60QS003809",52,25,19,8
"60QS003810",97,49,30,18
"60QS003811",89,46,18,25
"60QS003812",149,89,28,32
"60QS003813",101,50,19,32
"60QS003814",135,85,24,26
"60QS003815",53,38,8,7
"60QS003816",92,37,22,33
"60QS003817",85,65,14,6
"60QS003818",66,50,12,4
"60QS003819",96,57,30,9
"60QS003820",101,75,16,10
"60QS003821",71,15,24,32
"60QS003822",118,64,31,23
"60QS003823",99,57,28,14
"60QS003824",58,45,12,1
"60QS003825",91,53,25,13
"60QS003826",154,74,47,33
"60QS003827",52,48,3,1
"60QS003828",64,46,11,7
"60QS003829",63,55,7,1
"60QS003830",58,38,16,4
"60QS003831",91,54,20,17
"60QS003832",142,101,24,17
"60QS003833",59,43,12,4
"60QS003834",64,16,26,22
"60QS003835",118,64,25,29
"60QS003836",117,62,31,24
"60QS003837",93,47,27,19
"60QS003838",55,40,12,3
"60QS003839",65,17,23,25
"60QS003840",119,53,39,27
"60QS003841",54,26,10,18
"60QS003842",77,48,12,17
"60QS003843",103,57,20,26
"60QS003844",51,19,8,24
"60QS003845",70,50,16,4
"60QS003846",109,55,36,18
"60QS003847",117,63,26,28
"60QS003848",71,39,13,19
"60QS003849",65,34,10,21
"60QS003850",105,58,30,17
"60QS003851",134,67,40,27
"60QS003852",50,24,8,18
"60QS003853",65,38,15,12
"60QS003854",149,86,37,26
"60QS003855",100,57,22,21
"60QS003856",103,63,23,17
"60QS003857",63,42,17,4
"60QS003858",98,48,33,17
"60QS003859",113,64,34,15
"60QS003860",195,152,32,11
"60QS003861",65,48,15,2
"60QS003862",73,53,15,5
"60QS003863",64,41,17,6
"60QS003864",71,40,16,15
"60QS003865",86,13,41,32
"60QS003866",102,83,13,6
"60QS003867",123,79,29,15
"60QS003868",148,79,34,35
"60QS003869",58,36,14,8
"60QS003870",127,70,42,15
"60QS003871",118,82,22,14
"60QS003872",97,57,22,18
"60QS003873",127,38,34,55
"60QS003874",99,55,18,26
"60QS003875",60,33,17,10
"60QS003876",68,33,22,13
"60QS003877",120,67,28,25
"60QS003878",77,28,34,15
"60QS003879",56,32,15,9
"60QS003880",58,29,18,11
"60QS003881",116,73,21,22
"60QS003882",88,58,17,13
"60QS003883",55,38,11,6
"60QS003884",98,51,30,17
"60QS003885",100,52,28,20
"60QS003886",51,31,11,9
"60QS003887",64,30,20,14
"60QS003888",92,53,21,18
"60QS003889",59,29,24,6
"60QS003890",135,74,36,25
"60QS003891",55,48,5,2
"60QS003892",105,80,22,3
"60QS003893",69,34,16,19
"60QS003894",52,39,9,4
"60QS003895",79,64,10,5
"60QS003896",105,53,34,18
"60QS003897",95,50,25,20
"60QS003898",91,69,18,4
"60QS003899",62,23,29,10
"60QS003900",106,46,35,25
"60QS003901",70,37,18,15
"60QS003902",107,63,25,19
"60QS003903",73,47,13,13
"60QS003904",112,70,18,24
"60QS003905",62,30,17,15
"60QS003906",132,75,34,23
"60QS003907",125,62,33,30
"60QS003908",84,43,26,15
"60QS003909",166,92,50,24
"60QS003910",58,33,14,11
"60QS003911",56,46,6,4
"60QS003912",108,90,16,2
"60QS003913",145,105,30,10
"60QS003914",237,93,75,69
"60QS003915",142,102,31,9
"60QS003916",129,105,18,6
"60QS003917",103,74,23,6
"60QS003918",122,62,37,23
"60QS003919",121,53,33,35
"60QS003920",130,52,40,38
"60QS003921",107,56,32,19
"60QS003922",100,67,23,10
"60QS003923",110,80,19,11
"60QS003924",116,102,12,2
"60QS003925",240,73,66,101
"60QS003926",177,145,20,12
"60QS003927",133,97,26,10
"60QS003928",116,68,28,20
"60QS003929",72,61,11,0
"60QS003930",168,131,21,16
"60QS003931",130,100,25,5
"60QS003932",136,106,25,5
"60QS003933",82,58,21,3
"60QS003934",174,139,25,10
"60QS003935",134,102,27,5
"60QS003936",72,53,13,6
"60QS003937",73,27,20,26
"60QS003938",103,74,18,11
"60QS003939",73,55,12,6
"60QS003940",164,114,30,20
"60QS003941",119,74,22,23
"60QS003942",75,36,23,16
"60QS003943",62,51,8,3
"60QS003944",99,78,21,0
"60QS003945",57,19,19,19
"60QS003946",274,236,29,9
"60QS003947",102,70,26,6
"60QS003948",51,30,13,8
"60QS003949",75,64,6,5
"60QS003950",66,47,18,1
"60QS003951",51,41,8,2
"60QS003952",63,57,5,1
"60QS003953",80,59,14,7
"60QS003954",62,45,14,3
"60QS003955",96,70,20,6
"60QS003956",58,33,17,8
"60QS003957",63,34,21,8
"60QS003958",59,41,12,6
"60QS003959",114,85,23,6
"60QS003960",85,60,19,6
"60QS003961",168,136,27,5
"60QS003962",94,76,14,4
"60QS003963",118,62,36,20
"60QS003964",104,86,15,3
"60QS003965",72,45,21,6
"60QS003966",167,145,17,5
"60QS003967",79,68,6,5
"60QS003968",98,71,19,8
"60QS003969",152,103,25,24
"60QS003970",97,84,9,4
"60QS003971",96,83,11,2
"60QS003972",105,38,35,32
"60QS003973",112,57,21,34
"60QS003974",99,50,30,19
"60QS003975",74,23,23,28
"60QS003976",117,53,28,36
"60QS003977",97,46,26,25
"60QS003978",97,34,25,38
"60QS003979",102,45,35,22
"60QS003980",98,47,19,32
"60QS003981",96,38,29,29
"60QS003982",98,33,38,27
"60QS003983",106,43,30,33
"60QS003984",98,75,13,10
"60QS003985",76,55,16,5
"60QS003986",87,63,13,11
"60QS003987",55,33,17,5
"60QS003988",82,32,32,18
"60QS003989",72,27,26,19
"60QS003990",52,40,10,2
"60QS003991",86,58,20,8
"60QS003992",80,64,14,2
"60QS003993",75,58,13,4
"60QS003994",75,34,18,23
"60QS003995",66,43,14,9
"60QS003996",72,30,23,19
"60QS003997",86,42,22,22
"60QS003998",62,18,28,16
"60QS003999",62,32,14,16
"60QS004000",85,28,33,24
"60QS004001",86,36,23,27
"60QS004002",55,26,22,7
"60QS004003",95,60,26,9
"60QS004004",59,33,19,7
"60QS004005",173,141,25,7
"60QS004006",94,54,19,21
"60QS004007",134,80,31,23
"60QS004008",92,43,22,27
"60QS004009",115,64,36,15
"60QS004010",93,46,26,21
"60QS004011",72,46,13,13
"60QS004012",105,44,36,25
"60QS004013",96,44,29,23
"60QS004014",73,37,20,16
"60QS004015",90,35,34,21
"60QS004016",92,38,21,33
"60QS004017",106,59,30,17
"60QS004018",89,72,11,6
"60QS004019",73,51,19,3
"60QS004020",101,47,36,18
"60QS004021",87,50,19,18
"60QS004022",103,48,30,25
"60QS004023",88,46,26,16
"60QS004024",129,73,37,19
"60QS004025",84,55,18,11
"60QS004026",124,83,32,9
"60QS004027",97,50,23,24
"60QS004028",108,66,21,21
"60QS004029",94,56,20,18
"60QS004030",119,62,32,25
"60QS004031",99,67,22,10
"60QS004032",109,51,34,24
"60QS004033",89,44,20,25
"60QS004034",89,60,18,11
"60QS004035",56,32,11,13
"60QS004036",83,52,17,14
"60QS004037",150,99,33,18
"60QS004038",94,47,20,27
"60QS004039",55,26,20,9
"60QS004040",107,63,27,17
"60QS004041",105,58,27,20
"60QS004042",95,46,28,21
"60QS004043",107,48,24,35
"60QS004044",109,60,33,16
"60QS004045",77,48,16,13
"60QS004046",96,42,30,24
"60QS004047",89,54,21,14
"60QS004048",69,28,30,11
"60QS004049",66,23,23,20
"60QS004050",67,17,22,28
"60QS004051",65,22,28,15
"60QS004052",77,27,25,25
"60QS004053",83,45,20,18
"60QS004054",73,32,16,25
"60QS004055",68,33,13,22
"60QS004056",96,67,21,8
"60QS004057",64,50,12,2
"60QS004058",66,32,17,17
"60QS004059",71,43,17,11
"60QS004060",87,52,14,21
"60QS004061",88,48,20,20
"60QS004062",79,38,25,16
"60QS004063",99,50,21,28
"60QS004064",79,41,22,16
"60QS004065",83,41,24,18
"60QS004066",62,29,21,12
"60QS004067",51,21,16,14
"60QS004068",107,56,27,24
"60QS004069",84,40,20,24
"60QS004070",90,31,35,24
"60QS004071",58,21,25,12
"60QS004072",68,27,23,18
"60QS004073",147,71,36,40
"60QS004074",92,62,15,15
"60QS004075",61,24,17,20
"60QS004076",76,32,25,19
"60QS004077",97,55,19,23
"60QS004078",90,58,18,14
"60QS004079",73,36,19,18
"60QS004080",62,24,19,19
"60QS004081",82,48,28,6
"60QS004082",94,51,31,12
"60QS004083",94,50,24,20
"60QS004084",75,26,26,23
"60QS004085",67,26,18,23
"60QS004086",120,89,19,12
"60QS004087",82,59,15,8
"60QS004088",107,67,27,13
"60QS004089",130,102,16,12
"60QS004090",108,54,23,31
"60QS004091",75,26,24,25
"60QS004092",63,18,20,25
"60QS004093",67,23,26,18
"60QS004094",87,44,24,19
"60QS004095",102,49,28,25
"60QS004096",106,53,30,23
"60QS004097",62,33,14,15
"60QS004098",77,28,10,39
"60QS004099",78,21,25,32
"60QS004100",73,17,21,35
"60QS004101",73,18,26,29
"60QS004102",83,27,29,27
"60QS004103",93,37,30,26
"60QS004104",94,65,22,7
"60QS004105",145,107,29,9
"60QS004106",113,77,26,10
"60QS004107",152,111,27,14
"60QS004108",74,41,17,16
"60QS004109",101,62,23,16
"60QS004110",180,103,51,26
"60QS004111",57,25,10,22
"60QS004112",95,57,23,15
"60QS004113",92,41,27,24
"60QS004114",128,81,30,17
"60QS004115",86,55,24,7
"60QS004116",62,27,19,16
"60QS004117",122,68,30,24
"60QS004118",63,20,17,26
"60QS004119",62,27,17,18
"60QS004120",87,55,20,12
"60QS004121",75,50,19,6
"60QS004122",105,53,18,34
"60QS004123",82,42,18,22
"60QS004124",68,28,22,18
"60QS004125",56,23,10,23
"60QS004126",57,36,16,5
"60QS004127",100,70,20,10
"60QS004128",102,75,16,11
"60QS004129",59,43,8,8
"60QS004130",88,67,15,6
"60QS004131",99,71,23,5
"60QS004132",84,34,31,19
"60QS004133",63,37,14,12
"60QS004134",83,28,27,28
"60QS004135",71,13,24,34
"60QS004136",103,61,25,17
"60QS004137",95,44,28,23
"60QS004138",89,39,28,22
"60QS004139",69,25,24,20
"60QS004140",79,39,24,16
"60QS004141",97,39,30,28
"60QS004142",106,87,12,7
"60QS004143",92,65,21,6
"60QS004144",110,52,35,23
"60QS004145",83,49,20,14
"60QS004146",71,41,16,14
"60QS004147",69,39,19,11
"60QS004148",66,42,15,9
"60QS004149",82,47,26,9
"60QS004150",97,51,23,23
"60QS004151",109,63,27,19
"60QS004152",98,55,26,17
"60QS004153",77,35,27,15
"60QS004154",69,40,12,17
"60QS004155",81,50,12,19
"60QS004156",107,41,34,32
"60QS004157",82,26,26,30
"60QS004158",84,49,21,14
"60QS004159",58,42,7,9
"60QS004160",66,44,14,8
"60QS004161",116,67,30,19
"60QS004162",75,18,29,28
"60QS004163",72,22,33,17
"60QS004164",85,34,31,20
"60QS004165",87,37,30,20
"60QS004166",88,41,28,19
"60QS004167",84,43,24,17
"60QS004168",74,28,31,15
"60QS004169",57,20,18,19
"60QS004170",81,22,23,36
"60QS004171",75,27,31,17
"60QS004172",96,53,13,30
"60QS004173",55,21,18,16
"60QS004174",142,109,24,9
"60QS004175",115,85,26,4
"60QS004176",132,100,24,8
"60QS004177",130,102,24,4
"60QS004178",68,26,20,22
"60QS004179",60,15,19,26
"60QS004180",98,64,17,17
"60QS004181",91,49,30,12
"60QS004182",66,22,17,27
"60QS004183",69,35,15,19
"60QS004184",79,38,30,11
"60QS004185",72,29,28,15
"60QS004186",118,108,7,3
"60QS004187",66,55,8,3
"60QS004188",95,80,8,7
"60QS004189",80,67,10,3
"60QS004190",154,59,49,46
"60QS004191",57,35,14,8
"60QS004192",118,53,25,40
"60QS004193",106,40,35,31
"60QS004194",106,74,20,12
"60QS004195",87,67,14,6
"60QS004196",77,51,19,7
"60QS004197",79,38,26,15
"60QS004198",77,62,13,2
"60QS004199",98,83,10,5
"60QS004200",83,67,13,3
"60QS004201",147,54,40,53
"60QS004202",65,48,15,2
"60QS004203",77,49,23,5
"60QS004204",80,52,24,4
"60QS004205",100,72,24,4
"60QS004206",69,55,10,4
"60QS004207",75,58,11,6
"60QS004208",126,91,28,7
"60QS004209",166,97,44,25
"60QS004210",91,77,11,3
"60QS004211",137,97,22,18
"60QS004212",115,75,22,18
"60QS004213",164,100,40,24
"60QS004214",95,30,35,30
"60QS004215",118,57,38,23
"60QS004216",82,67,15,0
"60QS004217",89,65,20,4
"60QS004218",161,136,22,3
"60QS004219",91,55,23,13
"60QS004220",81,52,24,5
"60QS004221",122,94,17,11
"60QS004222",120,96,18,6
"60QS004223",75,51,16,8
"60QS004224",104,77,17,10
"60QS004225",82,61,14,7
"60QS004226",128,102,19,7
"60QS004227",183,164,15,4
"60QS004228",254,218,33,3
"60QS004229",103,83,16,4
"60QS004230",141,116,17,8
"60QS004231",108,62,33,13
"60QS004232",59,15,17,27
"60QS004233",62,23,18,21
"60QS004234",156,130,23,3
"60QS004235",83,57,21,5
"60QS004236",70,52,16,2
"60QS004237",68,54,11,3
"60QS004238",68,48,13,7
"60QS004239",148,116,29,3
"60QS004240",93,51,25,17
"60QS004241",84,30,34,20
"60QS004242",209,176,24,9
"60QS004243",921,599,182,140
"60QS004244",96,50,29,17
"60QS004245",111,56,28,27
"60QS004246",134,71,35,28
"60QS004247",119,51,37,31
"60QS004248",106,48,33,25
"60QS004249",101,52,28,21
"60QS004250",104,48,23,33
"60QS004251",121,39,41,41
"60QS004252",95,37,33,25
"60QS004253",102,28,38,36
"60QS004254",99,37,31,31
"60QS004255",126,100,22,4
"60QS004256",121,105,13,3
"60QS004257",120,72,26,22
"60QS004258",73,64,8,1
"60QS004259",118,52,33,33
"60QS004260",69,52,13,4
"60QS004261",90,74,11,5
"60QS004262",157,72,37,48
"60QS004263",85,33,19,33
"60QS004264",104,44,31,29
"60QS004265",144,114,22,8
"60QS004266",80,40,23,17
"60QS004267",101,86,9,6
"60QS004268",101,71,21,9
"60QS004269",65,38,23,4
"60QS004270",80,38,24,18
"60QS004271",92,44,25,23
"60QS004272",126,47,42,37
"60QS004273",60,27,15,18
"60QS004274",66,26,20,20
"60QS004275",72,32,17,23
"60QS004276",68,31,25,12
"60QS004277",142,58,42,42
"60QS004278",117,49,36,32
"60QS004279",100,43,31,26
"60QS004280",90,28,34,28
"60QS004281",142,70,33,39
"60QS004282",124,76,23,25
"60QS004283",119,80,24,15
"60QS004284",78,23,32,23
"60QS004285",58,20,20,18
"60QS004286",133,65,36,32
"60QS004287",125,64,42,19
"60QS004288",110,59,29,22
"60QS004289",77,36,19,22
"60QS004290",89,61,22,6
"60QS004291",81,37,24,20
"60QS004292",53,46,5,2
"60QS004293",166,125,29,12
"60QS004294",162,123,23,16
"60QS004295",66,41,15,10
"60QS004296",91,56,18,17
"60QS004297",96,72,15,9
"60QS004298",74,56,14,4
"60QS004299",122,70,38,14
"60QS004300",101,62,29,10
