"output_area","ALL PEOPLE","Good Health","Fairly Good Health","Not Good Health"
"60QS004301",126,79,32,15
"60QS004302",121,76,32,13
"60QS004303",87,52,18,17
"60QS004304",76,59,10,7
"60QS004305",110,69,31,10
"60QS004306",135,85,37,13
"60QS004307",145,110,26,9
"60QS004308",158,106,34,18
"60QS004309",121,77,26,18
"60QS004310",82,45,15,22
"60QS004311",83,43,27,13
"60QS004312",116,79,28,9
"60QS004313",85,42,27,16
"60QS004314",66,29,17,20
"60QS004315",117,81,23,13
"60QS004316",64,38,17,9
"60QS004317",78,49,19,10
"60QS004318",125,64,31,30
"60QS004319",120,97,17,6
"60QS004320",101,82,17,2
"60QS004321",106,75,24,7
"60QS004322",182,129,44,9
"60QS004323",54,40,9,5
"60QS004324",117,85,25,7
"60QS004325",127,90,31,6
"60QS004326",101,73,24,4
"60QS004327",159,126,20,13
"60QS004328",128,109,17,2
"60QS004329",80,67,10,3
"60QS004330",138,73,46,19
"60QS004331",79,70,9,0
"60QS004332",65,52,8,5
"60QS004333",97,81,13,3
"60QS004334",51,42,7,2
"60QS004335",129,107,17,5
"60QS004336",70,41,20,9
"60QS004337",81,69,8,4
"60QS004338",146,116,28,2
"60QS004339",129,80,28,21
"60QS004340",115,90,17,8
"60QS004341",72,62,4,6
"60QS004342",97,83,11,3
"60QS004343",69,49,12,8
"60QS004344",138,114,16,8
"60QS004345",102,77,22,3
"60QS004346",74,57,12,5
"60QS004347",107,89,17,1
"60QS004348",102,89,11,2
"60QS004349",57,50,5,2
"60QS004350",118,98,16,4
"60QS004351",164,116,36,12
"60QS004352",52,37,12,3
"60QS004353",95,70,18,7
"60QS004354",152,136,14,2
"60QS004355",325,236,72,17
"60QS004356",176,140,26,10
"60QS004357",120,104,13,3
"60QS004358",99,26,40,33
"60QS004359",96,38,29,29
"60QS004360",163,118,33,12
"60QS004361",180,99,54,27
"60QS004362",54,43,10,1
"60QS004363",80,49,26,5
"60QS004364",75,53,18,4
"60QS004365",115,87,23,5
"60QS004366",139,89,28,22
"60QS004367",135,101,27,7
"60QS004368",125,110,13,2
"60QS004369",64,53,6,5
"60QS004370",97,30,27,40
"60QS004371",54,10,14,30
"60QS004372",121,46,44,31
"60QS004373",77,41,25,11
"60QS004374",77,32,19,26
"60QS004375",100,54,22,24
"60QS004376",54,28,20,6
"60QS004377",114,50,39,25
"60QS004378",109,62,31,16
"60QS004379",154,78,47,29
"60QS004380",97,47,30,20
"60QS004381",50,31,13,6
"60QS004382",74,33,24,17
"60QS004383",171,85,45,41
"60QS004384",67,49,14,4
"60QS004385",130,65,37,28
"60QS004386",72,49,15,8
"60QS004387",134,82,31,21
"60QS004388",72,37,22,13
"60QS004389",85,39,27,19
"60QS004390",70,30,18,22
"60QS004391",63,32,20,11
"60QS004392",54,24,16,14
"60QS004393",157,79,45,33
"60QS004394",71,32,21,18
"60QS004395",88,50,18,20
"60QS004396",73,33,23,17
"60QS004397",63,38,19,6
"60QS004398",80,41,28,11
"60QS004399",105,53,33,19
"60QS004400",77,40,10,27
"60QS004401",119,60,35,24
"60QS004402",83,35,30,18
"60QS004403",104,69,20,15
"60QS004404",114,79,25,10
"60QS004405",92,42,29,21
"60QS004406",110,57,32,21
"60QS004407",173,130,30,13
"60QS004408",162,106,33,23
"60QS004409",65,30,19,16
"60QS004410",90,35,36,19
"60QS004411",81,23,32,26
"60QS004412",78,36,26,16
"60QS004413",115,60,33,22
"60QS004414",378,284,70,24
"60QS004415",215,170,38,7
"60QS004416",74,34,19,21
"60QS004417",52,30,16,6
"60QS004418",124,61,31,32
"60QS004419",115,58,27,30
"60QS004420",81,49,20,12
"60QS004421",171,105,35,31
"60QS004422",58,27,19,12
"60QS004423",110,69,26,15
"60QS004424",162,102,37,23
"60QS004425",87,41,28,18
"60QS004426",112,52,24,36
"60QS004427",92,59,24,9
"60QS004428",88,51,28,9
"60QS004429",118,86,18,14
"60QS004430",63,40,18,5
"60QS004431",83,52,21,10
"60QS004432",104,78,21,5
"60QS004433",53,28,17,8
"60QS004434",144,74,42,28
"60QS004435",139,84,28,27
"60QS004436",104,44,35,25
"60QS004437",75,39,24,12
"60QS004438",97,50,34,13
"60QS004439",113,84,16,13
"60QS004440",104,53,28,23
"60QS004441",95,71,17,7
"60QS004442",73,48,19,6
"60QS004443",81,37,26,18
"60QS004444",98,61,16,21
"60QS004445",83,40,21,22
"60QS004446",90,47,29,14
"60QS004447",104,60,30,14
"60QS004448",126,71,41,14
"60QS004449",71,38,20,13
"60QS004450",88,73,12,3
"60QS004451",120,89,28,3
"60QS004452",91,56,23,12
"60QS004453",108,79,21,8
"60QS004454",53,33,12,8
"60QS004455",64,52,8,4
"60QS004456",223,108,71,44
"60QS004457",72,55,10,7
"60QS004458",134,63,45,26
"60QS004459",64,27,17,20
"60QS004460",171,134,23,14
"60QS004461",150,121,21,8
"60QS004462",152,60,52,40
"60QS004463",155,103,25,27
"60QS004464",69,40,14,15
"60QS004465",122,64,45,13
"60QS004466",80,54,16,10
"60QS004467",69,37,18,14
"60QS004468",128,68,31,29
"60QS004469",79,28,25,26
"60QS004470",69,19,33,17
"60QS004471",97,48,29,20
"60QS004472",110,63,32,15
"60QS004473",77,31,23,23
"60QS004474",100,53,24,23
"60QS004475",142,101,34,7
"60QS004476",95,67,12,16
"60QS004477",74,33,23,18
"60QS004478",141,88,28,25
"60QS004479",110,66,35,9
"60QS004480",162,110,33,19
"60QS004481",116,68,26,22
"60QS004482",149,105,30,14
"60QS004483",141,69,51,21
"60QS004484",55,20,19,16
"60QS004485",93,47,25,21
"60QS004486",110,49,36,25
"60QS004487",158,34,80,44
"60QS004488",77,63,11,3
"60QS004489",84,70,13,1
"60QS004490",132,63,46,23
"60QS004491",97,85,8,4
"60QS004492",106,77,23,6
"60QS004493",101,67,22,12
"60QS004494",91,70,15,6
"60QS004495",142,92,35,15
"60QS004496",229,191,31,7
"60QS004497",142,116,16,10
"60QS004498",57,48,6,3
"60QS004499",100,80,14,6
"60QS004500",103,57,24,22
"60QS004501",78,51,14,13
"60QS004502",104,52,28,24
"60QS004503",160,61,52,47
"60QS004504",83,32,32,19
"60QS004505",134,66,40,28
"60QS004506",158,127,22,9
"60QS004507",84,67,11,6
"60QS004508",50,35,11,4
"60QS004509",50,32,12,6
"60QS004510",127,52,46,29
"60QS004511",53,12,14,27
"60QS004512",99,49,33,17
"60QS004513",140,60,46,34
"60QS004514",91,50,26,15
"60QS004515",59,21,20,18
"60QS004516",98,38,24,36
"60QS004517",76,30,33,13
"60QS004518",150,61,51,38
"60QS004519",86,50,19,17
"60QS004520",100,64,24,12
"60QS004521",59,40,11,8
"60QS004522",153,95,38,20
"60QS004523",230,168,49,13
"60QS004524",208,142,56,10
"60QS004525",89,64,16,9
"60QS004526",154,68,52,34
"60QS004527",102,49,33,20
"60QS004528",81,32,25,24
"60QS004529",116,92,17,7
"60QS004530",184,118,41,25
"60QS004531",78,40,26,12
"60QS004532",100,59,28,13
"60QS004533",91,49,28,14
"60QS004534",117,69,31,17
"60QS004535",99,55,36,8
"60QS004536",102,59,24,19
"60QS004537",120,65,26,29
"60QS004538",99,66,21,12
"60QS004539",86,37,28,21
"60QS004540",125,60,41,24
"60QS004541",84,55,19,10
"60QS004542",107,64,25,18
"60QS004543",82,48,14,20
"60QS004544",88,53,25,10
"60QS004545",140,84,33,23
"60QS004546",87,59,22,6
"60QS004547",60,22,19,19
"60QS004548",138,106,25,7
"60QS004549",193,143,38,12
"60QS004550",57,24,17,16
"60QS004551",122,79,30,13
"60QS004552",147,104,35,8
"60QS004553",86,40,32,14
"60QS004554",163,95,43,25
"60QS004555",73,51,12,10
"60QS004556",182,128,38,16
"60QS004557",136,89,30,17
"60QS004558",75,24,22,29
"60QS004559",75,33,26,16
"60QS004560",86,41,19,26
"60QS004561",80,41,18,21
"60QS004562",76,35,21,20
"60QS004563",91,37,28,26
"60QS004564",80,35,28,17
"60QS004565",112,51,29,32
"60QS004566",111,63,25,23
"60QS004567",133,67,38,28
"60QS004568",62,23,24,15
"60QS004569",76,36,25,15
"60QS004570",70,42,13,15
"60QS004571",67,24,27,16
"60QS004572",103,53,24,26
"60QS004573",82,57,12,13
"60QS004574",83,60,17,6
"60QS004575",140,103,26,11
"60QS004576",68,26,19,23
"60QS004577",115,61,32,22
"60QS004578",71,43,18,10
"60QS004579",71,32,23,16
"60QS004580",59,30,14,15
"60QS004581",92,41,26,25
"60QS004582",115,53,36,26
"60QS004583",75,29,25,21
"60QS004584",63,21,23,19
"60QS004585",114,86,22,6
"60QS004586",91,62,16,13
"60QS004587",144,63,49,32
"60QS004588",87,45,22,20
"60QS004589",125,67,45,13
"60QS004590",117,98,15,4
"60QS004591",183,147,27,9
"60QS004592",113,95,15,3
"60QS004593",148,118,28,2
"60QS004594",57,47,6,4
"60QS004595",140,113,18,9
"60QS004596",145,91,38,16
"60QS004597",182,118,42,22
"60QS004598",144,80,43,21
"60QS004599",73,32,21,20
"60QS004600",144,115,20,9
"60QS004601",79,52,18,9
"60QS004602",89,48,24,17
"60QS004603",153,119,28,6
"60QS004604",89,59,23,7
"60QS004605",99,76,16,7
"60QS004606",98,70,21,7
"60QS004607",174,132,34,8
"60QS004608",118,83,26,9
"60QS004609",112,62,32,18
"60QS004610",119,71,28,20
"60QS004611",70,38,19,13
"60QS004612",144,116,18,10
"60QS004613",150,89,45,16
"60QS004614",85,39,34,12
"60QS004615",78,46,21,11
"60QS004616",149,66,51,32
"60QS004617",178,112,47,19
"60QS004618",79,36,24,19
"60QS004619",103,61,25,17
"60QS004620",118,64,24,30
"60QS004621",58,23,19,16
"60QS004622",75,31,20,24
"60QS004623",145,85,32,28
"60QS004624",51,36,10,5
"60QS004625",98,55,30,13
"60QS004626",98,46,40,12
"60QS004627",159,63,45,51
"60QS004628",76,28,26,22
"60QS004629",73,27,24,22
"60QS004630",128,65,37,26
"60QS004631",78,36,18,24
"60QS004632",73,30,26,17
"60QS004633",61,23,17,21
"60QS004634",204,123,49,32
"60QS004635",139,63,45,31
"60QS004636",56,23,19,14
"60QS004637",91,57,17,17
"60QS004638",72,38,20,14
"60QS004639",70,28,26,16
"60QS004640",128,81,32,15
"60QS004641",104,50,35,19
"60QS004642",117,80,24,13
"60QS004643",104,55,27,22
"60QS004644",65,40,10,15
"60QS004645",117,44,38,35
"60QS004646",111,60,26,25
"60QS004647",66,37,13,16
"60QS004648",92,56,25,11
"60QS004649",188,115,28,45
"60QS004650",56,20,22,14
"60QS004651",87,35,20,32
"60QS004652",67,21,27,19
"60QS004653",70,33,19,18
"60QS004654",180,108,39,33
"60QS004655",160,107,28,25
"60QS004656",119,68,30,21
"60QS004657",118,74,27,17
"60QS004658",78,40,29,9
"60QS004659",96,76,16,4
"60QS004660",201,148,39,14
"60QS004661",56,38,13,5
"60QS004662",92,59,26,7
"60QS004663",92,61,18,13
"60QS004664",50,32,11,7
"60QS004665",74,49,13,12
"60QS004666",97,61,23,13
"60QS004667",169,78,46,45
"60QS004668",90,44,17,29
"60QS004669",66,36,13,17
"60QS004670",66,36,17,13
"60QS004671",127,69,32,26
"60QS004672",66,38,16,12
"60QS004673",102,53,26,23
"60QS004674",125,66,33,26
"60QS004675",105,52,27,26
"60QS004676",158,83,46,29
"60QS004677",78,43,27,8
"60QS004678",106,63,23,20
"60QS004679",78,47,19,12
"60QS004680",151,86,33,32
"60QS004681",109,46,33,30
"60QS004682",103,50,32,21
"60QS004683",100,50,23,27
"60QS004684",136,59,45,32
"60QS004685",87,37,22,28
"60QS004686",66,19,19,28
"60QS004687",86,42,20,24
"60QS004688",69,35,17,17
"60QS004689",51,20,14,17
"60QS004690",99,42,28,29
"60QS004691",104,75,19,10
"60QS004692",80,49,19,12
"60QS004693",116,73,28,15
"60QS004694",86,49,23,14
"60QS004695",94,55,26,13
"60QS004696",79,32,22,25
"60QS004697",59,11,21,27
"60QS004698",84,32,21,31
"60QS004699",98,71,18,9
"60QS004700",122,98,22,2
"60QS004701",181,90,54,37
"60QS004702",69,27,24,18
"60QS004703",76,39,23,14
"60QS004704",84,33,29,22
"60QS004705",68,41,15,12
"60QS004706",61,36,12,13
"60QS004707",164,101,38,25
"60QS004708",144,93,33,18
"60QS004709",116,78,30,8
"60QS004710",123,81,26,16
"60QS004711",107,84,15,8
"60QS004712",188,155,27,6
"60QS004713",133,86,29,18
"60QS004714",103,59,30,14
"60QS004715",124,88,28,8
"60QS004716",108,66,27,15
"60QS004717",65,37,17,11
"60QS004718",83,48,20,15
"60QS004719",67,22,16,29
"60QS004720",85,37,32,16
"60QS004721",60,31,22,7
"60QS004722",62,37,19,6
"60QS004723",104,45,27,32
"60QS004724",89,19,32,38
"60QS004725",132,95,28,9
"60QS004726",92,58,15,19
"60QS004727",65,38,14,13
"60QS004728",59,42,8,9
"60QS004729",149,66,50,33
"60QS004730",62,32,16,14
"60QS004731",90,34,34,22
"60QS004732",110,81,24,5
"60QS004733",188,148,24,16
"60QS004734",163,64,29,70
"60QS004735",182,126,37,19
"60QS004736",140,99,30,11
"60QS004737",73,35,19,19
"60QS004738",137,101,24,12
"60QS004739",117,45,37,35
"60QS004740",96,58,21,17
"60QS004741",134,96,29,9
"60QS004742",119,91,21,7
"60QS004743",51,26,12,13
"60QS004744",62,25,21,16
"60QS004745",80,50,18,12
"60QS004746",146,69,48,29
"60QS004747",80,54,22,4
"60QS004748",106,48,27,31
"60QS004749",78,33,24,21
"60QS004750",55,23,22,10
"60QS004751",68,21,23,24
"60QS004752",90,52,20,18
"60QS004753",166,133,28,5
"60QS004754",132,83,36,13
"60QS004755",145,119,20,6
"60QS004756",121,86,25,10
"60QS004757",81,60,13,8
"60QS004758",146,70,48,28
"60QS004759",106,25,39,42
"60QS004760",147,100,21,26
"60QS004761",116,68,34,14
"60QS004762",67,34,18,15
"60QS004763",113,53,43,17
"60QS004764",119,94,21,4
"60QS004765",161,118,37,6
"60QS004766",120,60,42,18
"60QS004767",82,48,21,13
"60QS004768",106,68,21,17
"60QS004769",134,106,21,7
"60QS004770",125,85,31,9
"60QS004771",115,91,14,10
"60QS004772",144,52,47,45
"60QS004773",103,70,22,11
"60QS004774",86,64,17,5
"60QS004775",211,147,46,18
"60QS004776",153,108,35,10
"60QS004777",150,83,32,35
"60QS004778",90,36,38,16
"60QS004779",151,104,25,22
"60QS004780",59,41,14,4
"60QS004781",106,68,20,18
"60QS004782",106,69,21,16
"60QS004783",99,75,16,8
"60QS004784",255,120,82,53
"60QS004785",133,96,30,7
"60QS004786",97,57,25,15
"60QS004787",109,38,36,35
"60QS004788",183,100,55,28
"60QS004789",109,48,30,31
"60QS004790",132,55,39,38
"60QS004791",206,112,56,38
"60QS004792",110,48,40,22
"60QS004793",104,55,19,30
"60QS004794",112,34,48,30
"60QS004795",63,26,20,17
"60QS004796",135,91,28,16
"60QS004797",75,29,25,21
"60QS004798",63,17,23,23
"60QS004799",108,52,28,28
"60QS004800",65,32,16,17
"60QS004801",144,57,44,43
"60QS004802",92,45,24,23
"60QS004803",87,31,33,23
"60QS004804",51,17,19,15
"60QS004805",115,73,23,19
"60QS004806",93,69,19,5
"60QS004807",160,114,33,13
"60QS004808",148,107,33,8
"60QS004809",90,59,28,3
"60QS004810",99,79,15,5
"60QS004811",114,66,32,16
"60QS004812",97,54,23,20
"60QS004813",164,125,30,9
"60QS004814",111,69,30,12
"60QS004815",137,70,46,21
"60QS004816",81,53,17,11
"60QS004817",122,90,23,9
"60QS004818",149,93,37,19
"60QS004819",89,59,21,9
"60QS004820",140,109,22,9
"60QS004821",82,53,20,9
"60QS004822",50,37,11,2
"60QS004823",71,51,12,8
"60QS004824",51,36,8,7
"60QS004825",57,26,18,13
"60QS004826",90,61,19,10
"60QS004827",139,84,31,24
"60QS004828",98,75,16,7
"60QS004829",82,57,18,7
"60QS004830",221,131,58,32
"60QS004831",141,61,46,34
"60QS004832",123,75,31,17
"60QS004833",85,63,16,6
"60QS004834",132,74,28,30
"60QS004835",60,31,18,11
"60QS004836",80,54,15,11
"60QS004837",95,37,36,22
"60QS004838",53,32,13,8
"60QS004839",91,35,38,18
"60QS004840",83,56,19,8
"60QS004841",129,108,11,10
"60QS004842",57,39,13,5
"60QS004843",105,73,21,11
"60QS004844",180,72,70,38
"60QS004845",169,126,26,17
"60QS004846",129,104,14,11
"60QS004847",52,37,11,4
"60QS004848",102,76,22,4
"60QS004849",109,88,17,4
"60QS004850",102,73,16,13
"60QS004851",55,26,18,11
"60QS004852",96,44,29,23
"60QS004853",120,45,50,25
"60QS004854",143,86,39,18
"60QS004855",80,48,24,8
"60QS004856",109,59,31,19
"60QS004857",79,39,33,7
"60QS004858",131,53,43,35
"60QS004859",138,87,31,20
"60QS004860",83,31,25,27
"60QS004861",116,42,35,39
"60QS004862",60,17,28,15
"60QS004863",58,20,17,21
"60QS004864",98,53,25,20
"60QS004865",68,30,17,21
"60QS004866",74,34,27,13
"60QS004867",117,55,39,23
"60QS004868",117,76,23,18
"60QS004869",75,36,22,17
"60QS004870",66,27,18,21
"60QS004871",95,48,26,21
"60QS004872",54,24,13,17
"60QS004873",101,44,24,33
"60QS004874",85,51,22,12
"60QS004875",102,42,32,28
"60QS004876",72,18,26,28
"60QS004877",63,25,19,19
"60QS004878",92,38,36,18
"60QS004879",79,32,31,16
"60QS004880",147,87,34,26
"60QS004881",90,48,25,17
"60QS004882",149,112,30,7
"60QS004883",170,137,27,6
"60QS004884",62,31,18,13
"60QS004885",125,80,29,16
"60QS004886",113,31,51,31
"60QS004887",80,54,17,9
"60QS004888",111,85,19,7
"60QS004889",111,93,17,1
"60QS004890",133,100,17,16
"60QS004891",52,16,28,8
"60QS004892",145,121,19,5
"60QS004893",62,19,28,15
"60QS004894",237,187,35,15
"60QS004895",57,36,12,9
"60QS004896",80,53,13,14
"60QS004897",104,74,14,16
"60QS004898",75,46,10,19
"60QS004899",70,48,17,5
"60QS004900",124,69,39,16
"60QS004901",72,35,23,14
"60QS004902",145,92,45,8
"60QS004903",127,85,28,14
"60QS004904",144,90,37,17
"60QS004905",200,151,38,11
"60QS004906",94,79,11,4
"60QS004907",114,84,21,9
"60QS004908",95,72,19,4
"60QS004909",75,56,12,7
"60QS004910",137,99,32,6
"60QS004911",208,157,36,15
"60QS004912",80,56,19,5
"60QS004913",72,53,13,6
"60QS004914",139,104,25,10
"60QS004915",140,96,28,16
"60QS004916",73,53,13,7
"60QS004917",109,61,33,15
"60QS004918",96,62,21,13
"60QS004919",141,70,36,35
"60QS004920",79,44,19,16
"60QS004921",151,86,43,22
"60QS004922",74,40,17,17
"60QS004923",122,87,26,9
"60QS004924",108,36,32,40
"60QS004925",75,28,21,26
"60QS004926",118,54,35,29
"60QS004927",98,53,32,13
"60QS004928",130,70,32,28
"60QS004929",64,33,17,14
"60QS004930",107,53,32,22
"60QS004931",57,29,16,12
"60QS004932",98,49,21,28
"60QS004933",55,28,10,17
"60QS004934",126,64,41,21
"60QS004935",67,37,17,13
"60QS004936",151,116,25,10
"60QS004937",144,76,42,26
"60QS004938",103,62,24,17
"60QS004939",88,50,17,21
"60QS004940",90,60,19,11
"60QS004941",86,44,25,17
"60QS004942",137,90,26,21
"60QS004943",82,38,24,20
"60QS004944",174,110,44,20
"60QS004945",90,56,21,13
"60QS004946",72,34,22,16
"60QS004947",159,137,19,3
"60QS004948",97,84,10,3
"60QS004949",233,133,91,9
"60QS004950",59,41,14,4
"60QS004951",131,91,27,13
"60QS004952",86,64,15,7
"60QS004953",191,114,52,25
"60QS004954",114,58,31,25
"60QS004955",86,29,28,29
"60QS004956",137,97,28,12
"60QS004957",153,117,32,4
"60QS004958",213,175,28,10
"60QS004959",135,106,23,6
"60QS004960",204,150,39,15
"60QS004961",94,68,18,8
"60QS004962",127,78,24,25
"60QS004963",74,33,26,15
"60QS004964",96,58,24,14
"60QS004965",82,59,19,4
"60QS004966",67,38,11,18
"60QS004967",139,75,43,21
"60QS004968",53,32,13,8
"60QS004969",138,76,38,24
"60QS004970",61,45,5,11
"60QS004971",59,32,15,12
"60QS004972",132,71,31,30
"60QS004973",122,84,28,10
"60QS004974",100,61,28,11
"60QS004975",134,95,25,14
"60QS004976",100,69,19,12
"60QS004977",94,36,32,26
"60QS004978",142,64,34,44
"60QS004979",128,82,21,25
"60QS004980",57,16,17,24
"60QS004981",111,82,13,16
"60QS004982",119,62,28,29
"60QS004983",70,35,19,16
"60QS004984",162,87,45,30
"60QS004985",84,23,27,34
"60QS004986",60,35,10,15
"60QS004987",187,115,45,27
"60QS004988",127,58,42,27
"60QS004989",98,54,27,17
"60QS004990",52,32,12,8
"60QS004991",90,39,28,23
"60QS004992",98,53,28,17
"60QS004993",67,45,16,6
"60QS004994",112,72,22,18
"60QS004995",93,67,14,12
"60QS004996",77,56,18,3
"60QS004997",116,51,39,26
"60QS004998",61,27,22,12
"60QS004999",108,43,36,29
"60QS005000",103,68,18,17
"60QS005001",60,30,21,9
"60QS005002",71,51,13,7
"60QS005003",85,27,28,30
"60QS005004",98,78,15,5
"60QS005005",142,103,28,11
"60QS005006",93,45,27,21
"60QS005007",71,43,12,16
"60QS005008",78,37,25,16
"60QS005009",99,63,28,8
"60QS005010",93,54,21,18
"60QS005011",164,130,26,8
"60QS005012",71,45,16,10
"60QS005013",126,86,27,13
"60QS005014",99,67,23,9
"60QS005015",120,82,29,9
"60QS005016",69,25,25,19
"60QS005017",62,18,21,23
"60QS005018",73,28,31,14
"60QS005019",56,20,18,18
"60QS005020",157,100,43,14
"60QS005021",78,43,25,10
"60QS005022",123,65,33,25
"60QS005023",83,46,15,22
"60QS005024",103,79,20,4
"60QS005025",149,121,21,7
"60QS005026",172,92,43,37
"60QS005027",93,64,19,10
"60QS005028",97,55,24,18
"60QS005029",108,59,27,22
"60QS005030",150,61,48,41
"60QS005031",113,51,40,22
"60QS005032",76,42,23,11
"60QS005033",128,65,39,24
"60QS005034",136,73,44,19
"60QS005035",185,126,47,12
"60QS005036",68,49,13,6
"60QS005037",135,103,29,3
"60QS005038",150,91,39,20
"60QS005039",98,55,24,19
"60QS005040",102,46,25,31
"60QS005041",134,106,21,7
"60QS005042",102,47,23,32
"60QS005043",140,109,26,5
"60QS005044",170,127,27,16
"60QS005045",121,56,45,20
"60QS005046",84,23,23,38
"60QS005047",158,126,23,9
"60QS005048",158,125,23,10
"60QS005049",151,133,14,4
"60QS005050",118,91,20,7
"60QS005051",170,135,26,9
"60QS005052",192,166,24,2
"60QS005053",158,132,19,7
"60QS005054",127,107,14,6
"60QS005055",140,114,18,8
"60QS005056",283,228,35,20
"60QS005057",147,114,28,5
"60QS005058",202,161,35,6
"60QS005059",150,119,24,7
"60QS005060",123,98,17,8
"60QS005061",151,119,22,10
"60QS005062",127,102,14,11
"60QS005063",129,70,31,28
"60QS005064",142,100,26,16
"60QS005065",83,51,22,10
"60QS005066",69,23,29,17
"60QS005067",167,129,30,8
"60QS005068",178,125,44,9
"60QS005069",202,176,16,10
"60QS005070",98,73,17,8
"60QS005071",143,120,13,10
"60QS005072",90,81,5,4
"60QS005073",131,104,16,11
"60QS005074",109,76,23,10
"60QS005075",81,43,21,17
"60QS005076",83,32,29,22
"60QS005077",69,34,19,16
"60QS005078",153,95,36,22
"60QS005079",127,96,22,9
"60QS005080",171,124,34,13
"60QS005081",64,52,10,2
"60QS005082",187,118,29,40
"60QS005083",124,69,35,20
"60QS005084",122,65,31,26
"60QS005085",252,136,70,46
"60QS005086",80,44,22,14
"60QS005087",62,13,19,30
"60QS005088",63,18,20,25
"60QS005089",187,108,41,38
"60QS005090",189,168,17,4
"60QS005091",127,94,23,10
"60QS005092",120,76,31,13
"60QS005093",127,92,25,10
"60QS005094",63,48,8,7
"60QS005095",117,82,23,12
"60QS005096",73,61,11,1
"60QS005097",74,60,13,1
"60QS005098",83,63,16,4
"60QS005099",174,99,44,31
"60QS005100",202,140,42,20
"60QS005101",129,78,37,14
"60QS005102",92,76,14,2
"60QS005103",97,85,9,3
"60QS005104",183,152,18,13
"60QS005105",112,78,22,12
"60QS005106",73,62,4,7
"60QS005107",82,63,13,6
"60QS005108",180,143,25,12
"60QS005109",186,156,22,8
"60QS005110",277,174,59,44
"60QS005111",134,107,18,9
"60QS005112",97,81,11,5
"60QS005113",139,114,23,2
"60QS005114",172,134,36,2
"60QS005115",157,129,25,3
"60QS005116",161,127,19,15
"60QS005117",153,132,19,2
"60QS005118",92,73,14,5
"60QS005119",103,48,25,30
"60QS005120",102,72,11,19
"60QS005121",135,64,45,26
"60QS005122",61,30,16,15
"60QS005123",92,47,23,22
"60QS005124",74,33,21,20
"60QS005125",87,58,17,12
"60QS005126",122,90,21,11
"60QS005127",91,69,18,4
"60QS005128",192,138,37,17
"60QS005129",140,101,22,17
"60QS005130",120,94,22,4
"60QS005131",72,59,11,2
"60QS005132",98,43,35,20
"60QS005133",55,24,15,16
"60QS005134",79,21,17,41
"60QS005135",100,41,25,34
"60QS005136",62,29,14,19
"60QS005137",52,14,20,18
"60QS005138",118,76,27,15
"60QS005139",129,89,31,9
"60QS005140",135,115,17,3
"60QS005141",57,47,10,0
"60QS005142",92,77,11,4
"60QS005143",126,83,33,10
"60QS005144",97,65,15,17
"60QS005145",197,80,69,48
"60QS005146",51,45,6,0
"60QS005147",83,63,12,8
