"output_area","All people","Day-to-day activities limited a lot","Day-to-day activities limited a little","Day-to-day activities not limited"
"S00116434",82,3,4,75
"S00116435",92,6,6,80
"S00116436",102,9,12,81
"S00116437",88,7,14,67
"S00116438",103,17,21,65
"S00116439",78,10,8,60
"S00116440",108,14,16,78
"S00116441",105,10,6,89
"S00116442",58,15,4,39
"S00116443",118,13,12,93
"S00116444",102,19,6,77
"S00116445",111,9,13,89
"S00116446",102,4,5,93
"S00116447",84,12,8,64
"S00116448",96,17,7,72
"S00116449",68,6,2,60
"S00116450",78,1,10,67
"S00116451",67,17,11,39
"S00116452",60,18,15,27
"S00116453",64,26,15,23
"S00116454",69,12,12,45
"S00116455",68,24,15,29
"S00116456",74,20,16,38
"S00116457",91,38,14,39
"S00116458",58,20,6,32
"S00116459",112,13,6,93
"S00116460",156,13,2,141
"S00116461",100,5,5,90
"S00116462",86,8,6,72
"S00116463",74,3,2,69
"S00116464",80,7,10,63
"S00116465",106,22,13,71
"S00116466",77,24,9,44
"S00116467",79,26,17,36
"S00116468",59,11,13,35
"S00116469",63,13,6,44
"S00116470",122,26,15,81
"S00116471",76,21,7,48
"S00116472",62,16,8,38
"S00116473",63,11,9,43
"S00116474",81,20,10,51
"S00116475",81,15,6,60
"S00116476",63,15,10,38
"S00116477",68,17,11,40
"S00116478",81,14,11,56
"S00116479",74,2,10,62
"S00116480",92,17,11,64
"S00116481",92,2,6,84
"S00116482",63,2,4,57
"S00116483",111,11,11,89
"S00116484",146,5,12,129
"S00116485",94,18,7,69
"S00116486",73,25,11,37
"S00116487",58,22,7,29
"S00116488",62,16,10,36
"S00116489",85,25,13,47
"S00116490",79,17,7,55
"S00116491",92,21,22,49
"S00116492",112,26,23,63
"S00116493",73,25,11,37
"S00116494",80,24,19,37
"S00116495",74,36,11,27
"S00116496",68,31,13,24
"S00116497",101,22,15,64
"S00116498",80,20,20,40
"S00116499",84,7,10,67
"S00116500",120,6,9,105
"S00116501",98,7,5,86
"S00116502",141,14,13,114
"S00116503",88,12,5,71
"S00116504",88,19,6,63
"S00116505",93,19,13,61
"S00116506",96,22,11,63
"S00116507",126,9,10,107
"S00116508",95,9,10,76
"S00116509",54,7,11,36
"S00116510",117,20,6,91
"S00116511",57,18,10,29
"S00116512",53,12,7,34
"S00116513",83,5,4,74
"S00116514",78,6,5,67
"S00116515",119,26,9,84
"S00116516",72,25,9,38
"S00116517",73,15,8,50
"S00116518",61,8,9,44
"S00116519",117,7,6,104
"S00116520",119,4,6,109
"S00116521",95,6,3,86
"S00116522",94,0,6,88
"S00116523",79,15,14,50
"S00116524",67,7,4,56
"S00116525",77,30,17,30
"S00116526",77,32,20,25
"S00116527",93,7,18,68
"S00116528",67,10,7,50
"S00116529",109,17,14,78
"S00116530",105,14,14,77
"S00116531",91,6,8,77
"S00116532",83,7,9,67
"S00116533",98,18,10,70
"S00116534",60,6,7,47
"S00116535",69,4,5,60
"S00116536",65,15,5,45
"S00116537",68,8,11,49
"S00116538",66,10,4,52
"S00116539",96,29,6,61
"S00116540",76,21,9,46
"S00116541",79,7,6,66
"S00116542",51,9,7,35
"S00116543",79,12,10,57
"S00116544",95,14,11,70
"S00116545",78,23,23,32
"S00116546",78,26,22,30
"S00116547",97,18,11,68
"S00116548",104,17,12,75
"S00116549",97,15,14,68
"S00116550",92,19,8,65
"S00116551",77,15,11,51
"S00116552",88,10,9,69
"S00116553",79,29,11,39
"S00116554",69,19,9,41
"S00116555",86,11,7,68
"S00116556",115,12,16,87
"S00116557",107,2,17,88
"S00116558",84,2,9,73
"S00116559",218,13,12,193
"S00116560",60,23,13,24
"S00116561",73,15,12,46
"S00116562",71,19,12,40
"S00116563",66,15,9,42
"S00116564",77,21,15,41
"S00116565",77,17,12,48
"S00116566",65,1,1,63
"S00116567",60,1,1,58
"S00116568",101,1,5,95
"S00116569",86,0,4,82
"S00116570",111,2,2,107
"S00116571",141,26,10,105
"S00116572",74,12,6,56
"S00116573",106,24,11,71
"S00116574",106,25,7,74
"S00116575",89,8,4,77
"S00116576",89,17,8,64
"S00116577",76,1,4,71
"S00116578",86,1,0,85
"S00116579",63,11,12,40
"S00116580",98,1,2,95
"S00116581",88,3,4,81
"S00116582",125,2,6,117
"S00116583",115,1,2,112
"S00116584",92,0,2,90
"S00116585",56,17,7,32
"S00116586",96,32,17,47
"S00116587",85,3,6,76
"S00116588",96,2,3,91
"S00116589",86,2,0,84
"S00116590",94,2,6,86
"S00116591",129,0,10,119
"S00116592",108,2,5,101
"S00116593",152,3,1,148
"S00116594",87,2,4,81
"S00116595",125,1,5,119
"S00116596",144,12,5,127
"S00116597",134,19,12,103
"S00116598",80,2,2,76
"S00116599",124,7,9,108
"S00116600",106,4,4,98
"S00116601",124,5,10,109
"S00116602",147,17,10,120
"S00116603",106,26,13,67
"S00116604",121,18,20,83
"S00116605",91,1,3,87
"S00116606",100,3,4,93
"S00116607",114,2,10,102
"S00116608",82,0,4,78
"S00116609",90,8,7,75
"S00116610",71,14,6,51
"S00116611",145,2,4,139
"S00116612",121,1,5,115
"S00116613",89,2,3,84
"S00116614",87,5,4,78
"S00116615",92,1,4,87
"S00116616",81,2,0,79
"S00116617",135,4,7,124
"S00116618",86,3,3,80
"S00116619",82,1,3,78
"S00116620",119,3,3,113
"S00116621",72,0,5,67
"S00116622",88,2,5,81
"S00116623",73,5,3,65
"S00116624",82,2,3,77
"S00116625",83,1,4,78
"S00116626",477,3,12,462
"S00116627",134,10,9,115
"S00116628",90,5,9,76
"S00116629",152,2,10,140
"S00116630",290,0,5,285
"S00116631",126,3,10,113
"S00116632",432,0,11,421
"S00116633",168,4,8,156
"S00116634",115,3,4,108
"S00116635",148,1,5,142
"S00116636",124,16,14,94
"S00116637",95,40,18,37
"S00116638",134,10,9,115
"S00116639",93,3,7,83
"S00116640",60,4,2,54
"S00116641",68,1,3,64
"S00116642",71,1,4,66
"S00116643",134,1,10,123
"S00116644",92,19,12,61
"S00116645",87,10,10,67
"S00116646",146,3,9,134
"S00116647",67,3,9,55
"S00116648",110,1,4,105
"S00116649",81,0,1,80
"S00116650",72,1,3,68
"S00116651",0,5,33,0
"S00116652",104,15,17,72
"S00116653",102,23,18,61
"S00116654",117,21,17,79
"S00116655",87,14,13,60
"S00116656",103,20,21,62
"S00116657",111,13,17,81
"S00116658",104,14,11,79
"S00116659",122,19,25,78
"S00116660",128,4,8,116
"S00116661",134,2,2,130
"S00116662",106,26,23,57
"S00116663",85,29,14,42
"S00116664",101,43,15,43
"S00116665",92,36,16,40
"S00116666",92,3,2,87
"S00116667",50,2,0,48
"S00116668",107,2,3,102
"S00116669",126,1,0,125
"S00116670",89,5,1,83
"S00116671",92,1,2,89
"S00116672",82,1,0,81
"S00116673",86,0,2,84
"S00116674",149,4,14,131
"S00116675",144,0,1,143
"S00116676",94,0,1,93
"S00116677",118,2,2,114
"S00116678",157,0,5,152
"S00116679",202,24,19,159
"S00116680",81,2,2,77
"S00116681",137,20,18,99
"S00116682",88,1,7,80
"S00116683",95,0,5,90
"S00116684",142,35,25,82
"S00116685",126,21,18,87
"S00116686",103,29,15,59
"S00116687",266,3,11,252
"S00116688",70,27,6,37
"S00116689",117,2,7,108
"S00116690",102,4,7,91
"S00116691",286,10,16,260
"S00116692",78,18,20,40
"S00116693",71,22,11,38
"S00116694",74,18,9,47
"S00116695",69,4,7,58
"S00116696",85,43,13,29
"S00116697",121,27,20,74
"S00116698",112,2,3,107
"S00116699",60,17,7,36
"S00116700",124,0,7,117
"S00116701",129,4,4,121
"S00116702",105,29,10,66
"S00116703",108,17,12,79
"S00116704",68,17,9,42
"S00116705",143,34,13,96
"S00116706",109,31,12,66
"S00116707",119,5,17,97
"S00116708",68,6,2,60
"S00116709",123,13,6,104
"S00116710",82,16,9,57
"S00116711",112,22,11,79
"S00116712",105,19,10,76
"S00116713",139,27,15,97
"S00116714",126,6,7,113
"S00116715",75,22,10,43
"S00116716",110,10,10,90
"S00116717",84,18,15,51
"S00116718",90,2,5,83
"S00116719",163,13,4,146
"S00116720",115,7,12,96
"S00116721",79,7,15,57
"S00116722",64,10,6,48
"S00116723",79,15,4,60
"S00116724",108,3,10,95
"S00116725",78,5,2,71
"S00116726",108,13,8,87
"S00116727",91,10,5,76
"S00116728",80,15,6,59
"S00116729",143,29,10,104
"S00116730",116,10,7,99
"S00116731",87,9,3,75
"S00116732",108,9,8,91
"S00116733",124,10,13,101
"S00116734",68,9,2,57
"S00116735",140,6,6,128
"S00116736",80,10,4,66
"S00116737",97,7,5,85
"S00116738",104,19,10,75
"S00116739",86,18,13,55
"S00116740",93,1,4,88
"S00116741",138,16,11,111
"S00116742",118,1,6,111
"S00116743",83,17,22,44
"S00116744",78,20,21,37
"S00116745",114,21,9,84
"S00116746",67,7,3,57
"S00116747",139,18,10,111
"S00116748",53,1,3,49
"S00116749",86,13,20,53
"S00116750",123,2,13,108
"S00116751",94,6,6,82
"S00116752",65,2,7,56
"S00116753",53,2,6,45
"S00116754",191,1,8,182
"S00116755",65,5,3,57
"S00116756",122,8,7,107
"S00116757",123,3,9,111
"S00116758",81,0,2,79
"S00116759",129,6,9,114
"S00116760",118,1,6,111
"S00116761",74,0,6,68
"S00116762",97,11,22,64
"S00116763",61,3,6,52
"S00116764",85,3,4,78
"S00116765",87,1,4,82
"S00116766",91,1,2,88
"S00116767",186,10,13,163
"S00116768",74,14,12,48
"S00116769",65,2,8,55
"S00116770",79,3,4,72
"S00116771",105,6,11,88
"S00116772",90,6,8,76
"S00116773",161,39,17,105
"S00116774",118,10,6,102
"S00116775",65,3,5,57
"S00116776",91,0,2,89
"S00116777",61,5,8,48
"S00116778",683,9,19,655
"S00116779",96,3,10,83
"S00116780",73,3,11,59
"S00116781",105,2,8,95
"S00116782",125,3,6,116
"S00116783",63,0,2,61
"S00116784",112,10,13,89
"S00116785",87,2,3,82
"S00116786",108,27,8,73
"S00116787",71,5,2,64
"S00116788",83,5,8,70
"S00116789",185,6,10,169
"S00116790",229,1,8,220
"S00116791",157,11,8,138
"S00116792",167,4,19,144
"S00116793",106,8,5,93
"S00116794",104,29,23,52
"S00116795",99,22,21,56
"S00116796",72,2,3,67
"S00116797",104,0,7,97
"S00116798",116,15,16,85
"S00116799",52,0,0,52
"S00116800",54,5,2,47
"S00116801",87,7,9,71
"S00116802",86,4,4,78
"S00116803",97,2,4,91
"S00116804",127,1,5,121
"S00116805",166,27,25,114
"S00116806",137,3,13,121
"S00116807",126,8,12,106
"S00116808",57,5,3,49
"S00116809",95,48,21,26
"S00116810",113,28,22,63
"S00116811",72,15,10,47
"S00116812",79,14,16,49
"S00116813",106,18,10,78
"S00116814",72,5,7,60
"S00116815",106,19,11,76
"S00116816",93,11,21,61
"S00116817",78,10,6,62
"S00116818",63,9,10,44
"S00116819",61,7,6,48
"S00116820",137,19,13,105
"S00116821",63,9,3,51
"S00116822",86,5,12,69
"S00116823",128,20,9,99
"S00116824",114,23,16,75
"S00116825",77,12,14,51
"S00116826",55,10,7,38
"S00116827",136,21,13,102
"S00116828",74,14,9,51
"S00116829",64,15,6,43
"S00116830",74,14,9,51
"S00116831",72,7,8,57
"S00116832",75,11,17,47
"S00116833",73,11,11,51
"S00116834",81,13,7,61
"S00116835",71,4,8,59
"S00116836",76,11,12,53
"S00116837",78,18,6,54
"S00116838",76,13,13,50
"S00116839",87,7,13,67
"S00116840",98,13,17,68
"S00116841",62,7,4,51
"S00116842",111,23,13,75
"S00116843",77,16,4,57
"S00116844",82,15,8,59
"S00116845",115,7,8,100
"S00116846",90,17,9,64
"S00116847",116,28,20,68
"S00116848",162,5,11,146
"S00116849",126,21,12,93
"S00116850",65,10,14,41
"S00116851",94,24,12,58
"S00116852",72,15,6,51
"S00116853",97,21,16,60
"S00116854",98,25,9,64
"S00116855",275,13,14,248
"S00116856",112,7,7,98
"S00116857",195,6,13,176
"S00116858",118,34,15,69
"S00116859",130,14,15,101
"S00116860",116,6,4,106
"S00116861",80,9,7,64
"S00116862",210,24,11,175
"S00116863",57,9,7,41
"S00116864",161,22,12,127
"S00116865",164,18,16,130
"S00116866",144,22,15,107
"S00116867",127,14,12,101
"S00116868",76,13,15,48
"S00116869",88,21,21,46
"S00116870",104,5,8,91
"S00116871",95,21,10,64
"S00116872",89,14,8,67
"S00116873",92,7,9,76
"S00116874",138,17,21,100
"S00116875",137,6,11,120
"S00116876",131,20,15,96
"S00116877",74,16,13,45
"S00116878",79,14,7,58
"S00116879",101,18,12,71
"S00116880",89,14,6,69
"S00116881",117,11,21,85
"S00116882",108,15,11,82
"S00116883",55,10,7,38
"S00116884",91,6,6,79
"S00116885",102,10,13,79
"S00116886",109,7,17,85
"S00116887",76,5,8,63
"S00116888",93,4,3,86
"S00116889",106,1,9,96
"S00116890",51,6,8,37
"S00116891",152,17,17,118
"S00116892",93,10,18,65
"S00116893",74,1,4,69
"S00116894",120,8,9,103
"S00116895",96,3,7,86
"S00116896",69,2,5,62
"S00116897",62,5,4,53
"S00116898",62,2,4,56
"S00116899",211,27,23,161
"S00116900",129,5,9,115
"S00116901",111,4,8,99
"S00116902",70,7,7,56
"S00116903",67,13,11,43
"S00116904",57,15,11,31
"S00116905",142,8,4,130
"S00116906",153,10,11,132
"S00116907",114,29,19,66
"S00116908",62,13,4,45
"S00116909",143,12,16,115
"S00116910",71,9,8,54
"S00116911",116,13,7,96
"S00116912",83,14,14,55
"S00116913",72,11,6,55
"S00116914",120,21,20,79
"S00116915",88,19,8,61
"S00116916",85,15,7,63
"S00116917",143,38,21,84
"S00116918",99,13,12,74
"S00116919",81,17,10,54
"S00116920",86,18,11,57
"S00116921",124,7,9,108
"S00116922",151,28,15,108
"S00116923",67,12,16,39
"S00116924",107,11,10,86
"S00116925",134,23,12,99
"S00116926",66,15,4,47
"S00116927",100,7,8,85
"S00116928",95,19,15,61
"S00116929",63,16,12,35
"S00116930",94,14,14,66
"S00116931",86,25,16,45
"S00116932",84,2,7,75
"S00116933",69,2,1,66
"S00116934",131,24,21,86
"S00116935",95,3,8,84
"S00116936",114,5,8,101
"S00116937",150,21,12,117
"S00116938",89,6,5,78
"S00116939",150,12,12,126
"S00116940",211,4,6,201
"S00116941",153,8,14,131
"S00116942",64,5,3,56
"S00116943",94,3,2,89
"S00116944",98,9,8,81
"S00116945",121,27,20,74
"S00116946",96,21,7,68
"S00116947",106,23,17,66
"S00116948",77,25,16,36
"S00116949",141,37,20,84
"S00116950",54,6,4,44
"S00116951",120,6,5,109
"S00116952",138,3,12,123
"S00116953",60,5,6,49
"S00116954",97,18,10,69
"S00116955",64,15,17,32
"S00116956",60,19,9,32
"S00116957",50,9,6,35
"S00116958",56,10,9,37
"S00116959",51,7,7,37
"S00116960",53,9,8,36
"S00116961",50,12,7,31
"S00116962",61,9,8,44
"S00116963",106,11,14,81
"S00116964",62,9,6,47
"S00116965",100,15,14,71
"S00116966",57,13,6,38
"S00116967",85,16,8,61
"S00116968",86,14,10,62
"S00116969",59,8,9,42
"S00116970",133,20,15,98
"S00116971",128,26,15,87
"S00116972",294,18,15,261
"S00116973",202,53,18,131
"S00116974",103,5,7,91
"S00116975",51,10,3,38
"S00116976",104,17,12,75
"S00116977",93,14,8,71
"S00116978",74,16,11,47
"S00116979",121,2,8,111
"S00116980",176,16,14,146
"S00116981",66,8,6,52
"S00116982",97,7,7,83
"S00116983",69,4,6,59
"S00116984",99,7,4,88
"S00116985",100,15,5,80
"S00116986",127,12,7,108
"S00116987",101,14,7,80
"S00116988",88,7,6,75
"S00116989",106,2,19,85
"S00116990",83,13,14,56
"S00116991",65,1,4,60
"S00116992",134,16,14,104
"S00116993",82,15,5,62
"S00116994",63,26,8,29
"S00116995",104,6,12,86
"S00116996",180,12,27,141
"S00116997",98,14,17,67
"S00116998",108,16,11,81
"S00116999",140,20,7,113
"S00117000",83,16,14,53
"S00117001",136,20,17,99
"S00117002",70,9,8,53
"S00117003",135,7,12,116
"S00117004",132,18,11,103
"S00117005",104,16,14,74
"S00117006",83,14,11,58
"S00117007",109,21,9,79
"S00117008",86,14,5,67
"S00117009",68,21,10,37
"S00117010",105,15,6,84
"S00117011",87,12,8,67
"S00117012",136,18,11,107
"S00117013",90,16,11,63
"S00117014",155,24,9,122
"S00117015",118,7,11,100
"S00117016",91,11,2,78
"S00117017",110,8,7,95
"S00117018",79,9,8,62
"S00117019",115,10,11,94
"S00117020",84,11,7,66
"S00117021",122,14,8,100
"S00117022",61,19,5,37
"S00117023",113,18,11,84
"S00117024",62,12,3,47
"S00117025",71,19,7,45
"S00117026",59,13,5,41
"S00117027",146,8,7,131
"S00117028",109,23,8,78
"S00117029",110,17,15,78
"S00117030",74,10,14,50
"S00117031",60,25,11,24
"S00117032",106,2,13,91
"S00117033",65,6,8,51
"S00117034",145,23,17,105
"S00117035",81,14,5,62
"S00117036",104,5,11,88
"S00117037",67,2,2,63
"S00117038",202,10,10,182
"S00117039",129,5,6,118
"S00117040",107,3,3,101
"S00117041",213,11,13,189
"S00117042",151,8,6,137
"S00117043",144,13,13,118
"S00117044",161,21,11,129
"S00117045",131,23,14,94
"S00117046",113,26,12,75
"S00117047",130,10,8,112
"S00117048",69,12,8,49
"S00117049",76,14,9,53
"S00117050",119,14,9,96
"S00117051",83,10,8,65
"S00117052",75,8,3,64
"S00117053",124,6,8,110
"S00117054",99,3,9,87
"S00117055",166,7,16,143
"S00117056",163,10,3,150
"S00117057",146,32,14,100
"S00117058",245,19,15,211
"S00117059",75,4,4,67
"S00117060",82,3,6,73
"S00117061",124,6,10,108
"S00117062",90,12,3,75
"S00117063",66,11,7,48
"S00117064",83,11,4,68
"S00117065",87,8,2,77
"S00117066",88,29,11,48
"S00117067",68,15,7,46
"S00117068",73,24,14,35
"S00117069",136,27,19,90
"S00117070",54,10,3,41
"S00117071",90,9,7,74
"S00117072",164,61,24,79
"S00117073",86,23,20,43
"S00117074",68,24,8,36
"S00117075",125,25,21,79
"S00117076",75,4,5,66
"S00117077",70,18,6,46
"S00117078",93,51,17,25
"S00117079",220,23,19,178
"S00117080",140,22,13,105
"S00117081",104,10,16,78
"S00117082",72,9,7,56
"S00117083",58,14,4,40
"S00117084",118,13,12,93
"S00117085",86,17,12,57
"S00117086",100,6,4,90
"S00117087",91,22,14,55
"S00117088",62,13,8,41
"S00117089",176,43,18,115
"S00117090",105,17,13,75
"S00117091",55,13,9,33
"S00117092",106,10,9,87
"S00117093",139,23,10,106
"S00117094",112,23,18,71
"S00117095",157,23,17,117
"S00117096",166,23,11,132
"S00117097",139,15,7,117
"S00117098",114,14,10,90
"S00117099",105,10,3,92
"S00117100",77,7,6,64
"S00117101",84,6,2,76
"S00117102",133,4,8,121
"S00117103",107,4,2,101
"S00117104",154,1,4,149
"S00117105",143,3,9,131
"S00117106",58,5,5,48
"S00117107",89,9,4,76
"S00117108",59,2,4,53
"S00117109",85,6,6,73
"S00117110",75,5,8,62
"S00117111",83,9,6,68
"S00117112",181,22,25,134
"S00117113",92,22,15,55
"S00117114",74,22,9,43
"S00117115",73,7,8,58
"S00117116",130,28,7,95
"S00117117",64,19,6,39
"S00117118",148,29,14,105
"S00117119",133,29,15,89
"S00117120",113,22,13,78
"S00117121",152,24,13,115
"S00117122",79,14,8,57
"S00117123",93,18,12,63
"S00117124",65,14,11,40
"S00117125",124,11,3,110
"S00117126",99,13,11,75
"S00117127",101,29,13,59
"S00117128",103,21,14,68
"S00117129",69,17,13,39
"S00117130",108,42,17,49
"S00117131",135,52,25,58
"S00117132",88,15,10,63
"S00117133",78,13,13,52
"S00117134",91,28,18,45
"S00117135",57,4,6,47
"S00117136",107,8,16,83
"S00117137",101,26,10,65
"S00117138",150,20,22,108
"S00117139",75,8,9,58
"S00117140",84,27,11,46
"S00117141",93,22,13,58
"S00117142",80,22,7,51
"S00117143",85,8,6,71
"S00117144",67,8,1,58
"S00117145",106,5,7,94
"S00117146",86,13,9,64
"S00117147",106,16,15,75
"S00117148",85,17,6,62
"S00117149",109,13,13,83
"S00117150",97,23,18,56
"S00117151",80,12,6,62
"S00117152",66,17,8,41
"S00117153",141,28,20,93
"S00117154",108,4,6,98
"S00117155",95,19,11,65
"S00117156",115,19,8,88
"S00117157",110,11,13,86
"S00117158",98,14,9,75
"S00117159",171,9,12,150
"S00117160",143,19,16,108
"S00117161",88,16,10,62
"S00117162",127,7,17,103
"S00117163",80,16,10,54
"S00117164",82,8,7,67
"S00117165",72,16,4,52
"S00117166",88,18,15,55
"S00117167",60,15,11,34
"S00117168",53,11,2,40
"S00117169",97,22,16,59
"S00117170",88,21,14,53
"S00117171",104,6,12,86
"S00117172",82,15,23,44
"S00117173",53,11,10,32
"S00117174",61,10,5,46
"S00117175",121,27,17,77
"S00117176",70,8,9,53
"S00117177",78,23,11,44
"S00117178",102,7,3,92
"S00117179",179,14,11,154
"S00117180",173,60,22,91
"S00117181",150,4,11,135
"S00117182",146,12,5,129
"S00117183",116,16,20,80
"S00117184",121,18,10,93
"S00117185",107,34,18,55
"S00117186",70,12,8,50
"S00117187",112,5,10,97
"S00117188",99,11,12,76
"S00117189",107,24,14,69
"S00117190",81,5,11,65
"S00117191",131,34,17,80
"S00117192",118,21,16,81
"S00117193",67,22,10,35
"S00117194",56,14,12,30
"S00117195",72,18,15,39
"S00117196",109,22,17,70
"S00117197",194,11,8,175
"S00117198",79,12,14,53
"S00117199",146,5,7,134
"S00117200",173,33,25,115
"S00117201",99,6,7,86
"S00117202",50,7,1,42
"S00117203",62,7,3,52
"S00117204",66,12,3,51
"S00117205",94,18,10,66
"S00117206",63,11,9,43
"S00117207",143,11,15,117
"S00117208",107,11,10,86
"S00117209",71,15,7,49
"S00117210",94,22,14,58
"S00117211",139,11,2,126
"S00117212",155,9,5,141
"S00117213",104,21,6,77
"S00117214",61,10,14,37
"S00117215",73,23,10,40
"S00117216",106,4,4,98
"S00117217",109,6,2,101
"S00117218",98,12,6,80
"S00117219",98,15,7,76
"S00117220",141,10,12,119
"S00117221",104,12,10,82
"S00117222",103,9,8,86
"S00117223",120,9,6,105
"S00117224",127,15,9,103
"S00117225",60,4,7,49
"S00117226",132,15,13,104
"S00117227",142,25,13,104
"S00117228",175,30,22,123
"S00117229",75,4,8,63
"S00117230",86,18,7,61
"S00117231",102,18,15,69
"S00117232",123,14,8,101
"S00117233",114,8,7,99
"S00117234",132,4,8,120
"S00117235",95,2,5,88
"S00117236",129,1,7,121
"S00117237",82,7,3,72
"S00117238",134,4,10,120
"S00117239",83,10,10,63
"S00117240",102,32,24,46
"S00117241",145,35,25,85
"S00117242",119,18,11,90
"S00117243",105,31,13,61
"S00117244",137,28,17,92
"S00117245",109,30,14,65
"S00117246",74,13,15,46
"S00117247",77,12,10,55
"S00117248",102,23,13,66
"S00117249",102,21,12,69
"S00117250",59,9,10,40
"S00117251",135,22,12,101
"S00117252",72,23,13,36
"S00117253",62,27,8,27
"S00117254",118,30,10,78
"S00117255",52,21,9,22
"S00117256",50,7,7,36
"S00117257",97,5,4,88
"S00117258",144,64,15,65
"S00117259",138,8,13,117
"S00117260",123,4,5,114
"S00117261",63,5,0,58
"S00117262",88,4,7,77
"S00117263",128,4,3,121
"S00117264",139,7,3,129
"S00117265",126,9,7,110
"S00117266",99,23,10,66
"S00117267",150,5,14,131
"S00117268",111,5,9,97
"S00117269",155,26,18,111
"S00117270",93,13,14,66
"S00117271",101,2,10,89
"S00117272",111,7,8,96
"S00117273",119,7,8,104
"S00117274",78,3,7,68
"S00117275",53,2,1,50
"S00117276",50,6,1,43
"S00117277",52,4,2,46
"S00117278",85,0,5,80
"S00117279",60,4,4,52
"S00117280",63,3,6,54
"S00117281",93,1,15,77
"S00117282",134,20,19,95
"S00117283",114,5,14,95
"S00117284",96,6,8,82
"S00117285",93,14,13,66
"S00117286",133,5,5,123
"S00117287",61,9,7,45
"S00117288",81,25,21,35
"S00117289",129,13,11,105
"S00117290",79,3,6,70
"S00117291",62,5,3,54
"S00117292",87,22,12,53
"S00117293",72,10,7,55
"S00117294",111,17,10,84
"S00117295",52,5,6,41
"S00117296",95,4,10,81
"S00117297",92,3,8,81
"S00117298",103,4,5,94
"S00117299",58,3,3,52
"S00117300",115,3,5,107
"S00117301",157,21,22,114
"S00117302",50,0,8,42
"S00117303",108,9,11,88
"S00117304",132,3,6,123
"S00117305",64,3,1,60
"S00117306",101,0,3,98
"S00117307",79,3,7,69
"S00117308",131,12,11,108
"S00117309",58,11,18,29
"S00117310",61,6,2,53
"S00117311",51,19,12,20
"S00117312",116,29,24,63
"S00117313",143,29,16,98
"S00117314",64,8,9,47
"S00117315",98,9,9,80
"S00117316",71,13,10,48
"S00117317",128,40,16,72
"S00117318",103,17,9,77
"S00117319",70,10,8,52
"S00117320",68,7,6,55
