"dz_2001","la_name","year","total","not_good"
"S01005931","South Lanarkshire",2001,1005,79
"S01005932","South Lanarkshire",2001,882,153
"S01005933","South Lanarkshire",2001,980,35
"S01005934","South Lanarkshire",2001,923,123
"S01005935","South Lanarkshire",2001,651,72
"S01005936","South Lanarkshire",2001,1063,154
"S01005937","South Lanarkshire",2001,646,20
"S01005938","South Lanarkshire",2001,928,154
"S01005939","South Lanarkshire",2001,772,140
"S01005940","South Lanarkshire",2001,1213,121
"S01005941","South Lanarkshire",2001,513,7
"S01005942","South Lanarkshire",2001,1379,239
"S01005943","South Lanarkshire",2001,1137,83
"S01005944","South Lanarkshire",2001,979,223
"S01005945","South Lanarkshire",2001,868,74
"S01005946","South Lanarkshire",2001,1293,260
"S01005947","South Lanarkshire",2001,930,199
"S01005948","South Lanarkshire",2001,808,118
"S01005949","South Lanarkshire",2001,979,99
"S01005950","South Lanarkshire",2001,652,93
"S01005951","South Lanarkshire",2001,1435,329
"S01005952","South Lanarkshire",2001,1244,223
"S01005953","South Lanarkshire",2001,1692,172
"S01005954","South Lanarkshire",2001,540,86
"S01005955","South Lanarkshire",2001,699,63
"S01005956","South Lanarkshire",2001,860,113
"S01005957","South Lanarkshire",2001,968,173
"S01005958","South Lanarkshire",2001,593,98
"S01005959","South Lanarkshire",2001,490,108
"S01005960","South Lanarkshire",2001,513,88
"S01005961","South Lanarkshire",2001,1279,215
"S01005962","South Lanarkshire",2001,519,92
"S01005963","South Lanarkshire",2001,545,76
"S01005964","South Lanarkshire",2001,744,122
"S01005965","South Lanarkshire",2001,863,128
"S01005966","South Lanarkshire",2001,1323,239
"S01005967","South Lanarkshire",2001,957,203
"S01005968","South Lanarkshire",2001,1309,301
"S01005969","South Lanarkshire",2001,750,95
"S01005970","South Lanarkshire",2001,797,120
"S01005971","South Lanarkshire",2001,512,75
"S01005972","South Lanarkshire",2001,944,132
"S01005973","South Lanarkshire",2001,983,127
"S01005974","South Lanarkshire",2001,970,170
"S01005975","South Lanarkshire",2001,760,126
"S01005976","South Lanarkshire",2001,917,92
"S01005977","South Lanarkshire",2001,781,86
"S01005978","South Lanarkshire",2001,745,80
"S01005979","South Lanarkshire",2001,950,132
"S01005980","South Lanarkshire",2001,677,45
"S01005981","South Lanarkshire",2001,875,66
"S01005982","South Lanarkshire",2001,739,111
"S01005983","South Lanarkshire",2001,987,73
"S01005984","South Lanarkshire",2001,835,50
"S01005985","South Lanarkshire",2001,829,105
"S01005986","South Lanarkshire",2001,1290,75
"S01005987","South Lanarkshire",2001,584,112
"S01005988","South Lanarkshire",2001,847,125
"S01005989","South Lanarkshire",2001,810,46
"S01005990","South Lanarkshire",2001,1502,231
"S01005991","South Lanarkshire",2001,1075,167
"S01005992","South Lanarkshire",2001,607,107
"S01005993","South Lanarkshire",2001,797,54
"S01005994","South Lanarkshire",2001,1141,165
"S01005995","South Lanarkshire",2001,674,152
"S01005996","South Lanarkshire",2001,893,37
"S01005997","South Lanarkshire",2001,674,81
"S01005998","South Lanarkshire",2001,993,156
"S01005999","South Lanarkshire",2001,1403,94
"S01006000","South Lanarkshire",2001,792,129
"S01006001","South Lanarkshire",2001,907,85
"S01006002","South Lanarkshire",2001,564,85
"S01006003","South Lanarkshire",2001,668,122
"S01006004","South Lanarkshire",2001,1687,91
"S01006005","South Lanarkshire",2001,745,82
"S01006006","South Lanarkshire",2001,808,60
"S01006007","South Lanarkshire",2001,559,101
"S01006008","South Lanarkshire",2001,940,179
"S01006009","South Lanarkshire",2001,579,31
"S01006010","South Lanarkshire",2001,1063,68
"S01006011","South Lanarkshire",2001,840,126
"S01006012","South Lanarkshire",2001,878,187
"S01006013","South Lanarkshire",2001,540,26
"S01006014","South Lanarkshire",2001,705,121
"S01006015","South Lanarkshire",2001,744,54
"S01006016","South Lanarkshire",2001,1157,49
"S01006017","South Lanarkshire",2001,1322,229
"S01006018","South Lanarkshire",2001,852,57
"S01006019","South Lanarkshire",2001,2087,173
"S01006020","South Lanarkshire",2001,841,60
"S01006021","South Lanarkshire",2001,1056,92
"S01006022","South Lanarkshire",2001,695,113
"S01006023","South Lanarkshire",2001,786,29
"S01006024","South Lanarkshire",2001,991,198
"S01006025","South Lanarkshire",2001,955,148
"S01006026","South Lanarkshire",2001,786,153
"S01006027","South Lanarkshire",2001,691,48
"S01006028","South Lanarkshire",2001,634,47
"S01006029","South Lanarkshire",2001,755,52
"S01006030","South Lanarkshire",2001,962,68
"S01006031","South Lanarkshire",2001,1422,220
"S01006032","South Lanarkshire",2001,940,170
"S01006033","South Lanarkshire",2001,1501,253
"S01006034","South Lanarkshire",2001,1615,214
"S01006035","South Lanarkshire",2001,980,103
"S01006036","South Lanarkshire",2001,3066,159
"S01006037","South Lanarkshire",2001,896,82
"S01006038","South Lanarkshire",2001,704,60
"S01006039","South Lanarkshire",2001,833,94
"S01006040","South Lanarkshire",2001,765,134
"S01006041","South Lanarkshire",2001,991,267
"S01006042","South Lanarkshire",2001,842,126
"S01006043","South Lanarkshire",2001,621,79
"S01006044","South Lanarkshire",2001,1530,323
"S01006045","South Lanarkshire",2001,856,61
"S01006046","South Lanarkshire",2001,827,62
"S01006047","South Lanarkshire",2001,754,131
"S01006048","South Lanarkshire",2001,830,78
"S01006049","South Lanarkshire",2001,775,143
"S01006050","South Lanarkshire",2001,1018,135
"S01006051","South Lanarkshire",2001,959,69
"S01006052","South Lanarkshire",2001,756,55
"S01006053","South Lanarkshire",2001,867,77
"S01006054","South Lanarkshire",2001,733,52
"S01006055","South Lanarkshire",2001,721,47
"S01006056","South Lanarkshire",2001,960,63
"S01006057","South Lanarkshire",2001,488,94
"S01006058","South Lanarkshire",2001,820,189
"S01006059","South Lanarkshire",2001,804,159
"S01006060","South Lanarkshire",2001,730,153
"S01006061","South Lanarkshire",2001,551,121
"S01006062","South Lanarkshire",2001,686,151
"S01006063","South Lanarkshire",2001,614,121
"S01006064","South Lanarkshire",2001,811,145
"S01006065","South Lanarkshire",2001,779,148
"S01006066","South Lanarkshire",2001,941,144
"S01006067","Stirling",2001,1075,85
"S01006068","Stirling",2001,497,42
"S01006069","Stirling",2001,944,55
"S01006070","Stirling",2001,644,22
"S01006071","Stirling",2001,1193,37
"S01006072","Stirling",2001,637,36
"S01006073","Stirling",2001,504,33
"S01006074","Stirling",2001,912,43
"S01006075","Stirling",2001,1069,169
"S01006076","Stirling",2001,1114,162
"S01006077","Stirling",2001,1226,133
"S01006078","Stirling",2001,1813,84
"S01006079","Stirling",2001,788,89
"S01006080","Stirling",2001,967,78
"S01006081","Stirling",2001,775,73
"S01006082","Stirling",2001,950,142
"S01006083","Stirling",2001,979,78
"S01006084","Stirling",2001,825,67
"S01006085","Stirling",2001,1083,65
"S01006086","Stirling",2001,805,81
"S01006087","Stirling",2001,743,99
"S01006088","Stirling",2001,822,45
"S01006089","Stirling",2001,762,92
"S01006090","Stirling",2001,899,92
"S01006091","Stirling",2001,1044,41
"S01006092","Stirling",2001,655,74
"S01006093","Stirling",2001,793,61
"S01006094","Stirling",2001,944,123
"S01006095","Stirling",2001,937,98
"S01006096","Stirling",2001,742,96
"S01006097","Stirling",2001,948,157
"S01006098","Stirling",2001,681,85
"S01006099","Stirling",2001,578,34
"S01006100","Stirling",2001,612,66
"S01006101","Stirling",2001,646,80
"S01006102","Stirling",2001,781,94
"S01006103","Stirling",2001,701,42
"S01006104","Stirling",2001,777,77
"S01006105","Stirling",2001,863,88
"S01006106","Stirling",2001,955,82
"S01006107","Stirling",2001,886,120
"S01006108","Stirling",2001,944,111
"S01006109","Stirling",2001,931,67
"S01006110","Stirling",2001,779,112
"S01006111","Stirling",2001,1116,136
"S01006112","Stirling",2001,750,43
"S01006113","Stirling",2001,966,39
"S01006114","Stirling",2001,722,115
"S01006115","Stirling",2001,782,50
"S01006116","Stirling",2001,944,40
"S01006117","Stirling",2001,1191,109
"S01006118","Stirling",2001,953,58
"S01006119","Stirling",2001,1015,57
"S01006120","Stirling",2001,875,57
"S01006121","Stirling",2001,605,57
"S01006122","Stirling",2001,1066,64
"S01006123","Stirling",2001,906,79
"S01006124","Stirling",2001,810,80
"S01006125","Stirling",2001,1262,108
"S01006126","Stirling",2001,833,56
"S01006127","Stirling",2001,644,37
"S01006128","Stirling",2001,812,55
"S01006129","Stirling",2001,858,66
"S01006130","Stirling",2001,562,91
"S01006131","Stirling",2001,922,44
"S01006132","Stirling",2001,956,172
"S01006133","Stirling",2001,749,44
"S01006134","Stirling",2001,501,55
"S01006135","Stirling",2001,571,107
"S01006136","Stirling",2001,1201,271
"S01006137","Stirling",2001,762,68
"S01006138","Stirling",2001,636,42
"S01006139","Stirling",2001,410,57
"S01006140","Stirling",2001,983,64
"S01006141","Stirling",2001,2380,272
"S01006142","Stirling",2001,657,41
"S01006143","Stirling",2001,640,37
"S01006144","Stirling",2001,1176,85
"S01006145","Stirling",2001,965,82
"S01006146","Stirling",2001,849,25
"S01006147","Stirling",2001,969,61
"S01006148","Stirling",2001,784,63
"S01006149","Stirling",2001,1216,79
"S01006150","Stirling",2001,1458,99
"S01006151","Stirling",2001,689,11
"S01006152","Stirling",2001,715,33
"S01006153","Stirling",2001,603,31
"S01006154","Stirling",2001,794,22
"S01006155","Stirling",2001,869,88
"S01006156","Stirling",2001,576,31
"S01006157","Stirling",2001,771,78
"S01006158","Stirling",2001,873,45
"S01006159","Stirling",2001,808,47
"S01006160","Stirling",2001,785,40
"S01006161","Stirling",2001,750,45
"S01006162","Stirling",2001,649,33
"S01006163","Stirling",2001,980,70
"S01006164","Stirling",2001,666,49
"S01006165","Stirling",2001,1271,47
"S01006166","Stirling",2001,1146,57
"S01006167","Stirling",2001,2098,87
"S01006168","Stirling",2001,1221,94
"S01006169","Stirling",2001,677,38
"S01006170","Stirling",2001,970,80
"S01006171","Stirling",2001,906,87
"S01006172","Stirling",2001,523,27
"S01006173","Stirling",2001,622,55
"S01006174","Stirling",2001,585,46
"S01006175","Stirling",2001,778,60
"S01006176","Stirling",2001,654,32
"S01006177","West Dunbartonshire",2001,660,142
"S01006178","West Dunbartonshire",2001,1007,106
"S01006179","West Dunbartonshire",2001,796,109
"S01006180","West Dunbartonshire",2001,817,86
"S01006181","West Dunbartonshire",2001,754,123
"S01006182","West Dunbartonshire",2001,812,106
"S01006183","West Dunbartonshire",2001,904,117
"S01006184","West Dunbartonshire",2001,795,113
"S01006185","West Dunbartonshire",2001,980,150
"S01006186","West Dunbartonshire",2001,1386,205
"S01006187","West Dunbartonshire",2001,891,138
"S01006188","West Dunbartonshire",2001,744,87
"S01006189","West Dunbartonshire",2001,780,106
"S01006190","West Dunbartonshire",2001,1002,130
"S01006191","West Dunbartonshire",2001,587,81
"S01006192","West Dunbartonshire",2001,790,102
"S01006193","West Dunbartonshire",2001,992,259
"S01006194","West Dunbartonshire",2001,1025,177
"S01006195","West Dunbartonshire",2001,769,179
"S01006196","West Dunbartonshire",2001,1168,151
"S01006197","West Dunbartonshire",2001,861,125
"S01006198","West Dunbartonshire",2001,537,106
"S01006199","West Dunbartonshire",2001,944,122
"S01006200","West Dunbartonshire",2001,899,115
"S01006201","West Dunbartonshire",2001,1012,172
"S01006202","West Dunbartonshire",2001,703,112
"S01006203","West Dunbartonshire",2001,617,97
"S01006204","West Dunbartonshire",2001,942,131
"S01006205","West Dunbartonshire",2001,713,86
"S01006206","West Dunbartonshire",2001,841,79
"S01006207","West Dunbartonshire",2001,908,187
"S01006208","West Dunbartonshire",2001,740,103
"S01006209","West Dunbartonshire",2001,755,40
"S01006210","West Dunbartonshire",2001,936,96
"S01006211","West Dunbartonshire",2001,594,90
"S01006212","West Dunbartonshire",2001,856,31
"S01006213","West Dunbartonshire",2001,1062,131
"S01006214","West Dunbartonshire",2001,889,94
"S01006215","West Dunbartonshire",2001,822,107
"S01006216","West Dunbartonshire",2001,790,63
"S01006217","West Dunbartonshire",2001,1150,153
"S01006218","West Dunbartonshire",2001,747,53
"S01006219","West Dunbartonshire",2001,937,117
"S01006220","West Dunbartonshire",2001,858,56
"S01006221","West Dunbartonshire",2001,818,132
"S01006222","West Dunbartonshire",2001,1494,152
"S01006223","West Dunbartonshire",2001,759,44
"S01006224","West Dunbartonshire",2001,655,42
"S01006225","West Dunbartonshire",2001,828,122
"S01006226","West Dunbartonshire",2001,753,42
"S01006227","West Dunbartonshire",2001,843,103
"S01006228","West Dunbartonshire",2001,793,36
"S01006229","West Dunbartonshire",2001,1165,100
"S01006230","West Dunbartonshire",2001,1007,132
"S01006231","West Dunbartonshire",2001,1081,142
"S01006232","West Dunbartonshire",2001,876,42
"S01006233","West Dunbartonshire",2001,777,79
"S01006234","West Dunbartonshire",2001,632,60
"S01006235","West Dunbartonshire",2001,759,69
"S01006236","West Dunbartonshire",2001,773,78
"S01006237","West Dunbartonshire",2001,1116,142
"S01006238","West Dunbartonshire",2001,1004,114
"S01006239","West Dunbartonshire",2001,523,29
"S01006240","West Dunbartonshire",2001,813,125
"S01006241","West Dunbartonshire",2001,1212,183
"S01006242","West Dunbartonshire",2001,764,120
"S01006243","West Dunbartonshire",2001,647,68
"S01006244","West Dunbartonshire",2001,828,94
"S01006245","West Dunbartonshire",2001,653,102
"S01006246","West Dunbartonshire",2001,888,110
"S01006247","West Dunbartonshire",2001,896,72
"S01006248","West Dunbartonshire",2001,939,84
"S01006249","West Dunbartonshire",2001,1068,100
"S01006250","West Dunbartonshire",2001,707,78
"S01006251","West Dunbartonshire",2001,624,57
"S01006252","West Dunbartonshire",2001,640,67
"S01006253","West Dunbartonshire",2001,706,105
"S01006254","West Dunbartonshire",2001,827,53
"S01006255","West Dunbartonshire",2001,938,82
"S01006256","West Dunbartonshire",2001,669,104
"S01006257","West Dunbartonshire",2001,813,119
"S01006258","West Dunbartonshire",2001,851,126
"S01006259","West Dunbartonshire",2001,705,88
"S01006260","West Dunbartonshire",2001,748,85
"S01006261","West Dunbartonshire",2001,1080,142
"S01006262","West Dunbartonshire",2001,916,144
"S01006263","West Dunbartonshire",2001,854,127
"S01006264","West Dunbartonshire",2001,1273,53
"S01006265","West Dunbartonshire",2001,822,82
"S01006266","West Dunbartonshire",2001,910,117
"S01006267","West Dunbartonshire",2001,866,92
"S01006268","West Dunbartonshire",2001,723,63
"S01006269","West Dunbartonshire",2001,659,65
"S01006270","West Dunbartonshire",2001,1460,143
"S01006271","West Dunbartonshire",2001,731,89
"S01006272","West Dunbartonshire",2001,974,113
"S01006273","West Dunbartonshire",2001,681,63
"S01006274","West Dunbartonshire",2001,605,84
"S01006275","West Dunbartonshire",2001,801,71
"S01006276","West Dunbartonshire",2001,846,100
"S01006277","West Dunbartonshire",2001,761,66
"S01006278","West Dunbartonshire",2001,979,168
"S01006279","West Dunbartonshire",2001,1311,183
"S01006280","West Dunbartonshire",2001,650,97
"S01006281","West Dunbartonshire",2001,779,94
"S01006282","West Dunbartonshire",2001,886,141
"S01006283","West Dunbartonshire",2001,732,111
"S01006284","West Dunbartonshire",2001,1036,93
"S01006285","West Dunbartonshire",2001,969,91
"S01006286","West Dunbartonshire",2001,1055,161
"S01006287","West Dunbartonshire",2001,620,57
"S01006288","West Dunbartonshire",2001,792,152
"S01006289","West Dunbartonshire",2001,899,114
"S01006290","West Dunbartonshire",2001,1073,150
"S01006291","West Dunbartonshire",2001,876,166
"S01006292","West Dunbartonshire",2001,1063,82
"S01006293","West Dunbartonshire",2001,976,47
"S01006294","West Dunbartonshire",2001,650,29
"S01006295","West Lothian",2001,1229,116
"S01006296","West Lothian",2001,1159,75
"S01006297","West Lothian",2001,762,100
"S01006298","West Lothian",2001,877,98
"S01006299","West Lothian",2001,781,108
"S01006300","West Lothian",2001,806,108
"S01006301","West Lothian",2001,626,110
"S01006302","West Lothian",2001,933,94
"S01006303","West Lothian",2001,684,84
"S01006304","West Lothian",2001,1040,177
"S01006305","West Lothian",2001,677,72
"S01006306","West Lothian",2001,937,98
"S01006307","West Lothian",2001,1158,191
"S01006308","West Lothian",2001,655,99
"S01006309","West Lothian",2001,1470,110
"S01006310","West Lothian",2001,786,49
"S01006311","West Lothian",2001,782,89
"S01006312","West Lothian",2001,664,74
"S01006313","West Lothian",2001,1598,225
"S01006314","West Lothian",2001,706,20
"S01006315","West Lothian",2001,882,124
"S01006316","West Lothian",2001,929,87
"S01006317","West Lothian",2001,1136,92
"S01006318","West Lothian",2001,774,109
"S01006319","West Lothian",2001,994,143
"S01006320","West Lothian",2001,1168,175
"S01006321","West Lothian",2001,940,33
"S01006322","West Lothian",2001,1127,44
"S01006323","West Lothian",2001,1338,61
"S01006324","West Lothian",2001,612,25
"S01006325","West Lothian",2001,671,108
"S01006326","West Lothian",2001,930,154
"S01006327","West Lothian",2001,563,73
"S01006328","West Lothian",2001,586,86
"S01006329","West Lothian",2001,965,58
"S01006330","West Lothian",2001,754,100
"S01006331","West Lothian",2001,752,56
"S01006332","West Lothian",2001,654,90
"S01006333","West Lothian",2001,1058,122
"S01006334","West Lothian",2001,803,103
"S01006335","West Lothian",2001,881,95
"S01006336","West Lothian",2001,1177,37
"S01006337","West Lothian",2001,1173,53
"S01006338","West Lothian",2001,876,39
"S01006339","West Lothian",2001,1200,137
"S01006340","West Lothian",2001,744,59
"S01006341","West Lothian",2001,796,61
"S01006342","West Lothian",2001,737,116
"S01006343","West Lothian",2001,1642,176
"S01006344","West Lothian",2001,785,80
"S01006345","West Lothian",2001,1006,74
"S01006346","West Lothian",2001,633,63
"S01006347","West Lothian",2001,633,23
"S01006348","West Lothian",2001,656,74
"S01006349","West Lothian",2001,513,71
"S01006350","West Lothian",2001,715,95
"S01006351","West Lothian",2001,1335,197
"S01006352","West Lothian",2001,759,92
"S01006353","West Lothian",2001,734,74
"S01006354","West Lothian",2001,955,108
"S01006355","West Lothian",2001,738,87
"S01006356","West Lothian",2001,679,24
"S01006357","West Lothian",2001,749,44
"S01006358","West Lothian",2001,702,75
"S01006359","West Lothian",2001,1206,168
"S01006360","West Lothian",2001,664,29
"S01006361","West Lothian",2001,1314,133
"S01006362","West Lothian",2001,795,32
"S01006363","West Lothian",2001,935,36
"S01006364","West Lothian",2001,4216,139
"S01006365","West Lothian",2001,920,53
"S01006366","West Lothian",2001,743,33
"S01006367","West Lothian",2001,769,53
"S01006368","West Lothian",2001,855,28
"S01006369","West Lothian",2001,1784,230
"S01006370","West Lothian",2001,1392,63
"S01006371","West Lothian",2001,545,16
"S01006372","West Lothian",2001,768,89
"S01006373","West Lothian",2001,858,50
"S01006374","West Lothian",2001,695,68
"S01006375","West Lothian",2001,679,78
"S01006376","West Lothian",2001,1145,81
"S01006377","West Lothian",2001,610,51
"S01006378","West Lothian",2001,524,10
"S01006379","West Lothian",2001,676,53
"S01006380","West Lothian",2001,734,85
"S01006381","West Lothian",2001,528,50
"S01006382","West Lothian",2001,710,82
"S01006383","West Lothian",2001,624,65
"S01006384","West Lothian",2001,768,41
"S01006385","West Lothian",2001,942,110
"S01006386","West Lothian",2001,1125,156
"S01006387","West Lothian",2001,879,119
"S01006388","West Lothian",2001,1100,139
"S01006389","West Lothian",2001,701,79
"S01006390","West Lothian",2001,666,68
"S01006391","West Lothian",2001,1197,33
"S01006392","West Lothian",2001,1380,124
"S01006393","West Lothian",2001,1406,221
"S01006394","West Lothian",2001,794,79
"S01006395","West Lothian",2001,1315,140
"S01006396","West Lothian",2001,596,71
"S01006397","West Lothian",2001,921,58
"S01006398","West Lothian",2001,883,69
"S01006399","West Lothian",2001,782,65
"S01006400","West Lothian",2001,1382,102
"S01006401","West Lothian",2001,1062,115
"S01006402","West Lothian",2001,671,95
"S01006403","West Lothian",2001,776,127
"S01006404","West Lothian",2001,941,123
"S01006405","West Lothian",2001,1171,89
"S01006406","West Lothian",2001,433,63
"S01006407","West Lothian",2001,688,36
"S01006408","West Lothian",2001,1193,133
"S01006409","West Lothian",2001,2159,218
"S01006410","West Lothian",2001,716,129
"S01006411","West Lothian",2001,1208,135
"S01006412","West Lothian",2001,705,98
"S01006413","West Lothian",2001,576,79
"S01006414","West Lothian",2001,524,46
"S01006415","West Lothian",2001,826,58
"S01006416","West Lothian",2001,747,109
"S01006417","West Lothian",2001,839,82
"S01006418","West Lothian",2001,678,85
"S01006419","West Lothian",2001,570,63
"S01006420","West Lothian",2001,937,105
"S01006421","West Lothian",2001,664,58
"S01006422","West Lothian",2001,662,80
"S01006423","West Lothian",2001,571,23
"S01006424","West Lothian",2001,634,118
"S01006425","West Lothian",2001,1126,158
"S01006426","West Lothian",2001,902,199
"S01006427","West Lothian",2001,761,118
"S01006428","West Lothian",2001,829,78
"S01006429","West Lothian",2001,700,84
"S01006430","West Lothian",2001,618,35
"S01006431","West Lothian",2001,573,27
"S01006432","West Lothian",2001,722,70
"S01006433","West Lothian",2001,669,65
"S01006434","West Lothian",2001,813,65
"S01006435","West Lothian",2001,456,18
"S01006436","West Lothian",2001,907,89
"S01006437","West Lothian",2001,1177,90
"S01006438","West Lothian",2001,606,140
"S01006439","West Lothian",2001,960,116
"S01006440","West Lothian",2001,818,87
"S01006441","West Lothian",2001,709,85
"S01006442","West Lothian",2001,796,77
"S01006443","West Lothian",2001,519,63
"S01006444","West Lothian",2001,568,56
"S01006445","West Lothian",2001,964,91
"S01006446","West Lothian",2001,871,74
"S01006447","West Lothian",2001,588,111
"S01006448","West Lothian",2001,887,46
"S01006449","West Lothian",2001,511,31
"S01006450","West Lothian",2001,682,65
"S01006451","West Lothian",2001,1131,103
"S01006452","West Lothian",2001,567,63
"S01006453","West Lothian",2001,1628,141
"S01006454","West Lothian",2001,572,26
"S01006455","West Lothian",2001,667,66
"S01006456","West Lothian",2001,1511,96
"S01006457","West Lothian",2001,1315,75
"S01006458","West Lothian",2001,931,41
"S01006459","West Lothian",2001,829,36
"S01006460","West Lothian",2001,723,73
"S01006461","West Lothian",2001,1273,70
"S01006462","West Lothian",2001,741,48
"S01006463","West Lothian",2001,678,86
"S01006464","West Lothian",2001,747,55
"S01006465","West Lothian",2001,1198,119
"S01006466","West Lothian",2001,742,54
"S01006467","West Lothian",2001,1086,112
"S01006468","West Lothian",2001,1690,115
"S01006469","West Lothian",2001,679,52
"S01006470","West Lothian",2001,1081,145
"S01006471","West Lothian",2001,891,113
"S01006472","West Lothian",2001,562,82
"S01006473","West Lothian",2001,976,66
"S01006474","West Lothian",2001,818,71
"S01006475","West Lothian",2001,853,105
"S01006476","West Lothian",2001,937,76
"S01006477","West Lothian",2001,922,135
"S01006478","West Lothian",2001,905,80
"S01006479","West Lothian",2001,1072,164
"S01006480","West Lothian",2001,867,48
"S01006481","West Lothian",2001,691,87
"S01006482","West Lothian",2001,758,46
"S01006483","West Lothian",2001,911,88
"S01006484","West Lothian",2001,784,92
"S01006485","West Lothian",2001,908,25
"S01006486","West Lothian",2001,862,12
"S01006487","West Lothian",2001,893,80
"S01006488","West Lothian",2001,629,25
"S01006489","West Lothian",2001,997,103
"S01006490","West Lothian",2001,912,32
"S01006491","West Lothian",2001,828,36
"S01006492","West Lothian",2001,687,65
"S01006493","West Lothian",2001,582,43
"S01006494","West Lothian",2001,581,47
"S01006495","West Lothian",2001,788,40
"S01006496","West Lothian",2001,1015,147
"S01006497","West Lothian",2001,502,37
"S01006498","West Lothian",2001,1102,123
"S01006499","West Lothian",2001,952,41
"S01006500","West Lothian",2001,741,62
"S01006501","West Lothian",2001,972,23
"S01006502","West Lothian",2001,631,25
"S01006503","West Lothian",2001,691,27
"S01006504","West Lothian",2001,1038,23
"S01006505","West Lothian",2001,974,30
"S01000001","Aberdeen City",2011,872,113
"S01000002","Aberdeen City",2011,678,33
"S01000003","Aberdeen City",2011,788,57
"S01000004","Aberdeen City",2011,612,41
"S01000005","Aberdeen City",2011,643,73
"S01000006","Aberdeen City",2011,644,107
"S01000007","Aberdeen City",2011,751,108
"S01000008","Aberdeen City",2011,580,79
"S01000009","Aberdeen City",2011,681,100
"S01000010","Aberdeen City",2011,514,63
"S01000011","Aberdeen City",2011,1043,104
"S01000012","Aberdeen City",2011,1528,122
"S01000013","Aberdeen City",2011,836,120
"S01000014","Aberdeen City",2011,881,123
"S01000015","Aberdeen City",2011,669,50
"S01000016","Aberdeen City",2011,540,37
"S01000017","Aberdeen City",2011,848,137
"S01000018","Aberdeen City",2011,520,66
"S01000019","Aberdeen City",2011,648,97
"S01000020","Aberdeen City",2011,914,160
"S01000021","Aberdeen City",2011,861,145
"S01000022","Aberdeen City",2011,627,43
"S01000023","Aberdeen City",2011,762,53
"S01000024","Aberdeen City",2011,519,40
"S01000025","Aberdeen City",2011,865,72
"S01000026","Aberdeen City",2011,849,195
"S01000027","Aberdeen City",2011,798,70
"S01000028","Aberdeen City",2011,919,204
"S01000029","Aberdeen City",2011,729,30
"S01000030","Aberdeen City",2011,449,91
"S01000031","Aberdeen City",2011,941,110
"S01000032","Aberdeen City",2011,1063,216
"S01000033","Aberdeen City",2011,802,177
"S01000034","Aberdeen City",2011,1238,66
"S01000035","Aberdeen City",2011,1034,136
"S01000036","Aberdeen City",2011,683,132
"S01000037","Aberdeen City",2011,765,146
"S01000038","Aberdeen City",2011,678,144
"S01000039","Aberdeen City",2011,902,167
"S01000040","Aberdeen City",2011,934,162
"S01000041","Aberdeen City",2011,831,155
"S01000042","Aberdeen City",2011,755,177
"S01000043","Aberdeen City",2011,896,150
"S01000044","Aberdeen City",2011,959,205
"S01000045","Aberdeen City",2011,569,62
"S01000046","Aberdeen City",2011,754,77
"S01000047","Aberdeen City",2011,807,163
"S01000048","Aberdeen City",2011,960,102
"S01000049","Aberdeen City",2011,747,108
"S01000050","Aberdeen City",2011,744,107
"S01000051","Aberdeen City",2011,797,96
"S01000052","Aberdeen City",2011,627,151
"S01000053","Aberdeen City",2011,1100,205
"S01000054","Aberdeen City",2011,801,115
"S01000055","Aberdeen City",2011,803,209
"S01000056","Aberdeen City",2011,1014,108
"S01000057","Aberdeen City",2011,699,118
"S01000058","Aberdeen City",2011,712,50
"S01000059","Aberdeen City",2011,957,62
"S01000060","Aberdeen City",2011,634,132
"S01000061","Aberdeen City",2011,1001,116
"S01000062","Aberdeen City",2011,1038,78
"S01000063","Aberdeen City",2011,910,72
"S01000064","Aberdeen City",2011,623,105
"S01000065","Aberdeen City",2011,1002,125
"S01000066","Aberdeen City",2011,959,185
"S01000067","Aberdeen City",2011,1065,153
"S01000068","Aberdeen City",2011,879,127
"S01000069","Aberdeen City",2011,718,163
"S01000070","Aberdeen City",2011,658,98
"S01000071","Aberdeen City",2011,812,171
"S01000072","Aberdeen City",2011,907,173
"S01000073","Aberdeen City",2011,630,59
"S01000074","Aberdeen City",2011,870,180
"S01000075","Aberdeen City",2011,539,77
"S01000076","Aberdeen City",2011,721,56
"S01000077","Aberdeen City",2011,951,72
"S01000078","Aberdeen City",2011,1097,164
"S01000079","Aberdeen City",2011,1448,93
"S01000080","Aberdeen City",2011,1015,70
"S01000081","Aberdeen City",2011,889,67
"S01000082","Aberdeen City",2011,933,196
"S01000083","Aberdeen City",2011,774,70
"S01000084","Aberdeen City",2011,859,143
"S01000085","Aberdeen City",2011,520,47
"S01000086","Aberdeen City",2011,725,82
"S01000087","Aberdeen City",2011,1071,132
"S01000088","Aberdeen City",2011,934,67
"S01000089","Aberdeen City",2011,947,111
"S01000090","Aberdeen City",2011,769,54
"S01000091","Aberdeen City",2011,1096,129
"S01000092","Aberdeen City",2011,906,68
"S01000093","Aberdeen City",2011,735,55
"S01000094","Aberdeen City",2011,712,47
"S01000095","Aberdeen City",2011,717,72
"S01000096","Aberdeen City",2011,690,128
"S01000097","Aberdeen City",2011,1001,72
"S01000098","Aberdeen City",2011,1240,123
"S01000099","Aberdeen City",2011,811,76
"S01000100","Aberdeen City",2011,871,82
"S01000101","Aberdeen City",2011,888,66
"S01000102","Aberdeen City",2011,795,128
