"output_area","All people aged 16 - 74","Number of people aged 16 - 74 Economically active Employees Part-time","Number of people aged 16 - 74 Economically active Employees Full-time","Number of people aged 16 - 74 Economically active Self employed","Number of people aged 16 - 74 Economically active Unemployed","Number of people aged 16 - 74 Economically active Full-time student","Number of people aged 16 - 74 Economically inactive Retired","Number of people aged 16 - 74 Economically inactive Student","Number of people aged 16 - 74 Economically inactive Looking after home/family","Number of people aged 16 - 74 Economically inactive Permanently sick/disabled","Number of people aged 16 - 74 Economically inactive Other","Number of unemployed people aged 16-74: Aged 16-24 years","Number of unemployed people aged 16-74: Aged 50 years and over","Number of unemployed people aged 16-74 who have never worked","Number of unemployed people aged 16-74 who are long-term unemployed"
"60RE000118",118,6,40,4,9,2,7,5,19,19,7,39,0,13,52
"60RE000119",99,14,34,2,4,1,29,1,4,8,2,25,0,0,25
"60RE000120",81,10,32,5,1,7,15,1,0,8,2,0,81,0,81
"60RE000121",81,11,32,2,5,0,10,3,7,9,2,0,16,0,16
"60RE000122",57,3,23,5,1,0,22,0,0,0,3,0,0,0,0
"60RE000123",76,9,42,3,1,2,6,0,6,3,4,0,0,0,76
"60RE000124",86,4,32,8,4,1,16,1,7,7,6,0,0,22,22
"60RE000125",58,1,25,3,3,1,9,3,8,4,1,0,0,0,19
"60RE000126",39,4,21,4,0,3,4,1,0,2,0,0,0,0,0
"60RE000127",118,13,44,7,7,1,18,3,12,5,8,51,0,17,34
"60RE000128",42,3,18,0,4,2,7,3,0,4,1,42,0,10,0
"60RE000129",138,18,51,3,6,3,20,8,13,12,4,115,0,0,46
"60RE000130",81,10,25,2,7,0,8,0,12,13,4,23,23,0,46
"60RE000131",76,6,36,2,3,2,16,0,2,6,3,0,25,0,51
"60RE000132",80,10,34,2,5,2,10,0,5,7,5,64,0,0,16
"60RE000133",78,8,34,10,2,2,10,1,5,4,2,78,0,0,39
"60RE000134",43,1,8,1,2,0,18,0,5,5,3,0,0,0,0
"60RE000135",70,9,22,7,6,0,10,2,5,7,2,35,0,0,12
"60RE000136",42,6,15,4,1,1,8,0,1,4,2,42,0,42,0
"60RE000137",124,13,60,3,9,3,10,3,8,12,3,28,14,28,55
"60RE000138",122,12,49,7,4,4,28,3,4,7,4,30,0,0,61
"60RE000139",82,8,33,2,0,1,21,3,4,7,3,0,0,0,0
"60RE000140",90,13,40,8,3,1,12,6,4,1,2,0,0,0,30
"60RE000141",128,18,43,4,20,2,8,3,15,9,6,38,6,13,32
"60RE000142",136,25,36,5,18,4,11,5,12,14,6,38,8,15,76
"60RE000143",123,17,58,9,2,5,11,2,6,7,6,0,0,0,0
"60RE000144",53,5,21,1,3,0,4,5,8,5,1,0,18,0,35
"60RE000145",90,9,39,4,3,1,12,4,4,12,2,0,30,0,60
"60RE000146",114,14,43,18,1,3,18,1,7,7,2,0,0,0,0
"60RE000147",81,9,24,12,1,5,17,6,7,0,0,0,0,0,81
"60RE000148",130,6,34,20,9,10,13,4,1,30,3,58,29,0,29
"60RE000149",101,4,41,13,11,2,16,2,4,4,4,37,9,18,46
"60RE000150",61,6,19,9,6,4,5,1,3,4,4,10,30,10,30
"60RE000151",63,7,25,2,6,2,0,5,1,11,4,21,0,11,21
"60RE000152",73,7,33,3,9,2,1,10,4,1,3,24,0,8,24
"60RE000153",101,5,49,5,11,3,10,9,2,3,4,9,9,0,46
"60RE000154",89,2,48,12,9,2,6,4,3,1,2,10,20,0,40
"60RE000155",36,2,13,0,3,1,1,2,6,7,1,0,0,0,36
"60RE000156",56,6,21,2,4,2,7,2,3,3,6,0,14,0,14
"60RE000157",96,6,22,1,6,0,25,5,5,18,8,0,48,0,80
"60RE000158",43,5,10,1,1,1,13,0,4,4,4,0,0,0,0
"60RE000159",77,7,31,5,5,7,1,10,1,6,4,15,0,0,31
"60RE000160",57,4,17,2,9,3,5,5,2,9,1,13,6,0,25
"60RE000161",77,10,26,6,1,2,15,9,5,2,1,0,0,0,0
"60RE000162",124,15,42,20,2,5,26,3,7,0,4,0,0,0,62
"60RE000163",123,24,45,18,2,2,20,1,6,1,4,123,0,0,62
"60RE000164",85,7,21,11,2,0,28,3,8,3,2,0,42,0,0
"60RE000165",66,3,25,18,0,1,14,2,1,0,2,0,0,0,0
"60RE000166",63,3,21,15,2,4,7,1,3,5,2,32,32,0,0
"60RE000167",102,5,30,12,0,2,31,2,5,12,3,0,0,0,0
"60RE000168",96,12,29,16,7,2,17,5,5,3,0,27,27,0,27
"60RE000169",78,7,28,6,0,4,13,3,9,7,1,0,0,0,0
"60RE000170",128,20,47,18,3,3,15,7,10,2,3,43,0,0,0
"60RE000171",31,4,8,6,1,2,8,0,1,1,0,0,0,0,31
"60RE000172",83,14,26,10,3,2,14,5,5,3,1,28,28,0,28
"60RE000173",97,6,41,10,3,1,21,3,4,6,2,0,32,0,32
"60RE000174",88,12,28,11,3,4,17,5,2,5,1,0,29,29,59
"60RE000175",88,9,19,10,2,0,33,3,6,6,0,44,0,0,88
"60RE000176",63,7,16,10,1,2,20,3,2,1,1,0,63,0,63
"60RE000177",50,1,5,2,4,0,33,2,2,1,0,0,0,0,38
"60RE000178",57,7,22,11,3,0,11,2,1,0,0,0,19,0,38
"60RE000179",63,4,22,8,0,0,15,4,5,3,2,0,0,0,0
"60RE000180",120,7,47,17,4,3,26,4,3,7,2,0,60,0,60
"60RE000181",67,9,22,10,1,0,18,2,2,1,2,0,67,0,67
"60RE000182",89,12,30,8,4,1,19,2,6,4,3,44,44,0,22
"60RE000183",98,10,33,8,3,1,27,4,4,7,1,33,0,0,0
"60RE000184",125,14,41,21,5,4,23,4,5,2,6,50,25,0,50
"60RE000185",65,2,26,4,3,0,17,1,2,7,3,0,43,0,65
"60RE000186",147,20,65,3,10,2,18,4,4,16,5,88,15,15,29
"60RE000187",76,4,34,1,1,0,23,2,2,7,2,0,0,76,0
"60RE000188",57,12,19,4,1,0,16,1,3,1,0,0,0,0,0
"60RE000189",95,18,39,5,5,2,14,1,2,7,2,19,19,19,19
"60RE000190",60,7,25,0,1,1,16,5,0,2,3,60,0,0,0
"60RE000191",101,20,31,5,4,2,27,2,5,5,0,50,25,25,0
"60RE000192",81,7,26,5,3,0,29,4,2,5,0,27,27,0,27
"60RE000193",85,9,27,8,7,4,16,3,4,4,3,49,24,0,12
"60RE000194",96,13,45,2,2,2,14,8,5,3,2,0,96,0,48
"60RE000195",85,4,29,8,5,4,22,1,4,6,2,0,51,0,51
"60RE000196",64,7,27,9,1,0,14,0,1,3,2,0,64,0,0
"60RE000197",70,5,32,5,1,2,15,1,2,4,3,0,0,0,70
"60RE000198",77,5,27,13,1,5,16,2,4,2,2,0,0,77,0
"60RE000199",163,33,66,12,4,6,11,8,9,12,2,82,0,0,41
"60RE000200",135,21,64,3,9,5,7,3,10,8,5,60,45,15,45
"60RE000201",154,30,53,5,12,6,7,13,10,11,7,77,64,26,26
"60RE000202",130,30,54,4,6,5,9,4,9,5,4,43,43,22,22
"60RE000203",117,16,45,4,7,3,13,7,6,11,5,50,0,17,17
"60RE000204",90,13,35,1,6,4,8,5,8,10,0,15,15,0,15
"60RE000205",88,18,29,1,6,0,13,2,7,10,2,44,0,15,0
"60RE000206",105,18,36,4,6,2,6,5,12,12,4,52,0,0,52
"60RE000207",99,11,34,3,8,4,14,3,6,12,4,12,0,0,37
"60RE000208",152,25,59,6,12,1,14,11,12,10,2,76,13,51,51
"60RE000209",122,17,51,3,11,5,10,7,9,7,2,33,11,11,67
"60RE000210",110,17,36,3,13,2,6,9,15,6,3,59,17,8,42
"60RE000211",100,9,33,2,7,0,30,1,5,7,6,43,29,14,43
"60RE000212",122,14,47,1,6,3,30,3,2,10,6,61,20,0,41
"60RE000213",79,4,25,4,2,4,21,2,3,11,3,40,0,0,0
"60RE000214",103,15,36,3,3,0,25,3,5,8,5,34,0,34,0
"60RE000215",58,8,18,2,3,2,9,1,7,7,1,19,0,0,19
"60RE000216",85,15,28,0,3,4,16,5,5,8,1,0,57,0,28
"60RE000217",79,5,22,1,7,0,27,2,5,6,4,11,23,11,34
"60RE000218",75,7,27,1,2,1,22,3,2,8,2,38,0,0,38
"60RE000219",81,11,24,5,5,0,18,0,4,10,4,16,32,0,32
"60RE000220",89,11,41,8,0,6,4,8,8,3,0,0,0,0,0
"60RE000221",80,10,27,1,2,3,25,3,3,4,2,0,0,0,40
"60RE000222",48,5,21,0,1,0,13,1,2,3,2,0,0,0,0
"60RE000223",68,8,20,1,4,2,19,1,1,8,4,0,0,0,17
"60RE000224",111,12,40,2,9,0,37,2,2,5,2,25,0,0,49
"60RE000225",65,10,31,2,2,1,14,0,2,3,0,32,0,0,0
"60RE000226",75,10,22,5,6,1,23,1,3,1,3,25,25,0,50
"60RE000227",124,11,50,6,3,1,32,1,10,6,4,41,0,83,0
"60RE000228",116,10,36,6,6,1,39,1,3,7,7,19,39,0,39
"60RE000229",150,29,69,9,4,6,16,5,5,4,3,38,0,75,38
"60RE000230",113,12,62,6,1,6,16,2,4,2,2,0,0,0,0
"60RE000231",131,22,60,12,3,7,11,2,6,3,5,0,0,0,44
"60RE000232",169,22,77,17,6,7,17,5,8,7,3,56,84,0,56
"60RE000233",124,17,57,7,6,6,11,7,5,7,1,21,62,0,41
"60RE000234",123,16,56,10,1,8,11,7,6,7,1,0,0,0,0
"60RE000235",90,14,45,4,4,4,12,1,3,1,2,22,22,0,22
"60RE000236",99,13,45,7,0,7,17,3,3,2,2,0,0,0,0
"60RE000237",76,8,23,3,0,5,27,3,2,4,1,0,0,0,0
"60RE000238",80,11,33,3,4,3,10,3,5,7,1,40,40,0,20
"60RE000239",89,9,45,3,2,0,11,3,5,7,4,44,0,0,0
"60RE000240",68,11,23,2,1,2,13,4,2,8,2,0,0,0,68
"60RE000241",113,13,44,2,2,3,28,4,1,13,3,56,56,0,0
"60RE000242",59,8,17,0,0,0,23,0,2,7,2,0,0,0,0
"60RE000243",73,13,22,1,4,3,12,1,5,10,2,0,18,0,18
"60RE000244",92,14,40,2,4,6,12,3,5,5,1,0,69,0,92
"60RE000245",107,15,45,2,2,1,15,3,8,9,7,0,54,0,0
"60RE000246",75,8,40,1,1,2,11,3,4,3,2,75,0,75,0
"60RE000247",85,17,31,2,4,2,8,5,7,8,1,21,21,0,0
"60RE000248",76,14,21,4,5,2,16,4,3,4,3,30,0,0,15
"60RE000249",65,14,23,1,7,3,8,1,3,5,0,9,28,0,9
"60RE000250",73,9,29,2,6,0,16,2,2,5,2,61,12,24,0
"60RE000251",105,11,49,8,3,1,21,0,5,4,3,70,0,0,0
"60RE000252",74,5,16,10,7,2,12,5,6,7,4,32,11,0,32
"60RE000253",79,11,24,4,5,2,19,1,5,5,3,16,32,0,16
"60RE000254",56,2,23,3,4,2,2,2,2,13,3,0,28,0,28
"60RE000255",96,17,26,3,9,0,20,4,4,10,3,0,21,0,32
"60RE000256",74,9,26,5,0,1,26,0,2,4,1,0,0,0,0
"60RE000257",89,14,18,3,8,0,18,7,8,6,7,44,0,0,22
"60RE000258",65,7,15,5,0,5,11,6,6,10,0,0,0,0,0
"60RE000259",107,11,38,8,2,3,25,8,3,7,2,0,54,0,0
"60RE000260",68,10,25,2,1,1,17,2,3,3,4,0,68,0,68
"60RE000261",74,3,37,4,1,2,14,0,5,6,2,74,0,0,0
"60RE000262",49,1,24,7,1,0,10,1,1,0,4,0,49,0,0
"60RE000263",67,13,24,9,2,2,12,1,2,1,1,67,0,0,0
"60RE000264",112,17,28,6,1,1,42,4,4,6,3,0,0,0,112
"60RE000265",91,10,27,6,2,2,28,2,6,5,3,0,46,0,46
"60RE000266",74,8,25,8,1,1,20,2,6,2,1,0,0,0,74
"60RE000267",114,7,43,10,3,4,26,6,6,5,4,38,0,0,0
"60RE000268",126,12,43,23,2,4,25,4,5,2,6,0,126,0,126
"60RE000269",86,3,24,4,1,1,36,3,9,4,1,86,0,0,0
"60RE000270",88,8,28,8,2,1,21,3,12,3,2,0,88,0,0
"60RE000271",101,7,34,15,2,1,16,9,12,1,4,0,50,0,0
"60RE000272",126,19,45,19,4,6,14,5,11,0,3,94,0,0,32
"60RE000273",115,13,29,13,3,2,45,3,3,3,1,38,77,38,0
"60RE000274",122,18,38,17,3,5,24,6,10,1,0,81,0,0,0
"60RE000275",93,3,38,8,1,2,22,4,9,5,1,0,0,0,93
"60RE000276",117,10,51,7,3,4,20,5,9,5,3,39,39,0,0
"60RE000277",105,16,41,8,2,4,21,1,7,3,2,105,0,52,0
"60RE000278",113,20,48,7,1,4,20,5,5,0,3,0,113,0,0
"60RE000279",94,9,50,1,5,7,11,1,5,2,3,0,56,0,0
"60RE000280",102,9,54,7,2,5,12,3,6,2,2,51,51,51,0
"60RE000281",105,9,40,12,1,1,33,4,4,0,1,105,0,0,0
"60RE000282",87,11,33,2,2,3,22,3,3,6,2,44,0,0,44
"60RE000283",95,11,35,3,2,5,25,3,7,3,1,95,0,0,48
"60RE000284",75,5,30,3,0,2,28,1,1,3,2,0,0,0,0
"60RE000285",86,13,30,10,3,2,17,3,2,2,4,57,29,0,29
"60RE000286",109,15,51,6,3,7,8,4,4,9,2,36,36,0,0
"60RE000287",105,13,44,9,0,2,24,4,4,3,2,0,0,0,0
"60RE000288",74,9,32,5,4,1,13,4,3,2,1,0,37,18,37
"60RE000289",68,6,22,5,1,0,25,3,3,3,0,0,0,0,68
"60RE000290",86,7,19,5,0,2,36,2,5,7,3,0,0,0,0
"60RE000291",84,9,26,4,2,2,35,2,1,2,1,0,42,0,84
"60RE000292",87,3,28,9,2,3,32,2,5,3,0,0,44,0,44
"60RE000293",75,11,27,8,2,1,16,3,3,1,3,0,0,0,0
"60RE000294",113,12,32,18,0,4,28,7,8,0,4,0,0,0,0
"60RE000295",82,12,24,8,2,1,25,2,4,2,2,0,41,0,0
"60RE000296",92,11,27,14,3,1,22,4,6,2,2,31,31,31,0
"60RE000297",92,9,28,10,2,2,26,2,8,3,2,0,46,0,0
"60RE000298",117,14,41,17,4,8,13,4,8,4,4,58,0,29,0
"60RE000299",77,5,24,10,0,3,16,5,7,3,4,0,0,0,0
"60RE000300",62,8,17,8,1,4,14,2,2,1,5,0,62,0,0
"60RE000301",68,9,17,13,0,2,17,1,3,3,3,0,0,0,0
"60RE000302",74,7,15,11,2,2,23,1,5,7,1,37,0,0,0
"60RE000303",141,18,45,14,5,1,35,11,5,5,2,28,0,28,28
"60RE000304",63,7,23,4,1,2,19,3,1,1,2,0,0,0,0
"60RE000305",70,11,26,11,1,4,11,2,3,0,1,70,0,0,0
"60RE000306",67,6,27,4,0,5,13,1,5,3,3,0,0,0,0
"60RE000307",120,18,41,13,2,3,24,5,10,2,2,60,0,0,0
"60RE000308",77,12,32,5,0,2,15,2,3,2,4,0,0,0,0
"60RE000309",123,8,20,7,0,3,19,1,5,52,8,0,0,0,0
"60RE000310",78,7,29,5,1,4,24,3,2,2,1,0,0,0,0
"60RE000311",81,9,25,3,3,2,31,1,4,3,0,0,54,0,54
"60RE000312",69,6,23,6,0,3,23,2,4,1,1,0,0,0,0
"60RE000313",57,4,17,5,3,3,11,4,2,6,2,0,0,0,0
"60RE000314",59,7,13,6,1,0,25,1,2,3,1,0,59,0,0
"60RE000315",68,6,33,4,3,1,6,2,2,8,3,23,0,0,0
"60RE000316",81,11,13,1,5,2,15,2,8,20,4,0,49,0,49
"60RE000317",94,13,26,3,6,2,18,3,4,12,7,16,16,0,63
"60RE000318",69,6,20,4,1,0,16,1,5,10,6,0,0,0,0
"60RE000319",69,8,25,8,2,0,7,0,4,4,11,0,34,0,34
"60RE000320",74,14,18,2,10,4,9,1,4,9,3,7,22,7,44
"60RE000321",72,6,16,1,18,1,14,0,3,8,5,20,12,12,44
"60RE000322",77,6,33,3,8,4,11,2,2,5,3,38,0,10,29
"60RE000323",43,2,14,1,2,1,12,1,0,9,1,0,0,0,22
"60RE000324",64,9,20,0,6,0,7,1,12,3,6,21,0,11,11
"60RE000325",65,12,17,1,2,2,9,1,8,12,1,0,32,0,0
"60RE000326",53,4,15,1,2,2,11,2,7,7,2,0,0,0,53
"60RE000327",84,12,22,1,8,1,11,6,9,9,5,32,0,0,21
"60RE000328",76,8,21,0,7,2,1,4,7,11,15,22,0,11,33
"60RE000329",69,8,20,0,9,0,4,4,7,12,5,8,15,0,31
"60RE000330",68,2,53,1,3,0,2,1,3,3,0,0,45,0,0
"60RE000331",59,5,29,5,3,1,3,1,3,7,2,20,0,20,20
"60RE000332",73,10,32,5,3,3,10,0,5,4,1,0,0,0,24
"60RE000333",93,6,52,8,5,2,11,4,2,1,2,37,19,0,19
"60RE000334",116,13,49,7,2,2,28,1,5,8,1,0,0,0,58
"60RE000335",94,15,38,7,1,3,13,3,4,8,2,0,0,0,0
"60RE000336",90,11,40,10,4,3,11,1,4,4,2,22,45,0,0
"60RE000337",69,12,23,4,2,1,20,1,1,3,2,0,34,0,34
"60RE000338",80,7,45,2,4,3,10,2,3,3,1,0,60,0,60
"60RE000339",69,6,22,1,3,1,15,2,7,9,3,23,23,0,0
"60RE000340",58,7,15,3,5,0,13,3,4,6,2,0,0,0,12
"60RE000341",100,11,31,1,4,4,24,1,4,15,5,25,50,0,50
"60RE000342",68,9,24,1,2,2,10,2,3,10,5,34,0,0,34
"60RE000343",94,8,42,9,2,1,13,0,5,10,4,0,47,0,47
"60RE000344",67,9,28,4,0,3,16,1,3,1,2,0,0,0,0
"60RE000345",117,13,38,5,6,3,18,5,4,17,8,58,20,0,20
"60RE000346",48,4,21,5,2,4,7,1,0,3,1,0,0,0,24
"60RE000347",91,14,33,3,3,1,15,2,2,14,4,30,61,61,0
"60RE000348",56,9,17,1,5,2,5,0,3,9,5,45,0,11,22
"60RE000349",65,14,22,2,4,0,11,2,1,7,2,0,16,0,16
"60RE000350",97,12,26,5,9,2,9,1,12,16,5,54,0,54,11
"60RE000351",115,10,30,2,5,3,25,4,13,12,11,23,46,0,69
"60RE000352",111,13,25,0,12,1,8,3,14,18,17,28,9,9,74
"60RE000353",115,12,23,2,7,1,38,2,7,15,8,66,0,49,49
"60RE000354",59,2,5,1,13,0,3,2,11,11,11,27,0,27,9
"60RE000355",74,1,19,1,9,1,6,2,6,18,11,25,8,25,25
"60RE000356",67,12,21,5,4,1,7,2,8,5,2,0,0,0,34
"60RE000357",90,13,19,1,12,5,9,4,14,6,7,22,15,0,52
"60RE000358",98,15,28,1,12,0,15,2,9,11,5,33,0,24,33
"60RE000359",52,5,10,1,6,3,3,2,7,11,4,35,9,9,9
"60RE000360",52,6,14,0,11,2,4,0,5,6,4,19,0,5,19
"60RE000361",80,10,16,0,15,2,2,7,11,4,13,43,11,11,27
"60RE000362",60,11,32,1,4,0,6,3,0,2,1,30,0,15,30
"60RE000363",62,11,21,1,8,0,4,2,7,5,3,31,0,8,39
"60RE000364",126,14,40,5,10,1,23,6,10,14,3,50,13,0,50
"60RE000365",132,18,39,3,5,2,19,5,14,21,6,53,26,0,26
"60RE000366",103,18,27,2,3,3,19,0,8,20,3,34,0,0,34
"60RE000367",127,12,21,0,19,4,10,4,19,17,21,33,13,13,53
"60RE000368",109,11,26,1,17,2,14,3,14,17,4,13,0,6,38
"60RE000369",81,5,14,0,15,0,7,4,12,15,9,16,5,11,32
"60RE000370",73,9,19,0,5,2,5,5,10,16,2,44,0,15,29
"60RE000371",75,7,27,2,5,0,10,3,4,8,9,15,15,15,30
"60RE000372",149,28,83,11,1,4,6,2,9,2,3,149,0,0,0
"60RE000373",127,17,69,8,4,2,10,7,4,5,1,95,32,0,0
"60RE000374",41,5,11,2,3,1,9,0,1,9,0,0,0,0,27
"60RE000375",136,17,64,6,0,7,21,8,7,5,1,0,0,0,0
"60RE000376",137,20,60,5,4,5,23,2,4,10,4,68,68,0,68
"60RE000377",82,7,35,6,8,2,17,1,1,4,1,20,41,0,31
"60RE000378",89,17,43,5,1,3,11,4,1,2,2,89,0,0,0
"60RE000379",98,15,42,3,5,3,9,2,10,7,2,59,20,39,20
"60RE000380",71,8,32,2,2,1,15,0,1,8,2,0,0,36,36
"60RE000381",74,8,32,2,3,1,13,4,3,6,2,0,25,0,25
"60RE000382",49,3,24,1,5,0,7,1,1,2,5,10,0,10,20
"60RE000383",48,2,11,2,2,1,22,1,2,5,0,0,0,0,24
"60RE000384",64,5,23,1,3,0,13,3,3,10,3,0,0,0,21
"60RE000385",80,8,30,0,5,2,26,2,1,5,1,48,0,0,16
"60RE000386",57,4,19,1,3,1,19,0,5,4,1,19,19,0,0
"60RE000387",83,11,24,3,1,1,25,6,4,3,5,0,83,0,83
"60RE000388",76,10,23,3,3,3,25,3,1,5,0,51,0,0,25
"60RE000389",51,5,13,1,0,0,21,0,5,5,1,0,0,0,0
"60RE000390",56,3,16,3,4,1,15,1,1,3,9,14,28,0,14
"60RE000391",47,7,15,2,6,2,9,0,0,4,2,8,16,0,8
"60RE000392",49,6,23,2,0,1,9,0,3,4,1,0,0,0,0
"60RE000393",66,6,26,0,6,3,8,2,4,10,1,0,0,0,11
"60RE000394",77,10,24,2,8,3,15,0,5,6,4,19,19,0,10
"60RE000395",101,16,49,3,3,2,18,3,3,1,3,34,0,34,0
"60RE000396",93,13,41,5,1,4,18,3,2,5,1,0,0,0,0
"60RE000397",145,20,85,13,4,10,7,1,1,4,0,72,36,36,72
"60RE000398",116,13,62,4,4,3,13,1,6,9,1,58,29,0,0
"60RE000399",59,6,16,4,6,2,7,1,7,7,3,20,0,0,10
"60RE000400",46,3,NA,1,2,0,21,0,1,14,4,0,23,0,46
"60RE000401",48,1,3,0,0,0,30,0,2,10,2,0,0,0,0
"60RE000402",80,4,19,3,3,1,28,2,1,14,5,0,27,0,27
"60RE000403",59,5,13,2,3,1,10,2,7,6,10,0,0,0,20
"60RE000404",48,2,15,0,2,2,7,3,7,10,0,0,0,0,0
"60RE000405",83,10,20,3,7,4,13,1,10,13,2,0,12,12,36
"60RE000406",85,10,16,2,19,2,14,2,5,9,6,13,9,4,40
"60RE000407",72,9,16,4,6,2,6,1,7,10,11,12,12,12,36
"60RE000408",103,15,50,9,2,8,7,2,4,5,1,52,0,0,52
"60RE000409",58,4,25,3,2,2,13,0,4,2,3,29,29,0,0
"60RE000410",182,19,44,6,3,26,11,57,4,7,5,61,0,0,0
"60RE000411",79,9,20,3,6,0,26,2,0,6,7,13,26,40,26
"60RE000412",52,4,16,0,4,2,5,1,1,16,3,26,0,0,26
"60RE000413",73,6,28,4,2,1,16,5,3,5,3,36,0,0,73
"60RE000414",68,9,20,3,6,0,19,0,4,6,1,23,11,0,34
"60RE000415",74,10,32,3,4,0,11,1,5,7,1,18,18,0,18
"60RE000416",74,13,34,0,3,0,16,1,3,2,2,25,25,0,49
"60RE000417",74,8,29,4,2,2,7,6,4,5,7,37,0,0,37
"60RE000418",127,18,44,3,6,3,30,3,6,9,5,21,0,0,42
"60RE000419",90,11,24,5,6,2,24,0,6,7,5,30,15,0,15
"60RE000420",140,22,56,4,4,3,20,6,6,11,8,35,35,0,70
"60RE000421",123,12,47,4,4,5,20,1,5,21,4,31,31,0,92
"60RE000422",99,20,33,3,4,3,20,0,5,8,3,74,0,25,25
"60RE000423",111,14,47,4,8,1,12,2,7,7,9,14,42,0,28
"60RE000424",65,10,19,2,1,4,11,2,6,6,4,0,0,0,0
"60RE000425",106,21,34,2,10,1,6,7,12,7,6,21,21,0,42
"60RE000426",74,7,18,3,10,3,8,0,8,13,4,44,0,7,15
"60RE000427",119,16,24,2,6,8,9,6,13,25,10,99,0,20,20
"60RE000428",127,16,45,3,8,5,14,6,9,14,7,64,0,48,16
"60RE000429",103,16,28,1,6,2,18,5,7,11,9,52,0,17,34
"60RE000430",106,15,28,5,3,3,17,7,5,13,10,106,0,35,0
"60RE000431",69,3,19,3,4,1,18,2,2,13,4,0,17,17,34
"60RE000432",102,12,30,7,4,0,30,3,3,9,4,51,0,26,0
"60RE000433",69,10,24,0,3,2,10,1,6,9,4,23,0,0,46
"60RE000434",76,9,19,1,7,0,8,6,7,16,3,22,11,11,11
"60RE000435",77,5,26,1,3,2,15,2,4,9,10,0,77,26,26
"60RE000436",56,6,15,1,6,1,13,2,3,4,5,28,19,9,9
"60RE000437",64,11,15,0,8,0,3,3,8,9,7,24,16,16,24
"60RE000438",63,10,13,2,10,0,8,2,5,5,8,19,0,19,6
"60RE000439",83,12,19,1,10,1,12,3,9,12,4,33,17,8,42
"60RE000440",35,2,7,2,7,1,2,0,8,4,2,15,0,5,10
"60RE000441",92,12,19,0,13,1,10,5,10,13,9,35,0,21,28
"60RE000442",104,12,42,1,8,0,7,6,7,17,4,65,13,13,13
"60RE000443",84,11,31,3,8,1,10,1,2,11,6,21,10,0,21
"60RE000444",86,7,28,1,7,0,13,2,5,16,7,37,12,12,37
"60RE000445",135,15,59,3,11,5,13,4,7,12,6,74,0,25,25
"60RE000446",88,20,34,0,2,1,9,2,7,4,9,0,0,0,0
"60RE000447",67,8,26,4,4,2,9,0,3,9,2,17,34,0,0
"60RE000448",80,2,33,7,3,2,28,2,1,0,2,0,53,0,80
"60RE000449",70,8,27,3,0,2,14,1,3,10,2,0,0,0,0
"60RE000450",83,13,31,4,1,2,21,2,5,3,1,83,0,0,0
"60RE000451",85,13,34,4,0,4,14,7,5,2,2,0,0,0,0
"60RE000452",51,7,16,7,0,1,10,3,3,2,2,0,0,0,0
"60RE000453",133,14,51,8,2,9,25,8,8,6,2,0,0,0,0
"60RE000454",81,14,21,6,2,3,22,0,5,6,2,0,0,0,40
"60RE000455",79,15,27,9,2,2,18,2,3,1,0,0,0,0,0
"60RE000456",128,13,53,13,0,4,25,6,6,6,2,0,0,0,0
"60RE000457",53,6,18,5,4,1,9,0,4,3,3,0,13,0,13
"60RE000458",42,4,15,10,0,4,4,2,2,0,1,0,0,0,0
"60RE000459",110,16,55,7,1,4,18,4,2,1,2,110,0,0,0
"60RE000460",85,12,44,5,4,4,7,3,3,2,1,42,0,42,0
"60RE000461",119,12,41,10,3,3,34,2,4,8,2,0,40,40,40
"60RE000462",75,9,31,9,0,1,14,3,4,1,3,0,0,0,0
"60RE000463",73,6,27,5,3,2,15,3,2,9,1,0,24,0,73
"60RE000464",94,10,42,6,2,3,23,1,5,2,0,94,0,47,0
"60RE000465",70,10,24,9,0,3,20,0,0,2,2,0,0,0,0
"60RE000466",67,6,33,4,0,1,17,1,0,5,0,0,0,0,0
"60RE000467",92,7,27,14,1,4,23,4,4,7,1,0,0,0,0
"60RE000468",79,7,42,6,4,1,5,3,0,9,2,0,20,0,59
"60RE000469",98,12,30,6,6,3,25,2,6,6,2,0,0,0,49
"60RE000470",81,2,33,5,1,3,23,1,3,9,1,0,0,0,0
"60RE000471",58,9,11,6,0,1,19,4,2,6,0,0,0,0,0
"60RE000472",83,7,29,4,3,0,27,1,4,7,1,55,28,0,0
"60RE000473",68,9,18,3,1,2,25,4,2,3,1,0,68,0,68
"60RE000474",76,10,26,9,1,4,18,3,3,1,1,0,0,0,0
"60RE000475",121,15,55,12,3,4,15,5,4,5,3,40,81,0,0
"60RE000476",111,7,44,19,3,5,13,8,5,4,3,0,0,0,0
"60RE000477",64,11,32,5,2,1,6,2,1,4,0,0,32,0,32
"60RE000478",70,12,30,5,3,3,13,2,0,1,1,0,47,0,23
"60RE000479",89,15,38,4,2,2,15,3,7,3,0,0,44,0,44
"60RE000480",118,14,43,8,0,5,30,3,8,5,2,0,0,0,0
"60RE000481",55,8,26,2,1,0,10,0,3,5,0,0,0,0,0
"60RE000482",109,11,46,10,2,6,20,4,7,1,2,54,0,54,0
"60RE000483",145,12,62,9,3,6,30,4,4,10,5,48,0,0,48
"60RE000484",97,9,40,9,6,2,17,2,5,5,2,32,16,16,32
"60RE000485",75,5,35,5,2,2,15,3,3,4,1,0,0,0,0
