"output_area","All people aged 16 - 74","Number of people aged 16 - 74 Economically active Employees Part-time","Number of people aged 16 - 74 Economically active Employees Full-time","Number of people aged 16 - 74 Economically active Self employed","Number of people aged 16 - 74 Economically active Unemployed","Number of people aged 16 - 74 Economically active Full-time student","Number of people aged 16 - 74 Economically inactive Retired","Number of people aged 16 - 74 Economically inactive Student","Number of people aged 16 - 74 Economically inactive Looking after home/family","Number of people aged 16 - 74 Economically inactive Permanently sick/disabled","Number of people aged 16 - 74 Economically inactive Other","Number of unemployed people aged 16-74: Aged 16-24 years","Number of unemployed people aged 16-74: Aged 50 years and over","Number of unemployed people aged 16-74 who have never worked","Number of unemployed people aged 16-74 who are long-term unemployed"
"60QS004205",95,0,52,3,6,8,3,16,2,2,3,32,0,0,32
"60QS004206",63,3,26,4,2,16,4,5,1,2,0,0,0,0,32
"60QS004207",75,4,22,3,0,12,3,25,0,3,3,0,0,0,0
"60QS004208",112,4,35,4,6,14,2,42,3,0,2,56,0,0,19
"60QS004209",129,6,28,2,5,21,15,34,4,7,7,26,0,0,52
"60QS004210",86,1,32,5,2,11,0,31,1,0,3,43,0,0,43
"60QS004211",108,4,28,6,3,19,4,16,7,10,11,36,0,36,0
"60QS004212",105,10,29,7,2,17,1,24,1,6,8,105,0,0,52
"60QS004213",113,7,22,2,9,6,0,20,21,15,11,25,13,25,13
"60QS004214",89,6,10,4,12,1,13,1,4,27,11,30,7,7,30
"60QS004215",100,1,32,2,11,5,14,3,4,13,15,55,0,18,18
"60QS004216",78,0,32,2,3,21,0,20,0,0,0,26,0,0,0
"60QS004217",84,3,54,4,2,4,0,13,3,1,0,0,0,0,0
"60QS004218",156,9,78,9,7,17,2,23,2,5,4,45,22,0,22
"60QS004219",82,5,31,2,4,9,6,13,2,8,2,62,20,0,20
"60QS004220",71,3,18,1,5,7,6,17,3,8,3,14,0,0,28
"60QS004221",114,4,45,3,6,15,1,21,5,6,8,19,0,0,19
"60QS004222",112,6,53,20,3,4,3,9,5,5,4,37,0,0,37
"60QS004223",66,5,10,2,4,6,7,17,5,3,7,16,16,16,33
"60QS004224",97,2,36,1,2,12,2,24,2,9,7,0,0,0,0
"60QS004225",68,3,28,0,2,8,1,18,2,5,1,0,0,34,0
"60QS004226",121,7,73,8,3,5,4,15,0,1,5,0,0,0,0
"60QS004227",182,7,37,2,2,43,1,90,0,0,0,91,0,0,91
"60QS004228",251,1,3,0,3,45,0,199,0,0,0,167,0,84,84
"60QS004229",84,6,40,15,2,9,4,5,1,0,2,0,0,0,0
"60QS004230",130,11,60,11,5,8,7,20,2,5,1,78,0,26,0
"60QS004231",78,12,12,0,10,4,7,8,9,13,3,39,0,8,8
"60QS004232",44,1,3,4,4,0,16,0,0,13,3,11,11,0,33
"60QS004233",48,4,7,1,4,2,10,1,1,9,9,24,12,0,0
"60QS004234",134,8,50,4,8,14,7,27,6,0,10,34,17,34,50
"60QS004235",73,0,46,6,1,2,3,8,2,3,2,0,0,0,0
"60QS004236",64,1,38,2,3,2,3,12,1,2,0,21,0,21,21
"60QS004237",59,3,26,5,3,6,1,9,1,3,2,20,0,0,0
"60QS004238",61,1,19,1,6,8,4,15,1,4,2,20,41,0,41
"60QS004239",131,7,39,5,6,15,3,44,4,2,6,44,0,44,44
"60QS004240",77,5,24,0,3,2,21,1,3,13,5,0,0,26,51
"60QS004241",70,3,15,2,10,4,13,3,6,10,4,14,28,0,42
"60QS004242",205,5,128,21,6,16,4,10,7,5,3,0,68,0,34
"60QS004243",907,5,19,3,48,230,26,414,3,121,38,76,265,19,586
"60QS004244",80,1,28,0,1,3,16,9,6,11,5,80,0,0,0
"60QS004245",67,8,8,1,9,1,11,5,2,15,7,15,0,22,22
"60QS004246",100,6,12,0,6,10,17,18,4,18,9,33,0,17,33
"60QS004247",75,7,15,0,5,0,20,2,6,13,7,45,0,0,0
"60QS004248",58,3,5,0,5,2,9,6,9,13,6,12,23,0,23
"60QS004249",59,3,13,3,5,1,11,3,6,7,7,0,12,12,35
"60QS004250",74,3,10,1,5,0,11,7,10,21,6,0,0,15,0
"60QS004251",93,7,12,2,5,4,33,2,1,16,11,0,37,0,19
"60QS004252",65,3,14,1,3,0,26,0,0,15,3,0,22,0,43
"60QS004253",59,6,9,1,1,0,15,0,2,14,11,0,0,0,59
"60QS004254",80,4,19,0,3,1,26,0,2,23,2,0,27,0,27
"60QS004255",122,6,76,14,5,6,3,6,2,1,3,24,0,0,49
"60QS004256",108,9,72,7,1,6,1,5,4,1,2,0,108,0,0
"60QS004257",100,2,38,1,11,3,1,9,12,6,17,55,0,9,36
"60QS004258",70,6,44,6,1,4,1,3,4,1,0,0,0,0,0
"60QS004259",113,3,32,5,16,3,4,1,0,31,18,35,21,49,42
"60QS004260",65,5,36,6,3,5,4,3,2,0,1,0,43,0,43
"60QS004261",86,3,60,9,2,3,0,6,1,2,0,0,43,0,0
"60QS004262",109,9,18,0,6,1,25,4,4,29,13,18,0,0,36
"60QS004263",70,2,9,2,7,1,3,5,8,23,10,20,0,20,30
"60QS004264",84,1,10,2,17,2,7,3,9,19,14,25,25,5,64
"60QS004265",135,9,91,1,3,10,4,14,0,2,1,0,0,0,0
"60QS004266",60,4,6,3,2,1,17,1,3,18,5,30,0,0,0
"60QS004267",101,0,75,1,1,7,0,11,1,1,4,0,0,0,0
"60QS004268",99,3,56,2,1,11,1,15,1,6,3,0,0,0,99
"60QS004269",62,4,34,5,3,8,0,4,0,3,1,21,0,0,21
"60QS004270",57,5,13,0,3,2,5,0,6,17,6,0,0,0,0
"60QS004271",64,5,16,1,4,0,5,1,9,13,10,32,0,32,16
"60QS004272",94,2,15,3,4,4,21,2,5,28,10,24,0,24,24
"60QS004273",45,1,10,0,4,4,6,2,3,14,1,11,0,11,0
"60QS004274",47,4,7,2,4,0,9,2,2,13,4,24,0,12,12
"60QS004275",45,0,7,0,0,2,11,0,5,12,8,0,0,0,0
"60QS004276",53,1,7,0,12,1,10,0,9,8,5,18,4,9,31
"60QS004277",115,5,23,1,6,2,27,5,10,23,13,0,77,0,115
"60QS004278",82,8,9,1,11,1,14,4,6,18,10,22,0,15,37
"60QS004279",65,4,11,1,6,0,5,3,11,20,4,22,11,0,22
"60QS004280",71,4,6,1,6,0,8,2,7,22,15,0,24,0,12
"60QS004281",97,7,17,1,12,0,8,3,16,25,8,40,16,8,32
"60QS004282",93,8,34,2,4,5,7,7,5,16,5,23,0,23,70
"60QS004283",92,7,40,1,3,6,2,10,7,11,5,0,0,0,31
"60QS004284",60,5,4,1,8,0,20,0,2,14,6,38,8,0,15
"60QS004285",26,3,5,0,3,0,7,1,1,6,0,0,17,0,9
"60QS004286",90,9,19,0,8,0,9,0,10,22,13,0,22,22,56
"60QS004287",90,9,35,4,3,1,5,5,7,20,1,30,0,30,30
"60QS004288",66,4,11,1,6,1,13,1,10,15,4,0,11,0,66
"60QS004289",60,6,10,1,4,0,5,1,2,25,6,15,0,15,0
"60QS004290",79,2,42,5,1,1,9,10,0,5,4,0,79,0,0
"60QS004291",44,3,10,1,0,1,15,0,3,9,2,0,0,0,0
"60QS004292",50,2,24,2,3,4,0,10,0,2,3,17,0,0,0
"60QS004293",129,17,59,5,3,7,12,7,4,10,5,0,0,0,129
"60QS004294",144,12,74,16,2,4,20,7,2,5,2,72,0,0,72
"60QS004295",53,4,23,0,4,5,4,3,0,8,2,13,0,13,13
"60QS004296",72,3,24,1,4,4,6,5,6,13,6,54,0,18,18
"60QS004297",85,2,43,5,2,2,17,8,1,2,3,0,42,0,42
"60QS004298",63,2,36,7,2,2,2,7,1,2,2,0,0,0,0
"60QS004299",99,1,31,2,6,9,12,20,3,11,4,0,17,0,66
"60QS004300",81,4,22,6,11,4,9,13,4,6,2,0,15,0,37
"60QS004301",101,13,34,4,5,0,13,12,5,12,3,40,0,20,20
"60QS004302",89,8,36,2,7,2,6,7,2,11,8,38,0,13,0
"60QS004303",76,7,20,3,4,4,13,8,2,11,4,38,19,0,0
"60QS004304",72,2,38,2,2,5,2,15,1,5,0,36,0,0,0
"60QS004305",89,8,46,4,1,1,10,3,2,9,5,0,0,0,0
"60QS004306",106,18,39,7,1,5,10,14,1,9,2,0,0,0,106
"60QS004307",126,10,49,8,5,4,6,35,3,3,3,25,50,0,76
"60QS004308",121,5,57,2,6,6,8,13,6,12,6,0,0,0,40
"60QS004309",86,7,34,2,6,5,5,7,6,10,4,0,14,0,29
"60QS004310",64,6,18,5,1,0,10,2,6,11,5,0,64,0,0
"60QS004311",74,6,27,2,3,1,20,4,3,3,5,25,49,0,49
"60QS004312",100,8,59,11,3,3,3,5,1,4,3,0,0,0,33
"60QS004313",55,0,9,2,6,0,27,0,4,6,1,9,9,9,28
"60QS004314",45,2,7,1,2,1,12,1,5,10,4,0,0,0,45
"60QS004315",109,9,55,4,7,7,4,6,3,7,7,0,16,0,78
"60QS004316",55,7,18,4,3,2,7,3,1,8,2,18,0,0,18
"60QS004317",70,3,30,3,3,5,4,8,5,6,3,47,0,0,0
"60QS004318",110,2,38,4,10,7,9,3,3,22,12,33,22,11,44
"60QS004319",85,9,38,7,3,0,18,3,6,1,0,85,0,0,0
"60QS004320",70,13,32,2,1,5,6,7,3,0,1,0,70,0,0
"60QS004321",83,3,52,6,2,1,10,2,1,2,4,83,0,0,0
"60QS004322",168,8,68,9,10,20,1,38,7,2,5,0,17,0,34
"60QS004323",51,3,13,4,0,14,0,11,1,3,2,0,0,0,0
"60QS004324",94,3,32,8,2,5,1,28,9,2,4,0,0,0,0
"60QS004325",115,4,44,3,1,16,5,32,5,4,1,0,115,0,115
"60QS004326",91,5,49,10,2,7,2,10,1,3,2,0,0,0,46
"60QS004327",134,9,21,4,4,27,3,47,7,7,5,34,0,0,34
"60QS004328",91,11,41,16,0,2,9,6,3,1,2,0,0,0,0
"60QS004329",65,8,28,9,0,7,5,5,2,0,1,0,0,0,0
"60QS004330",97,4,33,10,2,1,24,4,3,11,5,0,48,0,97
"60QS004331",64,0,46,4,1,2,3,5,2,0,1,0,0,0,64
"60QS004332",60,2,39,2,1,0,3,10,1,0,2,0,0,0,60
"60QS004333",88,5,62,2,1,8,3,5,1,1,0,0,0,0,0
"60QS004334",47,3,31,2,1,0,3,5,1,1,0,0,0,0,0
"60QS004335",98,12,42,13,3,2,5,5,15,1,0,0,0,0,65
"60QS004336",49,0,15,2,1,3,23,1,0,3,1,0,49,0,0
"60QS004337",63,6,38,6,4,3,2,1,1,1,1,16,32,0,47
"60QS004338",105,5,56,16,2,2,4,6,8,1,5,0,0,0,0
"60QS004339",84,6,45,7,0,2,9,4,6,4,1,0,0,0,0
"60QS004340",84,11,34,3,6,8,7,6,4,1,4,28,14,0,28
"60QS004341",59,6,30,4,2,4,2,7,2,2,0,30,0,0,0
"60QS004342",85,6,42,5,2,7,1,15,6,0,1,42,0,42,0
"60QS004343",57,2,22,4,2,4,14,6,1,2,0,0,0,0,57
"60QS004344",113,6,51,19,3,4,8,10,5,2,5,38,0,0,0
"60QS004345",98,4,48,11,3,1,14,4,9,1,3,0,33,0,98
"60QS004346",60,6,33,9,0,2,4,5,0,0,1,0,0,0,0
"60QS004347",92,8,55,5,2,4,7,2,6,3,0,0,46,0,0
"60QS004348",85,9,49,11,1,6,5,0,1,1,2,0,0,0,0
"60QS004349",50,5,33,2,1,1,1,4,1,0,2,0,0,0,0
"60QS004350",84,9,36,14,0,2,3,12,4,1,3,0,0,0,0
"60QS004351",104,11,38,13,4,4,6,8,5,14,1,26,0,0,26
"60QS004352",34,5,15,1,2,0,4,5,1,1,0,0,17,17,0
"60QS004353",63,6,24,6,5,2,10,0,3,6,1,25,25,0,13
"60QS004354",94,15,43,16,4,1,1,4,8,1,1,24,0,0,24
"60QS004355",300,12,58,13,1,49,19,128,4,9,7,0,0,300,0
"60QS004356",123,9,59,13,0,1,26,9,5,1,0,0,0,0,0
"60QS004357",82,13,36,6,1,7,8,7,2,0,2,82,0,82,0
"60QS004358",61,4,10,1,3,0,22,0,1,16,4,0,41,0,61
"60QS004359",63,3,15,1,4,0,24,1,5,7,3,16,0,0,32
"60QS004360",143,5,86,7,3,6,9,7,5,10,5,0,0,0,0
"60QS004361",139,10,64,3,9,5,23,3,5,13,4,15,46,31,15
"60QS004362",42,5,28,2,0,1,1,1,2,2,0,0,0,0,0
"60QS004363",60,5,33,0,2,2,13,1,1,2,1,0,60,0,60
"60QS004364",68,4,55,3,0,0,4,1,0,1,0,0,0,0,0
"60QS004365",93,11,62,5,1,3,1,3,2,2,3,0,0,0,0
"60QS004366",92,1,52,4,1,1,19,6,0,4,4,0,0,0,0
"60QS004367",94,7,58,8,2,1,9,4,2,2,1,0,0,0,47
"60QS004368",89,7,38,17,0,3,9,5,6,1,3,0,0,0,0
"60QS004369",42,4,25,1,0,1,5,2,1,0,3,0,0,0,0
"60QS004370",43,8,5,0,1,0,15,0,0,12,2,0,43,0,43
"60QS004371",9,0,2,0,0,0,7,0,0,0,0,0,0,0,0
"60QS004372",91,8,28,2,9,2,20,0,1,15,6,30,10,0,40
"60QS004373",59,7,21,2,1,2,13,0,1,10,2,0,59,0,0
"60QS004374",60,2,16,1,4,0,14,1,4,12,6,0,15,0,60
"60QS004375",72,3,35,2,1,0,12,1,1,12,5,0,0,0,0
"60QS004376",37,2,16,4,1,0,3,1,4,5,1,0,0,0,37
"60QS004377",87,4,32,0,0,1,29,2,2,8,9,0,0,0,0
"60QS004378",77,3,30,4,3,0,16,0,5,9,7,0,26,0,51
"60QS004379",105,9,14,0,18,0,8,6,16,20,14,29,0,12,70
"60QS004380",74,9,10,3,8,1,7,3,8,18,7,9,28,9,9
"60QS004381",34,2,2,3,4,1,1,2,9,6,4,8,17,17,17
"60QS004382",55,6,7,1,6,1,5,7,6,12,4,18,9,18,28
"60QS004383",123,11,24,3,11,2,7,6,18,23,18,56,11,56,22
"60QS004384",44,2,13,1,8,1,2,3,8,5,1,16,0,0,28
"60QS004385",95,6,17,2,7,0,7,8,11,21,16,27,14,14,41
"60QS004386",53,5,23,1,3,1,5,1,6,7,1,18,0,18,35
"60QS004387",97,13,27,3,11,0,24,4,5,8,2,53,0,18,44
"60QS004388",51,5,13,3,1,1,17,1,4,6,0,51,0,0,0
"60QS004389",55,5,9,0,2,2,5,2,6,10,14,0,28,28,28
"60QS004390",52,3,6,0,7,1,10,1,4,12,8,22,0,0,22
"60QS004391",47,1,6,3,7,1,9,1,7,6,6,7,7,7,13
"60QS004392",41,1,15,0,0,1,11,0,3,9,1,0,0,0,0
"60QS004393",112,8,13,5,15,0,9,2,17,32,11,30,7,30,45
"60QS004394",51,4,10,1,6,0,8,1,7,8,6,9,0,9,26
"60QS004395",59,5,4,2,4,1,5,2,10,15,11,30,0,30,30
"60QS004396",51,3,11,1,6,0,9,2,3,8,8,0,0,0,26
"60QS004397",47,3,11,2,2,0,2,2,11,10,4,24,0,24,0
"60QS004398",57,6,19,0,4,1,3,5,6,11,2,28,0,0,28
"60QS004399",63,8,13,1,3,3,9,2,10,10,4,21,0,0,42
"60QS004400",52,3,7,0,4,0,5,0,2,16,15,39,0,0,26
"60QS004401",84,6,25,1,3,0,23,3,6,11,6,28,28,28,28
"60QS004402",63,7,26,1,2,0,15,0,0,12,0,0,0,0,63
"60QS004403",77,4,29,8,1,2,13,6,2,11,1,77,0,0,0
"60QS004404",89,5,43,10,0,1,10,1,5,10,4,0,0,0,0
"60QS004405",67,10,24,3,2,5,1,0,2,15,5,34,0,0,34
"60QS004406",80,11,23,1,1,3,19,3,3,13,3,0,80,0,0
"60QS004407",115,19,62,11,0,1,7,4,6,3,2,0,0,0,0
"60QS004408",129,16,43,8,5,4,18,9,6,12,8,26,26,0,77
"60QS004409",49,6,10,3,0,0,10,2,3,11,4,0,0,0,0
"60QS004410",61,4,9,2,3,0,12,1,5,18,7,0,0,0,61
"60QS004411",64,3,12,0,10,1,8,0,4,17,9,6,0,13,32
"60QS004412",61,4,15,2,3,0,23,3,2,5,4,20,0,20,0
"60QS004413",93,6,24,1,8,4,16,4,11,19,0,12,12,23,23
"60QS004414",254,28,132,18,8,5,11,12,10,22,8,64,32,0,0
"60QS004415",144,20,78,11,5,7,11,3,7,2,0,29,29,0,29
"60QS004416",44,1,18,1,4,0,9,2,0,5,4,22,0,0,11
"60QS004417",42,6,17,2,3,2,2,1,3,5,1,42,0,0,28
"60QS004418",83,2,7,0,15,1,7,2,11,28,10,6,6,11,44
"60QS004419",81,7,26,0,9,1,7,4,7,12,8,18,0,9,54
"60QS004420",48,2,9,1,3,0,5,9,8,5,6,0,16,0,32
"60QS004421",103,1,18,1,11,6,9,13,17,15,12,28,0,19,37
"60QS004422",41,5,15,1,3,1,8,0,0,7,1,0,14,0,41
"60QS004423",81,8,19,2,9,9,8,3,5,9,9,9,9,36,27
"60QS004424",96,6,15,1,5,2,6,13,14,18,16,19,0,19,0
"60QS004425",60,5,11,1,3,2,8,7,6,12,5,0,0,20,40
"60QS004426",81,4,11,0,9,1,5,7,14,17,13,9,9,18,18
"60QS004427",45,4,12,3,2,4,13,2,2,3,0,22,0,0,45
"60QS004428",35,5,8,4,2,1,11,2,1,1,0,0,18,0,35
"60QS004429",91,7,53,3,2,1,9,3,3,4,6,0,0,0,46
"60QS004430",45,6,10,1,4,0,4,2,3,12,3,0,0,0,11
"60QS004431",65,6,19,4,6,2,7,4,4,9,4,0,11,0,54
"60QS004432",79,12,39,5,4,1,9,2,5,2,0,40,20,0,40
"60QS004433",44,4,15,1,1,3,9,3,3,5,0,0,0,0,0
"60QS004434",109,8,34,1,4,2,26,4,6,21,3,54,0,27,0
"60QS004435",100,4,33,4,9,5,9,2,12,11,11,33,11,11,22
"60QS004436",82,5,25,2,6,0,8,4,8,13,11,14,14,27,41
"60QS004437",60,3,31,1,4,2,3,1,3,10,2,0,0,0,30
"60QS004438",75,4,28,16,3,2,9,3,3,3,4,25,50,0,25
"60QS004439",84,2,44,1,6,3,0,1,11,11,5,28,0,14,28
"60QS004440",90,4,26,2,15,2,14,2,5,13,7,30,6,12,48
"60QS004441",69,8,30,3,5,3,1,2,8,6,3,14,0,14,41
"60QS004442",63,3,28,1,7,3,4,4,4,8,1,27,0,0,27
"60QS004443",61,5,9,1,10,1,3,5,5,15,7,12,0,12,6
"60QS004444",82,4,31,3,7,4,2,2,7,11,11,12,23,0,35
"60QS004445",64,7,10,1,9,1,3,1,8,15,9,7,7,21,21
"60QS004446",74,5,26,1,7,1,3,4,5,11,11,11,32,11,53
"60QS004447",88,13,34,1,6,2,6,3,4,15,4,29,0,0,59
"60QS004448",93,4,51,3,5,4,3,5,5,9,4,74,19,56,19
"60QS004449",53,6,16,0,3,3,10,0,4,9,2,0,18,0,35
"60QS004450",78,4,65,3,1,0,2,0,2,1,0,0,0,78,0
"60QS004451",100,2,70,6,5,4,1,0,6,4,2,0,0,0,40
"60QS004452",69,6,28,2,5,4,2,4,6,8,4,14,28,0,55
"60QS004453",94,7,69,3,1,1,1,0,4,4,4,94,0,94,0
"60QS004454",41,2,17,1,2,2,1,2,0,7,7,0,0,0,0
"60QS004455",58,4,43,1,2,1,4,0,1,2,0,0,0,0,29
"60QS004456",131,9,14,1,8,2,16,11,28,28,14,82,0,66,49
"60QS004457",55,7,36,1,3,0,0,1,1,5,1,18,0,0,0
"60QS004458",106,7,26,1,15,0,15,2,5,18,17,35,21,0,35
"60QS004459",50,8,11,1,2,1,8,1,7,5,6,25,25,25,25
"60QS004460",126,17,54,9,2,3,23,6,3,6,3,63,0,0,0
"60QS004461",107,17,53,4,4,3,11,0,5,7,3,27,0,27,27
"60QS004462",99,9,28,0,6,2,23,3,6,18,4,0,17,0,50
"60QS004463",105,16,23,2,7,3,18,5,10,17,4,30,0,30,30
"60QS004464",51,7,19,1,1,0,5,2,1,14,1,51,0,51,0
"60QS004465",84,11,22,3,8,2,1,5,12,12,8,42,21,0,32
"60QS004466",57,4,14,1,7,1,3,1,11,10,5,0,16,0,33
"60QS004467",56,5,23,1,2,4,5,2,2,9,3,28,28,0,0
"60QS004468",99,9,27,1,8,3,12,2,9,18,10,50,12,25,37
"60QS004469",62,4,10,1,7,0,13,0,3,21,3,0,53,0,27
"60QS004470",52,3,11,0,11,0,6,1,4,10,6,14,5,5,28
"60QS004471",61,6,12,0,5,0,6,4,9,10,9,0,12,12,24
"60QS004472",64,5,10,0,2,2,7,5,13,13,7,32,0,32,0
"60QS004473",49,5,17,2,4,1,10,1,1,6,2,24,0,12,12
"60QS004474",71,12,23,1,5,1,9,0,6,12,2,28,0,28,28
"60QS004475",111,7,75,2,6,3,3,7,1,5,2,56,0,0,0
"60QS004476",55,6,10,2,3,2,2,3,12,11,4,37,0,37,18
"60QS004477",56,1,22,1,4,0,12,1,4,5,6,0,14,0,28
"60QS004478",93,5,20,2,16,1,5,6,16,13,9,35,6,29,35
"60QS004479",76,4,29,3,9,2,7,4,8,7,3,51,0,8,34
"60QS004480",117,13,39,0,8,1,3,11,13,14,15,44,0,29,58
"60QS004481",81,6,24,1,6,3,4,4,12,14,7,40,0,0,14
"60QS004482",95,13,33,1,6,3,2,4,16,9,8,32,0,32,16
"60QS004483",90,6,40,3,7,5,9,6,3,9,2,26,13,0,51
"60QS004484",35,0,4,0,2,0,17,1,0,8,3,35,0,0,0
"60QS004485",69,9,16,0,5,3,9,7,5,7,8,14,0,0,28
"60QS004486",72,2,13,2,0,6,7,12,6,17,7,0,0,0,0
"60QS004487",105,2,11,0,4,1,31,2,1,48,5,0,79,0,79
"60QS004488",70,4,45,5,1,0,5,5,1,2,2,0,0,0,0
"60QS004489",72,4,31,11,4,8,1,10,2,0,1,18,0,0,0
"60QS004490",93,4,25,3,3,2,27,1,3,20,5,31,31,31,62
"60QS004491",90,4,62,3,2,4,2,9,2,2,0,0,45,0,45
"60QS004492",101,2,51,8,3,13,7,14,1,0,2,34,0,0,34
"60QS004493",83,11,27,0,4,8,7,13,3,5,5,42,21,21,21
"60QS004494",84,2,37,3,0,20,6,11,1,4,0,0,0,0,0
"60QS004495",81,8,14,0,7,5,0,6,17,11,13,23,0,35,23
"60QS004496",208,7,85,13,6,40,6,38,5,3,5,69,35,35,0
"60QS004497",124,4,46,6,0,14,3,34,6,5,6,0,0,0,0
"60QS004498",52,1,16,3,2,12,1,14,1,2,0,0,26,0,26
"60QS004499",90,2,30,1,2,15,1,31,5,0,3,45,45,0,45
"60QS004500",63,6,10,0,10,1,1,4,8,13,10,13,0,19,13
"60QS004501",66,2,31,1,3,5,5,4,3,9,3,22,0,0,0
"60QS004502",74,4,15,0,8,5,5,3,10,19,5,18,0,9,28
"60QS004503",118,14,34,3,6,1,16,6,3,21,14,20,39,59,20
"60QS004504",60,6,14,1,4,0,6,2,2,22,3,30,15,30,15
"60QS004505",94,8,9,2,8,2,20,11,8,18,8,47,0,24,35
"60QS004506",146,6,71,10,3,13,7,22,2,7,5,0,0,0,0
"60QS004507",77,1,39,6,4,6,9,6,1,5,0,0,19,0,58
"60QS004508",47,3,25,4,0,3,5,5,0,1,1,0,0,0,0
"60QS004509",39,5,16,1,1,3,0,3,3,5,2,0,39,0,39
"60QS004510",96,8,25,1,8,2,14,4,6,18,10,48,12,12,24
"60QS004511",31,1,3,0,2,0,9,1,0,11,4,0,16,0,16
"60QS004512",75,10,14,3,1,1,20,1,4,15,6,75,0,0,0
"60QS004513",137,3,39,5,18,0,13,7,2,31,19,8,23,0,53
"60QS004514",82,5,22,0,18,0,7,6,0,20,4,9,0,27,32
"60QS004515",52,3,11,0,8,1,4,5,0,11,9,6,0,0,13
"60QS004516",87,4,21,0,10,5,5,2,1,21,18,26,0,17,17
"60QS004517",69,1,25,4,3,1,8,7,4,11,5,0,0,0,0
"60QS004518",135,16,31,3,22,2,11,2,3,25,20,31,37,12,68
"60QS004519",55,5,12,1,3,2,3,3,9,11,6,0,0,0,18
"60QS004520",86,5,38,2,0,6,6,14,5,9,1,0,0,0,0
"60QS004521",54,3,28,4,0,3,10,0,2,2,2,0,0,0,0
"60QS004522",117,11,62,7,2,6,7,2,6,11,3,0,0,0,0
"60QS004523",218,2,10,3,3,31,2,135,1,26,5,0,0,0,145
"60QS004524",120,19,48,13,5,4,14,2,4,7,4,48,24,24,24
"60QS004525",72,6,35,8,5,2,6,2,3,4,1,29,29,0,14
"60QS004526",113,11,17,0,13,1,13,4,15,20,19,43,9,9,43
"60QS004527",76,4,14,5,6,0,11,2,11,12,11,13,0,0,38
"60QS004528",62,5,16,3,4,0,11,4,3,12,4,0,46,0,0
"60QS004529",83,15,45,5,2,2,1,5,3,3,2,42,42,0,42
"60QS004530",132,16,68,4,7,3,2,5,9,14,4,75,19,19,19
"60QS004531",52,9,11,1,4,0,7,3,9,5,3,13,26,13,26
"60QS004532",66,7,8,0,12,1,7,5,7,9,10,16,5,5,38
"60QS004533",70,1,10,3,10,3,5,5,11,10,12,14,0,7,35
"60QS004534",87,3,18,6,3,2,5,10,14,14,12,29,0,0,29
"60QS004535",80,10,6,2,9,7,7,15,5,8,11,53,0,0,9
"60QS004536",75,1,18,0,8,3,6,8,7,14,10,19,9,19,38
"60QS004537",84,3,22,1,4,1,12,12,8,16,5,0,0,0,84
"60QS004538",70,6,11,2,12,1,1,12,6,12,7,29,0,6,0
"60QS004539",65,3,5,3,8,6,11,8,6,9,6,16,16,8,32
"60QS004540",80,5,15,0,8,1,8,2,13,15,13,10,20,40,40
"60QS004541",55,2,9,0,11,2,4,2,10,4,11,15,0,0,25
"60QS004542",73,6,8,0,5,3,2,11,11,11,16,29,15,29,44
"60QS004543",61,1,7,2,5,1,2,4,10,14,15,12,0,0,24
"60QS004544",65,5,32,1,4,0,4,1,3,9,6,16,0,0,32
"60QS004545",123,12,66,2,5,1,6,6,1,19,5,25,0,0,49
"60QS004546",61,5,36,0,2,0,6,3,4,1,4,61,0,0,0
"60QS004547",41,5,7,1,0,1,16,2,1,5,3,0,0,0,0
"60QS004548",100,8,53,3,1,3,10,6,7,5,4,0,0,0,0
"60QS004549",148,20,64,8,4,6,19,4,9,9,5,0,0,0,0
"60QS004550",43,2,13,3,0,0,12,1,6,6,0,0,0,0,0
"60QS004551",92,9,30,7,2,2,17,3,8,9,5,46,46,0,46
"60QS004552",121,16,59,8,6,0,15,2,4,8,3,40,20,0,40
"60QS004553",62,5,24,2,3,1,12,1,3,10,1,0,41,0,21
"60QS004554",125,15,46,4,8,1,19,3,8,14,7,62,31,16,31
"60QS004555",50,5,26,0,1,0,13,1,0,3,1,50,0,0,0
"60QS004556",131,16,69,8,6,5,3,5,8,4,7,22,44,22,66
"60QS004557",85,20,27,1,7,1,5,3,8,13,0,36,0,36,12
"60QS004558",65,5,11,1,7,1,13,1,2,18,6,19,9,19,28
"60QS004559",65,3,11,0,14,0,5,1,7,18,6,28,19,23,32
"60QS004560",55,4,7,2,0,1,14,3,4,9,11,0,0,0,0
"60QS004561",56,6,8,0,7,1,8,2,7,14,3,40,8,24,8
"60QS004562",59,5,6,1,3,0,8,1,3,22,10,39,20,0,0
"60QS004563",71,6,11,1,10,0,14,6,5,9,9,7,14,0,71
"60QS004564",59,3,6,0,9,0,13,2,7,8,11,7,26,0,39
"60QS004565",83,6,11,0,7,3,20,6,5,18,7,47,12,12,47
"60QS004566",79,5,22,1,2,2,4,10,4,16,13,0,0,40,0
"60QS004567",91,7,16,1,10,2,6,7,12,16,14,9,18,18,55
"60QS004568",50,3,4,1,7,3,7,4,3,6,12,0,21,14,7
"60QS004569",54,5,7,1,8,3,7,2,4,9,8,7,7,0,20
"60QS004570",52,6,7,1,6,4,3,4,6,9,6,0,9,17,35
"60QS004571",55,5,7,3,6,2,6,3,4,7,12,0,9,0,18
"60QS004572",82,3,9,1,11,3,3,8,9,23,12,15,7,0,52
