"output_area","ALL PEOPLE","Economically active","   Employee total","     Employee Part-time","     Employee Full-time","   Self-employed with employees total","     Self-employed with employees - Part-time","     Self-employed with employees - Full-time","   Self-employed without employees total","     Self-employed without employees - Part-time","     Self-employed without employees - Full-time","     Unemployed","     Full-time students","Economically inactive","     Retired","     Student","     Looking after home/family","     Permanently sick/disabled","     Other"
"60QU000457",104,61,45,9,36,0,0,0,1,0,1,11,4,43,13,3,5,17,5
"60QU000458",142,84,73,17,56,0,0,0,2,1,1,8,1,58,16,3,10,24,5
"60QU000459",111,69,54,11,43,1,0,1,6,5,1,6,2,42,13,6,9,8,6
"60QU000460",97,58,47,9,38,2,1,1,5,1,4,2,2,39,15,1,6,11,6
"60QU000461",77,31,25,3,22,1,0,1,0,0,0,5,0,46,23,4,3,12,4
"60QU000462",106,79,65,14,51,3,0,3,3,0,3,5,3,27,5,6,5,8,3
"60QU000463",118,88,73,15,58,0,0,0,5,2,3,3,7,30,1,8,5,13,3
"60QU000464",119,99,85,18,67,2,0,2,1,0,1,4,7,20,6,3,2,8,1
"60QU000465",149,96,81,9,72,2,0,2,3,0,3,7,3,53,11,9,10,15,8
"60QU000466",103,80,70,15,55,1,0,1,4,1,3,2,3,23,5,9,5,3,1
"60QU000467",90,70,56,17,39,0,0,0,2,1,1,7,5,20,4,4,4,4,4
"60QU000468",115,80,69,16,53,1,0,1,3,1,2,3,4,35,1,7,12,13,2
"60QU000469",100,56,50,11,39,1,1,0,0,0,0,5,0,44,15,3,7,15,4
"60QU000470",139,101,84,18,66,2,0,2,1,0,1,9,5,38,4,10,6,15,3
"60QU000471",54,37,31,0,31,0,0,0,2,0,2,4,0,17,3,2,2,8,2
"60QU000472",115,99,70,15,55,11,1,10,10,1,9,3,5,16,1,3,4,7,1
"60QU000473",76,28,23,6,17,0,0,0,0,0,0,3,2,48,34,2,1,8,3
"60QU000474",124,93,79,13,66,2,0,2,1,1,0,5,6,31,9,5,6,10,1
"60QU000475",44,29,23,1,22,1,0,1,1,1,0,4,0,15,4,0,3,6,2
"60QU000476",163,98,80,10,70,2,0,2,6,3,3,7,3,65,20,4,8,25,8
"60QU000477",106,57,40,11,29,1,0,1,1,1,0,8,7,49,13,3,15,13,5
"60QU000478",73,47,38,8,30,0,0,0,2,1,1,4,3,26,13,1,2,8,2
"60QU000479",88,49,41,10,31,0,0,0,3,1,2,2,3,39,27,1,3,4,4
"60QU000480",79,46,39,7,32,1,0,1,0,0,0,6,0,33,9,4,3,12,5
"60QU000481",91,55,41,13,28,1,1,0,1,0,1,9,3,36,15,3,2,12,4
"60QU000482",88,54,45,12,33,2,0,2,0,0,0,5,2,34,11,6,3,11,3
"60QU000483",87,41,37,6,31,0,0,0,1,0,1,1,2,46,28,2,3,10,3
"60QU000484",103,35,26,7,19,1,1,0,0,0,0,8,0,68,20,3,10,24,11
"60QU000485",77,65,57,9,48,1,0,1,3,1,2,3,1,12,4,0,4,4,0
"60QU000486",85,53,31,3,28,0,0,0,1,1,0,21,0,32,5,3,1,17,6
"60QU000487",62,36,32,8,24,0,0,0,0,0,0,3,1,26,5,3,2,9,7
"60QU000488",48,25,18,2,16,0,0,0,1,1,0,5,1,23,5,0,4,12,2
"60QU000489",60,34,19,4,15,1,1,0,0,0,0,14,0,26,3,1,2,15,5
"60QU000490",97,55,47,6,41,4,0,4,0,0,0,3,1,42,14,5,7,13,3
"60QU000491",66,41,31,7,24,1,0,1,3,0,3,5,1,25,4,3,3,9,6
"60QU000492",162,107,90,26,64,1,0,1,3,1,2,11,2,55,13,3,7,28,4
"60QU000493",149,98,81,22,59,1,0,1,5,0,5,6,5,51,5,6,11,16,13
"60QU000494",73,42,36,10,26,0,0,0,1,1,0,4,1,31,6,1,8,13,3
"60QU000495",99,48,40,7,33,1,0,1,0,0,0,6,1,51,25,1,7,16,2
"60QU000496",95,49,43,11,32,0,0,0,1,0,1,5,0,46,9,5,5,20,7
"60QU000497",76,22,21,3,18,0,0,0,0,0,0,1,0,54,29,2,1,18,4
"60QU000498",75,46,40,11,29,1,0,1,0,0,0,4,1,29,13,1,3,8,4
"60QU000499",83,40,35,7,28,0,0,0,1,0,1,4,0,43,14,2,9,17,1
"60QU000500",82,50,39,8,31,2,1,1,1,0,1,6,2,32,7,4,7,8,6
"60QU000501",103,51,41,10,31,2,0,2,2,1,1,5,1,52,24,6,9,11,2
"60QU000502",96,53,45,11,34,2,1,1,0,0,0,4,2,43,9,3,6,20,5
"60QU000503",67,40,32,7,25,0,0,0,0,0,0,8,0,27,5,3,5,8,6
"60QU000504",93,61,59,9,50,1,0,1,0,0,0,1,0,32,13,1,5,10,3
"60QU000505",109,58,46,7,39,0,0,0,0,0,0,10,2,51,12,4,8,20,7
"60QU000506",70,45,38,6,32,0,0,0,0,0,0,6,1,25,8,3,4,9,1
"60QU000507",81,38,32,7,25,0,0,0,1,1,0,4,1,43,5,4,12,13,9
"60QU000508",82,48,39,10,29,0,0,0,0,0,0,3,6,34,8,4,9,11,2
"60QU000509",96,48,40,3,37,0,0,0,1,0,1,6,1,48,15,2,13,16,2
"60QU000510",70,39,34,7,27,0,0,0,0,0,0,4,1,31,11,0,4,14,2
"60QU000511",75,43,39,6,33,0,0,0,0,0,0,4,0,32,17,1,1,9,4
"60QU000512",81,45,40,6,34,1,0,1,0,0,0,3,1,36,13,1,6,10,6
"60QU000513",107,58,44,8,36,0,0,0,2,0,2,9,3,49,6,5,11,15,12
"60QU000514",98,55,47,15,32,0,0,0,0,0,0,6,2,43,5,8,10,14,6
"60QU000515",102,54,35,6,29,0,0,0,0,0,0,12,7,48,5,6,15,14,8
"60QU000516",95,54,43,8,35,0,0,0,0,0,0,7,4,41,7,4,13,9,8
"60QU000517",80,44,30,5,25,0,0,0,2,1,1,6,6,36,14,6,7,4,5
"60QU000518",56,25,18,6,12,0,0,0,0,0,0,7,0,31,9,4,4,9,5
"60QU000519",102,56,38,12,26,0,0,0,0,0,0,12,6,46,18,3,9,12,4
"60QU000520",77,43,33,12,21,0,0,0,1,0,1,7,2,34,8,4,6,10,6
"60QU000521",98,49,35,5,30,2,0,2,2,0,2,8,2,49,15,5,6,16,7
"60QU000522",89,39,31,8,23,0,0,0,1,0,1,6,1,50,17,4,6,14,9
"60QU000523",98,48,39,9,30,0,0,0,0,0,0,6,3,50,17,2,12,14,5
"60QU000524",129,81,62,7,55,1,0,1,3,0,3,10,5,48,18,1,7,15,7
"60QU000525",84,54,44,8,36,1,0,1,1,0,1,8,0,30,13,4,2,8,3
"60QU000526",63,22,14,9,5,0,0,0,1,0,1,7,0,41,5,3,16,13,4
"60QU000527",76,34,21,6,15,0,0,0,0,0,0,10,3,42,8,1,13,12,8
"60QU000528",109,46,29,8,21,1,0,1,0,0,0,12,4,63,9,8,20,19,7
"60QU000529",59,32,24,7,17,0,0,0,0,0,0,7,1,27,3,1,10,9,4
"60QU000530",119,68,57,22,35,0,0,0,1,0,1,5,5,51,17,3,6,16,9
"60QU000531",115,54,38,7,31,0,0,0,0,0,0,14,2,61,4,8,17,23,9
"60QU000532",84,47,36,12,24,0,0,0,1,0,1,9,1,37,9,4,6,14,4
"60QU000533",94,58,42,11,31,1,0,1,2,0,2,7,6,36,9,2,6,16,3
"60QU000534",86,58,41,18,23,1,0,1,1,0,1,14,1,28,1,3,10,10,4
"60QU000535",91,56,36,5,31,1,0,1,2,0,2,13,4,35,13,1,5,12,4
"60QU000536",75,41,34,8,26,0,0,0,0,0,0,6,1,34,9,3,6,11,5
"60QU000537",79,43,31,13,18,1,0,1,2,0,2,8,1,36,8,2,13,8,5
"60QU000538",48,17,11,3,8,1,0,1,1,0,1,4,0,31,22,0,1,5,3
"60QU000539",45,16,9,1,8,0,0,0,0,0,0,6,1,29,0,0,6,16,7
"60QU000540",56,21,13,1,12,0,0,0,1,1,0,7,0,35,5,3,7,15,5
"60QU000541",46,17,9,3,6,1,1,0,1,1,0,6,0,29,7,2,7,8,5
"60QU000542",39,10,5,2,3,0,0,0,0,0,0,5,0,29,3,1,6,12,7
"60QU000543",49,26,16,3,13,3,1,2,5,2,3,1,1,23,13,1,5,3,1
"60QU000544",108,89,79,14,65,2,0,2,3,1,2,0,5,19,9,5,3,2,0
"60QU000545",83,59,37,12,25,8,3,5,12,5,7,1,1,24,3,5,10,2,4
"60QU000546",48,22,15,3,12,1,0,1,2,0,2,3,1,26,6,0,1,13,6
"60QU000547",112,74,68,8,60,1,0,1,2,0,2,3,0,38,16,4,0,13,5
"60QU000548",72,45,34,5,29,4,2,2,1,0,1,3,3,27,19,1,1,2,4
"60QU000549",50,37,36,10,26,1,0,1,0,0,0,0,0,13,10,2,0,1,0
"60QU000550",53,29,25,5,20,0,0,0,0,0,0,1,3,24,11,2,1,7,3
"60QU000551",44,9,8,1,7,0,0,0,0,0,0,1,0,35,20,1,1,7,6
"60QU000552",41,12,10,5,5,0,0,0,0,0,0,2,0,29,20,0,0,9,0
"60QU000553",82,54,37,7,30,5,1,4,4,2,2,7,1,28,2,3,6,9,8
"60QU000554",57,32,25,6,19,1,0,1,1,0,1,4,1,25,11,0,1,10,3
"60QU000555",53,33,26,4,22,0,0,0,0,0,0,5,2,20,1,0,7,6,6
"60QU000556",110,62,53,11,42,1,0,1,3,0,3,0,5,48,7,3,5,17,16
"60QU000557",52,26,20,9,11,0,0,0,0,0,0,6,0,26,5,3,5,8,5
"60QU000558",66,31,18,6,12,0,0,0,1,0,1,9,3,35,6,3,9,14,3
"60QU000559",45,25,23,4,19,0,0,0,0,0,0,0,2,20,7,2,1,6,4
"60QU000560",51,25,18,3,15,1,0,1,1,0,1,3,2,26,1,3,9,6,7
"60QU000561",52,18,12,4,8,0,0,0,1,0,1,4,1,34,8,5,4,11,6
"60QU000562",81,37,24,4,20,1,0,1,0,0,0,10,2,44,8,3,9,18,6
"60QU000563",84,46,39,9,30,1,0,1,1,0,1,3,2,38,9,0,6,18,5
"60QU000564",94,82,68,21,47,2,0,2,2,0,2,3,7,12,2,2,2,1,5
"60QU000565",75,38,25,8,17,1,0,1,0,0,0,12,0,37,3,4,13,9,8
"60QU000566",43,25,23,3,20,1,0,1,1,0,1,0,0,18,11,1,3,3,0
"60QU000567",51,31,16,3,13,13,2,11,2,1,1,0,0,20,10,2,8,0,0
"60QU000568",75,45,37,4,33,1,1,0,4,1,3,3,0,30,9,2,1,13,5
"60QU000569",56,24,20,1,19,0,0,0,1,0,1,2,1,32,7,0,0,22,3
"60QU000570",67,49,39,7,32,3,0,3,3,0,3,3,1,18,5,2,4,6,1
"60QU000571",109,62,54,8,46,0,0,0,0,0,0,7,1,47,21,0,3,13,10
"60QU000572",89,37,33,4,29,0,0,0,0,0,0,3,1,52,20,1,2,18,11
"60QU000573",38,8,1,0,1,3,0,3,3,0,3,1,0,30,16,1,0,5,8
"60QU000574",77,39,28,5,23,0,0,0,2,0,2,7,2,38,11,2,5,16,4
"60QU000575",74,32,25,6,19,0,0,0,1,0,1,4,2,42,6,5,6,15,10
"60QU000576",50,21,12,4,8,0,0,0,1,0,1,6,2,29,3,3,11,6,6
"60QU000577",78,43,37,5,32,0,0,0,2,0,2,1,3,35,20,2,2,9,2
"60QU000578",90,53,50,8,42,0,0,0,1,1,0,1,1,37,15,3,4,9,6
"60QU000579",90,63,47,10,37,1,0,1,1,0,1,6,8,27,9,6,3,4,5
"60QU000580",48,27,24,2,22,0,0,0,1,1,0,0,2,21,11,1,2,3,4
"60QU000581",63,52,43,12,31,2,0,2,3,2,1,2,2,11,6,1,3,0,1
"60QU000582",60,44,35,8,27,2,0,2,3,1,2,2,2,16,5,5,4,1,1
"60QU000583",103,58,47,13,34,3,1,2,2,1,1,0,6,45,32,3,4,2,4
"60QU000584",52,36,29,8,21,3,0,3,1,0,1,0,3,16,7,4,0,4,1
"60QU000585",35,28,25,5,20,0,0,0,1,1,0,0,2,7,4,0,0,2,1
"60QU000586",95,59,47,8,39,4,0,4,2,1,1,3,3,36,19,11,2,3,1
"60QU000587",49,24,21,2,19,0,0,0,0,0,0,2,1,25,13,1,3,5,3
"60QU000588",95,73,63,8,55,1,1,0,5,1,4,2,2,22,12,2,0,6,2
"60QU000589",43,24,18,5,13,1,0,1,1,0,1,2,2,19,9,2,1,7,0
"60QU000590",48,24,18,3,15,5,0,5,0,0,0,1,0,24,15,3,1,2,3
"60QU000591",81,56,37,8,29,8,2,6,4,2,2,5,2,25,9,6,6,1,3
"60QU000592",71,49,28,3,25,11,0,11,8,4,4,1,1,22,12,2,7,0,1
"60QU000593",43,24,20,5,15,0,0,0,0,0,0,3,1,19,0,3,6,7,3
"60QU000594",48,23,16,5,11,0,0,0,1,0,1,6,0,25,2,4,7,7,5
"60QU000595",127,92,71,12,59,8,1,7,3,1,2,2,8,35,14,3,10,3,5
"60QU000596",77,45,37,6,31,2,0,2,3,2,1,1,2,32,17,2,9,1,3
"60QU000597",52,15,12,5,7,0,0,0,0,0,0,3,0,37,16,1,1,14,5
"60QU000598",62,40,29,7,22,0,0,0,4,0,4,7,0,22,9,0,2,8,3
"60QU000599",78,49,43,12,31,0,0,0,0,0,0,5,1,29,5,5,8,5,6
"60QU000600",53,9,4,0,4,1,0,1,0,0,0,4,0,44,26,0,3,10,5
"60QU000601",102,60,52,15,37,2,0,2,3,0,3,2,1,42,21,6,1,9,5
"60QU000602",82,57,46,6,40,5,0,5,4,1,3,2,0,25,19,1,3,1,1
"60QU000603",67,49,43,11,32,1,0,1,2,1,1,0,3,18,4,3,2,6,3
"60QU000604",74,53,32,6,26,10,2,8,3,3,0,8,0,21,13,0,7,0,1
"60QU000605",94,48,37,6,31,2,0,2,1,0,1,8,0,46,16,4,5,17,4
"60QU000606",75,50,40,9,31,7,2,5,2,2,0,0,1,25,9,9,6,1,0
"60QU000607",51,34,27,6,21,0,0,0,3,1,2,2,2,17,0,1,2,11,3
"60QU000608",42,23,15,4,11,5,1,4,1,1,0,0,2,19,9,1,7,0,2
"60QU000609",57,43,37,6,31,2,0,2,3,0,3,1,0,14,6,0,2,2,4
"60QU000610",133,84,66,10,56,4,0,4,5,1,4,4,5,49,27,5,11,5,1
"60QU000611",97,62,52,9,43,0,0,0,1,0,1,7,2,35,19,6,3,3,4
"60QU000612",56,35,25,4,21,5,1,4,1,0,1,1,3,21,15,0,3,2,1
"60QU000613",93,75,62,12,50,3,0,3,1,1,0,3,6,18,5,1,3,7,2
"60QU000614",60,49,41,7,34,0,0,0,4,0,4,2,2,11,3,2,4,1,1
"60QU000615",58,19,16,5,11,0,0,0,2,0,2,1,0,39,21,3,2,9,4
"60QU000616",49,11,10,3,7,0,0,0,0,0,0,1,0,38,19,0,0,12,7
"60QU000617",62,22,18,5,13,0,0,0,0,0,0,4,0,40,10,2,5,17,6
"60QU000618",44,20,12,4,8,0,0,0,0,0,0,8,0,24,10,0,0,12,2
"60QU000619",58,23,18,5,13,0,0,0,1,0,1,3,1,35,12,1,2,14,6
"60QU000620",52,27,22,7,15,0,0,0,1,0,1,3,1,25,14,2,3,3,3
"60QU000621",75,55,48,11,37,1,0,1,1,0,1,3,2,20,9,2,2,6,1
"60QU000622",91,52,46,13,33,0,0,0,1,1,0,5,0,39,10,2,9,10,8
"60QU000623",66,42,36,10,26,0,0,0,1,0,1,3,2,24,12,2,2,7,1
"60QU000624",104,61,48,11,37,0,0,0,0,0,0,9,4,43,5,5,9,15,9
"60QU000625",140,115,96,16,80,3,0,3,6,2,4,5,5,25,2,5,4,10,4
"60QU000626",58,46,36,10,26,0,0,0,3,0,3,2,5,12,4,1,4,3,0
"60QU000627",69,42,34,10,24,0,0,0,1,1,0,6,1,27,4,1,7,9,6
"60QU000628",92,48,42,10,32,1,0,1,1,0,1,4,0,44,10,3,6,22,3
"60QU000629",41,28,19,5,14,7,0,7,1,1,0,1,0,13,7,1,3,2,0
"60QU000630",211,119,90,16,74,10,2,8,12,2,10,3,4,92,12,14,8,55,3
"60QU000631",138,103,66,11,55,25,2,23,9,4,5,0,3,35,12,12,6,2,3
"60QU000632",58,43,36,7,29,4,0,4,0,0,0,2,1,15,7,2,5,1,0
"60QU000633",107,89,81,13,68,1,1,0,5,2,3,1,1,18,3,2,6,3,4
"60QU000634",119,102,78,9,69,10,1,9,9,1,8,3,2,17,8,2,3,3,1
"60QU000635",90,81,73,9,64,2,1,1,2,0,2,1,3,9,4,1,1,3,0
"60QU000636",129,103,90,13,77,3,0,3,6,4,2,2,2,26,6,3,4,7,6
"60QU000637",65,42,33,5,28,2,1,1,5,2,3,2,0,23,13,0,3,2,5
"60QU000638",122,98,68,12,56,16,1,15,5,3,2,2,7,24,6,7,10,1,0
"60QU000639",87,69,55,12,43,2,0,2,1,1,0,2,9,18,5,4,3,2,4
"60QU000640",104,62,39,11,28,11,2,9,7,4,3,3,2,42,21,4,13,2,2
"60QU000641",61,38,33,4,29,2,0,2,1,0,1,1,1,23,9,3,1,9,1
"60QU000642",89,46,40,11,29,1,0,1,1,1,0,1,3,43,19,3,5,9,7
"60QU000643",48,23,19,6,13,0,0,0,0,0,0,2,2,25,13,2,2,7,1
"60QU000644",64,41,31,5,26,0,0,0,3,3,0,2,5,23,12,2,6,2,1
"60QU000645",60,36,35,5,30,0,0,0,0,0,0,1,0,24,13,2,1,7,1
"60QU000646",154,102,69,12,57,11,2,9,11,4,7,6,5,52,38,6,6,1,1
"60QU000647",155,121,97,12,85,7,0,7,6,2,4,5,6,34,18,5,4,4,3
"60QU000648",108,81,71,11,60,1,0,1,7,2,5,2,0,27,16,0,3,5,3
"60QU000649",83,61,44,9,35,1,0,1,9,2,7,6,1,22,14,3,1,3,1
"60QU000650",82,49,41,5,36,0,0,0,4,0,4,2,2,33,19,4,0,5,5
"60QU000651",71,49,42,3,39,0,0,0,2,0,2,5,0,22,14,2,1,3,2
"60QU000652",64,41,36,8,28,1,0,1,1,0,1,3,0,23,13,1,2,4,3
"60QU000653",134,92,73,14,59,2,0,2,3,1,2,7,7,42,20,6,7,6,3
"60QU000654",55,39,31,8,23,1,0,1,3,0,3,4,0,16,2,0,1,5,8
"60QU000655",75,41,34,5,29,0,0,0,2,1,1,3,2,34,15,2,3,10,4
"60QU000656",67,39,28,6,22,0,0,0,1,0,1,5,5,28,12,3,2,10,1
"60QU000657",66,24,20,4,16,2,0,2,0,0,0,1,1,42,19,2,4,14,3
"60QU000658",45,25,20,2,18,2,2,0,2,2,0,0,1,20,9,1,3,6,1
"60QU000659",81,43,40,2,38,0,0,0,1,0,1,1,1,38,23,0,2,10,3
"60QU000660",40,28,25,5,20,0,0,0,0,0,0,3,0,12,6,0,0,3,3
"60QU000661",59,27,24,6,18,1,1,0,0,0,0,1,1,32,14,3,1,10,4
"60QU000662",107,88,75,11,64,1,0,1,1,0,1,8,3,19,4,3,4,7,1
"60QU000663",46,42,40,5,35,1,0,1,0,0,0,1,0,4,0,0,2,0,2
"60QU000664",84,60,49,8,41,2,0,2,2,1,1,5,2,24,6,2,7,8,1
"60QU000665",111,88,77,12,65,2,0,2,0,0,0,7,2,23,2,2,8,7,4
"60QU000666",184,101,75,22,53,2,1,1,3,1,2,15,6,83,21,8,17,28,9
"60QU000667",75,55,50,7,43,1,0,1,0,0,0,3,1,20,3,1,5,8,3
"60QU000668",146,128,112,28,84,4,0,4,5,1,4,2,5,18,2,4,5,5,2
"60QU000669",126,109,92,12,80,6,0,6,4,1,3,1,6,17,0,13,1,1,2
"60QU000670",113,84,67,14,53,3,1,2,2,0,2,8,4,29,4,2,5,16,2
"60QU000671",46,12,12,2,10,0,0,0,0,0,0,0,0,34,20,0,0,8,6
"60QU000672",57,31,27,7,20,0,0,0,1,0,1,2,1,26,15,0,0,9,2
"60QU000673",41,13,11,2,9,1,0,1,0,0,0,1,0,28,16,0,3,6,3
"60QU000674",58,38,31,6,25,2,0,2,1,1,0,1,3,20,11,1,4,3,1
"60QU000675",78,62,58,8,50,0,0,0,1,0,1,2,1,16,4,2,2,7,1
"60QU000676",133,86,72,17,55,4,1,3,2,0,2,4,4,47,11,4,5,11,16
"60QU000677",139,87,65,12,53,1,0,1,2,1,1,13,6,52,7,4,17,13,11
"60QU000678",124,79,67,11,56,0,0,0,3,2,1,7,2,45,15,1,5,16,8
"60QU000679",109,87,78,9,69,0,0,0,1,0,1,3,5,22,7,4,0,7,4
"60QU000680",60,49,45,5,40,1,0,1,0,0,0,1,2,11,5,2,1,3,0
"60QU000681",93,74,62,13,49,3,0,3,5,0,5,0,4,19,3,9,0,6,1
"60QU000682",64,36,32,8,24,0,0,0,2,1,1,0,2,28,12,3,3,7,3
"60QU000683",106,64,49,11,38,2,0,2,1,0,1,10,2,42,10,2,4,15,11
"60QU000684",55,33,24,5,19,5,1,4,1,0,1,0,3,22,10,1,1,4,6
"60QU000685",101,72,55,9,46,6,0,6,5,2,3,3,3,29,18,3,5,2,1
"60QU000686",137,119,105,18,87,3,0,3,4,2,2,2,5,18,1,3,4,6,4
"60QU000687",97,80,68,8,60,0,0,0,1,0,1,3,8,17,4,1,7,2,3
"60QU000688",63,26,26,3,23,0,0,0,0,0,0,0,0,37,26,1,2,5,3
"60QU000689",109,97,92,11,81,0,0,0,2,1,1,1,2,12,2,2,2,2,4
"60QU000690",125,95,84,19,65,2,0,2,1,1,0,2,6,30,11,6,6,4,3
"60QU000691",136,102,85,19,66,1,0,1,1,1,0,11,4,34,10,7,2,12,3
"60QU000692",69,34,25,5,20,0,0,0,0,0,0,8,1,35,7,1,6,13,8
"60QU000693",94,49,45,13,32,0,0,0,2,0,2,1,1,45,27,2,5,7,4
"60QU000694",65,32,27,10,17,0,0,0,0,0,0,4,1,33,4,2,8,9,10
"60QU000695",84,41,29,7,22,1,0,1,2,1,1,8,1,43,9,6,7,10,11
"60QU000696",67,47,38,7,31,2,0,2,3,0,3,1,3,20,7,3,6,3,1
"60QU000697",50,32,27,4,23,0,0,0,0,0,0,2,3,18,8,1,2,7,0
"60QU000698",99,51,33,10,23,1,0,1,4,1,3,9,4,48,16,3,8,16,5
"60QU000699",85,35,27,11,16,1,0,1,0,0,0,4,3,50,15,6,8,15,6
"60QU000700",54,40,34,7,27,2,1,1,1,1,0,1,2,14,6,1,2,3,2
"60QU000701",62,51,47,8,39,0,0,0,0,0,0,3,1,11,4,0,2,4,1
"60QU000702",108,60,39,12,27,1,0,1,0,0,0,18,2,48,9,3,5,20,11
"60QU000703",117,58,51,12,39,2,2,0,2,0,2,0,3,59,32,2,6,14,5
"60QU000704",83,59,49,11,38,1,0,1,1,0,1,8,0,24,5,1,4,9,5
"60QU000705",60,34,26,8,18,0,0,0,3,2,1,2,3,26,9,2,6,7,2
"60QU000706",103,70,59,7,52,0,0,0,4,0,4,5,2,33,12,3,1,14,3
"60QU000707",122,73,60,16,44,0,0,0,0,0,0,9,4,49,14,5,4,18,8
"60QU000708",79,57,48,8,40,3,0,3,0,0,0,4,2,22,9,1,5,7,0
"60QU000709",103,54,44,10,34,0,0,0,0,0,0,5,5,49,18,4,8,17,2
"60QU000710",50,26,17,5,12,1,0,1,0,0,0,7,1,24,7,1,5,5,6
"60QU000711",47,24,22,5,17,1,0,1,0,0,0,0,1,23,10,3,3,6,1
"60QU000712",112,63,49,11,38,1,0,1,0,0,0,12,1,49,21,2,4,12,10
"60QU000713",63,29,26,8,18,0,0,0,1,0,1,1,1,34,13,1,2,16,2
"60QU000714",89,56,50,8,42,0,0,0,2,1,1,4,0,33,19,2,0,7,5
"60QU000715",124,47,37,10,27,0,0,0,1,1,0,7,2,77,13,0,17,33,14
"60QU000716",149,54,13,2,11,1,0,1,2,0,2,7,31,95,2,69,3,13,8
"60QU000717",57,48,40,9,31,0,0,0,4,1,3,3,1,9,0,5,4,0,0
"60QU000718",141,118,108,19,89,1,0,1,1,0,1,4,4,23,0,8,8,3,4
"60QU000719",180,143,121,21,100,4,1,3,5,2,3,7,6,37,11,6,9,7,4
"60QU000720",120,103,89,16,73,2,0,2,4,0,4,4,4,17,7,5,2,1,2
"60QU000721",113,103,98,19,79,0,0,0,4,4,0,0,1,10,0,3,5,0,2
"60QW000001",98,81,50,8,42,15,3,12,13,2,11,1,2,17,4,5,5,1,2
"60QW000002",155,100,77,17,60,6,2,4,12,4,8,3,2,55,23,7,10,10,5
"60QW000003",48,31,24,3,21,5,0,5,1,0,1,0,1,17,10,2,3,1,1
"60QW000004",41,26,20,5,15,4,0,4,0,0,0,1,1,15,5,1,2,5,2
"60QW000005",112,67,56,9,47,3,0,3,5,1,4,3,0,45,16,2,12,13,2
"60QW000006",101,74,50,10,40,12,3,9,8,2,6,2,2,27,17,5,2,2,1
"60QW000007",115,93,55,12,43,14,2,12,13,3,10,5,6,22,10,5,2,0,5
"60QW000008",106,63,47,14,33,4,0,4,9,4,5,1,2,43,20,3,8,11,1
"60QW000009",50,40,33,2,31,5,0,5,0,0,0,2,0,10,5,3,1,1,0
"60QW000010",71,47,41,8,33,0,0,0,1,0,1,3,2,24,13,0,6,4,1
"60QW000011",66,45,32,9,23,7,0,7,5,3,2,0,1,21,8,3,4,4,2
"60QW000012",111,73,62,12,50,5,0,5,2,0,2,2,2,38,19,2,2,12,3
"60QW000013",52,37,30,9,21,4,1,3,2,1,1,1,0,15,9,1,3,2,0
"60QW000014",78,56,39,13,26,7,3,4,7,1,6,1,2,22,10,1,3,7,1
"60QW000015",90,67,50,14,36,6,0,6,8,3,5,2,1,23,17,1,2,2,1
"60QW000016",51,37,25,5,20,6,2,4,6,2,4,0,0,14,9,1,3,0,1
"60QW000017",57,41,31,7,24,5,0,5,4,0,4,1,0,16,11,1,3,0,1
"60QW000018",67,52,31,7,24,7,0,7,11,1,10,1,2,15,5,3,4,2,1
"60QW000019",72,45,29,5,24,10,3,7,5,2,3,0,1,27,12,5,6,2,2
"60QW000020",105,79,50,13,37,10,1,9,17,3,14,2,0,26,10,4,10,1,1
"60QW000021",112,81,64,11,53,5,1,4,11,2,9,1,0,31,12,1,11,3,4
"60QW000022",56,38,24,1,23,10,2,8,1,0,1,2,1,18,8,1,3,4,2
"60QW000023",66,45,41,3,38,1,0,1,2,0,2,0,1,21,7,0,5,5,4
"60QW000024",110,92,82,13,69,5,0,5,3,1,2,0,2,18,7,5,2,2,2
"60QW000025",69,52,44,6,38,2,0,2,0,0,0,2,4,17,5,2,4,6,0
"60QW000026",31,19,17,3,14,0,0,0,1,0,1,1,0,12,7,0,0,1,4
"60QW000027",78,64,49,4,45,2,1,1,7,2,5,3,3,14,10,1,1,2,0
"60QW000028",123,107,86,18,68,6,0,6,4,0,4,4,7,16,13,2,0,1,0
"60QW000029",144,128,120,22,98,0,0,0,5,0,5,0,3,16,6,3,1,3,3
"60QW000030",153,120,102,22,80,4,0,4,3,3,0,1,10,33,12,8,7,4,2
"60QW000031",117,78,65,10,55,4,1,3,4,0,4,1,4,39,16,4,6,7,6
"60QW000032",119,77,64,23,41,0,0,0,1,1,0,8,4,42,10,7,11,10,4
"60QW000033",54,24,22,8,14,1,0,1,0,0,0,0,1,30,19,0,0,6,5
"60QW000034",61,23,21,3,18,0,0,0,0,0,0,0,2,38,27,1,2,7,1
"60QW000035",85,66,57,13,44,1,1,0,2,1,1,4,2,19,9,1,2,4,3
"60QW000036",64,42,37,13,24,1,0,1,0,0,0,3,1,22,9,1,1,8,3
"60QW000037",69,34,26,8,18,1,0,1,3,0,3,2,2,35,8,3,12,9,3
"60QW000038",86,56,51,14,37,0,0,0,2,0,2,2,1,30,12,0,2,10,6
"60QW000039",108,85,75,22,53,1,0,1,2,1,1,2,5,23,8,2,3,5,5
"60QW000040",143,110,96,21,75,1,0,1,8,1,7,3,2,33,5,2,11,10,5
"60QW000041",70,44,38,7,31,3,1,2,1,0,1,2,0,26,18,0,2,4,2
"60QW000042",144,122,109,25,84,1,0,1,4,0,4,3,5,22,9,1,4,6,2
