"output_area","All people","Number of people born in: England","Number of people born in: Scotland","Number of people born in: Wales","Number of people born in: Northern Ireland","Number of people born in: Republic of Ireland","Number of people born in: Other EU countries","Number of people born: Elsewhere"
"60QA000583",113,4,89,1,0,1,4,14
"60QA000584",67,5,49,1,4,0,3,5
"60QA000585",84,8,62,0,0,0,5,9
"60QA000586",66,4,57,0,0,1,1,3
"60QA000587",66,5,48,0,0,0,2,11
"60QA000588",99,11,78,0,1,1,3,5
"60QA000589",73,6,62,1,0,0,2,2
"60QA000590",78,5,68,0,0,0,0,5
"60QA000591",79,5,72,0,1,1,0,0
"60QA000592",118,8,107,0,1,1,1,0
"60QA000593",110,8,98,2,0,0,0,2
"60QA000594",94,3,88,1,1,0,1,0
"60QA000595",108,7,97,0,0,0,0,4
"60QA000596",103,6,87,0,0,1,3,6
"60QA000597",77,2,64,0,1,0,3,7
"60QA000598",136,4,128,2,0,0,2,0
"60QA000599",208,14,184,0,0,1,6,3
"60QA000600",100,4,91,1,0,0,1,3
"60QA000601",68,2,56,0,0,3,1,6
"60QA000602",67,2,58,0,1,0,1,5
"60QA000603",64,4,49,0,1,1,0,9
"60QA000604",58,5,45,0,0,0,1,7
"60QA000605",52,8,36,0,0,0,0,8
"60QA000606",82,5,59,0,2,0,1,15
"60QA000607",78,4,73,0,0,0,0,1
"60QA000608",72,7,64,0,0,1,0,0
"60QA000609",69,3,65,0,0,0,0,1
"60QA000610",58,4,54,0,0,0,0,0
"60QA000611",191,10,170,0,1,1,1,8
"60QA000612",139,15,116,0,1,0,3,4
"60QA000613",118,12,81,0,1,2,7,15
"60QA000614",179,8,162,0,0,0,1,8
"60QA000615",85,1,80,0,0,0,1,3
"60QA000616",93,4,85,0,1,1,1,1
"60QA000617",76,6,66,1,0,0,2,1
"60QA000618",67,7,59,0,0,0,0,1
"60QA000619",157,14,128,0,1,0,0,14
"60QA000620",106,10,90,0,1,1,1,3
"60QA000621",109,4,97,1,1,0,1,5
"60QA000622",82,5,73,0,1,0,1,2
"60QA000623",100,3,90,0,1,0,0,6
"60QA000624",88,11,61,2,1,3,3,7
"60QA000625",63,6,53,0,0,0,0,4
"60QA000626",68,3,61,0,0,0,1,3
"60QA000627",97,6,87,0,0,0,2,2
"60QA000628",109,4,103,0,0,0,0,2
"60QA000629",194,21,151,1,6,7,2,6
"60QA000630",189,32,129,1,6,2,6,13
"60QA000631",58,10,37,1,0,1,2,7
"60QA000632",92,11,70,1,0,1,4,5
"60QA000633",112,17,80,4,0,2,2,7
"60QA000634",180,13,134,0,0,1,2,30
"60QA000635",87,13,65,0,0,0,2,7
"60QA000636",221,28,149,2,0,1,6,35
"60QA000637",160,16,127,0,3,0,7,7
"60QA000638",138,12,119,1,0,0,1,5
"60QA000639",141,23,106,1,3,0,2,6
"60QA000640",89,12,60,2,0,0,4,11
"60QA000641",120,15,99,0,1,0,1,4
"60QA000642",70,9,52,0,1,0,4,4
"60QA000643",57,5,45,1,0,1,0,5
"60QA000644",118,10,93,0,0,2,6,7
"60QA000645",144,19,91,1,0,0,5,28
"60QA000646",148,17,105,1,2,0,4,19
"60QA000647",127,6,113,1,1,0,2,4
"60QA000648",99,19,65,0,4,2,1,8
"60QA000649",98,13,68,0,3,1,9,4
"60QA000650",101,7,91,0,0,0,3,0
"60QA000651",126,22,78,2,2,0,7,15
"60QA000652",456,92,272,3,7,1,43,38
"60QA000653",126,16,95,2,1,0,4,8
"60QA000654",72,9,50,0,1,2,2,8
"60QA000655",89,10,61,1,3,1,4,9
"60QA000656",127,33,65,2,4,3,7,13
"60QA000657",81,7,70,2,0,2,0,0
"60QA000658",123,20,83,1,3,0,5,11
"60QA000659",178,26,86,2,5,4,21,34
"60QA000660",146,33,89,0,4,1,4,15
"60QA000661",107,7,85,0,3,3,2,7
"60QA000662",101,9,83,0,2,1,2,4
"60QA000663",117,18,81,0,4,1,3,10
"60QA000664",71,6,57,0,2,0,2,4
"60QA000665",100,11,78,1,1,0,3,6
"60QA000666",65,9,55,0,0,0,1,0
"60QA000667",102,11,62,1,1,1,11,15
"60QA000668",91,5,76,1,3,1,2,3
"60QA000669",102,14,76,0,2,2,1,7
"60QA000670",79,17,58,0,2,0,2,0
"60QA000671",118,11,104,2,0,1,0,0
"60QA000672",129,4,120,0,0,0,1,4
"60QA000673",75,14,49,3,5,0,2,2
"60QA000674",62,2,53,0,0,0,1,6
"60QA000675",63,10,42,1,3,0,0,7
"60QA000676",55,10,37,0,0,0,3,5
"60QA000677",86,16,60,1,1,0,1,7
"60QA000678",103,9,84,1,2,0,2,5
"60QA000679",130,13,102,1,6,3,0,5
"60QA000680",52,8,38,1,2,0,1,2
"60QA000681",74,12,60,0,1,0,0,1
"60QA000682",64,2,55,0,0,0,1,6
"60QA000683",114,14,88,0,2,1,2,7
"60QA000684",67,5,57,0,1,0,0,4
"60QA000685",57,5,50,0,0,0,0,2
"60QA000686",90,6,83,0,0,0,0,1
"60QA000687",77,6,63,0,0,0,1,7
"60QA000688",165,11,146,0,1,0,1,6
"60QA000689",123,7,110,0,0,0,3,3
"60QA000690",69,8,54,0,2,1,3,1
"60QA000691",74,4,59,0,0,0,1,10
"60QA000692",298,14,268,1,2,0,2,11
"60QA000693",113,7,93,2,5,1,0,5
"60QA000694",90,18,66,0,2,1,2,1
"60QA000695",125,10,102,2,3,0,5,3
"60QA000696",97,8,79,0,0,1,0,9
"60QA000697",64,5,53,0,0,0,2,4
"60QA000698",145,21,101,0,2,0,3,18
"60QA000699",103,13,75,2,2,0,4,7
"60QA000700",112,5,101,0,1,0,1,4
"60QA000701",129,19,110,0,0,0,0,0
"60QA000702",116,11,98,0,0,0,1,6
"60QA000703",67,0,66,0,0,0,0,1
"60QA000704",114,7,98,0,0,0,0,9
"60QA000705",136,11,123,1,0,0,0,1
"60QA000706",133,7,124,1,0,0,0,1
"60QA000707",117,5,109,0,0,0,1,2
"60QA000708",131,8,117,0,0,0,1,5
"60QA000709",160,19,130,0,0,0,5,6
"60QA000710",106,12,90,0,0,0,3,1
"60QA000711",133,15,114,0,0,0,0,4
"60QA000712",101,14,79,0,3,0,0,5
"60QA000713",169,29,116,1,0,0,1,22
"60QA000714",189,19,150,1,4,0,5,10
"60QA000715",182,24,144,1,0,0,3,10
"60QA000716",175,19,103,0,1,1,4,47
"60QA000717",101,16,77,0,0,0,1,7
"60QA000718",93,14,74,1,0,0,0,4
"60QA000719",94,6,82,0,1,0,2,3
"60QA000720",118,13,96,0,1,1,0,7
"60QA000721",103,12,79,0,1,0,3,8
"60QA000722",103,5,91,0,2,0,0,5
"60QA000723",166,28,123,1,1,2,3,8
"60QA000724",80,10,61,0,0,0,2,7
"60QA000725",131,27,93,0,0,0,2,9
"60QA000726",169,24,129,0,1,1,5,9
"60QA000727",95,12,74,0,0,1,0,8
"60QA000728",92,20,65,0,0,0,4,3
"60QA000729",67,17,42,0,0,1,4,3
"60QA000730",87,14,71,0,0,0,0,2
"60QA000731",104,17,61,1,3,0,4,18
"60QA000732",154,17,131,0,1,0,1,4
"60QA000733",152,19,122,1,1,0,6,3
"60QA000734",146,21,97,1,1,1,15,10
"60QA000735",161,26,107,2,0,2,12,12
"60QA000736",102,19,70,0,1,0,6,6
"60QA000737",156,34,91,0,0,0,10,21
"60QA000738",177,30,114,0,3,1,8,21
"60QA000739",104,14,67,1,0,1,9,12
"60QA000740",108,23,72,2,1,1,6,3
"60QA000741",126,22,75,2,0,1,8,18
"60QA000742",103,13,76,0,0,0,4,10
"60QA000743",109,15,86,0,1,0,0,7
"60QA000744",137,14,101,0,0,1,4,17
"60QA000745",116,18,83,0,3,2,8,2
"60QA000746",77,16,49,0,0,0,5,7
"60QA000747",69,10,52,1,1,0,1,4
"60QA000748",97,12,69,1,1,0,7,7
"60QA000749",106,8,83,2,4,0,2,7
"60QA000750",194,20,153,1,3,0,4,13
"60QA000751",87,9,65,0,1,2,1,9
"60QA000752",68,7,58,0,0,0,1,2
"60QA000753",103,17,67,0,3,2,2,12
"60QA000754",113,24,79,0,1,0,4,5
"60QA000755",129,17,97,0,1,0,2,12
"60QA000756",152,24,100,1,2,2,9,14
"60QA000757",86,16,63,0,2,0,1,4
"60QA000758",75,7,54,1,0,1,1,11
"60QA000759",67,8,50,0,3,2,0,4
"60QA000760",50,11,27,0,0,1,0,11
"60QA000761",108,20,67,1,2,1,10,7
"60QA000762",81,11,66,0,3,0,0,1
"60QA000763",90,12,66,0,2,2,1,7
"60QA000764",117,11,90,1,4,0,3,8
"60QA000765",66,7,53,1,2,0,0,3
"60QA000766",80,16,53,1,2,1,1,6
"60QA000767",97,13,76,2,1,0,3,2
"60QA000768",75,10,58,2,0,0,1,4
"60QA000769",136,15,110,1,0,0,1,9
"60QA000770",56,2,54,0,0,0,0,0
"60QA000771",62,10,46,0,0,0,0,6
"60QA000772",84,7,69,0,3,1,2,2
"60QA000773",89,11,71,0,3,1,0,3
"60QA000774",78,6,71,0,0,0,0,1
"60QA000775",83,9,61,0,1,1,2,9
"60QA000776",144,10,102,0,0,0,3,29
"60QA000777",108,9,71,1,0,0,2,25
"60QA000778",81,18,53,0,1,3,0,6
"60QA000779",73,10,51,1,1,1,1,8
"60QA000780",105,8,77,4,5,2,2,7
"60QA000781",257,44,155,3,2,2,13,38
"60QA000782",59,2,54,0,0,0,0,3
"60QA000783",60,7,47,0,0,4,1,1
"60QA000784",143,13,104,0,1,1,6,18
"60QA000785",120,11,98,2,2,1,1,5
"60QA000786",111,10,78,0,3,4,2,14
"60QA000787",107,22,70,1,2,1,1,10
"60QA000788",91,10,71,1,1,1,1,6
"60QA000789",156,23,107,0,3,0,6,17
"60QA000790",119,13,93,0,2,1,3,7
"60QA000791",89,3,86,0,0,0,0,0
"60QA000792",172,7,164,0,0,0,0,1
"60QA000793",74,2,70,0,0,0,1,1
"60QA000794",144,5,138,0,0,0,1,0
"60QA000795",87,2,85,0,0,0,0,0
"60QA000796",118,5,111,0,1,0,0,1
"60QA000797",100,7,93,0,0,0,0,0
"60QA000798",94,2,89,1,0,0,0,2
"60QA000799",115,5,108,1,0,0,0,1
"60QA000800",76,6,68,1,0,0,0,1
"60QA000801",99,1,97,0,0,0,1,0
"60QA000802",113,5,108,0,0,0,0,0
"60QA000803",142,8,127,0,0,0,1,6
"60QA000804",75,6,69,0,0,0,0,0
"60QA000805",102,3,97,0,1,0,0,1
"60QA000806",121,8,109,0,0,0,0,4
"60QA000807",140,5,132,0,0,1,1,1
"60QA000808",90,0,89,0,0,0,0,1
"60QA000809",169,4,159,0,0,0,3,3
"60QA000810",125,15,106,0,0,2,0,2
"60QA000811",133,5,126,0,0,0,1,1
"60QA000812",120,2,107,0,1,2,0,8
"60QA000813",79,3,74,0,1,1,0,0
"60QA000814",170,6,160,0,0,0,2,2
"60QA000815",166,3,160,0,0,0,1,2
"60QA000816",122,2,116,0,1,0,1,2
"60QA000817",124,5,118,0,0,0,0,1
"60QA000818",106,8,95,0,2,0,0,1
"60QA000819",119,3,113,1,2,0,0,0
"60QA000820",134,6,123,0,1,0,3,1
"60QA000821",96,6,89,0,0,1,0,0
"60QA000822",136,6,130,0,0,0,0,0
"60QA000823",100,7,90,1,0,0,0,2
"60QA000824",94,4,89,0,0,0,1,0
"60QA000825",161,5,152,0,0,0,1,3
"60QA000826",160,4,155,0,1,0,0,0
"60QA000827",148,4,140,2,0,0,0,2
"60QA000828",87,2,85,0,0,0,0,0
"60QA000829",89,3,85,0,0,0,1,0
"60QA000830",109,4,103,0,1,0,1,0
"60QA000831",92,3,85,0,1,0,0,3
"60QA000832",127,9,118,0,0,0,0,0
"60QA000833",117,10,103,2,0,0,1,1
"60QA000834",163,3,158,0,0,0,1,1
"60QA000835",83,5,78,0,0,0,0,0
"60QA000836",207,6,195,2,0,0,2,2
"60QA000837",146,5,139,1,0,0,0,1
"60QA000838",146,10,133,1,0,0,2,0
"60QA000839",96,4,91,1,0,0,0,0
"60QA000840",102,2,98,0,0,0,1,1
"60QA000841",118,9,108,0,0,0,1,0
"60QA000842",98,6,90,0,0,0,0,2
"60QA000843",140,1,136,0,0,0,2,1
"60QA000844",165,1,163,0,0,0,1,0
"60QA000845",119,2,106,0,1,0,1,9
"60QA000846",103,4,98,0,1,0,0,0
"60QA000847",118,5,113,0,0,0,0,0
"60QA000848",90,7,78,0,2,0,2,1
"60QA000849",72,0,68,0,2,0,1,1
"60QA000850",114,4,102,0,0,1,0,7
"60QA000851",143,7,127,0,0,0,3,6
"60QA000852",170,6,162,0,2,0,0,0
"60QA000853",144,7,136,0,1,0,0,0
"60QA000854",84,4,80,0,0,0,0,0
"60QA000855",111,4,106,0,1,0,0,0
"60QA000856",74,3,71,0,0,0,0,0
"60QA000857",106,3,89,0,2,1,2,9
"60QA000858",57,1,56,0,0,0,0,0
"60QA000859",133,5,127,0,0,0,0,1
"60QA000860",124,7,116,0,1,0,0,0
"60QA000861",151,10,135,0,0,0,4,2
"60QA000862",174,5,162,1,2,1,0,3
"60QA000863",167,12,149,0,0,1,2,3
"60QA000864",145,7,132,0,1,0,1,4
"60QA000865",113,3,104,0,4,0,0,2
"60QA000866",109,4,100,0,0,0,0,5
"60QA000867",113,2,106,0,0,1,2,2
"60QA000868",154,6,137,0,0,1,0,10
"60QA000869",148,8,136,0,1,0,0,3
"60QA000870",177,6,159,0,2,0,0,10
"60QA000871",121,8,104,1,0,0,2,6
"60QA000872",88,5,76,1,1,0,1,4
"60QA000873",222,25,160,2,3,4,5,23
"60QA000874",122,6,106,2,1,1,1,5
"60QA000875",111,6,98,1,0,0,4,2
"60QA000876",99,7,83,0,0,1,0,8
"60QA000877",87,7,77,0,0,2,1,0
"60QA000878",65,1,61,0,0,1,1,1
"60QA000879",358,17,323,0,0,2,3,13
"60QA000880",111,7,100,0,1,1,1,1
"60QA000881",103,15,75,0,1,2,4,6
"60QA000882",72,10,60,0,1,0,1,0
"60QA000883",86,8,76,0,0,2,0,0
"60QA000884",116,3,104,1,0,0,0,8
"60QA000885",138,4,129,1,1,0,0,3
"60QA000886",127,6,113,0,0,0,2,6
"60QA000887",115,10,98,0,0,0,3,4
"60QA000888",101,5,86,1,2,0,0,7
"60QA000889",161,15,138,0,1,0,1,6
"60QA000890",152,12,128,0,0,0,0,12
"60QA000891",109,9,97,0,0,0,1,2
"60QA000892",127,8,116,0,0,0,1,2
"60QA000893",90,4,82,0,0,0,1,3
"60QA000894",106,2,99,0,3,0,0,2
"60QA000895",66,4,58,0,0,0,2,2
"60QA000896",166,6,156,0,0,0,0,4
"60QA000897",170,2,158,0,4,0,0,6
"60QA000898",167,8,157,0,0,0,0,2
"60QA000899",91,5,71,0,0,0,6,9
"60QA000900",92,8,81,1,0,0,0,2
"60QA000901",111,8,96,0,0,1,1,5
"60QA000902",119,2,109,1,1,1,0,5
"60QA000903",115,4,104,0,0,0,0,7
"60QA000904",84,16,65,0,0,0,0,3
"60QA000905",159,6,151,1,0,0,0,1
"60QA000906",98,4,93,0,0,0,0,1
"60QA000907",88,3,84,0,0,0,0,1
"60QA000908",98,5,91,0,0,0,1,1
"60QA000909",87,5,80,0,0,0,1,1
"60QA000910",101,3,95,1,0,0,0,2
"60QA000911",123,5,118,0,0,0,0,0
"60QA000912",98,2,95,1,0,0,0,0
"60QA000913",126,6,119,0,0,0,0,1
"60QA000914",117,6,108,3,0,0,0,0
"60QA000915",101,9,90,0,0,0,0,2
"60QA000916",103,2,99,0,0,0,0,2
"60QA000917",138,8,128,0,1,0,1,0
"60QA000918",102,7,95,0,0,0,0,0
"60QA000919",88,6,79,0,0,0,2,1
"60QA000920",144,8,134,0,0,0,2,0
"60QA000921",73,1,69,0,0,0,0,3
"60QA000922",79,8,69,0,0,0,2,0
"60QA000923",105,7,97,0,0,0,0,1
"60QA000924",144,2,139,1,1,0,0,1
"60QA000925",117,13,103,0,0,0,0,1
"60QA000926",114,3,108,0,0,1,0,2
"60QA000927",65,1,62,0,1,1,0,0
"60QA000928",99,2,93,0,1,0,1,2
"60QA000929",77,6,69,0,0,0,0,2
"60QA000930",354,22,309,2,4,3,7,7
"60QA000931",95,4,83,0,1,0,4,3
"60QA000932",131,12,110,0,1,0,4,4
"60QA000933",125,8,116,0,0,0,0,1
"60QA000934",114,6,108,0,0,0,0,0
"60QA000935",98,7,88,1,2,0,0,0
"60QA000936",146,8,134,0,0,0,0,4
"60QA000937",70,6,62,1,0,1,0,0
"60QA000938",131,11,117,0,0,0,2,1
"60QA000939",203,8,190,0,1,0,0,4
"60QA000940",62,2,60,0,0,0,0,0
"60QA000941",116,12,101,1,0,0,0,2
"60QA000942",120,2,118,0,0,0,0,0
"60QA000943",112,7,100,2,1,0,1,1
"60QA000944",94,4,90,0,0,0,0,0
"60QA000945",105,11,92,0,0,0,1,1
"60QA000946",71,4,64,0,1,1,0,1
"60QA000947",100,3,95,0,0,0,1,1
"60QA000948",95,2,92,0,0,0,0,1
"60QA000949",168,7,158,1,0,1,0,1
"60QA000950",172,6,157,0,1,0,2,6
"60QA000951",133,3,129,0,0,0,0,1
"60QA000952",102,2,98,0,0,0,0,2
"60QA000953",97,3,87,1,0,0,4,2
"60QA000954",117,3,111,0,0,1,0,2
"60QA000955",162,5,154,0,0,2,0,1
"60QA000956",99,4,95,0,0,0,0,0
"60QA000957",122,3,118,0,1,0,0,0
"60QA000958",110,5,100,0,1,0,0,4
"60QA000959",127,5,120,2,0,0,0,0
"60QA000960",107,1,105,0,0,0,0,1
"60QA000961",108,2,105,0,1,0,0,0
"60QA000962",141,12,128,0,0,0,0,1
"60QA000963",104,1,101,0,1,0,0,1
"60QA000964",98,1,97,0,0,0,0,0
"60QA000965",55,2,53,0,0,0,0,0
"60QA000966",126,3,118,1,2,0,0,2
"60QA000967",88,5,82,1,0,0,0,0
"60QA000968",108,3,103,2,0,0,0,0
"60QA000969",121,4,114,0,2,0,0,1
"60QA000970",87,3,83,0,0,0,1,0
"60QA000971",87,2,84,0,0,0,1,0
"60QA000972",130,1,126,0,0,0,2,1
"60QA000973",122,4,116,1,0,0,1,0
"60QA000974",98,6,92,0,0,0,0,0
"60QA000975",118,5,112,0,1,0,0,0
"60QA000976",157,3,147,1,0,0,1,5
"60QA000977",198,16,152,1,2,1,2,24
"60QA000978",86,15,47,0,1,0,5,18
"60QA000979",61,14,35,0,0,2,4,6
"60QA000980",120,8,106,0,0,0,1,5
"60QA000981",121,5,105,0,1,0,0,10
"60QA000982",111,6,89,0,1,0,5,10
"60QA000983",108,8,96,1,0,0,0,3
"60QA000984",87,11,76,0,0,0,0,0
"60QA000985",100,4,96,0,0,0,0,0
"60QA000986",103,3,99,0,0,0,1,0
"60QA000987",138,3,134,0,0,0,0,1
"60QA000988",66,3,62,0,1,0,0,0
"60QA000989",91,7,83,0,0,0,0,1
"60QA000990",196,9,184,0,0,0,3,0
"60QA000991",90,5,82,0,1,0,0,2
"60QA000992",102,4,96,0,0,0,0,2
"60QA000993",103,2,99,0,0,0,2,0
"60QA000994",142,10,131,0,0,0,0,1
"60QA000995",131,6,125,0,0,0,0,0
"60QA000996",120,3,114,0,1,1,1,0
"60QA000997",134,5,126,0,0,0,1,2
"60QA000998",93,2,85,1,0,0,1,4
"60QA000999",96,6,89,0,1,0,0,0
"60QA001000",121,2,117,1,0,0,0,1
"60QA001001",158,3,152,1,0,0,1,1
"60QA001002",118,5,111,0,0,0,0,2
"60QA001003",142,2,140,0,0,0,0,0
"60QA001004",129,6,119,0,0,1,2,1
"60QA001005",66,3,62,0,1,0,0,0
"60QA001006",155,4,149,0,0,1,0,1
"60QA001007",163,9,154,0,0,0,0,0
"60QA001008",87,1,85,0,0,1,0,0
"60QA001009",153,6,142,0,0,1,3,1
"60QA001010",126,4,121,0,0,0,1,0
"60QA001011",107,6,100,0,0,0,0,1
"60QA001012",108,5,99,0,0,0,1,3
"60QA001013",183,5,177,0,0,0,0,1
"60QA001014",139,6,132,0,0,0,1,0
"60QA001015",143,5,137,0,0,0,1,0
"60QA001016",153,2,150,1,0,0,0,0
"60QA001017",144,6,137,1,0,0,0,0
"60QA001018",142,7,131,0,0,0,0,4
"60QA001019",157,7,145,1,0,0,1,3
"60QA001020",124,5,119,0,0,0,0,0
"60QA001021",131,2,125,0,0,0,1,3
"60QA001022",154,7,145,1,0,0,0,1
"60QA001023",67,8,58,1,0,0,0,0
"60QA001024",78,2,73,0,1,0,0,2
"60QA001025",108,4,102,0,0,0,1,1
"60QA001026",117,2,111,0,1,0,1,2
"60QA001027",166,15,147,1,0,1,1,1
"60QA001028",63,3,58,0,0,0,0,2
"60QA001029",131,11,114,0,0,0,4,2
"60QA001030",181,21,152,1,1,0,2,4
"60QA001031",140,2,136,0,0,0,0,2
"60QA001032",99,3,92,0,0,0,0,4
"60QA001033",107,2,103,0,0,1,0,1
"60QA001034",144,3,135,0,0,0,1,5
"60QA001035",187,9,175,1,0,0,1,1
"60QA001036",162,8,149,0,1,0,1,3
"60QA001037",63,3,60,0,0,0,0,0
"60QA001038",140,7,133,0,0,0,0,0
"60QA001039",128,7,120,0,0,0,0,1
"60QA001040",121,7,108,0,1,0,0,5
"60QA001041",95,2,93,0,0,0,0,0
"60QA001042",122,4,117,0,0,0,0,1
"60QA001043",182,7,169,0,1,0,0,5
"60QA001044",58,10,46,0,0,0,1,1
"60QA001045",65,0,63,0,0,0,1,1
"60QA001046",121,10,110,0,1,0,0,0
"60QA001047",124,10,109,0,3,0,0,2
"60QA001048",146,8,135,0,0,0,2,1
"60QA001049",219,6,212,0,0,0,0,1
"60QA001050",122,10,109,0,0,0,0,3
"60QA001051",144,19,120,0,1,1,1,2
"60QA001052",132,9,121,0,1,0,0,1
"60QA001053",129,15,110,0,1,0,0,3
"60QA001054",176,7,166,0,0,0,0,3
"60QA001055",102,9,92,0,0,0,0,1
"60QA001056",118,3,108,0,0,0,1,6
"60QA001057",169,9,154,0,1,1,0,4
"60QA001058",146,9,131,0,0,0,1,5
"60QA001059",112,5,97,1,0,1,2,6
"60QA001060",117,8,106,0,0,0,0,3
"60QA001061",102,5,94,0,0,0,0,3
"60QA001062",108,6,100,0,0,1,0,1
"60QA001063",179,8,163,0,1,0,0,7
"60QA001064",130,8,114,0,4,0,1,3
"60QA001065",127,21,103,1,0,0,1,1
"60QA001066",113,1,108,0,0,0,2,2
"60QA001067",111,1,105,0,0,0,1,4
"60QA001068",120,2,111,0,0,1,3,3
"60QA001069",61,2,57,0,0,0,0,2
"60QA001070",187,5,171,1,0,0,2,8
"60QA001071",75,3,68,0,0,0,2,2
"60QA001072",65,2,61,0,0,0,0,2
"60QA001073",144,10,127,0,0,0,0,7
"60QA001074",163,6,154,0,0,0,0,3
"60QA001075",115,9,102,0,0,0,1,3
"60QA001076",93,4,87,0,1,0,0,1
"60QA001077",102,5,95,0,0,0,0,2
"60QA001078",186,8,173,1,0,0,2,2
"60QA001079",176,7,167,0,0,0,0,2
"60QA001080",169,7,158,0,0,0,0,4
"60QA001081",122,6,111,1,0,0,3,1
"60QA001082",100,15,81,0,1,0,0,3
"60QA001083",136,8,124,0,1,0,1,2
"60QA001084",95,7,88,0,0,0,0,0
"60QA001085",178,16,157,1,1,0,2,1
"60QA001086",160,13,146,0,1,0,0,0
"60QA001087",156,6,148,0,0,0,0,2
"60QA001088",124,6,116,0,0,0,0,2
"60QA001089",165,21,142,0,0,1,0,1
"60QA001090",87,7,77,2,0,0,1,0
"60QA001091",205,15,184,1,0,0,1,4
"60QA001092",117,6,111,0,0,0,0,0
"60QA001093",151,6,129,1,2,0,0,13
"60QA001094",119,4,112,0,0,0,0,3
"60QA001095",160,14,141,0,0,0,2,3
"60QA001096",157,8,146,0,0,0,0,3
"60QA001097",192,10,180,0,0,0,1,1
"60QA001098",245,6,230,0,0,0,0,9
"60QA001099",172,9,149,1,0,1,1,11
"60QA001100",262,25,215,0,1,0,1,20
"60QA001101",136,13,118,0,1,0,2,2
"60QA001102",116,6,108,1,0,0,1,0
"60QA001103",115,5,110,0,0,0,0,0
"60QA001104",74,3,71,0,0,0,0,0
"60QA001105",142,6,136,0,0,0,0,0
"60QA001106",160,11,140,0,0,0,1,8
"60QA001107",112,7,104,0,0,0,0,1
"60QA001108",163,7,148,2,0,0,0,6
"60QA001109",141,9,126,2,0,0,0,4
"60QA001110",155,14,136,0,0,0,0,5
"60QA001111",172,14,148,1,2,0,0,7
"60QA001112",197,14,178,0,1,0,2,2
"60QA001113",154,14,131,1,0,0,4,4
"60QA001114",149,8,136,1,1,0,1,2
"60QA001115",139,12,122,1,0,1,3,0
"60QA001116",116,10,104,0,0,0,1,1
"60QA001117",133,6,124,0,0,0,2,1
"60QA001118",139,6,129,1,0,0,1,2
"60QA001119",127,2,122,0,1,0,0,2
"60QA001120",91,1,89,0,0,0,0,1
"60QA001121",129,7,119,0,0,1,1,1
"60QA001122",97,4,92,0,0,0,0,1
"60QA001123",99,2,96,0,0,0,0,1
"60QA001124",121,6,111,0,2,0,0,2
"60QA001125",88,2,85,0,0,0,1,0
"60QA001126",97,10,84,0,0,0,1,2
"60QA001127",85,6,78,1,0,0,0,0
"60QA001128",168,3,164,0,0,0,0,1
"60QA001129",91,1,90,0,0,0,0,0
"60QA001130",94,8,84,0,0,0,0,2
"60QA001131",108,6,102,0,0,0,0,0
"60QA001132",121,2,115,0,1,0,2,1
"60QA001133",113,2,111,0,0,0,0,0
"60QA001134",124,4,118,1,0,0,0,1
"60QA001135",198,4,191,0,1,0,1,1
"60QA001136",118,4,111,1,1,0,0,1
"60QA001137",142,4,135,0,0,0,2,1
"60QA001138",120,1,118,0,0,0,0,1
"60QA001139",120,5,112,0,1,0,1,1
"60QA001140",144,6,129,2,0,0,1,6
"60QA001141",93,3,89,0,0,0,0,1
"60QA001142",156,4,148,0,1,0,1,2
"60QA001143",119,8,106,1,1,0,1,2
"60QA001144",99,4,94,0,0,0,0,1
"60QA001145",89,10,75,0,0,0,1,3
"60QA001146",108,3,101,0,0,0,2,2
"60QA001147",109,5,103,0,0,0,0,1
"60QA001148",115,6,109,0,0,0,0,0
"60QA001149",194,9,181,0,0,1,0,3
"60QA001150",132,4,124,0,1,0,1,2
"60QA001151",154,11,140,0,0,1,0,2
"60QA001152",154,6,141,0,0,0,2,5
"60QA001153",64,3,60,0,0,0,0,1
"60QA001154",128,5,123,0,0,0,0,0
"60QA001155",148,4,136,0,3,0,1,4
"60QA001156",125,3,120,0,0,0,2,0
"60QA001157",146,10,135,0,1,0,0,0
"60QA001158",130,2,128,0,0,0,0,0
"60QA001159",138,7,127,2,0,0,1,1
"60QA001160",139,20,113,1,0,2,2,1
"60QA001161",85,4,79,0,0,1,0,1
"60QA001162",87,5,80,0,0,1,0,1
"60QA001163",134,7,126,0,0,0,0,1
"60QA001164",147,2,144,0,0,0,0,1
"60QA001165",71,5,64,0,0,1,0,1
"60QA001166",151,6,141,0,0,0,1,3
"60QA001167",136,15,118,0,0,1,0,2
"60QA001168",110,7,98,0,0,1,0,4
"60QA001169",134,6,126,0,0,0,0,2
"60QA001170",104,3,98,2,0,0,0,1
"60QA001171",136,7,126,0,0,1,0,2
"60QA001172",94,5,80,1,0,2,0,6
"60QA001173",108,4,103,1,0,0,0,0
"60QA001174",121,19,95,0,1,0,2,4
"60QA001175",79,9,67,0,1,2,0,0
"60QA001176",105,9,89,0,0,1,2,4
"60QA001177",69,1,64,0,1,0,1,2
"60QA001178",101,9,88,0,1,0,0,3
"60QA001179",76,9,64,0,0,0,2,1
"60QA001180",127,4,118,0,0,0,0,5
"60QA001181",109,1,105,0,0,1,2,0
"60QA001182",91,2,86,0,0,0,1,2
"60QA001183",96,9,82,0,0,0,0,5
"60QA001184",109,9,97,2,1,0,0,0
"60QA001185",108,5,98,0,1,0,0,4
"60QA001186",95,9,84,0,0,0,0,2
