"dz_2001","total","non_catholic_christian","catholic_christian","jewish","muslim","none","other"
"S01002418",945,550,59,1,15,272,48
"S01002419",542,323,55,0,1,150,13
"S01002420",694,332,176,0,6,113,67
"S01002421",876,549,60,0,0,242,25
"S01002422",604,372,69,6,5,133,19
"S01002423",679,400,90,0,5,150,34
"S01002424",900,451,136,1,8,255,49
"S01002425",811,347,204,0,0,204,56
"S01002426",634,304,84,3,1,199,43
"S01002427",805,493,66,0,0,205,41
"S01002428",532,237,151,0,0,109,35
"S01002429",724,475,80,1,0,126,42
"S01002430",565,307,48,1,0,187,22
"S01002431",760,294,207,0,8,201,50
"S01002432",716,414,46,2,0,225,29
"S01002433",534,297,60,0,1,155,21
"S01002434",923,526,88,0,5,256,48
"S01002435",717,325,77,0,9,259,47
"S01002436",760,442,69,0,3,206,40
"S01002437",501,244,78,0,1,153,25
"S01002438",710,345,71,0,0,232,62
"S01002439",812,487,108,0,0,185,32
"S01002440",913,429,115,2,6,320,41
"S01002441",638,366,80,1,0,168,23
"S01002442",459,201,86,0,19,135,18
"S01002443",573,308,56,0,0,177,32
"S01002444",531,246,43,2,0,212,28
"S01002445",749,344,109,3,4,267,22
"S01002446",818,451,91,0,0,205,71
"S01002447",737,341,85,0,0,272,39
"S01002448",574,313,63,0,3,157,38
"S01002449",480,233,97,0,0,119,31
"S01002450",712,375,77,0,3,216,41
"S01002451",1092,532,110,6,31,345,68
"S01002452",568,270,41,0,1,210,46
"S01002453",799,513,57,0,0,204,25
"S01002454",807,465,118,0,10,190,24
"S01002455",627,361,53,1,1,180,31
"S01002456",1019,536,170,0,6,255,52
"S01002457",822,371,106,0,0,288,57
"S01002458",877,372,106,1,7,318,73
"S01002459",525,246,64,0,2,192,21
"S01002460",846,382,109,0,1,295,59
"S01002461",477,296,42,0,0,118,21
"S01002462",673,282,140,1,1,195,54
"S01002463",1013,452,144,0,15,354,48
"S01002464",545,297,55,0,0,164,29
"S01002465",582,318,85,0,8,141,30
"S01002466",996,506,116,0,0,313,61
"S01002467",454,227,74,0,0,119,34
"S01002468",610,331,79,0,0,179,21
"S01002469",651,354,73,0,5,188,31
"S01002470",856,464,127,0,9,208,48
"S01002471",510,299,39,0,0,146,26
"S01002472",581,216,76,1,0,236,52
"S01002473",847,387,94,0,4,302,60
"S01002474",479,190,51,0,0,198,40
"S01002475",531,292,43,0,6,176,14
"S01002476",827,385,130,1,5,273,33
"S01002477",835,478,74,0,0,245,38
"S01002478",935,504,115,2,3,258,53
"S01002479",739,329,103,0,15,231,61
"S01002480",568,323,65,0,3,158,19
"S01002481",1001,543,166,0,0,235,57
"S01002482",859,367,92,0,0,342,58
"S01002483",701,332,53,0,8,267,41
"S01002484",851,428,79,0,14,292,38
"S01002485",892,528,78,1,2,230,53
"S01002486",557,359,30,0,0,148,20
"S01002487",463,225,89,0,0,118,31
"S01002488",671,360,100,0,1,186,24
"S01002489",553,259,77,1,4,174,38
"S01002490",619,348,72,0,0,175,24
"S01002491",499,309,45,1,0,125,19
"S01002492",634,370,58,0,5,180,21
"S01002493",943,461,191,0,5,220,66
"S01002494",697,377,90,0,17,182,31
"S01002495",696,329,83,0,0,244,40
"S01002496",629,362,107,0,0,137,23
"S01002497",648,293,111,2,1,215,26
"S01002498",723,422,103,0,7,150,41
"S01002499",858,489,74,0,0,264,31
"S01002500",580,295,80,0,0,169,36
"S01002501",497,297,25,0,0,148,27
"S01002502",890,398,96,0,5,346,45
"S01002503",575,334,49,0,0,149,43
"S01002504",914,493,142,1,5,221,52
"S01002505",772,414,66,0,3,250,39
"S01002506",875,394,210,0,1,200,70
"S01002507",607,361,78,0,1,145,22
"S01002508",831,559,53,0,1,190,28
"S01002509",1000,513,67,0,0,344,76
"S01002510",1022,580,142,0,0,262,38
"S01002511",498,289,41,0,0,152,16
"S01002512",544,284,43,0,3,190,24
"S01002513",848,422,162,0,3,220,41
"S01002514",593,319,67,0,0,189,18
"S01002515",615,349,62,0,0,179,25
"S01002516",744,448,57,1,1,206,31
"S01002517",609,293,143,0,0,131,42
"S01002518",729,434,41,0,7,214,33
"S01002519",821,425,85,0,1,254,56
"S01002520",520,255,48,0,0,185,32
"S01002521",582,329,65,0,0,157,31
"S01002522",704,368,132,0,0,165,39
"S01002523",712,503,38,0,1,143,27
"S01002524",590,276,82,0,0,203,29
"S01002525",699,321,146,0,7,170,55
"S01002526",578,355,60,0,0,144,19
"S01002527",781,357,138,0,13,235,38
"S01002528",735,416,112,0,0,157,50
"S01002529",902,403,80,0,12,317,90
"S01002530",755,358,156,0,4,201,36
"S01002531",730,391,50,0,0,268,21
"S01002532",774,361,207,1,11,151,43
"S01002533",864,391,64,0,0,347,62
"S01002534",978,525,72,0,3,326,52
"S01002535",500,203,149,0,12,103,33
"S01002536",510,239,42,0,5,184,40
"S01002537",604,188,202,0,17,179,18
"S01002538",956,559,91,0,23,235,48
"S01002539",811,482,61,1,0,212,55
"S01002540",557,132,268,0,8,115,34
"S01002541",989,558,85,2,0,289,55
"S01002542",586,280,94,0,1,178,33
"S01002543",602,237,113,0,9,184,59
"S01002544",790,400,53,0,5,273,59
"S01002545",635,269,216,0,0,111,39
"S01002546",683,371,65,0,0,205,42
"S01002547",655,331,59,2,5,229,29
"S01002548",991,554,112,1,1,269,54
"S01002549",570,408,50,0,0,104,8
"S01002550",544,334,56,0,0,138,16
"S01002551",595,319,63,0,3,180,30
"S01002552",593,317,132,0,4,108,32
"S01002553",819,466,83,0,0,223,47
"S01002554",661,354,61,0,17,188,41
"S01002555",726,367,152,0,11,153,43
"S01002556",778,409,44,0,0,276,49
"S01002557",839,467,73,0,5,248,46
"S01002558",530,324,22,0,0,157,27
"S01002559",687,442,50,0,6,169,20
"S01002560",570,308,110,0,1,130,21
"S01002561",685,334,48,0,0,267,36
"S01002562",654,372,83,0,0,162,37
"S01002563",1163,709,119,0,0,243,92
"S01002564",620,359,64,0,9,159,29
"S01002565",911,534,95,0,2,239,41
"S01002566",779,474,88,0,1,185,31
"S01002567",571,296,65,0,9,186,15
"S01002568",732,424,116,0,1,173,18
"S01002569",977,533,62,0,0,321,61
"S01002570",619,371,45,3,5,154,41
"S01002571",604,389,48,0,0,130,37
"S01002572",579,308,42,0,0,194,35
"S01002573",523,242,51,0,2,208,20
"S01002574",781,302,100,0,0,350,29
"S01002575",846,332,102,1,0,357,54
"S01002576",741,396,74,2,10,229,30
"S01002577",965,369,102,0,0,433,61
"S01002578",779,447,64,0,11,233,24
"S01002579",809,399,58,1,10,261,80
"S01002580",799,303,83,0,1,335,77
"S01002581",783,367,96,0,13,284,23
"S01002582",720,361,85,1,0,234,39
"S01002583",790,327,65,1,6,349,42
"S01002584",780,375,82,0,4,270,49
"S01002585",877,478,93,1,0,280,25
"S01002586",556,273,70,0,1,194,18
"S01002587",718,374,72,0,5,235,32
"S01002588",787,437,78,0,6,239,27
"S01002589",789,465,59,0,3,217,45
"S01002590",757,473,46,0,12,198,28
"S01002591",576,260,58,0,0,225,33
"S01002592",815,401,109,0,0,258,47
"S01002593",777,313,81,0,2,347,34
"S01002594",680,300,72,1,1,278,28
"S01002595",621,293,54,0,4,240,30
"S01002596",752,408,66,0,0,249,29
"S01002597",517,190,33,0,1,258,35
"S01002598",916,397,100,0,0,384,35
"S01002599",551,259,52,0,0,215,25
"S01002600",882,422,76,0,1,308,75
"S01002601",668,331,66,0,0,251,20
"S01002602",528,264,46,0,2,195,21
"S01002603",744,302,53,0,1,330,58
"S01002604",993,542,81,1,8,307,54
"S01002605",632,309,44,0,7,240,32
"S01002606",601,263,59,0,2,254,23
"S01002607",872,421,82,0,6,323,40
"S01002608",600,308,64,1,5,205,17
"S01002609",791,402,82,1,0,259,47
"S01002610",928,403,99,0,10,356,60
"S01002611",854,360,98,0,6,341,49
"S01002612",762,451,43,0,0,228,40
"S01002613",904,503,87,0,2,281,31
"S01002614",943,503,80,2,0,333,25
"S01002615",467,230,34,0,0,167,36
"S01002616",633,352,44,0,11,192,34
"S01002617",940,352,169,0,0,345,74
"S01002618",793,387,56,3,0,303,44
"S01002619",789,399,75,0,11,265,39
"S01002620",826,420,64,0,0,296,46
"S01002621",630,350,47,0,6,205,22
"S01002622",903,458,87,1,1,325,31
"S01002623",684,365,55,0,8,225,31
"S01002624",723,357,79,0,5,255,27
"S01002625",856,462,79,1,3,260,51
"S01002626",759,301,75,0,0,339,44
"S01002627",1064,589,81,2,0,309,83
"S01002628",805,410,70,0,4,274,47
"S01002629",821,428,91,1,19,255,27
"S01002630",638,370,32,1,0,208,27
"S01002631",741,415,50,2,4,225,45
"S01002632",596,291,52,0,0,222,31
"S01002633",1000,480,100,0,11,344,65
"S01002634",781,490,56,1,1,205,28
"S01002635",594,333,44,1,0,205,11
"S01002636",562,321,43,1,1,156,40
"S01002637",800,365,54,0,0,306,75
"S01002638",790,320,60,0,11,340,59
"S01002639",956,483,96,0,8,320,49
"S01002640",765,450,58,0,0,245,12
"S01002641",961,479,81,0,12,344,45
"S01002642",573,299,67,1,2,174,30
"S01002643",521,257,31,0,0,189,44
"S01002644",761,449,56,0,0,213,43
"S01002645",652,277,36,0,1,285,53
"S01002646",659,280,59,0,2,269,49
"S01002647",939,389,172,0,0,301,77
"S01002648",760,361,65,0,0,288,46
"S01002649",755,275,56,0,3,359,62
"S01002650",673,415,49,0,0,173,36
"S01002651",667,287,57,0,0,274,49
"S01002652",733,340,90,1,0,261,41
"S01002653",762,313,59,0,0,343,47
"S01002654",725,415,35,0,0,250,25
"S01002655",702,272,46,0,10,316,58
"S01002656",676,279,38,0,18,287,54
"S01002657",815,495,78,0,0,206,36
"S01002658",1004,438,112,0,1,395,58
"S01002659",929,543,72,0,0,279,35
"S01002660",865,354,119,0,0,345,47
"S01002661",822,422,81,0,6,255,58
"S01002662",814,445,74,1,0,267,27
"S01002663",709,297,107,0,1,269,35
"S01002664",940,503,129,0,0,267,41
"S01002665",787,452,86,0,0,192,57
"S01002666",816,461,85,0,0,234,36
"S01002667",647,262,84,0,0,245,56
"S01002668",521,279,38,1,0,160,43
"S01002669",886,445,76,0,8,307,50
"S01002670",655,373,67,0,0,191,24
"S01002671",963,389,123,0,6,402,43
"S01002672",616,246,51,0,2,270,47
"S01002673",532,237,58,0,0,218,19
"S01002674",755,411,72,0,8,231,33
"S01002675",931,560,85,1,3,253,29
"S01002676",835,428,82,0,0,287,38
"S01002677",991,429,74,2,2,421,63
"S01002678",1010,512,101,0,8,330,59
"S01002679",943,467,71,0,2,328,75
"S01002680",940,406,98,1,11,378,46
"S01002681",756,414,69,0,4,225,44
"S01002682",588,282,48,0,2,227,29
"S01002683",627,427,32,0,7,134,27
"S01002684",725,380,64,0,6,230,45
"S01002685",914,346,61,1,12,424,70
"S01002686",863,461,64,0,6,299,33
"S01002687",832,386,94,0,10,300,42
"S01002688",718,407,59,0,0,220,32
"S01002689",697,384,51,0,6,224,32
"S01002690",565,328,44,0,0,163,30
"S01002691",1096,549,116,0,0,369,62
"S01002692",926,462,108,0,1,323,32
"S01002693",450,191,52,0,5,176,26
"S01002694",764,321,122,0,0,290,31
"S01002695",624,379,27,0,14,180,24
"S01002696",778,379,55,0,6,292,46
"S01002697",916,444,93,0,6,331,42
"S01002698",729,378,53,0,3,263,32
"S01002699",531,244,39,0,0,207,41
"S01002700",909,370,152,0,0,311,76
"S01002701",916,423,131,0,1,330,31
"S01002702",618,312,120,0,1,155,30
"S01002703",848,449,54,0,5,299,41
"S01002704",682,362,47,0,0,235,38
"S01002705",679,319,67,0,0,257,36
"S01002706",810,297,54,1,0,409,49
"S01002707",909,363,103,0,0,387,56
"S01002708",724,353,77,0,0,247,47
"S01002709",615,295,32,0,3,260,25
"S01002710",580,319,40,0,1,200,20
"S01002711",894,385,74,0,0,391,44
"S01002712",790,410,49,0,0,284,47
"S01002713",797,455,54,0,0,239,49
"S01002714",929,400,75,0,9,392,53
"S01002715",922,408,87,0,0,386,41
"S01002716",575,321,36,0,0,201,17
"S01002717",766,446,59,0,0,235,26
"S01002718",895,286,98,0,7,454,50
"S01002719",788,330,41,0,0,344,73
"S01002720",773,520,42,0,0,182,29
"S01002721",804,346,57,0,1,332,68
"S01002722",668,307,46,0,7,258,50
"S01002723",637,331,54,0,0,234,18
"S01002724",822,413,78,1,3,290,37
"S01002725",912,435,95,0,1,347,34
"S01002726",796,390,78,0,0,244,84
"S01002727",978,463,86,0,30,345,54
"S01002728",857,378,73,0,6,365,35
"S01002729",941,518,49,0,22,301,51
"S01002730",772,313,79,0,5,319,56
"S01002731",790,424,48,0,5,268,45
"S01002732",684,327,44,0,5,256,52
"S01002733",627,384,33,0,4,184,22
"S01002734",939,416,71,0,0,389,63
"S01002735",933,502,99,0,1,291,40
"S01002736",715,341,63,0,0,282,29
"S01002737",743,355,63,2,9,273,41
"S01002738",720,341,62,0,6,286,25
"S01002739",805,475,57,0,5,231,37
"S01002740",570,296,60,0,0,175,39
"S01002741",865,413,76,0,5,331,40
"S01002742",837,402,58,0,0,337,40
"S01002743",580,230,64,1,3,234,48
"S01002744",567,346,40,0,1,156,24
"S01002745",609,247,64,0,0,260,38
"S01002746",834,385,47,0,7,361,34
"S01002747",595,280,43,0,6,210,56
"S01002748",589,251,50,0,0,252,36
"S01002749",779,272,51,0,3,383,70
"S01002750",918,456,89,0,0,333,40
"S01002751",970,402,88,1,1,426,52
"S01002752",555,315,51,0,0,179,10
"S01002753",662,374,49,0,18,203,18
"S01002754",610,329,41,0,0,207,33
"S01002755",792,302,59,0,5,363,63
"S01002756",833,359,85,0,3,316,70
"S01002757",580,275,79,0,1,209,16
"S01002758",733,333,44,0,0,321,35
"S01002759",750,277,64,1,7,323,78
"S01002760",515,232,83,0,0,165,35
"S01002761",764,372,49,0,5,295,43
"S01002762",633,265,61,0,0,255,52
"S01002763",917,361,49,0,0,447,60
"S01002764",658,278,56,0,19,254,51
"S01002765",751,313,50,0,9,294,85
"S01002766",893,453,38,0,1,336,65
"S01002767",950,458,58,0,8,381,45
"S01002768",849,442,50,0,3,323,31
"S01002769",787,350,35,0,1,328,73
"S01002770",544,297,41,0,0,175,31
"S01002771",778,289,62,0,0,364,63
"S01002772",1077,606,57,0,0,333,81
"S01002773",973,487,91,1,7,312,75
"S01002774",787,327,38,0,1,377,44
"S01002775",818,297,74,0,5,357,85
"S01002776",698,245,69,0,15,327,42
"S01002777",1000,472,143,0,0,353,32
"S01002778",759,307,109,0,1,295,47
"S01002779",637,256,45,0,3,281,52
"S01002780",916,300,67,0,6,474,69
"S01002781",947,515,48,0,19,312,53
"S01002782",848,442,49,0,1,301,55
"S01002783",792,384,39,1,9,307,52
"S01002784",567,270,29,0,14,224,30
"S01002785",709,265,65,0,1,331,47
"S01002786",742,317,146,0,16,220,43
"S01002787",773,370,48,0,18,301,36
"S01002788",816,378,93,0,16,290,39
"S01002789",774,465,65,0,7,225,12
"S01002790",812,363,106,1,1,294,47
"S01002791",676,238,99,1,0,305,33
"S01002792",916,494,94,0,6,290,32
"S01002793",801,403,55,0,0,304,39
"S01002794",876,368,187,0,0,279,42
"S01002795",673,416,39,0,1,206,11
"S01002796",573,298,59,0,3,182,31
"S01002797",840,449,55,0,3,292,41
"S01002798",595,264,42,0,0,256,33
"S01002799",622,297,68,1,4,207,45
"S01002800",811,422,57,0,10,299,23
"S01002801",986,422,80,0,0,426,58
"S01002802",652,406,48,0,3,176,19
"S01002803",836,417,97,0,0,277,45
"S01002804",539,254,52,0,0,212,21
"S01002805",856,403,102,0,6,292,53
"S01002806",590,321,36,2,0,197,34
"S01002807",720,326,96,0,7,243,48
"S01002808",848,356,88,0,7,356,41
"S01002809",683,303,144,0,0,193,43
"S01002810",967,519,67,0,4,342,35
"S01002811",959,548,45,0,0,318,48
"S01002812",630,320,60,0,1,227,22
"S01002813",728,283,165,0,0,226,54
"S01002814",721,417,28,0,10,240,26
"S01002815",786,265,173,0,0,286,62
"S01002816",568,209,123,0,2,215,19
"S01002817",575,205,124,0,0,211,35
"S01002818",582,300,36,0,0,219,27
"S01002819",828,313,143,0,6,324,42
"S01002820",924,304,211,0,5,327,77
"S01002821",975,473,48,1,2,383,68
"S01002822",908,322,190,0,1,327,68
"S01002823",825,328,71,0,0,373,53
"S01002824",777,480,31,0,0,232,34
"S01002825",975,490,44,0,1,400,40
"S01002826",546,303,21,0,0,185,37
"S01002827",670,268,47,0,8,302,45
"S01002828",633,232,75,0,0,292,34
"S01002829",812,458,46,0,0,270,38
"S01002830",663,363,27,1,6,232,34
"S01002831",800,447,54,0,0,262,37
"S01002832",816,305,51,0,4,408,48
"S01002833",1119,498,99,0,20,458,44
"S01002834",911,444,43,0,7,361,56
"S01002835",751,349,35,0,8,313,46
"S01002836",581,253,40,0,0,243,45
"S01002837",598,278,62,0,3,196,59
"S01002838",568,290,51,0,0,216,11
"S01002839",541,311,28,0,0,152,50
"S01002840",683,372,60,0,2,208,41
"S01002841",626,274,66,0,17,238,31
"S01002842",628,273,43,0,13,273,26
"S01002843",820,356,69,0,4,317,74
"S01002844",605,333,43,0,6,206,17
"S01002845",782,347,44,0,26,288,77
"S01002846",905,470,45,0,16,328,46
"S01002847",926,400,97,0,2,387,40
"S01002848",853,338,94,0,0,371,50
"S01002849",1051,414,114,0,0,473,50
"S01002850",903,455,66,0,0,314,68
"S01002851",499,328,25,0,0,135,11
"S01002852",1000,408,59,0,0,471,62
"S01002853",443,176,51,0,1,186,29
"S01002854",839,406,76,0,0,312,45
"S01002855",629,235,32,0,0,289,73
"S01002856",776,343,51,0,7,313,62
"S01002857",505,320,17,0,0,147,21
"S01002858",480,237,50,1,9,174,9
"S01002859",851,420,55,0,4,325,47
"S01002860",919,404,74,0,0,406,35
"S01002861",965,430,84,0,3,397,51
"S01002862",640,284,66,0,0,243,47
"S01002863",793,376,49,0,0,322,46
"S01002864",612,277,61,0,3,229,42
"S01002865",919,400,106,0,1,356,56
"S01002866",1083,392,109,0,21,497,64
"S01002867",578,275,51,0,7,227,18
"S01002868",754,315,73,0,0,309,57
"S01002869",545,230,57,0,0,217,41
"S01002870",925,482,50,0,2,334,57
"S01002871",606,330,48,0,0,194,34
"S01002872",627,321,62,0,1,219,24
"S01002873",784,334,80,0,6,338,26
"S01002874",909,342,72,0,7,431,57
"S01002875",678,269,35,0,1,334,39
"S01002876",697,259,82,0,4,295,57
"S01002877",782,306,49,0,6,372,49
"S01002878",567,292,38,1,4,215,17
"S01002879",861,412,76,0,6,320,47
"S01002880",513,288,39,0,0,173,13
"S01002881",878,455,66,0,1,302,54
"S01002882",748,366,51,0,3,282,46
"S01002883",1133,540,70,0,6,422,95
"S01002884",804,411,70,0,0,287,36
"S01002885",792,442,36,0,5,267,42
"S01002886",678,315,41,0,0,274,48
"S01002887",635,293,48,0,0,265,29
"S01002888",603,423,27,0,0,129,24
"S01002889",847,338,58,0,0,383,68
"S01002890",752,313,41,0,1,326,71
"S01002891",792,334,47,0,3,340,68
"S01002892",664,337,38,0,0,259,30
"S01002893",729,323,92,0,0,291,23
"S01002894",782,463,72,0,5,215,27
"S01002895",659,353,42,0,0,236,28
"S01002896",719,405,58,0,0,234,22
"S01002897",521,272,30,1,3,182,33
"S01002898",993,620,19,0,1,322,31
"S01002899",506,294,29,0,8,156,19
"S01002900",744,289,71,0,0,333,51
"S01002901",835,474,43,0,0,282,36
"S01002902",785,516,32,2,0,201,34
"S01002903",869,417,34,0,6,331,81
"S01002904",651,357,29,0,0,232,33
"S01002905",745,345,67,0,0,284,49
"S01002906",845,419,48,1,12,305,60
"S01002907",610,315,21,0,0,238,36
"S01002908",787,571,39,0,2,155,20
"S01002909",727,446,58,0,7,183,33
"S01002910",780,373,53,0,0,309,45
"S01002911",915,519,76,0,0,272,48
"S01002912",980,535,94,0,18,291,42
"S01002913",805,439,63,0,0,264,39
"S01002914",718,256,61,0,0,332,69
"S01002915",1019,422,75,0,9,450,63
"S01002916",779,412,105,0,0,232,30
"S01002917",671,453,18,0,0,172,28
"S01002918",736,469,35,0,0,191,41
"S01002919",945,319,73,0,21,480,52
"S01002920",639,416,38,0,0,158,27
"S01002921",679,424,13,0,0,210,32
"S01002922",560,285,36,0,10,206,23
"S01002923",705,386,35,2,0,238,44
"S01002924",699,434,28,1,0,208,28
"S01002925",1034,448,111,0,7,385,83
"S01002926",819,337,65,0,5,356,56
"S01002927",790,324,82,0,0,347,37
"S01002928",561,382,28,0,0,135,16
"S01002929",801,347,95,0,0,293,66
"S01002930",663,335,54,1,8,240,25
"S01002931",793,374,73,1,17,265,63
"S01002932",771,381,67,0,1,285,37
"S01002933",865,554,37,1,1,243,29
"S01002934",953,385,89,0,2,421,56
"S01002935",828,418,67,0,12,296,35
"S01002936",713,367,59,0,2,235,50
"S01002937",642,365,34,0,0,201,42
"S01002938",805,484,34,0,0,227,60
"S01002939",546,319,21,0,0,191,15
"S01002940",526,341,24,0,0,121,40
"S01002941",968,581,41,0,0,285,61
"S01002942",538,313,40,0,4,157,24
"S01002943",530,332,14,0,1,162,21
"S01002944",952,607,49,0,5,244,47
"S01002945",588,391,18,0,2,170,7
"S01002946",641,372,24,1,0,214,30
"S01002947",492,265,39,0,0,165,23
"S01002948",875,486,95,0,0,257,37
"S01002949",507,287,30,0,0,166,24
"S01002950",747,425,39,0,0,234,49
"S01002951",898,571,55,1,1,228,42
"S01002952",620,364,30,0,0,196,30
"S01002953",904,580,42,0,0,241,41
"S01002954",869,505,62,0,0,270,32
"S01002955",988,660,35,2,0,264,27
"S01002956",767,430,27,0,1,278,31
"S01002957",960,578,47,1,0,310,24
"S01002958",562,324,36,0,1,180,21
"S01002959",978,568,56,0,0,309,45
"S01002960",697,448,29,0,4,186,30
"S01002961",774,459,47,1,1,242,24
"S01002962",628,329,41,0,2,231,25
"S01002963",778,460,49,0,0,215,54
"S01002964",819,489,48,1,1,240,40
"S01002965",816,480,52,0,0,254,30
"S01002966",838,468,61,0,0,271,38
"S01002967",832,488,39,0,0,269,36
"S01002968",712,449,49,1,0,182,31
"S01002969",941,577,79,0,1,211,73
"S01002970",522,340,57,0,0,116,9
"S01002971",1082,631,92,0,0,308,51
"S01002972",905,468,81,0,0,298,58
"S01002973",895,537,80,0,0,233,45
"S01002974",560,290,45,0,0,191,34
"S01002975",550,285,45,0,0,193,27
"S01002976",939,499,80,0,1,288,71
"S01002977",711,352,77,0,0,231,51
"S01002978",1071,727,83,0,0,224,37
"S01002979",710,430,44,0,0,154,82
"S01002980",790,498,53,0,8,196,35
"S01002981",827,479,59,0,1,241,47
"S01002982",680,422,44,1,0,186,27
"S01002983",777,475,78,0,0,179,45
"S01002984",743,479,45,0,0,172,47
"S01002985",564,387,41,0,0,117,19
"S01002986",756,479,47,1,0,172,57
"S01002987",638,351,70,0,2,182,33
"S01002988",698,408,43,0,2,200,45
"S01002989",975,527,85,2,3,314,44
"S01002990",580,289,70,0,1,175,45
"S01002991",802,508,60,0,3,180,51
"S01002992",694,359,68,0,4,217,46
"S01002993",820,505,67,2,3,198,45
"S01002994",1117,564,109,6,7,360,71
"S01002995",745,299,87,5,6,266,82
"S01002996",1028,489,114,3,11,333,78
"S01002997",667,344,72,4,6,196,45
"S01002998",788,461,38,0,0,262,27
"S01002999",906,444,105,4,6,276,71
"S01003000",900,488,90,5,2,242,73
"S01003001",604,396,18,0,0,165,25
"S01003002",764,484,42,0,0,197,41
"S01003003",555,327,14,0,1,184,29
"S01003004",524,323,28,1,0,140,32
"S01003005",561,289,39,2,4,208,19
"S01003006",737,479,45,0,9,176,28
"S01003007",781,465,78,0,0,190,48
"S01003008",963,549,124,0,1,230,59
"S01003009",534,314,55,1,0,126,38
"S01003010",601,341,42,0,8,177,33
"S01003011",470,271,47,1,1,132,18
"S01003012",989,624,69,0,1,266,29
"S01003013",582,298,29,2,1,230,22
"S01003014",683,365,63,4,0,227,24
"S01003015",772,420,50,0,1,255,46
"S01003016",470,215,50,0,1,182,22
"S01003017",646,357,49,0,2,226,12
"S01003018",782,393,59,0,6,259,65
"S01003019",799,415,74,3,2,284,21
"S01003020",662,358,59,0,8,206,31
"S01003021",691,381,56,1,1,235,17
"S01003022",980,552,79,2,0,312,35
"S01003023",792,433,89,0,0,231,39
