dz_2011,total,non_catholic_christian,catholic_christian,jewish,muslim,none,other
S01009813,1102,298,255,0,150,299,100
S01009814,1118,336,368,0,21,294,99
S01009815,998,327,273,0,8,325,65
S01009816,1097,363,278,0,18,350,88
S01009817,837,350,233,0,1,189,64
S01009818,926,380,287,0,13,178,68
S01009819,1011,341,381,1,18,207,63
S01009820,958,307,333,0,18,248,52
S01009821,755,233,293,0,25,162,42
S01009822,802,292,202,0,5,256,47
S01009823,1068,320,330,2,9,313,94
S01009824,1132,273,392,1,12,358,96
S01009825,1300,394,473,0,10,339,84
S01009826,774,263,237,0,15,213,46
S01009827,854,244,297,0,13,222,78
S01009828,1264,427,372,0,21,326,118
S01009829,1137,379,267,0,32,376,83
S01009830,918,271,276,0,9,288,74
S01009831,1164,385,280,0,18,377,104
S01009832,1085,351,313,0,11,309,101
S01009833,624,210,182,1,9,168,54
S01009834,1187,363,348,1,33,368,74
S01009835,608,178,202,2,1,184,41
S01009836,961,315,308,3,35,221,79
S01009837,1024,330,322,0,39,233,100
S01009838,757,248,212,1,19,218,59
S01009839,1062,268,303,0,8,380,103
S01009840,965,303,349,1,3,241,68
S01009841,1163,293,398,0,59,307,106
S01009842,960,256,282,0,48,291,83
S01009843,745,164,282,0,42,204,53
S01009844,704,192,229,0,31,199,53
S01009845,1299,313,445,1,60,382,98
S01009846,983,205,330,0,46,299,103
S01009847,754,158,245,0,16,271,64
S01009848,866,307,276,0,20,197,66
S01009849,1005,384,258,3,15,272,73
S01009850,984,391,245,1,25,250,72
S01009851,1052,402,247,2,10,304,87
S01009852,608,216,185,1,30,133,43
S01009853,939,260,254,2,49,302,72
S01009854,982,307,302,1,45,270,57
S01009855,754,237,215,0,23,211,68
S01009856,635,198,206,0,48,143,40
S01009857,907,265,282,0,24,258,78
S01009858,987,325,315,0,42,255,50
S01009859,1109,273,441,1,37,261,96
S01009860,1085,251,398,0,30,310,96
S01009861,1484,365,472,0,103,405,139
S01009862,1109,323,230,0,113,295,148
S01009863,969,249,154,0,139,308,119
S01009864,820,241,136,1,44,301,97
S01009865,549,166,79,0,50,194,60
S01009866,1002,396,167,0,98,254,87
S01009867,1201,323,245,2,54,428,149
S01009868,1104,265,157,1,158,332,191
S01009869,846,133,111,0,217,264,121
S01009870,889,192,130,0,181,210,176
S01009871,984,267,226,1,180,218,92
S01009872,818,139,96,1,231,242,109
S01009873,913,246,152,2,192,221,100
S01009874,1048,279,265,2,108,281,113
S01009875,896,84,101,0,436,168,107
S01009876,1091,218,166,4,286,291,126
S01009877,896,180,148,0,218,237,113
S01009878,705,61,41,1,439,107,56
S01009879,1025,279,181,9,159,304,93
S01009880,1169,189,141,4,488,179,168
S01009881,921,97,70,3,495,160,96
S01009882,1439,223,220,0,393,432,171
S01009883,1226,96,111,5,600,292,122
S01009884,996,97,82,2,400,297,118
S01009885,899,81,50,2,485,182,99
S01009886,813,96,60,0,426,151,80
S01009887,1147,149,205,3,429,229,132
S01009888,809,89,84,0,402,152,82
S01009889,1146,139,207,3,424,216,157
S01009890,753,101,178,2,165,208,99
S01009891,734,127,188,2,159,196,62
S01009892,1159,174,302,3,240,317,123
S01009893,976,120,156,3,329,282,86
S01009894,991,145,307,2,197,239,101
S01009895,888,131,296,1,164,200,96
S01009896,1229,195,389,6,247,259,133
S01009897,1245,188,427,1,234,300,95
S01009898,982,178,313,5,234,168,84
S01009899,1020,218,221,11,51,433,86
S01009900,1161,288,225,5,25,535,83
S01009901,1054,240,200,2,41,486,85
S01009902,1111,258,342,4,134,281,92
S01009903,1040,138,176,1,303,310,112
S01009904,784,158,155,5,43,340,83
S01009905,749,95,106,3,195,252,98
S01009906,667,92,126,0,154,210,85
S01009907,1239,183,255,8,194,484,115
S01009908,1320,207,241,4,180,541,147
S01009909,899,174,169,2,100,366,88
S01009910,857,114,139,2,135,376,91
S01009911,1235,275,274,5,98,440,143
S01009912,1073,268,153,11,223,345,73
S01009913,980,200,146,2,321,186,125
S01009914,984,274,172,4,188,245,101
S01009915,861,201,131,8,191,255,75
S01009916,1257,220,164,6,542,201,124
S01009917,858,193,118,7,166,278,96
S01009918,889,269,158,5,79,319,59
S01009919,1194,261,257,6,173,387,110
S01009920,1087,255,200,4,67,440,121
S01009921,753,166,129,1,40,339,78
S01009922,1260,264,262,7,76,560,91
S01009923,955,245,183,8,46,418,55
S01009924,1099,213,223,10,136,414,103
S01009925,1170,166,219,5,126,519,135
S01009926,997,209,187,8,113,415,65
S01009927,614,179,112,1,15,253,54
S01009928,914,276,206,13,15,330,74
S01009929,562,175,91,6,14,221,55
S01009930,1034,218,153,9,77,468,109
S01009931,856,187,172,10,4,412,71
S01009932,1030,250,244,11,52,378,95
S01009933,1651,429,407,5,170,507,133
S01009934,1446,416,347,2,136,394,151
S01009935,714,217,205,0,25,228,39
S01009936,1119,299,251,1,101,404,63
S01009937,781,236,180,4,125,169,67
S01009938,1004,300,276,0,54,309,65
S01009939,1185,305,308,0,131,324,117
S01009940,837,306,203,1,4,262,61
S01009941,1261,291,240,0,407,224,99
S01009942,1148,382,308,2,82,317,57
S01009943,1266,382,321,4,42,412,105
S01009944,1089,249,266,7,136,302,129
S01009945,1065,308,261,5,48,346,97
S01009946,984,293,248,1,79,293,70
S01009947,863,246,251,7,35,264,60
S01009948,1260,353,313,4,125,308,157
S01009949,963,304,244,0,50,294,71
S01009950,727,181,247,5,77,152,65
S01009951,858,219,275,10,100,194,60
S01009952,1080,349,249,1,41,336,104
S01009953,1319,368,314,9,157,338,133
S01009954,725,173,137,2,160,173,80
S01009955,1150,320,295,9,102,333,91
S01009956,862,246,294,2,57,221,42
S01009957,1291,375,288,8,81,424,115
S01009958,1162,340,264,3,39,427,89
S01009959,913,276,259,5,77,222,74
S01009960,1337,444,326,14,90,372,91
S01009961,674,185,259,4,10,165,51
S01009962,1062,315,313,6,40,317,71
S01009963,1135,326,394,6,26,299,84
S01009964,1253,293,334,8,108,403,107
S01009965,923,283,369,1,36,165,69
S01009966,1164,301,511,0,22,241,89
S01009967,984,262,341,3,16,273,89
S01009968,608,136,308,1,16,101,46
S01009969,1358,555,350,3,16,339,95
S01009970,1064,248,421,2,11,316,66
S01009971,1582,369,534,0,56,489,134
S01009972,937,304,280,2,24,261,66
S01009973,829,205,323,0,10,227,64
S01009974,916,215,371,1,3,253,73
S01009975,908,249,280,1,0,308,70
S01009976,782,219,241,0,2,261,59
S01009977,1099,315,348,0,5,325,106
S01009978,1343,354,475,3,20,376,115
S01009979,1048,308,367,3,4,260,106
S01009980,707,200,293,0,4,155,55
S01009981,984,243,397,0,8,264,72
S01009982,1030,226,377,0,59,284,84
S01009983,663,185,209,0,12,211,46
S01009984,1048,311,342,0,2,322,71
S01009985,615,181,199,0,11,186,38
S01009986,699,142,308,0,8,187,54
S01009987,880,248,400,0,0,170,62
S01009988,665,158,279,0,11,174,43
S01009989,1022,260,380,0,15,289,78
S01009990,975,255,356,1,16,277,70
S01009991,1042,296,337,1,22,300,86
S01009992,945,212,436,0,11,226,60
S01009993,826,235,275,2,0,266,48
S01009994,725,198,246,5,4,223,49
S01009995,653,185,210,0,15,210,33
S01009996,918,215,296,2,17,312,76
S01009997,648,162,244,1,16,190,35
S01009998,934,214,413,2,94,145,66
S01009999,886,312,287,1,56,181,49
S01010000,860,175,297,1,44,264,79
S01010001,798,194,260,1,51,214,78
S01010002,1343,280,568,2,95,316,82
S01010003,969,328,323,2,20,234,62
S01010004,924,219,406,2,87,164,46
S01010005,963,233,337,2,24,287,80
S01010006,1261,322,318,6,44,461,110
S01010007,959,239,302,0,24,311,83
S01010008,765,200,234,1,38,240,52
S01010009,640,152,152,4,20,258,54
S01010010,1466,300,647,3,65,344,107
S01010011,828,226,201,5,7,318,71
S01010012,1511,376,677,1,75,288,94
S01010013,970,231,270,3,31,352,83
S01010014,1278,279,323,6,76,493,101
S01010015,1038,219,202,8,97,440,72
S01010016,724,181,355,4,9,144,31
S01010017,968,245,419,0,22,227,55
S01010018,1180,279,474,1,52,275,99
S01010019,1164,283,436,0,44,304,97
S01010020,993,220,512,2,23,174,62
S01010021,806,196,239,0,127,179,65
S01010022,1040,200,436,0,54,256,94
S01010023,1409,292,643,0,56,296,122
S01010024,806,220,274,1,35,215,61
S01010025,891,169,282,4,60,292,84
S01010026,1788,326,717,6,54,497,188
S01010027,1894,349,642,1,91,635,176
S01010028,763,154,355,0,14,171,69
S01010029,535,93,302,0,26,82,32
S01010030,950,196,327,2,39,314,72
S01010031,1039,182,169,3,63,469,153
S01010032,1550,289,342,2,115,517,285
S01010033,1132,180,278,2,261,299,112
S01010034,1422,305,403,1,84,421,208
S01010035,973,184,247,0,106,253,183
S01010036,1588,289,248,1,104,713,233
S01010037,1022,228,512,2,14,211,55
S01010038,1382,342,493,1,33,402,111
S01010039,1033,197,198,1,28,472,137
S01010040,907,230,219,2,37,311,108
S01010041,994,183,242,1,26,456,86
S01010042,1448,395,332,1,55,529,136
S01010043,1034,326,249,1,29,339,90
S01010044,1450,495,348,1,23,463,120
S01010045,824,301,230,1,24,207,61
S01010046,1130,389,293,2,24,330,92
S01010047,1083,481,248,0,19,222,113
S01010048,1370,547,409,1,16,290,107
S01010049,1078,288,447,0,20,233,90
S01010050,993,261,375,0,16,289,52
S01010051,808,232,290,0,19,192,75
S01010052,648,153,285,0,22,141,47
S01010053,859,286,261,1,54,180,77
S01010054,764,247,282,0,4,185,46
S01010055,1342,418,425,2,23,370,104
S01010056,599,177,259,0,6,128,29
S01010057,553,156,194,0,7,150,46
S01010058,996,220,394,0,6,279,97
S01010059,759,209,244,0,4,231,71
S01010060,986,278,362,2,5,253,86
S01010061,822,230,309,1,6,222,54
S01010062,807,211,319,0,5,208,64
S01010063,1132,301,359,0,9,335,128
S01010064,773,230,250,0,13,219,61
S01010065,839,242,300,0,10,220,67
S01010066,753,183,284,0,10,211,65
S01010067,1066,268,398,0,14,306,80
S01010068,742,188,272,0,39,190,53
S01010069,1082,351,334,0,48,222,127
S01010070,665,203,253,0,12,142,55
S01010071,925,314,312,0,19,223,57
S01010072,1097,401,402,3,2,211,78
S01010073,1023,410,352,3,8,192,58
S01010074,1128,461,304,1,33,216,113
S01010075,781,252,285,0,1,180,63
S01010076,859,269,320,0,6,209,55
S01010077,719,240,268,0,3,151,57
S01010078,692,219,249,0,24,157,43
S01010079,923,370,292,0,2,192,67
S01010080,803,408,203,0,1,137,54
S01010081,1104,441,367,0,8,209,79
S01010082,860,335,273,0,7,199,46
S01010083,1035,385,348,1,14,227,60
S01010084,1110,385,406,0,1,246,72
S01010085,1093,429,344,0,12,246,62
S01010086,1027,428,303,0,1,221,74
S01010087,573,259,184,0,2,88,40
S01010088,1545,416,562,3,42,430,92
S01010089,1074,349,373,0,10,254,88
S01010090,1169,393,448,0,5,252,71
S01010091,1813,499,694,5,51,471,93
S01010092,1144,414,382,1,3,278,66
S01010093,951,304,339,0,24,246,38
S01010094,1191,428,394,1,10,298,60
S01010095,1218,465,392,0,4,281,76
S01010096,927,343,268,0,8,245,63
S01010097,735,268,210,0,7,181,69
S01010098,727,282,217,0,3,173,52
S01010099,948,418,279,0,2,200,49
S01010100,886,319,263,0,5,227,72
S01010101,1080,386,376,0,23,218,77
S01010102,742,213,263,0,12,193,61
S01010103,888,285,301,0,4,220,78
S01010104,1039,318,336,0,1,292,92
S01010105,803,235,231,0,4,222,111
S01010106,629,206,170,0,0,196,57
S01010107,1016,311,282,3,12,326,82
S01010108,733,305,233,0,1,147,47
S01010109,2300,648,688,1,48,695,220
S01010110,1066,341,359,3,4,270,89
S01010111,1163,349,386,0,5,328,95
S01010112,1139,356,334,0,6,354,89
S01010113,551,157,160,0,1,171,62
S01010114,873,301,252,0,1,246,73
S01010115,632,139,269,4,0,163,57
S01010116,1428,375,479,1,11,456,106
S01010117,1442,391,418,0,44,473,116
S01010118,850,249,238,0,10,275,78
S01010119,543,146,156,0,2,199,40
S01010120,1045,318,310,0,5,332,80
S01010121,802,225,241,0,3,257,76
S01010122,547,186,188,0,1,131,41
S01010123,733,209,237,0,7,216,64
S01010124,723,226,188,0,5,234,70
S01010125,932,293,296,0,15,252,76
S01010126,657,247,191,0,1,172,46
S01010127,694,218,253,0,11,155,57
S01010128,758,213,253,1,0,240,51
S01010129,1039,344,285,0,12,307,91
S01010130,978,298,293,0,14,278,95
S01010131,1144,401,364,0,2,237,140
S01010132,1142,353,414,2,12,281,80
S01010133,924,333,315,0,0,211,65
S01010134,1244,433,409,0,5,303,94
S01010135,1166,444,369,0,1,249,103
S01010136,1076,382,352,0,0,255,87
S01010137,1297,474,388,1,9,278,147
S01010138,994,346,326,0,39,198,85
S01010139,1229,442,390,1,9,303,84
S01010140,989,337,294,1,6,294,57
S01010141,1065,318,378,1,0,289,79
S01010142,644,212,239,0,10,138,45
S01010143,829,306,300,0,0,159,64
S01010144,700,140,233,0,5,232,90
S01010145,778,207,312,1,5,196,57
S01010146,1267,352,445,0,17,339,114
S01010147,1136,323,357,0,3,347,106
S01010148,1420,430,486,3,11,383,107
S01010149,780,251,233,3,6,230,57
S01010150,870,334,283,0,2,183,68
S01010151,940,355,335,1,9,158,82
S01010152,954,328,318,1,4,211,92
S01010153,1043,327,412,0,20,202,82
S01010154,962,384,338,0,2,165,73
S01010155,821,299,282,0,13,147,80
S01010156,1064,329,409,0,10,238,78
S01010157,981,296,374,2,7,222,80
S01010158,913,307,318,1,6,203,78
S01010159,735,262,237,0,5,167,64
S01010160,822,207,268,0,76,168,103
S01010161,893,276,323,0,18,224,52
S01010162,1079,328,367,0,22,283,79
S01010163,1301,365,493,0,15,326,102
S01010164,888,265,280,0,6,259,78
S01010165,627,188,184,0,14,184,57
S01010166,1498,424,530,1,16,418,109
S01010167,911,327,251,0,5,256,72
S01010168,616,165,237,0,1,178,35
S01010169,890,265,271,0,5,285,64
S01010170,858,258,285,0,2,261,52
S01010171,1613,411,542,1,13,533,113
S01010172,769,270,261,0,4,166,68
S01010173,1108,368,466,0,5,179,90
S01010174,1540,401,463,2,20,418,236
S01010175,480,135,179,0,5,126,35
S01010176,977,355,350,0,9,184,79
S01010177,776,192,274,0,7,223,80
S01010178,1103,351,363,2,5,310,72
S01010179,1655,355,740,1,18,381,160
S01010180,923,172,409,1,15,231,95
S01010181,1057,216,533,1,13,207,87
S01010182,1107,310,388,2,61,250,96
S01010183,1528,377,505,0,79,383,184
S01010184,630,157,287,1,3,136,46
S01010185,733,198,296,0,10,175,54
S01010186,647,129,236,0,22,182,78
S01010187,789,248,295,1,2,189,54
S01010188,1909,496,620,2,73,515,203
S01010189,976,272,324,0,20,271,89
S01010190,272,29,135,0,3,57,48
S01010191,736,158,258,0,33,234,53
S01010192,1050,277,309,0,44,299,121
S01010193,907,218,358,1,24,205,101
S01010194,689,204,310,1,0,143,31
S01010195,1021,278,417,0,11,233,82
S01010196,820,252,296,1,2,184,85
S01010197,757,199,320,0,0,181,57
S01010198,1131,350,437,0,11,257,76
S01010199,693,171,264,0,20,171,67
S01010200,690,215,287,0,0,140,48
S01010201,928,266,431,3,1,174,53
S01010202,783,155,268,0,39,211,110
S01010203,729,221,260,0,11,198,39
S01010204,1190,338,399,0,44,311,98
S01010205,658,212,235,0,16,150,45
S01010206,497,103,38,0,148,98,110
S01010207,859,212,157,0,277,105,108
S01010208,1049,278,327,0,20,329,95
S01010209,1038,241,307,0,27,302,161
S01010210,1076,330,393,0,9,259,85
S01010211,916,279,303,0,18,240,76
S01010212,1262,406,364,0,26,327,139
S01010213,1112,372,369,0,16,274,81
S01010214,967,305,323,0,37,217,85
S01010215,1057,330,331,0,19,269,108
S01010216,1039,294,313,0,36,287,109
S01010217,1001,293,273,0,33,301,101
S01010218,1282,344,381,0,33,411,113
S01010219,767,219,166,0,130,134,118
S01010220,573,111,130,3,26,242,61
S01010221,655,171,210,0,1,130,143
S01010222,713,216,231,0,20,205,41
S01010223,655,197,197,0,9,186,66
S01010224,1364,337,464,0,22,308,233
S01010225,931,276,302,1,41,205,106
S01010226,792,181,199,0,199,135,78
S01010227,921,191,179,2,209,216,124
S01010228,695,126,349,0,9,105,106
S01010229,1087,202,592,0,23,180,90
S01010230,1431,374,487,2,201,241,126
S01010231,1013,244,445,0,74,176,74
S01010232,880,173,394,0,56,151,106
S01010233,1567,308,680,0,137,285,157
S01010234,1069,291,257,1,36,357,127
S01010235,884,173,159,0,26,391,135
S01010236,736,149,152,2,47,297,89
S01010237,1007,278,189,2,37,407,94
S01010238,1051,272,251,0,36,399,93
S01010239,1026,311,285,1,54,292,83
S01010240,1111,328,291,0,44,359,89
S01010241,1019,315,261,1,22,336,84
S01010242,1180,333,311,0,38,425,73
S01010243,1392,433,308,1,52,507,91
S01010244,1006,272,306,1,29,331,67
S01010245,1122,403,368,0,8,276,67
S01010246,1162,388,323,0,29,359,63
S01010247,952,336,318,0,16,215,67
S01010248,959,216,177,4,32,441,89
S01010249,976,192,191,2,6,490,95
S01010250,1114,217,225,1,29,528,114
S01010251,780,149,197,0,52,308,74
S01010252,754,154,210,0,29,278,83
S01010253,759,220,194,0,19,262,64
S01010254,1159,303,411,0,7,341,97
S01010255,1269,387,386,1,56,326,113
S01010256,1070,279,324,3,6,359,99
S01010257,2783,523,422,7,106,1274,451
S01010258,2329,457,368,5,104,1043,352
S01010259,1679,396,341,1,131,627,183
S01010260,1682,304,258,4,61,834,221
S01010261,2972,671,560,6,231,1140,364
S01010262,1221,343,383,1,57,335,102
S01010263,841,136,170,1,24,396,114
S01010264,1287,245,282,2,47,592,119
S01010265,1296,286,189,5,47,649,120
S01010266,934,157,111,3,148,447,68
S01010267,893,147,100,6,45,457,138
S01010268,965,141,134,1,88,491,110
S01010269,969,190,166,2,75,446,90
S01010270,1474,430,346,4,129,422,143
S01010271,931,145,139,6,95,434,112
S01010272,1283,276,278,6,75,475,173
S01010273,1107,206,154,3,57,504,183
S01010274,677,119,113,5,27,329,84
S01010275,1410,265,208,7,85,654,191
S01010276,993,232,129,1,56,446,129
S01010277,610,120,237,3,59,140,51
S01010278,1357,302,333,6,161,392,163
S01010279,835,167,138,2,88,332,108
S01010280,878,182,173,2,31,378,112
S01010281,779,125,128,2,74,321,129
S01010282,1246,256,229,4,46,569,142
S01010283,874,166,144,1,50,385,128
S01010284,1711,311,225,5,85,868,217
S01010285,1151,197,190,2,107,506,149
S01010286,2387,410,327,9,108,1168,365
S01010287,1323,251,197,5,48,685,137
S01010288,1201,206,143,3,42,664,143
S01010289,771,159,134,3,22,377,76
S01010290,857,126,99,2,137,400,93
S01010291,1149,183,138,1,151,543,133
S01010292,1197,192,131,3,134,604,133
S01010293,926,101,103,2,165,408,147
S01010294,1025,161,93,6,165,475,125
S01010295,974,138,91,1,179,446,119
S01010296,894,105,93,0,276,303,117
S01010297,964,207,245,2,83,314,113
S01010298,966,270,194,2,53,348,99
S01010299,608,148,112,1,105,185,57
S01010300,1473,257,232,2,197,616,169
S01010301,522,82,79,1,73,221,66
S01010302,846,176,234,2,69,284,81
S01010303,683,123,114,0,143,208,95
S01010304,732,162,171,3,57,248,91
S01010305,1155,272,223,1,68,469,122
S01010306,828,171,148,4,38,389,78
S01010307,892,157,118,2,21,520,74
S01010308,975,176,109,3,31,529,127
S01010309,615,169,246,3,20,122,55
S01010310,864,193,295,2,30,258,86
S01010311,1081,333,391,4,24,211,118
S01010312,1028,313,322,0,22,254,117
S01010313,1498,417,427,1,64,372,217
S01010314,1451,314,326,0,113,453,245
S01010315,1078,284,285,0,63,348,98
S01010316,1030,246,224,0,56,404,100
S01010317,1350,303,202,4,14,689,138
S01010318,1753,359,296,2,29,915,152
S01010319,1045,232,257,0,31,432,93
S01010320,783,168,206,3,31,302,73
S01010321,1172,304,282,6,4,474,102
S01010322,1374,276,228,3,26,717,124
S01010323,735,191,248,0,14,209,73
S01010324,940,303,310,1,9,225,92
S01010325,1018,341,360,0,2,232,83
S01010326,1410,351,481,0,55,409,114
S01010327,1352,342,467,0,53,375,115
S01010328,1137,374,381,0,41,238,103
S01010329,492,173,145,0,12,123,39
S01010330,725,161,281,0,10,209,64
S01010331,1283,376,441,0,6,351,109
S01010332,1046,266,356,0,17,347,60
S01010333,962,256,352,0,22,258,74
S01010334,1276,350,479,0,7,351,89
S01010335,1148,350,380,0,24,276,118
S01010336,1212,310,351,0,34,409,108
S01010337,852,203,369,0,9,187,84
S01010338,884,214,340,0,11,234,85
S01010339,936,278,361,0,6,229,62
S01010340,853,190,372,0,7,230,54
S01010341,812,222,275,0,19,224,72
S01010342,829,235,316,0,9,215,54
S01010343,1427,379,425,0,47,460,116
S01010344,929,257,372,2,1,237,60
S01010345,652,156,208,0,32,196,60
S01010346,1157,315,324,2,29,398,89
S01010347,1125,331,273,3,25,404,89
S01010348,1076,325,371,0,1,291,88
S01010349,1137,350,393,0,9,306,79
S01010350,1362,372,511,0,18,339,122
S01010351,1038,260,360,0,13,326,79
S01010352,803,222,263,0,5,238,75
S01010353,1070,293,298,0,35,338,106
S01010354,733,239,212,0,13,201,68
S01010355,1203,312,406,0,21,347,117
S01010356,724,169,227,0,11,240,77
S01010357,670,176,232,0,18,181,63
S01010358,902,286,265,1,7,271,72
S01010359,1237,404,338,2,12,368,113
S01010360,567,177,168,1,16,163,42
S01010361,535,181,140,0,23,141,50
S01010362,970,281,253,4,38,312,82
S01010363,758,231,104,1,22,307,93
S01010364,1181,399,184,4,54,417,123
S01010365,1202,365,191,3,46,466,131
S01010366,1401,431,244,3,63,527,133
S01010367,1743,441,293,6,74,751,178
S01010368,922,278,129,2,24,330,159
S01010369,825,141,168,1,47,387,81
S01010370,725,164,91,0,33,372,65
S01010371,1231,229,169,6,45,659,123
S01010372,936,169,128,3,19,513,104
S01010373,761,188,92,2,10,394,75
S01010374,1015,199,170,1,33,510,102
S01010375,896,214,105,1,44,454,78
S01010376,1019,163,106,3,116,532,99
S01010377,1082,163,134,7,97,511,170
S01010378,954,208,106,1,33,507,99
S01010379,1545,313,214,7,44,808,159
S01010380,1115,225,201,2,7,574,106
S01010381,1123,213,189,2,58,547,114
S01010382,958,172,185,2,4,511,84
S01010383,864,195,180,1,34,368,86
S01010384,1382,258,242,4,30,707,141
S01010385,979,232,188,4,24,437,94
S01010386,1250,273,272,3,34,549,119
S01010387,1734,422,347,4,42,731,188
S01010388,1103,316,251,3,25,408,100
S01010389,1777,496,279,1,92,745,164
S01010390,1303,289,229,0,23,657,105
S01010391,2917,770,473,2,114,1287,271
S01010392,2000,567,335,1,93,816,188
S01010393,1628,440,282,4,27,736,139
S01010394,936,288,147,0,32,377,92
S01010395,1144,380,158,1,34,451,120
S01010396,1033,280,180,2,11,456,104
S01010397,905,212,176,3,5,429,80
S01010398,1090,298,162,1,4,528,97
S01010399,1668,459,242,10,3,830,124
S01010400,1101,239,166,1,39,568,88
S01010401,825,200,178,1,16,357,73
S01010402,1173,331,190,4,28,523,97
S01010403,1158,334,184,3,5,495,137
S01010404,1222,299,204,5,22,554,138
S01010405,996,279,173,4,12,436,92
S01010406,962,240,160,3,24,453,82
S01010407,1256,298,161,7,43,649,98
S01010408,695,255,115,0,30,225,70
S01010409,1350,481,290,2,47,418,112
S01010410,595,221,100,0,19,201,54
S01010411,1539,596,203,0,46,576,118
S01010412,966,274,163,7,26,370,126
S01010413,949,406,171,6,25,250,91
S01010414,1231,458,194,2,40,438,99
S01010415,1173,408,207,2,35,412,109
S01010416,914,312,148,4,22,318,110
S01010417,580,194,87,1,15,235,48
S01010418,1223,349,179,2,29,564,100
S01010419,1629,557,241,6,6,688,131
S01010420,1202,532,176,1,37,359,97
S01010421,889,368,119,0,12,322,68
S01010422,1177,443,253,3,42,364,72
S01010423,1037,345,189,5,34,372,92
S01010424,1026,315,227,1,26,387,70
S01010425,1032,307,254,1,14,357,99
S01010426,1098,302,232,1,29,435,99
S01010427,1343,377,248,1,256,333,128
S01010428,1603,597,330,2,52,477,145
S01010429,978,311,157,6,13,415,76
S01010430,1040,300,252,0,50,323,115
S01010431,1020,330,214,0,5,390,81
S01010432,880,231,227,1,44,303,74
S01010433,905,192,183,3,246,208,73
S01010434,819,248,191,0,35,277,68
S01010435,689,233,167,2,14,217,56
S01010436,778,197,205,0,32,262,82
S01010437,557,194,141,0,10,170,42
S01010438,1058,326,262,0,59,334,77
S01010439,1371,438,373,1,46,416,97
S01010440,1229,433,366,1,33,294,102
S01010441,899,232,247,0,20,350,50
S01010442,849,216,208,1,42,312,70
S01010443,765,265,251,1,12,202,34
S01010444,685,207,219,0,6,189,64
S01010445,1109,401,349,1,20,243,95
S01010446,838,258,320,0,13,206,41
S01010447,1126,338,279,0,30,354,125
S01010448,1057,378,258,6,24,319,72
S01010449,1014,350,274,1,16,278,95
S01010450,889,322,236,0,9,266,56
S01010451,1098,358,290,0,41,321,88
S01010452,919,362,205,0,13,264,75
S01010453,1143,376,272,0,62,326,107
S01010454,1170,485,260,2,13,301,109
S01010455,942,372,196,1,31,252,90
S01010456,633,254,146,1,13,167,52
S01010457,1044,354,290,2,73,246,79
S01010458,843,327,178,0,20,225,93
S01010459,752,293,217,0,2,183,57
S01010460,810,267,172,0,45,263,63
S01010461,1026,398,241,3,21,283,80
S01010462,1088,255,257,4,213,234,125
S01010463,796,266,237,1,12,244,36
S01010464,653,233,184,0,4,174,58
S01010465,999,291,241,0,19,335,113
S01010466,1608,479,277,2,38,636,176
S01010467,981,406,174,5,33,280,83
S01010468,1209,393,181,0,85,421,129
S01010469,826,257,155,0,17,322,75
S01010470,900,310,250,0,4,247,89
S01010471,922,314,229,3,12,263,101
S01010472,1339,403,247,1,39,493,156
S01010473,1044,305,181,1,47,382,128
S01010474,1099,323,234,1,45,382,114
S01010475,1240,373,227,1,34,462,143
S01010476,1048,384,206,1,41,351,65
S01010477,951,307,263,0,26,277,78
S01010478,1411,475,336,0,21,455,124
S01010479,1022,385,246,1,13,328,49
S01010480,845,304,256,1,1,220,63
S01010481,880,218,264,4,9,314,71
S01010482,998,347,227,2,10,318,94
S01010483,1110,377,243,1,5,394,90
S01010484,987,344,230,1,7,329,76
S01010485,1072,381,233,0,28,347,83
S01010486,1210,426,320,0,15,361,88
S01010487,1123,421,259,0,9,348,86
S01010488,1366,396,358,0,36,488,88
S01010489,1471,444,380,1,24,466,156
S01010490,893,222,216,0,9,399,47
S01010491,1049,294,257,1,13,384,100
S01010492,808,231,207,0,22,285,63
S01010493,1200,304,281,0,7,514,94
S01010494,698,223,192,0,6,223,54
S01010495,1184,333,307,1,6,465,72
S01010496,1628,533,380,2,38,519,156
S01010497,1063,346,242,0,23,394,58
S01010498,1333,437,385,1,22,396,92
S01010499,1355,401,309,2,50,462,131
S01010500,1258,322,281,0,40,537,78
S01010501,910,293,243,0,3,309,62
S01010502,756,269,205,2,1,218,61
S01010503,838,269,211,0,0,294,64
S01010504,531,240,62,0,2,190,37
S01010505,655,289,96,0,0,196,74
S01010506,889,253,290,1,0,282,63
S01010507,1092,403,300,2,0,328,59
S01010508,1150,512,93,0,1,421,123
S01010509,1183,484,198,0,1,415,85
S01010510,1659,713,370,4,0,412,160
S01010511,1254,505,215,0,3,402,129
S01010512,912,457,128,0,4,265,58
S01010513,897,418,143,0,5,277,54
S01010514,918,389,198,0,0,259,72
S01010515,906,389,206,0,0,231,80
S01010516,614,237,126,0,5,196,50
S01010517,1136,411,255,0,2,412,56
S01010518,922,321,196,0,10,326,69
S01010519,938,368,129,0,5,364,72
S01010520,1172,527,212,0,0,336,97
S01010521,1035,442,186,0,2,326,79
S01010522,812,308,197,0,5,238,64
S01010523,1065,348,246,0,3,397,71
S01010524,585,270,64,0,11,181,59
S01010525,790,386,67,0,5,260,72
S01010526,927,409,132,0,0,292,94
S01010527,1300,546,128,0,10,491,125
S01010528,794,298,164,0,2,250,80
