output_area,total,white,nonwhite
60QS002935,169,137,32
60QS002936,161,157,4
60QS002937,88,82,6
60QS002938,93,83,10
60QS002939,187,117,70
60QS002940,120,115,5
60QS002941,87,84,3
60QS002942,58,54,4
60QS002943,94,83,11
60QS002944,87,84,3
60QS002945,76,76,0
60QS002946,80,72,8
60QS002947,129,121,8
60QS002948,59,54,5
60QS002949,163,130,33
60QS002950,133,109,24
60QS002951,81,75,6
60QS002952,147,106,41
60QS002953,96,88,8
60QS002954,173,173,0
60QS002955,232,231,1
60QS002956,133,129,4
60QS002957,76,74,2
60QS002958,94,92,2
60QS002959,79,76,3
60QS002960,90,82,8
60QS002961,71,67,4
60QS002962,99,88,11
60QS002963,150,122,28
60QS002964,59,52,7
60QS002965,163,157,6
60QS002966,115,107,8
60QS002967,75,65,10
60QS002968,106,104,2
60QS002969,84,73,11
60QS002970,152,123,29
60QS002971,100,78,22
60QS002972,135,116,19
60QS002973,154,124,30
60QS002974,128,126,2
60QS002975,162,162,0
60QS002976,144,144,0
60QS002977,110,110,0
60QS002978,83,78,5
60QS002979,129,124,5
60QS002980,135,135,0
60QS002981,91,89,2
60QS002982,100,98,2
60QS002983,81,81,0
60QS002984,127,127,0
60QS002985,109,109,0
60QS002986,101,100,1
60QS002987,72,72,0
60QS002988,157,154,3
60QS002989,117,117,0
60QS002990,71,71,0
60QS002991,51,51,0
60QS002992,77,77,0
60QS002993,84,84,0
60QS002994,84,83,1
60QS002995,190,179,11
60QS002996,137,135,2
60QS002997,93,93,0
60QS002998,127,127,0
60QS002999,112,111,1
60QS003000,102,102,0
60QS003001,99,94,5
60QS003002,174,171,3
60QS003003,70,67,3
60QS003004,108,107,1
60QS003005,124,123,1
60QS003006,115,112,3
60QS003007,98,96,2
60QS003008,131,119,12
60QS003009,104,103,1
60QS003010,107,106,1
60QS003011,86,86,0
60QS003012,135,128,7
60QS003013,91,86,5
60QS003014,106,106,0
60QS003015,176,171,5
60QS003016,103,96,7
60QS003017,106,104,2
60QS003018,126,123,3
60QS003019,114,112,2
60QS003020,69,68,1
60QS003021,97,97,0
60QS003022,77,76,1
60QS003023,104,102,2
60QS003024,111,111,0
60QS003025,148,147,1
60QS003026,111,111,0
60QS003027,80,79,1
60QS003028,122,119,3
60QS003029,80,80,0
60QS003030,122,121,1
60QS003031,131,125,6
60QS003032,101,94,7
60QS003033,118,118,0
60QS003034,103,98,5
60QS003035,140,139,1
60QS003036,118,111,7
60QS003037,84,84,0
60QS003038,107,107,0
60QS003039,139,139,0
60QS003040,104,99,5
60QS003041,159,159,0
60QS003042,140,140,0
60QS003043,101,101,0
60QS003044,129,128,1
60QS003045,90,88,2
60QS003046,130,128,2
60QS003047,73,73,0
60QS003048,73,73,0
60QS003049,110,109,1
60QS003050,109,109,0
60QS003051,245,235,10
60QS003052,164,164,0
60QS003053,133,133,0
60QS003054,99,96,3
60QS003055,99,99,0
60QS003056,99,98,1
60QS003057,118,118,0
60QS003058,94,93,1
60QS003059,100,100,0
60QS003060,57,57,0
60QS003061,72,70,2
60QS003062,87,86,1
60QS003063,119,117,2
60QS003064,50,50,0
60QS003065,98,96,2
60QS003066,52,52,0
60QS003067,97,97,0
60QS003068,99,97,2
60QS003069,58,57,1
60QS003070,58,58,0
60QS003071,64,63,1
60QS003072,130,128,2
60QS003073,66,64,2
60QS003074,67,67,0
60QS003075,73,73,0
60QS003076,107,104,3
60QS003077,57,57,0
60QS003078,61,61,0
60QS003079,116,116,0
60QS003080,145,143,2
60QS003081,124,124,0
60QS003082,130,130,0
60QS003083,112,106,6
60QS003084,96,96,0
60QS003085,94,93,1
60QS003086,151,144,7
60QS003087,124,117,7
60QS003088,128,124,4
60QS003089,104,104,0
60QS003090,179,175,4
60QS003091,162,161,1
60QS003092,105,99,6
60QS003093,98,90,8
60QS003094,133,133,0
60QS003095,120,118,2
60QS003096,96,86,10
60QS003097,124,122,2
60QS003098,152,146,6
60QS003099,116,112,4
60QS003100,150,149,1
60QS003101,77,67,10
60QS003102,115,115,0
60QS003103,123,120,3
60QS003104,102,102,0
60QS003105,114,113,1
60QS003106,77,76,1
60QS003107,113,112,1
60QS003108,90,89,1
60QS003109,123,116,7
60QS003110,92,92,0
60QS003111,126,116,10
60QS003112,87,87,0
60QS003113,86,81,5
60QS003114,90,90,0
60QS003115,92,89,3
60QS003116,70,69,1
60QS003117,129,129,0
60QS003118,100,100,0
60QS003119,131,128,3
60QS003120,116,116,0
60QS003121,99,96,3
60QS003122,80,79,1
60QS003123,106,106,0
60QS003124,85,85,0
60QS003125,66,66,0
60QS003126,91,91,0
60QS003127,91,91,0
60QS003128,113,111,2
60QS003129,121,121,0
60QS003130,92,92,0
60QS003131,117,116,1
60QS003132,115,114,1
60QS003133,120,120,0
60QS003134,73,73,0
60QS003135,93,88,5
60QS003136,111,111,0
60QS003137,130,130,0
60QS003138,67,67,0
60QS003139,67,67,0
60QS003140,106,103,3
60QS003141,84,84,0
60QS003142,91,86,5
60QS003143,211,206,5
60QS003144,200,192,8
60QS003145,191,182,9
60QS003146,235,230,5
60QS003147,90,86,4
60QS003148,143,143,0
60QS003149,133,131,2
60QS003150,80,80,0
60QS003151,66,66,0
60QS003152,56,56,0
60QS003153,75,75,0
60QS003154,59,59,0
60QS003155,94,94,0
60QS003156,221,215,6
60QS003157,118,107,11
60QS003158,102,101,1
60QS003159,104,103,1
60QS003160,168,166,2
60QS003161,116,116,0
60QS003162,110,109,1
60QS003163,120,118,2
60QS003164,79,78,1
60QS003165,115,112,3
60QS003166,123,123,0
60QS003167,133,126,7
60QS003168,214,212,2
60QS003169,108,108,0
60QS003170,73,72,1
60QS003171,67,67,0
60QS003172,57,57,0
60QS003173,130,123,7
60QS003174,115,114,1
60QS003175,133,133,0
60QS003176,88,85,3
60QS003177,121,118,3
60QS003178,81,81,0
60QS003179,136,136,0
60QS003180,107,104,3
60QS003181,87,87,0
60QS003182,146,146,0
60QS003183,109,109,0
60QS003184,155,148,7
60QS003185,99,99,0
60QS003186,192,192,0
60QS003187,179,178,1
60QS003188,92,89,3
60QS003189,131,130,1
60QS003190,103,103,0
60QS003191,94,93,1
60QS003192,146,143,3
60QS003193,114,107,7
60QS003194,127,127,0
60QS003195,118,118,0
60QS003196,137,137,0
60QS003197,103,101,2
60QS003198,165,165,0
60QS003199,129,127,2
60QS003200,122,122,0
60QS003201,155,154,1
60QS003202,100,99,1
60QS003203,105,103,2
60QS003204,152,149,3
60QS003205,93,92,1
60QS003206,91,84,7
60QS003207,89,87,2
60QS003208,91,90,1
60QS003209,98,98,0
60QS003210,126,125,1
60QS003211,137,136,1
60QS003212,91,91,0
60QS003213,118,117,1
60QS003214,97,97,0
60QS003215,93,93,0
60QS003216,76,76,0
60QS003217,120,120,0
60QS003218,69,65,4
60QS003219,72,72,0
60QS003220,195,195,0
60QS003221,174,173,1
60QS003222,124,124,0
60QS003223,157,156,1
60QS003224,94,94,0
60QS003225,112,108,4
60QS003226,57,57,0
60QS003227,195,195,0
60QS003228,189,189,0
60QS003229,135,133,2
60QS003230,124,121,3
60QS003231,99,99,0
60QS003232,125,125,0
60QS003233,70,70,0
60QS003234,120,120,0
60QS003235,185,185,0
60QS003236,111,111,0
60QS003237,113,112,1
60QS003238,160,145,15
60QS003239,156,155,1
60QS003240,59,59,0
60QS003241,134,132,2
60QS003242,153,153,0
60QS003243,118,118,0
60QS003244,145,135,10
60QS003245,182,180,2
60QS003246,167,165,2
60QS003247,94,94,0
60QS003248,143,140,3
60QS003249,169,168,1
60QS003250,95,95,0
60QS003251,139,139,0
60QS003252,107,107,0
60QS003253,119,119,0
60QS003254,88,88,0
60QS003255,99,99,0
60QS003256,166,166,0
60QS003257,69,69,0
60QS003258,71,71,0
60QS003259,172,171,1
60QS003260,53,53,0
60QS003261,61,58,3
60QS003262,71,71,0
60QS003263,72,71,1
60QS003264,92,90,2
60QS003265,65,65,0
60QS003266,107,106,1
60QS003267,61,61,0
60QS003268,234,229,5
60QS003269,205,203,2
60QS003270,150,150,0
60QS003271,127,123,4
60QS003272,92,91,1
60QS003273,139,139,0
60QS003274,107,107,0
60QS003275,124,120,4
60QS003276,83,79,4
60QS003277,72,72,0
60QS003278,174,165,9
60QS003279,101,101,0
60QS003280,117,116,1
60QS003281,126,121,5
60QS003282,161,161,0
60QS003283,152,152,0
60QS003284,136,134,2
60QS003285,125,125,0
60QS003286,107,105,2
60QS003287,133,133,0
60QS003288,156,156,0
60QS003289,147,147,0
60QS003290,119,118,1
60QS003291,206,206,0
60QS003292,144,144,0
60QS003293,108,108,0
60QS003294,103,103,0
60QS003295,119,118,1
60QS003296,160,157,3
60QS003297,112,111,1
60QS003298,199,198,1
60QS003299,135,135,0
60QS003300,144,144,0
60QS003301,93,91,2
60QS003302,133,132,1
60QS003303,124,123,1
60QS003304,117,117,0
60QS003305,113,112,1
60QS003306,55,55,0
60QS003307,110,109,1
60QS003308,78,78,0
60QS003309,178,177,1
60QS003310,146,146,0
60QS003311,137,135,2
60QS003312,149,149,0
60QS003313,168,168,0
60QS003314,94,94,0
60QS003315,111,110,1
60QS003316,53,53,0
60QS003317,184,184,0
60QS003318,128,127,1
60QS003319,123,123,0
60QS003320,91,88,3
60QS003321,127,123,4
60QS003322,161,161,0
60QS003323,129,128,1
60QS003324,89,89,0
60QS003325,161,161,0
60QS003326,156,156,0
60QS003327,219,213,6
60QS003328,194,194,0
60QS003329,157,157,0
60QS003330,106,103,3
60QS003331,102,98,4
60QS003332,138,138,0
60QS003333,189,189,0
60QS003334,134,133,1
60QS003335,168,168,0
60QS003336,156,153,3
60QS003337,146,146,0
60QS003338,160,160,0
60QS003339,53,53,0
60QS003340,176,174,2
60QS003341,216,215,1
60QS003342,145,145,0
60QS003343,139,139,0
60QS003344,118,112,6
60QS003345,221,221,0
60QS003346,171,170,1
60QS003347,132,131,1
60QS003348,143,143,0
60QS003349,120,118,2
60QS003350,114,114,0
60QS003351,112,112,0
60QS003352,85,84,1
60QS003353,165,165,0
60QS003354,164,163,1
60QS003355,140,139,1
60QS003356,124,124,0
60QS003357,127,127,0
60QS003358,80,78,2
60QS003359,94,92,2
60QS003360,114,114,0
60QS003361,127,127,0
60QS003362,128,128,0
60QS003363,131,131,0
60QS003364,115,115,0
60QS003365,102,102,0
60QS003366,132,129,3
60QS003367,86,86,0
60QS003368,118,118,0
60QS003369,69,69,0
60QS003370,95,95,0
60QS003371,151,151,0
60QS003372,117,117,0
60QS003373,65,65,0
60QS003374,96,95,1
60QS003375,71,71,0
60QS003376,111,108,3
60QS003377,74,74,0
60QS003378,84,83,1
60QS003379,102,101,1
60QS003380,174,173,1
60QS003381,87,86,1
60QS003382,69,66,3
60QS003383,82,82,0
60QS003384,120,115,5
60QS003385,83,83,0
60QS003386,111,111,0
60QS003387,143,143,0
60QS003388,231,229,2
60QS003389,197,197,0
60QS003390,130,130,0
60QS003391,209,209,0
60QS003392,166,166,0
60QS003393,152,152,0
60QS003394,185,185,0
60QS003395,95,95,0
60QS003396,108,106,2
60QS003397,91,91,0
60QS003398,143,143,0
60QS003399,215,215,0
60QS003400,116,116,0
60QS003401,106,106,0
60QS003402,104,102,2
60QS003403,126,126,0
60QS003404,75,73,2
60QS003405,69,69,0
60QS003406,110,106,4
60QS003407,128,127,1
60QS003408,63,63,0
60QS003409,68,68,0
60QS003410,87,87,0
60QS003411,113,113,0
60QS003412,193,188,5
60QS003413,118,118,0
60QS003414,183,179,4
60QS003415,164,161,3
60QS003416,144,144,0
60QS003417,142,142,0
60QS003418,170,170,0
60QS003419,121,121,0
60QS003420,179,173,6
60QS003421,156,156,0
60QS003422,133,132,1
60QS003423,119,119,0
60QS003424,134,129,5
60QS003425,222,221,1
60QS003426,135,135,0
60QS003427,174,163,11
60QS003428,183,160,23
60QS003429,209,209,0
60QS003430,187,186,1
60QS003431,181,179,2
60QS003432,172,172,0
60QS003433,124,122,2
60QS003434,168,158,10
60QS003435,132,122,10
60QS003436,105,105,0
60QS003437,111,111,0
60QS003438,126,123,3
60QS003439,106,106,0
60QS003440,109,105,4
60QS003441,62,62,0
60QS003442,69,69,0
60QS003443,68,68,0
60QS003444,162,118,44
60QS003445,179,137,42
60QS003446,172,131,41
60QS003447,121,114,7
60QS003448,88,86,2
60QS003449,150,144,6
60QS003450,131,131,0
60QS003451,116,116,0
60QS003452,136,130,6
60QS003453,124,119,5
60QS003454,137,137,0
60QS003455,118,113,5
60QS003456,137,136,1
60QS003457,164,164,0
60QS003458,133,133,0
60QS003459,148,145,3
60QS003460,129,129,0
60QS003461,110,109,1
60QS003462,117,117,0
60QS003463,137,136,1
60QS003464,112,112,0
60QS003465,97,97,0
60QS003466,143,141,2
60QS003467,186,185,1
60QS003468,172,172,0
60QS003469,108,108,0
60QS003470,169,168,1
60QS003471,126,126,0
60QS003472,148,148,0
60QS003473,129,129,0
60QS003474,190,189,1
60QS003475,107,107,0
60QS003476,144,144,0
60QS003477,148,148,0
60QS003478,130,130,0
60QS003479,175,175,0
60QS003480,118,118,0
60QS003481,113,113,0
60QS003482,109,109,0
60QS003483,108,107,1
60QS003484,138,131,7
60QS003485,80,77,3
60QS003486,145,140,5
60QS003487,129,126,3
60QS003488,122,122,0
60QS003489,146,146,0
60QS003490,172,167,5
60QS003491,169,164,5
60QS003492,113,97,16
60QS003493,203,198,5
60QS003494,261,248,13
60QS003495,120,120,0
60QS003496,136,133,3
60QS003497,182,181,1
60QS003498,147,139,8
60QS003499,151,150,1
60QS003500,129,128,1
60QS003501,129,129,0
60QS003502,234,227,7
60QS003503,106,103,3
60QS003504,154,150,4
60QS003505,157,155,2
60QS003506,95,95,0
60QS003507,102,101,1
60QS003508,89,89,0
60QS003509,128,128,0
60QS003510,92,92,0
60QS003511,113,113,0
60QS003512,106,105,1
60QS003513,148,148,0
60QS003514,96,96,0
60QS003515,159,159,0
60QS003516,139,133,6
60QS003517,144,138,6
60QS003518,156,155,1
60QS003519,87,87,0
60QS003520,95,95,0
60QS003521,123,123,0
60QS003522,124,124,0
60QS003523,90,90,0
60QS003524,122,122,0
60QS003525,120,120,0
60QS003526,90,90,0
60QS003527,100,99,1
60QS003528,131,130,1
60QS003529,137,137,0
60QS003530,130,129,1
60QS003531,86,86,0
60QS003532,96,95,1
60QS003533,100,100,0
60QS003534,153,150,3
60QS003535,81,81,0
60QS003536,183,174,9
60QS003537,94,94,0
60QS003538,120,120,0
60QS003539,247,241,6
60QS003540,92,92,0
60QS003541,155,155,0
60QS003542,83,83,0
60QS003543,219,215,4
60QS003544,193,193,0
60QS003545,106,101,5
60QS003546,73,72,1
60QS003547,68,68,0
60QS003548,75,75,0
60QS003549,137,136,1
60QS003550,123,123,0
60QS003551,129,126,3
60QS003552,113,113,0
60QS003553,204,198,6
60QS003554,152,151,1
60QS003555,124,120,4
60QS003556,143,143,0
60QS003557,118,116,2
60QS003558,165,165,0
60QS003559,87,87,0
60QS003560,120,119,1
60QS003561,86,86,0
60QS003562,114,111,3
60QS003563,149,149,0
60QS003564,56,53,3
60QS003565,206,194,12
60QS003566,63,62,1
60QS003567,183,168,15
60QS003568,77,77,0
60QS003569,61,50,11
60QS003570,51,51,0
60QS003571,88,88,0
60QS003572,62,61,1
60QS003573,52,52,0
60QS003574,116,115,1
60QS003575,109,103,6
60QS003576,124,120,4
60QS003577,126,126,0
60QS003578,67,67,0
60QS003579,85,81,4
60QS003580,108,108,0
60QS003581,120,120,0
60QS003582,94,94,0
60QS003583,140,140,0
60QS003584,70,70,0
60QS003585,136,136,0
60QS003586,113,110,3
60QS003587,115,115,0
60QS003588,59,59,0
60QS003589,92,87,5
60QS003590,102,102,0
60QS003591,79,78,1
60QS003592,57,57,0
60QS003593,101,93,8
60QS003594,66,66,0
60QS003595,74,72,2
60QS003596,201,190,11
60QS003597,56,56,0
60QS003598,114,113,1
60QS003599,181,180,1
60QS003600,97,94,3
60QS003601,99,98,1
60QS003602,129,129,0
60QS003603,166,124,42
60QS003604,96,95,1
60QS003605,223,221,2
60QS003606,69,69,0
60QS003607,145,144,1
60QS003608,77,68,9
60QS003609,59,50,9
60QS003610,92,75,17
60QS003611,61,55,6
60QS003612,107,82,25
60QS003613,71,71,0
60QS003614,61,61,0
60QS003615,61,54,7
60QS003616,70,70,0
60QS003617,60,60,0
60QS003618,54,52,2
60QS003619,205,192,13
60QS003620,66,60,6
60QS003621,82,82,0
60QS003622,78,77,1
60QS003623,136,115,21
60QS003624,152,152,0
60QS003625,75,72,3
60QS003626,120,82,38
60QS003627,126,124,2
60QS003628,63,50,13
60QS003629,136,135,1
60QS003630,154,151,3
60QS003631,79,73,6
60QS003632,58,56,2
60QS003633,119,119,0
60QS003634,155,148,7
60QS003635,69,69,0
60QS003636,114,114,0
60QS003637,128,120,8
60QS003638,77,77,0
60QS003639,50,50,0
60QS003640,73,73,0
60QS003641,56,56,0
60QS003642,101,101,0
60QS003643,80,75,5
60QS003644,99,97,2
60QS003645,102,100,2
60QS003646,78,78,0
60QS003647,113,110,3
60QS003648,83,83,0
60QS003649,113,113,0
60QS003650,58,58,0
60QS003651,62,62,0
60QS003652,58,57,1
60QS003653,51,51,0
60QS003654,79,79,0
60QS003655,143,143,0
60QS003656,141,140,1
60QS003657,59,59,0
60QS003658,56,44,12
60QS003659,98,98,0
60QS003660,80,65,15
60QS003661,53,51,2
60QS003662,130,126,4
60QS003663,66,66,0
60QS003664,118,118,0
60QS003665,98,98,0
60QS003666,87,87,0
60QS003667,85,85,0
60QS003668,93,92,1
60QS003669,105,105,0
60QS003670,102,98,4
60QS003671,76,76,0
60QS003672,143,127,16
60QS003673,165,143,22
60QS003674,123,120,3
60QS003675,76,74,2
60QS003676,129,129,0
60QS003677,76,73,3
60QS003678,184,175,9
60QS003679,111,101,10
60QS003680,71,70,1
60QS003681,53,53,0
60QS003682,88,87,1
60QS003683,159,124,35
60QS003684,113,113,0
60QS003685,86,85,1
60QS003686,76,76,0
60QS003687,53,53,0
60QS003688,62,61,1
60QS003689,85,85,0
60QS003690,90,90,0
60QS003691,103,101,2
60QS003692,171,171,0
60QS003693,112,112,0
60QS003694,73,73,0
60QS003695,80,80,0
60QS003696,119,119,0
60QS003697,157,156,1
60QS003698,77,77,0
60QS003699,138,138,0
60QS003700,63,61,2
60QS003701,64,64,0
60QS003702,59,59,0
60QS003703,99,99,0
60QS003704,66,55,11
60QS003705,111,111,0
60QS003706,140,140,0
60QS003707,61,59,2
60QS003708,51,51,0
60QS003709,70,70,0
60QS003710,215,214,1
60QS003711,93,93,0
60QS003712,83,83,0
60QS003713,80,79,1
60QS003714,94,93,1
60QS003715,110,110,0
60QS003716,990,815,175
60QS003717,118,118,0
60QS003718,101,101,0
60QS003719,68,68,0
60QS003720,140,113,27
60QS003721,52,50,2
60QS003722,108,108,0
60QS003723,105,104,1
60QS003724,93,93,0
60QS003725,94,79,15
60QS003726,71,71,0
60QS003727,73,73,0
60QS003728,67,67,0
60QS003729,87,86,1
60QS003730,96,93,3
60QS003731,121,119,2
60QS003732,99,99,0
60QS003733,85,85,0
60QS003734,102,102,0
60QS003735,154,154,0
60QS003736,114,114,0
60QS003737,82,82,0
60QS003738,90,90,0
60QS003739,134,134,0
60QS003740,107,107,0
60QS003741,135,135,0
60QS003742,71,71,0
60QS003743,109,108,1
60QS003744,110,110,0
60QS003745,90,90,0
60QS003746,80,77,3
60QS003747,116,116,0
60QS003748,84,83,1
60QS003749,101,97,4
60QS003750,70,70,0
60QS003751,131,131,0
60QS003752,61,61,0
60QS003753,86,86,0
60QS003754,125,124,1
60QS003755,113,113,0
60QS003756,56,55,1
60QS003757,90,90,0
60QS003758,68,68,0
60QS003759,107,107,0
60QS003760,133,133,0
60QS003761,115,114,1
60QS003762,128,128,0
60QS003763,89,89,0
60QS003764,55,55,0
60QS003765,57,57,0
60QS003766,85,85,0
60QS003767,76,75,1
60QS003768,138,138,0
60QS003769,100,99,1
60QS003770,59,58,1
60QS003771,50,47,3
60QS003772,98,98,0
60QS003773,118,118,0
60QS003774,80,77,3
60QS003775,82,82,0
60QS003776,101,101,0
60QS003777,108,108,0
60QS003778,211,211,0
60QS003779,87,87,0
60QS003780,101,101,0
60QS003781,150,143,7
60QS003782,95,94,1
60QS003783,68,67,1
60QS003784,122,122,0
60QS003785,90,90,0
60QS003786,68,57,11
60QS003787,109,108,1
60QS003788,250,61,189
60QS003789,68,59,9
60QS003790,69,62,7
60QS003791,59,57,2
60QS003792,59,56,3
60QS003793,95,90,5
60QS003794,56,47,9
60QS003795,52,41,11
60QS003796,120,119,1
60QS003797,58,56,2
60QS003798,70,70,0
60QS003799,57,57,0
60QS003800,84,84,0
60QS003801,64,63,1
60QS003802,60,60,0
60QS003803,72,72,0
60QS003804,128,91,37
60QS003805,214,173,41
60QS003806,101,93,8
60QS003807,56,56,0
60QS003808,56,52,4
60QS003809,52,47,5
60QS003810,97,93,4
60QS003811,89,85,4
60QS003812,149,149,0
60QS003813,101,99,2
60QS003814,135,96,39
60QS003815,53,53,0
60QS003816,92,81,11
60QS003817,85,84,1
60QS003818,66,60,6
60QS003819,96,71,25
60QS003820,101,88,13
60QS003821,71,70,1
60QS003822,118,116,2
60QS003823,99,95,4
60QS003824,58,39,19
60QS003825,91,84,7
60QS003826,154,153,1
60QS003827,52,49,3
60QS003828,64,44,20
60QS003829,63,60,3
60QS003830,58,58,0
60QS003831,91,91,0
60QS003832,142,130,12
60QS003833,59,59,0
60QS003834,64,64,0
60QS003835,118,118,0
60QS003836,117,117,0
60QS003837,93,93,0
60QS003838,55,54,1
60QS003839,65,65,0
60QS003840,119,119,0
60QS003841,54,54,0
60QS003842,77,77,0
60QS003843,103,103,0
60QS003844,51,50,1
60QS003845,70,64,6
60QS003846,109,109,0
60QS003847,117,117,0
60QS003848,71,71,0
60QS003849,65,65,0
60QS003850,105,104,1
60QS003851,134,134,0
60QS003852,50,38,12
60QS003853,65,55,10
60QS003854,149,145,4
60QS003855,100,100,0
60QS003856,103,99,4
60QS003857,63,62,1
60QS003858,98,97,1
60QS003859,113,113,0
60QS003860,195,190,5
60QS003861,65,65,0
60QS003862,73,59,14
60QS003863,64,64,0
60QS003864,71,60,11
60QS003865,86,84,2
60QS003866,102,93,9
60QS003867,123,116,7
60QS003868,148,135,13
60QS003869,58,55,3
60QS003870,127,113,14
60QS003871,118,109,9
60QS003872,97,96,1
60QS003873,127,127,0
60QS003874,99,99,0
60QS003875,60,60,0
60QS003876,68,67,1
60QS003877,120,116,4
60QS003878,77,77,0
60QS003879,56,53,3
60QS003880,58,58,0
60QS003881,116,116,0
60QS003882,88,83,5
60QS003883,55,55,0
60QS003884,98,98,0
60QS003885,100,86,14
60QS003886,51,51,0
60QS003887,64,64,0
60QS003888,92,83,9
60QS003889,59,58,1
60QS003890,135,131,4
60QS003891,55,47,8
60QS003892,105,105,0
60QS003893,69,69,0
60QS003894,52,49,3
60QS003895,79,78,1
60QS003896,105,104,1
60QS003897,95,95,0
60QS003898,91,80,11
60QS003899,62,62,0
60QS003900,106,106,0
60QS003901,70,70,0
60QS003902,107,107,0
60QS003903,73,73,0
60QS003904,112,112,0
60QS003905,62,59,3
60QS003906,132,127,5
60QS003907,125,123,2
60QS003908,84,83,1
60QS003909,166,161,5
60QS003910,58,58,0
60QS003911,56,52,4
60QS003912,108,105,3
60QS003913,145,142,3
60QS003914,237,236,1
60QS003915,142,138,4
60QS003916,129,126,3
60QS003917,103,102,1
60QS003918,122,120,2
60QS003919,121,121,0
60QS003920,130,130,0
60QS003921,107,107,0
60QS003922,100,99,1
60QS003923,110,109,1
60QS003924,116,111,5
60QS003925,240,235,5
60QS003926,177,151,26
60QS003927,133,131,2
60QS003928,116,114,2
60QS003929,72,71,1
60QS003930,168,156,12
60QS003931,130,84,46
60QS003932,136,97,39
60QS003933,82,82,0
60QS003934,174,173,1
60QS003935,134,134,0
60QS003936,72,72,0
60QS003937,73,72,1
60QS003938,103,103,0
60QS003939,73,73,0
60QS003940,164,162,2
60QS003941,119,105,14
60QS003942,75,74,1
60QS003943,62,49,13
60QS003944,99,95,4
60QS003945,57,55,2
60QS003946,274,179,95
60QS003947,102,66,36
60QS003948,51,48,3
60QS003949,75,72,3
60QS003950,66,63,3
60QS003951,51,49,2
60QS003952,63,63,0
60QS003953,80,77,3
60QS003954,62,58,4
60QS003955,96,86,10
60QS003956,58,54,4
60QS003957,63,63,0
60QS003958,59,59,0
60QS003959,114,82,32
60QS003960,85,84,1
60QS003961,168,157,11
60QS003962,94,90,4
60QS003963,118,118,0
60QS003964,104,101,3
60QS003965,72,72,0
60QS003966,167,158,9
60QS003967,79,68,11
60QS003968,98,61,37
60QS003969,152,111,41
60QS003970,97,90,7
60QS003971,96,85,11
60QS003972,105,100,5
60QS003973,112,98,14
60QS003974,99,97,2
60QS003975,74,72,2
60QS003976,117,113,4
60QS003977,97,86,11
60QS003978,97,93,4
60QS003979,102,90,12
60QS003980,98,93,5
60QS003981,96,96,0
60QS003982,98,96,2
60QS003983,106,97,9
60QS003984,98,94,4
60QS003985,76,73,3
60QS003986,87,86,1
60QS003987,55,52,3
60QS003988,82,81,1
60QS003989,72,70,2
60QS003990,52,51,1
60QS003991,86,84,2
60QS003992,80,77,3
60QS003993,75,64,11
60QS003994,75,73,2
60QS003995,66,65,1
60QS003996,72,69,3
60QS003997,86,85,1
60QS003998,62,61,1
60QS003999,62,61,1
60QS004000,85,85,0
60QS004001,86,84,2
60QS004002,55,42,13
60QS004003,95,90,5
60QS004004,59,43,16
60QS004005,173,158,15
60QS004006,94,79,15
60QS004007,134,87,47
60QS004008,92,81,11
60QS004009,115,94,21
60QS004010,93,83,10
60QS004011,72,72,0
60QS004012,105,105,0
60QS004013,96,96,0
60QS004014,73,69,4
60QS004015,90,90,0
60QS004016,92,88,4
60QS004017,106,103,3
60QS004018,89,82,7
60QS004019,73,60,13
60QS004020,101,80,21
60QS004021,87,64,23
60QS004022,103,83,20
60QS004023,88,69,19
60QS004024,129,95,34
60QS004025,84,59,25
60QS004026,124,89,35
60QS004027,97,74,23
60QS004028,108,95,13
60QS004029,94,65,29
60QS004030,119,110,9
60QS004031,99,71,28
60QS004032,109,64,45
60QS004033,89,60,29
60QS004034,89,69,20
60QS004035,56,41,15
60QS004036,83,79,4
60QS004037,150,150,0
60QS004038,94,92,2
60QS004039,55,55,0
60QS004040,107,90,17
60QS004041,105,98,7
60QS004042,95,83,12
60QS004043,107,94,13
60QS004044,109,107,2
60QS004045,77,76,1
60QS004046,96,93,3
60QS004047,89,83,6
60QS004048,69,69,0
60QS004049,66,65,1
60QS004050,67,67,0
60QS004051,65,64,1
60QS004052,77,77,0
60QS004053,83,82,1
60QS004054,73,73,0
60QS004055,68,68,0
60QS004056,96,88,8
60QS004057,64,61,3
60QS004058,66,61,5
60QS004059,71,61,10
60QS004060,87,70,17
60QS004061,88,79,9
60QS004062,79,75,4
60QS004063,99,99,0
60QS004064,79,76,3
60QS004065,83,66,17
60QS004066,62,55,7
60QS004067,51,49,2
60QS004068,107,106,1
60QS004069,84,84,0
60QS004070,90,90,0
60QS004071,58,58,0
60QS004072,68,68,0
60QS004073,147,146,1
60QS004074,92,92,0
60QS004075,61,60,1
60QS004076,76,76,0
60QS004077,97,97,0
60QS004078,90,90,0
60QS004079,73,72,1
60QS004080,62,62,0
60QS004081,82,82,0
60QS004082,94,94,0
60QS004083,94,94,0
60QS004084,75,72,3
60QS004085,67,64,3
60QS004086,120,114,6
60QS004087,82,82,0
60QS004088,107,106,1
60QS004089,130,114,16
60QS004090,108,95,13
60QS004091,75,75,0
60QS004092,63,63,0
60QS004093,67,66,1
60QS004094,87,87,0
60QS004095,102,102,0
60QS004096,106,105,1
60QS004097,62,61,1
60QS004098,77,77,0
60QS004099,78,78,0
