"output_area","total","employed","unemployed","other"
"60QR001079",54,27,0,27
"60QR001080",77,32,3,42
"60QR001081",68,37,4,27
"60QR001082",92,44,9,39
"60QR001083",136,59,16,61
"60QR001084",85,27,11,47
"60QR001085",106,41,18,47
"60QR001086",78,41,12,25
"60QR001087",109,66,3,40
"60QR001088",88,42,15,31
"60QR001089",97,48,4,45
"60QR001090",104,49,11,44
"60QR001091",91,41,5,45
"60QR001092",70,41,4,25
"60QR001093",70,32,12,26
"60QR001094",92,35,11,46
"60QR001095",74,29,16,29
"60QR001096",55,24,10,21
"60QR001097",99,53,10,36
"60QR001098",119,63,6,50
"60QR001099",104,67,5,32
"60QR001100",98,44,5,49
"60QR001101",68,42,1,25
"60QR001102",95,59,3,33
"60QR001103",122,73,2,47
"60QR001104",110,72,2,36
"60QR001105",88,55,3,30
"60QR001106",149,104,1,44
"60QR001107",134,84,4,46
"60QR001108",110,76,2,32
"60QR001109",109,87,5,17
"60QR001110",89,56,3,30
"60QR001111",98,75,3,20
"60QR001112",130,92,2,36
"60QR001113",83,55,2,26
"60QR001114",127,94,1,32
"60QR001115",100,65,2,33
"60QR001116",94,67,4,23
"60QR001117",117,85,2,30
"60QR001118",92,50,3,39
"60QR001119",75,52,1,22
"60QR001120",104,87,1,16
"60QR001121",87,61,1,25
"60QR001122",83,63,0,20
"60QR001123",127,92,6,29
"60QR001124",134,102,4,28
"60QR001125",94,72,4,18
"60QR001126",81,49,2,30
"60QR001127",86,61,1,24
"60QR001128",110,80,0,30
"60QR001129",121,78,6,37
"60QR001130",121,52,11,58
"60QR001131",92,47,5,40
"60QR001132",81,32,5,44
"60QR001133",61,27,0,34
"60QR001134",59,25,6,28
"60QR001135",72,41,2,29
"60QR001136",66,33,4,29
"60QR001137",99,44,9,46
"60QR001138",86,49,5,32
"60QR001139",120,64,8,48
"60QR001140",83,40,4,39
"60QR001141",102,56,6,40
"60QR001142",124,67,9,48
"60QR001143",122,71,14,37
"60QR001144",95,45,2,48
"60QR001145",109,84,0,25
"60QR001146",118,71,4,43
"60QR001147",91,65,3,23
"60QR001148",113,76,3,34
"60QR001149",80,50,3,27
"60QR001150",75,46,2,27
"60QR001151",112,74,4,34
"60QR001152",57,30,3,24
"60QR001153",107,65,4,38
"60QR001154",75,57,1,17
"60QR001155",69,45,4,20
"60QR001156",72,43,4,25
"60QR001157",125,71,12,42
"60QR001158",117,74,3,40
"60QR001159",118,70,7,41
"60QR001160",92,53,5,34
"60QR001161",63,29,9,25
"60QR001162",101,56,5,40
"60QR001163",81,43,6,32
"60QR001164",82,39,1,42
"60QR001165",70,41,3,26
"60QR001166",67,36,6,25
"60QR001167",92,54,5,33
"60QR001168",84,47,5,32
"60QR001169",97,52,2,43
"60QR001170",73,44,1,28
"60QR001171",62,33,7,22
"60QR001172",79,49,2,28
"60QR001173",150,83,6,61
"60QR001174",112,77,9,26
"60QR001175",100,63,11,26
"60QR001176",71,43,3,25
"60QR001177",35,14,0,21
"60QR001178",106,78,2,26
"60QR001179",118,87,4,27
"60QR001180",93,62,2,29
"60QR001181",217,138,3,76
"60QR001182",72,37,4,31
"60QR001183",142,91,5,46
"60QR001184",120,81,2,37
"60QR001185",90,58,0,32
"60QR001186",40,14,2,24
"60QR001187",130,66,19,45
"60QR001188",84,61,6,17
"60QR001189",71,48,3,20
"60QR001190",48,23,1,24
"60QR001191",104,56,5,43
"60QR001192",113,44,13,56
"60QR001193",139,61,11,67
"60QR001194",87,41,9,37
"60QR001195",63,23,11,29
"60QR001196",64,26,9,29
"60QR001197",62,26,14,22
"60QR001198",76,38,2,36
"60QR001199",58,25,7,26
"60QR001200",101,62,0,39
"60QR001201",61,25,4,32
"60QR001202",79,59,0,20
"60QR001203",107,71,5,31
"60QR001204",92,41,5,46
"60QR001205",70,32,7,31
"60QR001206",66,32,5,29
"60QR001207",126,78,0,48
"60QR001208",92,62,0,30
"60QR001209",50,28,1,21
"60QR001210",96,49,4,43
"60QR001211",120,59,4,57
"60QR001212",126,74,10,42
"60QR001213",85,40,15,30
"60QR001214",89,51,3,35
"60QR001215",63,34,1,28
"60QR001216",63,26,1,36
"60QR001217",79,48,5,26
"60QR001218",115,67,3,45
"60QR001219",77,38,3,36
"60QR001220",72,37,5,30
"60QR001221",93,48,4,41
"60QR001222",71,33,4,34
"60QR001223",113,56,8,49
"60QR001224",96,60,2,34
"60QR001225",87,44,4,39
"60QR001226",129,60,6,63
"60QR001227",111,65,7,39
"60QR001228",73,34,2,37
"60QR001229",85,34,6,45
"60QR001230",109,51,8,50
"60QR001231",73,36,2,35
"60QR001232",104,49,6,49
"60QR001233",111,47,13,51
"60QR001234",105,46,7,52
"60QR001235",79,47,2,30
"60QR001236",82,25,3,54
"60QR001237",66,22,5,39
"60QR001238",70,34,4,32
"60QR001239",89,43,8,38
"60QR001240",121,58,11,52
"60QR001241",56,25,5,26
"60QR001242",94,53,4,37
"60QR001243",83,39,8,36
"60QR001244",68,37,4,27
"60QR001245",55,26,4,25
"60QR001246",84,50,5,29
"60QR001247",134,66,6,62
"60QR001248",117,60,7,50
"60QR001249",57,22,3,32
"60QR001250",104,36,11,57
"60QR001251",91,26,12,53
"60QR001252",96,45,0,51
"60QR001253",61,21,1,39
"60QR001254",108,75,2,31
"60QR001255",65,38,1,26
"60QR001256",80,30,2,48
"60QR001257",109,66,4,39
"60QR001258",92,37,2,53
"60QR001259",83,38,5,40
"60QR001260",113,58,7,48
"60QR001261",69,22,4,43
"60QR001262",69,19,13,37
"60QR001263",34,9,3,22
"60QR001264",39,20,1,18
"60QR001265",106,58,8,40
"60QR001266",133,63,3,67
"60QR001267",76,39,3,34
"60QR001268",96,34,5,57
"60QR001269",89,32,7,50
"60QR001270",56,19,4,33
"60QR001271",126,76,7,43
"60QR001272",83,38,3,42
"60QR001273",106,45,9,52
"60QR001274",87,36,11,40
"60QR001275",90,37,7,46
"60QR001276",101,48,5,48
"60QR001277",72,32,6,34
"60QR001278",57,30,5,22
"60QR001279",101,34,7,60
"60QR001280",113,41,8,64
"60QR001281",122,60,9,53
"60QR001282",74,15,8,51
"60QR001283",140,73,8,59
"60QR001284",146,61,15,70
"60QR001285",118,54,9,55
"60QR001286",95,47,4,44
"60QR001287",73,40,3,30
"60QR001288",57,18,1,38
"60QR001289",64,37,5,22
"60QR001290",112,70,3,39
"60QR001291",83,47,3,33
"60QR001292",85,44,5,36
"60QR001293",82,34,2,46
"60QR001294",84,54,2,28
"60QR001295",70,29,7,34
"60QR001296",43,19,5,19
"60QR001297",66,32,7,27
"60QR001298",81,40,7,34
"60QR001299",70,32,4,34
"60QR001300",60,23,13,24
"60QR001301",73,48,2,23
"60QR001302",131,66,6,59
"60QR001303",55,28,0,27
"60QR001304",78,51,8,19
"60QR001305",82,51,5,26
"60QR001306",86,52,1,33
"60QR001307",81,38,7,36
"60QR001308",94,57,2,35
"60QR001309",54,33,4,17
"60QR001310",67,30,6,31
"60QR001311",73,43,3,27
"60QR001312",75,36,4,35
"60QR001313",78,49,7,22
"60QR001314",109,82,2,25
"60QR001315",125,88,3,34
"60QR001316",67,36,2,29
"60QR001317",90,57,3,30
"60QR001318",132,77,5,50
"60QR001319",70,33,4,33
"60QR001320",79,48,4,27
"60QR001321",106,51,15,40
"60QR001322",60,21,6,33
"60QR001323",88,47,4,37
"60QR001324",91,56,1,34
"60QR001325",98,60,2,36
"60QR001326",107,55,2,50
"60QR001327",98,44,13,41
"60QR001328",61,20,7,34
"60QR001329",82,30,14,38
"60QR001330",112,69,10,33
"60QR001331",71,31,11,29
"60QR001332",61,36,5,20
"60QR001333",71,40,4,27
"60QR001334",86,29,11,46
"60QR001335",93,32,16,45
"60QR001336",75,41,6,28
"60QR001337",113,68,9,36
"60QR001338",63,40,6,17
"60QR001339",140,84,5,51
"60QR001340",81,35,4,42
"60QR001341",123,51,1,71
"60QR001342",125,70,12,43
"60QR001343",70,31,4,35
"60QR001344",60,22,7,31
"60QR001345",114,63,7,44
"60QR001346",63,35,2,26
"60QR001347",82,47,4,31
"60QR001348",94,42,6,46
"60QR001349",80,54,2,24
"60QR001350",77,33,6,38
"60QR001351",71,36,4,31
"60QR001352",101,53,11,37
"60QR001353",70,26,8,36
"60QR001354",59,20,4,35
"60QR001355",83,34,11,38
"60QR001356",81,49,4,28
"60QR001357",85,36,3,46
"60QR001358",80,48,5,27
"60QR001359",72,25,2,45
"60QR001360",85,42,7,36
"60QR001361",97,55,3,39
"60QR001362",44,19,2,23
"60QR001363",69,39,3,27
"60QR001364",71,31,4,36
"60QR001365",74,38,1,35
"60QR001366",84,43,2,39
"60QR001367",91,37,11,43
"60QR001368",134,81,8,45
"60QR001369",67,21,5,41
"60QR001370",91,52,5,34
"60QR001371",83,35,4,44
"60QR001372",64,32,4,28
"60QR001373",101,37,12,52
"60QR001374",59,30,7,22
"60QR001375",124,52,12,60
"60QR001376",83,38,7,38
"60QR001377",81,38,4,39
"60QR001378",132,62,15,55
"60QR001379",120,64,9,47
"60QR001380",101,44,5,52
"60QR001381",110,44,10,56
"60QR001382",107,45,7,55
"60QR001383",38,14,2,22
"60QR001384",46,23,2,21
"60QR001385",123,46,14,63
"60QR001386",121,46,10,65
"60QR001387",130,49,13,68
"60QR001388",99,38,11,50
"60QR001389",72,34,3,35
"60QR001390",83,34,10,39
"60QR001391",109,65,5,39
"60QR001392",68,20,7,41
"60QR001393",69,30,4,35
"60QR001394",73,26,7,40
"60QR001395",133,67,5,61
"60QR001396",49,15,3,31
"60QR001397",118,75,4,39
"60QR001398",103,45,7,51
"60QR001399",76,54,3,19
"60QR001400",113,64,4,45
"60QR001401",67,32,4,31
"60QR001402",71,27,5,39
"60QR001403",92,54,12,26
"60QR001404",66,37,2,27
"60QR001405",61,27,13,21
"60QR001406",112,63,9,40
"60QR001407",84,34,9,41
"60QR001408",61,20,4,37
"60QR001409",70,34,3,33
"60QR001410",117,55,2,60
"60QR001411",104,68,2,34
"60QR001412",94,60,5,29
"60QR001413",105,62,5,38
"60QR001414",74,35,5,34
"60QR001415",90,58,3,29
"60QR001416",82,54,5,23
"60QR001417",92,39,1,52
"60QR001418",62,32,3,27
"60QR001419",78,51,3,24
"60QR001420",59,33,5,21
"60QR001421",63,22,10,31
"60QR001422",53,37,7,9
"60QR001423",105,61,8,36
"60QR001424",73,48,6,19
"60QR001425",96,37,11,48
"60QR001426",50,18,9,23
"60QR001427",59,31,5,23
"60QR001428",86,50,9,27
"60QR001429",50,23,0,27
"60QR001430",67,25,3,39
"60QR001431",62,32,5,25
"60QR001432",58,31,3,24
"60QR001433",64,26,8,30
"60QR001434",126,51,14,61
"60QR001435",54,18,3,33
"60QR001436",42,12,1,29
"60QR001437",75,14,1,60
"60QR001438",88,39,8,41
"60QR001439",85,42,5,38
"60QR001440",115,53,3,59
"60QR001441",69,27,7,35
"60QR001442",69,37,6,26
"60QR001443",136,76,6,54
"60QR001444",112,66,1,45
"60QR001445",85,42,5,38
"60QR001446",107,60,3,44
"60QR001447",55,24,8,23
"60QR001448",115,71,10,34
"60QR001449",72,39,4,29
"60QR001450",142,65,8,69
"60QR001451",101,53,4,44
"60QR001452",61,29,4,28
"60QR001453",71,33,2,36
"60QR001454",70,39,2,29
"60QR001455",73,46,2,25
"60QR001456",39,15,4,20
"60QR001457",94,56,10,28
"60QR001458",41,15,4,22
"60QR001459",77,28,9,40
"60QR001460",73,34,5,34
"60QR001461",64,31,4,29
"60QR001462",65,39,3,23
"60QR001463",64,35,0,29
"60QR001464",76,33,9,34
"60QR001465",82,46,1,35
"60QR001466",72,34,3,35
"60QR001467",52,26,4,22
"60QR001468",60,29,5,26
"60QR001469",69,36,2,31
"60QR001470",84,33,6,45
"60QR001471",84,33,2,49
"60QR001472",67,45,4,18
"60QR001473",60,38,4,18
"60QR001474",60,30,6,24
"60QR001475",49,32,4,13
"60QR001476",69,45,2,22
"60QR001477",106,77,9,20
"60QR001478",92,58,1,33
"60QR001479",120,67,4,49
"60QR001480",92,49,11,32
"60QR001481",97,42,5,50
"60QR001482",25,5,1,19
"60QR001483",75,35,5,35
"60QR001484",50,27,6,17
"60QR001485",98,50,11,37
"60QR001486",61,35,1,25
"60QR001487",73,44,2,27
"60QR001488",99,43,7,49
"60QR001489",89,51,7,31
"60QR001490",138,80,3,55
"60QR001491",77,34,5,38
"60QR001492",83,45,3,35
"60QR001493",70,37,1,32
"60QR001494",79,35,1,43
"60QR001495",90,54,5,31
"60QR001496",92,45,6,41
"60QR001497",110,56,3,51
"60QR001498",65,32,5,28
"60QR001499",130,92,2,36
"60QR001500",129,91,3,35
"60QR001501",142,102,6,34
"60QR001502",74,43,4,27
"60QR001503",81,55,4,22
"60QR001504",80,56,3,21
"60QR001505",121,62,13,46
"60QR001506",88,55,5,28
"60QR001507",126,74,5,47
"60QR001508",134,80,8,46
"60QR001509",114,54,13,47
"60QR001510",94,45,9,40
"60QR001511",51,23,5,23
"60QR001512",129,67,13,49
"60QR001513",95,57,4,34
"60QR001514",103,50,5,48
"60QR001515",90,48,3,39
"60QR001516",119,67,1,51
"60QR001517",29,16,3,10
"60QR001518",100,62,1,37
"60QR001519",74,45,3,26
"60QR001520",94,50,7,37
"60QR001521",81,49,3,29
"60QR001522",73,42,4,27
"60QR001523",108,69,2,37
"60QR001524",85,39,4,42
"60QR001525",91,53,3,35
"60QR001526",68,42,0,26
"60QR001527",98,62,6,30
"60QR001528",96,56,5,35
"60QR001529",76,42,1,33
"60QR001530",114,67,4,43
"60QR001531",94,55,2,37
"60QR001532",82,52,3,27
"60QR001533",122,79,2,41
"60QR001534",110,79,3,28
"60QR001535",102,62,5,35
"60QR001536",79,43,3,33
"60QR001537",117,81,6,30
"60QR001538",125,87,4,34
"60QR001539",99,47,8,44
"60QR001540",76,37,11,28
"60QR001541",66,33,10,23
"60QR001542",90,66,7,17
"60QR001543",93,57,7,29
"60QR001544",103,55,11,37
"60QR001545",75,48,0,27
"60QR001546",137,94,8,35
"60QR001547",79,51,6,22
"60QR001548",98,63,2,33
"60QR001549",66,43,2,21
"60QR001550",70,54,3,13
"60QR001551",104,47,12,45
"60QR001552",93,65,8,20
"60QR001553",79,40,8,31
"60QR001554",82,43,4,35
"60QR001555",134,71,10,53
"60QR001556",66,26,14,26
"60QR001557",65,24,18,23
"60QR001558",77,36,6,35
"60QR001559",52,30,7,15
"60QR001560",83,61,4,18
"60QR001561",81,45,9,27
"60QR001562",107,70,5,32
"60QR001563",81,54,8,19
"60QR001564",72,47,1,24
"60QR001565",59,32,3,24
"60QR001566",85,71,3,11
"60QR001567",72,50,1,21
"60QR001568",76,53,5,18
"60QR001569",87,65,3,19
"60QR001570",98,41,17,40
"60QR001571",96,67,6,23
"60QR001572",95,60,3,32
"60QR001573",119,65,10,44
"60QR001574",98,60,3,35
"60QR001575",58,29,2,27
"60QR001576",93,49,5,39
"60QR001577",62,36,1,25
"60QR001578",106,63,3,40
"60QR001579",71,41,2,28
"60QR001580",73,44,1,28
"60QR001581",128,83,4,41
"60QR001582",112,57,5,50
"60QR001583",70,41,3,26
"60QR001584",96,58,3,35
"60QR001585",92,59,2,31
"60QR001586",86,48,2,36
"60QR001587",109,55,9,45
"60QR001588",81,40,4,37
"60QR001589",104,71,3,30
"60QR001590",97,63,1,33
"60QR001591",90,49,1,40
"60QR001592",98,61,3,34
"60QR001593",70,42,3,25
"60QR001594",89,49,7,33
"60QR001595",67,40,3,24
"60QR001596",133,100,2,31
"60QR001597",68,50,1,17
"60QR001598",85,61,1,23
"60QR001599",97,69,0,28
"60QR001600",74,43,0,31
"60QR001601",109,67,4,38
"60QR001602",96,62,1,33
"60QR001603",105,81,1,23
"60QR001604",87,70,2,15
"60QR001605",101,71,0,30
"60QR001606",76,49,2,25
"60QR001607",132,97,4,31
"60QR001608",139,86,0,53
"60QR001609",96,72,3,21
"60QR001610",137,84,8,45
"60QR001611",142,87,6,49
"60QR001612",62,38,0,24
"60QR001613",120,84,5,31
"60QR001614",87,60,3,24
"60QR001615",182,123,1,58
"60QR001616",106,73,1,32
"60QR001617",83,53,4,26
"60QR001618",64,41,1,22
"60QR001619",116,77,3,36
"60QR001620",110,59,4,47
"60QR001621",132,102,6,24
"60QR001622",92,61,1,30
"60QR001623",107,64,6,37
"60QR001624",32,1,0,31
"60QR001625",95,57,3,35
"60QR001626",64,46,1,17
"60QR001627",100,62,2,36
"60QR001628",73,42,4,27
"60QR001629",82,47,4,31
"60QR001630",84,65,6,13
"60QR001631",93,66,2,25
"60QR001632",112,83,7,22
"60QR001633",79,35,11,33
"60QR001634",82,60,3,19
"60QR001635",82,53,3,26
"60QR001636",82,51,4,27
"60QR001637",94,56,6,32
"60QR001638",45,31,2,12
"60QR001639",105,70,4,31
"60QR001640",92,65,2,25
"60QR001641",82,47,7,28
"60QR001642",121,88,5,28
"60QR001643",89,48,6,35
"60QR001644",81,48,5,28
"60QR001645",109,70,1,38
"60QR001646",70,40,2,28
"60QR001647",108,70,5,33
"60QR001648",131,70,3,58
"60QR001649",73,34,4,35
"60QR001650",99,76,3,20
"60QR001651",80,46,3,31
"60QR001652",76,39,5,32
"60QR001653",66,30,14,22
"60QR001654",99,45,9,45
"60QR001655",67,39,6,22
"60QR001656",99,62,6,31
"60QR001657",112,52,13,47
"60QR001658",115,65,11,39
"60QR001659",97,34,13,50
"60QR001660",107,48,5,54
"60QR001661",92,45,15,32
"60QR001662",104,52,8,44
"60QR001663",115,44,14,57
"60QR001664",83,38,7,38
"60QR001665",72,35,2,35
"60QR001666",75,33,7,35
"60QR001667",91,56,6,29
"60QR001668",75,34,5,36
"60QR001669",61,23,1,37
"60QR001670",70,24,15,31
"60QR001671",90,45,6,39
"60QR001672",72,35,0,37
"60QR001673",74,44,1,29
"60QR001674",81,36,3,42
"60QR001675",56,20,5,31
"60QR001676",73,38,5,30
"60QR001677",62,36,3,23
"60QR001678",72,49,1,22
"60QR001679",69,37,7,25
"60QR001680",68,33,5,30
"60QR001681",96,54,4,38
"60QR001682",96,49,5,42
"60QR001683",91,50,5,36
"60QR001684",105,61,9,35
"60QR001685",102,56,5,41
"60QR001686",94,41,9,44
"60QR001687",86,38,2,46
"60QR001688",123,60,4,59
"60QR001689",90,45,5,40
"60QR001690",136,81,2,53
"60QR001691",55,33,1,21
"60QR001692",45,15,6,24
"60QR001693",80,51,5,24
"60QR001694",86,51,7,28
"60QR001695",64,42,0,22
"60QR001696",104,54,5,45
"60QR001697",135,77,9,49
"60QR001698",87,55,0,32
"60QR001699",74,45,3,26
"60QR001700",104,67,4,33
"60QR001701",67,35,8,24
"60QR001702",80,47,2,31
"60QR001703",77,46,0,31
"60QR001704",80,48,3,29
"60QR001705",49,31,0,18
"60QR001706",84,49,2,33
"60QR001707",115,74,2,39
"60QR001708",133,92,0,41
"60QR001709",89,51,9,29
"60QR001710",102,57,6,39
"60QR001711",94,46,11,37
"60QR001712",117,79,8,30
"60QR001713",141,95,6,40
"60QR001714",105,71,4,30
"60QR001715",140,81,4,55
"60QR001716",111,58,7,46
"60QR001717",71,37,9,25
"60QR001718",110,61,9,40
"60QR001719",90,42,17,31
"60QR001720",83,55,2,26
"60QR001721",89,61,5,23
"60QR001722",135,70,14,51
"60QR001723",116,63,20,33
"60QR001724",126,68,7,51
"60QR001725",118,71,7,40
"60QR001726",94,62,1,31
"60QR001727",90,52,4,34
"60QR001728",113,68,9,36
"60QR001729",60,26,3,31
"60QR001730",101,62,9,30
"60QR001731",100,65,5,30
"60QR001732",29,2,1,26
"60QR001733",74,30,8,36
"60QR001734",91,35,14,42
"60QR001735",75,51,0,24
"60QR001736",65,35,5,25
"60QR001737",60,32,2,26
"60QR001738",96,61,1,34
"60QR001739",86,40,10,36
"60QR001740",114,81,2,31
"60QR001741",102,44,7,51
"60QR001742",82,55,4,23
"60QR001743",113,75,6,32
"60QR001744",80,44,9,27
"60QR001745",69,52,1,16
"60QR001746",107,70,6,31
"60QR001747",79,46,4,29
"60QR001748",99,64,4,31
"60QR001749",107,71,0,36
"60QR001750",79,33,1,45
"60QR001751",85,46,6,33
"60QR001752",75,31,7,37
"60QR001753",111,64,12,35
"60QR001754",61,23,3,35
"60QR001755",72,43,3,26
"60QR001756",53,30,4,19
"60QR001757",110,45,9,56
"60QR001758",94,54,13,27
"60QR001759",98,49,10,39
"60QR001760",74,46,4,24
"60QR001761",59,29,4,26
"60QR001762",90,55,2,33
"60QR001763",98,62,1,35
"60QR001764",75,50,6,19
"60QR001765",74,40,2,32
"60QR001766",86,52,4,30
"60QR001767",108,64,2,42
"60QR001768",83,47,4,32
"60QR001769",59,30,2,27
"60QR001770",59,34,2,23
"60QR001771",65,39,1,25
"60QR001772",70,39,2,29
"60QR001773",55,36,2,17
"60QR001774",86,54,1,31
"60QR001775",124,88,4,32
"60QR001776",88,48,5,35
"60QR001777",76,43,9,24
"60QR001778",118,81,5,32
"60QR001779",92,49,5,38
"60QR001780",67,22,0,45
"60QR001781",64,35,1,28
"60QR001782",68,41,1,26
"60QR001783",33,11,0,22
"60QR001784",54,28,0,26
"60QR001785",69,33,2,34
"60QR001786",71,39,1,31
"60QR001787",66,40,2,24
"60QR001788",71,40,0,31
"60QR001789",97,57,3,37
"60QR001790",129,78,7,44
"60QR001791",98,42,8,48
"60QR001792",83,52,5,26
"60QR001793",97,56,4,37
"60QR001794",70,26,4,40
"60QR001795",67,33,4,30
"60QR001796",74,30,8,36
"60QR001797",100,43,8,49
"60QR001798",101,44,7,50
"60QR001799",59,18,3,38
"60QR001800",122,42,9,71
"60QR001801",56,40,2,14
"60QR001802",54,32,0,22
"60QR001803",82,45,4,33
"60QR001804",44,25,3,16
"60QR001805",76,41,2,33
"60QR001806",54,26,4,24
"60QR001807",77,52,1,24
"60QR001808",101,59,7,35
"60QR001809",51,35,3,13
"60QR001810",121,64,12,45
"60QR001811",158,94,13,51
"60QR001812",136,81,4,51
"60QR001813",51,21,2,28
"60QR001814",109,53,14,42
"60QR001815",85,35,6,44
"60QR001816",96,66,8,22
"60QR001817",106,72,2,32
"60QR001818",79,58,2,19
"60QR001819",105,64,5,36
"60QR001820",57,32,1,24
"60QR001821",109,58,5,46
"60QR001822",80,52,4,24
"60QR001823",122,79,2,41
"60QR001824",64,39,6,19
"60QR001825",87,49,3,35
"60QR001826",73,35,2,36
"60QR001827",82,55,5,22
"60QR001828",79,45,4,30
"60QR001829",83,44,9,30
"60QR001830",57,32,3,22
"60QR001831",45,29,2,14
"60QR001832",42,25,2,15
"60QR001833",90,53,3,34
"60QR001834",66,21,6,39
"60QR001835",75,37,1,37
"60QR001836",44,18,2,24
"60QR001837",63,29,1,33
"60QR001838",80,52,3,25
"60QR001839",60,37,2,21
"60QR001840",54,31,1,22
"60QR001841",62,38,3,21
"60QR001842",59,35,0,24
"60QR001843",62,32,2,28
"60QR001844",44,26,3,15
"60QR001845",64,44,1,19
"60QR001846",68,43,2,23
"60QR001847",58,35,0,23
"60QR001848",73,43,1,29
"60QR001849",72,39,1,32
"60QR001850",63,36,1,26
"60QR001851",77,35,1,41
"60QR001852",133,81,3,49
"60QR001853",121,80,4,37
"60QR001854",45,26,2,17
"60QR001855",93,54,3,36
"60QR001856",59,34,3,22
"60QR001857",72,45,2,25
"60QR001858",97,62,6,29
"60QR001859",97,46,5,46
"60QR001860",76,37,2,37
"60QR001861",61,29,5,27
"60QR001862",78,53,3,22
"60QR001863",94,58,6,30
"60QR001864",90,55,4,31
"60QR001865",73,37,4,32
"60QR001866",80,47,7,26
"60QR001867",120,75,4,41
"60QR001868",96,65,0,31
"60QR001869",45,31,4,10
"60QR001870",110,58,4,48
"60QR001871",80,42,1,37
"60QR001872",61,33,1,27
"60QR001873",65,36,2,27
"60QR001874",83,54,2,27
"60QR001875",42,24,0,18
"60QR001876",56,30,4,22
"60QR001877",91,45,5,41
"60QR001878",62,38,0,24
"60QR001879",51,20,2,29
"60QR001880",87,46,4,37
"60QR001881",107,72,1,34
"60QR001882",50,30,0,20
"60QR001883",42,24,1,17
"60QR001884",109,62,1,46
"60QR001885",72,46,3,23
"60QR001886",73,55,2,16
"60QR001887",116,81,2,33
"60QR001888",91,48,1,42
"60QR001889",94,52,2,40
"60QR001890",64,47,3,14
"60QR001891",46,29,0,17
"60QR001892",131,80,6,45
"60QR001893",106,73,1,32
"60QR001894",91,49,7,35
"60QR001895",97,67,4,26
"60QR001896",54,36,1,17
"60QR001897",34,27,0,7
"60QR001898",111,83,2,26
"60QR001899",97,59,3,35
"60QR001900",96,62,7,27
"60QR001901",134,82,6,46
"60QR001902",120,62,6,52
"60QR001903",96,66,4,26
"60QR001904",92,46,2,44
"60QR001905",49,24,2,23
"60QR001906",74,32,1,41
"60QR001907",86,40,2,44
"60QR001908",95,61,6,28
"60QR001909",68,41,1,26
"60QR001910",76,46,2,28
"60QR001911",102,65,0,37
"60QR001912",78,49,1,28
"60QR001913",57,32,0,25
"60QR001914",93,38,2,53
"60QR001915",66,35,1,30
"60QR001916",88,57,0,31
"60QR001917",57,28,0,29
"60QR001918",71,47,2,22
"60QR001919",73,43,6,24
"60QR001920",61,32,3,26
"60QR001921",79,49,2,28
"60QR001922",137,92,3,42
"60QR001923",79,50,1,28
"60QR001924",134,90,7,37
"60QR001925",73,53,2,18
"60QR001926",116,80,6,30
"60QR001927",99,68,0,31
"60QR001928",107,60,13,34
"60QR001929",104,63,8,33
"60QR001930",94,66,0,28
"60QR001931",75,42,1,32
"60QR001932",81,49,3,29
"60QR001933",86,58,5,23
"60QR001934",113,62,5,46
"60QR001935",99,75,2,22
"60QR001936",68,46,2,20
"60QR001937",136,86,5,45
"60QR001938",75,43,2,30
"60QR001939",84,48,2,34
"60QR001940",98,65,2,31
"60QR001941",101,58,4,39
"60QR001942",145,87,6,52
"60QR001943",126,92,2,32
"60QR001944",116,73,3,40
"60QR001945",94,64,3,27
"60QR001946",120,90,1,29
"60QR001947",114,71,4,39
"60QR001948",76,41,3,32
"60QR001949",121,62,2,57
"60QR001950",49,24,3,22
"60QR001951",69,32,5,32
"60QR001952",57,31,2,24
"60QR001953",79,55,2,22
"60QR001954",134,69,9,56
"60QR001955",46,20,5,21
"60QR001956",57,42,0,15
"60QR001957",72,48,0,24
"60QR001958",62,44,2,16
"60QR001959",40,21,3,16
"60QR001960",92,63,3,26
"60QR001961",43,26,2,15
"60QR001962",50,38,0,12
"60QR001963",94,54,3,37
"60QR001964",99,67,1,31
"60QR001965",48,21,1,26
"60QR001966",95,63,4,28
"60QR001967",51,20,2,29
"60QR001968",106,88,2,16
"60QR001969",53,31,1,21
"60QR001970",91,58,1,32
"60QR001971",93,65,2,26
"60QR001972",82,52,5,25
"60QR001973",117,55,14,48
"60QR001974",76,27,13,36
"60QR001975",110,58,3,49
"60QR001976",114,78,3,33
"60QR001977",50,29,0,21
"60QR001978",97,62,2,33
"60QR001979",103,55,0,48
"60QR001980",73,49,2,22
"60QR001981",86,51,2,33
"60QR001982",96,56,2,38
"60QR001983",86,63,0,23
"60QR001984",71,32,2,37
"60QR001985",89,56,2,31
"60QR001986",108,69,3,36
"60QR001987",92,62,2,28
"60QR001988",77,54,1,22
"60QR001989",129,88,2,39
"60QR001990",79,54,3,22
"60QR001991",98,54,3,41
