"output_area","total","employed","unemployed","other"
"60QR000147",88,55,3,30
"60QR000148",67,48,4,15
"60QR000149",53,36,0,17
"60QR000150",132,74,0,58
"60QR000151",114,60,1,53
"60QR000152",108,62,2,44
"60QR000153",101,61,2,38
"60QR000154",87,60,0,27
"60QR000155",122,76,3,43
"60QR000156",108,79,4,25
"60QR000157",111,76,1,34
"60QR000158",95,63,1,31
"60QR000159",31,21,1,9
"60QR000160",105,75,2,28
"60QR000161",65,41,0,24
"60QR000162",93,73,1,19
"60QR000163",73,49,5,19
"60QR000164",158,109,7,42
"60QR000165",151,116,8,27
"60QR000166",55,42,3,10
"60QR000167",61,46,3,12
"60QR000168",100,67,9,24
"60QR000169",48,35,4,9
"60QR000170",85,59,7,19
"60QR000171",99,59,10,30
"60QR000172",151,111,7,33
"60QR000173",119,99,5,15
"60QR000174",137,94,4,39
"60QR000175",110,94,4,12
"60QR000176",132,84,6,42
"60QR000177",123,74,8,41
"60QR000178",151,113,5,33
"60QR000179",115,71,7,37
"60QR000180",79,44,3,32
"60QR000181",129,78,5,46
"60QR000182",78,41,2,35
"60QR000183",75,47,5,23
"60QR000184",68,49,1,18
"60QR000185",29,11,3,15
"60QR000186",89,57,4,28
"60QR000187",69,42,4,23
"60QR000188",100,48,3,49
"60QR000189",100,55,6,39
"60QR000190",68,44,1,23
"60QR000191",58,26,5,27
"60QR000192",76,44,4,28
"60QR000193",108,79,2,27
"60QR000194",108,62,3,43
"60QR000195",115,73,3,39
"60QR000196",88,53,5,30
"60QR000197",79,54,2,23
"60QR000198",40,22,2,16
"60QR000199",88,63,2,23
"60QR000200",110,81,3,26
"60QR000201",85,58,3,24
"60QR000202",95,68,2,25
"60QR000203",97,71,2,24
"60QR000204",78,43,5,30
"60QR000205",91,58,4,29
"60QR000206",71,48,2,21
"60QR000207",64,34,0,30
"60QR000208",79,39,4,36
"60QR000209",80,57,0,23
"60QR000210",54,30,2,22
"60QR000211",101,62,4,35
"60QR000212",84,48,3,33
"60QR000213",92,60,4,28
"60QR000214",77,44,3,30
"60QR000215",71,42,2,27
"60QR000216",67,44,3,20
"60QR000217",104,55,1,48
"60QR000218",125,79,8,38
"60QR000219",124,78,4,42
"60QR000220",113,68,6,39
"60QR000221",113,66,3,44
"60QR000222",98,71,6,21
"60QR000223",83,55,2,26
"60QR000224",74,47,5,22
"60QR000225",60,36,2,22
"60QR000226",75,51,3,21
"60QR000227",67,50,1,16
"60QR000228",106,64,4,38
"60QR000229",50,35,5,10
"60QR000230",55,33,2,20
"60QR000231",126,69,8,49
"60QR000232",105,57,7,41
"60QR000233",63,29,1,33
"60QR000234",102,69,4,29
"60QR000235",112,63,6,43
"60QR000236",85,50,8,27
"60QR000237",79,61,3,15
"60QR000238",116,78,4,34
"60QR000239",106,71,7,28
"60QR000240",67,45,2,20
"60QR000241",90,43,5,42
"60QR000242",87,52,5,30
"60QR000243",94,62,6,26
"60QR000244",105,69,12,24
"60QR000245",61,50,0,11
"60QR000246",131,78,8,45
"60QR000247",106,60,7,39
"60QR000248",117,73,6,38
"60QR000249",116,70,10,36
"60QR000250",77,44,1,32
"60QR000251",47,30,5,12
"60QR000252",87,53,4,30
"60QR000253",78,52,4,22
"60QR000254",88,50,2,36
"60QR000255",33,11,0,22
"60QR000256",115,84,6,25
"60QR000257",65,38,3,24
"60QR000258",74,66,1,7
"60QR000259",88,45,2,41
"60QR000260",104,68,2,34
"60QR000261",80,66,2,12
"60QR000262",77,47,3,27
"60QR000263",62,28,0,34
"60QR000264",66,30,3,33
"60QR000265",163,108,0,55
"60QR000266",133,97,8,28
"60QR000267",63,37,3,23
"60QR000268",80,53,2,25
"60QR000269",84,45,4,35
"60QR000270",69,49,4,16
"60QR000271",100,59,4,37
"60QR000272",98,54,3,41
"60QR000273",53,19,7,27
"60QR000274",74,37,8,29
"60QR000275",148,69,11,68
"60QR000276",96,58,2,36
"60QR000277",40,21,11,8
"60QR000278",74,39,1,34
"60QR000279",65,26,7,32
"60QR000280",104,54,12,38
"60QR000281",72,34,9,29
"60QR000282",100,65,7,28
"60QR000283",82,57,5,20
"60QR000284",119,88,3,28
"60QR000285",116,70,10,36
"60QR000286",101,64,8,29
"60QR000287",94,67,1,26
"60QR000288",73,43,2,28
"60QR000289",83,51,4,28
"60QR000290",99,58,2,39
"60QR000291",84,51,0,33
"60QR000292",81,41,1,39
"60QR000293",73,41,2,30
"60QR000294",78,54,0,24
"60QR000295",120,63,0,57
"60QR000296",93,71,0,22
"60QR000297",89,45,4,40
"60QR000298",39,25,4,10
"60QR000299",65,33,0,32
"60QR000300",111,69,2,40
"60QR000301",114,66,3,45
"60QR000302",79,46,7,26
"60QR000303",98,67,0,31
"60QR000304",99,41,4,54
"60QR000305",94,52,6,36
"60QR000306",97,50,8,39
"60QR000307",71,28,0,43
"60QR000308",99,34,16,49
"60QR000309",99,46,8,45
"60QR000310",71,28,4,39
"60QR000311",67,26,3,38
"60QR000312",64,33,5,26
"60QR000313",97,48,6,43
"60QR000314",86,38,4,44
"60QR000315",91,62,3,26
"60QR000316",111,44,8,59
"60QR000317",58,28,5,25
"60QR000318",100,61,5,34
"60QR000319",85,53,6,26
"60QR000320",89,52,3,34
"60QR000321",86,52,4,30
"60QR000322",112,75,1,36
"60QR000323",45,25,2,18
"60QR000324",79,50,0,29
"60QR000325",74,38,2,34
"60QR000326",79,51,4,24
"60QR000327",64,43,2,19
"60QR000328",119,80,4,35
"60QR000329",124,87,4,33
"60QR000330",96,63,3,30
"60QR000331",89,69,3,17
"60QR000332",121,79,5,37
"60QR000333",80,38,4,38
"60QR000334",116,72,7,37
"60QR000335",106,91,4,11
"60QR000336",123,73,14,36
"60QR000337",108,61,1,46
"60QR000338",47,22,3,22
"60QR000339",67,37,4,26
"60QR000340",97,62,2,33
"60QR000341",67,51,5,11
"60QR000342",66,42,2,22
"60QR000343",74,45,4,25
"60QR000344",93,52,1,40
"60QR000345",119,70,2,47
"60QR000346",80,53,2,25
"60QR000347",87,48,6,33
"60QR000348",126,79,6,41
"60QR000349",57,28,2,27
"60QR000350",88,68,3,17
"60QR000351",92,73,2,17
"60QR000352",46,38,0,8
"60QR000353",51,40,0,11
"60QR000354",72,59,1,12
"60QR000355",57,43,3,11
"60QR000356",148,106,0,42
"60QR000357",91,58,1,32
"60QR000358",96,77,2,17
"60QR000359",67,39,3,25
"60QR000360",75,40,6,29
"60QR000361",31,22,1,8
"60QR000362",69,39,7,23
"60QR000363",118,78,3,37
"60QR000364",84,49,5,30
"60QR000365",72,52,2,18
"60QR000366",95,61,4,30
"60QR000367",75,42,5,28
"60QR000368",66,30,6,30
"60QR000369",72,31,4,37
"60QR000370",69,45,2,22
"60QR000371",89,58,3,28
"60QR000372",116,75,4,37
"60QR000373",26,17,1,8
"60QR000374",136,84,7,45
"60QR000375",63,49,6,8
"60QR000376",109,83,4,22
"60QR000377",80,64,5,11
"60QR000378",80,47,7,26
"60QR000379",74,49,3,22
"60QR000380",65,47,1,17
"60QR000381",65,43,2,20
"60QR000382",115,63,10,42
"60QR000383",68,37,2,29
"60QR000384",70,37,2,31
"60QR000385",91,39,9,43
"60QR000386",87,43,7,37
"60QR000387",67,37,5,25
"60QR000388",114,59,6,49
"60QR000389",69,41,4,24
"60QR000390",48,25,2,21
"60QR000391",126,94,6,26
"60QR000392",157,108,5,44
"60QR000393",129,94,3,32
"60QR000394",137,103,4,30
"60QR000395",105,61,5,39
"60QR000396",87,41,6,40
"60QR000397",98,51,12,35
"60QR000398",79,42,7,30
"60QR000399",83,39,2,42
"60QR000400",76,40,4,32
"60QR000401",92,52,6,34
"60QR000402",61,27,8,26
"60QR000403",55,30,2,23
"60QR000404",101,43,11,47
"60QR000405",40,20,4,16
"60QR000406",80,43,6,31
"60QR000407",52,21,3,28
"60QR000408",61,15,10,36
"60QR000409",85,41,8,36
"60QR000410",105,50,14,41
"60QR000411",48,9,11,28
"60QR000412",69,31,14,24
"60QR000413",62,35,5,22
"60QR000414",103,64,4,35
"60QR000415",56,28,4,24
"60QR000416",50,23,7,20
"60QR000417",59,22,3,34
"60QR000418",62,29,3,30
"60QR000419",86,27,13,46
"60QR000420",38,13,1,24
"60QR000421",85,33,15,37
"60QR000422",53,22,6,25
"60QR000423",119,57,14,48
"60QR000424",49,27,1,21
"60QR000425",94,41,7,46
"60QR000426",40,12,9,19
"60QR000427",68,30,8,30
"60QR000428",75,39,6,30
"60QR000429",89,46,9,34
"60QR000430",67,30,4,33
"60QR000431",57,33,1,23
"60QR000432",94,52,1,41
"60QR000433",58,38,1,19
"60QR000434",79,38,5,36
"60QR000435",150,107,1,42
"60QR000436",81,56,1,24
"60QR000437",118,88,3,27
"60QR000438",50,22,10,18
"60QR000439",105,65,1,39
"60QR000440",89,64,1,24
"60QR000441",86,48,0,38
"60QR000442",109,73,2,34
"60QR000443",135,97,2,36
"60QR000444",124,94,1,29
"60QR000445",127,82,0,45
"60QR000446",92,59,2,31
"60QR000447",100,82,2,16
"60QR000448",107,77,2,28
"60QR000449",116,74,6,36
"60QR000450",150,100,4,46
"60QR000451",81,64,0,17
"60QR000452",120,89,0,31
"60QR000453",85,52,2,31
"60QR000454",131,94,2,35
"60QR000455",138,98,3,37
"60QR000456",106,74,1,31
"60QR000457",136,85,4,47
"60QR000458",80,60,1,19
"60QR000459",96,71,4,21
"60QR000460",92,69,1,22
"60QR000461",50,40,0,10
"60QR000462",65,49,0,16
"60QR000463",81,44,2,35
"60QR000464",108,74,0,34
"60QR000465",138,103,3,32
"60QR000466",70,42,1,27
"60QR000467",63,42,5,16
"60QR000468",57,40,3,14
"60QR000469",80,61,1,18
"60QR000470",84,41,4,39
"60QR000471",86,59,6,21
"60QR000472",80,58,4,18
"60QR000473",91,54,6,31
"60QR000474",87,57,3,27
"60QR000475",105,71,1,33
"60QR000476",136,85,7,44
"60QR000477",120,88,2,30
"60QR000478",140,108,2,30
"60QR000479",106,70,2,34
"60QR000480",70,49,2,19
"60QR000481",156,118,1,37
"60QR000482",152,103,3,46
"60QR000483",122,93,2,27
"60QR000484",134,92,4,38
"60QR000485",88,61,4,23
"60QR000486",84,54,1,29
"60QR000487",107,56,1,50
"60QR000488",109,56,0,53
"60QR000489",112,61,4,47
"60QR000490",115,88,2,25
"60QR000491",145,97,4,44
"60QR000492",140,74,2,64
"60QR000493",93,55,0,38
"60QR000494",77,52,3,22
"60QR000495",67,50,0,17
"60QR000496",38,21,1,16
"60QR000497",83,41,2,40
"60QR000498",77,58,2,17
"60QR000499",41,28,3,10
"60QR000500",133,100,4,29
"60QR000501",104,81,4,19
"60QR000502",112,84,1,27
"60QR000503",104,48,5,51
"60QR000504",90,41,9,40
"60QR000505",57,40,9,8
"60QR000506",104,80,2,22
"60QR000507",82,35,16,31
"60QR000508",77,40,13,24
"60QR000509",73,57,2,14
"60QR000510",37,13,7,17
"60QR000511",87,75,4,8
"60QR000512",68,50,0,18
"60QR000513",65,53,1,11
"60QR000514",99,60,7,32
"60QR000515",63,45,1,17
"60QR000516",97,50,1,46
"60QR000517",53,30,1,22
"60QR000518",44,18,4,22
"60QR000519",77,48,0,29
"60QR000520",62,31,7,24
"60QR000521",59,25,1,33
"60QR000522",40,25,4,11
"60QR000523",75,46,4,25
"60QR000524",142,93,4,45
"60QR000525",131,86,5,40
"60QR000526",183,143,4,36
"60QR000527",110,85,4,21
"60QR000528",185,131,2,52
"60QR000529",91,66,5,20
"60QR000530",59,27,1,31
"60QR000531",106,70,0,36
"60QR000532",46,32,1,13
"60QR000533",130,74,7,49
"60QR000534",104,69,1,34
"60QR000535",102,50,2,50
"60QR000536",92,51,3,38
"60QR000537",62,47,4,11
"60QR000538",93,70,0,23
"60QR000539",86,55,4,27
"60QR000540",82,47,3,32
"60QR000541",78,59,4,15
"60QR000542",63,55,2,6
"60QR000543",76,57,4,15
"60QR000544",47,37,3,7
"60QR000545",109,82,5,22
"60QR000546",80,54,4,22
"60QR000547",103,69,4,30
"60QR000548",110,93,2,15
"60QR000549",62,43,4,15
"60QR000550",75,41,2,32
"60QR000551",100,48,2,50
"60QR000552",107,55,6,46
"60QR000553",116,90,2,24
"60QR000554",67,52,1,14
"60QR000555",78,48,1,29
"60QR000556",82,48,5,29
"60QR000557",44,18,3,23
"60QR000558",92,47,3,42
"60QR000559",85,49,2,34
"60QR000560",109,64,1,44
"60QR000561",121,71,8,42
"60QR000562",100,52,4,44
"60QR000563",99,62,7,30
"60QR000564",48,22,2,24
"60QR000565",54,25,5,24
"60QR000566",94,58,4,32
"60QR000567",107,73,4,30
"60QR000568",55,45,3,7
"60QR000569",63,22,11,30
"60QR000570",49,24,1,24
"60QR000571",68,28,2,38
"60QR000572",83,62,3,18
"60QR000573",107,44,8,55
"60QR000574",125,101,1,23
"60QR000575",99,70,1,28
"60QR000576",94,55,2,37
"60QR000577",137,78,4,55
"60QR000578",103,80,2,21
"60QR000579",106,77,5,24
"60QR000580",98,72,2,24
"60QR000581",84,58,4,22
"60QR000582",173,119,4,50
"60QR000583",86,53,3,30
"60QR000584",96,60,2,34
"60QR000585",149,108,4,37
"60QR000586",75,46,1,28
"60QR000587",79,42,1,36
"60QR000588",71,50,1,20
"60QR000589",118,76,1,41
"60QR000590",69,45,0,24
"60QR000591",76,43,1,32
"60QR000592",121,73,1,47
"60QR000593",96,64,4,28
"60QR000594",161,100,1,60
"60QR000595",148,96,1,51
"60QR000596",52,25,6,21
"60QR000597",76,44,5,27
"60QR000598",57,26,11,20
"60QR000599",60,25,4,31
"60QR000600",85,47,9,29
"60QR000601",83,34,14,35
"60QR000602",56,32,1,23
"60QR000603",94,59,4,31
"60QR000604",99,59,5,35
"60QR000605",98,64,1,33
"60QR000606",113,83,5,25
"60QR000607",113,72,0,41
"60QR000608",101,59,5,37
"60QR000609",78,43,2,33
"60QR000610",104,49,17,38
"60QR000611",111,63,4,44
"60QR000612",64,27,3,34
"60QR000613",101,53,1,47
"60QR000614",71,44,2,25
"60QR000615",113,82,4,27
"60QR000616",100,58,2,40
"60QR000617",110,71,2,37
"60QR000618",101,72,2,27
"60QR000619",113,45,11,57
"60QR000620",88,39,11,38
"60QR000621",109,59,3,47
"60QR000622",90,55,5,30
"60QR000623",60,19,3,38
"60QR000624",105,69,8,28
"60QR000625",65,29,2,34
"60QR000626",84,47,3,34
"60QR000627",100,59,5,36
"60QR000628",89,50,6,33
"60QR000629",63,30,2,31
"60QR000630",68,39,3,26
"60QR000631",84,53,3,28
"60QR000632",109,70,4,35
"60QR000633",86,58,1,27
"60QR000634",86,64,3,19
"60QR000635",103,38,1,64
"60QR000636",109,58,4,47
"60QR000637",70,23,4,43
"60QR000638",61,25,24,12
"60QR000639",72,50,10,12
"60QR000640",80,50,1,29
"60QR000641",61,32,2,27
"60QR000642",80,54,5,21
"60QR000643",86,56,1,29
"60QR000644",92,45,1,46
"60QR000645",61,44,0,17
"60QR000646",82,49,4,29
"60QR000647",124,60,6,58
"60QR000648",92,63,4,25
"60QR000649",86,70,2,14
"60QR000650",98,52,2,44
"60QR000651",63,40,3,20
"60QR000652",95,68,2,25
"60QR000653",88,68,2,18
"60QR000654",95,62,5,28
"60QR000655",88,68,4,16
"60QR000656",76,61,2,13
"60QR000657",139,104,3,32
"60QR000658",108,90,3,15
"60QR000659",107,74,1,32
"60QR000660",91,58,1,32
"60QR000661",62,40,1,21
"60QR000662",71,54,0,17
"60QR000663",46,24,1,21
"60QR000664",55,28,3,24
"60QR000665",91,49,13,29
"60QR000666",67,24,4,39
"60QR000667",118,68,1,49
"60QR000668",89,54,3,32
"60QR000669",84,53,3,28
"60QR000670",66,36,7,23
"60QR000671",67,53,2,12
"60QR000672",94,63,2,29
"60QR000673",63,35,5,23
"60QR000674",63,30,3,30
"60QR000675",84,52,1,31
"60QR000676",81,44,1,36
"60QR000677",93,56,3,34
"60QR000678",96,65,3,28
"60QR000679",124,72,8,44
"60QR000680",131,103,2,26
"60QR000681",99,56,9,34
"60QR000682",55,26,1,28
"60QR000683",102,65,3,34
"60QR000684",58,43,1,14
"60QR000685",103,54,2,47
"60QR000686",93,49,4,40
"60QR000687",124,78,2,44
"60QR000688",54,30,1,23
"60QR000689",139,108,0,31
"60QR000690",67,51,4,12
"60QR000691",166,142,3,21
"60QR000692",101,56,5,40
"60QR000693",142,85,6,51
"60QR000694",77,54,2,21
"60QR000695",167,132,4,31
"60QR000696",161,119,3,39
"60QR000697",97,70,0,27
"60QR000698",103,78,8,17
"60QR000699",90,77,0,13
"60QR000700",78,57,1,20
"60QR000701",81,33,8,40
"60QR000702",102,54,5,43
"60QR000703",163,83,9,71
"60QR000704",72,33,4,35
"60QR000705",120,62,5,53
"60QR000706",127,67,5,55
"60QR000707",71,33,5,33
"60QR000708",58,25,1,32
"60QR000709",141,82,8,51
"60QR000710",123,62,8,53
"60QR000711",106,58,9,39
"60QR000712",68,34,4,30
"60QR000713",91,55,6,30
"60QR000714",55,24,5,26
"60QR000715",146,110,5,31
"60QR000716",135,96,4,35
"60QR000717",128,83,2,43
"60QR000718",117,81,3,33
"60QR000719",102,57,9,36
"60QR000720",109,62,6,41
"60QR000721",74,37,5,32
"60QR000722",146,96,4,46
"60QR000723",64,45,4,15
"60QR000724",66,51,3,12
"60QR000725",84,47,3,34
"60QR000726",82,46,5,31
"60QR000727",68,38,3,27
"60QR000728",123,72,9,42
"60QR000729",71,44,3,24
"60QR000730",118,54,8,56
"60QR000731",75,33,6,36
"60QR000732",72,31,4,37
"60QR000733",84,45,5,34
"60QR000734",54,25,5,24
"60QR000735",73,38,4,31
"60QR000736",82,47,8,27
"60QR000737",114,59,3,52
"60QR000738",50,27,4,19
"60QR000739",55,18,10,27
"60QR000740",86,50,4,32
"60QR000741",76,35,2,39
"60QR000742",103,44,1,58
"60QR000743",107,45,0,62
"60QR000744",55,27,2,26
"60QR000745",75,41,3,31
"60QR000746",116,62,5,49
"60QR000747",124,61,3,60
"60QR000748",111,66,2,43
"60QR000749",65,32,6,27
"60QR000750",105,83,1,21
"60QR000751",81,31,9,41
"60QR000752",78,45,3,30
"60QR000753",83,51,2,30
"60QR000754",74,32,1,41
"60QR000755",81,44,3,34
"60QR000756",62,29,2,31
"60QR000757",107,50,2,55
"60QR000758",74,32,3,39
"60QR000759",108,60,9,39
"60QR000760",68,44,1,23
"60QR000761",98,51,13,34
"60QR000762",52,34,0,18
"60QR000763",71,34,9,28
"60QR000764",156,84,5,67
"60QR000765",113,56,4,53
"60QR000766",73,39,0,34
"60QR000767",74,47,0,27
"60QR000768",48,17,3,28
"60QR000769",122,78,3,41
"60QR000770",112,79,4,29
"60QR000771",119,60,9,50
"60QR000772",118,62,4,52
"60QR000773",86,57,3,26
"60QR000774",73,34,4,35
"60QR000775",130,88,4,38
"60QR000776",120,63,2,55
"60QR000777",88,55,2,31
"60QR000778",81,40,8,33
"60QR000779",59,29,8,22
"60QR000780",68,45,1,22
"60QR000781",57,27,7,23
"60QR000782",112,65,7,40
"60QR000783",63,38,3,22
"60QR000784",101,52,3,46
"60QR000785",82,38,6,38
"60QR000786",95,44,7,44
"60QR000787",80,26,12,42
"60QR000788",106,56,5,45
"60QR000789",89,43,4,42
"60QR000790",51,31,3,17
"60QR000791",51,22,2,27
"60QR000792",45,16,1,28
"60QR000793",73,46,2,25
"60QR000794",78,32,16,30
"60QR000795",69,49,4,16
"60QR000796",80,45,4,31
"60QR000797",74,36,4,34
"60QR000798",42,20,2,20
"60QR000799",52,26,4,22
"60QR000800",92,48,10,34
"60QR000801",72,22,0,50
"60QR000802",89,39,12,38
"60QR000803",104,58,4,42
"60QR000804",74,39,6,29
"60QR000805",127,71,5,51
"60QR000806",129,74,7,48
"60QR000807",141,86,3,52
"60QR000808",94,48,5,41
"60QR000809",143,93,3,47
"60QR000810",145,84,7,54
"60QR000811",150,77,15,58
"60QR000812",68,44,3,21
"60QR000813",37,19,0,18
"60QR000814",80,39,4,37
"60QR000815",66,35,3,28
"60QR000816",78,44,3,31
"60QR000817",109,67,5,37
"60QR000818",115,72,6,37
"60QR000819",59,31,3,25
"60QR000820",86,58,2,26
"60QR000821",68,32,4,32
"60QR000822",117,38,7,72
"60QR000823",72,39,5,28
"60QR000824",49,21,2,26
"60QR000825",111,66,11,34
"60QR000826",90,62,3,25
"60QR000827",78,33,7,38
"60QR000828",82,59,1,22
"60QR000829",111,74,7,30
"60QR000830",131,75,4,52
"60QR000831",52,20,2,30
"60QR000832",75,54,3,18
"60QR000833",72,40,2,30
"60QR000834",67,35,0,32
"60QR000835",104,57,5,42
"60QR000836",93,64,4,25
"60QR000837",77,46,2,29
"60QR000838",89,51,4,34
"60QR000839",83,46,5,32
"60QR000840",87,47,5,35
"60QR000841",71,52,2,17
"60QR000842",101,54,10,37
"60QR000843",100,64,2,34
"60QR000844",95,75,5,15
"60QR000845",66,33,9,24
"60QR000846",48,33,1,14
"60QR000847",86,50,7,29
"60QR000848",118,77,6,35
"60QR000849",102,70,3,29
"60QR000850",60,34,3,23
"60QR000851",85,55,0,30
"60QR000852",106,70,2,34
"60QR000853",78,39,3,36
"60QR000854",78,32,9,37
"60QR000855",61,27,0,34
"60QR000856",70,40,6,24
"60QR000857",79,47,7,25
"60QR000858",83,55,5,23
"60QR000859",91,46,5,40
"60QR000860",53,24,5,24
"60QR000861",68,50,3,15
"60QR000862",64,34,6,24
"60QR000863",85,37,10,38
"60QR000864",71,36,7,28
"60QR000865",44,22,7,15
"60QR000866",112,86,6,20
"60QR000867",52,14,1,37
"60QR000868",45,15,7,23
"60QR000869",54,18,8,28
"60QR000870",61,26,0,35
"60QR000871",70,29,22,19
"60QR000872",75,40,3,32
"60QR000873",71,54,2,15
"60QR000874",57,21,3,33
"60QR000875",66,25,14,27
"60QR000876",43,19,3,21
"60QR000877",103,44,13,46
"60QR000878",33,9,2,22
"60QR000879",42,15,4,23
"60QR000880",33,15,5,13
"60QR000881",121,81,2,38
"60QR000882",66,33,2,31
"60QR000883",92,61,3,28
"60QR000884",111,84,4,23
"60QR000885",113,83,4,26
"60QR000886",53,19,4,30
"60QR000887",58,31,3,24
"60QR000888",89,61,2,26
"60QR000889",100,77,2,21
"60QR000890",88,66,2,20
"60QR000891",64,38,0,26
"60QR000892",78,49,1,28
"60QR000893",86,51,1,34
"60QR000894",64,35,3,26
"60QR000895",114,76,7,31
"60QR000896",104,68,4,32
"60QR000897",54,32,3,19
"60QR000898",60,40,4,16
"60QR000899",53,28,7,18
"60QR000900",127,85,9,33
"60QR000901",56,32,4,20
"60QR000902",44,23,4,17
"60QR000903",94,66,6,22
"60QR000904",69,32,7,30
"60QR000905",47,33,2,12
"60QR000906",45,30,0,15
"60QR000907",111,72,0,39
"60QR000908",63,46,7,10
"60QR000909",83,58,6,19
"60QR000910",30,7,0,23
"60QR000911",30,9,1,20
"60QR000912",69,27,9,33
"60QR000913",112,61,11,40
"60QR000914",148,77,12,59
"60QR000915",103,53,5,45
"60QR000916",123,55,13,55
"60QR000917",79,30,2,47
"60QR000918",114,40,5,69
"60QR000919",59,30,1,28
"60QR000920",91,46,3,42
"60QR000921",82,48,4,30
"60QR000922",62,22,0,40
"60QR000923",43,19,2,22
"60QR000924",49,26,5,18
"60QR000925",59,21,6,32
"60QR000926",86,21,12,53
"60QR000927",102,78,5,19
"60QR000928",80,43,12,25
"60QR000929",66,50,5,11
"60QR000930",55,31,7,17
"60QR000931",77,52,6,19
"60QR000932",80,51,1,28
"60QR000933",75,38,5,32
"60QR000934",75,51,0,24
"60QR000935",56,44,2,10
"60QR000936",54,29,0,25
"60QR000937",56,24,3,29
"60QR000938",89,47,0,42
"60QR000939",90,56,6,28
"60QR000940",80,29,13,38
"60QR000941",79,46,6,27
"60QR000942",96,58,10,28
"60QR000943",57,23,4,30
"60QR000944",44,20,7,17
"60QR000945",95,54,6,35
"60QR000946",109,57,14,38
"60QR000947",102,58,6,38
"60QR000948",85,60,2,23
"60QR000949",63,40,0,23
"60QR000950",61,35,2,24
"60QR000951",95,54,8,33
"60QR000952",91,52,12,27
"60QR000953",39,21,2,16
"60QR000954",53,27,4,22
"60QR000955",60,29,6,25
"60QR000956",133,92,0,41
"60QR000957",101,49,7,45
"60QR000958",121,82,5,34
"60QR000959",78,44,4,30
"60QR000960",77,53,0,24
"60QR000961",79,26,12,41
"60QR000962",95,45,9,41
"60QR000963",60,27,1,32
"60QR000964",77,49,1,27
"60QR000965",76,41,3,32
"60QR000966",68,34,3,31
"60QR000967",80,32,10,38
"60QR000968",56,32,3,21
"60QR000969",43,25,1,17
"60QR000970",105,62,3,40
"60QR000971",72,30,7,35
"60QR000972",49,16,1,32
"60QR000973",75,36,3,36
"60QR000974",94,51,10,33
"60QR000975",50,20,15,15
"60QR000976",46,22,4,20
"60QR000977",59,19,15,25
"60QR000978",58,27,3,28
"60QR000979",57,20,9,28
"60QR000980",67,19,7,41
"60QR000981",54,18,11,25
"60QR000982",59,23,8,28
"60QR000983",71,17,8,46
"60QR000984",76,40,10,26
"60QR000985",64,26,0,38
"60QR000986",77,41,1,35
"60QR000987",108,59,6,43
"60QR000988",36,5,0,31
"60QR000989",80,55,1,24
"60QR000990",89,51,1,37
"60QR000991",132,79,1,52
"60QR000992",114,53,1,60
"60QR000993",83,41,0,42
"60QR000994",128,61,2,65
"60QR000995",63,40,4,19
"60QR000996",67,38,4,25
"60QR000997",53,20,2,31
"60QR000998",62,21,7,34
"60QR000999",50,21,4,25
"60QR001000",119,60,4,55
"60QR001001",95,47,6,42
"60QR001002",109,61,6,42
"60QR001003",108,50,5,53
"60QR001004",91,48,7,36
"60QR001005",94,43,0,51
"60QR001006",83,37,2,44
"60QR001007",81,46,1,34
"60QR001008",82,60,6,16
"60QR001009",80,65,5,10
"60QR001010",104,72,10,22
"60QR001011",63,50,3,10
"60QR001012",120,93,3,24
"60QR001013",76,59,4,13
"60QR001014",111,85,3,23
"60QR001015",98,62,0,36
"60QR001016",88,45,6,37
"60QR001017",53,22,2,29
"60QR001018",77,53,1,23
"60QR001019",61,50,0,11
"60QR001020",52,38,2,12
"60QR001021",50,15,9,26
"60QR001022",58,36,7,15
"60QR001023",82,42,5,35
"60QR001024",79,20,18,41
"60QR001025",71,28,6,37
"60QR001026",68,29,2,37
"60QR001027",105,39,13,53
"60QR001028",62,33,5,24
"60QR001029",62,25,5,32
"60QR001030",81,38,3,40
"60QR001031",84,32,5,47
"60QR001032",99,41,16,42
"60QR001033",76,45,1,30
"60QR001034",58,36,1,21
"60QR001035",65,41,1,23
"60QR001036",95,39,9,47
"60QR001037",60,27,2,31
"60QR001038",104,76,1,27
"60QR001039",63,46,0,17
"60QR001040",54,31,2,21
"60QR001041",47,29,2,16
"60QR001042",73,34,3,36
"60QR001043",80,53,1,26
"60QR001044",109,66,7,36
"60QR001045",38,16,2,20
"60QR001046",71,36,1,34
"60QR001047",98,71,7,20
"60QR001048",50,27,1,22
"60QR001049",102,58,4,40
"60QR001050",134,64,9,61
"60QR001051",82,44,4,34
"60QR001052",82,41,7,34
"60QR001053",131,79,2,50
"60QR001054",108,80,2,26
"60QR001055",151,84,2,65
"60QR001056",120,85,2,33
"60QR001057",98,72,3,23
"60QR001058",119,94,2,23
"60QR001059",86,58,2,26
"60QR001060",78,55,1,22
"60QR001061",117,96,1,20
"60QR001062",74,52,3,19
"60QR001063",105,68,2,35
"60QR001064",138,99,3,36
"60QR001065",88,70,0,18
"60QR001066",54,34,4,16
"60QR001067",73,36,9,28
"60QR001068",68,35,5,28
"60QR001069",58,28,6,24
"60QR001070",150,81,11,58
"60QR001071",128,73,11,44
"60QR001072",87,52,8,27
"60QR001073",86,47,6,33
"60QR001074",136,72,8,56
"60QR001075",81,50,6,25
"60QR001076",72,45,4,23
"60QR001077",56,25,8,23
"60QR001078",79,31,8,40
