"output_area","total","good","not_good"
"S00122360",69,65,4
"S00122361",106,105,1
"S00122362",150,146,4
"S00122363",102,96,6
"S00122364",88,81,7
"S00122365",61,51,10
"S00122366",97,75,22
"S00122367",126,114,12
"S00122368",79,74,5
"S00122369",86,79,7
"S00122370",177,165,12
"S00122371",98,93,5
"S00122372",191,172,19
"S00122373",99,90,9
"S00122374",204,195,9
"S00122375",156,151,5
"S00122376",125,116,9
"S00122377",131,124,7
"S00122378",134,122,12
"S00122379",65,57,8
"S00122380",105,99,6
"S00122381",120,111,9
"S00122382",60,53,7
"S00122383",87,71,16
"S00122384",127,123,4
"S00122385",84,72,12
"S00122386",87,77,10
"S00122387",98,88,10
"S00122388",117,110,7
"S00122389",174,167,7
"S00122390",169,158,11
"S00122391",172,160,12
"S00122392",121,115,6
"S00122393",116,107,9
"S00122394",139,129,10
"S00122395",156,151,5
"S00122396",164,156,8
"S00122397",136,129,7
"S00122398",119,104,15
"S00122399",112,103,9
"S00122400",77,65,12
"S00122401",155,145,10
"S00122402",128,118,10
"S00122403",126,112,14
"S00122404",159,147,12
"S00122405",58,53,5
"S00122406",102,87,15
"S00122407",135,130,5
"S00122408",134,123,11
"S00122409",154,147,7
"S00122410",98,78,20
"S00122411",157,150,7
"S00122412",154,142,12
"S00122413",140,129,11
"S00122414",109,104,5
"S00122415",98,96,2
"S00122416",108,103,5
"S00122417",109,104,5
"S00122418",116,111,5
"S00122419",118,114,4
"S00122420",179,178,1
"S00122421",108,101,7
"S00122422",62,58,4
"S00122423",175,167,8
"S00122424",100,92,8
"S00122425",171,163,8
"S00122426",65,65,0
"S00122427",75,69,6
"S00122428",93,82,11
"S00122429",105,91,14
"S00122430",166,155,11
"S00122431",158,139,19
"S00122432",198,192,6
"S00122433",75,72,3
"S00122434",77,70,7
"S00122435",53,49,4
"S00122436",95,78,17
"S00122437",114,97,17
"S00122438",78,67,11
"S00122439",98,94,4
"S00122440",99,96,3
"S00122441",94,86,8
"S00122442",90,70,20
"S00122443",114,104,10
"S00122444",101,92,9
"S00122445",82,74,8
"S00122446",107,96,11
"S00122447",110,99,11
"S00122448",139,121,18
"S00122449",99,91,8
"S00122450",59,53,6
"S00122451",158,145,13
"S00122452",135,119,16
"S00122453",115,105,10
"S00122454",62,55,7
"S00122455",71,61,10
"S00122456",113,110,3
"S00122457",95,84,11
"S00122458",73,63,10
"S00122459",83,77,6
"S00122460",93,84,9
"S00122461",131,118,13
"S00122462",130,124,6
"S00122463",126,116,10
"S00122464",109,93,16
"S00122465",137,128,9
"S00122466",98,88,10
"S00122467",110,104,6
"S00122468",133,116,17
"S00122469",120,105,15
"S00122470",128,116,12
"S00122471",121,116,5
"S00122472",102,84,18
"S00122473",79,72,7
"S00122474",145,135,10
"S00122475",147,138,9
"S00122476",107,97,10
"S00122477",81,74,7
"S00122478",179,163,16
"S00122479",113,105,8
"S00122480",113,95,18
"S00122481",94,87,7
"S00122482",83,77,6
"S00122483",97,93,4
"S00122484",93,83,10
"S00122485",104,92,12
"S00122486",134,122,12
"S00122487",139,133,6
"S00122488",133,125,8
"S00122489",116,108,8
"S00122490",97,89,8
"S00122491",121,114,7
"S00122492",112,103,9
"S00122493",123,115,8
"S00122494",116,111,5
"S00122495",76,64,12
"S00122496",163,154,9
"S00122497",113,112,1
"S00122498",123,111,12
"S00122499",145,141,4
"S00122500",149,146,3
"S00122501",92,91,1
"S00122502",134,133,1
"S00122503",85,79,6
"S00122504",59,54,5
"S00122505",85,71,14
"S00122506",84,77,7
"S00122507",168,167,1
"S00122508",157,150,7
"S00122509",129,126,3
"S00122510",128,121,7
"S00122511",110,107,3
"S00122512",157,154,3
"S00122513",71,68,3
"S00122514",100,97,3
"S00122515",60,58,2
"S00122516",117,112,5
"S00122517",110,105,5
"S00122518",81,80,1
"S00122519",79,72,7
"S00122520",89,87,2
"S00122521",127,119,8
"S00122522",80,72,8
"S00122523",127,124,3
"S00122524",69,67,2
"S00122525",103,99,4
"S00122526",97,93,4
"S00122527",93,91,2
"S00122528",161,156,5
"S00122529",135,130,5
"S00122530",79,70,9
"S00122531",108,104,4
"S00122532",119,115,4
"S00122533",105,90,15
"S00122534",133,131,2
"S00122535",88,76,12
"S00122536",106,97,9
"S00122537",111,100,11
"S00122538",94,87,7
"S00122539",101,99,2
"S00122540",75,67,8
"S00122541",108,103,5
"S00122542",89,88,1
"S00122543",130,125,5
"S00122544",206,205,1
"S00122545",112,107,5
"S00122546",93,86,7
"S00122547",126,120,6
"S00122548",92,80,12
"S00122549",93,90,3
"S00122550",133,121,12
"S00122551",106,93,13
"S00122552",89,85,4
"S00122553",71,56,15
"S00122554",89,84,5
"S00122555",111,106,5
"S00122556",149,134,15
"S00122557",81,73,8
"S00122558",165,145,20
"S00122559",129,120,9
"S00122560",147,131,16
"S00122561",162,154,8
"S00122562",205,184,21
"S00122563",141,131,10
"S00122564",166,150,16
"S00122565",196,184,12
"S00122566",127,122,5
"S00122567",153,144,9
"S00122568",92,80,12
"S00122569",61,58,3
"S00122570",113,111,2
"S00122571",106,99,7
"S00122572",103,99,4
"S00122573",169,166,3
"S00122574",112,99,13
"S00122575",82,69,13
"S00122576",126,122,4
"S00122577",85,81,4
"S00122578",81,75,6
"S00122579",81,75,6
"S00122580",88,85,3
"S00122581",111,105,6
"S00122582",129,123,6
"S00122583",89,82,7
"S00122584",107,100,7
"S00122585",90,81,9
"S00122586",107,98,9
"S00122587",164,155,9
"S00122588",154,149,5
"S00122589",65,54,11
"S00122590",60,47,13
"S00122591",60,49,11
"S00122592",120,111,9
"S00122593",116,103,13
"S00122594",80,71,9
"S00122595",107,102,5
"S00122596",82,71,11
"S00122597",83,74,9
"S00122598",84,80,4
"S00122599",102,95,7
"S00122600",147,138,9
"S00122601",105,95,10
"S00122602",176,166,10
"S00122603",139,130,9
"S00122604",110,99,11
"S00122605",65,57,8
"S00122606",118,100,18
"S00122607",93,79,14
"S00122608",101,94,7
"S00122609",79,66,13
"S00122610",120,119,1
"S00122611",93,92,1
"S00122612",100,96,4
"S00122613",135,118,17
"S00122614",73,69,4
"S00122615",80,77,3
"S00122616",95,88,7
"S00122617",96,91,5
"S00122618",129,125,4
"S00122619",113,110,3
"S00122620",90,87,3
"S00122621",136,128,8
"S00122622",155,148,7
"S00122623",107,88,19
"S00122624",137,130,7
"S00122625",87,83,4
"S00122626",119,109,10
"S00122627",133,126,7
"S00122628",107,93,14
"S00122629",104,102,2
"S00122630",129,120,9
"S00122631",182,175,7
"S00122632",203,194,9
"S00122633",164,164,0
"S00122634",93,86,7
"S00122635",155,152,3
"S00122636",104,103,1
"S00122637",109,106,3
"S00122638",51,51,0
"S00122639",203,197,6
"S00122640",116,110,6
"S00122641",77,67,10
"S00122642",111,98,13
"S00122643",116,105,11
"S00122644",91,86,5
"S00122645",131,127,4
"S00122646",100,95,5
"S00122647",103,94,9
"S00122648",116,103,13
"S00122649",66,55,11
"S00122650",68,66,2
"S00122651",112,103,9
"S00122652",92,86,6
"S00122653",108,105,3
"S00122654",172,162,10
"S00122655",165,157,8
"S00122656",119,100,19
"S00122657",158,146,12
"S00122658",93,83,10
"S00122659",125,113,12
"S00122660",87,82,5
"S00122661",130,124,6
"S00122662",159,150,9
"S00122663",142,132,10
"S00122664",128,125,3
"S00122665",167,151,16
"S00122666",155,143,12
"S00122667",181,174,7
"S00122668",166,159,7
"S00122669",136,125,11
"S00122670",91,87,4
"S00122671",118,116,2
"S00122672",96,92,4
"S00122673",71,65,6
"S00122674",77,65,12
"S00122675",108,104,4
"S00122676",52,46,6
"S00122677",57,49,8
"S00122678",114,101,13
"S00122679",138,132,6
"S00122680",53,50,3
"S00122681",89,81,8
"S00122682",102,97,5
"S00122683",111,108,3
"S00122684",85,80,5
"S00122685",143,138,5
"S00122686",100,93,7
"S00122687",70,64,6
"S00122688",133,132,1
"S00122689",84,77,7
"S00122690",151,150,1
"S00122691",128,124,4
"S00122692",105,95,10
"S00122693",154,145,9
"S00122694",84,74,10
"S00122695",88,87,1
"S00122696",98,95,3
"S00122697",92,89,3
"S00122698",177,169,8
"S00122699",131,122,9
"S00122700",169,132,37
"S00122701",72,67,5
"S00122702",61,56,5
"S00122703",97,92,5
"S00122704",154,148,6
"S00122705",95,85,10
"S00122706",102,93,9
"S00122707",136,127,9
"S00122708",80,73,7
"S00122709",65,59,6
"S00122710",50,47,3
"S00122711",66,62,4
"S00122712",108,103,5
"S00122713",58,53,5
"S00122714",56,52,4
"S00122715",112,108,4
"S00122716",112,108,4
"S00122717",93,77,16
"S00122718",72,68,4
"S00122719",81,77,4
"S00122720",137,134,3
"S00122721",210,206,4
"S00122722",168,163,5
"S00122723",165,160,5
"S00122724",111,107,4
"S00122725",120,114,6
"S00122726",112,108,4
"S00122727",105,100,5
"S00122728",127,123,4
"S00122729",137,131,6
"S00122730",118,113,5
"S00122731",75,69,6
"S00122732",148,145,3
"S00122733",122,119,3
"S00122734",127,121,6
"S00122735",101,96,5
"S00122736",99,97,2
"S00122737",97,94,3
"S00122738",153,144,9
"S00122739",65,62,3
"S00122740",70,68,2
"S00122741",111,109,2
"S00122742",104,95,9
"S00122743",62,58,4
"S00122744",115,102,13
"S00122745",94,87,7
"S00122746",60,56,4
"S00122747",121,113,8
"S00122748",76,73,3
"S00122749",84,71,13
"S00122750",140,127,13
"S00122751",76,67,9
"S00122752",111,101,10
"S00122753",60,52,8
"S00122754",173,157,16
"S00122755",67,65,2
"S00122756",74,71,3
"S00122757",142,131,11
"S00122758",81,71,10
"S00122759",102,95,7
"S00122760",123,122,1
"S00122761",183,175,8
"S00122762",190,180,10
"S00122763",179,170,9
"S00122764",150,145,5
"S00122765",191,186,5
"S00122766",182,171,11
"S00122767",178,162,16
"S00122768",167,159,8
"S00122769",88,85,3
"S00122770",104,102,2
"S00122771",113,110,3
"S00122772",166,161,5
"S00122773",121,112,9
"S00122774",163,157,6
"S00122775",102,98,4
"S00122776",89,87,2
"S00122777",81,79,2
"S00122778",127,125,2
"S00122779",113,109,4
"S00122780",63,61,2
"S00122781",116,106,10
"S00122782",113,108,5
"S00122783",150,143,7
"S00122784",124,118,6
"S00122785",114,105,9
"S00122786",102,99,3
"S00122787",64,62,2
"S00122788",139,136,3
"S00122789",69,67,2
"S00122790",109,103,6
"S00122791",59,55,4
"S00122792",138,134,4
"S00122793",128,127,1
"S00122794",116,112,4
"S00122795",79,77,2
"S00122796",96,95,1
"S00122797",135,131,4
"S00122798",142,136,6
"S00122799",89,85,4
"S00122800",61,54,7
"S00122801",92,85,7
"S00122802",83,79,4
"S00122803",116,115,1
"S00122804",73,71,2
"S00122805",68,60,8
"S00122806",87,83,4
"S00122807",82,77,5
"S00122808",102,99,3
"S00122809",76,75,1
"S00122810",114,109,5
"S00122811",58,55,3
"S00122812",102,101,1
"S00122813",91,76,15
"S00122814",63,60,3
"S00122815",154,150,4
"S00122816",165,164,1
"S00122817",95,92,3
"S00122818",67,65,2
"S00122819",113,110,3
"S00122820",138,134,4
"S00122821",84,82,2
"S00122822",95,88,7
"S00122823",87,86,1
"S00122824",184,184,0
"S00122825",139,130,9
"S00122826",55,55,0
"S00122827",64,63,1
"S00122828",115,109,6
"S00122829",68,66,2
"S00122830",179,175,4
"S00122831",115,108,7
"S00122832",115,106,9
"S00122833",112,109,3
"S00122834",79,77,2
"S00122835",109,104,5
"S00122836",85,82,3
"S00122837",61,57,4
"S00122838",99,94,5
"S00122839",104,91,13
"S00122840",85,78,7
"S00122841",218,213,5
"S00122842",89,85,4
"S00122843",71,62,9
"S00122844",83,77,6
"S00122845",132,85,47
"S00122846",128,124,4
"S00122847",264,261,3
"S00122848",129,118,11
"S00122849",88,82,6
"S00122850",223,220,3
"S00122851",110,101,9
"S00122852",81,78,3
"S00122853",113,98,15
"S00122854",79,66,13
"S00122855",64,62,2
"S00122856",113,109,4
"S00122857",97,94,3
"S00122858",102,100,2
"S00122859",108,93,15
"S00122860",101,89,12
"S00122861",97,91,6
"S00122862",67,61,6
"S00122863",65,58,7
"S00122864",83,75,8
"S00122865",91,86,5
"S00122866",104,95,9
"S00122867",54,49,5
"S00122868",59,55,4
"S00122869",70,62,8
"S00122870",60,49,11
"S00122871",80,68,12
"S00122872",158,151,7
"S00122873",167,163,4
"S00122874",68,68,0
"S00122875",99,92,7
"S00122876",77,71,6
"S00122877",80,80,0
"S00122878",110,107,3
"S00122879",74,71,3
"S00122880",71,65,6
"S00122881",141,134,7
"S00122882",217,184,33
"S00122883",140,131,9
"S00122884",83,72,11
"S00122885",67,67,0
"S00122886",167,160,7
"S00122887",122,117,5
"S00122888",114,107,7
"S00122889",150,141,9
"S00122890",50,48,2
"S00122891",145,135,10
"S00122892",66,57,9
"S00122893",102,101,1
"S00122894",110,106,4
"S00122895",64,60,4
"S00122896",114,106,8
"S00122897",157,150,7
"S00122898",71,66,5
"S00122899",76,70,6
"S00122900",172,165,7
"S00122901",68,65,3
"S00122902",128,122,6
"S00122903",62,61,1
"S00122904",122,117,5
"S00122905",94,85,9
"S00122906",57,55,2
"S00122907",82,75,7
"S00122908",178,167,11
"S00122909",165,149,16
"S00122910",80,76,4
"S00122911",81,79,2
"S00122912",231,225,6
"S00122913",149,145,4
"S00122914",149,143,6
"S00122915",159,159,0
"S00122916",170,168,2
"S00122917",182,180,2
"S00122918",171,166,5
"S00122919",123,122,1
"S00122920",134,129,5
"S00122921",177,166,11
"S00122922",125,123,2
"S00122923",97,92,5
"S00122924",109,103,6
"S00122925",53,52,1
"S00122926",97,90,7
"S00122927",89,84,5
"S00122928",68,66,2
"S00122929",69,62,7
"S00122930",124,115,9
"S00122931",84,80,4
"S00122932",203,199,4
"S00122933",88,87,1
"S00122934",165,162,3
"S00122935",198,198,0
"S00122936",92,82,10
"S00122937",121,117,4
"S00122938",71,67,4
"S00122939",109,105,4
"S00122940",95,82,13
"S00122941",71,67,4
"S00122942",165,150,15
"S00122943",217,206,11
"S00122944",136,134,2
"S00122945",182,177,5
"S00122946",160,156,4
"S00122947",50,37,13
"S00122948",98,83,15
"S00122949",128,115,13
"S00122950",99,88,11
"S00122951",113,108,5
"S00122952",130,125,5
"S00122953",111,104,7
"S00122954",149,135,14
"S00122955",97,92,5
"S00122956",95,90,5
"S00122957",61,58,3
"S00122958",69,59,10
"S00122959",84,83,1
"S00122960",83,81,2
"S00122961",63,56,7
"S00122962",135,116,19
"S00122963",99,93,6
"S00122964",86,81,5
"S00122965",138,132,6
"S00122966",53,48,5
"S00122967",141,131,10
"S00122968",68,63,5
"S00122969",122,109,13
"S00122970",116,108,8
"S00122971",102,95,7
"S00122972",158,152,6
"S00122973",177,173,4
"S00122974",76,72,4
"S00122975",126,118,8
"S00122976",124,123,1
"S00122977",132,129,3
"S00122978",122,117,5
"S00122979",122,120,2
"S00122980",87,80,7
"S00122981",78,68,10
"S00122982",131,122,9
"S00122983",109,98,11
"S00122984",113,111,2
"S00122985",82,75,7
"S00122986",66,62,4
"S00122987",114,101,13
"S00122988",77,59,18
"S00122989",91,86,5
"S00122990",69,69,0
"S00122991",68,57,11
"S00122992",84,75,9
"S00122993",57,47,10
"S00122994",80,76,4
"S00122995",105,101,4
"S00122996",176,159,17
"S00122997",111,106,5
"S00122998",150,138,12
"S00122999",60,57,3
"S00123000",86,78,8
"S00123001",133,132,1
"S00123002",140,136,4
"S00123003",145,138,7
"S00123004",212,210,2
"S00123005",172,167,5
"S00123006",105,97,8
"S00123007",69,65,4
"S00123008",94,90,4
"S00123009",124,117,7
"S00123010",153,139,14
"S00123011",198,134,64
"S00123012",58,53,5
"S00123013",186,170,16
"S00123014",96,91,5
"S00123015",100,83,17
"S00123016",92,86,6
"S00123017",172,153,19
"S00123018",117,100,17
"S00123019",99,94,5
"S00123020",156,150,6
"S00123021",75,72,3
"S00123022",139,133,6
"S00123023",68,66,2
"S00123024",114,112,2
"S00123025",83,82,1
"S00123026",138,111,27
"S00123027",136,134,2
"S00123028",166,163,3
"S00123029",134,119,15
"S00123030",135,129,6
"S00123031",136,126,10
"S00123032",67,63,4
"S00123033",96,82,14
"S00123034",132,120,12
"S00123035",148,146,2
"S00123036",118,115,3
"S00123037",100,98,2
"S00123038",141,139,2
"S00123039",100,98,2
"S00123040",138,135,3
"S00123041",129,114,15
"S00123042",140,135,5
"S00123043",64,60,4
"S00123044",185,177,8
"S00123045",184,180,4
"S00123046",112,109,3
"S00123047",62,54,8
"S00123048",71,65,6
"S00123049",90,79,11
"S00123050",58,52,6
"S00123051",95,92,3
"S00123052",131,128,3
"S00123053",129,123,6
"S00123054",76,75,1
"S00123055",79,68,11
"S00123056",78,68,10
"S00123057",89,75,14
"S00123058",119,115,4
"S00123059",98,96,2
"S00123060",94,89,5
"S00123061",130,127,3
"S00123062",85,78,7
"S00123063",66,59,7
"S00123064",54,53,1
"S00123065",109,104,5
"S00123066",71,67,4
"S00123067",78,73,5
"S00123068",113,105,8
"S00123069",122,110,12
"S00123070",139,134,5
"S00123071",89,77,12
"S00123072",56,45,11
"S00123073",120,109,11
"S00123074",102,99,3
"S00123075",188,184,4
"S00123076",171,162,9
"S00123077",113,85,28
"S00123078",103,94,9
"S00123079",143,140,3
"S00123080",133,109,24
"S00123081",62,62,0
"S00123082",144,141,3
"S00123083",187,186,1
"S00123084",125,117,8
"S00123085",153,137,16
"S00123086",120,103,17
"S00123087",194,191,3
"S00123088",106,105,1
"S00123089",165,162,3
"S00123090",159,152,7
"S00123091",180,176,4
"S00123092",151,149,2
"S00123093",174,162,12
"S00123094",128,116,12
"S00123095",183,181,2
"S00123096",215,211,4
"S00123097",153,150,3
"S00123098",170,167,3
"S00123099",155,149,6
"S00123100",67,67,0
"S00123101",129,129,0
"S00123102",154,151,3
"S00123103",175,173,2
"S00123104",159,159,0
"S00123105",54,47,7
"S00123106",84,70,14
"S00123107",91,81,10
"S00123108",74,68,6
"S00123109",130,125,5
"S00123110",110,101,9
"S00123111",123,110,13
"S00123112",183,179,4
"S00123113",147,141,6
"S00123114",144,141,3
"S00123115",70,68,2
"S00123116",88,87,1
"S00123117",113,108,5
"S00123118",115,110,5
"S00123119",180,175,5
"S00123120",67,57,10
"S00123121",133,123,10
"S00123122",120,111,9
"S00123123",114,105,9
"S00123124",155,151,4
"S00123125",196,194,2
"S00123126",85,74,11
"S00123127",170,170,0
"S00123128",170,169,1
"S00123129",139,121,18
"S00123130",119,113,6
"S00123131",142,133,9
"S00123132",181,177,4
"S00123133",113,112,1
"S00123134",122,121,1
"S00123135",116,112,4
"S00123136",123,118,5
"S00123137",119,117,2
"S00123138",77,71,6
"S00123139",158,139,19
"S00123140",83,82,1
"S00123141",142,137,5
"S00123142",115,114,1
"S00123143",130,120,10
"S00123144",98,90,8
"S00123145",137,130,7
"S00123146",155,139,16
"S00123147",192,183,9
"S00123148",130,121,9
"S00123149",110,99,11
"S00123150",83,74,9
"S00123151",113,99,14
"S00123152",112,100,12
"S00123153",120,106,14
"S00123154",96,89,7
"S00123155",175,168,7
"S00123156",95,88,7
"S00123157",114,107,7
"S00123158",92,84,8
"S00123159",71,60,11
"S00123160",99,90,9
"S00123161",100,96,4
"S00123162",115,108,7
"S00123163",118,115,3
"S00123164",102,85,17
"S00123165",171,163,8
"S00123166",103,100,3
"S00123167",146,143,3
"S00123168",123,116,7
"S00123169",126,126,0
"S00123170",78,76,2
"S00123171",73,69,4
"S00123172",181,170,11
"S00123173",101,91,10
"S00123174",70,66,4
"S00123175",85,75,10
"S00123176",120,109,11
"S00123177",83,73,10
"S00123178",115,108,7
"S00123179",132,112,20
"S00123180",109,107,2
"S00123181",119,107,12
"S00123182",139,135,4
"S00123183",176,165,11
"S00123184",141,132,9
"S00123185",92,82,10
"S00123186",81,79,2
"S00123187",180,175,5
"S00123188",114,107,7
"S00123189",56,54,2
"S00123190",118,99,19
"S00123191",92,82,10
"S00123192",126,115,11
"S00123193",87,77,10
"S00123194",115,101,14
"S00123195",94,84,10
"S00123196",94,86,8
"S00123197",108,101,7
"S00123198",107,96,11
"S00123199",79,74,5
"S00123200",98,83,15
"S00123201",126,114,12
"S00123202",95,83,12
"S00123203",64,60,4
"S00123204",141,137,4
"S00123205",180,171,9
"S00123206",156,143,13
"S00123207",143,132,11
"S00123208",136,123,13
"S00123209",145,133,12
"S00123210",153,149,4
"S00123211",96,92,4
"S00123212",84,77,7
"S00123213",167,157,10
"S00123214",161,156,5
"S00123215",119,109,10
"S00123216",101,96,5
"S00123217",164,162,2
"S00123218",115,113,2
"S00123219",81,78,3
"S00123220",140,139,1
"S00123221",109,105,4
"S00123222",128,117,11
"S00123223",116,113,3
"S00123224",128,128,0
"S00123225",111,107,4
"S00123226",92,90,2
"S00123227",228,226,2
"S00123228",232,230,2
"S00123229",123,122,1
"S00123230",223,223,0
"S00123231",78,77,1
"S00123232",91,85,6
"S00123233",116,114,2
"S00123234",131,128,3
"S00123235",193,186,7
"S00123236",124,118,6
"S00123237",106,105,1
"S00123238",126,125,1
"S00123239",110,100,10
"S00123240",83,78,5
"S00123241",173,172,1
"S00123242",243,238,5
"S00123243",109,107,2
"S00123244",137,134,3
"S00123245",80,78,2
"S00123246",83,82,1
"S00123247",79,72,7
"S00123248",94,86,8
"S00123249",107,95,12
"S00123250",102,89,13
"S00123251",79,72,7
"S00123252",88,88,0
"S00123253",177,171,6
"S00123254",97,90,7
"S00123255",54,51,3
"S00123256",188,183,5
"S00123257",106,102,4
"S00123258",154,151,3
"S00123259",141,131,10
"S00123260",84,67,17
"S00123261",106,91,15
"S00123262",124,116,8
"S00123263",76,73,3
"S00123264",81,70,11
"S00123265",187,181,6
"S00123266",67,67,0
"S00123267",163,159,4
"S00123268",179,176,3
"S00123269",76,75,1
"S00123270",159,144,15
"S00123271",145,133,12
"S00123272",123,111,12
"S00123273",151,140,11
"S00123274",107,105,2
"S00123275",87,83,4
"S00123276",118,118,0
"S00123277",219,216,3
"S00123278",55,52,3
"S00123279",55,54,1
"S00123280",96,93,3
"S00123281",100,93,7
"S00123282",121,104,17
"S00123283",265,263,2
"S00123284",166,161,5
"S00123285",216,215,1
"S00123286",165,163,2
"S00123287",193,187,6
"S00123288",142,142,0
"S00123289",200,199,1
"S00123290",146,130,16
"S00123291",177,170,7
"S00123292",103,100,3
"S00123293",186,181,5
"S00123294",176,167,9
"S00123295",215,211,4
"S00123296",150,144,6
"S00123297",165,160,5
"S00123298",137,135,2
"S00123299",121,117,4
"S00123300",94,91,3
"S00123301",145,140,5
"S00123302",153,151,2
"S00123303",99,96,3
"S00123304",106,94,12
"S00123305",78,75,3
"S00123306",164,162,2
"S00123307",69,62,7
"S00123308",103,97,6
"S00123309",124,115,9
"S00123310",124,117,7
"S00123311",153,150,3
"S00123312",125,116,9
"S00123313",59,47,12
"S00123314",169,165,4
"S00123315",127,121,6
"S00123316",193,178,15
"S00123317",206,200,6
"S00123318",122,121,1
"S00123319",117,112,5
"S00123320",102,96,6
"S00123321",143,134,9
"S00123322",93,88,5
"S00123323",104,100,4
"S00123324",63,59,4
"S00123325",149,133,16
"S00123326",96,90,6
"S00123327",102,96,6
"S00123328",107,102,5
"S00123329",53,52,1
"S00123330",86,68,18
"S00123331",93,79,14
"S00123332",102,86,16
"S00123333",94,77,17
"S00123334",112,93,19
"S00123335",168,150,18
"S00123336",119,101,18
"S00123337",147,132,15
"S00123338",114,104,10
"S00123339",183,167,16
"S00123340",88,83,5
"S00123341",163,155,8
"S00123342",63,49,14
"S00123343",64,54,10
"S00123344",193,185,8
"S00123345",83,70,13
"S00123346",77,67,10
"S00123347",78,74,4
"S00123348",82,76,6
"S00123349",104,94,10
"S00123350",105,89,16
"S00123351",133,123,10
"S00123352",87,76,11
"S00123353",107,99,8
"S00123354",159,145,14
"S00123355",103,89,14
"S00123356",102,97,5
"S00123357",119,117,2
"S00123358",171,165,6
"S00123359",134,129,5
"S00123360",125,113,12
"S00123361",138,123,15
"S00123362",128,117,11
"S00123363",134,121,13
"S00123364",121,99,22
"S00123365",84,75,9
"S00123366",117,112,5
"S00123367",127,113,14
"S00123368",71,67,4
"S00123369",140,129,11
"S00123370",190,150,40
"S00123371",54,48,6
"S00123372",111,107,4
"S00123373",117,111,6
"S00123374",108,104,4
"S00123375",195,177,18
"S00123376",142,128,14
"S00123377",120,109,11
"S00123378",53,48,5
"S00123379",107,97,10
"S00123380",124,108,16
"S00123381",121,112,9
"S00123382",143,130,13
"S00123383",83,69,14
"S00123384",124,116,8
"S00123385",179,162,17
"S00123386",147,136,11
"S00123387",87,82,5
"S00123388",89,77,12
"S00123389",116,105,11
"S00123390",85,77,8
"S00123391",85,74,11
"S00123392",64,59,5
"S00123393",66,53,13
"S00123394",68,53,15
"S00123395",73,63,10
"S00123396",128,123,5
"S00123397",106,100,6
"S00123398",100,96,4
"S00123399",106,102,4
"S00123400",162,152,10
"S00123401",156,141,15
"S00123402",180,162,18
"S00123403",144,131,13
"S00123404",116,113,3
"S00123405",86,74,12
"S00123406",165,88,77
"S00123407",113,101,12
"S00123408",91,84,7
"S00123409",102,91,11
"S00123410",136,127,9
"S00123411",101,96,5
"S00123412",80,72,8
"S00123413",102,92,10
"S00123414",134,125,9
"S00123415",76,70,6
"S00123416",99,92,7
"S00123417",106,98,8
"S00123418",163,145,18
"S00123419",163,139,24
"S00123420",105,97,8
"S00123421",126,114,12
"S00123422",149,129,20
"S00123423",128,126,2
"S00123424",202,194,8
"S00123425",101,92,9
"S00123426",112,102,10
"S00123427",160,142,18
"S00123428",119,103,16
"S00123429",80,71,9
"S00123430",120,107,13
"S00123431",134,123,11
"S00123432",118,111,7
"S00123433",126,116,10
"S00123434",103,91,12
"S00123435",151,137,14
"S00123436",161,139,22
"S00123437",124,120,4
"S00123438",111,101,10
"S00123439",106,100,6
"S00123440",202,182,20
"S00123441",158,148,10
"S00123442",180,163,17
"S00123443",111,102,9
"S00123444",167,158,9
"S00123445",143,135,8
"S00123446",162,148,14
"S00123447",128,118,10
"S00123448",185,180,5
"S00123449",165,155,10
"S00123450",151,132,19
"S00123451",154,152,2
"S00123452",141,133,8
"S00123453",188,178,10
"S00123454",208,198,10
"S00123455",128,123,5
"S00123456",121,116,5
"S00123457",92,85,7
"S00123458",152,144,8
"S00123459",98,86,12
"S00123460",153,142,11
"S00123461",96,91,5
"S00123462",190,169,21
"S00123463",133,121,12
"S00123464",140,132,8
"S00123465",134,124,10
"S00123466",110,105,5
"S00123467",110,92,18
"S00123468",142,130,12
"S00123469",110,104,6
"S00123470",147,130,17
"S00123471",104,97,7
"S00123472",115,112,3
"S00123473",104,100,4
"S00123474",72,55,17
"S00123475",61,57,4
"S00123476",103,92,11
"S00123477",76,70,6
"S00123478",75,64,11
"S00123479",89,82,7
"S00123480",111,100,11
"S00123481",95,81,14
"S00123482",90,78,12
"S00123483",85,82,3
"S00123484",57,50,7
"S00123485",158,155,3
"S00123486",100,99,1
"S00123487",101,94,7
"S00123488",147,138,9
"S00123489",107,97,10
"S00123490",176,169,7
"S00123491",113,105,8
"S00123492",99,91,8
"S00123493",104,98,6
"S00123494",113,102,11
"S00123495",128,126,2
"S00123496",98,80,18
"S00123497",160,147,13
"S00123498",147,140,7
"S00123499",75,48,27
"S00123500",135,132,3
"S00123501",163,155,8
"S00123502",116,115,1
"S00123503",140,132,8
"S00123504",110,107,3
"S00123505",92,84,8
"S00123506",94,86,8
"S00123507",146,135,11
"S00123508",98,90,8
"S00123509",127,118,9
"S00123510",74,62,12
"S00123511",89,84,5
"S00123512",117,112,5
"S00123513",107,101,6
"S00123514",177,173,4
"S00123515",104,103,1
"S00123516",146,129,17
"S00123517",125,113,12
"S00123518",127,119,8
"S00123519",151,142,9
"S00123520",81,72,9
"S00123521",111,105,6
"S00123522",68,64,4
"S00123523",65,58,7
"S00123524",71,60,11
