"output_area","total","pensioner","student","other"
"S00123560",74,3,0,71
"S00123561",55,6,0,49
"S00123562",51,20,0,31
"S00123563",48,13,0,35
"S00123564",37,9,0,28
"S00123565",54,3,0,51
"S00123566",33,5,0,28
"S00123567",46,7,0,39
"S00123568",47,10,0,37
"S00123569",71,23,0,48
"S00123570",49,11,0,38
"S00123571",49,10,0,39
"S00123572",50,7,0,43
"S00123573",43,6,0,37
"S00123574",82,25,0,57
"S00123575",71,6,0,65
"S00123576",45,7,0,38
"S00123577",35,3,0,32
"S00123578",75,14,0,61
"S00123579",51,8,0,43
"S00123580",73,19,0,54
"S00123581",55,17,0,38
"S00123582",69,6,0,63
"S00123583",38,9,0,29
"S00123584",48,7,0,41
"S00123585",47,1,0,46
"S00123586",69,19,0,50
"S00123587",45,18,0,27
"S00123588",46,16,0,30
"S00123589",61,21,0,40
"S00123590",62,10,0,52
"S00123591",36,7,0,29
"S00123592",36,12,0,24
"S00123593",77,16,0,61
"S00123594",25,3,0,22
"S00123595",56,16,0,40
"S00123596",64,9,0,55
"S00123597",37,3,0,34
"S00123598",64,9,0,55
"S00123599",42,4,0,38
"S00123600",70,9,0,61
"S00123601",74,8,0,66
"S00123602",63,13,0,50
"S00123603",52,10,0,42
"S00123604",40,11,0,29
"S00123605",55,11,0,44
"S00123606",38,8,0,30
"S00123607",54,5,0,49
"S00123608",47,19,0,28
"S00123609",40,3,0,37
"S00123610",43,4,0,39
"S00123611",61,2,0,59
"S00123612",67,17,0,50
"S00123613",75,5,0,70
"S00123614",60,16,0,44
"S00123615",45,8,0,37
"S00123616",48,6,0,42
"S00123617",71,8,0,63
"S00123618",73,13,0,60
"S00123619",74,6,0,68
"S00123620",57,4,0,53
"S00123621",45,1,0,44
"S00123622",38,3,0,35
"S00123623",60,18,0,42
"S00123624",59,15,0,44
"S00123625",57,9,0,48
"S00123626",60,8,0,52
"S00123627",47,7,0,40
"S00123628",54,7,0,47
"S00123629",41,6,0,35
"S00123630",56,6,0,50
"S00123631",49,10,0,39
"S00123632",63,8,0,55
"S00123633",39,5,0,34
"S00123634",47,6,0,41
"S00123635",65,17,0,48
"S00123636",58,7,0,51
"S00123637",35,2,0,33
"S00123638",63,14,0,49
"S00123639",45,18,0,27
"S00123640",46,9,0,37
"S00123641",75,19,0,56
"S00123642",77,10,0,67
"S00123643",65,8,0,57
"S00123644",49,9,0,40
"S00123645",51,8,0,43
"S00123646",41,10,0,31
"S00123647",70,16,0,54
"S00123648",44,5,0,39
"S00123649",64,5,0,59
"S00123650",74,10,0,64
"S00123651",67,15,0,52
"S00123652",39,11,0,28
"S00123653",43,3,0,40
"S00123654",44,11,0,33
"S00123655",46,13,0,33
"S00123656",57,18,0,39
"S00123657",50,14,0,36
"S00123658",49,12,0,37
"S00123659",58,11,0,47
"S00123660",43,14,0,29
"S00123661",74,15,0,59
"S00123662",69,22,0,47
"S00123663",74,5,0,69
"S00123664",56,13,0,43
"S00123665",42,11,0,31
"S00123666",66,12,0,54
"S00123667",45,9,0,36
"S00123668",47,4,0,43
"S00123669",45,10,0,35
"S00123670",66,9,0,57
"S00123671",48,11,0,37
"S00123672",45,8,0,37
"S00123673",57,10,0,47
"S00123674",49,11,0,38
"S00123675",65,13,0,52
"S00123676",47,10,0,37
"S00123677",41,2,0,39
"S00123678",55,25,0,30
"S00123679",58,4,0,54
"S00123680",48,10,0,38
"S00123681",77,5,0,72
"S00123682",43,10,0,33
"S00123683",49,7,0,42
"S00123684",60,17,0,43
"S00123685",56,29,0,27
"S00123686",52,21,0,31
"S00123687",51,24,0,27
"S00123688",77,27,0,50
"S00123689",62,24,0,38
"S00123690",58,6,0,52
"S00123691",76,16,0,60
"S00123692",68,6,0,62
"S00123693",60,9,0,51
"S00123694",41,5,0,36
"S00123695",76,11,0,65
"S00123696",54,7,0,47
"S00123697",35,4,0,31
"S00123698",60,9,0,51
"S00123699",44,13,0,31
"S00123700",57,13,0,44
"S00123701",47,8,0,39
"S00123702",43,16,0,27
"S00123703",56,8,0,48
"S00123704",38,9,0,29
"S00123705",47,0,0,47
"S00123706",32,0,0,32
"S00123707",48,11,0,37
"S00123708",63,7,0,56
"S00123709",76,14,0,62
"S00123710",53,14,0,39
"S00123711",38,7,0,31
"S00123712",46,12,0,34
"S00123713",34,6,0,28
"S00123714",60,8,0,52
"S00123715",51,7,0,44
"S00123716",50,5,0,45
"S00123717",46,13,0,33
"S00123718",44,9,0,35
"S00123719",39,6,0,33
"S00123720",60,5,0,55
"S00123721",68,20,0,48
"S00123722",54,18,0,36
"S00123723",25,5,0,20
"S00123724",57,15,0,42
"S00123725",44,7,0,37
"S00123726",42,10,0,32
"S00123727",72,15,0,57
"S00123728",65,11,0,54
"S00123729",56,13,0,43
"S00123730",49,8,0,41
"S00123731",36,7,0,29
"S00123732",69,16,0,53
"S00123733",65,9,0,56
"S00123734",58,5,0,53
"S00123735",50,4,0,46
"S00123736",57,18,0,39
"S00123737",51,7,0,44
"S00123738",47,7,0,40
"S00123739",29,10,0,19
"S00123740",51,12,0,39
"S00123741",58,11,0,47
"S00123742",62,26,0,36
"S00123743",49,8,0,41
"S00123744",71,18,0,53
"S00123745",56,14,0,42
"S00123746",43,9,0,34
"S00123747",54,16,0,38
"S00123748",55,7,0,48
"S00123749",60,5,0,55
"S00123750",37,5,0,32
"S00123751",40,5,0,35
"S00123752",47,15,0,32
"S00123753",29,8,0,21
"S00123754",55,6,0,49
"S00123755",43,6,0,37
"S00123756",54,8,0,46
"S00123757",71,9,0,62
"S00123758",77,3,0,74
"S00123759",62,3,0,59
"S00123760",42,10,0,32
"S00123761",65,7,0,58
"S00123762",65,5,0,60
"S00123763",56,16,0,40
"S00123764",40,10,0,30
"S00123765",35,8,0,27
"S00123766",71,65,0,6
"S00123767",48,9,0,39
"S00123768",66,18,0,48
"S00123769",47,10,0,37
"S00123770",62,6,0,56
"S00123771",82,14,0,68
"S00123772",60,5,0,55
"S00123773",45,7,0,38
"S00123774",66,10,0,56
"S00123775",71,15,0,56
"S00123776",65,14,0,51
"S00123777",73,7,0,66
"S00123778",61,18,0,43
"S00123779",69,19,0,50
"S00123780",21,6,0,15
"S00123781",55,25,0,30
"S00123782",30,11,0,19
"S00123783",55,14,0,41
"S00123784",23,5,0,18
"S00123785",47,9,0,38
"S00123786",46,9,0,37
"S00123787",39,7,0,32
"S00123788",39,13,0,26
"S00123789",61,8,0,53
"S00123790",71,12,0,59
"S00123791",54,5,0,49
"S00123792",49,18,0,31
"S00123793",45,7,0,38
"S00123794",42,5,0,37
"S00123795",40,6,0,34
"S00123796",44,11,0,33
"S00123797",41,5,0,36
"S00123798",40,3,0,37
"S00123799",66,16,0,50
"S00123800",66,9,0,57
"S00123801",38,7,0,31
"S00123802",53,6,0,47
"S00123803",47,4,0,43
"S00123804",66,11,0,55
"S00123805",70,15,0,55
"S00123806",61,11,0,50
"S00123807",58,10,0,48
"S00123808",60,9,0,51
"S00123809",59,10,0,49
"S00123810",39,4,0,35
"S00123811",70,17,0,53
"S00123812",73,21,0,52
"S00123813",43,3,0,40
"S00123814",25,2,0,23
"S00123815",44,10,0,34
"S00123816",41,9,0,32
"S00123817",75,12,0,63
"S00123818",59,19,0,40
"S00123819",46,8,0,38
"S00123820",43,24,0,19
"S00123821",44,14,0,30
"S00123822",82,22,0,60
"S00123823",65,32,0,33
"S00123824",62,13,0,49
"S00123825",57,0,0,57
"S00123826",42,3,0,39
"S00123827",48,13,0,35
"S00123828",25,1,0,24
"S00123829",35,10,0,25
"S00123830",51,10,0,41
"S00123831",53,10,0,43
"S00123832",58,6,0,52
"S00123833",61,13,0,48
"S00123834",48,16,0,32
"S00123835",51,11,0,40
"S00123836",32,3,0,29
"S00123837",46,5,0,41
"S00123838",60,11,0,49
"S00123839",61,4,0,57
"S00123840",61,3,0,58
"S00123841",60,10,0,50
"S00123842",51,6,0,45
"S00123843",49,10,0,39
"S00123844",51,10,0,41
"S00123845",59,21,0,38
"S00123846",45,15,0,30
"S00123847",43,10,0,33
"S00123848",68,26,0,42
"S00123849",35,7,0,28
"S00123850",36,2,0,34
"S00123851",71,15,0,56
"S00123852",70,25,0,45
"S00123853",57,25,0,32
"S00123854",24,11,0,13
"S00123855",42,8,0,34
"S00123856",52,11,0,41
"S00123857",46,16,0,30
"S00123858",36,6,0,30
"S00123859",29,6,0,23
"S00123860",47,9,0,38
"S00123861",70,10,0,60
"S00123862",51,4,0,47
"S00123863",43,1,0,42
"S00123864",76,22,0,54
"S00123865",52,17,0,35
"S00123866",73,19,0,54
"S00123867",38,8,0,30
"S00123868",38,10,0,28
"S00123869",48,13,0,35
"S00123870",43,0,0,43
"S00123871",46,0,0,46
"S00123872",44,0,0,44
"S00123873",52,1,0,51
"S00123874",26,1,0,25
"S00123875",58,2,0,56
"S00123876",60,8,0,52
"S00123877",59,7,0,52
"S00123878",24,4,0,20
"S00123879",57,8,0,49
"S00123880",41,8,0,33
"S00123881",76,8,0,68
"S00123882",68,21,0,47
"S00123883",49,8,0,41
"S00123884",31,4,0,27
"S00123885",75,13,0,62
"S00123886",58,16,0,42
"S00123887",72,4,0,68
"S00123888",59,1,0,58
"S00123889",49,3,0,46
"S00123890",36,5,0,31
"S00123891",46,10,0,36
"S00123892",65,19,0,46
"S00123893",92,11,0,81
"S00123894",76,35,0,41
"S00123895",65,24,0,41
"S00123896",44,16,0,28
"S00123897",52,16,0,36
"S00123898",38,12,0,26
"S00123899",64,11,0,53
"S00123900",52,8,0,44
"S00123901",50,5,0,45
"S00123902",44,23,0,21
"S00123903",48,21,0,27
"S00123904",40,20,0,20
"S00123905",52,16,0,36
"S00123906",49,26,0,23
"S00123907",63,1,0,62
"S00123908",56,6,0,50
"S00123909",69,12,0,57
"S00123910",52,4,0,48
"S00123911",53,17,0,36
"S00123912",43,14,0,29
"S00123913",45,10,0,35
"S00123914",59,7,0,52
"S00123915",56,17,0,39
"S00123916",27,10,0,17
"S00123917",51,13,0,38
"S00123918",27,4,0,23
"S00123919",49,8,0,41
"S00123920",48,15,0,33
"S00123921",43,23,0,20
"S00123922",34,4,0,30
"S00123923",46,35,0,11
"S00123924",68,14,0,54
"S00123925",48,25,0,23
"S00123926",62,3,0,59
"S00123927",44,2,0,42
"S00123928",32,0,0,32
"S00123929",58,0,0,58
"S00123930",65,19,0,46
"S00123931",73,0,0,73
"S00123932",45,8,0,37
"S00123933",34,4,0,30
"S00123934",49,7,0,42
"S00123935",35,11,0,24
"S00123936",45,7,0,38
"S00123937",51,16,0,35
"S00123938",46,14,0,32
"S00123939",69,10,0,59
"S00123940",61,21,0,40
"S00123941",71,5,0,66
"S00123942",58,8,0,50
"S00123943",39,16,0,23
"S00123944",44,8,0,36
"S00123945",48,11,0,37
"S00123946",61,17,0,44
"S00123947",63,11,0,52
"S00123948",55,3,0,52
"S00123949",71,8,0,63
"S00123950",34,1,0,33
"S00123951",45,9,0,36
"S00123952",51,11,0,40
"S00123953",61,14,0,47
"S00123954",48,1,0,47
"S00123955",47,10,0,37
"S00123956",25,1,0,24
"S00123957",45,8,0,37
"S00123958",60,7,0,53
"S00123959",55,16,0,39
"S00123960",72,17,0,55
"S00123961",63,14,0,49
"S00123962",50,6,0,44
"S00123963",45,1,0,44
"S00123964",49,4,0,45
"S00123965",39,8,0,31
"S00123966",44,5,0,39
"S00123967",44,11,0,33
"S00123968",44,7,0,37
"S00123969",40,6,0,34
"S00123970",71,10,0,61
"S00123971",60,8,0,52
"S00123972",27,4,0,23
"S00123973",64,6,0,58
"S00123974",63,24,0,39
"S00123975",49,9,0,40
"S00123976",47,0,0,47
"S00123977",40,4,0,36
"S00123978",61,11,0,50
"S00123979",58,10,0,48
"S00123980",42,7,0,35
"S00123981",46,8,0,38
"S00123982",44,6,0,38
"S00123983",67,10,0,57
"S00123984",61,10,0,51
"S00123985",72,9,0,63
"S00123986",59,10,0,49
"S00123987",73,14,0,59
"S00123988",47,7,0,40
"S00123989",41,3,0,38
"S00123990",38,5,0,33
"S00123991",51,11,0,40
"S00123992",45,5,0,40
"S00123993",41,11,0,30
"S00123994",43,6,0,37
"S00123995",55,7,0,48
"S00123996",42,10,0,32
"S00123997",43,13,0,30
"S00123998",52,2,0,50
"S00123999",52,7,0,45
"S00124000",45,6,0,39
"S00124001",59,13,0,46
"S00124002",63,15,0,48
"S00124003",48,10,0,38
"S00124004",52,3,0,49
"S00124005",75,6,0,69
"S00124006",47,14,0,33
"S00124007",60,7,0,53
"S00124008",38,9,0,29
"S00124009",41,8,0,33
"S00124010",58,10,0,48
"S00124011",38,7,0,31
"S00124012",58,10,0,48
"S00124013",50,13,0,37
"S00124014",36,1,0,35
"S00124015",57,12,0,45
"S00124016",60,17,0,43
"S00124017",43,6,0,37
"S00124018",54,9,0,45
"S00124019",44,9,0,35
"S00124020",69,16,0,53
"S00124021",44,7,0,37
"S00124022",51,8,0,43
"S00124023",41,5,0,36
"S00124024",56,7,0,49
"S00124025",55,13,0,42
"S00124026",55,18,0,37
"S00124027",61,17,0,44
"S00124028",66,11,0,55
"S00124029",36,0,0,36
"S00124030",52,5,0,47
"S00124031",55,11,0,44
"S00124032",46,8,0,38
"S00124033",44,21,0,23
"S00124034",67,35,0,32
"S00124035",76,10,0,66
"S00124036",75,28,0,47
"S00124037",84,24,0,60
"S00124038",64,25,0,39
"S00124039",74,40,0,34
"S00124040",36,6,1,29
"S00124041",61,14,0,47
"S00124042",42,6,0,36
"S00124043",39,17,0,22
"S00124044",59,13,0,46
"S00124045",48,17,0,31
"S00124046",44,9,0,35
"S00124047",48,23,0,25
"S00124048",44,9,0,35
"S00124049",45,27,0,18
"S00124050",48,13,0,35
"S00124051",47,7,0,40
"S00124052",44,4,0,40
"S00124053",39,6,0,33
"S00124054",40,8,0,32
"S00124055",48,6,0,42
"S00124056",44,13,0,31
"S00124057",45,10,0,35
"S00124058",53,21,0,32
"S00124059",49,7,0,42
"S00124060",48,5,0,43
"S00124061",48,19,0,29
"S00124062",46,1,0,45
"S00124063",38,7,0,31
"S00124064",71,25,0,46
"S00124065",46,12,0,34
"S00124066",28,11,0,17
"S00124067",50,20,0,30
"S00124068",27,11,0,16
"S00124069",66,16,0,50
"S00124070",34,14,0,20
"S00124071",67,31,0,36
"S00124072",67,22,0,45
"S00124073",75,34,0,41
"S00124074",66,20,0,46
"S00124075",66,27,0,39
"S00124076",64,15,0,49
"S00124077",47,14,0,33
"S00124078",70,14,0,56
"S00124079",46,23,0,23
"S00124080",46,20,0,26
"S00124081",78,51,1,26
"S00124082",71,14,0,57
"S00124083",73,22,0,51
"S00124084",52,11,0,41
"S00124085",41,11,0,30
"S00124086",54,7,0,47
"S00124087",49,2,0,47
"S00124088",29,11,0,18
"S00124089",72,22,0,50
"S00124090",48,12,0,36
"S00124091",28,3,0,25
"S00124092",70,11,0,59
"S00124093",47,22,0,25
"S00124094",56,26,0,30
"S00124095",48,10,0,38
"S00124096",57,5,0,52
"S00124097",48,10,0,38
"S00124098",38,6,0,32
"S00124099",48,3,0,45
"S00124100",31,7,0,24
"S00124101",42,10,0,32
"S00124102",71,12,0,59
"S00124103",53,10,0,43
"S00124104",33,10,0,23
"S00124105",49,12,0,37
"S00124106",62,4,0,58
"S00124107",49,17,0,32
"S00124108",31,1,0,30
"S00124109",55,21,0,34
"S00124110",48,9,0,39
"S00124111",48,15,0,33
"S00124112",47,8,0,39
"S00124113",42,5,0,37
"S00124114",49,10,0,39
"S00124115",54,19,0,35
"S00124116",41,12,0,29
"S00124117",68,8,0,60
"S00124118",40,10,0,30
"S00124119",41,10,0,31
"S00124120",45,14,0,31
"S00124121",46,15,0,31
"S00124122",49,17,0,32
"S00124123",65,15,0,50
"S00124124",69,20,0,49
"S00124125",53,9,0,44
"S00124126",57,7,0,50
"S00124127",58,16,0,42
"S00124128",43,15,0,28
"S00124129",59,9,0,50
"S00124130",50,13,0,37
"S00124131",50,19,0,31
"S00124132",54,17,0,37
"S00124133",50,14,0,36
"S00124134",49,20,0,29
"S00124135",53,10,0,43
"S00124136",35,6,0,29
"S00124137",25,9,0,16
"S00124138",51,19,0,32
"S00124139",42,6,0,36
"S00124140",38,5,0,33
"S00124141",40,10,0,30
"S00124142",68,31,0,37
"S00124143",41,5,0,36
"S00124144",54,11,0,43
"S00124145",42,5,0,37
"S00124146",48,3,0,45
"S00124147",59,9,0,50
"S00124148",43,8,0,35
"S00124149",70,16,0,54
"S00124150",67,15,0,52
"S00124151",50,13,0,37
"S00124152",50,8,0,42
"S00124153",46,7,0,39
"S00124154",73,19,0,54
"S00124155",62,12,0,50
"S00124156",56,6,0,50
"S00124157",47,10,0,37
"S00124158",45,10,0,35
"S00124159",69,19,0,50
"S00124160",47,20,0,27
"S00124161",42,7,0,35
"S00124162",49,0,0,49
"S00124163",51,0,0,51
"S00124164",87,26,0,61
"S00124165",53,43,0,10
"S00124166",46,8,0,38
"S00124167",80,6,0,74
"S00124168",55,9,0,46
"S00124169",48,6,0,42
"S00124170",40,8,0,32
"S00124171",51,10,0,41
"S00124172",47,30,0,17
"S00124173",42,8,0,34
"S00124174",48,2,0,46
"S00124175",77,15,0,62
"S00124176",56,6,0,50
"S00124177",51,11,0,40
"S00124178",47,10,0,37
"S00124179",45,13,0,32
"S00124180",38,2,0,36
"S00124181",67,9,0,58
"S00124182",59,4,0,55
"S00124183",47,8,0,39
"S00124184",58,2,0,56
"S00124185",53,7,0,46
"S00124186",61,15,0,46
"S00124187",48,2,0,46
"S00124188",39,10,0,29
"S00124189",54,6,0,48
"S00124190",56,8,0,48
"S00124191",49,4,0,45
"S00124192",46,13,0,33
"S00124193",43,19,0,24
"S00124194",38,18,0,20
"S00124195",72,10,0,62
"S00124196",49,6,0,43
"S00124197",67,13,0,54
"S00124198",68,5,0,63
"S00124199",53,5,0,48
"S00124200",73,9,0,64
"S00124201",54,9,0,45
"S00124202",53,22,0,31
"S00124203",56,14,0,42
"S00124204",53,16,0,37
"S00124205",43,3,0,40
"S00124206",71,10,0,61
"S00124207",76,4,0,72
"S00124208",69,16,0,53
"S00124209",88,19,0,69
"S00124210",75,23,0,52
"S00124211",61,7,0,54
"S00124212",56,6,0,50
"S00124213",49,6,0,43
"S00124214",82,34,0,48
"S00124215",51,7,0,44
"S00124216",60,15,0,45
"S00124217",38,10,0,28
"S00124218",41,3,0,38
"S00124219",42,5,0,37
"S00124220",38,4,0,34
"S00124221",42,11,0,31
"S00124222",53,25,0,28
"S00124223",72,19,0,53
"S00124224",67,16,0,51
"S00124225",61,21,0,40
"S00124226",42,1,0,41
"S00124227",60,4,0,56
"S00124228",58,10,0,48
"S00124229",56,5,0,51
"S00124230",58,5,0,53
"S00124231",58,8,0,50
"S00124232",56,0,0,56
"S00124233",54,0,0,54
"S00124234",44,5,0,39
"S00124235",37,1,0,36
"S00124236",51,16,0,35
"S00124237",40,9,0,31
"S00124238",55,15,0,40
"S00124239",54,13,0,41
"S00124240",55,10,0,45
"S00124241",43,5,0,38
"S00124242",60,6,0,54
"S00124243",59,7,0,52
"S00124244",76,8,0,68
"S00124245",62,11,0,51
"S00124246",48,6,0,42
"S00124247",48,4,0,44
"S00124248",46,4,0,42
"S00124249",60,12,0,48
"S00124250",46,13,0,33
"S00124251",41,13,0,28
"S00124252",59,14,0,45
"S00124253",50,3,0,47
"S00124254",41,26,0,15
"S00124255",73,17,0,56
"S00124256",68,15,0,53
"S00124257",74,16,0,58
"S00124258",64,15,0,49
"S00124259",50,5,0,45
"S00124260",43,10,0,33
"S00124261",47,2,0,45
"S00124262",51,15,0,36
"S00124263",74,19,0,55
"S00124264",60,22,0,38
"S00124265",76,16,0,60
"S00124266",59,4,0,55
"S00124267",72,5,0,67
"S00124268",75,33,1,41
"S00124269",31,12,0,19
"S00124270",26,5,0,21
"S00124271",69,14,0,55
"S00124272",65,25,0,40
"S00124273",67,24,0,43
"S00124274",62,16,0,46
"S00124275",55,8,0,47
"S00124276",42,10,0,32
"S00124277",44,7,0,37
"S00124278",49,13,0,36
"S00124279",47,9,0,38
"S00124280",35,8,0,27
"S00124281",66,9,0,57
"S00124282",32,4,0,28
"S00124283",32,2,0,30
"S00124284",46,12,0,34
"S00124285",50,10,0,40
"S00124286",29,9,0,20
"S00124287",49,2,0,47
"S00124288",39,4,0,35
"S00124289",40,5,0,35
"S00124290",55,15,0,40
"S00124291",60,8,0,52
"S00124292",55,13,0,42
"S00124293",49,7,0,42
"S00124294",46,8,0,38
"S00124295",49,2,0,47
"S00124296",33,5,0,28
"S00124297",62,22,0,40
"S00124298",64,20,0,44
"S00124299",47,12,0,35
"S00124300",41,10,0,31
"S00124301",48,9,0,39
"S00124302",38,13,0,25
"S00124303",45,18,0,27
"S00124304",64,18,0,46
"S00124305",55,14,0,41
"S00124306",48,9,0,39
"S00124307",41,11,0,30
"S00124308",63,10,0,53
"S00124309",54,10,0,44
"S00124310",32,8,0,24
"S00124311",46,13,0,33
"S00124312",26,7,0,19
"S00124313",102,8,0,94
"S00124314",33,13,0,20
"S00124315",63,10,0,53
"S00124316",47,3,0,44
"S00124317",48,12,0,36
"S00124318",52,11,0,41
"S00124319",44,8,0,36
"S00124320",47,8,0,39
"S00124321",67,10,0,57
"S00124322",46,8,0,38
"S00124323",48,4,0,44
"S00124324",46,12,0,34
"S00124325",59,16,0,43
"S00124326",43,7,0,36
"S00124327",53,15,0,38
"S00124328",45,4,0,41
"S00124329",44,6,0,38
"S00124330",50,8,0,42
"S00124331",51,7,0,44
"S00124332",42,5,0,37
"S00124333",40,4,0,36
"S00124334",53,6,0,47
"S00124335",50,3,0,47
"S00124336",52,2,0,50
"S00124337",51,7,0,44
"S00124338",37,5,0,32
"S00124339",51,3,0,48
"S00124340",53,5,0,48
"S00124341",41,2,0,39
"S00124342",73,20,0,53
"S00124343",71,15,0,56
"S00124344",47,5,0,42
"S00124345",47,4,0,43
"S00124346",47,5,0,42
"S00124347",43,20,0,23
"S00124348",70,24,0,46
"S00124349",68,9,0,59
"S00124350",64,10,0,54
"S00124351",44,5,0,39
"S00124352",55,11,0,44
"S00124353",60,9,0,51
"S00124354",52,14,0,38
"S00124355",43,4,0,39
"S00124356",41,15,0,26
"S00124357",52,9,0,43
"S00124358",43,6,0,37
"S00124359",40,16,0,24
"S00124360",29,7,0,22
"S00124361",41,8,0,33
"S00124362",50,13,0,37
"S00124363",48,16,0,32
"S00124364",37,2,0,35
"S00124365",43,18,0,25
"S00124366",40,5,0,35
"S00124367",55,16,0,39
"S00124368",39,13,0,26
"S00124369",40,6,0,34
"S00124370",72,4,0,68
"S00124371",28,8,0,20
"S00124372",37,8,0,29
"S00124373",55,11,0,44
"S00124374",56,7,0,49
"S00124375",69,5,0,64
"S00124376",58,3,0,55
"S00124377",50,8,0,42
"S00124378",56,9,0,47
"S00124379",70,39,0,31
"S00124380",71,13,0,58
"S00124381",50,8,0,42
"S00124382",61,11,0,50
"S00124383",64,13,0,51
"S00124384",35,2,0,33
"S00124385",49,14,0,35
"S00124386",56,10,0,46
"S00124387",41,15,0,26
"S00124388",44,8,0,36
"S00124389",46,4,0,42
"S00124390",44,13,0,31
"S00124391",42,7,0,35
"S00124392",58,5,0,53
"S00124393",61,12,0,49
"S00124394",29,7,0,22
"S00124395",71,15,0,56
"S00124396",26,7,0,19
"S00124397",53,18,0,35
"S00124398",68,19,0,49
"S00124399",78,21,0,57
"S00124400",70,8,1,61
"S00124401",67,1,0,66
"S00124402",50,16,0,34
"S00124403",51,7,0,44
"S00124404",45,9,0,36
"S00124405",87,3,0,84
"S00124406",54,3,0,51
"S00124407",47,2,0,45
"S00124408",41,8,0,33
"S00124409",59,10,0,49
"S00124410",70,12,0,58
"S00124411",64,20,0,44
"S00124412",21,0,0,21
"S00124413",51,6,0,45
"S00124414",44,4,0,40
"S00124415",41,2,0,39
"S00124416",50,6,0,44
"S00124417",48,3,0,45
"S00124418",35,1,0,34
"S00124419",62,5,0,57
"S00124420",63,7,0,56
"S00124421",71,13,0,58
"S00124422",50,3,0,47
"S00124423",50,23,0,27
"S00124424",41,4,0,37
"S00124425",51,7,0,44
"S00124426",66,14,0,52
"S00124427",49,7,0,42
"S00124428",64,12,0,52
"S00124429",41,5,0,36
"S00124430",79,8,3,68
"S00124431",35,4,0,31
"S00124432",43,6,0,37
"S00124433",40,11,0,29
"S00124434",68,9,0,59
"S00124435",47,17,0,30
"S00124436",45,18,0,27
"S00124437",54,28,0,26
"S00124438",49,17,0,32
"S00124439",62,19,0,43
"S00124440",64,28,0,36
"S00124441",41,7,0,34
"S00124442",35,9,0,26
"S00124443",54,17,0,37
"S00124444",42,12,0,30
"S00124445",41,19,0,22
"S00124446",58,7,0,51
"S00124447",43,20,0,23
"S00124448",44,7,0,37
"S00124449",71,22,0,49
"S00124450",41,17,0,24
"S00124451",56,23,0,33
"S00124452",45,19,0,26
"S00124453",39,9,0,30
"S00124454",67,18,0,49
"S00124455",39,6,0,33
"S00124456",36,11,0,25
"S00124457",51,20,0,31
"S00124458",46,14,0,32
"S00124459",58,14,0,44
"S00124460",45,17,0,28
"S00124461",39,14,0,25
"S00124462",46,12,0,34
"S00124463",66,19,0,47
"S00124464",66,21,0,45
"S00124465",65,21,0,44
"S00124466",42,14,0,28
"S00124467",52,19,0,33
"S00124468",45,9,0,36
"S00124469",41,13,0,28
"S00124470",70,21,0,49
"S00124471",70,22,0,48
"S00124472",49,23,0,26
"S00124473",56,12,0,44
"S00124474",56,17,0,39
"S00124475",51,10,0,41
"S00124476",30,13,0,17
"S00124477",34,8,0,26
"S00124478",63,8,0,55
"S00124479",80,20,0,60
"S00124480",44,2,0,42
"S00124481",36,5,0,31
"S00124482",44,10,0,34
"S00124483",36,2,0,34
"S00124484",52,12,0,40
"S00124485",78,20,0,58
"S00124486",76,32,0,44
"S00124487",51,11,0,40
"S00124488",50,6,0,44
"S00124489",55,14,0,41
"S00124490",26,6,0,20
"S00124491",54,16,0,38
"S00124492",54,7,0,47
"S00124493",40,6,0,34
"S00124494",52,22,0,30
"S00124495",57,19,0,38
"S00124496",53,24,0,29
"S00124497",57,9,0,48
"S00124498",61,23,0,38
"S00124499",32,7,0,25
"S00124500",63,8,0,55
"S00124501",58,11,0,47
"S00124502",74,23,0,51
"S00124503",68,18,0,50
"S00124504",34,5,0,29
"S00124505",54,15,0,39
"S00124506",64,18,0,46
"S00124507",46,15,0,31
"S00124508",41,17,0,24
"S00124509",46,7,0,39
"S00124510",41,7,0,34
"S00124511",43,8,0,35
"S00124512",82,10,0,72
"S00124513",58,16,0,42
"S00124514",56,4,0,52
"S00124515",51,3,0,48
"S00124516",43,2,0,41
"S00124517",42,16,0,26
"S00124518",75,12,0,63
"S00124519",72,15,0,57
"S00124520",54,8,0,46
"S00124521",55,17,0,38
"S00124522",50,24,0,26
"S00124523",31,6,0,25
"S00124524",56,4,0,52
"S00124525",63,17,0,46
"S00124526",60,8,0,52
"S00124527",40,14,0,26
"S00124528",42,8,0,34
"S00124529",39,9,0,30
"S00124530",40,3,0,37
"S00124531",54,6,0,48
"S00124532",45,12,0,33
"S00124533",43,12,0,31
"S00124534",74,22,0,52
"S00124535",53,17,0,36
"S00124536",50,17,0,33
"S00124537",45,16,0,29
"S00124538",40,15,0,25
"S00124539",63,23,0,40
"S00124540",57,19,0,38
"S00124541",53,13,0,40
"S00124542",44,14,0,30
"S00124543",52,6,0,46
"S00124544",49,16,0,33
"S00124545",44,17,0,27
"S00124546",59,11,0,48
"S00124547",37,8,0,29
"S00124548",58,7,0,51
"S00124549",61,18,0,43
"S00124550",42,16,0,26
"S00124551",66,16,0,50
"S00124552",69,23,0,46
"S00124553",64,18,0,46
"S00124554",65,30,0,35
"S00124555",48,3,0,45
"S00124556",76,9,0,67
"S00124557",59,17,0,42
