output_area,total,active,inactive
S00127228,35,27,8
S00127229,72,46,26
S00127230,117,73,44
S00127231,56,41,15
S00127232,88,65,23
S00127233,48,29,19
S00127234,68,53,15
S00127235,30,13,17
S00127236,55,50,5
S00127237,94,86,8
S00127238,102,73,29
S00127239,105,72,33
S00127240,134,103,31
S00127241,73,40,33
S00127242,81,67,14
S00127243,97,81,16
S00127244,82,65,17
S00127245,95,77,18
S00127246,70,62,8
S00127247,100,73,27
S00127248,56,40,16
S00127249,126,97,29
S00127250,113,83,30
S00127251,122,104,18
S00127252,47,34,13
S00127253,72,48,24
S00127254,88,72,16
S00127255,38,29,9
S00127256,154,144,10
S00127257,129,116,13
S00127258,101,87,14
S00127259,144,133,11
S00127260,96,86,10
S00127261,102,90,12
S00127262,49,46,3
S00127263,53,45,8
S00127264,104,76,28
S00127265,81,62,19
S00127266,108,73,35
S00127267,133,88,45
S00127268,83,62,21
S00127269,77,51,26
S00127270,55,31,24
S00127271,80,39,41
S00127272,35,28,7
S00127273,101,73,28
S00127274,54,36,18
S00127275,70,48,22
S00127276,74,48,26
S00127277,70,34,36
S00127278,96,77,19
S00127279,52,42,10
S00127280,44,36,8
S00127281,24,14,10
S00127282,37,20,17
S00127283,65,46,19
S00127284,129,99,30
S00127285,75,60,15
S00127286,76,36,40
S00127287,83,65,18
S00127288,93,82,11
S00127289,78,47,31
S00127290,82,49,33
S00127291,60,37,23
S00127292,67,38,29
S00127293,61,48,13
S00127294,70,42,28
S00127295,133,47,86
S00127296,94,51,43
S00127297,44,24,20
S00127298,70,53,17
S00127299,51,34,17
S00127300,86,69,17
S00127301,569,81,488
S00127302,53,40,13
S00127303,53,45,8
S00127304,18,9,9
S00127305,102,80,22
S00127306,57,45,12
S00127307,46,27,19
S00127308,87,65,22
S00127309,97,72,25
S00127310,90,75,15
S00127311,57,53,4
S00127312,60,44,16
S00127313,76,68,8
S00127314,78,59,19
S00127315,124,85,39
S00127316,83,67,16
S00127317,18,2,16
S00127318,108,91,17
S00127319,56,53,3
S00127320,56,39,17
S00127321,85,76,9
S00127322,137,90,47
S00127323,47,32,15
S00127324,120,94,26
S00127325,73,53,20
S00127326,61,44,17
S00127327,118,84,34
S00127328,60,45,15
S00127329,62,37,25
S00127330,73,44,29
S00127331,108,80,28
S00127332,66,57,9
S00127333,81,59,22
S00127334,98,58,40
S00127335,77,40,37
S00127336,70,33,37
S00127337,106,53,53
S00127338,100,64,36
S00127339,70,51,19
S00127340,76,60,16
S00127341,95,65,30
S00127342,78,48,30
S00127343,108,77,31
S00127344,42,26,16
S00127345,66,52,14
S00127346,88,65,23
S00127347,96,86,10
S00127348,73,46,27
S00127349,53,35,18
S00127350,96,62,34
S00127351,62,38,24
S00127352,120,91,29
S00127353,40,16,24
S00127354,32,6,26
S00127355,52,25,27
S00127356,118,82,36
S00127357,36,18,18
S00127358,108,77,31
S00127359,57,42,15
S00127360,98,73,25
S00127361,64,45,19
S00127362,33,20,13
S00127363,88,59,29
S00127364,64,46,18
S00127365,98,75,23
S00127366,138,104,34
S00127367,113,74,39
S00127368,107,67,40
S00127369,48,39,9
S00127370,113,78,35
S00127371,113,92,21
S00127372,261,176,85
S00127373,84,57,27
S00127374,41,22,19
S00127375,60,30,30
S00127376,66,33,33
S00127377,38,22,16
S00127378,107,77,30
S00127379,75,53,22
S00127380,75,54,21
S00127381,111,93,18
S00127382,132,115,17
S00127383,116,90,26
S00127384,103,81,22
S00127385,123,98,25
S00127386,136,116,20
S00127387,107,87,20
S00127388,81,40,41
S00127389,87,61,26
S00127390,87,72,15
S00127391,59,47,12
S00127392,50,46,4
S00127393,50,41,9
S00127394,46,25,21
S00127395,108,77,31
S00127396,122,91,31
S00127397,82,54,28
S00127398,93,74,19
S00127399,57,36,21
S00127400,39,30,9
S00127401,126,84,42
S00127402,88,63,25
S00127403,60,37,23
S00127404,92,59,33
S00127405,69,43,26
S00127406,88,57,31
S00127407,89,46,43
S00127408,116,79,37
S00127409,98,86,12
S00127410,90,64,26
S00127411,102,76,26
S00127412,78,36,42
S00127413,81,46,35
S00127414,58,42,16
S00127415,82,58,24
S00127416,96,64,32
S00127417,112,73,39
S00127418,21,8,13
S00127419,54,36,18
S00127420,71,42,29
S00127421,101,63,38
S00127422,61,46,15
S00127423,60,30,30
S00127424,64,35,29
S00127425,57,42,15
S00127426,84,66,18
S00127427,42,28,14
S00127428,73,50,23
S00127429,117,88,29
S00127430,86,55,31
S00127431,142,85,57
S00127432,103,59,44
S00127433,118,77,41
S00127434,75,45,30
S00127435,45,26,19
S00127436,48,27,21
S00127437,48,25,23
S00127438,43,24,19
S00127439,67,34,33
S00127440,94,45,49
S00127441,62,37,25
S00127442,69,42,27
S00127443,57,29,28
S00127444,57,31,26
S00127445,52,26,26
S00127446,45,21,24
S00127447,49,24,25
S00127448,64,28,36
S00127449,90,50,40
S00127450,66,47,19
S00127451,98,63,35
S00127452,51,32,19
S00127453,45,39,6
S00127454,66,34,32
S00127455,66,54,12
S00127456,61,48,13
S00127457,74,46,28
S00127458,153,124,29
S00127459,125,72,53
S00127460,87,78,9
S00127461,45,17,28
S00127462,76,59,17
S00127463,99,78,21
S00127464,89,50,39
S00127465,56,42,14
S00127466,66,29,37
S00127467,61,55,6
S00127468,92,52,40
S00127469,67,42,25
S00127470,84,51,33
S00127471,38,10,28
S00127472,67,40,27
S00127473,68,55,13
S00127474,91,50,41
S00127475,94,57,37
S00127476,45,27,18
S00127477,79,32,47
S00127478,107,98,9
S00127479,74,51,23
S00127480,83,36,47
S00127481,53,32,21
S00127482,56,27,29
S00127483,81,45,36
S00127484,73,55,18
S00127485,132,84,48
S00127486,64,33,31
S00127487,62,46,16
S00127488,95,56,39
S00127489,57,44,13
S00127490,64,50,14
S00127491,77,53,24
S00127492,56,45,11
S00127493,73,51,22
S00127494,86,44,42
S00127495,90,58,32
S00127496,68,48,20
S00127497,70,36,34
S00127498,79,50,29
S00127499,57,39,18
S00127500,66,38,28
S00127501,53,34,19
S00127502,62,41,21
S00127503,81,49,32
S00127504,45,33,12
S00127505,57,37,20
S00127506,129,103,26
S00127507,105,53,52
S00127508,60,42,18
S00127509,80,64,16
S00127510,114,75,39
S00127511,111,67,44
S00127512,83,56,27
S00127513,119,78,41
S00127514,45,22,23
S00127515,94,65,29
S00127516,105,72,33
S00127517,116,67,49
S00127518,107,73,34
S00127519,142,93,49
S00127520,62,34,28
S00127521,99,66,33
S00127522,79,52,27
S00127523,93,46,47
S00127524,52,34,18
S00127525,77,46,31
S00127526,72,50,22
S00127527,138,81,57
S00127528,44,27,17
S00127529,129,71,58
S00127530,70,48,22
S00127531,68,46,22
S00127532,117,85,32
S00127533,118,83,35
S00127534,65,47,18
S00127535,59,31,28
S00127536,62,41,21
S00127537,74,50,24
S00127538,61,39,22
S00127539,53,32,21
S00127540,107,72,35
S00127541,79,54,25
S00127542,115,76,39
S00127543,73,44,29
S00127544,123,80,43
S00127545,92,69,23
S00127546,103,72,31
S00127547,111,75,36
S00127548,52,31,21
S00127549,150,94,56
S00127550,110,64,46
S00127551,137,99,38
S00127552,100,61,39
S00127553,91,68,23
S00127554,114,85,29
S00127555,123,77,46
S00127556,106,73,33
S00127557,85,53,32
S00127558,99,75,24
S00127559,78,46,32
S00127560,88,59,29
S00127561,95,73,22
S00127562,75,58,17
S00127563,94,64,30
S00127564,55,37,18
S00127565,118,72,46
S00127566,69,54,15
S00127567,101,74,27
S00127568,100,65,35
S00127569,98,69,29
S00127570,78,55,23
S00127571,50,36,14
S00127572,86,60,26
S00127573,90,52,38
S00127574,151,95,56
S00127575,59,34,25
S00127576,73,54,19
S00127577,127,80,47
S00127578,105,63,42
S00127579,84,71,13
S00127580,59,46,13
S00127581,116,67,49
S00127582,69,50,19
S00127583,103,66,37
S00127584,81,52,29
S00127585,69,60,9
S00127586,98,64,34
S00127587,103,72,31
S00127588,103,75,28
S00127589,100,78,22
S00127590,133,96,37
S00127591,138,98,40
S00127592,110,82,28
S00127593,106,74,32
S00127594,39,28,11
S00127595,118,79,39
S00127596,127,87,40
S00127597,48,26,22
S00127598,107,63,44
S00127599,121,79,42
S00127600,49,36,13
S00127601,83,57,26
S00127602,73,41,32
S00127603,66,50,16
S00127604,43,30,13
S00127605,122,64,58
S00127606,75,46,29
S00127607,86,52,34
S00127608,60,34,26
S00127609,33,24,9
S00127610,78,53,25
S00127611,70,42,28
S00127612,57,33,24
S00127613,69,40,29
S00127614,120,75,45
S00127615,97,66,31
S00127616,100,54,46
S00127617,53,31,22
S00127618,48,28,20
S00127619,58,35,23
S00127620,83,53,30
S00127621,104,65,39
S00127622,98,60,38
S00127623,125,87,38
S00127624,57,36,21
S00127625,83,55,28
S00127626,73,59,14
S00127627,55,45,10
S00127628,70,40,30
S00127629,62,46,16
S00127630,59,44,15
S00127631,97,68,29
S00127632,66,46,20
S00127633,77,52,25
S00127634,47,32,15
S00127635,80,60,20
S00127636,44,31,13
S00127637,116,77,39
S00127638,72,45,27
S00127639,75,60,15
S00127640,62,34,28
S00127641,51,26,25
S00127642,58,32,26
S00127643,93,62,31
S00127644,86,55,31
S00127645,85,50,35
S00127646,125,92,33
S00127647,76,43,33
S00127648,68,41,27
S00127649,62,42,20
S00127650,53,37,16
S00127651,112,73,39
S00127652,58,34,24
S00127653,48,29,19
S00127654,94,84,10
S00127655,67,43,24
S00127656,45,25,20
S00127657,49,28,21
S00127658,39,12,27
S00127659,108,88,20
S00127660,72,51,21
S00127661,69,42,27
S00127662,70,52,18
S00127663,103,73,30
S00127664,74,45,29
S00127665,75,59,16
S00127666,55,41,14
S00127667,93,57,36
S00127668,60,30,30
S00127669,110,80,30
S00127670,43,40,3
S00127671,78,57,21
S00127672,95,75,20
S00127673,89,70,19
S00127674,85,54,31
S00127675,81,41,40
S00127676,62,41,21
S00127677,86,53,33
S00127678,89,68,21
S00127679,75,36,39
S00127680,54,28,26
S00127681,61,38,23
S00127682,74,26,48
S00127683,81,50,31
S00127684,67,47,20
S00127685,68,46,22
S00127686,82,52,30
S00127687,106,81,25
S00127688,96,60,36
S00127689,59,44,15
S00127690,53,38,15
S00127691,52,34,18
S00127692,77,39,38
S00127693,47,34,13
S00127694,60,35,25
S00127695,79,60,19
S00127696,68,55,13
S00127697,58,20,38
S00127698,65,35,30
S00127699,117,67,50
S00127700,55,37,18
S00127701,63,40,23
S00127702,64,35,29
S00127703,70,35,35
S00127704,48,37,11
S00127705,38,25,13
S00127706,62,48,14
S00127707,81,60,21
S00127708,55,36,19
S00127709,98,63,35
S00127710,76,56,20
S00127711,107,52,55
S00127712,83,53,30
S00127713,92,81,11
S00127714,77,63,14
S00127715,91,63,28
S00127716,87,52,35
S00127717,82,39,43
S00127718,50,30,20
S00127719,67,32,35
S00127720,110,77,33
S00127721,60,38,22
S00127722,83,51,32
S00127723,95,72,23
S00127724,87,60,27
S00127725,99,74,25
S00127726,77,45,32
S00127727,69,48,21
S00127728,119,92,27
S00127729,83,77,6
S00127730,58,26,32
S00127731,82,54,28
S00127732,93,67,26
S00127733,48,35,13
S00127734,56,42,14
S00127735,89,58,31
S00127736,56,37,19
S00127737,68,47,21
S00127738,66,45,21
S00127739,107,74,33
S00127740,87,62,25
S00127741,70,48,22
S00127742,51,33,18
S00127743,50,41,9
S00127744,103,78,25
S00127745,124,98,26
S00127746,95,76,19
S00127747,81,55,26
S00127748,79,55,24
S00127749,110,71,39
S00127750,69,49,20
S00127751,81,55,26
S00127752,88,55,33
S00127753,40,30,10
S00127754,60,44,16
S00127755,91,53,38
S00127756,85,52,33
S00127757,120,75,45
S00127758,94,71,23
S00127759,92,69,23
S00127760,88,75,13
S00127761,80,58,22
S00127762,73,49,24
S00127763,66,38,28
S00127764,105,75,30
S00127765,124,76,48
S00127766,124,90,34
S00127767,90,68,22
S00127768,110,76,34
S00127769,59,47,12
S00127770,124,95,29
S00127771,119,78,41
S00127772,55,27,28
S00127773,62,40,22
S00127774,71,51,20
S00127775,94,74,20
S00127776,82,59,23
S00127777,78,49,29
S00127778,151,96,55
S00127779,140,99,41
S00127780,92,58,34
S00127781,82,54,28
S00127782,88,70,18
S00127783,79,45,34
S00127784,79,45,34
S00127785,76,42,34
S00127786,101,75,26
S00127787,61,40,21
S00127788,76,52,24
S00127789,112,88,24
S00127790,51,32,19
S00127791,124,95,29
S00127792,97,70,27
S00127793,86,60,26
S00127794,83,56,27
S00127795,89,60,29
S00127796,86,80,6
S00127797,96,68,28
S00127798,105,68,37
S00127799,95,82,13
S00127800,56,25,31
S00127801,44,29,15
S00127802,43,12,31
S00127803,44,12,32
S00127804,52,17,35
S00127805,38,16,22
S00127806,62,33,29
S00127807,58,43,15
S00127808,104,83,21
S00127809,117,93,24
S00127810,57,46,11
S00127811,81,57,24
S00127812,128,96,32
S00127813,99,80,19
S00127814,69,47,22
S00127815,82,61,21
S00127816,68,55,13
S00127817,87,54,33
S00127818,49,20,29
S00127819,82,49,33
S00127820,78,45,33
S00127821,68,41,27
S00127822,62,33,29
S00127823,80,38,42
S00127824,58,28,30
S00127825,45,28,17
S00127826,64,36,28
S00127827,40,18,22
S00127828,58,40,18
S00127829,100,81,19
S00127830,83,48,35
S00127831,97,68,29
S00127832,62,36,26
S00127833,154,101,53
S00127834,141,102,39
S00127835,59,39,20
S00127836,75,55,20
S00127837,57,37,20
S00127838,65,41,24
S00127839,135,102,33
S00127840,86,47,39
S00127841,93,60,33
S00127842,82,68,14
S00127843,52,36,16
S00127844,62,41,21
S00127845,108,79,29
S00127846,101,70,31
S00127847,74,61,13
S00127848,86,64,22
S00127849,50,38,12
S00127850,38,23,15
S00127851,115,73,42
S00127852,59,38,21
S00127853,50,32,18
S00127854,109,68,41
S00127855,79,45,34
S00127856,111,61,50
S00127857,46,37,9
S00127858,130,90,40
S00127859,80,52,28
S00127860,111,81,30
S00127861,267,111,156
S00127862,46,36,10
S00127863,94,51,43
S00127864,77,54,23
S00127865,49,32,17
S00127866,92,51,41
S00127867,85,58,27
S00127868,95,66,29
S00127869,66,42,24
S00127870,86,57,29
S00127871,64,43,21
S00127872,70,48,22
S00127873,86,68,18
S00127874,110,83,27
S00127875,75,40,35
S00127876,92,64,28
S00127877,53,33,20
S00127878,89,58,31
S00127879,72,52,20
S00127880,63,39,24
S00127881,72,47,25
S00127882,91,53,38
S00127883,112,81,31
S00127884,84,62,22
S00127885,74,53,21
S00127886,73,47,26
S00127887,61,45,16
S00127888,70,58,12
S00127889,79,51,28
S00127890,90,66,24
S00127891,85,53,32
S00127892,137,94,43
S00127893,110,68,42
S00127894,88,62,26
S00127895,58,30,28
S00127896,83,45,38
S00127897,108,74,34
S00127898,105,59,46
S00127899,71,47,24
S00127900,77,51,26
S00127901,76,48,28
S00127902,75,48,27
S00127903,85,59,26
S00127904,84,48,36
S00127905,77,54,23
S00127906,80,67,13
S00127907,98,67,31
S00127908,71,53,18
S00127909,89,45,44
S00127910,81,59,22
S00127911,117,80,37
S00127912,114,72,42
S00127913,89,68,21
S00127914,59,38,21
S00127915,75,49,26
S00127916,72,56,16
S00127917,93,71,22
S00127918,93,58,35
S00127919,103,76,27
S00127920,78,49,29
S00127921,43,30,13
S00127922,59,38,21
S00127923,84,51,33
S00127924,71,43,28
S00127925,93,65,28
S00127926,96,72,24
S00127927,147,114,33
S00127928,120,95,25
S00127929,75,55,20
S00127930,56,36,20
S00127931,56,38,18
S00127932,72,57,15
S00127933,103,83,20
S00127934,109,79,30
S00127935,94,58,36
S00127936,66,42,24
S00127937,80,52,28
S00127938,93,57,36
S00127939,71,62,9
S00127940,101,70,31
S00127941,82,65,17
S00127942,53,40,13
S00127943,37,9,28
S00127944,68,62,6
S00127945,87,51,36
S00127946,80,57,23
S00127947,86,37,49
S00127948,80,47,33
S00127949,59,35,24
S00127950,56,47,9
S00127951,54,35,19
S00127952,49,26,23
S00127953,88,64,24
S00127954,83,60,23
S00127955,41,20,21
S00127956,110,73,37
S00127957,71,51,20
S00127958,91,63,28
S00127959,55,42,13
S00127960,45,37,8
S00127961,63,47,16
S00127962,64,42,22
S00127963,43,30,13
S00127964,43,30,13
S00127965,52,24,28
S00127966,50,32,18
S00127967,88,63,25
S00127968,102,65,37
S00127969,81,53,28
S00127970,52,38,14
S00127971,72,53,19
S00127972,81,56,25
S00127973,98,73,25
S00127974,75,53,22
S00127975,110,83,27
S00127976,69,53,16
S00127977,100,62,38
S00127978,104,79,25
S00127979,83,54,29
S00127980,110,77,33
S00127981,101,68,33
S00127982,89,57,32
S00127983,76,63,13
S00127984,73,56,17
S00127985,106,81,25
S00127986,79,59,20
S00127987,69,56,13
S00127988,101,65,36
S00127989,98,75,23
S00127990,112,76,36
S00127991,71,54,17
S00127992,57,37,20
S00127993,118,75,43
S00127994,92,69,23
S00127995,87,59,28
S00127996,79,54,25
S00127997,70,57,13
S00127998,57,38,19
S00127999,35,22,13
S00128000,99,64,35
S00128001,74,56,18
S00128002,76,59,17
S00128003,50,31,19
S00128004,96,66,30
S00128005,67,53,14
S00128006,79,58,21
S00128007,56,35,21
S00128008,50,31,19
S00128009,74,41,33
S00128010,71,52,19
S00128011,85,67,18
S00128012,78,60,18
S00128013,54,35,19
S00128014,88,51,37
S00128015,121,70,51
S00128016,75,47,28
S00128017,59,33,26
S00128018,79,42,37
S00128019,56,38,18
S00128020,69,42,27
S00128021,52,39,13
S00128022,57,42,15
S00128023,58,40,18
S00128024,68,43,25
S00128025,83,56,27
S00128026,99,67,32
S00128027,100,48,52
S00128028,48,29,19
S00128029,97,75,22
S00128030,58,34,24
S00128031,93,47,46
S00128032,84,38,46
S00128033,42,19,23
S00128034,87,67,20
S00128035,110,93,17
S00128036,79,57,22
S00128037,54,43,11
S00128038,52,27,25
S00128039,122,80,42
S00128040,41,15,26
S00128041,41,28,13
S00128042,72,47,25
S00128043,57,29,28
S00128044,99,59,40
S00128045,82,58,24
S00128046,103,70,33
S00128047,74,43,31
S00128048,64,44,20
S00128049,62,47,15
S00128050,72,48,24
S00128051,61,48,13
S00128052,77,52,25
S00128053,98,68,30
S00128054,73,66,7
S00128055,127,80,47
S00128056,51,42,9
S00128057,118,103,15
S00128058,146,135,11
S00128059,93,87,6
S00128060,66,40,26
S00128061,63,38,25
S00128062,72,55,17
S00128063,62,33,29
S00128064,80,62,18
S00128065,59,34,25
S00128066,93,55,38
S00128067,66,37,29
S00128068,72,48,24
S00128069,46,26,20
S00128070,58,27,31
S00128071,58,44,14
S00128072,127,85,42
S00128073,50,32,18
S00128074,71,52,19
S00128075,47,36,11
S00128076,72,46,26
S00128077,90,53,37
S00128078,44,20,24
S00128079,52,28,24
S00128080,82,51,31
S00128081,48,21,27
S00128082,66,33,33
S00128083,70,48,22
S00128084,98,54,44
S00128085,64,38,26
S00128086,49,25,24
S00128087,99,59,40
S00128088,78,45,33
S00128089,64,31,33
S00128090,71,39,32
S00128091,71,40,31
S00128092,70,48,22
S00128093,76,53,23
S00128094,69,36,33
S00128095,72,48,24
S00128096,68,36,32
S00128097,94,52,42
S00128098,86,56,30
S00128099,61,34,27
S00128100,88,52,36
S00128101,91,54,37
S00128102,66,36,30
S00128103,62,38,24
S00128104,79,44,35
S00128105,52,33,19
S00128106,55,33,22
S00128107,57,35,22
S00128108,111,69,42
S00128109,84,48,36
S00128110,88,48,40
S00128111,102,57,45
S00128112,148,98,50
S00128113,102,47,55
S00128114,78,48,30
S00128115,77,56,21
S00128116,66,37,29
S00128117,61,37,24
S00128118,115,77,38
S00128119,77,61,16
S00128120,92,64,28
S00128121,92,68,24
S00128122,91,56,35
S00128123,95,66,29
S00128124,92,65,27
S00128125,132,87,45
S00128126,58,30,28
S00128127,89,80,9
S00128128,78,68,10
S00128129,97,42,55
S00128130,42,33,9
S00128131,75,43,32
S00128132,81,71,10
S00128133,92,54,38
S00128134,68,33,35
S00128135,77,56,21
S00128136,84,49,35
S00128137,118,81,37
S00128138,35,24,11
S00128139,86,56,30
S00128140,71,54,17
S00128141,80,49,31
S00128142,34,21,13
S00128143,25,16,9
S00128144,150,124,26
S00128145,83,67,16
S00128146,105,62,43
S00128147,75,60,15
S00128148,73,44,29
S00128149,63,49,14
S00128150,102,83,19
S00128151,118,97,21
S00128152,106,88,18
S00128153,109,92,17
S00128154,109,92,17
S00128155,94,67,27
S00128156,118,85,33
S00128157,93,65,28
S00128158,61,34,27
S00128159,52,34,18
S00128160,57,32,25
S00128161,98,56,42
S00128162,84,54,30
S00128163,90,53,37
S00128164,67,56,11
S00128165,68,60,8
S00128166,50,35,15
S00128167,67,42,25
S00128168,99,63,36
S00128169,59,41,18
S00128170,106,72,34
S00128171,85,56,29
S00128172,66,40,26
S00128173,88,58,30
S00128174,74,48,26
S00128175,63,37,26
S00128176,106,88,18
S00128177,104,75,29
S00128178,79,48,31
S00128179,69,55,14
S00128180,76,48,28
S00128181,91,55,36
S00128182,68,50,18
S00128183,68,44,24
S00128184,51,28,23
S00128185,133,87,46
S00128186,55,33,22
S00128187,82,46,36
S00128188,78,51,27
S00128189,69,40,29
S00128190,95,59,36
S00128191,65,40,25
S00128192,76,59,17
S00128193,68,43,25
S00128194,86,46,40
S00128195,99,61,38
S00128196,87,57,30
S00128197,119,76,43
S00128198,101,59,42
S00128199,66,48,18
S00128200,60,40,20
S00128201,97,61,36
S00128202,73,48,25
S00128203,87,54,33
S00128204,62,35,27
S00128205,119,85,34
S00128206,123,83,40
S00128207,45,23,22
S00128208,50,24,26
S00128209,49,41,8
S00128210,97,65,32
S00128211,76,59,17
S00128212,67,57,10
S00128213,68,52,16
S00128214,58,36,22
S00128215,41,26,15
S00128216,69,57,12
S00128217,63,40,23
S00128218,70,49,21
S00128219,54,34,20
S00128220,77,36,41
S00128221,72,49,23
S00128222,52,37,15
S00128223,37,24,13
S00128224,85,69,16
S00128225,96,69,27
S00128226,92,55,37
S00128227,81,41,40
S00128228,126,97,29
S00128229,106,75,31
S00128230,75,48,27
S00128231,58,30,28
S00128232,75,48,27
S00128233,86,62,24
S00128234,69,42,27
S00128235,70,39,31
S00128236,106,65,41
S00128237,88,49,39
S00128238,94,46,48
S00128239,118,79,39
S00128240,102,71,31
S00128241,101,73,28
S00128242,151,119,32
S00128243,95,75,20
S00128244,100,61,39
S00128245,77,57,20
S00128246,105,71,34
S00128247,80,45,35
S00128248,64,51,13
S00128249,56,49,7
S00128250,88,70,18
S00128251,134,107,27
S00128252,147,107,40
S00128253,113,78,35
S00128254,133,85,48
S00128255,157,100,57
S00128256,103,60,43
S00128257,121,87,34
S00128258,79,63,16
S00128259,80,57,23
S00128260,66,45,21
S00128261,130,103,27
S00128262,87,61,26
S00128263,77,50,27
S00128264,116,81,35
S00128265,126,85,41
S00128266,132,95,37
S00128267,106,73,33
S00128268,96,62,34
S00128269,67,40,27
S00128270,96,65,31
S00128271,100,65,35
S00128272,104,68,36
S00128273,101,66,35
S00128274,103,68,35
S00128275,111,77,34
S00128276,90,65,25
S00128277,106,74,32
S00128278,88,60,28
S00128279,104,68,36
S00128280,144,101,43
S00128281,94,60,34
S00128282,51,34,17
S00128283,77,57,20
S00128284,71,32,39
S00128285,82,54,28
S00128286,69,41,28
S00128287,70,49,21
S00128288,79,48,31
S00128289,84,55,29
S00128290,61,42,19
S00128291,93,53,40
S00128292,101,66,35
S00128293,90,63,27
S00128294,64,40,24
S00128295,120,77,43
S00128296,100,66,34
S00128297,69,38,31
S00128298,116,79,37
S00128299,66,39,27
S00128300,87,58,29
S00128301,77,49,28
S00128302,107,79,28
S00128303,94,58,36
S00128304,54,35,19
S00128305,125,84,41
S00128306,83,53,30
S00128307,62,43,19
S00128308,105,75,30
S00128309,141,111,30
S00128310,128,96,32
S00128311,98,78,20
S00128312,78,42,36
S00128313,116,92,24
S00128314,106,84,22
S00128315,50,42,8
S00128316,76,53,23
S00128317,103,74,29
S00128318,94,82,12
S00128319,123,103,20
S00128320,124,83,41
S00128321,81,60,21
S00128322,137,111,26
S00128323,131,89,42
S00128324,118,88,30
S00128325,113,56,57
S00128326,134,101,33
S00128327,101,55,46
S00128328,84,46,38
S00128329,78,57,21
S00128330,55,34,21
S00128331,89,65,24
S00128332,91,59,32
S00128333,78,49,29
S00128334,96,73,23
S00128335,55,32,23
S00128336,152,107,45
S00128337,114,82,32
S00128338,94,69,25
S00128339,133,83,50
S00128340,122,94,28
S00128341,83,67,16
S00128342,99,88,11
S00128343,119,101,18
S00128344,93,66,27
S00128345,74,57,17
S00128346,95,62,33
S00128347,66,45,21
S00128348,66,39,27
S00128349,86,67,19
S00128350,109,64,45
S00128351,65,39,26
S00128352,70,53,17
S00128353,66,46,20
S00128354,118,83,35
S00128355,105,76,29
S00128356,106,61,45
S00128357,122,97,25
S00128358,111,85,26
S00128359,119,90,29
S00128360,132,109,23
S00128361,130,101,29
S00128362,110,72,38
S00128363,72,46,26
S00128364,58,28,30
S00128365,80,57,23
S00128366,108,68,40
S00128367,89,71,18
S00128368,59,39,20
S00128369,114,84,30
S00128370,134,106,28
S00128371,90,55,35
S00128372,101,66,35
S00128373,55,20,35
S00128374,69,44,25
S00128375,139,101,38
S00128376,115,75,40
S00128377,83,61,22
S00128378,141,97,44
S00128379,90,59,31
S00128380,74,48,26
S00128381,121,75,46
S00128382,123,71,52
S00128383,113,84,29
S00128384,124,99,25
S00128385,94,71,23
S00128386,83,54,29
S00128387,84,59,25
S00128388,66,48,18
S00128389,75,52,23
S00128390,92,75,17
S00128391,122,74,48
S00128392,130,86,44
S00128393,147,114,33
S00128394,47,34,13
S00128395,71,59,12
S00128396,80,66,14
S00128397,69,47,22
S00128398,101,65,36
S00128399,103,75,28
S00128400,94,56,38
S00128401,97,76,21
S00128402,54,39,15
S00128403,123,110,13
S00128404,117,101,16
S00128405,87,67,20
S00128406,131,108,23
S00128407,147,100,47
S00128408,73,47,26
S00128409,66,51,15
S00128410,53,35,18
S00128411,122,92,30
S00128412,64,41,23
S00128413,85,73,12
S00128414,68,49,19
S00128415,115,82,33
S00128416,84,56,28
S00128417,72,50,22
S00128418,71,55,16
S00128419,75,45,30
S00128420,109,82,27
S00128421,112,80,32
S00128422,149,98,51
S00128423,151,110,41
S00128424,122,83,39
S00128425,171,125,46
S00128426,123,100,23
S00128427,117,71,46
S00128428,93,68,25
S00128429,134,99,35
S00128430,116,81,35
S00128431,87,59,28
S00128432,70,50,20
S00128433,49,34,15
S00128434,71,47,24
S00128435,99,80,19
S00128436,92,58,34
S00128437,64,40,24
S00128438,88,67,21
S00128439,73,48,25
S00128440,111,66,45
S00128441,113,73,40
S00128442,66,43,23
S00128443,88,59,29
S00128444,153,109,44
S00128445,116,80,36
S00128446,108,69,39
S00128447,163,133,30
S00128448,142,102,40
S00128449,94,61,33
S00128450,132,82,50
S00128451,132,98,34
S00128452,109,74,35
S00128453,75,46,29
S00128454,96,61,35
S00128455,78,51,27
S00128456,140,122,18
S00128457,55,36,19
S00128458,100,72,28
S00128459,45,32,13
S00128460,65,48,17
S00128461,54,40,14
S00128462,68,43,25
S00128463,95,59,36
S00128464,62,46,16
S00128465,67,47,20
S00128466,75,50,25
S00128467,51,41,10
S00128468,93,64,29
S00128469,74,59,15
S00128470,89,76,13
S00128471,62,51,11
S00128472,50,42,8
S00128473,117,67,50
S00128474,98,63,35
S00128475,39,31,8
S00128476,105,67,38
S00128477,96,70,26
S00128478,51,30,21
S00128479,57,41,16
S00128480,126,102,24
S00128481,64,44,20
S00128482,57,33,24
S00128483,72,44,28
S00128484,52,28,24
S00128485,49,41,8
S00128486,94,73,21
S00128487,116,85,31
S00128488,151,123,28
S00128489,90,55,35
S00128490,73,52,21
S00128491,110,80,30
S00128492,47,21,26
S00128493,60,36,24
S00128494,66,47,19
S00128495,102,72,30
S00128496,111,67,44
S00128497,98,72,26
S00128498,139,109,30
