output_area,total,active,inactive
S00110092,94,72,22
S00110093,57,49,8
S00110094,61,43,18
S00110095,83,46,37
S00110096,64,49,15
S00110097,67,50,17
S00110098,60,53,7
S00110099,70,51,19
S00110100,44,29,15
S00110101,63,43,20
S00110102,66,43,23
S00110103,77,61,16
S00110104,95,73,22
S00110105,42,24,18
S00110106,92,64,28
S00110107,100,89,11
S00110108,57,34,23
S00110109,89,66,23
S00110110,101,64,37
S00110111,97,66,31
S00110112,101,66,35
S00110113,121,79,42
S00110114,113,83,30
S00110115,99,52,47
S00110116,118,78,40
S00110117,130,94,36
S00110118,115,87,28
S00110119,83,71,12
S00110120,66,48,18
S00110121,115,92,23
S00110122,70,52,18
S00110123,83,48,35
S00110124,127,87,40
S00110125,71,49,22
S00110126,103,63,40
S00110127,65,31,34
S00110128,57,40,17
S00110129,150,112,38
S00110130,139,113,26
S00110131,81,53,28
S00110132,76,51,25
S00110133,128,90,38
S00110134,80,53,27
S00110135,75,51,24
S00110136,58,33,25
S00110137,67,44,23
S00110138,83,50,33
S00110139,67,48,19
S00110140,87,54,33
S00110141,95,68,27
S00110142,78,58,20
S00110143,52,30,22
S00110144,89,53,36
S00110145,107,69,38
S00110146,79,56,23
S00110147,105,74,31
S00110148,84,62,22
S00110149,100,56,44
S00110150,105,77,28
S00110151,86,63,23
S00110152,85,58,27
S00110153,65,25,40
S00110154,84,34,50
S00110155,68,48,20
S00110156,75,54,21
S00110157,68,44,24
S00110158,99,78,21
S00110159,118,79,39
S00110160,92,67,25
S00110161,73,49,24
S00110162,76,48,28
S00110163,80,48,32
S00110164,104,67,37
S00110165,93,61,32
S00110166,82,59,23
S00110167,128,92,36
S00110168,119,66,53
S00110169,103,71,32
S00110170,93,64,29
S00110171,79,57,22
S00110172,86,68,18
S00110173,114,92,22
S00110174,81,64,17
S00110175,99,67,32
S00110176,94,55,39
S00110177,90,59,31
S00110178,94,71,23
S00110179,65,46,19
S00110180,71,49,22
S00110181,105,67,38
S00110182,81,53,28
S00110183,78,61,17
S00110184,129,90,39
S00110185,128,98,30
S00110186,85,62,23
S00110187,80,50,30
S00110188,77,50,27
S00110189,100,73,27
S00110190,131,96,35
S00110191,56,32,24
S00110192,62,50,12
S00110193,86,61,25
S00110194,68,35,33
S00110195,57,38,19
S00110196,53,28,25
S00110197,69,45,24
S00110198,72,42,30
S00110199,49,34,15
S00110200,49,28,21
S00110201,73,57,16
S00110202,99,63,36
S00110203,82,63,19
S00110204,105,70,35
S00110205,113,76,37
S00110206,109,70,39
S00110207,83,54,29
S00110208,137,84,53
S00110209,110,68,42
S00110210,89,55,34
S00110211,90,66,24
S00110212,73,51,22
S00110213,68,43,25
S00110214,111,79,32
S00110215,66,44,22
S00110216,119,83,36
S00110217,91,73,18
S00110218,51,27,24
S00110219,71,44,27
S00110220,107,74,33
S00110221,105,69,36
S00110222,100,76,24
S00110223,94,67,27
S00110224,60,44,16
S00110225,79,56,23
S00110226,84,51,33
S00110227,69,45,24
S00110228,62,49,13
S00110229,70,41,29
S00110230,99,68,31
S00110231,75,47,28
S00110232,86,61,25
S00110233,59,36,23
S00110234,63,39,24
S00110235,73,51,22
S00110236,81,47,34
S00110237,61,39,22
S00110238,138,85,53
S00110239,95,67,28
S00110240,62,38,24
S00110241,39,14,25
S00110242,102,90,12
S00110243,107,75,32
S00110244,77,52,25
S00110245,197,123,74
S00110246,65,43,22
S00110247,118,84,34
S00110248,137,90,47
S00110249,85,55,30
S00110250,32,13,19
S00110251,125,83,42
S00110252,73,59,14
S00110253,66,53,13
S00110254,103,76,27
S00110255,97,57,40
S00110256,142,87,55
S00110257,88,58,30
S00110258,71,45,26
S00110259,59,29,30
S00110260,63,40,23
S00110261,96,54,42
S00110262,73,41,32
S00110263,95,59,36
S00110264,82,47,35
S00110265,82,58,24
S00110266,97,69,28
S00110267,91,59,32
S00110268,67,43,24
S00110269,49,29,20
S00110270,92,53,39
S00110271,96,60,36
S00110272,59,38,21
S00110273,103,66,37
S00110274,72,39,33
S00110275,46,27,19
S00110276,137,97,40
S00110277,95,61,34
S00110278,86,48,38
S00110279,50,35,15
S00110280,58,45,13
S00110281,75,45,30
S00110282,51,35,16
S00110283,80,59,21
S00110284,69,41,28
S00110285,74,57,17
S00110286,100,74,26
S00110287,73,47,26
S00110288,116,82,34
S00110289,126,87,39
S00110290,93,53,40
S00110291,91,73,18
S00110292,108,60,48
S00110293,115,74,41
S00110294,91,45,46
S00110295,91,50,41
S00110296,96,60,36
S00110297,75,45,30
S00110298,100,56,44
S00110299,112,75,37
S00110300,116,72,44
S00110301,84,55,29
S00110302,73,37,36
S00110303,69,44,25
S00110304,75,49,26
S00110305,78,53,25
S00110306,102,72,30
S00110307,71,49,22
S00110308,88,67,21
S00110309,85,51,34
S00110310,66,42,24
S00110311,55,36,19
S00110312,82,52,30
S00110313,117,67,50
S00110314,106,73,33
S00110315,56,34,22
S00110316,102,59,43
S00110317,97,51,46
S00110318,89,59,30
S00110319,58,43,15
S00110320,133,96,37
S00110321,73,55,18
S00110322,77,39,38
S00110323,107,66,41
S00110324,93,55,38
S00110325,91,63,28
S00110326,99,57,42
S00110327,73,39,34
S00110328,39,24,15
S00110329,42,23,19
S00110330,89,58,31
S00110331,140,78,62
S00110332,105,61,44
S00110333,75,38,37
S00110334,75,44,31
S00110335,59,36,23
S00110336,137,86,51
S00110337,91,51,40
S00110338,91,60,31
S00110339,77,42,35
S00110340,92,63,29
S00110341,97,66,31
S00110342,64,48,16
S00110343,69,41,28
S00110344,95,54,41
S00110345,104,71,33
S00110346,117,69,48
S00110347,67,33,34
S00110348,125,77,48
S00110349,91,59,32
S00110350,45,29,16
S00110351,107,64,43
S00110352,91,72,19
S00110353,70,39,31
S00110354,37,15,22
S00110355,62,40,22
S00110356,112,70,42
S00110357,97,70,27
S00110358,85,65,20
S00110359,83,49,34
S00110360,73,49,24
S00110361,101,63,38
S00110362,60,39,21
S00110363,67,46,21
S00110364,73,60,13
S00110365,87,59,28
S00110366,66,54,12
S00110367,61,47,14
S00110368,69,50,19
S00110369,52,25,27
S00110370,61,30,31
S00110371,77,54,23
S00110372,101,68,33
S00110373,51,25,26
S00110374,79,50,29
S00110375,78,43,35
S00110376,55,40,15
S00110377,57,40,17
S00110378,78,46,32
S00110379,82,65,17
S00110380,85,63,22
S00110381,115,92,23
S00110382,77,54,23
S00110383,66,52,14
S00110384,71,37,34
S00110385,98,73,25
S00110386,88,67,21
S00110387,76,53,23
S00110388,69,44,25
S00110389,64,41,23
S00110390,99,58,41
S00110391,65,39,26
S00110392,101,71,30
S00110393,80,54,26
S00110394,109,71,38
S00110395,122,92,30
S00110396,93,64,29
S00110397,48,27,21
S00110398,68,34,34
S00110399,98,66,32
S00110400,63,34,29
S00110401,76,54,22
S00110402,66,42,24
S00110403,43,26,17
S00110404,80,39,41
S00110405,64,46,18
S00110406,95,65,30
S00110407,49,28,21
S00110408,131,89,42
S00110409,80,47,33
S00110410,94,58,36
S00110411,60,33,27
S00110412,62,42,20
S00110413,60,28,32
S00110414,59,33,26
S00110415,86,53,33
S00110416,63,48,15
S00110417,93,55,38
S00110418,80,43,37
S00110419,66,43,23
S00110420,65,41,24
S00110421,64,46,18
S00110422,100,65,35
S00110423,55,36,19
S00110424,69,37,32
S00110425,89,47,42
S00110426,92,55,37
S00110427,73,48,25
S00110428,89,65,24
S00110429,70,45,25
S00110430,74,50,24
S00110431,100,51,49
S00110432,48,27,21
S00110433,63,46,17
S00110434,83,57,26
S00110435,72,44,28
S00110436,74,45,29
S00110437,87,50,37
S00110438,134,96,38
S00110439,78,46,32
S00110440,99,61,38
S00110441,74,48,26
S00110442,81,61,20
S00110443,103,65,38
S00110444,63,39,24
S00110445,109,79,30
S00110446,71,50,21
S00110447,78,58,20
S00110448,109,66,43
S00110449,130,94,36
S00110450,89,67,22
S00110451,94,66,28
S00110452,90,51,39
S00110453,76,42,34
S00110454,110,57,53
S00110455,118,74,44
S00110456,141,84,57
S00110457,111,63,48
S00110458,76,53,23
S00110459,85,42,43
S00110460,97,60,37
S00110461,65,37,28
S00110462,65,45,20
S00110463,62,37,25
S00110464,61,37,24
S00110465,60,27,33
S00110466,54,32,22
S00110467,132,96,36
S00110468,100,48,52
S00110469,77,63,14
S00110470,109,66,43
S00110471,79,48,31
S00110472,82,45,37
S00110473,89,62,27
S00110474,52,30,22
S00110475,68,38,30
S00110476,102,62,40
S00110477,92,51,41
S00110478,75,44,31
S00110479,56,33,23
S00110480,112,69,43
S00110481,113,86,27
S00110482,97,60,37
S00110483,100,68,32
S00110484,62,32,30
S00110485,76,54,22
S00110486,87,62,25
S00110487,77,49,28
S00110488,57,44,13
S00110489,84,60,24
S00110490,52,30,22
S00110491,60,31,29
S00110492,54,40,14
S00110493,99,61,38
S00110494,95,64,31
S00110495,88,50,38
S00110496,41,23,18
S00110497,54,38,16
S00110498,89,56,33
S00110499,56,35,21
S00110500,92,61,31
S00110501,45,30,15
S00110502,59,36,23
S00110503,100,70,30
S00110504,116,68,48
S00110505,67,37,30
S00110506,63,40,23
S00110507,79,28,51
S00110508,70,45,25
S00110509,91,52,39
S00110510,69,39,30
S00110511,71,39,32
S00110512,76,46,30
S00110513,134,73,61
S00110514,101,68,33
S00110515,82,51,31
S00110516,101,56,45
S00110517,60,35,25
S00110518,121,94,27
S00110519,50,34,16
S00110520,146,83,63
S00110521,105,68,37
S00110522,62,40,22
S00110523,75,36,39
S00110524,62,45,17
S00110525,71,46,25
S00110526,47,33,14
S00110527,99,69,30
S00110528,37,22,15
S00110529,70,38,32
S00110530,78,52,26
S00110531,66,43,23
S00110532,62,38,24
S00110533,66,45,21
S00110534,74,39,35
S00110535,66,44,22
S00110536,65,39,26
S00110537,89,48,41
S00110538,70,36,34
S00110539,74,45,29
S00110540,64,36,28
S00110541,49,35,14
S00110542,64,51,13
S00110543,48,32,16
S00110544,44,30,14
S00110545,61,43,18
S00110546,69,62,7
S00110547,72,58,14
S00110548,80,52,28
S00110549,72,50,22
S00110550,106,78,28
S00110551,66,42,24
S00110552,50,36,14
S00110553,26,9,17
S00110554,98,61,37
S00110555,71,39,32
S00110556,85,58,27
S00110557,64,31,33
S00110558,61,38,23
S00110559,77,37,40
S00110560,74,60,14
S00110561,119,71,48
S00110562,62,33,29
S00110563,74,49,25
S00110564,57,33,24
S00110565,70,46,24
S00110566,75,57,18
S00110567,104,78,26
S00110568,105,73,32
S00110569,67,44,23
S00110570,98,75,23
S00110571,75,59,16
S00110572,143,107,36
S00110573,116,94,22
S00110574,96,75,21
S00110575,84,47,37
S00110576,99,69,30
S00110577,79,60,19
S00110578,122,78,44
S00110579,101,61,40
S00110580,111,71,40
S00110581,112,74,38
S00110582,108,71,37
S00110583,97,69,28
S00110584,45,27,18
S00110585,110,71,39
S00110586,102,72,30
S00110587,92,66,26
S00110588,76,44,32
S00110589,90,54,36
S00110590,32,9,23
S00110591,93,60,33
S00110592,81,52,29
S00110593,91,62,29
S00110594,83,65,18
S00110595,77,46,31
S00110596,108,69,39
S00110597,69,40,29
S00110598,83,56,27
S00110599,59,38,21
S00110600,86,64,22
S00110601,74,40,34
S00110602,84,59,25
S00110603,110,65,45
S00110604,89,56,33
S00110605,68,43,25
S00110606,101,68,33
S00110607,102,78,24
S00110608,91,69,22
S00110609,73,44,29
S00110610,112,70,42
S00110611,115,81,34
S00110612,96,55,41
S00110613,73,49,24
S00110614,57,33,24
S00110615,68,57,11
S00110616,78,58,20
S00110617,84,65,19
S00110618,63,28,35
S00110619,118,88,30
S00110620,67,44,23
S00110621,96,67,29
S00110622,59,36,23
S00110623,63,42,21
S00110624,101,58,43
S00110625,56,38,18
S00110626,47,28,19
S00110627,77,40,37
S00110628,107,75,32
S00110629,54,35,19
S00110630,53,29,24
S00110631,74,54,20
S00110632,74,54,20
S00110633,85,58,27
S00110634,95,69,26
S00110635,67,48,19
S00110636,53,38,15
S00110637,85,59,26
S00110638,69,50,19
S00110639,69,44,25
S00110640,78,47,31
S00110641,82,54,28
S00110642,84,63,21
S00110643,59,53,6
S00110644,104,78,26
S00110645,86,64,22
S00110646,94,60,34
S00110647,101,65,36
S00110648,54,39,15
S00110649,80,53,27
S00110650,59,36,23
S00110651,94,58,36
S00110652,62,30,32
S00110653,60,45,15
S00110654,123,83,40
S00110655,100,61,39
S00110656,63,35,28
S00110657,93,59,34
S00110658,79,53,26
S00110659,77,47,30
S00110660,89,48,41
S00110661,79,50,29
S00110662,103,61,42
S00110663,92,62,30
S00110664,78,55,23
S00110665,94,59,35
S00110666,73,46,27
S00110667,91,50,41
S00110668,66,46,20
S00110669,118,95,23
S00110670,148,110,38
S00110671,83,55,28
S00110672,82,47,35
S00110673,67,28,39
S00110674,114,91,23
S00110675,128,89,39
S00110676,139,102,37
S00110677,81,49,32
S00110678,60,45,15
S00110679,89,72,17
S00110680,93,68,25
S00110681,97,76,21
S00110682,67,44,23
S00110683,127,87,40
S00110684,135,101,34
S00110685,82,48,34
S00110686,125,90,35
S00110687,140,99,41
S00110688,62,43,19
S00110689,127,88,39
S00110690,77,52,25
S00110691,169,108,61
S00110692,109,82,27
S00110693,82,61,21
S00110694,62,46,16
S00110695,102,59,43
S00110696,100,78,22
S00110697,147,104,43
S00110698,88,64,24
S00110699,105,71,34
S00110700,30,6,24
S00110701,83,49,34
S00110702,44,21,23
S00110703,103,65,38
S00110704,74,50,24
S00110705,77,58,19
S00110706,76,58,18
S00110707,96,80,16
S00110708,109,81,28
S00110709,77,46,31
S00110710,86,62,24
S00110711,74,54,20
S00110712,85,51,34
S00110713,99,67,32
S00110714,54,27,27
S00110715,88,48,40
S00110716,105,80,25
S00110717,85,67,18
S00110718,119,89,30
S00110719,76,43,33
S00110720,74,57,17
S00110721,96,64,32
S00110722,62,38,24
S00110723,105,78,27
S00110724,97,52,45
S00110725,63,35,28
S00110726,93,65,28
S00110727,75,57,18
S00110728,75,43,32
S00110729,72,51,21
S00110730,98,53,45
S00110731,82,60,22
S00110732,99,73,26
S00110733,43,31,12
S00110734,77,56,21
S00110735,112,57,55
S00110736,96,53,43
S00110737,103,62,41
S00110738,93,60,33
S00110739,89,61,28
S00110740,114,57,57
S00110741,75,55,20
S00110742,79,48,31
S00110743,78,52,26
S00110744,84,56,28
S00110745,74,51,23
S00110746,52,39,13
S00110747,71,53,18
S00110748,76,46,30
S00110749,62,45,17
S00110750,67,42,25
S00110751,157,130,27
S00110752,56,26,30
S00110753,55,24,31
S00110754,71,47,24
S00110755,52,29,23
S00110756,66,46,20
S00110757,64,44,20
S00110758,65,41,24
S00110759,94,62,32
S00110760,84,50,34
S00110761,87,50,37
S00110762,97,74,23
S00110763,87,62,25
S00110764,103,73,30
S00110765,92,66,26
S00110766,155,120,35
S00110767,132,111,21
S00110768,111,58,53
S00110769,90,72,18
S00110770,107,77,30
S00110771,74,56,18
S00110772,61,36,25
S00110773,47,28,19
S00110774,77,46,31
S00110775,87,65,22
S00110776,76,48,28
S00110777,91,61,30
S00110778,136,97,39
S00110779,70,44,26
S00110780,77,62,15
S00110781,108,79,29
S00110782,77,58,19
S00110783,86,60,26
S00110784,64,43,21
S00110785,79,58,21
S00110786,57,36,21
S00110787,69,41,28
S00110788,104,64,40
S00110789,117,82,35
S00110790,91,64,27
S00110791,108,83,25
S00110792,78,41,37
S00110793,101,76,25
S00110794,122,97,25
S00110795,93,68,25
S00110796,54,34,20
S00110797,77,47,30
S00110798,101,67,34
S00110799,61,33,28
S00110800,97,59,38
S00110801,80,55,25
S00110802,77,50,27
S00110803,74,62,12
S00110804,111,69,42
S00110805,98,71,27
S00110806,132,90,42
S00110807,117,77,40
S00110808,90,67,23
S00110809,80,46,34
S00110810,102,74,28
S00110811,45,23,22
S00110812,95,60,35
S00110813,77,53,24
S00110814,33,11,22
S00110815,81,48,33
S00110816,83,53,30
S00110817,62,41,21
S00110818,68,44,24
S00110819,67,42,25
S00110820,92,58,34
S00110821,78,53,25
S00110822,108,81,27
S00110823,104,59,45
S00110824,85,59,26
S00110825,106,89,17
S00110826,82,56,26
S00110827,60,44,16
S00110828,104,71,33
S00110829,78,59,19
S00110830,90,57,33
S00110831,163,126,37
S00110832,62,25,37
S00110833,74,51,23
S00110834,75,56,19
S00110835,103,68,35
S00110836,72,44,28
S00110837,74,57,17
S00110838,64,42,22
S00110839,139,86,53
S00110840,105,73,32
S00110841,102,67,35
S00110842,78,58,20
S00110843,57,46,11
S00110844,94,64,30
S00110845,78,59,19
S00110846,83,63,20
S00110847,70,55,15
S00110848,72,50,22
S00110849,77,28,49
S00110850,83,54,29
S00110851,45,25,20
S00110852,69,49,20
S00110853,64,46,18
S00110854,66,50,16
S00110855,69,50,19
S00110856,92,66,26
S00110857,62,54,8
S00110858,61,51,10
S00110859,92,60,32
S00110860,75,50,25
S00110861,120,79,41
S00110862,96,71,25
S00110863,40,22,18
S00110864,27,16,11
S00110865,40,14,26
S00110866,48,25,23
S00110867,54,32,22
S00110868,59,42,17
S00110869,72,42,30
S00110870,107,71,36
S00110871,120,74,46
S00110872,103,73,30
S00110873,95,60,35
S00110874,110,78,32
S00110875,65,30,35
S00110876,89,68,21
S00110877,69,45,24
S00110878,78,38,40
S00110879,85,44,41
S00110880,60,26,34
S00110881,115,54,61
S00110882,58,44,14
S00110883,50,32,18
S00110884,61,35,26
S00110885,54,33,21
S00110886,63,45,18
S00110887,56,35,21
S00110888,65,45,20
S00110889,89,60,29
S00110890,53,40,13
S00110891,117,76,41
S00110892,49,31,18
S00110893,97,77,20
S00110894,118,89,29
S00110895,43,35,8
S00110896,90,54,36
S00110897,85,53,32
S00110898,65,35,30
S00110899,79,55,24
S00110900,127,95,32
S00110901,79,61,18
S00110902,98,76,22
S00110903,97,57,40
S00110904,121,80,41
S00110905,73,51,22
S00110906,102,80,22
S00110907,105,65,40
S00110908,78,58,20
S00110909,74,51,23
S00110910,69,47,22
S00110911,68,50,18
S00110912,69,46,23
S00110913,48,36,12
S00110914,53,42,11
S00110915,75,59,16
S00110916,72,56,16
S00110917,65,42,23
S00110918,44,27,17
S00110919,52,26,26
S00110920,78,55,23
S00110921,59,37,22
S00110922,44,30,14
S00110923,43,28,15
S00110924,82,53,29
S00110925,74,46,28
S00110926,86,53,33
S00110927,55,36,19
S00110928,48,30,18
S00110929,65,40,25
S00110930,67,42,25
S00110931,42,25,17
S00110932,59,32,27
S00110933,117,77,40
S00110934,63,42,21
S00110935,97,75,22
S00110936,50,32,18
S00110937,76,43,33
S00110938,47,28,19
S00110939,70,47,23
S00110940,73,56,17
S00110941,99,72,27
S00110942,91,64,27
S00110943,60,36,24
S00110944,68,48,20
S00110945,130,93,37
S00110946,58,46,12
S00110947,67,45,22
S00110948,74,55,19
S00110949,102,88,14
S00110950,52,26,26
S00110951,65,45,20
S00110952,105,68,37
S00110953,42,32,10
S00110954,61,29,32
S00110955,45,31,14
S00110956,84,62,22
S00110957,75,50,25
S00110958,58,40,18
S00110959,68,39,29
S00110960,39,27,12
S00110961,42,32,10
S00110962,76,52,24
S00110963,103,62,41
S00110964,86,55,31
S00110965,38,25,13
S00110966,101,56,45
S00110967,57,43,14
S00110968,111,86,25
S00110969,85,66,19
S00110970,55,42,13
S00110971,72,46,26
S00110972,71,50,21
S00110973,46,32,14
S00110974,143,110,33
S00110975,131,85,46
S00110976,84,52,32
S00110977,63,48,15
S00110978,120,96,24
S00110979,116,88,28
S00110980,96,61,35
S00110981,103,80,23
S00110982,121,85,36
S00110983,107,71,36
S00110984,98,60,38
S00110985,77,42,35
S00110986,56,30,26
S00110987,55,32,23
S00110988,99,51,48
S00110989,45,27,18
S00110990,54,29,25
S00110991,103,74,29
S00110992,82,48,34
S00110993,79,43,36
S00110994,80,41,39
S00110995,81,57,24
S00110996,78,54,24
S00110997,90,58,32
S00110998,52,39,13
S00110999,78,61,17
S00111000,86,58,28
S00111001,80,57,23
S00111002,79,57,22
S00111003,126,88,38
S00111004,80,55,25
S00111005,141,92,49
S00111006,81,63,18
S00111007,98,65,33
S00111008,95,70,25
S00111009,108,72,36
S00111010,119,73,46
S00111011,97,80,17
S00111012,71,48,23
S00111013,96,71,25
S00111014,85,63,22
S00111015,52,43,9
S00111016,69,47,22
S00111017,124,85,39
S00111018,72,54,18
S00111019,100,67,33
S00111020,40,27,13
S00111021,68,37,31
S00111022,91,63,28
S00111023,118,79,39
S00111024,62,39,23
S00111025,134,97,37
S00111026,104,70,34
S00111027,94,57,37
S00111028,83,61,22
S00111029,94,65,29
S00111030,36,28,8
S00111031,119,82,37
S00111032,75,41,34
S00111033,159,89,70
S00111034,46,29,17
S00111035,80,55,25
S00111036,60,32,28
S00111037,114,83,31
S00111038,125,88,37
S00111039,47,27,20
S00111040,58,43,15
S00111041,73,50,23
S00111042,31,25,6
S00111043,121,97,24
S00111044,61,46,15
S00111045,69,57,12
S00111046,108,56,52
S00111047,100,65,35
S00111048,43,26,17
S00111049,89,69,20
S00111050,52,24,28
S00111051,97,77,20
S00111052,70,58,12
S00111053,120,87,33
S00111054,102,81,21
S00111055,81,55,26
S00111056,73,50,23
S00111057,43,31,12
S00111058,87,65,22
S00111059,109,70,39
S00111060,111,87,24
S00111061,63,42,21
S00111062,97,69,28
S00111063,52,31,21
S00111064,78,59,19
S00111065,64,44,20
S00111066,85,71,14
S00111067,75,43,32
S00111068,81,54,27
S00111069,66,40,26
S00111070,89,62,27
S00111071,98,59,39
S00111072,85,58,27
S00111073,84,63,21
S00111074,143,109,34
S00111075,68,53,15
S00111076,82,62,20
S00111077,121,81,40
S00111078,92,67,25
S00111079,48,35,13
S00111080,64,44,20
S00111081,65,37,28
S00111082,74,57,17
S00111083,127,79,48
S00111084,84,60,24
S00111085,65,31,34
S00111086,88,62,26
S00111087,107,73,34
S00111088,112,80,32
S00111089,78,46,32
S00111090,77,48,29
S00111091,68,32,36
S00111092,107,66,41
S00111093,79,50,29
S00111094,133,74,59
S00111095,74,43,31
S00111096,62,33,29
S00111097,77,37,40
S00111098,59,23,36
S00111099,52,19,33
S00111100,81,35,46
S00111101,90,39,51
S00111102,115,47,68
S00111103,87,51,36
S00111104,149,56,93
S00111105,111,48,63
S00111106,135,51,84
S00111107,106,67,39
S00111108,91,41,50
S00111109,82,38,44
S00111110,129,77,52
S00111111,111,48,63
S00111112,127,62,65
S00111113,85,52,33
S00111114,94,59,35
S00111115,53,40,13
S00111116,74,38,36
S00111117,69,37,32
S00111118,58,33,25
S00111119,34,29,5
S00111120,77,45,32
S00111121,63,46,17
S00111122,91,63,28
S00111123,52,31,21
S00111124,66,40,26
S00111125,92,47,45
S00111126,129,74,55
S00111127,88,52,36
S00111128,84,53,31
S00111129,79,57,22
S00111130,104,73,31
S00111131,104,63,41
S00111132,107,70,37
S00111133,65,37,28
S00111134,117,63,54
S00111135,61,20,41
S00111136,98,62,36
S00111137,108,57,51
S00111138,102,52,50
S00111139,86,45,41
S00111140,40,23,17
S00111141,77,50,27
S00111142,99,52,47
S00111143,416,118,298
S00111144,95,49,46
S00111145,506,115,391
S00111146,33,13,20
S00111147,57,35,22
S00111148,84,41,43
S00111149,121,52,69
S00111150,36,12,24
S00111151,134,44,90
S00111152,144,66,78
S00111153,1872,324,1548
S00111154,170,54,116
S00111155,201,52,149
S00111156,263,81,182
