"output_area","All people aged 16 to 74","Economically active","Economically active: Employee: Part-time","Economically active: Employee: Full-time","Economically active: Self-employed with employees: Part-time","Economically active: Self-employed with employees: Full-time","Economically active: Self-employed without employees: Part-time","Economically active: Self-employed without employees: Full-time","Economically active: Unemployed","Economically active: Full-time student","Economically inactive","Economically inactive: Retired","Economically inactive: Student","Economically inactive: Looking after home or family","Economically inactive: Long-term sick or disabled","Economically inactive: Other"
"S00118539",76,47,12,25,0,0,0,2,7,1,29,4,3,4,16,2
"S00118540",60,43,5,30,0,1,0,2,3,2,17,10,0,0,6,1
"S00118541",67,38,13,17,0,0,0,2,6,0,29,8,2,7,9,3
"S00118542",58,45,9,24,0,0,0,1,7,4,13,0,0,2,9,2
"S00118543",83,54,11,31,0,1,0,4,4,3,29,9,4,2,11,3
"S00118544",42,33,9,19,0,0,0,1,2,2,9,4,0,2,1,2
"S00118545",56,44,8,31,0,2,0,2,1,0,12,5,5,1,0,1
"S00118546",114,95,18,59,0,0,3,3,5,7,19,10,5,0,3,1
"S00118547",54,50,8,36,0,2,0,3,0,1,4,2,0,0,2,0
"S00118548",76,58,9,40,0,0,0,5,1,3,18,8,3,0,5,2
"S00118549",99,79,17,48,0,1,3,8,1,1,20,14,2,1,0,3
"S00118550",52,43,3,32,0,0,1,2,5,0,9,2,2,0,2,3
"S00118551",55,36,9,21,0,0,3,2,1,0,19,14,1,1,3,0
"S00118552",55,43,12,27,0,1,0,2,0,1,12,8,1,2,1,0
"S00118553",129,94,23,60,0,3,0,1,4,3,35,22,6,3,4,0
"S00118554",98,82,17,51,0,1,0,5,6,2,16,2,1,2,6,5
"S00118555",67,55,12,35,0,1,1,3,1,2,12,5,0,4,3,0
"S00118556",80,61,15,35,0,1,2,2,2,4,19,15,0,3,1,0
"S00118557",72,49,13,28,0,2,1,2,0,3,23,10,3,6,3,1
"S00118558",72,56,14,36,0,0,0,2,2,2,16,11,0,1,4,0
"S00118559",84,58,11,35,1,0,0,4,5,2,26,14,4,2,6,0
"S00118560",72,56,9,37,0,0,4,4,0,2,16,12,0,3,1,0
"S00118561",146,105,25,56,0,5,6,9,2,2,41,30,5,3,1,2
"S00118562",104,64,20,31,0,4,2,2,1,4,40,33,2,3,1,1
"S00118563",141,115,28,70,4,1,3,4,2,3,26,17,3,4,1,1
"S00118564",69,53,10,33,0,2,0,3,3,2,16,15,0,1,0,0
"S00118565",57,39,10,21,0,1,3,3,0,1,18,14,0,3,1,0
"S00118566",61,45,10,27,0,0,3,4,1,0,16,12,1,0,1,2
"S00118567",72,46,13,24,0,1,4,3,0,1,26,19,3,3,0,1
"S00118568",81,64,14,36,0,2,4,4,3,1,17,11,4,1,1,0
"S00118569",133,88,21,54,0,3,1,4,5,0,45,30,6,3,6,0
"S00118570",40,25,7,12,0,0,1,3,2,0,15,6,5,1,3,0
"S00118571",96,82,19,35,1,4,2,6,13,2,14,4,1,4,3,2
"S00118572",76,52,17,22,0,1,3,8,0,1,24,14,2,3,5,0
"S00118573",35,25,10,11,0,0,2,0,2,0,10,4,2,2,2,0
"S00118574",48,36,8,21,0,0,0,4,3,0,12,5,2,0,4,1
"S00118575",81,61,12,27,1,3,1,6,11,0,20,6,0,0,10,4
"S00118576",79,60,14,29,0,0,7,2,4,4,19,9,0,1,8,1
"S00118577",47,32,8,7,0,4,4,8,1,0,15,7,3,2,3,0
"S00118578",53,41,9,21,0,2,1,1,4,3,12,6,4,0,2,0
"S00118579",78,61,14,33,1,6,3,1,1,2,17,13,2,2,0,0
"S00118580",67,51,12,23,0,5,0,3,8,0,16,3,5,4,2,2
"S00118581",65,57,13,25,0,4,1,7,6,1,8,5,3,0,0,0
"S00118582",77,61,16,30,1,4,2,4,4,0,16,8,2,3,2,1
"S00118583",91,76,17,40,0,2,1,8,6,2,15,5,3,5,1,1
"S00118584",79,56,19,29,1,0,0,4,1,2,23,7,4,5,7,0
"S00118585",90,65,14,37,0,0,3,5,4,2,25,9,2,7,7,0
"S00118586",44,35,6,23,1,2,1,2,0,0,9,5,0,1,3,0
"S00118587",89,64,6,47,0,2,1,4,4,0,25,10,0,2,9,4
"S00118588",53,36,2,16,0,2,2,8,2,4,17,14,2,0,0,1
"S00118589",43,20,5,10,1,1,0,2,0,1,23,17,1,1,4,0
"S00118590",51,40,2,31,0,3,1,3,0,0,11,5,2,2,0,2
"S00118591",51,37,8,17,0,0,3,6,3,0,14,9,1,2,2,0
"S00118592",54,47,3,40,0,3,0,0,1,0,7,5,0,0,1,1
"S00118593",87,61,10,40,0,0,1,5,4,1,26,12,1,4,8,1
"S00118594",74,66,14,44,0,0,0,4,4,0,8,4,0,3,0,1
"S00118595",48,35,10,15,0,1,1,3,4,1,13,10,0,1,2,0
"S00118596",100,64,19,36,0,0,2,0,6,1,36,29,4,1,1,1
"S00118597",93,58,13,34,1,1,2,4,3,0,35,25,5,2,2,1
"S00118598",119,83,18,50,0,2,1,0,4,8,36,27,3,4,2,0
"S00118599",104,83,21,45,0,3,5,4,2,3,21,13,4,1,2,1
"S00118600",83,55,12,35,1,1,0,4,1,1,28,25,2,0,1,0
"S00118601",98,65,8,44,0,0,3,6,3,1,33,22,4,3,2,2
"S00118602",107,80,17,49,0,3,2,7,2,0,27,19,6,0,0,2
"S00118603",83,61,17,31,0,1,2,3,1,6,22,13,7,2,0,0
"S00118604",59,49,13,29,0,1,0,4,0,2,10,6,3,0,1,0
"S00118605",158,124,23,76,1,5,1,12,4,2,34,11,7,10,4,2
"S00118606",64,51,11,32,1,0,2,1,4,0,13,2,0,4,4,3
"S00118607",69,54,14,32,0,0,2,1,3,2,15,3,6,2,3,1
"S00118608",54,47,8,32,0,0,5,0,2,0,7,3,1,1,1,1
"S00118609",101,80,19,48,1,1,2,5,2,2,21,12,2,4,2,1
"S00118610",47,35,5,26,0,0,0,3,0,1,12,10,0,1,0,1
"S00118611",94,80,11,51,0,2,2,7,3,4,14,10,0,1,0,3
"S00118612",138,113,29,69,0,2,3,3,4,3,25,16,6,2,1,0
"S00118613",86,75,15,55,0,2,0,1,1,1,11,8,0,2,1,0
"S00118614",86,64,7,41,0,4,0,9,1,2,22,9,4,3,6,0
"S00118615",137,95,24,53,0,0,4,6,4,4,42,27,7,5,1,2
"S00118616",127,90,23,54,0,0,1,4,7,1,37,17,1,5,11,3
"S00118617",139,103,20,68,0,0,2,2,9,2,36,17,6,4,7,2
"S00118618",101,86,27,52,1,1,1,2,2,0,15,5,4,3,3,0
"S00118619",95,72,11,51,0,0,2,2,4,2,23,9,2,2,6,4
"S00118620",90,73,14,47,0,2,3,3,3,1,17,8,1,0,2,6
"S00118621",143,106,27,54,1,2,3,6,13,0,37,10,5,11,9,2
"S00118622",120,93,19,65,0,1,1,3,3,1,27,18,1,2,3,3
"S00118623",91,70,11,45,0,1,2,2,4,5,21,6,3,6,5,1
"S00118624",109,73,15,48,0,0,0,5,5,0,36,12,8,4,10,2
"S00118625",99,73,15,45,0,3,1,4,3,2,26,6,7,7,3,3
"S00118626",116,82,21,43,1,0,2,1,5,9,34,8,11,6,9,0
"S00118627",117,85,28,40,0,2,0,8,6,1,32,14,0,7,7,4
"S00118628",88,52,13,33,0,1,2,0,2,1,36,16,1,4,13,2
"S00118629",127,90,19,49,0,0,1,9,9,3,37,22,9,3,2,1
"S00118630",119,74,17,33,3,3,4,7,3,4,45,32,5,6,0,2
"S00118631",138,92,19,52,0,7,2,4,5,3,46,27,5,10,2,2
"S00118632",57,46,14,25,0,0,0,3,2,2,11,6,0,3,2,0
"S00118633",107,69,12,34,1,6,3,7,2,4,38,35,1,0,2,0
"S00118634",108,70,17,38,0,0,1,8,3,3,38,27,3,2,4,2
"S00118635",109,80,12,40,1,4,2,9,9,3,29,6,1,13,8,1
"S00118636",89,62,14,37,0,2,0,3,6,0,27,6,7,5,9,0
"S00118637",65,50,12,30,0,0,0,2,5,1,15,9,1,1,4,0
"S00118638",67,43,6,29,0,0,2,3,1,2,24,13,6,4,1,0
"S00118639",91,56,14,29,0,7,1,4,0,1,35,20,7,5,2,1
"S00118640",91,62,13,37,0,0,0,6,6,0,29,15,3,5,5,1
"S00118641",107,75,21,44,0,1,1,4,1,3,32,19,3,4,6,0
"S00118642",62,45,5,25,0,5,3,3,1,3,17,12,2,2,0,1
"S00118643",104,63,10,40,0,1,1,3,6,2,41,21,3,4,9,4
"S00118644",59,32,10,18,0,1,0,1,2,0,27,24,0,0,1,2
"S00118645",82,56,13,34,0,2,1,1,3,2,26,11,4,5,4,2
"S00118646",118,73,10,43,0,0,6,7,4,3,45,31,3,3,7,1
"S00118647",77,47,6,32,0,2,3,2,2,0,30,18,5,2,3,2
"S00118648",42,29,3,21,0,1,0,1,2,1,13,7,2,1,2,1
"S00118649",96,72,16,41,1,3,3,7,1,0,24,14,7,2,1,0
"S00118650",122,93,20,53,0,0,1,8,8,3,29,14,7,3,2,3
"S00118651",66,52,14,26,1,1,1,3,3,3,14,5,4,2,1,2
"S00118652",82,61,6,44,0,0,4,4,2,1,21,15,3,1,2,0
"S00118653",76,55,9,22,0,6,7,4,4,3,21,18,1,0,0,2
"S00118654",44,25,6,15,0,0,1,0,3,0,19,10,4,3,2,0
"S00118655",83,62,17,30,1,4,3,5,2,0,21,14,0,4,3,0
"S00118656",107,72,19,43,0,2,1,4,2,1,35,27,2,4,1,1
"S00118657",80,58,14,35,0,1,3,2,1,2,22,10,5,2,2,3
"S00118658",78,51,11,33,0,2,0,2,3,0,27,12,3,6,4,2
"S00118659",50,38,10,21,0,2,3,1,0,1,12,7,0,3,0,2
"S00118660",65,47,9,28,0,6,1,2,1,0,18,12,2,3,1,0
"S00118661",141,106,27,60,0,1,4,5,7,2,35,15,3,3,12,2
"S00118662",94,74,19,43,1,1,2,3,4,1,20,8,4,4,4,0
"S00118663",80,50,8,28,1,3,1,7,1,1,30,17,2,3,6,2
"S00118664",83,65,11,39,0,0,4,7,1,3,18,14,0,4,0,0
"S00118665",83,64,18,30,1,4,3,4,4,0,19,16,1,0,1,1
"S00118666",72,50,11,29,0,1,2,4,1,2,22,12,3,4,3,0
"S00118667",81,64,10,43,0,1,0,4,4,2,17,12,1,3,1,0
"S00118668",153,123,27,79,0,0,2,5,4,6,30,18,6,4,2,0
"S00118669",76,48,11,31,0,2,1,2,0,1,28,21,3,3,1,0
"S00118670",91,68,14,40,0,1,0,4,5,4,23,8,2,6,6,1
"S00118671",57,38,8,20,1,1,2,3,3,0,19,12,2,0,4,1
"S00118672",71,44,11,28,0,0,1,2,1,1,27,15,4,2,4,2
"S00118673",116,89,19,53,0,3,1,3,4,6,27,12,5,6,3,1
"S00118674",57,34,11,13,0,0,1,0,7,2,23,0,5,8,9,1
"S00118675",115,82,22,39,1,0,2,5,11,2,33,18,4,6,2,3
"S00118676",112,80,11,59,0,0,1,6,3,0,32,13,1,5,10,3
"S00118677",122,93,18,52,0,7,3,4,4,5,29,13,3,4,8,1
"S00118678",36,29,6,19,0,0,0,2,1,1,7,4,0,2,1,0
"S00118679",117,95,25,50,0,3,1,5,6,5,22,10,1,5,4,2
"S00118680",48,41,6,27,0,0,2,2,2,2,7,2,1,2,1,1
"S00118681",90,67,14,36,0,1,1,5,9,1,23,12,1,7,1,2
"S00118682",65,39,8,24,0,0,1,1,4,1,26,14,1,3,5,3
"S00118683",70,49,9,33,0,1,1,2,3,0,21,10,3,3,2,3
"S00118684",79,50,11,33,0,2,1,2,0,1,29,21,1,2,3,2
"S00118685",93,64,19,35,0,2,0,4,4,0,29,15,3,3,4,4
"S00118686",76,54,15,34,0,0,1,3,1,0,22,16,1,2,3,0
"S00118687",112,77,15,50,0,3,2,4,1,2,35,27,3,2,3,0
"S00118688",84,60,17,34,0,1,3,2,1,2,24,16,3,1,3,1
"S00118689",126,84,21,42,0,5,1,4,7,4,42,34,4,1,3,0
"S00118690",130,104,23,66,0,3,1,4,3,4,26,19,4,2,1,0
"S00118691",123,87,19,56,0,1,3,2,3,3,36,21,6,4,4,1
"S00118692",97,71,22,34,0,1,2,5,4,3,26,19,4,3,0,0
"S00118693",86,66,18,35,0,0,4,2,6,1,20,12,2,3,2,1
"S00118694",71,51,15,29,1,1,1,3,1,0,20,15,1,3,1,0
"S00118695",94,75,12,47,0,2,3,8,1,2,19,15,3,1,0,0
"S00118696",71,47,9,30,0,3,3,1,0,1,24,20,1,2,0,1
"S00118697",50,29,5,16,0,0,2,5,0,1,21,18,2,0,0,1
"S00118698",102,75,18,34,0,9,4,6,1,3,27,17,1,7,2,0
"S00118699",84,52,10,30,0,5,1,2,1,3,32,21,4,5,1,1
"S00118700",92,59,9,36,0,1,2,5,3,3,33,19,2,5,5,2
"S00118701",52,40,12,17,0,0,0,6,2,3,12,7,3,1,1,0
"S00118702",60,39,5,26,0,3,1,0,4,0,21,12,0,9,0,0
"S00118703",71,49,12,15,0,5,6,8,2,1,22,17,2,0,2,1
"S00118704",67,35,8,20,0,4,0,1,1,1,32,17,1,4,8,2
"S00118705",97,63,13,36,0,2,4,2,5,1,34,20,4,5,1,4
"S00118706",76,57,11,29,0,1,2,5,7,2,19,10,3,4,1,1
"S00118707",86,70,14,35,0,6,0,3,10,2,16,7,0,3,5,1
"S00118708",45,32,4,17,0,3,0,2,6,0,13,6,1,4,2,0
"S00118709",67,47,8,31,0,1,0,0,5,2,20,6,3,5,5,1
"S00118710",89,69,14,43,0,4,0,0,5,3,20,9,3,2,2,4
"S00118711",45,36,9,20,0,1,3,1,1,1,9,3,1,3,2,0
"S00118712",62,51,9,35,1,0,1,3,1,1,11,9,2,0,0,0
"S00118713",94,68,10,41,0,5,0,5,2,5,26,14,4,6,0,2
"S00118714",74,51,11,25,0,1,4,6,3,1,23,15,1,5,2,0
"S00118715",77,49,7,35,0,0,3,2,1,1,28,18,2,6,2,0
"S00118716",85,64,13,27,0,0,5,12,3,4,21,14,5,0,1,1
"S00118717",48,35,2,23,0,4,0,4,2,0,13,8,0,3,1,1
"S00118718",80,53,10,32,0,0,0,4,6,1,27,18,3,5,1,0
"S00118719",98,67,17,33,1,1,0,3,8,4,31,5,7,4,12,3
"S00118720",98,66,13,45,0,1,0,2,5,0,32,23,2,5,2,0
"S00118721",76,33,7,15,0,0,2,0,9,0,43,17,2,2,20,2
"S00118722",55,38,10,19,0,1,0,3,4,1,17,5,0,3,9,0
"S00118723",97,66,14,42,0,2,2,1,5,0,31,21,2,2,5,1
"S00118724",71,40,11,26,1,0,0,2,0,0,31,24,2,4,1,0
"S00118725",54,36,14,18,0,0,1,2,1,0,18,12,2,2,1,1
"S00118726",81,45,7,30,0,0,0,0,5,3,36,19,5,5,7,0
"S00118727",64,40,9,23,0,1,0,2,3,2,24,13,4,3,2,2
"S00118728",106,66,9,37,1,0,0,2,17,0,40,19,2,7,9,3
"S00118729",99,63,17,30,0,3,1,3,9,0,36,21,3,7,5,0
"S00118730",81,62,14,36,0,0,0,2,8,2,19,8,1,5,2,3
"S00118731",54,38,13,20,0,0,1,1,2,1,16,7,1,6,1,1
"S00118732",72,39,10,19,0,0,4,3,3,0,33,26,2,1,4,0
"S00118733",64,38,5,23,0,0,0,1,9,0,26,12,4,6,3,1
"S00118734",40,32,8,19,0,0,0,1,4,0,8,5,1,0,0,2
"S00118735",73,50,13,28,0,0,2,2,4,1,23,9,7,6,1,0
"S00118736",90,59,18,34,0,0,0,2,5,0,31,5,5,6,12,3
"S00118737",76,50,9,27,0,0,0,1,8,5,26,13,3,6,3,1
"S00118738",73,46,6,33,0,0,0,1,5,1,27,17,0,4,3,3
"S00118739",92,56,13,32,0,1,1,5,3,1,36,21,1,6,7,1
"S00118740",110,36,6,24,0,0,0,5,0,1,74,25,3,3,35,8
"S00118741",53,36,10,14,1,1,2,5,1,2,17,13,1,1,1,1
"S00118742",68,41,8,26,0,0,3,4,0,0,27,21,2,1,2,1
"S00118743",75,33,8,23,0,0,0,0,1,1,42,35,1,4,2,0
"S00118744",110,67,14,41,1,4,0,3,2,2,43,26,3,5,2,7
"S00118745",113,79,20,45,0,4,0,2,6,2,34,16,7,5,3,3
"S00118746",99,75,21,37,2,5,3,1,2,4,24,11,5,2,6,0
"S00118747",66,44,8,25,0,1,2,3,4,1,22,11,6,2,2,1
"S00118748",119,95,11,62,0,3,7,6,1,5,24,13,3,3,3,2
"S00118749",120,82,16,36,1,6,9,6,8,0,38,32,4,0,0,2
"S00118750",111,81,17,33,2,6,7,10,3,3,30,21,3,2,4,0
"S00118751",93,61,13,31,2,3,1,8,2,1,32,23,2,3,3,1
"S00118752",75,41,7,17,0,2,8,6,0,1,34,24,3,2,3,2
"S00118753",131,83,23,46,0,0,4,3,2,5,48,32,6,4,3,3
"S00118754",73,51,15,22,1,1,2,5,3,2,22,16,1,1,4,0
"S00118755",66,48,13,20,0,3,4,3,2,3,18,10,5,0,2,1
"S00118756",92,67,10,40,1,3,6,2,3,2,25,13,2,2,6,2
"S00118757",153,108,31,57,1,4,1,9,1,4,45,38,3,2,2,0
"S00118758",112,73,12,51,0,0,0,5,4,1,39,19,3,8,3,6
"S00118759",120,85,14,50,1,3,4,9,2,2,35,17,7,5,5,1
"S00118760",107,86,12,60,0,3,3,5,3,0,21,10,5,3,0,3
"S00118761",69,47,7,25,1,4,5,2,1,2,22,16,1,1,2,2
"S00118762",105,81,18,34,4,7,5,9,0,4,24,20,1,3,0,0
"S00118763",84,48,7,25,3,4,2,6,0,1,36,20,6,6,1,3
"S00118764",59,48,12,24,0,0,4,5,2,1,11,5,3,0,3,0
"S00118765",63,42,14,22,0,0,1,3,2,0,21,15,3,3,0,0
"S00118766",65,50,13,26,0,0,4,5,1,1,15,9,0,0,2,4
"S00118767",77,49,16,23,0,1,3,2,4,0,28,17,3,3,5,0
"S00118768",38,16,6,8,0,0,0,0,2,0,22,13,0,1,5,3
"S00118769",90,57,9,35,0,2,3,0,8,0,33,8,7,3,9,6
"S00118770",84,62,10,42,0,0,1,3,6,0,22,14,3,2,2,1
"S00118771",68,49,12,32,0,0,0,0,5,0,19,11,1,3,3,1
"S00118772",76,59,13,31,0,0,1,5,6,3,17,8,1,2,4,2
"S00118773",113,87,27,42,0,5,2,3,5,3,26,15,1,3,2,5
"S00118774",46,33,7,15,1,3,2,3,2,0,13,9,0,2,1,1
"S00118775",91,57,11,39,0,1,2,0,2,2,34,5,3,14,8,4
"S00118776",86,60,13,37,1,2,0,3,3,1,26,16,3,4,3,0
"S00118777",67,44,14,20,0,1,2,2,4,1,23,13,2,3,5,0
"S00118778",134,92,20,60,0,4,1,3,3,1,42,14,9,6,8,5
"S00118779",51,23,7,13,0,0,0,0,2,1,28,16,1,0,6,5
"S00118780",112,76,19,40,0,0,4,6,2,5,36,20,10,3,3,0
"S00118781",73,46,13,28,0,1,0,2,2,0,27,18,1,2,5,1
"S00118782",122,80,20,45,0,4,0,5,4,2,42,31,5,4,2,0
"S00118783",112,73,12,48,1,4,0,3,3,2,39,28,1,3,5,2
"S00118784",109,76,18,43,0,1,3,9,0,2,33,19,7,7,0,0
"S00118785",134,108,20,61,0,9,2,10,3,3,26,14,8,2,1,1
"S00118786",111,87,22,50,0,3,0,5,4,3,24,9,6,3,5,1
"S00118787",156,122,32,79,0,0,0,4,6,1,34,19,5,4,5,1
"S00118788",77,53,15,34,0,0,1,1,2,0,24,15,1,3,5,0
"S00118789",72,57,17,31,1,1,1,1,3,2,15,6,2,3,3,1
"S00118790",122,93,27,49,0,0,0,2,11,4,29,6,5,9,6,3
"S00118791",132,98,27,55,0,1,0,6,7,2,34,10,6,8,10,0
"S00118792",76,58,10,33,0,0,3,4,3,5,18,12,1,3,2,0
"S00118793",48,40,4,27,1,1,0,4,3,0,8,5,3,0,0,0
"S00118794",116,79,15,43,0,1,7,8,3,2,37,21,8,3,4,1
"S00118795",90,63,12,30,0,0,1,0,16,4,27,4,1,6,14,2
"S00118796",95,58,13,33,0,0,0,3,8,1,37,13,6,9,6,3
"S00118797",80,56,15,31,1,0,0,4,4,1,24,9,1,7,6,1
"S00118798",98,64,10,40,0,1,4,2,6,1,34,8,3,9,10,4
"S00118799",82,50,12,31,0,0,0,0,6,1,32,10,3,7,5,7
"S00118800",99,59,19,27,0,0,0,0,11,2,40,8,4,9,17,2
"S00118801",94,59,13,32,0,0,1,3,9,1,35,14,4,9,5,3
"S00118802",73,47,17,22,0,0,2,1,3,2,26,14,4,3,5,0
"S00118803",96,63,18,36,1,2,1,0,3,2,33,12,3,9,7,2
"S00118804",144,98,25,53,0,0,1,4,12,3,46,18,4,7,11,6
"S00118805",115,68,13,33,0,4,4,6,1,7,47,29,1,7,4,6
"S00118806",69,52,12,33,1,1,0,3,2,0,17,5,1,3,7,1
"S00118807",60,42,6,29,1,0,0,2,3,1,18,6,0,5,5,2
"S00118808",85,56,14,29,0,3,0,3,6,1,29,13,3,3,8,2
"S00118809",88,57,12,35,0,1,2,1,3,3,31,13,2,6,9,1
"S00118810",110,72,14,44,0,0,3,3,3,5,38,24,4,6,3,1
"S00118811",130,103,24,54,0,2,5,9,9,0,27,16,4,2,4,1
"S00118812",101,75,12,44,1,2,0,1,13,2,26,11,2,5,6,2
"S00118813",100,72,14,46,1,2,2,5,2,0,28,18,1,3,6,0
"S00118814",103,77,25,48,0,0,0,0,3,1,26,12,3,4,6,1
"S00118815",98,66,12,43,0,1,2,1,5,2,32,23,3,2,4,0
"S00118816",116,75,12,47,0,0,1,6,7,2,41,30,3,5,3,0
"S00118817",114,70,20,40,0,0,0,2,7,1,44,29,3,4,8,0
"S00118818",102,66,21,37,0,1,1,1,4,1,36,23,4,6,3,0
"S00118819",106,64,19,29,0,0,0,6,5,5,42,27,3,2,6,4
"S00118820",102,57,13,30,0,3,1,5,3,2,45,28,7,4,4,2
"S00118821",128,71,16,45,0,4,0,3,3,0,57,47,3,3,2,2
"S00118822",94,81,14,55,0,0,2,7,2,1,13,6,3,2,0,2
"S00118823",92,63,11,41,1,0,0,2,4,4,29,21,2,2,2,2
"S00118824",118,91,20,58,0,0,3,4,5,1,27,12,5,2,7,1
"S00118825",45,25,5,14,0,0,0,1,2,3,20,12,1,2,4,1
"S00118826",83,54,9,25,0,0,2,2,12,4,29,3,2,12,8,4
"S00118827",78,56,6,37,0,2,0,0,11,0,22,3,1,13,5,0
"S00118828",131,82,17,48,0,2,1,1,12,1,49,14,8,9,17,1
"S00118829",74,43,10,23,0,6,0,1,2,1,31,5,1,1,17,7
"S00118830",110,72,23,35,0,0,2,0,11,1,38,16,7,5,5,5
"S00118831",74,60,17,28,0,1,0,3,3,8,14,9,3,0,2,0
"S00118832",115,85,10,49,1,4,4,10,7,0,30,18,5,5,1,1
"S00118833",71,56,11,28,1,3,4,1,7,1,15,10,3,2,0,0
"S00118834",87,58,12,25,0,5,5,8,2,1,29,21,5,0,3,0
"S00118835",106,62,9,43,0,1,0,3,4,2,44,33,5,3,1,2
"S00118836",83,68,18,40,0,0,1,0,6,3,15,11,0,2,2,0
"S00118837",77,46,6,27,1,2,1,2,6,1,31,11,2,9,6,3
"S00118838",76,50,13,28,0,2,1,3,3,0,26,21,1,2,2,0
"S00118839",67,30,5,20,0,0,0,0,5,0,37,22,0,2,9,4
"S00118840",54,36,13,17,0,0,0,1,5,0,18,2,3,10,1,2
"S00118841",85,48,18,20,1,0,1,2,6,0,37,10,2,5,14,6
"S00118842",124,74,17,42,0,0,0,2,11,2,50,19,6,13,10,2
"S00118843",87,60,20,31,1,1,2,1,4,0,27,13,1,3,6,4
"S00118844",150,107,24,68,0,1,0,2,4,8,43,13,8,12,9,1
"S00118845",76,48,8,24,0,3,2,1,7,3,28,13,1,8,4,2
"S00118846",135,86,18,58,0,0,0,4,5,1,49,27,10,9,3,0
"S00118847",108,83,16,55,0,0,2,2,7,1,25,12,1,5,5,2
"S00118848",76,55,10,36,0,0,0,3,5,1,21,15,2,1,2,1
"S00118849",74,52,8,37,0,0,0,0,6,1,22,11,2,5,0,4
"S00118850",65,37,8,24,0,1,0,0,2,2,28,24,0,0,4,0
"S00118851",79,53,11,33,0,0,0,3,5,1,26,9,1,5,10,1
"S00118852",70,54,7,31,1,3,2,5,4,1,16,5,1,6,3,1
"S00118853",52,28,9,13,0,1,0,2,2,1,24,10,0,6,4,4
"S00118854",60,41,9,30,0,0,0,0,1,1,19,5,1,1,11,1
"S00118855",81,53,9,35,2,1,0,0,4,2,28,14,6,2,2,4
"S00118856",78,56,10,36,0,0,1,3,3,3,22,13,2,4,3,0
"S00118857",94,72,14,34,0,1,3,5,12,3,22,5,6,6,1,4
"S00118858",88,59,18,31,0,0,0,2,5,3,29,13,5,6,2,3
"S00118859",66,41,10,21,0,0,4,4,2,0,25,8,4,5,5,3
"S00118860",90,64,17,38,0,2,3,2,1,1,26,22,0,2,1,1
"S00118861",116,89,24,47,0,3,2,3,9,1,27,18,2,1,5,1
"S00118862",67,46,11,20,0,1,3,4,5,2,21,17,2,1,1,0
"S00118863",82,55,18,23,0,3,1,3,6,1,27,9,5,7,5,1
"S00118864",118,71,19,37,1,0,4,1,6,3,47,17,7,7,15,1
"S00118865",83,47,10,31,0,0,0,0,5,1,36,9,0,14,7,6
"S00118866",64,44,12,21,1,4,1,1,3,1,20,14,1,0,5,0
"S00118867",82,40,12,11,2,3,1,0,11,0,42,18,4,6,10,4
"S00118868",95,53,10,21,2,2,5,3,9,1,42,6,3,14,16,3
"S00118869",67,34,8,19,0,0,1,4,2,0,33,20,0,4,6,3
"S00118870",118,78,23,35,0,0,1,1,15,3,40,9,1,11,15,4
"S00118871",60,40,9,18,0,2,1,7,2,1,20,6,1,4,8,1
"S00118872",100,53,7,25,1,5,4,8,3,0,47,39,1,1,4,2
"S00118873",74,40,10,22,0,1,1,1,2,3,34,20,5,4,1,4
"S00118874",97,75,15,41,0,2,1,7,9,0,22,10,2,5,5,0
"S00118875",89,60,17,31,0,0,0,5,5,2,29,7,3,12,6,1
"S00118876",40,20,4,11,0,2,1,1,1,0,20,14,0,2,3,1
"S00118877",41,26,4,18,1,1,1,1,0,0,15,3,1,1,8,2
"S00118878",66,51,13,26,0,1,2,6,2,1,15,5,7,0,1,2
"S00118879",61,41,7,19,1,2,2,4,3,3,20,15,4,0,1,0
"S00118880",87,59,16,34,0,2,1,1,3,2,28,17,0,6,4,1
"S00118881",76,40,9,17,0,1,3,1,8,1,36,8,7,6,9,6
"S00118882",121,88,28,41,0,0,3,9,4,3,33,17,4,6,5,1
"S00118883",81,54,9,21,2,1,2,3,16,0,27,5,1,7,9,5
"S00118884",90,65,14,32,0,1,2,1,10,5,25,8,1,6,6,4
"S00118885",78,48,12,23,0,0,3,6,2,2,30,16,2,6,4,2
"S00118886",84,60,17,31,0,0,0,4,4,4,24,18,0,4,2,0
"S00118887",66,43,13,27,0,0,0,1,2,0,23,18,0,1,3,1
"S00118888",93,57,10,32,0,2,1,8,1,3,36,29,2,3,2,0
"S00118889",58,45,6,28,1,3,1,1,4,1,13,11,2,0,0,0
"S00118890",60,40,7,20,0,3,3,4,2,1,20,13,2,1,2,2
"S00118891",84,70,19,35,0,4,5,4,3,0,14,8,4,2,0,0
"S00118892",42,28,6,19,0,1,1,1,0,0,14,6,2,2,4,0
"S00118893",37,25,7,13,0,0,1,2,2,0,12,7,0,1,4,0
"S00118894",74,59,12,28,1,4,3,5,6,0,15,8,2,3,1,1
"S00118895",85,63,8,42,0,1,2,5,4,1,22,17,1,4,0,0
"S00118896",72,49,6,29,0,1,4,4,4,1,23,11,0,8,2,2
"S00118897",76,56,10,37,0,1,0,1,6,1,20,9,2,3,6,0
"S00118898",54,33,3,19,0,2,1,3,3,2,21,13,2,3,3,0
"S00118899",79,47,17,24,0,1,0,1,2,2,32,9,0,8,12,3
"S00118900",95,66,13,33,0,4,3,6,5,2,29,25,0,1,2,1
