"output_area","ALL PEOPLE","Number Church of Scotland","Number Roman Catholic","Number Other Christian","Number Buddhist","Number Hindu","Number Jewish","Number Muslim","Number Sikh","Number Another Religion","Number None","Number Not Answered"
"60QA000442",160,73,8,13,4,0,0,5,0,0,52,5
"60QA000443",102,41,5,13,0,0,0,0,0,1,39,3
"60QA000444",169,75,16,13,0,0,0,1,0,0,62,2
"60QA000445",132,53,13,18,0,0,0,0,0,1,41,6
"60QA000446",182,69,7,13,0,0,0,0,0,0,81,12
"60QA000447",125,43,12,28,1,0,0,0,0,2,34,5
"60QA000448",163,65,19,23,0,0,0,0,0,0,51,5
"60QA000449",104,51,6,6,0,0,0,0,0,4,34,3
"60QA000450",133,78,8,14,0,0,0,0,0,3,27,3
"60QA000451",65,25,1,7,0,0,0,0,0,0,31,1
"60QA000452",60,35,3,8,0,0,0,1,0,0,13,0
"60QA000453",94,45,8,7,0,0,0,1,0,1,28,4
"60QA000454",139,46,8,27,1,0,0,0,0,0,45,12
"60QA000455",128,59,7,10,0,0,0,0,0,0,44,8
"60QA000456",135,67,5,16,0,0,0,0,1,0,38,8
"60QA000457",153,52,14,30,0,0,0,1,0,6,45,5
"60QA000458",116,50,5,20,0,0,0,6,0,0,30,5
"60QA000459",68,19,13,12,0,0,0,0,0,4,20,0
"60QA000460",97,21,2,4,0,0,0,7,0,0,53,10
"60QA000461",131,48,3,21,0,0,0,1,0,3,53,2
"60QA000462",70,29,5,6,2,0,0,0,0,0,24,4
"60QA000463",94,29,5,4,0,0,0,0,0,1,53,2
"60QA000464",107,19,5,3,0,0,0,5,0,1,72,2
"60QA000465",89,43,3,11,0,0,0,2,0,1,26,3
"60QA000466",51,7,4,2,0,0,0,0,0,0,25,13
"60QA000467",59,26,4,4,0,0,0,0,0,0,22,3
"60QA000468",91,21,9,5,0,0,0,0,0,3,47,6
"60QA000469",68,23,10,5,0,0,0,1,0,0,26,3
"60QA000470",79,29,4,3,0,0,0,0,0,0,33,10
"60QA000471",122,48,7,7,2,0,0,0,0,0,53,5
"60QA000472",78,14,5,11,1,0,0,0,0,4,39,4
"60QA000473",59,16,8,5,0,0,0,0,0,2,25,3
"60QA000474",77,16,6,5,0,0,0,3,0,2,39,6
"60QA000475",96,46,9,11,1,0,0,0,0,0,19,10
"60QA000476",106,33,2,4,0,2,0,1,0,3,51,10
"60QA000477",72,22,8,2,0,0,0,2,0,1,33,4
"60QA000478",105,35,10,6,0,0,0,0,0,0,51,3
"60QA000479",146,40,11,13,0,0,0,1,0,1,74,6
"60QA000480",71,27,3,5,0,1,0,0,0,0,34,1
"60QA000481",178,33,15,12,0,0,0,0,0,2,59,57
"60QA000482",64,31,0,3,0,0,0,0,0,1,28,1
"60QA000483",122,27,8,7,0,0,0,3,0,1,65,11
"60QA000484",115,34,5,7,1,0,0,0,0,4,54,10
"60QA000485",61,19,14,3,0,0,0,0,0,0,25,0
"60QA000486",68,11,5,5,0,0,0,3,0,2,37,5
"60QA000487",90,25,6,6,0,0,0,0,0,1,50,2
"60QA000488",94,23,10,8,0,0,1,0,0,3,44,5
"60QA000489",70,13,8,7,0,0,0,0,2,8,32,0
"60QA000490",62,12,4,8,0,0,0,0,0,4,30,4
"60QA000491",73,22,1,2,1,6,1,0,0,1,37,2
"60QA000492",90,23,3,5,0,3,0,2,0,2,50,2
"60QA000493",67,26,3,4,0,0,0,1,0,1,24,8
"60QA000494",61,18,8,7,0,0,0,0,0,1,26,1
"60QA000495",103,54,9,4,0,0,0,0,0,0,31,5
"60QA000496",83,54,4,2,0,0,0,0,0,0,22,1
"60QA000497",112,37,8,14,0,3,0,3,0,1,39,7
"60QA000498",181,45,23,26,1,0,1,7,0,3,64,11
"60QA000499",129,31,9,10,0,0,0,0,0,0,75,4
"60QA000500",113,39,4,19,0,0,0,2,0,6,41,2
"60QA000501",67,23,8,9,0,0,0,0,0,0,24,3
"60QA000502",63,24,6,6,0,0,0,0,1,1,20,5
"60QA000503",77,35,11,9,1,0,0,2,0,0,16,3
"60QA000504",58,20,6,2,0,0,0,0,0,2,20,8
"60QA000505",65,31,4,5,0,0,0,0,0,0,25,0
"60QA000506",187,61,14,18,3,0,0,1,0,3,78,9
"60QA000507",132,32,2,8,0,0,0,4,0,0,84,2
"60QA000508",82,10,7,1,0,0,0,0,0,0,62,2
"60QA000509",98,26,8,11,0,0,0,0,0,0,47,6
"60QA000510",141,28,6,11,0,0,0,0,0,0,77,19
"60QA000511",129,21,8,5,0,3,0,3,0,2,68,19
"60QA000512",65,33,2,9,0,0,0,0,0,0,17,4
"60QA000513",64,34,4,3,0,0,0,0,0,0,14,9
"60QA000514",64,42,2,2,0,0,0,0,0,0,13,5
"60QA000515",99,35,8,4,0,0,0,3,0,0,45,4
"60QA000516",86,18,9,8,0,0,0,0,0,0,39,12
"60QA000517",113,23,5,4,0,0,0,0,0,0,73,8
"60QA000518",108,27,11,8,0,0,0,1,0,3,54,4
"60QA000519",123,20,5,3,0,0,0,8,0,0,76,11
"60QA000520",124,19,9,4,1,0,0,3,0,0,74,14
"60QA000521",75,15,1,5,0,0,1,0,0,1,44,8
"60QA000522",168,49,20,18,2,3,5,1,1,10,57,2
"60QA000523",329,89,36,55,2,1,1,6,0,13,109,17
"60QA000524",64,17,4,7,0,0,0,0,0,1,30,5
"60QA000525",162,75,13,8,0,0,0,4,0,0,56,6
"60QA000526",126,71,1,12,0,0,0,0,0,0,41,1
"60QA000527",91,51,2,3,0,0,0,0,0,0,27,8
"60QA000528",119,66,10,9,1,0,0,0,0,0,29,4
"60QA000529",126,61,11,7,0,0,0,0,0,0,41,6
"60QA000530",98,48,1,8,0,0,0,0,0,1,36,4
"60QA000531",108,45,7,5,0,0,0,0,0,0,45,6
"60QA000532",72,36,5,1,0,0,0,0,0,0,30,0
"60QA000533",105,60,7,8,0,0,0,0,0,0,27,3
"60QA000534",112,55,11,4,0,0,0,0,0,0,38,4
"60QA000535",107,47,5,4,0,0,0,0,0,1,46,4
"60QA000536",114,39,4,9,0,0,0,0,0,4,50,8
"60QA000537",150,62,11,7,0,0,0,2,0,0,65,3
"60QA000538",119,48,6,6,1,0,0,0,0,0,54,4
"60QA000539",67,27,7,3,0,0,0,0,0,0,30,0
"60QA000540",138,66,4,2,0,0,0,0,0,0,54,12
"60QA000541",91,25,8,3,0,0,0,2,0,2,48,3
"60QA000542",121,33,6,7,0,1,0,0,3,2,64,5
"60QA000543",79,31,2,2,0,0,0,0,0,0,38,6
"60QA000544",78,34,4,3,0,0,0,0,0,1,36,0
"60QA000545",91,17,5,4,0,0,0,0,0,0,63,2
"60QA000546",83,24,1,4,0,0,0,0,0,0,51,3
"60QA000547",87,30,3,8,0,0,0,0,0,1,41,4
"60QA000548",116,35,4,7,0,0,0,0,1,2,64,3
"60QA000549",94,23,5,13,0,0,1,0,0,0,44,8
"60QA000550",67,10,1,0,0,0,0,0,0,1,51,4
"60QA000551",65,49,2,2,0,0,0,0,0,0,12,0
"60QA000552",103,28,2,5,0,0,0,0,0,0,67,1
"60QA000553",150,61,7,8,1,0,0,0,0,0,66,7
"60QA000554",119,30,0,6,0,0,0,3,0,1,76,3
"60QA000555",95,43,0,1,0,0,0,0,0,0,48,3
"60QA000556",98,40,5,6,0,0,0,0,0,0,42,5
"60QA000557",83,46,6,3,0,0,0,0,0,0,28,0
"60QA000558",53,11,7,5,0,0,0,0,0,0,29,1
"60QA000559",106,34,7,9,1,0,0,0,0,0,47,8
"60QA000560",55,14,8,1,0,0,0,0,0,0,27,5
"60QA000561",128,35,12,2,0,0,0,0,0,1,66,12
"60QA000562",80,31,3,12,0,0,0,0,0,0,25,9
"60QA000563",118,39,11,7,0,0,0,0,0,1,56,4
"60QA000564",75,33,3,0,0,0,0,0,0,0,38,1
"60QA000565",137,57,9,6,0,0,0,1,0,2,58,4
"60QA000566",107,41,8,3,1,0,0,0,0,1,49,4
"60QA000567",87,33,4,9,0,0,0,0,0,2,35,4
"60QA000568",104,46,4,9,0,0,0,0,0,0,44,1
"60QA000569",75,35,0,5,0,0,1,0,0,0,31,3
"60QA000570",83,30,1,1,0,0,0,0,0,6,41,4
"60QA000571",157,70,6,4,0,0,0,4,0,1,65,7
"60QA000572",153,67,10,9,0,6,0,1,0,0,56,4
"60QA000573",129,17,3,2,1,0,0,2,0,0,81,23
"60QA000574",169,17,5,11,0,0,0,5,0,1,92,38
"60QA000575",112,45,11,1,0,0,0,2,0,0,42,11
"60QA000576",134,34,4,12,0,0,0,10,0,3,55,16
"60QA000577",128,36,12,7,0,0,0,0,0,9,60,4
"60QA000578",88,43,6,2,1,0,0,0,0,2,30,4
"60QA000579",96,36,1,11,0,0,0,0,0,0,42,6
"60QA000580",70,14,3,14,0,0,0,2,0,1,34,2
"60QA000581",84,39,2,7,0,0,0,2,0,2,32,0
"60QA000582",113,53,1,6,0,0,0,0,0,2,48,3
"60QA000583",113,19,6,8,0,1,0,2,0,1,69,7
"60QA000584",67,5,2,9,2,0,0,0,0,2,34,13
"60QA000585",84,12,0,11,0,0,0,0,0,1,38,22
"60QA000586",66,13,1,2,0,0,0,0,0,2,36,12
"60QA000587",66,6,2,13,0,0,0,0,0,1,29,15
"60QA000588",99,7,3,7,0,0,0,1,0,3,71,7
"60QA000589",73,6,8,7,0,0,0,0,0,1,45,6
"60QA000590",78,12,5,2,0,0,0,7,0,0,43,9
"60QA000591",79,31,5,9,0,0,0,0,0,0,31,3
"60QA000592",118,30,3,2,0,0,0,0,0,2,78,3
"60QA000593",110,47,4,11,0,0,0,0,0,0,43,5
"60QA000594",94,54,1,2,0,0,0,0,0,1,34,2
"60QA000595",108,49,2,5,0,0,0,0,0,0,50,2
"60QA000596",103,18,4,9,1,2,0,0,0,0,62,7
"60QA000597",77,12,2,7,1,0,0,3,0,0,49,3
"60QA000598",136,35,5,9,0,0,0,0,0,4,81,2
"60QA000599",208,58,15,10,0,0,0,0,0,0,116,9
"60QA000600",100,44,3,6,0,0,0,0,0,0,42,5
"60QA000601",68,15,4,5,0,0,0,2,0,0,38,4
"60QA000602",67,18,2,4,1,0,0,0,0,0,27,15
"60QA000603",64,5,9,1,0,0,0,4,0,1,40,4
"60QA000604",58,9,5,3,0,0,0,1,0,0,37,3
"60QA000605",52,12,0,5,2,0,0,2,3,2,18,8
"60QA000606",82,11,3,5,1,0,0,12,0,2,42,6
"60QA000607",78,17,3,2,0,0,0,1,0,2,42,11
"60QA000608",72,17,3,6,0,0,0,0,0,0,41,5
"60QA000609",69,22,2,2,0,0,0,0,0,0,38,5
"60QA000610",58,28,1,1,0,0,0,0,0,1,20,7
"60QA000611",191,74,11,6,0,0,0,6,0,1,81,12
"60QA000612",139,45,7,10,0,0,0,0,0,3,66,8
"60QA000613",118,16,7,17,0,0,0,5,0,0,52,21
"60QA000614",179,61,9,5,0,0,0,1,0,1,85,17
"60QA000615",85,42,5,2,0,0,0,0,0,0,28,8
"60QA000616",93,36,4,2,0,0,0,1,0,1,40,9
"60QA000617",76,32,5,5,0,0,0,0,0,2,32,0
"60QA000618",67,30,4,0,0,0,0,1,0,2,27,3
"60QA000619",157,31,5,8,0,0,0,0,0,0,101,12
"60QA000620",106,20,3,4,0,0,0,0,0,2,71,6
"60QA000621",109,18,2,9,0,0,0,0,0,2,73,5
"60QA000622",82,28,1,3,0,0,0,2,0,0,45,3
"60QA000623",100,18,12,4,0,0,0,0,1,0,55,10
"60QA000624",88,20,4,5,0,5,1,1,0,0,44,8
"60QA000625",63,15,10,2,2,0,0,0,0,0,31,3
"60QA000626",68,26,0,0,0,0,0,1,0,0,22,19
"60QA000627",97,41,3,1,0,0,0,4,0,3,38,7
"60QA000628",109,32,8,1,0,0,0,1,0,0,62,5
"60QA000629",194,66,17,16,0,0,0,2,0,8,77,8
"60QA000630",189,47,11,31,0,0,0,1,0,12,79,8
"60QA000631",58,14,7,5,1,0,0,1,0,1,25,4
"60QA000632",92,32,7,7,2,2,0,0,0,3,35,4
"60QA000633",112,21,12,2,0,0,0,8,0,2,43,24
"60QA000634",180,28,8,18,2,0,0,23,0,10,84,7
"60QA000635",87,10,6,12,0,1,0,2,0,2,51,3
"60QA000636",221,40,16,21,2,1,0,24,0,3,104,10
"60QA000637",160,62,13,16,0,2,0,0,0,0,59,8
"60QA000638",138,45,5,19,0,0,0,3,0,0,64,2
"60QA000639",141,49,5,13,0,0,0,0,0,6,63,5
"60QA000640",89,32,3,7,0,0,0,3,0,1,37,6
"60QA000641",120,55,5,9,0,0,0,0,0,4,43,4
"60QA000642",70,18,2,11,4,0,0,0,0,1,29,5
"60QA000643",57,16,0,10,0,0,0,1,0,0,27,3
"60QA000644",118,31,12,6,0,1,0,3,0,3,58,4
"60QA000645",144,17,2,14,0,0,0,23,0,5,69,14
"60QA000646",148,18,4,17,4,0,0,25,0,5,66,9
"60QA000647",127,39,8,12,0,0,0,5,0,0,54,9
"60QA000648",99,26,8,13,0,3,0,0,0,3,40,6
"60QA000649",98,25,9,19,1,0,0,0,0,0,41,3
"60QA000650",101,34,3,5,0,0,0,0,0,1,47,11
"60QA000651",126,26,22,20,0,0,0,3,0,1,52,2
"60QA000652",456,126,41,65,3,3,0,8,0,10,176,24
"60QA000653",126,41,11,8,0,0,0,8,0,7,48,3
"60QA000654",72,21,5,10,1,0,0,0,0,0,34,1
"60QA000655",89,22,11,12,2,1,0,0,0,0,35,6
"60QA000656",127,35,11,15,1,0,1,4,0,2,55,3
"60QA000657",81,39,10,5,0,0,0,0,0,0,24,3
"60QA000658",123,29,11,17,0,0,1,7,0,7,47,4
"60QA000659",178,33,22,32,5,1,1,0,0,5,70,9
"60QA000660",146,27,17,15,0,3,0,3,0,6,70,5
"60QA000661",107,32,8,8,0,0,0,4,0,2,48,5
"60QA000662",101,31,8,6,0,0,0,0,1,3,47,5
"60QA000663",117,33,5,10,0,1,1,1,0,4,54,8
"60QA000664",71,23,10,7,1,0,0,0,0,0,28,2
"60QA000665",100,31,8,6,0,0,0,0,0,0,49,6
"60QA000666",65,22,6,2,0,0,0,0,0,1,29,5
"60QA000667",102,20,11,13,0,3,0,5,0,6,40,4
"60QA000668",91,31,3,7,2,0,0,2,0,2,42,2
"60QA000669",102,33,4,7,3,0,0,0,0,2,50,3
"60QA000670",79,23,3,10,0,0,0,1,0,0,41,1
"60QA000671",118,41,10,8,0,0,0,0,0,0,50,9
"60QA000672",129,61,16,6,0,0,0,0,0,2,42,2
"60QA000673",75,14,5,7,0,0,0,0,0,0,45,4
"60QA000674",62,13,6,0,2,0,0,1,0,3,35,2
"60QA000675",63,10,4,4,0,5,0,2,0,2,27,9
"60QA000676",55,6,4,5,0,0,0,4,0,3,31,2
"60QA000677",86,15,7,13,0,0,0,1,0,4,43,3
"60QA000678",103,34,8,3,0,0,0,1,0,1,53,3
"60QA000679",130,23,10,13,0,0,1,0,0,0,78,5
"60QA000680",52,10,7,3,0,0,0,0,0,0,26,6
"60QA000681",74,23,5,7,0,0,0,0,0,1,36,2
"60QA000682",64,22,4,8,0,0,0,0,0,9,19,2
"60QA000683",114,29,8,15,0,1,0,0,0,3,52,6
"60QA000684",67,24,4,8,0,0,2,0,0,1,27,1
"60QA000685",57,17,3,4,0,0,0,0,0,2,29,2
"60QA000686",90,33,3,6,0,0,0,0,0,1,46,1
"60QA000687",77,29,4,8,1,2,0,0,0,0,28,5
"60QA000688",165,73,7,16,2,0,1,0,0,0,56,10
"60QA000689",123,57,3,9,0,0,1,0,0,2,48,3
"60QA000690",69,30,3,7,0,0,0,0,0,3,23,3
"60QA000691",74,26,3,2,3,0,0,4,0,1,32,3
"60QA000692",298,135,27,24,0,0,0,1,0,0,102,9
"60QA000693",113,50,6,5,1,0,0,0,0,1,49,1
"60QA000694",90,31,5,8,0,0,0,0,0,3,43,0
"60QA000695",125,39,6,13,0,0,0,0,0,4,54,9
"60QA000696",97,28,3,6,2,0,1,9,0,1,46,1
"60QA000697",64,15,2,2,5,0,0,0,0,0,38,2
"60QA000698",145,58,7,19,1,0,0,6,0,0,49,5
"60QA000699",103,56,8,8,0,0,0,0,0,0,31,0
"60QA000700",112,53,1,9,0,0,0,0,0,0,47,2
"60QA000701",129,62,4,25,0,0,0,0,0,1,35,2
"60QA000702",116,44,11,18,0,0,0,0,0,0,42,1
"60QA000703",67,35,2,1,0,0,0,0,0,0,27,2
"60QA000704",114,69,5,8,0,0,0,5,0,0,26,1
"60QA000705",136,70,14,8,0,0,0,0,0,1,36,7
"60QA000706",133,73,13,5,0,0,0,0,0,1,38,3
"60QA000707",117,64,0,9,0,0,0,0,0,0,41,3
"60QA000708",131,86,4,8,0,0,0,0,0,0,31,2
"60QA000709",160,70,28,19,0,0,0,0,0,2,41,0
"60QA000710",106,26,10,9,0,0,0,0,0,0,52,9
"60QA000711",133,78,6,14,0,0,0,0,0,0,30,5
"60QA000712",101,61,0,14,0,0,0,0,0,0,24,2
"60QA000713",169,71,10,15,0,13,0,6,0,1,48,5
"60QA000714",189,76,23,11,0,0,0,0,0,0,73,6
"60QA000715",182,73,10,15,0,0,0,0,0,8,75,1
"60QA000716",175,53,26,19,2,16,0,7,3,0,49,0
"60QA000717",101,36,7,10,1,0,0,1,2,0,42,2
"60QA000718",93,38,3,9,0,0,0,0,0,0,42,1
"60QA000719",94,41,7,11,0,0,0,0,1,0,29,5
"60QA000720",118,44,8,9,0,0,0,0,0,2,51,4
"60QA000721",103,38,7,10,0,0,0,3,0,2,40,3
"60QA000722",103,41,14,5,0,0,0,5,0,1,36,1
"60QA000723",166,67,11,10,0,0,0,1,0,4,70,3
"60QA000724",80,13,9,5,0,0,0,2,1,1,46,3
"60QA000725",131,43,11,13,0,0,0,0,0,5,58,1
"60QA000726",169,65,18,6,0,0,0,0,0,0,72,8
"60QA000727",95,28,12,12,0,0,0,0,0,0,42,1
"60QA000728",92,34,10,13,0,1,0,0,0,2,32,0
"60QA000729",67,19,6,4,0,0,0,0,0,2,33,3
"60QA000730",87,24,2,8,0,0,0,0,0,1,43,9
"60QA000731",104,33,6,14,4,0,0,7,0,1,36,3
"60QA000732",154,77,8,17,0,0,0,0,0,2,47,3
"60QA000733",152,90,4,13,0,0,0,0,0,0,37,8
"60QA000734",146,63,21,14,0,0,0,0,0,0,39,9
"60QA000735",161,75,27,20,0,0,0,0,0,0,37,2
"60QA000736",102,32,4,15,0,0,0,0,0,0,48,3
"60QA000737",156,47,20,30,3,0,0,0,0,1,53,2
"60QA000738",177,59,19,26,0,0,3,0,0,0,62,8
"60QA000739",104,38,13,17,0,0,0,0,0,0,32,4
"60QA000740",108,27,12,24,0,0,0,1,0,0,42,2
"60QA000741",126,29,15,16,1,4,1,0,0,2,54,4
"60QA000742",103,38,6,14,0,0,0,1,0,5,36,3
"60QA000743",109,39,10,11,1,0,0,0,0,0,47,1
"60QA000744",137,43,11,19,0,0,0,0,0,0,63,1
"60QA000745",116,40,17,10,0,0,0,0,0,0,48,1
"60QA000746",77,27,16,6,0,0,0,0,0,0,21,7
"60QA000747",69,30,4,3,0,0,0,0,0,0,32,0
"60QA000748",97,21,15,7,0,0,0,0,0,1,45,8
"60QA000749",106,54,9,15,0,0,0,0,0,0,24,4
"60QA000750",194,86,3,19,0,2,0,4,1,5,65,9
"60QA000751",87,26,4,7,0,0,0,1,0,2,45,2
"60QA000752",68,32,4,2,0,0,0,0,0,0,29,1
"60QA000753",103,29,15,13,0,0,0,4,0,3,37,2
"60QA000754",113,49,14,15,0,0,0,0,0,0,33,2
"60QA000755",129,43,10,11,0,0,0,0,0,2,61,2
"60QA000756",152,46,30,17,0,1,0,0,0,4,51,3
"60QA000757",86,23,5,8,0,0,0,1,0,1,45,3
"60QA000758",75,12,9,10,0,0,0,0,0,0,41,3
"60QA000759",67,18,3,8,0,0,0,1,0,5,29,3
"60QA000760",50,9,3,11,0,1,0,0,0,0,23,3
"60QA000761",108,22,18,12,0,1,0,0,1,2,50,2
"60QA000762",81,27,5,8,0,0,0,0,0,2,36,3
"60QA000763",90,29,6,4,1,0,0,2,1,3,44,0
"60QA000764",117,30,14,15,1,1,0,2,0,7,45,2
"60QA000765",66,22,6,4,0,0,0,0,0,0,30,4
"60QA000766",80,20,8,14,2,1,0,0,0,1,34,0
"60QA000767",97,28,7,9,0,0,0,1,0,3,46,3
"60QA000768",75,22,10,6,0,0,0,0,0,0,34,3
"60QA000769",136,31,12,16,0,1,0,0,1,3,70,2
"60QA000770",56,25,3,1,0,0,0,0,0,0,19,8
"60QA000771",62,15,5,4,0,0,0,1,0,0,36,1
"60QA000772",84,23,3,8,0,0,0,2,0,1,42,5
"60QA000773",89,33,6,6,0,0,0,0,1,3,36,4
"60QA000774",78,60,2,8,0,0,0,0,0,0,6,2
"60QA000775",83,29,7,10,0,3,0,0,0,0,33,1
"60QA000776",144,12,8,16,1,0,0,24,0,3,62,18
"60QA000777",108,20,10,0,11,0,0,6,0,4,51,6
"60QA000778",81,14,6,13,0,0,0,1,0,0,44,3
"60QA000779",73,18,3,5,0,1,0,0,0,5,40,1
"60QA000780",105,28,10,9,0,0,0,1,0,4,43,10
"60QA000781",257,71,23,38,5,8,1,7,0,2,96,6
"60QA000782",59,23,2,1,0,0,0,0,0,2,26,5
"60QA000783",60,20,4,4,0,0,0,0,0,1,31,0
"60QA000784",143,50,5,15,1,6,0,1,0,3,60,2
"60QA000785",120,39,6,6,0,5,0,0,0,1,53,10
"60QA000786",111,32,7,15,2,5,0,0,0,3,42,5
"60QA000787",107,26,6,6,0,1,0,0,0,6,59,3
"60QA000788",91,27,6,4,0,3,0,1,0,3,46,1
"60QA000789",156,40,22,14,0,1,0,0,2,1,68,8
"60QA000790",119,40,10,10,0,0,0,0,0,1,54,4
"60QA000791",89,40,0,5,0,0,0,0,0,0,41,3
"60QA000792",172,76,2,10,0,0,0,0,0,1,80,3
"60QA000793",74,18,3,4,0,0,0,0,0,0,47,2
"60QA000794",144,49,5,5,0,0,0,0,0,2,81,2
"60QA000795",87,37,1,8,0,0,0,0,0,0,37,4
"60QA000796",118,32,2,11,1,1,0,0,0,0,67,4
"60QA000797",100,35,2,2,0,0,0,0,0,0,54,7
"60QA000798",94,32,3,4,0,0,0,0,0,1,53,1
"60QA000799",115,30,7,1,0,0,0,0,0,2,60,15
"60QA000800",76,35,5,9,0,0,0,0,0,0,22,5
"60QA000801",99,26,4,1,0,0,1,0,0,0,64,3
"60QA000802",113,36,8,12,0,0,0,0,0,0,51,6
"60QA000803",142,60,3,7,0,0,0,0,0,0,65,7
"60QA000804",75,43,3,3,0,0,0,0,0,0,24,2
"60QA000805",102,29,0,6,0,0,0,0,0,0,64,3
"60QA000806",121,40,7,10,0,0,0,1,0,0,57,6
"60QA000807",140,42,16,6,0,0,0,0,0,0,70,6
"60QA000808",90,24,2,6,0,0,0,0,0,0,57,1
"60QA000809",169,63,10,11,0,0,0,0,0,1,75,9
"60QA000810",125,33,2,3,0,0,0,0,0,4,71,12
"60QA000811",133,42,3,9,0,0,0,0,0,1,74,4
"60QA000812",120,38,10,6,0,0,0,0,0,0,65,1
"60QA000813",79,30,8,5,0,0,1,0,0,0,32,3
"60QA000814",170,52,7,12,0,0,0,0,0,2,87,10
"60QA000815",166,37,8,13,0,0,0,0,0,0,98,10
"60QA000816",122,40,4,4,0,0,0,0,0,0,72,2
"60QA000817",124,48,5,7,0,0,0,0,0,0,51,13
"60QA000818",106,37,6,5,1,0,0,0,0,0,57,0
"60QA000819",119,55,11,2,0,0,0,0,0,0,42,9
"60QA000820",134,57,10,2,0,0,1,0,0,2,46,16
"60QA000821",96,36,5,3,0,0,0,0,1,0,49,2
"60QA000822",136,60,9,7,0,0,0,0,0,3,48,9
"60QA000823",100,47,1,5,0,0,0,0,0,0,44,3
"60QA000824",94,40,2,4,1,0,0,0,0,0,40,7
"60QA000825",161,41,8,14,0,0,0,0,0,0,93,5
"60QA000826",160,34,11,16,0,0,0,0,0,0,92,7
"60QA000827",148,43,8,6,0,0,0,0,0,1,84,6
"60QA000828",87,28,5,5,0,0,0,0,0,0,46,3
"60QA000829",89,16,0,4,0,0,0,0,0,0,65,4
"60QA000830",109,41,4,3,0,0,0,0,0,0,58,3
"60QA000831",92,31,7,3,0,0,0,0,0,0,48,3
"60QA000832",127,26,4,8,0,0,0,0,0,0,78,11
"60QA000833",117,42,2,7,0,0,0,0,0,0,54,12
"60QA000834",163,50,5,6,0,0,0,0,0,1,89,12
"60QA000835",83,28,2,8,0,0,0,0,0,1,41,3
"60QA000836",207,57,8,11,0,0,0,0,0,0,120,11
"60QA000837",146,47,2,5,0,0,0,0,0,0,80,12
"60QA000838",146,31,2,9,0,0,0,1,0,0,69,34
"60QA000839",96,26,2,0,0,0,0,0,0,0,64,4
"60QA000840",102,62,7,9,0,0,0,0,0,0,24,0
"60QA000841",118,37,4,5,0,0,0,0,0,0,69,3
"60QA000842",98,66,4,11,0,0,0,0,0,0,16,1
"60QA000843",140,58,4,7,1,0,0,0,0,0,64,6
"60QA000844",165,56,3,3,0,0,0,0,0,0,96,7
"60QA000845",119,37,13,6,0,0,0,5,0,0,56,2
"60QA000846",103,45,1,5,0,0,0,0,0,0,45,7
"60QA000847",118,31,4,15,0,0,0,0,0,0,61,7
"60QA000848",90,21,6,4,0,0,0,0,0,1,55,3
"60QA000849",72,24,0,3,0,0,0,0,0,0,38,7
"60QA000850",114,46,9,6,0,0,0,1,0,1,44,7
"60QA000851",143,81,9,8,0,0,1,5,0,0,39,0
"60QA000852",170,96,5,5,0,0,0,0,0,0,63,1
"60QA000853",144,58,3,14,0,0,0,0,0,0,61,8
"60QA000854",84,32,2,2,0,0,0,0,0,2,39,7
"60QA000855",111,28,2,7,0,0,0,0,0,0,61,13
"60QA000856",74,25,2,4,0,0,0,0,0,1,32,10
"60QA000857",106,29,5,1,0,1,0,3,0,0,61,6
"60QA000858",57,17,1,1,0,0,0,0,0,2,34,2
"60QA000859",133,53,0,5,0,0,0,0,0,1,62,12
"60QA000860",124,46,8,8,0,0,0,0,0,1,56,5
"60QA000861",151,52,6,11,0,0,0,0,0,3,71,8
"60QA000862",174,83,8,8,0,0,0,0,0,5,58,12
"60QA000863",167,40,4,7,0,0,0,2,0,0,98,16
"60QA000864",145,56,4,8,1,0,0,0,2,0,56,18
"60QA000865",113,54,2,5,0,0,0,0,0,1,49,2
"60QA000866",109,33,7,1,0,0,0,1,0,2,56,9
"60QA000867",113,32,5,6,0,0,0,0,0,1,67,2
"60QA000868",154,54,2,5,0,0,0,0,0,0,77,16
"60QA000869",148,71,5,8,0,0,0,0,0,1,58,5
"60QA000870",177,66,0,6,0,8,0,3,0,0,85,9
"60QA000871",121,69,14,5,1,0,0,1,0,0,30,1
"60QA000872",88,54,8,7,0,1,0,0,0,0,16,2
"60QA000873",222,94,18,31,2,9,0,3,0,2,56,7
"60QA000874",122,49,5,6,0,0,0,2,0,0,52,8
"60QA000875",111,67,5,5,0,0,0,0,0,0,22,12
"60QA000876",99,42,5,6,0,0,1,3,0,0,38,4
"60QA000877",87,21,1,8,0,0,0,0,0,1,45,11
"60QA000878",65,23,1,6,0,0,0,0,0,0,26,9
"60QA000879",358,206,18,39,2,1,0,0,0,2,69,21
"60QA000880",111,36,9,6,1,0,0,0,0,0,53,6
"60QA000881",103,27,9,10,0,0,0,0,0,4,47,6
"60QA000882",72,22,6,7,0,0,0,0,0,3,32,2
"60QA000883",86,32,4,4,0,0,0,0,0,0,37,9
"60QA000884",116,47,5,4,0,0,0,5,0,0,46,9
"60QA000885",138,42,6,11,0,2,0,0,0,1,64,12
"60QA000886",127,72,8,7,0,0,0,6,0,3,28,3
"60QA000887",115,62,5,17,0,0,0,0,0,0,25,6
"60QA000888",101,51,1,8,0,0,0,0,0,2,37,2
"60QA000889",161,68,8,11,0,0,0,3,0,2,61,8
