"output_area","All households","Number of households comprising: One person Pensioner","Number of households comprising: One person Other","Number of households comprising: One family and no others All pensioners","Number of households comprising: One family and no others Married couple households No children","Number of households comprising: One family and no others Married couple households With dependent children","Number of households comprising: One family and no others Married couple households All children non-dependent ","Number of households comprising: One family and no others Cohabiting couple households No children","Number of households comprising: One family and no others Cohabiting couple households With dependent children","Number of households comprising: One family and no others Cohabiting couple households All children non-dependent","Number of households comprising: One family and no others Lone parent housheolds With dependent children","Number of households comprising: One family and no others Lone parent households All children non-dependent","Number of households comprising: Other households With dependent children","Number of households comprising: Other households All student","Number of households comprising: Other households All pensioner","Number of households comprising: Other households Other"
"60QA000317",41,9,1,8,3,4,7,1,2,0,3,1,0,0,1,1
"60QA000318",75,9,24,5,7,8,3,2,0,0,8,1,0,3,0,5
"60QA000319",70,5,8,5,10,6,5,10,2,1,5,3,0,7,0,3
"60QA000320",71,16,2,10,3,11,14,1,2,1,4,5,0,1,0,1
"60QA000321",66,11,4,7,11,14,5,2,2,0,4,2,0,0,0,4
"60QA000322",52,9,14,4,4,3,1,2,3,0,8,1,0,0,1,2
"60QA000323",49,14,2,9,2,6,5,0,0,0,2,3,3,0,0,3
"60QA000324",42,18,4,9,2,2,1,2,0,0,2,1,0,0,0,1
"60QA000325",41,2,6,6,2,9,2,0,3,0,4,3,0,1,1,2
"60QA000326",50,11,5,3,12,3,5,0,0,0,4,1,3,0,0,3
"60QA000327",44,3,2,4,9,9,7,0,0,1,6,0,1,0,1,1
"60QA000328",75,6,15,8,6,7,6,1,3,3,11,3,1,2,0,3
"60QA000329",66,7,7,6,8,12,8,3,1,0,4,4,2,2,0,2
"60QA000330",43,25,1,2,4,1,3,0,1,0,1,1,1,0,1,2
"60QA000331",66,29,6,8,6,5,2,0,1,1,1,2,1,0,0,4
"60QA000332",53,11,25,3,2,1,0,1,0,0,3,3,0,1,0,3
"60QA000333",25,7,0,1,1,7,4,0,1,0,0,2,0,0,0,2
"60QA000334",51,7,1,8,5,8,6,0,4,0,1,3,3,0,0,5
"60QA000335",70,9,18,4,5,7,5,1,3,0,8,3,1,2,0,4
"60QA000336",49,9,9,8,3,4,4,1,1,0,2,3,1,0,1,3
"60QA000337",43,5,3,4,6,17,5,0,1,0,1,1,0,0,0,0
"60QA000338",74,23,10,13,10,8,4,2,0,0,1,0,1,0,0,2
"60QA000339",71,3,36,2,7,5,2,4,0,0,3,4,0,0,0,5
"60QA000340",51,2,9,10,8,10,3,5,1,0,0,2,0,0,1,0
"60QA000341",49,8,5,9,9,9,5,1,0,0,1,2,0,0,0,0
"60QA000342",39,0,4,5,11,10,3,0,2,0,1,2,0,0,1,0
"60QA000343",46,6,2,13,8,6,4,1,0,0,1,2,1,0,1,1
"60QA000344",60,9,4,3,13,12,6,3,1,0,1,1,2,0,1,4
"60QA000345",46,8,2,8,5,13,0,1,3,0,2,3,1,0,0,0
"60QA000346",39,5,2,8,11,5,4,0,0,0,0,2,0,0,1,1
"60QA000347",56,14,6,13,4,7,1,2,2,0,3,1,0,0,0,3
"60QA000348",40,10,6,10,4,4,2,0,1,0,1,1,0,0,0,1
"60QA000349",44,10,4,10,7,2,4,2,0,0,0,1,1,0,1,2
"60QA000350",45,8,3,7,5,11,3,3,2,0,0,2,0,0,0,1
"60QA000351",55,12,4,7,9,13,5,1,0,0,1,2,0,0,0,1
"60QA000352",50,12,1,9,10,8,4,1,1,0,1,2,0,0,0,1
"60QA000353",47,6,4,12,11,8,1,1,0,0,1,0,1,0,0,2
"60QA000354",47,7,2,13,11,4,2,0,2,0,0,2,1,0,1,2
"60QA000355",47,11,4,8,7,10,4,2,0,0,0,1,0,0,0,0
"60QA000356",72,10,9,11,13,14,4,2,3,0,1,3,0,0,2,0
"60QA000357",73,6,5,10,15,22,6,1,1,0,3,2,1,0,1,0
"60QA000358",75,14,11,11,9,17,6,3,0,0,1,1,0,0,0,2
"60QA000359",67,12,8,8,7,14,7,4,3,1,0,1,0,0,0,2
"60QA000360",51,14,5,8,3,11,2,1,2,0,0,3,0,0,1,1
"60QA000361",41,9,6,6,5,10,0,0,0,0,2,3,0,0,0,0
"60QA000362",46,6,5,7,9,9,0,4,0,0,4,2,0,0,0,0
"60QA000363",74,16,3,16,12,18,2,1,2,0,1,0,1,0,0,2
"60QA000364",70,15,5,18,5,15,4,2,0,1,2,2,0,0,1,0
"60QA000365",69,21,6,13,8,10,4,2,1,0,0,1,1,0,1,1
"60QA000366",46,22,9,6,2,2,2,0,0,0,0,2,0,1,0,0
"60QA000367",56,16,25,4,3,1,0,2,0,0,3,0,0,0,0,2
"60QA000368",39,18,12,2,2,4,0,0,0,0,0,0,0,0,1,0
"60QA000369",50,9,15,5,8,3,1,5,1,0,0,2,0,0,1,0
"60QA000370",63,8,2,11,14,18,4,2,1,1,1,1,0,0,0,0
"60QA000371",49,9,7,7,6,12,3,0,1,0,1,1,0,0,1,1
"60QA000372",40,8,1,4,7,11,6,0,0,0,0,2,1,0,0,0
"60QA000373",48,16,2,4,7,8,5,1,0,0,2,0,0,0,1,2
"60QA000374",55,12,12,3,7,13,1,2,0,0,3,2,0,0,0,0
"60QA000375",41,13,4,6,4,7,2,1,0,0,0,1,1,0,0,2
"60QA000376",60,13,6,5,10,19,2,1,0,0,0,0,1,0,0,3
"60QA000377",53,9,5,8,11,10,5,0,0,0,1,0,0,0,1,3
"60QA000378",42,6,4,15,5,7,1,3,0,0,1,0,0,0,0,0
"60QA000379",59,5,3,7,13,19,5,1,1,1,2,1,1,0,0,0
"60QA000380",20,2,2,0,1,5,3,0,1,2,1,1,2,0,0,0
"60QA000381",52,7,11,6,6,6,1,2,3,1,2,1,1,2,1,2
"60QA000382",41,7,2,7,4,8,3,1,1,0,2,2,0,1,0,3
"60QA000383",57,6,6,9,4,8,9,3,1,1,2,3,1,0,1,3
"60QA000384",66,20,15,8,2,3,3,1,3,1,1,3,1,0,1,4
"60QA000385",71,20,6,7,2,6,7,1,1,0,4,2,4,1,3,7
"60QA000386",54,6,10,3,7,15,5,4,1,0,0,1,0,0,0,2
"60QA000387",64,6,43,4,1,0,0,8,0,0,0,0,0,2,0,0
"60QA000388",64,4,36,0,2,2,2,6,0,0,1,0,1,1,0,9
"60QA000389",49,1,23,0,1,4,2,9,0,0,2,1,2,2,0,2
"60QA000390",56,18,6,7,5,4,1,3,3,0,2,6,0,0,1,0
"60QA000391",100,8,58,0,9,3,1,8,1,0,3,0,0,2,1,6
"60QA000392",71,26,10,16,4,4,0,3,0,0,2,2,0,0,2,2
"60QA000393",74,24,16,6,6,3,4,2,1,0,2,4,0,1,0,5
"60QA000394",38,10,7,6,7,2,0,0,0,0,2,0,2,0,0,2
"60QA000395",75,8,20,9,13,8,2,5,1,0,1,2,0,1,0,5
"60QA000396",74,19,12,18,8,8,3,0,0,1,0,3,0,0,2,0
"60QA000397",67,14,5,16,13,13,3,0,0,0,0,0,0,0,1,2
"60QA000398",39,7,3,10,5,8,3,0,1,0,0,2,0,0,0,0
"60QA000399",41,4,1,4,11,11,4,2,0,0,2,1,0,0,1,0
"60QA000400",77,12,2,14,17,21,6,0,1,0,1,2,0,0,0,1
"60QA000401",64,6,2,14,14,19,4,3,0,0,0,1,0,0,0,1
"60QA000402",46,7,2,12,11,6,5,3,0,0,0,0,0,0,0,0
"60QA000403",60,10,3,14,16,6,7,1,1,0,0,1,0,0,0,1
"60QA000404",50,5,1,9,5,12,6,3,1,0,3,3,0,0,1,1
"60QA000405",48,7,3,5,4,20,4,2,0,0,1,0,0,0,1,1
"60QA000406",44,4,10,8,5,5,4,2,0,0,1,2,1,0,0,2
"60QA000407",73,12,1,9,14,19,12,2,1,0,0,2,1,0,0,0
"60QA000408",67,7,4,15,8,18,9,1,0,0,1,0,1,0,1,2
"60QA000409",79,19,11,8,10,15,5,0,2,0,4,3,0,0,0,2
"60QA000410",46,4,4,10,16,6,4,0,1,0,0,0,0,0,0,1
"60QA000411",42,10,3,9,4,5,2,0,3,0,0,3,0,0,1,2
"60QA000412",70,25,22,11,4,1,1,2,1,0,2,1,0,0,0,0
"60QA000413",42,9,1,11,5,1,1,0,1,0,11,1,0,0,1,0
"60QA000414",45,15,8,4,4,2,2,0,1,0,8,0,0,0,0,1
"60QA000415",45,16,9,11,3,4,0,0,0,0,0,1,0,0,1,0
"60QA000416",73,19,15,7,9,4,4,1,1,2,6,3,0,0,0,2
"60QA000417",58,23,30,0,2,1,0,1,0,0,0,0,0,0,1,0
"60QA000418",44,8,3,5,5,3,5,2,1,0,3,7,1,0,1,0
"60QA000419",47,3,4,9,11,7,8,1,0,1,0,2,0,1,0,0
"60QA000420",44,26,0,14,2,0,0,0,0,0,0,0,0,0,1,1
"60QA000421",42,4,9,6,7,10,1,3,1,0,0,0,1,0,0,0
"60QA000422",41,8,9,6,4,3,3,0,1,0,2,2,0,1,0,2
"60QA000423",55,18,11,8,7,3,1,2,0,0,1,2,0,1,0,1
"60QA000424",39,5,1,5,6,15,3,1,0,0,1,0,0,0,0,2
"60QA000425",42,7,4,9,9,6,6,0,0,0,0,0,0,0,0,1
"60QA000426",45,9,1,7,7,11,7,0,2,0,1,0,0,0,0,0
"60QA000427",50,0,3,2,13,24,6,0,0,1,0,0,0,0,0,1
"60QA000428",58,15,7,12,4,8,2,0,1,1,6,1,0,0,0,1
"60QA000429",47,3,11,1,8,10,4,1,2,0,1,2,2,0,0,2
"60QA000430",46,5,6,2,11,9,3,4,0,0,2,3,1,0,0,0
"60QA000431",40,0,3,1,3,23,3,0,1,0,5,1,0,0,0,0
"60QA000432",32,1,4,1,5,15,4,0,0,1,0,1,0,0,0,0
"60QA000433",78,3,5,26,8,25,8,1,0,0,1,0,0,0,0,1
"60QA000434",61,0,3,5,14,26,8,2,0,0,1,1,0,0,0,1
"60QA000435",41,16,6,5,4,2,2,1,1,0,3,0,0,0,0,1
"60QA000436",46,10,3,5,5,6,4,2,2,1,3,3,0,0,0,2
"60QA000437",51,1,5,3,5,22,9,2,0,0,2,1,0,0,0,1
"60QA000438",55,10,3,8,8,17,4,1,1,0,0,2,0,0,1,0
"60QA000439",56,7,2,9,7,22,3,3,0,0,0,2,0,0,0,1
"60QA000440",56,8,19,5,7,9,0,1,0,0,3,2,0,0,0,2
"60QA000441",51,3,2,10,6,15,3,3,2,0,4,0,1,0,0,2
"60QA000442",60,10,4,7,10,21,2,1,2,0,1,0,2,0,0,0
"60QA000443",52,12,9,7,11,5,2,1,3,0,0,0,1,0,0,1
"60QA000444",57,8,2,6,9,22,6,0,2,0,0,0,2,0,0,0
"60QA000445",52,5,3,9,9,15,2,3,0,0,2,2,0,0,1,1
"60QA000446",33,4,0,3,7,13,4,2,0,0,0,0,0,0,0,0
"60QA000447",45,7,3,5,6,12,3,1,0,0,2,1,2,0,1,2
"60QA000448",66,17,3,9,7,22,2,0,1,0,1,2,0,0,2,0
"60QA000449",44,4,5,4,13,9,2,3,2,0,1,0,0,0,0,1
"60QA000450",33,10,7,3,2,4,0,1,2,0,1,0,0,0,0,3
"60QA000451",28,5,3,5,3,6,3,1,0,0,0,2,0,0,0,0
"60QA000452",46,25,9,3,4,0,0,1,1,0,1,0,0,0,0,2
"60QA000453",44,18,4,3,2,10,2,1,0,0,0,2,1,0,1,0
"60QA000454",49,7,1,4,9,18,4,0,1,0,1,2,0,0,0,2
"60QA000455",48,4,3,5,10,17,4,0,0,0,1,2,2,0,0,0
"60QA000456",55,9,7,5,10,12,8,0,0,0,1,2,1,0,0,0
"60QA000457",53,6,2,6,10,18,10,1,0,0,0,0,0,0,0,0
"60QA000458",42,3,3,8,5,17,3,0,0,0,0,1,0,0,1,1
"60QA000459",24,1,3,4,3,10,1,0,1,0,0,1,0,0,0,0
"60QA000460",43,7,8,3,2,5,0,2,4,0,6,2,0,0,2,2
"60QA000461",64,14,16,7,5,7,5,2,1,0,2,0,3,0,1,1
"60QA000462",40,4,14,4,5,3,2,6,0,0,0,0,0,1,0,1
"60QA000463",43,0,14,1,3,4,1,2,4,0,8,2,2,1,0,1
"60QA000464",42,1,9,1,5,5,5,0,2,1,5,3,4,0,1,0
"60QA000465",58,27,7,8,4,1,2,3,0,0,2,1,0,2,0,1
"60QA000466",33,0,26,0,0,1,0,4,0,0,0,0,0,0,0,2
"60QA000467",42,27,2,4,2,1,0,0,1,0,1,2,1,0,1,0
"60QA000468",71,2,53,0,1,1,0,2,0,0,2,2,1,1,0,6
"60QA000469",40,7,13,5,5,2,1,4,0,0,0,1,0,0,1,1
"60QA000470",60,23,21,5,3,0,1,3,0,0,1,1,0,0,1,1
"60QA000471",78,27,22,10,4,2,2,1,0,0,2,0,0,2,1,5
"60QA000472",53,5,29,1,3,0,0,5,2,0,0,0,0,2,0,6
"60QA000473",43,7,24,0,0,0,0,2,0,0,0,0,0,3,0,7
"60QA000474",45,1,20,1,4,1,0,10,1,0,1,0,0,4,0,2
"60QA000475",77,57,2,9,4,0,0,0,0,0,0,1,0,0,3,1
"60QA000476",78,17,39,2,4,0,0,7,1,0,1,1,0,2,1,3
"60QA000477",54,9,28,2,0,0,0,6,0,0,2,0,0,3,1,3
"60QA000478",63,8,27,3,4,1,0,1,0,0,4,2,1,6,0,6
"60QA000479",78,3,34,1,7,6,3,11,1,0,2,0,0,4,0,6
"60QA000480",55,0,42,2,1,1,0,0,0,0,0,0,1,4,0,4
"60QA000481",75,7,42,1,4,1,0,8,2,0,3,1,0,3,0,3
"60QA000482",40,0,19,0,5,1,0,7,1,0,0,0,0,2,0,5
"60QA000483",67,12,18,4,6,2,3,1,4,0,10,2,0,1,0,4
"60QA000484",90,10,58,0,1,1,0,4,0,0,9,0,1,2,0,4
"60QA000485",39,4,21,1,2,2,0,6,0,0,0,0,0,1,0,2
"60QA000486",38,2,15,0,2,1,0,2,2,0,5,2,0,2,0,5
"60QA000487",59,2,35,0,5,1,0,3,1,0,1,2,0,6,0,3
"60QA000488",54,2,24,0,2,0,1,4,0,0,3,1,0,11,0,6
"60QA000489",40,0,23,0,2,1,0,6,0,0,0,0,0,5,0,3
"60QA000490",39,4,17,0,2,0,0,8,1,0,0,0,0,4,0,3
"60QA000491",46,0,25,0,5,0,0,7,1,0,1,0,0,4,0,3
"60QA000492",45,0,13,0,7,2,0,7,1,0,1,0,0,7,0,7
"60QA000493",42,12,10,3,3,1,1,1,2,0,3,3,0,0,1,2
"60QA000494",40,1,21,1,1,0,1,8,0,0,0,0,0,3,0,4
"60QA000495",75,36,11,18,5,0,0,5,0,0,0,0,0,0,0,0
"60QA000496",59,29,7,17,4,0,1,0,0,0,0,1,0,0,0,0
"60QA000497",66,18,16,13,4,0,0,1,0,0,1,0,0,12,0,1
"60QA000498",71,5,39,0,1,0,0,6,0,0,1,0,0,15,0,4
"60QA000499",74,8,33,2,3,2,1,6,2,0,7,0,0,4,0,6
"60QA000500",60,0,26,0,1,1,0,5,0,0,3,0,0,18,0,6
"60QA000501",47,12,16,9,8,0,1,0,0,0,0,0,0,0,0,1
"60QA000502",36,11,5,8,5,1,0,2,0,0,0,0,0,3,1,0
"60QA000503",56,15,20,8,10,0,0,2,0,0,0,0,0,0,1,0
"60QA000504",42,14,14,4,6,0,1,0,0,0,1,0,0,0,0,2
"60QA000505",45,11,15,7,8,0,1,1,0,0,0,1,0,0,0,1
"60QA000506",76,7,14,10,12,5,1,4,0,0,1,3,1,12,1,5
"60QA000507",60,3,17,2,3,7,2,6,4,0,12,1,0,2,0,1
"60QA000508",38,1,8,2,2,5,2,3,1,0,10,1,1,1,0,1
"60QA000509",46,5,11,2,8,3,2,1,2,0,3,2,2,1,1,3
"60QA000510",68,5,16,2,2,6,3,6,1,0,19,1,2,2,0,3
"60QA000511",62,4,22,3,2,6,3,4,2,1,8,3,1,0,0,3
"60QA000512",52,39,1,9,1,0,1,0,0,0,1,0,0,0,0,0
"60QA000513",54,44,1,7,0,0,0,1,0,0,0,0,0,0,0,1
"60QA000514",50,35,1,11,3,0,0,0,0,0,0,0,0,0,0,0
"60QA000515",47,6,14,3,4,8,2,3,1,0,4,1,1,0,0,0
"60QA000516",55,8,26,4,4,2,0,4,1,0,3,2,0,0,0,1
"60QA000517",52,4,11,1,5,2,3,1,4,0,10,5,1,0,1,4
"60QA000518",52,4,14,1,3,2,4,3,0,1,7,6,0,3,0,4
"60QA000519",66,2,29,1,4,4,2,6,2,0,12,0,1,0,1,2
"60QA000520",59,6,17,0,6,7,7,2,0,0,7,1,1,0,0,5
"60QA000521",35,2,13,0,2,1,3,0,4,0,6,2,0,1,1,0
"60QA000522",53,7,5,2,6,4,0,0,0,0,0,0,1,26,0,2
"60QA000523",61,7,33,4,1,7,1,4,1,0,0,0,0,1,0,2
"60QA000524",52,21,21,4,0,0,0,3,0,0,0,0,0,2,1,0
"60QA000525",106,42,20,18,6,3,1,1,2,1,5,3,0,1,1,2
"60QA000526",52,8,1,10,6,9,9,2,0,0,2,0,1,0,1,3
"60QA000527",42,10,1,4,12,5,4,0,1,0,2,1,0,0,1,1
"60QA000528",66,26,7,6,7,9,6,1,1,0,1,1,0,0,1,0
"60QA000529",53,11,2,9,8,8,4,0,2,0,4,2,0,1,1,1
"60QA000530",47,11,4,5,5,7,2,1,0,0,4,5,0,1,0,2
"60QA000531",54,7,11,10,6,6,4,1,0,0,0,2,3,1,0,3
"60QA000532",39,9,6,4,7,3,1,2,1,0,3,3,0,0,0,0
"60QA000533",73,44,3,13,5,2,1,1,1,0,0,1,0,1,0,1
"60QA000534",73,46,2,13,2,4,2,0,0,0,2,1,0,0,1,0
"60QA000535",64,20,15,7,8,2,6,4,0,0,0,0,0,0,0,2
"60QA000536",57,14,4,8,10,9,1,0,2,0,3,2,0,1,1,2
"60QA000537",74,16,14,3,9,11,4,0,2,0,7,3,1,2,0,2
"60QA000538",56,10,9,4,8,6,5,5,2,0,1,3,0,0,0,3
"60QA000539",38,12,6,4,3,4,1,2,0,0,5,0,0,0,0,1
"60QA000540",64,13,3,9,3,5,8,0,0,1,12,7,1,0,1,1
"60QA000541",43,10,4,3,5,4,1,3,2,1,4,3,0,0,1,2
"60QA000542",64,15,13,3,5,7,3,3,2,0,6,4,0,0,0,3
"60QA000543",39,8,7,6,3,6,3,1,0,0,2,2,0,0,0,1
"60QA000544",37,5,5,4,3,4,5,3,0,1,3,4,0,0,0,0
"60QA000545",44,11,5,5,4,4,0,2,4,0,3,4,0,2,0,0
"60QA000546",43,8,8,5,4,4,2,1,2,0,4,2,0,1,0,2
"60QA000547",41,11,3,5,2,4,3,2,2,0,2,3,2,0,1,1
"60QA000548",83,1,54,0,4,3,0,11,1,0,1,0,0,0,0,8
"60QA000549",54,7,28,0,1,3,1,3,4,0,3,1,0,1,1,1
"60QA000550",36,6,12,0,2,3,0,2,3,0,4,2,0,0,0,2
"60QA000551",53,42,0,10,0,0,1,0,0,0,0,0,0,0,0,0
"60QA000552",46,5,10,1,3,3,2,2,4,1,4,4,4,1,1,1
"60QA000553",73,11,13,4,8,5,3,7,4,0,10,4,1,1,1,1
"60QA000554",76,6,42,0,5,2,0,7,3,0,5,1,1,1,0,3
"60QA000555",62,18,19,7,3,2,0,6,0,0,5,0,1,0,0,1
"60QA000556",49,9,7,6,1,2,3,2,2,1,6,5,0,1,1,3
"60QA000557",60,22,16,13,2,0,0,2,0,0,1,0,0,2,0,2
"60QA000558",30,0,10,0,2,0,0,8,1,0,0,0,0,3,0,6
"60QA000559",35,0,20,1,4,3,2,4,0,0,0,0,0,0,0,1
"60QA000560",38,8,19,0,3,2,0,1,0,0,3,0,0,1,0,1
"60QA000561",67,9,24,3,11,7,4,5,1,0,2,0,1,0,0,0
"60QA000562",47,2,24,3,6,4,1,3,1,0,1,1,0,1,0,0
"60QA000563",80,0,50,1,3,1,1,9,1,0,3,0,0,5,0,6
"60QA000564",36,5,8,1,7,6,1,4,2,0,1,1,0,0,0,0
"60QA000565",68,13,15,6,6,9,4,3,1,0,5,3,1,1,0,1
"60QA000566",61,16,17,5,4,9,0,4,0,0,1,3,0,0,0,2
"60QA000567",41,9,9,2,2,7,1,2,2,0,3,2,0,1,0,1
"60QA000568",60,15,14,8,7,4,2,2,1,0,2,1,0,0,1,3
"60QA000569",43,10,11,3,3,3,1,3,2,0,0,4,0,0,0,3
"60QA000570",43,6,12,1,4,2,4,3,1,0,2,3,1,2,0,2
"60QA000571",71,13,7,3,5,8,7,5,3,1,4,6,1,2,1,5
"60QA000572",71,15,10,11,5,11,3,3,2,0,0,2,0,3,1,5
"60QA000573",50,0,13,0,2,5,0,4,8,0,11,1,4,0,0,2
"60QA000574",55,5,11,0,2,10,2,1,5,1,10,3,4,1,0,0
"60QA000575",73,44,5,4,5,5,2,2,0,0,3,1,0,0,1,1
"60QA000576",73,11,21,4,9,3,1,2,1,0,9,3,1,3,2,3
"60QA000577",58,2,21,3,6,6,3,5,0,1,0,1,1,5,0,4
"60QA000578",42,9,5,5,4,5,3,4,0,0,2,1,0,0,0,4
"60QA000579",45,14,7,0,4,8,1,0,1,0,2,2,1,3,0,2
"60QA000580",44,1,22,0,4,2,0,8,0,0,1,0,0,5,0,1
"60QA000581",37,6,6,3,5,7,4,2,0,0,0,1,0,1,1,1
"60QA000582",53,6,12,6,9,4,7,2,2,0,0,1,1,1,0,2
"60QA000583",49,3,20,0,1,4,0,1,0,0,14,1,2,1,0,2
"60QA000584",36,0,18,0,1,2,0,4,0,0,5,0,2,0,1,3
"60QA000585",42,1,15,0,0,3,0,5,1,0,12,0,1,2,1,1
"60QA000586",31,0,11,0,1,1,0,3,0,1,6,0,0,1,0,7
"60QA000587",36,1,20,0,1,1,0,1,1,0,6,2,1,0,0,2
"60QA000588",51,0,24,0,2,3,0,7,1,0,6,1,0,1,0,6
"60QA000589",47,2,27,1,0,3,0,4,0,0,5,1,1,0,0,3
"60QA000590",43,8,13,5,1,1,1,1,1,0,7,1,2,1,0,1
"60QA000591",39,8,8,3,3,6,3,0,1,1,1,2,0,0,2,1
"60QA000592",60,5,21,3,7,5,0,2,2,0,8,0,2,0,0,5
"60QA000593",44,3,5,0,15,12,4,2,0,0,0,1,1,0,0,1
"60QA000594",41,5,5,6,6,4,7,3,0,1,0,1,2,0,0,1
"60QA000595",51,8,8,6,11,6,3,2,1,0,0,3,1,1,0,1
"60QA000596",41,2,5,3,4,6,4,3,0,0,10,1,1,0,1,1
"60QA000597",40,3,13,0,2,2,2,2,2,0,8,1,2,1,0,2
"60QA000598",53,6,8,2,6,6,8,0,1,1,6,3,1,1,1,3
"60QA000599",73,5,7,4,8,11,10,5,2,0,15,1,2,1,0,2
"60QA000600",48,10,8,5,8,10,4,1,0,0,0,1,0,0,0,1
"60QA000601",28,1,8,0,0,3,1,3,3,0,7,0,1,0,0,1
"60QA000602",29,1,14,0,1,2,0,0,1,0,5,1,4,0,0,0
"60QA000603",36,2,15,0,2,2,0,6,0,0,7,0,0,0,0,2
"60QA000604",31,1,14,0,1,5,1,3,2,0,3,0,0,0,0,1
"60QA000605",27,2,12,0,3,4,0,0,0,0,3,1,1,0,0,1
"60QA000606",49,7,19,0,4,4,0,6,0,0,4,1,0,0,0,4
"60QA000607",36,0,13,3,2,3,2,2,2,1,0,3,1,0,0,4
"60QA000608",56,9,34,2,2,0,0,3,1,0,5,0,0,0,0,0
"60QA000609",44,7,19,0,4,2,2,4,0,0,3,2,0,0,0,1
"60QA000610",33,3,15,2,5,1,2,0,0,0,3,1,0,0,0,1
"60QA000611",98,10,33,3,6,4,7,5,3,1,10,7,1,3,1,4
"60QA000612",76,8,29,2,6,7,4,3,2,0,7,1,0,5,0,2
"60QA000613",49,1,12,1,4,8,0,4,3,0,11,0,1,1,0,3
"60QA000614",80,18,27,6,5,3,4,3,3,0,9,0,1,0,1,0
"60QA000615",40,6,9,4,4,5,2,1,1,0,4,1,0,1,1,1
"60QA000616",59,20,25,1,2,2,3,3,1,0,0,0,0,0,1,1
"60QA000617",45,9,16,0,3,1,3,1,2,0,4,6,0,0,0,0
"60QA000618",33,4,9,5,6,1,2,1,0,0,0,0,1,3,0,1
"60QA000619",61,1,16,0,5,9,1,3,3,3,11,2,5,0,0,2
"60QA000620",53,3,20,4,2,2,2,0,4,0,7,0,4,1,0,4
"60QA000621",55,0,27,0,4,4,0,2,3,1,9,2,2,0,0,1
"60QA000622",47,0,27,0,2,1,0,2,4,0,4,2,2,1,0,2
"60QA000623",49,1,22,1,4,3,2,2,5,1,6,0,1,1,0,0
"60QA000624",53,2,25,0,3,1,0,2,2,0,9,1,0,2,0,6
"60QA000625",38,0,19,1,3,0,1,1,1,0,6,1,0,0,0,5
"60QA000626",51,28,7,3,1,0,1,0,0,0,7,0,0,0,1,3
"60QA000627",45,4,7,9,5,4,4,0,0,1,1,3,0,1,1,5
"60QA000628",51,5,11,2,12,3,6,3,0,0,2,3,1,1,0,2
"60QA000629",80,11,12,4,13,9,6,5,1,0,2,2,1,10,0,4
"60QA000630",68,9,7,2,3,2,5,1,1,0,1,0,1,26,0,10
"60QA000631",44,2,32,0,0,0,0,3,0,0,1,0,0,5,0,1
"60QA000632",61,1,37,0,2,1,0,4,1,0,0,1,0,9,0,5
"60QA000633",52,0,22,0,1,1,1,2,3,0,11,1,1,3,0,6
"60QA000634",72,3,21,0,5,5,2,4,3,1,11,2,7,3,0,5
"60QA000635",43,0,21,0,0,2,1,2,2,0,9,2,0,2,0,2
"60QA000636",72,2,23,2,3,9,3,6,2,1,6,3,2,3,0,7
"60QA000637",77,9,18,4,7,1,11,4,1,0,3,1,1,11,0,6
"60QA000638",53,5,3,3,13,7,1,2,2,1,3,2,1,4,1,5
"60QA000639",79,10,30,3,7,1,2,6,1,0,1,0,0,11,0,7
"60QA000640",59,4,35,0,4,1,0,4,0,0,1,0,1,9,0,0
"60QA000641",64,4,21,3,9,2,5,8,0,0,2,1,0,7,0,2
"60QA000642",40,2,16,2,1,2,1,5,1,0,6,0,0,1,0,3
"60QA000643",36,2,18,0,4,0,0,6,1,0,0,1,0,2,0,2
"60QA000644",63,9,15,1,7,4,0,8,2,0,5,2,0,7,0,3
"60QA000645",65,1,23,0,6,12,1,4,2,0,10,0,1,1,0,4
"60QA000646",67,8,20,0,2,6,2,4,4,0,11,3,2,2,0,3
"60QA000647",80,20,25,7,12,4,2,7,1,0,0,1,0,1,0,0
"60QA000648",49,3,15,2,2,5,1,6,1,0,2,0,0,8,0,4
"60QA000649",50,6,14,2,4,4,0,6,0,0,0,0,0,8,0,6
"60QA000650",51,12,15,2,5,1,2,0,1,0,3,0,1,3,0,6
"60QA000651",61,9,16,1,11,9,0,2,0,0,1,1,0,7,1,3
"60QA000652",63,10,13,3,15,8,4,0,1,0,1,2,0,4,0,2
"60QA000653",51,4,5,4,5,6,2,3,1,0,0,4,0,10,1,6
"60QA000654",43,3,23,0,2,1,0,1,1,1,0,0,0,11,0,0
"60QA000655",39,2,14,1,3,3,0,1,0,0,0,1,1,12,0,1
"60QA000656",74,4,39,1,4,3,1,7,0,0,0,0,0,13,0,2
"60QA000657",32,2,6,3,2,5,6,2,0,1,0,1,1,1,0,2
"60QA000658",80,3,56,1,3,0,0,7,0,0,0,0,2,6,0,2
"60QA000659",50,3,21,2,4,2,0,6,0,0,1,0,1,2,0,8
"60QA000660",68,1,32,0,1,1,2,7,0,1,0,0,0,19,0,4
"60QA000661",78,6,50,1,4,0,0,7,0,0,1,1,0,7,0,1
"60QA000662",45,7,11,3,3,6,1,1,3,0,2,0,1,3,0,4
"60QA000663",70,4,37,0,1,2,1,8,1,0,0,0,0,8,0,8
"60QA000664",45,8,21,1,2,1,2,1,1,0,0,4,0,1,0,3
"60QA000665",69,5,39,1,3,0,0,10,0,0,0,0,0,5,0,6
"60QA000666",26,4,2,2,2,3,0,1,0,0,4,0,0,5,0,3
