"output_area","ALL PEOPLE","No qualifications or qualifications outwith these groups","Group 1","Group 2","Group 3","Group 4"
"60QZ002065",123,39,41,22,13,8
"60QZ002066",70,25,20,13,4,8
"60QZ002067",113,51,34,18,6,4
"60QZ002068",50,22,9,10,2,7
"60QZ002069",71,22,27,11,5,6
"60QZ002070",80,28,29,6,8,9
"60QZ002071",58,5,11,12,8,22
"60QZ002072",154,17,32,38,22,45
"60QZ002073",154,47,52,30,15,10
"60QZ002074",43,20,8,6,4,5
"60QZ002075",84,39,30,9,4,2
"60QZ002076",52,26,19,4,1,2
"60QZ002077",102,35,21,18,7,21
"60QZ002078",125,50,26,12,9,28
"60QZ002079",92,22,25,22,10,13
"60QZ002080",75,37,14,10,5,9
"60QZ002081",112,25,25,23,13,26
"60QZ002082",99,18,16,18,17,30
"60QZ002083",145,28,38,25,17,37
"60QZ002084",70,32,22,5,6,5
"60QZ002085",79,36,24,12,5,2
"60QZ002086",98,19,21,15,12,31
"60QZ002087",172,51,49,28,15,29
"60QZ002088",308,35,91,68,29,85
"60QZ002089",77,11,19,19,10,18
"60QZ002090",105,17,34,15,14,25
"60QZ002091",107,26,35,25,7,14
"60QZ002092",73,21,23,12,6,11
"60QZ002093",114,34,34,24,8,14
"60QZ002094",139,32,40,31,17,19
"60QZ002095",90,57,25,5,3,0
"60QZ002096",92,42,28,7,5,10
"60QZ002097",94,60,15,8,7,4
"60QZ002098",86,31,13,18,9,15
"60QZ002099",92,41,22,14,4,11
"60QZ002100",85,60,15,4,2,4
"60QZ002101",49,36,7,4,1,1
"60QZ002102",85,36,21,8,8,12
"60QZ002103",58,31,6,7,4,10
"60QZ002104",114,26,26,21,9,32
"60QZ002105",71,21,12,13,4,21
"60QZ002106",60,19,21,9,8,3
"60QZ002107",68,38,18,4,4,4
"60QZ002108",107,56,31,10,5,5
"60QZ002109",91,53,23,8,3,4
"60QZ002110",104,50,32,9,7,6
"60QZ002111",58,35,12,7,3,1
"60QZ002112",153,25,46,33,22,27
"60QZ002113",175,39,43,28,21,44
"60QZ002114",49,9,9,7,6,18
"60QZ002115",83,18,24,17,9,15
"60QZ002116",100,25,22,17,7,29
"60QZ002117",83,45,16,10,4,8
"60QZ002118",100,18,34,11,8,29
"60QZ002119",52,10,18,11,2,11
"60QZ002120",150,44,39,34,9,24
"60QZ002121",153,49,35,27,14,28
"60QZ002122",150,24,29,26,16,55
"60QZ002123",96,9,23,31,14,19
"60QZ002124",129,14,41,25,23,26
"60QZ002125",120,12,33,31,11,33
"60QZ002126",51,7,3,10,12,19
"60QZ002127",129,28,32,26,13,30
"60QZ002128",101,49,23,16,5,8
"60QZ002129",79,25,27,12,5,10
"60QZ002130",156,41,35,22,12,46
"60QZ002131",112,29,29,16,10,28
"60QZ002132",78,20,24,14,4,16
"60QZ002133",62,33,14,8,3,4
"60QZ002134",79,46,20,8,3,2
"60QZ002135",115,53,28,14,8,12
"60QZ002136",34,23,7,4,0,0
"60QZ002137",88,47,24,5,5,7
"60QZ002138",83,45,29,7,1,1
"60QZ002139",89,52,20,11,4,2
"60QZ002140",73,47,12,5,4,5
"60QZ002141",58,29,19,4,4,2
"60QZ002142",58,29,11,5,4,9
"60QZ002143",62,26,16,9,8,3
"60QZ002144",61,31,9,11,4,6
"60QZ002145",141,53,49,20,7,12
"60QZ002146",130,39,48,23,10,10
"60QZ002147",51,28,11,8,1,3
"60QZ002148",47,33,9,2,2,1
"60QZ002149",61,36,14,5,4,2
"60QZ002150",94,22,34,14,14,10
"60QZ002151",83,14,29,15,11,14
"60QZ002152",131,33,32,29,13,24
"60QZ002153",114,29,27,19,13,26
"60QZ002154",60,34,16,3,4,3
"60QZ002155",63,33,18,7,0,5
"60QZ002156",111,38,31,17,12,13
"60QZ002157",136,33,42,21,17,23
"60QZ002158",60,31,15,5,2,7
"60QZ002159",73,41,15,11,3,3
"60QZ002160",63,37,10,4,7,5
"60QZ002161",53,29,9,7,4,4
"60QZ002162",68,27,17,11,8,5
"60QZ002163",90,29,27,16,6,12
"60QZ002164",87,17,31,21,8,10
"60QZ002165",77,38,19,13,2,5
"60QZ002166",104,44,29,14,7,10
"60QZ002167",114,34,32,24,11,13
"60QZ002168",69,28,14,11,8,8
"60QZ002169",110,37,35,14,4,20
"60QZ002170",47,13,11,10,6,7
"60QZ002171",64,12,19,15,8,10
"60QZ002172",78,16,15,13,10,24
"60QZ002173",87,48,21,10,3,5
"60QZ002174",59,24,10,13,4,8
"60QZ002175",92,47,25,11,6,3
"60QZ002176",65,40,14,9,1,1
"60QZ002177",59,35,11,6,3,4
"60QZ002178",133,62,39,16,8,8
"60QZ002179",60,39,12,2,1,6
"60QZ002180",59,30,18,6,3,2
"60QZ002181",95,18,36,20,8,13
"60QZ002182",70,17,20,16,5,12
"60QZ002183",88,25,28,12,8,15
"60QZ002184",119,19,34,19,15,32
"60QZ002185",66,22,8,16,6,14
"60QZ002186",100,33,21,16,8,22
"60QZ002187",113,28,12,24,8,41
"60QZ002188",63,19,13,11,9,11
"60QZ002189",72,31,25,11,4,1
"60QZ002190",77,33,24,8,6,6
"60QZ002191",67,32,18,11,4,2
"60QZ002192",80,31,25,7,6,11
"60QZ002193",66,30,15,10,3,8
"60QZ002194",139,33,45,32,13,16
"60QZ002195",71,10,23,17,5,16
"60QZ002196",96,18,24,21,12,21
"60QZ002197",109,24,27,29,7,22
"60QZ002198",83,10,18,21,10,24
"60QZ002199",130,29,30,34,12,25
"60QZ002200",205,47,70,41,22,25
"60QZ002201",92,18,24,20,9,21
"60QZ002202",95,35,31,12,4,13
"60QZ002203",128,64,37,12,7,8
"60QZ002204",99,21,32,23,9,14
"60QZ002205",51,39,7,3,2,0
"60QZ002206",51,31,8,5,3,4
"60QZ002207",84,28,20,14,8,14
"60QZ002208",73,12,15,19,10,17
"60QZ002209",79,41,19,10,2,7
"60QZ002210",57,7,17,10,11,12
"60QZ002211",125,36,34,22,15,18
"60QZ002212",78,14,35,17,7,5
"60QZ002213",74,52,17,2,2,1
"60QZ002214",75,44,9,9,7,6
"60QZ002215",111,68,18,16,5,4
"60QZ002216",149,83,38,16,6,6
"60QZ002217",61,25,20,10,4,2
"60QZ002218",107,56,27,11,9,4
"60QZ002219",121,61,27,12,7,14
"60QZ002220",111,62,28,12,7,2
"60QZ002221",72,21,19,17,8,7
"60QZ002222",82,31,24,13,12,2
"60QZ002223",100,51,22,15,5,7
"60QZ002224",80,54,15,7,2,2
"60QZ002225",109,33,33,24,9,10
"60QZ002226",66,14,23,13,6,10
"60QZ002227",111,23,35,29,15,9
"60QZ002228",53,10,16,12,5,10
"60QZ002229",224,54,66,46,13,45
"60QZ002230",51,30,7,3,5,6
"60QZ002231",75,46,17,9,1,2
"60QZ002232",40,23,11,2,2,2
"60QZ002233",50,19,20,5,4,2
"60QZ002234",57,25,13,8,4,7
"60QZ002235",67,18,14,6,8,21
"60QZ002236",75,43,11,7,6,8
"60QZ002237",85,25,27,11,15,7
"60QZ002238",53,13,11,11,8,10
"60QZ002239",69,14,25,13,7,10
"60QZ002240",78,48,12,5,7,6
"60QZ002241",76,23,18,14,12,9
"60QZ002242",39,27,6,3,1,2
"60QZ002243",30,16,4,3,2,5
"60QZ002244",93,16,17,22,21,17
"60QZ002245",152,27,46,35,17,27
"60QZ002246",101,16,18,30,13,24
"60QZ002247",103,19,23,15,16,30
"60QZ002248",200,29,46,50,17,58
"60QZ002249",52,9,10,14,9,10
"60QZ002250",94,19,22,19,8,26
"60QZ002251",54,24,18,8,3,1
"60QZ002252",99,14,25,22,16,22
"60QZ002253",85,19,7,22,4,33
"60QZ002254",48,22,14,8,3,1
"60QZ002255",83,49,19,3,6,6
"60QZ002256",82,12,30,17,10,13
"60QZ002257",101,20,33,20,9,19
"60QZ002258",107,30,30,19,14,14
"60QZ002259",69,38,17,9,1,4
"60QZ002260",126,25,32,24,12,33
"60QZ002261",142,16,30,26,18,52
"60QZ002262",71,14,11,11,8,27
"60QZ002263",60,11,6,14,6,23
"60QZ002264",100,26,17,19,7,31
"60QZ002265",61,23,20,8,8,2
"60QZ002266",82,55,16,7,1,3
"60QZ002267",102,44,27,9,12,10
"60QZ002268",60,33,7,6,4,10
"60QZ002269",89,26,25,19,5,14
"60QZ002270",103,49,28,14,8,4
"60QZ002271",66,13,24,8,8,13
"60QZ002272",54,24,17,6,4,3
"60QZ002273",81,14,30,15,10,12
"60QZ002274",73,16,26,10,9,12
"60QZ002275",107,53,34,9,6,5
"60QZ002276",49,5,18,11,6,9
"60QZ002277",76,29,17,10,9,11
"60QZ002278",117,59,30,15,7,6
"60QZ002279",91,6,29,20,15,21
"60QZ002280",96,13,29,12,21,21
"60QZ002281",91,11,26,22,11,21
"60QZ002282",78,13,25,13,6,21
"60QZ002283",94,42,18,13,3,18
"60QZ002284",81,49,10,13,2,7
"60QZ002285",50,29,7,7,3,4
"60QZ002286",72,28,25,4,5,10
"60QZ002287",62,23,13,12,6,8
"60QZ002288",111,56,24,15,10,6
"60QZ002289",69,40,15,7,3,4
"60QZ002290",99,17,23,27,15,17
"60QZ002291",91,11,28,17,12,23
"60QZ002292",107,18,32,15,14,28
"60QZ002293",76,41,15,11,5,4
"60QZ002294",61,14,17,16,2,12
"60QZ002295",106,19,22,23,12,30
"60QZ002296",74,15,21,15,5,18
"60QZ002297",72,33,22,5,6,6
"60QZ002298",146,43,39,34,14,16
"60QZ002299",110,19,30,23,13,25
"60QZ002300",111,72,20,10,6,3
"60QZ002301",59,33,13,6,3,4
"60QZ002302",102,53,23,11,8,7
"60QZ002303",95,20,30,17,9,19
"60QZ002304",104,16,31,16,16,25
"60QZ002305",107,7,36,22,16,26
"60QZ002306",80,41,19,8,2,10
"60QZ002307",68,27,12,8,4,17
"60QZ002308",130,66,39,10,4,11
"60QZ002309",42,26,10,4,1,1
"60QZ002310",75,24,26,10,9,6
"60QZ002311",60,9,17,13,6,15
"60QZ002312",143,70,33,19,9,12
"60QZ002313",100,20,31,21,7,21
"60QZ002314",80,18,20,17,6,19
"60QZ002315",91,18,27,13,12,21
"60QZ002316",90,10,25,29,2,24
"60QZ002317",78,46,18,5,6,3
"60QZ002318",67,24,33,5,3,2
"60QZ002319",69,28,20,12,7,2
"60QZ002320",102,39,26,15,12,10
"60QZ002321",139,23,32,37,19,28
"60QZ002322",58,36,12,6,2,2
"60QZ002323",46,14,9,5,4,14
"60QZ002324",115,20,37,25,10,23
"60QZ002325",113,35,29,17,13,19
"60QZ002326",118,28,22,25,13,30
"60QZ002327",89,19,30,12,9,19
"60QZ002328",71,36,15,9,7,4
"60QZ002329",102,19,32,19,11,21
"60QZ002330",67,30,21,7,1,8
"60QZ002331",73,37,20,10,1,5
"60QZ002332",103,40,17,15,9,22
"60QZ002333",70,8,16,15,12,19
"60QZ002334",45,13,14,9,3,6
"60QZ002335",96,37,26,14,10,9
"60QZ002336",137,18,35,31,13,40
"60QZ002337",70,31,15,5,7,12
"60QZ002338",69,42,7,9,8,3
"60QZ002339",89,39,19,18,5,8
"60QZ002340",121,68,24,14,4,11
"60QZ002341",110,51,31,15,8,5
"60QZ002342",76,31,22,13,4,6
"60QZ002343",45,26,10,3,2,4
"60QZ002344",94,44,28,9,7,6
"60QZ002345",124,29,34,27,11,23
"60QZ002346",40,7,10,3,5,15
"60QZ002347",61,31,16,4,3,7
"60QZ002348",86,42,22,7,3,12
"60QZ002349",82,22,33,8,10,9
"60QZ002350",54,24,12,7,5,6
"60QZ002351",160,39,38,43,14,26
"60QZ002352",56,5,12,16,9,14
"60QZ002353",116,47,26,16,7,20
"60QZ002354",88,11,18,15,14,30
"60QZ002355",109,13,38,15,26,17
"60QZ002356",121,50,26,20,13,12
"60QZ002357",75,30,20,7,5,13
"60QZ002358",51,21,11,11,3,5
"60QZ002359",108,60,26,14,4,4
"60QZ002360",127,36,44,23,13,11
"60QZ002361",86,40,23,12,7,4
"60QZ002362",64,30,21,7,2,4
"60QZ002363",76,32,22,10,9,3
"60QZ002364",107,45,33,13,5,11
"60QZ002365",131,75,35,13,3,5
"60QZ002366",48,27,12,7,0,2
"60QZ002367",67,30,19,9,5,4
"60QZ002368",100,30,25,15,8,22
"60QZ002369",75,36,20,8,1,10
"60QZ002370",157,36,55,28,18,20
"60QZ002371",119,31,28,24,11,25
"60QZ002372",60,19,18,6,5,12
"60QZ002373",101,41,25,12,6,17
"60QZ002374",87,28,25,15,6,13
"60QZ002375",54,22,24,6,1,1
"60QZ002376",97,45,28,15,2,7
"60QZ002377",34,19,5,5,2,3
"60QZ002378",87,42,26,8,3,8
"60QZ002379",165,40,48,18,17,42
"60QZ002380",128,60,36,17,4,11
"60QZ002381",55,38,10,4,1,2
"60QZ002382",98,48,21,14,9,6
"60QZ002383",61,31,14,8,3,5
"60QZ002384",126,37,37,28,9,15
"60QZ002385",75,12,29,10,6,18
"60QZ002386",29,21,1,5,1,1
"60QZ002387",124,63,35,13,7,6
"60QZ002388",100,39,26,15,7,13
"60QZ002389",73,25,19,14,9,6
"60QZ002390",66,26,22,14,3,1
"60QZ002391",95,33,24,15,15,8
"60QZ002392",62,30,14,7,6,5
"60QZ002393",78,33,25,9,5,6
"60QZ002394",59,24,14,7,8,6
"60QZ002395",102,34,30,21,8,9
"60QZ002396",96,40,26,15,7,8
"60QZ002397",62,23,18,7,8,6
"60QZ002398",59,24,16,11,6,2
"60QZ002399",80,21,26,13,11,9
"60QZ002400",71,33,18,7,9,4
"60QZ002401",91,16,31,19,15,10
"60QZ002402",46,22,13,7,1,3
"60QZ002403",74,39,17,8,6,4
"60QZ002404",92,40,19,15,8,10
"60QZ002405",58,20,17,8,3,10
"60QZ002406",138,42,41,31,11,13
"60QZ002407",83,23,25,9,7,19
"60QZ002408",138,58,35,25,10,10
"60QZ002409",85,17,16,20,5,27
"60QZ002410",66,27,19,13,3,4
"60QZ002411",90,43,21,11,3,12
"60QZ002412",92,12,12,16,5,47
"60QZ002413",210,33,39,72,19,47
"60QZ002414",134,50,40,26,5,13
"60QZ002415",101,6,25,23,19,28
"60QZ002416",49,2,13,11,4,19
"60QZ002417",119,34,32,17,13,23
"60QZ002418",93,12,21,20,8,32
"60QZ002419",44,17,6,7,5,9
"60QZ002420",185,28,38,38,18,63
"60QZ002421",80,8,20,14,5,33
"60QZ002422",66,7,17,11,7,24
"60QZ002423",136,15,39,27,17,38
"60QZ002424",118,7,37,25,17,32
"60QZ002425",94,12,20,15,15,32
"60QZ002426",277,34,91,59,28,65
"60QZ002427",46,7,5,14,9,11
"60QZ002428",142,13,30,41,18,40
"60QZ002429",71,6,24,16,10,15
"60QZ002430",155,21,44,28,24,38
"60QZ002431",84,17,22,15,11,19
"60QZ002432",119,21,31,31,14,22
"60QZ002433",100,21,33,15,12,19
"60QZ002434",150,14,38,27,15,56
"60QZ002435",126,10,41,28,13,34
"60QZ002436",133,23,28,32,13,37
"60QZ002437",52,7,21,13,3,8
"60QZ002438",136,21,46,22,17,30
"60QZ002439",107,17,25,22,19,24
"60QZ002440",115,36,31,15,10,23
"60QZ002441",64,26,17,7,5,9
"60QZ002442",95,9,26,23,10,27
"60QZ002443",105,18,30,23,14,20
"60QZ002444",171,36,51,31,14,39
"60QZ002445",105,25,29,25,5,21
"60QZ002446",84,22,18,18,6,20
"60QZ002447",69,35,23,4,2,5
"60QZ002448",71,32,13,19,3,4
"60QZ002449",73,35,20,7,4,7
"60QZ002450",87,41,21,5,7,13
"60QZ002451",75,37,22,7,2,7
"60QZ002452",77,19,27,10,5,16
"60QZ002453",122,61,40,12,4,5
"60QZ002454",51,14,17,10,6,4
"60QZ002455",128,66,33,7,6,16
"60QZ002456",95,50,23,9,5,8
"60QZ002457",129,70,36,11,6,6
"60QZ002458",50,24,14,8,2,2
"60QZ002459",62,11,10,14,10,17
"60QZ002460",395,105,101,78,42,69
"60QZ002461",129,21,34,36,10,28
"60QZ002462",74,18,14,21,5,16
"60QZ002463",107,26,18,17,12,34
"60QZ002464",91,56,15,6,3,11
"60QZ002465",50,29,12,3,1,5
"60QZ002466",79,41,22,5,6,5
"60QZ002467",107,17,32,32,12,14
"60QZ002468",44,10,12,7,7,8
"60QZ002469",173,58,37,30,16,32
"60QZ002470",80,11,15,22,13,19
"60QZ002471",124,17,43,20,17,27
"60QZ002472",116,26,28,26,10,26
"60QZ002473",73,8,20,15,6,24
"60QZ002474",90,13,32,20,6,19
"60QZ002475",116,18,31,22,15,30
"60QZ002476",86,14,23,19,11,19
"60QZ002477",102,11,27,24,10,30
"60QZ002478",90,10,26,22,11,21
"60QZ002479",96,26,19,13,15,23
"60QZ002480",52,4,24,11,4,9
"60QZ002481",136,22,33,30,14,37
"60QZ002482",81,14,26,16,13,12
"60QZ002483",69,41,12,10,3,3
"60QZ002484",60,36,13,4,2,5
"60QZ002485",110,55,26,14,6,9
"60QZ002486",109,16,33,32,8,20
"60QZ002487",146,20,47,28,20,31
"60QZ002488",51,6,13,7,8,17
"60QZ002489",138,27,24,32,15,40
"60QZ002490",113,20,22,25,13,33
"60QZ002491",147,15,41,34,10,47
"60QZ002492",131,11,29,25,14,52
"60QZ002493",114,18,18,22,11,45
"60QZ002494",171,24,30,40,20,57
"60QZ002495",59,14,10,12,6,17
"60QZ002496",150,19,48,42,12,29
"60QZ002497",65,2,19,19,9,16
"60QZ002498",148,16,37,34,19,42
"60QZ002499",111,23,18,24,15,31
"60QZ002500",149,20,42,29,22,36
"60QZ002501",53,23,17,6,5,2
"60QZ002502",120,36,37,19,12,16
"60QZ002503",63,12,13,12,5,21
"60QZ002504",84,5,27,16,10,26
"60QZ002505",77,7,26,21,9,14
"60QZ002506",102,31,30,14,13,14
"60QZ002507",41,5,9,9,3,15
"60QZ002508",108,14,25,34,13,22
"60QZ002509",112,26,36,22,15,13
"60QZ002510",93,52,24,9,6,2
"60QZ002511",79,8,26,18,10,17
"60QZ002512",108,11,16,17,8,56
"60QZ002513",107,8,16,12,10,61
"60QZ002514",115,13,18,16,11,57
"60QZ002515",63,24,22,6,7,4
"60QZ002516",71,15,13,10,10,23
"60QZ002517",117,49,31,19,6,12
"60QZ002518",61,16,17,10,7,11
"60QZ002519",141,73,39,17,7,5
"60QZ002520",114,17,36,21,9,31
"60QZ002521",136,16,46,24,18,32
"60QZ002522",107,18,19,16,7,47
"60QZ002523",125,11,43,23,17,31
"60QZ002524",118,14,31,21,16,36
"60QZ002525",94,14,28,16,10,26
"60QZ002526",91,17,22,24,9,19
"60QZ002527",89,23,23,21,10,12
"60QZ002528",116,35,28,26,9,18
"60QZ002529",153,27,48,39,16,23
"60QZ002530",85,20,26,19,5,15
"60QZ002531",96,22,31,16,13,14
"60QZ002532",45,15,13,11,4,2
"60QZ002533",103,25,33,24,10,11
"60QZ002534",100,61,24,11,1,3
"60QZ002535",46,22,15,5,3,1
"60RA000001",60,25,19,6,3,7
"60RA000002",104,31,24,20,7,22
"60RA000003",78,21,17,21,4,15
"60RA000004",62,15,19,9,4,15
"60RA000005",110,29,28,18,10,25
"60RA000006",139,45,32,28,8,26
"60RA000007",124,44,26,22,7,25
"60RA000008",94,22,20,23,5,24
"60RA000009",49,27,9,3,2,8
"60RA000010",72,34,11,10,2,15
"60RA000011",53,26,7,8,0,12
"60RA000012",63,31,11,10,0,11
"60RA000013",84,19,10,22,5,28
"60RA000014",107,39,29,19,2,18
"60RA000015",91,33,22,11,9,16
"60RA000016",78,23,27,10,3,15
"60RA000017",142,45,30,24,7,36
"60RA000018",139,44,34,18,10,33
"60RA000019",121,45,26,22,7,21
"60RA000020",98,36,23,12,4,23
"60RA000021",62,27,11,4,3,17
"60RA000022",65,32,18,7,2,6
"60RA000023",110,44,27,11,4,24
"60RA000024",57,21,13,4,2,17
"60RA000025",94,46,17,15,3,13
"60RA000026",106,40,18,12,12,24
"60RA000027",156,47,39,25,5,40
"60RA000028",106,44,32,15,4,11
"60RA000029",89,37,24,16,3,9
"60RA000030",83,23,19,20,7,14
"60RA000031",125,39,33,14,8,31
"60RA000032",127,30,21,28,8,40
"60RA000033",115,28,27,19,4,37
"60RA000034",91,35,28,13,2,13
"60RA000035",120,44,33,16,7,20
"60RA000036",128,35,42,24,5,22
"60RA000037",120,42,34,19,3,22
"60RA000038",111,44,20,16,8,23
"60RA000039",84,36,22,12,3,11
"60RA000040",82,27,20,17,5,13
"60RA000041",117,40,26,21,5,25
"60RA000042",75,37,18,10,2,8
"60RA000043",94,40,21,16,3,14
"60RA000044",58,14,15,13,4,12
"60RA000045",36,12,9,3,2,10
"60RA000046",90,32,21,14,2,21
"60RA000047",56,33,11,6,3,3
"60RA000048",92,41,30,13,2,6
"60RA000049",93,34,17,16,8,18
"60RA000050",41,15,13,6,1,6
"60RA000051",41,20,10,4,2,5
"60RA000052",73,31,16,15,3,8
"60RA000053",85,36,21,10,3,15
"60RA000054",58,27,9,10,4,8
"60RA000055",76,20,19,16,6,15
"60RA000056",58,22,16,6,3,11
"60RA000057",63,24,13,14,2,10
"60RA000058",70,29,15,13,1,12
"60RA000059",66,19,16,11,4,16
"60RA000060",80,27,19,15,3,16
"60RA000061",65,26,16,9,1,13
"60RA000062",95,27,25,14,2,27
"60RA000063",121,45,36,16,3,21
"60RA000064",102,31,29,19,2,21
"60RA000065",97,51,21,15,2,8
"60RA000066",67,35,13,7,0,12
"60RA000067",72,42,15,4,2,9
"60RA000068",42,25,8,4,1,4
"60RA000069",121,69,26,5,3,18
"60RA000070",45,17,8,2,1,17
"60RA000071",94,39,21,12,2,20
"60RA000072",66,33,13,7,0,13
"60RA000073",77,32,20,8,4,13
"60RA000074",83,46,17,9,3,8
"60RA000075",42,14,6,8,0,14
"60RA000076",111,64,25,10,0,12
"60RA000077",59,21,14,6,2,16
"60RA000078",75,21,11,14,1,28
"60RA000079",52,12,12,9,0,19
"60RA000080",87,19,15,19,5,29
"60RA000081",73,14,5,15,6,33
"60RA000082",129,42,29,15,10,33
"60RA000083",73,26,18,12,0,17
"60RA000084",91,30,10,21,4,26
"60RA000085",93,33,29,14,5,12
"60RA000086",86,33,20,16,2,15
"60RA000087",40,13,16,5,0,6
"60RA000088",86,19,25,13,10,19
"60RA000089",41,13,13,7,2,6
"60RA000090",124,22,36,35,4,27
"60RA000091",72,29,7,14,2,20
"60RA000092",107,31,18,12,8,38
"60RA000093",91,21,22,19,9,20
"60RA000094",39,8,14,7,3,7
"60RA000095",92,18,31,25,1,17
"60RA000096",52,10,16,13,5,8
"60RA000097",53,3,27,10,2,11
"60RA000098",46,17,12,8,4,5
"60RA000099",67,23,9,16,2,17
"60RA000100",77,33,10,12,4,18
"60RA000101",95,37,19,19,4,16
"60RA000102",45,29,9,2,0,5
"60RA000103",76,35,24,12,1,4
"60RA000104",70,29,25,8,1,7
"60RA000105",103,42,33,13,5,10
"60RA000106",81,37,31,5,2,6
"60RA000107",111,36,32,18,5,20
"60RA000108",54,31,7,6,1,9
"60RA000109",64,26,23,8,0,7
"60RA000110",105,39,39,18,4,5
"60RA000111",76,27,25,12,3,9
"60RA000112",104,26,30,14,6,28
"60RA000113",107,47,35,17,2,6
"60RA000114",79,32,26,15,2,4
"60RA000115",85,41,32,4,4,4
"60RA000116",85,28,34,10,3,10
"60RA000117",93,47,16,15,2,13
"60RA000118",105,53,19,16,2,15
"60RA000119",71,17,20,11,4,19
"60RA000120",77,27,24,13,4,9
"60RA000121",63,34,13,6,2,8
"60RA000122",57,16,11,13,1,16
"60RA000123",63,15,18,9,2,19
"60RA000124",64,22,11,13,4,14
"60RA000125",55,12,11,14,2,16
"60RA000126",52,25,13,7,2,5
"60RA000127",143,73,31,15,0,24
"60RA000128",36,20,9,4,0,3
"60RA000129",51,26,6,6,4,9
"60RA000130",43,17,11,5,0,10
"60RA000131",39,16,9,6,4,4
"60RA000132",61,14,14,16,3,14
"60RA000133",75,16,12,13,4,30
"60RA000134",107,26,27,18,6,30
"60RA000135",75,30,16,8,0,21
"60RA000136",78,20,31,15,4,8
"60RA000137",60,19,13,14,3,11
"60RA000138",62,17,20,12,3,10
"60RA000139",90,22,21,16,5,26
"60RA000140",107,29,24,16,2,36
"60RA000141",84,24,18,15,4,23
"60RA000142",84,17,26,15,6,20
"60RA000143",112,31,25,21,7,28
"60RA000144",73,36,14,9,4,10
"60RA000145",73,18,20,13,5,17
"60RA000146",81,30,27,8,4,12
"60RA000147",83,29,13,16,2,23
"60RA000148",87,27,25,17,4,14
"60RA000149",85,24,22,15,2,22
"60RA000150",139,66,26,20,3,24
"60RA000151",57,16,11,10,1,19
"60RA000152",101,39,19,11,5,27
"60RA000153",162,45,35,30,16,36
"60RA000154",79,27,20,15,2,15
"60RA000155",68,20,18,8,4,18
"60RA000156",88,27,30,20,6,5
"60RA000157",34,16,10,1,0,7
"60RA000158",103,34,24,18,10,17
"60RA000159",47,19,16,9,2,1
"60RA000160",99,42,27,20,4,6
"60RA000161",97,28,28,16,3,22
"60RA000162",49,19,20,4,1,5
"60RA000163",100,28,28,22,9,13
"60RA000164",96,31,31,17,1,16
"60RA000165",41,14,3,8,3,13
"60RA000166",154,56,42,23,5,28
"60RA000167",70,31,10,11,3,15
"60RA000168",73,32,17,11,3,10
"60RB000001",94,21,28,10,8,27
"60RB000002",102,21,14,15,8,44
"60RB000003",126,24,23,15,15,49
"60RB000004",92,28,16,16,4,28
"60RB000005",85,22,24,8,8,23
"60RB000006",104,9,25,17,6,47
"60RB000007",83,19,12,16,5,31
"60RB000008",119,18,30,21,13,37
"60RB000009",108,30,18,13,17,30
"60RB000010",57,19,6,7,4,21
"60RB000011",98,24,14,19,10,31
"60RB000012",86,18,12,17,6,33
"60RB000013",83,15,10,15,6,37
"60RB000014",107,17,26,16,7,41
"60RB000015",105,15,15,19,2,54
"60RB000016",104,34,15,14,8,33
"60RB000017",132,25,20,29,13,45
"60RB000018",151,10,30,26,8,77
"60RB000019",84,15,12,11,9,37
"60RB000020",75,9,13,15,4,34
"60RB000021",124,25,16,24,10,49
"60RB000022",58,7,8,13,2,28
"60RB000023",49,13,13,5,3,15
"60RB000024",120,36,27,14,15,28
"60RB000025",57,14,11,10,6,16
"60RB000026",64,26,9,7,7,15
"60RB000027",38,6,11,7,3,11
"60RB000028",302,32,120,59,3,88
"60RB000029",66,13,23,15,2,13
"60RB000030",55,16,11,6,6,16
"60RB000031",82,16,18,11,10,27
"60RB000032",81,17,19,9,11,25
"60RB000033",69,24,16,6,4,19
"60RB000034",143,25,40,20,13,45
"60RB000035",145,25,28,25,16,51
"60RB000036",60,12,15,11,5,17
"60RB000037",79,27,15,12,5,20
"60RB000038",40,13,10,7,3,7
"60RB000039",78,24,21,12,1,20
"60RB000040",113,33,27,20,6,27
"60RB000041",99,39,24,15,8,13
"60RB000042",94,19,28,15,7,25
"60RB000043",41,6,9,9,5,12
"60RB000044",106,29,28,22,10,17
"60RB000045",79,17,14,14,8,26
"60RB000046",59,19,19,5,7,9
"60RB000047",71,16,10,7,11,27
"60RB000048",71,19,20,13,6,13
"60RB000049",100,26,23,15,12,24
"60RB000050",101,48,17,15,3,18
"60RB000051",58,27,15,3,2,11
"60RB000052",154,35,41,24,13,41
"60RB000053",84,21,23,13,4,23
"60RB000054",106,33,33,12,4,24
"60RB000055",110,31,23,16,12,28
"60RB000056",107,40,23,20,6,18
"60RB000057",41,10,9,8,4,10
"60RB000058",100,33,22,15,10,20
"60RB000059",47,8,16,5,2,16
"60RB000060",59,12,12,14,10,11
"60RB000061",139,23,35,19,11,51
"60RB000062",139,35,35,18,9,42
"60RB000063",135,29,42,21,7,36
"60RB000064",56,9,19,16,4,8
"60RB000065",78,24,18,10,8,18
"60RB000066",45,11,13,4,4,13
"60RB000067",89,29,21,7,7,25
"60RB000068",62,8,13,8,4,29
"60RB000069",70,18,7,9,7,29
"60RB000070",83,39,26,8,3,7
