"dz_2011","la_name","year","total","rest_uk","rest_eu","outside_europe"
"S01012300","Scottish Borders",2011,653,129,10,17
"S01012301","Scottish Borders",2011,951,329,16,28
"S01012302","Scottish Borders",2011,584,223,21,13
"S01012303","Scottish Borders",2011,896,252,21,32
"S01012304","Scottish Borders",2011,983,230,21,10
"S01012305","Scottish Borders",2011,698,151,33,16
"S01012306","Scottish Borders",2011,594,105,27,18
"S01012307","Scottish Borders",2011,619,135,34,13
"S01012308","Scottish Borders",2011,842,151,22,14
"S01012309","Scottish Borders",2011,535,194,10,10
"S01012310","Scottish Borders",2011,891,330,40,10
"S01012311","Scottish Borders",2011,563,193,7,8
"S01012312","Scottish Borders",2011,1008,332,32,29
"S01012313","Scottish Borders",2011,761,193,18,20
"S01012314","Scottish Borders",2011,851,212,21,21
"S01012315","Scottish Borders",2011,733,208,41,16
"S01012316","Scottish Borders",2011,612,136,34,4
"S01012317","Scottish Borders",2011,558,180,24,11
"S01012318","Scottish Borders",2011,792,198,28,17
"S01012319","Scottish Borders",2011,767,223,43,17
"S01012320","Scottish Borders",2011,687,196,22,7
"S01012321","Scottish Borders",2011,772,261,19,10
"S01012322","Scottish Borders",2011,985,474,17,23
"S01012323","Scottish Borders",2011,868,443,33,14
"S01012324","Scottish Borders",2011,806,376,12,14
"S01012325","Scottish Borders",2011,590,232,9,8
"S01012326","Scottish Borders",2011,554,192,23,8
"S01012327","Scottish Borders",2011,802,219,24,18
"S01012328","Scottish Borders",2011,546,206,7,15
"S01012329","Scottish Borders",2011,831,280,8,20
"S01012330","Scottish Borders",2011,582,120,8,7
"S01012331","Scottish Borders",2011,638,133,7,9
"S01012332","Scottish Borders",2011,988,252,10,17
"S01012333","Scottish Borders",2011,993,344,23,23
"S01012334","Scottish Borders",2011,849,137,14,12
"S01012335","Scottish Borders",2011,989,131,25,16
"S01012336","Scottish Borders",2011,603,69,7,3
"S01012337","Scottish Borders",2011,867,134,23,19
"S01012338","Scottish Borders",2011,715,122,16,26
"S01012339","Scottish Borders",2011,584,132,20,24
"S01012340","Scottish Borders",2011,1032,218,18,18
"S01012341","Scottish Borders",2011,949,316,17,19
"S01012342","Scottish Borders",2011,929,212,12,23
"S01012343","Scottish Borders",2011,977,313,8,32
"S01012344","Scottish Borders",2011,579,81,18,9
"S01012345","Scottish Borders",2011,700,95,4,10
"S01012346","Scottish Borders",2011,831,209,20,27
"S01012347","Scottish Borders",2011,774,138,15,23
"S01012348","Scottish Borders",2011,720,164,8,24
"S01012349","Scottish Borders",2011,899,112,15,7
"S01012350","Scottish Borders",2011,775,135,11,16
"S01012351","Scottish Borders",2011,850,126,27,20
"S01012352","Scottish Borders",2011,756,142,17,10
"S01012353","Scottish Borders",2011,750,137,19,20
"S01012354","Scottish Borders",2011,768,358,5,19
"S01012355","Scottish Borders",2011,888,319,15,24
"S01012356","Scottish Borders",2011,653,118,6,8
"S01012357","Scottish Borders",2011,840,211,30,20
"S01012358","Scottish Borders",2011,774,278,7,24
"S01012359","Scottish Borders",2011,785,111,34,6
"S01012360","Scottish Borders",2011,808,95,68,19
"S01012361","Scottish Borders",2011,641,58,44,8
"S01012362","Scottish Borders",2011,834,88,89,7
"S01012363","Scottish Borders",2011,962,97,42,37
"S01012364","Scottish Borders",2011,666,64,28,7
"S01012365","Scottish Borders",2011,923,71,20,11
"S01012366","Scottish Borders",2011,864,84,13,19
"S01012367","Scottish Borders",2011,918,88,18,6
"S01012368","Scottish Borders",2011,605,70,13,13
"S01012369","Scottish Borders",2011,875,96,15,10
"S01012370","Scottish Borders",2011,951,107,17,13
"S01012371","Scottish Borders",2011,941,95,36,15
"S01012372","Scottish Borders",2011,740,71,14,11
"S01012373","Scottish Borders",2011,992,92,22,14
"S01012374","Scottish Borders",2011,920,88,12,12
"S01012375","Scottish Borders",2011,928,80,22,4
"S01012376","Scottish Borders",2011,963,260,18,40
"S01012377","Scottish Borders",2011,705,185,17,41
"S01012378","Scottish Borders",2011,570,161,12,22
"S01012379","Scottish Borders",2011,523,122,20,18
"S01012380","Scottish Borders",2011,892,84,10,8
"S01012381","Scottish Borders",2011,846,93,15,30
"S01012382","Scottish Borders",2011,969,108,13,4
"S01012383","Scottish Borders",2011,847,100,14,13
"S01012384","Scottish Borders",2011,515,75,8,12
"S01012385","Scottish Borders",2011,694,113,16,20
"S01012386","Scottish Borders",2011,1021,124,23,21
"S01012387","Shetland Islands",2011,936,262,18,20
"S01012388","Shetland Islands",2011,704,141,17,20
"S01012389","Shetland Islands",2011,882,162,10,11
"S01012390","Shetland Islands",2011,769,123,9,10
"S01012391","Shetland Islands",2011,1114,155,16,40
"S01012392","Shetland Islands",2011,791,75,8,19
"S01012393","Shetland Islands",2011,899,89,60,27
"S01012394","Shetland Islands",2011,671,65,15,9
"S01012395","Shetland Islands",2011,618,38,29,22
"S01012396","Shetland Islands",2011,647,70,25,15
"S01012397","Shetland Islands",2011,845,127,25,26
"S01012398","Shetland Islands",2011,877,113,46,43
"S01012399","Shetland Islands",2011,621,60,24,11
"S01012400","Shetland Islands",2011,587,55,50,21
"S01012401","Shetland Islands",2011,770,72,18,28
"S01012402","Shetland Islands",2011,460,33,24,6
"S01012403","Shetland Islands",2011,1025,103,54,13
"S01012404","Shetland Islands",2011,984,110,72,19
"S01012405","Shetland Islands",2011,726,104,10,13
"S01012406","Shetland Islands",2011,624,106,19,12
"S01012407","Shetland Islands",2011,813,103,13,14
"S01012408","Shetland Islands",2011,652,123,6,7
"S01012409","Shetland Islands",2011,700,149,21,10
"S01012410","Shetland Islands",2011,1055,144,36,9
"S01012411","Shetland Islands",2011,957,197,14,11
"S01012412","Shetland Islands",2011,646,110,5,16
"S01012413","Shetland Islands",2011,966,169,15,15
"S01012414","Shetland Islands",2011,693,157,13,21
"S01012415","Shetland Islands",2011,576,16,3,6
"S01012416","Shetland Islands",2011,559,49,21,6
"S01012417","South Ayrshire",2011,636,143,19,12
"S01012418","South Ayrshire",2011,788,242,25,16
"S01012419","South Ayrshire",2011,815,175,22,8
"S01012420","South Ayrshire",2011,851,68,3,5
"S01012421","South Ayrshire",2011,727,105,16,14
"S01012422","South Ayrshire",2011,869,103,17,21
"S01012423","South Ayrshire",2011,815,84,10,11
"S01012424","South Ayrshire",2011,950,54,8,6
"S01012425","South Ayrshire",2011,626,38,15,3
"S01012426","South Ayrshire",2011,493,29,9,2
"S01012427","South Ayrshire",2011,674,40,6,1
"S01012428","South Ayrshire",2011,662,53,11,16
"S01012429","South Ayrshire",2011,558,57,8,7
"S01012430","South Ayrshire",2011,551,65,6,7
"S01012431","South Ayrshire",2011,921,83,25,18
"S01012432","South Ayrshire",2011,713,51,8,13
"S01012433","South Ayrshire",2011,503,26,6,9
"S01012434","South Ayrshire",2011,709,48,10,4
"S01012435","South Ayrshire",2011,637,35,6,4
"S01012436","South Ayrshire",2011,748,55,13,18
"S01012437","South Ayrshire",2011,733,52,2,3
"S01012438","South Ayrshire",2011,700,62,10,11
"S01012439","South Ayrshire",2011,795,62,13,10
"S01012440","South Ayrshire",2011,524,38,3,13
"S01012441","South Ayrshire",2011,890,152,9,12
"S01012442","South Ayrshire",2011,1000,127,22,30
"S01012443","South Ayrshire",2011,746,116,12,10
"S01012444","South Ayrshire",2011,817,99,8,23
"S01012445","South Ayrshire",2011,548,68,11,24
"S01012446","South Ayrshire",2011,501,38,2,10
"S01012447","South Ayrshire",2011,860,90,7,9
"S01012448","South Ayrshire",2011,927,121,16,11
"S01012449","South Ayrshire",2011,571,35,9,5
"S01012450","South Ayrshire",2011,850,104,8,17
"S01012451","South Ayrshire",2011,916,131,18,19
"S01012452","South Ayrshire",2011,589,72,5,14
"S01012453","South Ayrshire",2011,858,156,13,25
"S01012454","South Ayrshire",2011,662,89,6,18
"S01012455","South Ayrshire",2011,612,88,6,26
"S01012456","South Ayrshire",2011,785,121,13,20
"S01012457","South Ayrshire",2011,840,120,14,15
"S01012458","South Ayrshire",2011,813,118,6,21
"S01012459","South Ayrshire",2011,735,62,15,20
"S01012460","South Ayrshire",2011,546,54,5,20
"S01012461","South Ayrshire",2011,545,34,7,14
"S01012462","South Ayrshire",2011,757,44,2,8
"S01012463","South Ayrshire",2011,578,41,9,6
"S01012464","South Ayrshire",2011,625,28,18,11
"S01012465","South Ayrshire",2011,701,41,8,6
"S01012466","South Ayrshire",2011,782,55,9,13
"S01012467","South Ayrshire",2011,699,49,11,14
"S01012468","South Ayrshire",2011,757,58,12,12
"S01012469","South Ayrshire",2011,799,97,22,16
"S01012470","South Ayrshire",2011,962,60,11,13
"S01012471","South Ayrshire",2011,835,114,19,15
"S01012472","South Ayrshire",2011,719,68,21,11
"S01012473","South Ayrshire",2011,554,57,5,24
"S01012474","South Ayrshire",2011,714,46,14,14
"S01012475","South Ayrshire",2011,630,56,9,12
"S01012476","South Ayrshire",2011,941,47,19,7
"S01012477","South Ayrshire",2011,674,60,4,14
"S01012478","South Ayrshire",2011,840,34,8,10
"S01012479","South Ayrshire",2011,688,58,9,10
"S01012480","South Ayrshire",2011,515,71,29,20
"S01012481","South Ayrshire",2011,803,106,34,45
"S01012482","South Ayrshire",2011,816,97,37,14
"S01012483","South Ayrshire",2011,881,78,36,44
"S01012484","South Ayrshire",2011,820,97,22,24
"S01012485","South Ayrshire",2011,869,108,18,32
"S01012486","South Ayrshire",2011,655,90,17,8
"S01012487","South Ayrshire",2011,612,31,17,12
"S01012488","South Ayrshire",2011,903,55,20,5
"S01012489","South Ayrshire",2011,1052,85,28,27
"S01012490","South Ayrshire",2011,978,64,32,27
"S01012491","South Ayrshire",2011,440,33,7,9
"S01012492","South Ayrshire",2011,772,69,24,13
"S01012493","South Ayrshire",2011,654,47,14,16
"S01012494","South Ayrshire",2011,949,65,29,15
"S01012495","South Ayrshire",2011,1024,59,9,8
"S01012496","South Ayrshire",2011,765,43,11,4
"S01012497","South Ayrshire",2011,487,33,2,3
"S01012498","South Ayrshire",2011,857,33,16,6
"S01012499","South Ayrshire",2011,775,50,15,7
"S01012500","South Ayrshire",2011,468,33,12,6
"S01012501","South Ayrshire",2011,619,32,5,4
"S01012502","South Ayrshire",2011,832,45,9,7
"S01012503","South Ayrshire",2011,637,32,2,4
"S01012504","South Ayrshire",2011,636,27,9,3
"S01012505","South Ayrshire",2011,1019,68,15,16
"S01012506","South Ayrshire",2011,493,31,7,8
"S01012507","South Ayrshire",2011,946,55,14,5
"S01012508","South Ayrshire",2011,762,42,12,13
"S01012509","South Ayrshire",2011,541,36,7,7
"S01012510","South Ayrshire",2011,877,63,8,8
"S01012511","South Ayrshire",2011,628,26,6,9
"S01012512","South Ayrshire",2011,677,55,14,18
"S01012513","South Ayrshire",2011,550,47,11,12
"S01012514","South Ayrshire",2011,986,91,11,11
"S01012515","South Ayrshire",2011,612,38,7,9
"S01012516","South Ayrshire",2011,668,41,16,15
"S01012517","South Ayrshire",2011,860,56,7,32
"S01012518","South Ayrshire",2011,563,60,12,8
"S01012519","South Ayrshire",2011,516,34,13,24
"S01012520","South Ayrshire",2011,826,89,8,17
"S01012521","South Ayrshire",2011,515,47,10,12
"S01012522","South Ayrshire",2011,860,70,11,30
"S01012523","South Ayrshire",2011,865,77,7,14
"S01012524","South Ayrshire",2011,872,58,11,18
"S01012525","South Ayrshire",2011,714,80,7,14
"S01012526","South Ayrshire",2011,775,77,7,15
"S01012527","South Ayrshire",2011,625,50,5,7
"S01012528","South Ayrshire",2011,823,60,11,22
"S01012529","South Ayrshire",2011,734,50,7,10
"S01012530","South Ayrshire",2011,874,52,10,11
"S01012531","South Ayrshire",2011,759,73,17,18
"S01012532","South Ayrshire",2011,792,69,9,6
"S01012533","South Ayrshire",2011,532,47,5,20
"S01012534","South Ayrshire",2011,627,55,6,13
"S01012535","South Ayrshire",2011,818,42,5,1
"S01012536","South Ayrshire",2011,750,52,6,12
"S01012537","South Ayrshire",2011,782,38,16,14
"S01012538","South Ayrshire",2011,1128,78,13,9
"S01012539","South Ayrshire",2011,701,71,10,7
"S01012540","South Ayrshire",2011,717,39,5,3
"S01012541","South Ayrshire",2011,1066,75,10,10
"S01012542","South Ayrshire",2011,943,89,10,10
"S01012543","South Ayrshire",2011,686,72,5,22
"S01012544","South Ayrshire",2011,856,83,5,8
"S01012545","South Ayrshire",2011,473,30,3,9
"S01012546","South Ayrshire",2011,807,76,17,8
"S01012547","South Ayrshire",2011,746,107,7,14
"S01012548","South Ayrshire",2011,830,87,13,14
"S01012549","South Ayrshire",2011,545,30,11,14
"S01012550","South Ayrshire",2011,824,60,14,11
"S01012551","South Ayrshire",2011,815,84,17,19
"S01012552","South Ayrshire",2011,905,79,4,8
"S01012553","South Ayrshire",2011,839,90,8,17
"S01012554","South Ayrshire",2011,458,45,5,9
"S01012555","South Ayrshire",2011,541,52,12,5
"S01012556","South Ayrshire",2011,545,67,6,7
"S01012557","South Ayrshire",2011,636,62,11,9
"S01012558","South Ayrshire",2011,577,47,15,10
"S01012559","South Ayrshire",2011,767,70,18,18
"S01012560","South Ayrshire",2011,562,28,8,1
"S01012561","South Ayrshire",2011,757,55,9,13
"S01012562","South Ayrshire",2011,747,70,12,11
"S01012563","South Ayrshire",2011,630,102,7,19
"S01012564","South Ayrshire",2011,824,89,18,20
"S01012565","South Ayrshire",2011,779,83,10,14
"S01012566","South Ayrshire",2011,716,80,24,32
"S01012567","South Ayrshire",2011,1032,105,31,15
"S01012568","South Ayrshire",2011,617,69,10,8
"S01012569","South Ayrshire",2011,806,91,9,24
"S01012570","South Lanarkshire",2011,456,89,10,5
"S01012571","South Lanarkshire",2011,809,149,13,12
"S01012572","South Lanarkshire",2011,520,69,11,15
"S01012573","South Lanarkshire",2011,838,160,8,25
"S01012574","South Lanarkshire",2011,886,127,5,15
"S01012575","South Lanarkshire",2011,657,104,15,12
"S01012576","South Lanarkshire",2011,774,105,13,21
"S01012577","South Lanarkshire",2011,770,93,10,16
"S01012578","South Lanarkshire",2011,994,151,20,27
"S01012579","South Lanarkshire",2011,718,108,11,17
"S01012580","South Lanarkshire",2011,753,155,12,16
"S01012581","South Lanarkshire",2011,747,48,13,11
"S01012582","South Lanarkshire",2011,923,107,13,27
"S01012583","South Lanarkshire",2011,689,44,9,7
"S01012584","South Lanarkshire",2011,739,87,5,8
"S01012585","South Lanarkshire",2011,833,54,15,14
"S01012586","South Lanarkshire",2011,941,126,13,6
"S01012587","South Lanarkshire",2011,862,114,9,1
"S01012588","South Lanarkshire",2011,637,76,5,10
"S01012589","South Lanarkshire",2011,688,25,14,3
"S01012590","South Lanarkshire",2011,777,61,7,1
"S01012591","South Lanarkshire",2011,792,31,9,8
"S01012592","South Lanarkshire",2011,568,39,6,10
"S01012593","South Lanarkshire",2011,823,42,1,8
"S01012594","South Lanarkshire",2011,470,24,1,3
"S01012595","South Lanarkshire",2011,616,18,6,6
"S01012596","South Lanarkshire",2011,788,43,7,6
"S01012597","South Lanarkshire",2011,472,35,10,11
"S01012598","South Lanarkshire",2011,669,36,4,8
"S01012599","South Lanarkshire",2011,660,30,7,13
"S01012600","South Lanarkshire",2011,692,37,5,17
"S01012601","South Lanarkshire",2011,889,29,8,17
"S01012602","South Lanarkshire",2011,588,22,7,8
"S01012603","South Lanarkshire",2011,650,26,6,2
"S01012604","South Lanarkshire",2011,664,25,7,9
"S01012605","South Lanarkshire",2011,515,25,5,1
"S01012606","South Lanarkshire",2011,782,45,4,6
"S01012607","South Lanarkshire",2011,737,33,6,7
"S01012608","South Lanarkshire",2011,801,25,1,4
"S01012609","South Lanarkshire",2011,834,31,3,1
"S01012610","South Lanarkshire",2011,949,48,2,11
"S01012611","South Lanarkshire",2011,804,35,5,8
"S01012612","South Lanarkshire",2011,756,62,6,27
"S01012613","South Lanarkshire",2011,668,38,2,5
"S01012614","South Lanarkshire",2011,1032,50,6,14
"S01012615","South Lanarkshire",2011,674,56,7,5
"S01012616","South Lanarkshire",2011,964,60,17,8
"S01012617","South Lanarkshire",2011,409,31,3,5
"S01012618","South Lanarkshire",2011,529,31,5,4
"S01012619","South Lanarkshire",2011,546,45,12,11
"S01012620","South Lanarkshire",2011,746,67,14,15
"S01012621","South Lanarkshire",2011,578,48,8,8
"S01012622","South Lanarkshire",2011,732,38,13,7
"S01012623","South Lanarkshire",2011,649,20,16,12
"S01012624","South Lanarkshire",2011,715,34,5,8
"S01012625","South Lanarkshire",2011,524,20,3,2
"S01012626","South Lanarkshire",2011,478,35,7,6
"S01012627","South Lanarkshire",2011,526,40,4,7
"S01012628","South Lanarkshire",2011,1014,91,5,19
"S01012629","South Lanarkshire",2011,485,50,11,12
"S01012630","South Lanarkshire",2011,823,76,8,7
"S01012631","South Lanarkshire",2011,931,73,7,15
"S01012632","South Lanarkshire",2011,726,71,17,9
"S01012633","South Lanarkshire",2011,679,72,5,15
"S01012634","South Lanarkshire",2011,685,53,10,17
"S01012635","South Lanarkshire",2011,1085,109,9,8
"S01012636","South Lanarkshire",2011,613,47,17,5
"S01012637","South Lanarkshire",2011,848,42,8,5
"S01012638","South Lanarkshire",2011,872,60,11,7
"S01012639","South Lanarkshire",2011,844,40,6,5
"S01012640","South Lanarkshire",2011,944,77,14,15
"S01012641","South Lanarkshire",2011,1105,112,7,21
"S01012642","South Lanarkshire",2011,804,27,6,27
"S01012643","South Lanarkshire",2011,470,24,9,1
"S01012644","South Lanarkshire",2011,708,36,9,23
"S01012645","South Lanarkshire",2011,826,80,9,17
"S01012646","South Lanarkshire",2011,972,75,13,14
"S01012647","South Lanarkshire",2011,733,53,9,15
"S01012648","South Lanarkshire",2011,554,19,9,1
"S01012649","South Lanarkshire",2011,674,44,11,14
"S01012650","South Lanarkshire",2011,587,43,3,6
"S01012651","South Lanarkshire",2011,649,26,2,9
"S01012652","South Lanarkshire",2011,1045,69,14,15
"S01012653","South Lanarkshire",2011,885,53,4,10
"S01012654","South Lanarkshire",2011,767,60,9,12
"S01012655","South Lanarkshire",2011,1132,66,6,11
"S01012656","South Lanarkshire",2011,821,26,5,1
"S01012657","South Lanarkshire",2011,542,21,2,9
"S01012658","South Lanarkshire",2011,938,33,6,14
"S01012659","South Lanarkshire",2011,1066,37,6,20
"S01012660","South Lanarkshire",2011,715,22,9,8
"S01012661","South Lanarkshire",2011,739,36,6,9
"S01012662","South Lanarkshire",2011,732,34,4,4
"S01012663","South Lanarkshire",2011,691,33,2,5
"S01012664","South Lanarkshire",2011,946,30,9,10
"S01012665","South Lanarkshire",2011,717,17,2,4
"S01012666","South Lanarkshire",2011,650,20,2,2
"S01012667","South Lanarkshire",2011,580,21,6,6
"S01012668","South Lanarkshire",2011,761,26,5,10
"S01012669","South Lanarkshire",2011,722,22,5,6
"S01012670","South Lanarkshire",2011,696,26,3,5
"S01012671","South Lanarkshire",2011,931,33,9,5
"S01012672","South Lanarkshire",2011,722,34,0,5
"S01012673","South Lanarkshire",2011,582,15,1,5
"S01012674","South Lanarkshire",2011,582,22,2,6
"S01012675","South Lanarkshire",2011,766,26,7,8
"S01012676","South Lanarkshire",2011,835,28,1,16
"S01012677","South Lanarkshire",2011,583,21,8,2
"S01012678","South Lanarkshire",2011,727,40,1,4
"S01012679","South Lanarkshire",2011,791,43,12,12
"S01012680","South Lanarkshire",2011,557,34,4,4
"S01012681","South Lanarkshire",2011,705,41,8,9
"S01012682","South Lanarkshire",2011,766,33,6,7
"S01012683","South Lanarkshire",2011,749,49,4,2
"S01012684","South Lanarkshire",2011,573,43,2,5
"S01012685","South Lanarkshire",2011,779,42,2,9
"S01012686","South Lanarkshire",2011,949,94,18,16
"S01012687","South Lanarkshire",2011,538,68,5,4
"S01012688","South Lanarkshire",2011,791,86,18,26
"S01012689","South Lanarkshire",2011,487,53,1,7
"S01012690","South Lanarkshire",2011,532,48,1,11
"S01012691","South Lanarkshire",2011,766,88,7,25
"S01012692","South Lanarkshire",2011,754,65,12,4
"S01012693","South Lanarkshire",2011,905,128,12,20
"S01012694","South Lanarkshire",2011,476,24,9,7
"S01012695","South Lanarkshire",2011,830,73,8,14
"S01012696","South Lanarkshire",2011,861,65,19,176
"S01012697","South Lanarkshire",2011,509,66,9,11
"S01012698","South Lanarkshire",2011,748,51,6,14
"S01012699","South Lanarkshire",2011,1045,93,14,8
"S01012700","South Lanarkshire",2011,834,45,10,18
"S01012701","South Lanarkshire",2011,551,31,3,8
"S01012702","South Lanarkshire",2011,588,36,6,9
"S01012703","South Lanarkshire",2011,606,19,1,18
"S01012704","South Lanarkshire",2011,772,21,6,3
"S01012705","South Lanarkshire",2011,780,35,6,34
"S01012706","South Lanarkshire",2011,687,13,8,2
"S01012707","South Lanarkshire",2011,898,32,2,25
"S01012708","South Lanarkshire",2011,723,29,6,9
"S01012709","South Lanarkshire",2011,506,22,8,8
"S01012710","South Lanarkshire",2011,701,16,9,9
"S01012711","South Lanarkshire",2011,821,31,10,8
"S01012712","South Lanarkshire",2011,857,38,5,25
"S01012713","South Lanarkshire",2011,727,31,8,18
"S01012714","South Lanarkshire",2011,598,38,7,8
"S01012715","South Lanarkshire",2011,696,22,11,30
"S01012716","South Lanarkshire",2011,842,50,18,20
"S01012717","South Lanarkshire",2011,945,40,24,20
"S01012718","South Lanarkshire",2011,989,41,35,30
"S01012719","South Lanarkshire",2011,778,42,24,52
"S01012720","South Lanarkshire",2011,506,25,16,35
"S01012721","South Lanarkshire",2011,644,22,17,8
"S01012722","South Lanarkshire",2011,742,25,3,25
"S01012723","South Lanarkshire",2011,688,27,10,6
"S01012724","South Lanarkshire",2011,728,35,18,17
"S01012725","South Lanarkshire",2011,881,34,36,33
"S01012726","South Lanarkshire",2011,641,21,1,12
"S01012727","South Lanarkshire",2011,708,21,13,7
"S01012728","South Lanarkshire",2011,814,31,25,15
"S01012729","South Lanarkshire",2011,837,32,17,14
"S01012730","South Lanarkshire",2011,556,11,4,4
"S01012731","South Lanarkshire",2011,797,18,15,8
"S01012732","South Lanarkshire",2011,678,20,4,8
"S01012733","South Lanarkshire",2011,1087,64,10,28
"S01012734","South Lanarkshire",2011,640,44,12,18
"S01012735","South Lanarkshire",2011,476,8,4,10
"S01012736","South Lanarkshire",2011,959,67,14,23
"S01012737","South Lanarkshire",2011,800,23,16,22
"S01012738","South Lanarkshire",2011,612,30,10,11
"S01012739","South Lanarkshire",2011,841,67,14,49
"S01012740","South Lanarkshire",2011,890,45,6,30
"S01012741","South Lanarkshire",2011,555,25,1,10
"S01012742","South Lanarkshire",2011,689,35,17,20
"S01012743","South Lanarkshire",2011,581,30,7,2
"S01012744","South Lanarkshire",2011,675,35,4,15
"S01012745","South Lanarkshire",2011,704,27,9,26
"S01012746","South Lanarkshire",2011,772,47,15,14
"S01012747","South Lanarkshire",2011,831,31,19,11
"S01012748","South Lanarkshire",2011,829,38,8,13
"S01012749","South Lanarkshire",2011,876,29,58,7
"S01012750","South Lanarkshire",2011,788,18,61,7
"S01012751","South Lanarkshire",2011,817,16,20,9
"S01012752","South Lanarkshire",2011,832,23,3,20
"S01012753","South Lanarkshire",2011,496,13,2,8
"S01012754","South Lanarkshire",2011,538,27,6,2
"S01012755","South Lanarkshire",2011,524,18,8,7
"S01012756","South Lanarkshire",2011,496,19,6,6
"S01012757","South Lanarkshire",2011,461,6,9,3
"S01012758","South Lanarkshire",2011,608,16,11,16
"S01012759","South Lanarkshire",2011,722,17,5,2
"S01012760","South Lanarkshire",2011,1008,29,22,12
"S01012761","South Lanarkshire",2011,754,14,7,16
"S01012762","South Lanarkshire",2011,708,16,5,17
"S01012763","South Lanarkshire",2011,402,3,1,6
"S01012764","South Lanarkshire",2011,764,26,6,6
"S01012765","South Lanarkshire",2011,720,18,11,12
"S01012766","South Lanarkshire",2011,904,21,4,11
"S01012767","South Lanarkshire",2011,568,25,0,1
"S01012768","South Lanarkshire",2011,726,25,7,5
"S01012769","South Lanarkshire",2011,470,19,4,3
"S01012770","South Lanarkshire",2011,839,23,12,11
"S01012771","South Lanarkshire",2011,705,30,5,9
"S01012772","South Lanarkshire",2011,685,15,4,5
"S01012773","South Lanarkshire",2011,853,26,6,16
"S01012774","South Lanarkshire",2011,859,36,10,13
"S01012775","South Lanarkshire",2011,409,10,3,4
"S01012776","South Lanarkshire",2011,738,26,7,5
"S01012777","South Lanarkshire",2011,969,32,15,13
"S01012778","South Lanarkshire",2011,732,20,8,16
"S01012779","South Lanarkshire",2011,458,30,7,10
"S01012780","South Lanarkshire",2011,731,20,12,20
"S01012781","South Lanarkshire",2011,655,26,9,12
"S01012782","South Lanarkshire",2011,614,16,7,16
"S01012783","South Lanarkshire",2011,698,26,13,10
"S01012784","South Lanarkshire",2011,745,28,12,14
"S01012785","South Lanarkshire",2011,733,29,28,10
"S01012786","South Lanarkshire",2011,692,35,69,9
"S01012787","South Lanarkshire",2011,550,29,15,5
"S01012788","South Lanarkshire",2011,615,26,11,13
"S01012789","South Lanarkshire",2011,740,39,9,36
"S01012790","South Lanarkshire",2011,609,36,8,14
"S01012791","South Lanarkshire",2011,720,28,14,6
"S01012792","South Lanarkshire",2011,957,33,29,15
"S01012793","South Lanarkshire",2011,767,29,56,39
"S01012794","South Lanarkshire",2011,590,33,18,45
"S01012795","South Lanarkshire",2011,1052,42,25,12
"S01012796","South Lanarkshire",2011,787,32,33,29
"S01012797","South Lanarkshire",2011,690,42,16,28
"S01012798","South Lanarkshire",2011,720,48,4,27
"S01012799","South Lanarkshire",2011,778,44,24,31
"S01012800","South Lanarkshire",2011,894,60,20,20
"S01012801","South Lanarkshire",2011,426,45,10,14
"S01012802","South Lanarkshire",2011,612,41,3,37
"S01012803","South Lanarkshire",2011,675,25,8,10
"S01012804","South Lanarkshire",2011,764,42,10,9
"S01012805","South Lanarkshire",2011,912,30,18,5
"S01012806","South Lanarkshire",2011,734,26,17,18
"S01012807","South Lanarkshire",2011,587,27,13,21
"S01012808","South Lanarkshire",2011,1059,52,7,9
"S01012809","South Lanarkshire",2011,618,35,1,23
"S01012810","South Lanarkshire",2011,898,38,9,11
"S01012811","South Lanarkshire",2011,770,38,13,14
"S01012812","South Lanarkshire",2011,666,39,6,15
"S01012813","South Lanarkshire",2011,884,53,11,12
"S01012814","South Lanarkshire",2011,836,35,7,20
"S01012815","South Lanarkshire",2011,875,50,14,38
"S01012816","South Lanarkshire",2011,583,32,4,28
"S01012817","South Lanarkshire",2011,563,20,1,27
"S01012818","South Lanarkshire",2011,840,35,8,35
"S01012819","South Lanarkshire",2011,735,24,6,6
"S01012820","South Lanarkshire",2011,1027,58,6,55
"S01012821","South Lanarkshire",2011,772,43,10,84
"S01012822","South Lanarkshire",2011,474,13,9,10
"S01012823","South Lanarkshire",2011,860,28,9,36
"S01012824","South Lanarkshire",2011,664,16,7,17
"S01012825","South Lanarkshire",2011,483,11,7,10
"S01012826","South Lanarkshire",2011,599,15,11,11
"S01012827","South Lanarkshire",2011,702,42,8,43
"S01012828","South Lanarkshire",2011,583,20,17,16
"S01012829","South Lanarkshire",2011,865,36,5,23
"S01012830","South Lanarkshire",2011,690,21,5,14
"S01012831","South Lanarkshire",2011,630,21,10,11
"S01012832","South Lanarkshire",2011,544,11,3,7
"S01012833","South Lanarkshire",2011,714,12,14,7
"S01012834","South Lanarkshire",2011,675,24,4,10
"S01012835","South Lanarkshire",2011,879,27,16,19
"S01012836","South Lanarkshire",2011,713,31,3,28
"S01012837","South Lanarkshire",2011,735,19,14,13
"S01012838","South Lanarkshire",2011,917,30,34,21
"S01012839","South Lanarkshire",2011,666,14,6,8
"S01012840","South Lanarkshire",2011,786,42,12,27
"S01012841","South Lanarkshire",2011,589,22,7,19
"S01012842","South Lanarkshire",2011,475,20,7,8
"S01012843","South Lanarkshire",2011,979,70,21,24
"S01012844","South Lanarkshire",2011,697,41,24,14
"S01012845","South Lanarkshire",2011,685,42,5,11
