"dz_2011","la_name","year","total","nonretired","employed","unemployed","student","sick_disabled"
"S01012965","South Lanarkshire",2001,478,455,375,18,15,17
"S01012966","South Lanarkshire",2001,563,537,417,19,36,24
"S01012967","South Lanarkshire",2001,481,451,310,22,47,31
"S01012968","South Lanarkshire",2001,563,539,355,30,40,59
"S01012969","South Lanarkshire",2001,578,516,358,37,27,45
"S01012970","South Lanarkshire",2001,651,582,369,36,64,46
"S01012971","South Lanarkshire",2001,607,579,371,27,60,58
"S01012972","South Lanarkshire",2001,567,516,334,21,55,43
"S01012973","South Lanarkshire",2001,779,685,486,23,45,62
"S01012974","South Lanarkshire",2001,739,603,420,36,36,48
"S01012975","South Lanarkshire",2001,692,637,412,27,51,71
"S01012976","South Lanarkshire",2001,455,405,278,21,28,32
"S01012977","South Lanarkshire",2001,573,540,364,39,34,45
"S01012978","South Lanarkshire",2001,665,627,399,45,39,70
"S01012979","South Lanarkshire",2001,582,549,362,28,41,74
"S01012980","South Lanarkshire",2001,528,464,333,27,27,31
"S01012981","South Lanarkshire",2001,574,493,320,25,39,55
"S01012982","South Lanarkshire",2001,668,592,445,25,33,40
"S01012983","South Lanarkshire",2001,616,501,383,10,43,32
"S01012984","South Lanarkshire",2001,509,406,291,11,31,25
"S01012985","South Lanarkshire",2001,639,521,410,16,42,18
"S01012986","South Lanarkshire",2001,742,584,404,20,40,58
"S01012987","South Lanarkshire",2001,550,452,313,22,33,35
"S01012988","South Lanarkshire",2001,671,512,345,31,34,57
"S01012989","South Lanarkshire",2001,768,611,419,29,67,43
"S01012990","South Lanarkshire",2001,456,372,264,21,27,35
"S01012991","South Lanarkshire",2001,601,489,336,16,35,50
"S01012992","South Lanarkshire",2001,574,419,296,14,33,37
"S01012993","South Lanarkshire",2001,690,534,357,25,25,60
"S01012994","South Lanarkshire",2001,649,532,369,41,28,48
"S01012995","South Lanarkshire",2001,681,632,453,29,59,39
"S01012996","South Lanarkshire",2001,706,673,406,56,80,36
"S01012997","South Lanarkshire",2001,384,329,229,14,26,25
"S01012998","South Lanarkshire",2001,644,514,333,32,41,44
"S01012999","South Lanarkshire",2001,372,317,221,16,18,31
"S01013000","South Lanarkshire",2001,555,442,302,14,35,40
"S01013001","Stirling",2001,329,266,207,7,11,10
"S01013002","Stirling",2001,291,245,190,5,15,9
"S01013003","Stirling",2001,549,453,349,3,41,12
"S01013004","Stirling",2001,564,494,389,9,39,13
"S01013005","Stirling",2001,568,481,348,9,48,11
"S01013006","Stirling",2001,525,459,327,9,41,17
"S01013007","Stirling",2001,868,700,542,12,48,29
"S01013008","Stirling",2001,498,427,289,11,32,32
"S01013009","Stirling",2001,370,292,208,12,20,20
"S01013010","Stirling",2001,465,402,289,14,32,12
"S01013011","Stirling",2001,597,509,382,5,22,31
"S01013012","Stirling",2001,435,378,291,14,19,20
"S01013013","Stirling",2001,512,456,338,11,37,10
"S01013014","Stirling",2001,636,537,416,16,20,26
"S01013015","Stirling",2001,671,545,428,6,32,22
"S01013016","Stirling",2001,688,596,461,17,46,13
"S01013017","Stirling",2001,705,612,463,17,40,26
"S01013018","Stirling",2001,664,564,446,10,37,17
"S01013019","Stirling",2001,739,645,502,22,31,30
"S01013020","Stirling",2001,339,248,183,11,8,20
"S01013021","Stirling",2001,501,450,314,13,32,31
"S01013022","Stirling",2001,480,441,346,18,23,15
"S01013023","Stirling",2001,738,625,477,13,59,17
"S01013024","Stirling",2001,471,410,323,11,21,10
"S01013025","Stirling",2001,426,383,292,11,21,22
"S01013026","Stirling",2001,742,651,424,42,20,79
"S01013027","Stirling",2001,781,675,409,42,33,98
"S01013028","Stirling",2001,397,354,279,12,15,21
"S01013029","Stirling",2001,525,424,251,23,19,69
"S01013030","Stirling",2001,497,432,242,30,23,69
"S01013031","Stirling",2001,516,468,301,25,19,57
"S01013032","Stirling",2001,388,371,315,9,14,11
"S01013033","Stirling",2001,635,599,446,22,24,42
"S01013034","Stirling",2001,638,566,347,26,25,80
"S01013035","Stirling",2001,502,420,239,25,19,70
"S01013036","Stirling",2001,560,503,301,39,22,68
"S01013037","Stirling",2001,568,519,423,6,29,30
"S01013038","Stirling",2001,685,567,390,23,31,65
"S01013039","Stirling",2001,614,577,484,8,45,18
"S01013040","Stirling",2001,508,435,322,9,22,54
"S01013041","Stirling",2001,432,382,282,9,16,34
"S01013042","Stirling",2001,515,453,340,16,26,39
"S01013043","Stirling",2001,513,433,276,19,23,57
"S01013044","Stirling",2001,620,565,349,36,26,68
"S01013045","Stirling",2001,527,457,352,13,21,32
"S01013046","Stirling",2001,424,376,240,17,30,42
"S01013047","Stirling",2001,696,663,555,5,36,26
"S01013048","Stirling",2001,701,664,556,17,42,23
"S01013049","Stirling",2001,663,579,471,10,35,24
"S01013050","Stirling",2001,614,542,370,23,24,81
"S01013051","Stirling",2001,662,530,340,22,27,79
"S01013052","Stirling",2001,580,445,303,15,13,65
"S01013053","Stirling",2001,465,371,213,19,16,71
"S01013054","Stirling",2001,561,457,348,12,29,33
"S01013055","Stirling",2001,470,361,235,14,26,51
"S01013056","Stirling",2001,765,589,357,34,39,82
"S01013057","Stirling",2001,731,646,367,60,41,77
"S01013058","Stirling",2001,455,434,347,13,25,12
"S01013059","Stirling",2001,695,488,373,12,38,20
"S01013060","Stirling",2001,300,246,172,2,26,14
"S01013061","Stirling",2001,708,516,365,12,51,29
"S01013062","Stirling",2001,511,407,328,10,16,10
"S01013063","Stirling",2001,558,467,340,18,56,11
"S01013064","Stirling",2001,685,560,408,16,23,59
"S01013065","Stirling",2001,641,531,345,26,28,81
"S01013066","Stirling",2001,667,603,411,35,51,56
"S01013067","Stirling",2001,772,759,402,32,268,24
"S01013068","Stirling",2001,604,555,283,20,131,61
"S01013069","Stirling",2001,825,782,389,24,292,54
"S01013070","Stirling",2001,581,543,212,31,198,40
"S01013071","Stirling",2001,673,654,288,18,315,11
"S01013072","Stirling",2001,498,441,191,35,30,92
"S01013073","Stirling",2001,504,446,159,41,25,103
"S01013074","Stirling",2001,589,545,246,49,51,83
"S01013075","Stirling",2001,660,547,241,38,42,128
"S01013076","Stirling",2001,447,430,110,4,277,15
"S01013077","Stirling",2001,552,484,260,36,42,69
"S01013078","Stirling",2001,410,375,180,23,47,64
"S01013079","Stirling",2001,1505,1435,658,21,133,49
"S01013080","Stirling",2001,640,525,325,9,148,20
"S01013081","Stirling",2001,550,457,323,12,61,20
"S01013082","Stirling",2001,705,598,468,16,57,28
"S01013083","Stirling",2001,799,741,209,3,491,12
"S01013084","Stirling",2001,553,442,349,8,44,12
"S01013085","Stirling",2001,422,361,136,10,157,33
"S01013086","Stirling",2001,801,691,472,18,115,28
"S01013087","Stirling",2001,738,662,347,11,234,10
"S01013088","Stirling",2001,679,565,412,18,65,11
"S01013089","Stirling",2001,717,619,443,25,39,53
"S01013090","Stirling",2001,786,741,525,17,146,18
"S01013091","Stirling",2001,295,272,165,5,63,20
"S01013092","Stirling",2001,714,618,466,20,34,54
"S01013093","Stirling",2001,446,355,288,5,23,8
"S01013094","Stirling",2001,502,425,319,5,36,9
"S01013095","Stirling",2001,536,498,365,10,44,8
"S01013096","Stirling",2001,612,543,304,6,175,26
"S01013097","Stirling",2001,557,515,404,15,28,14
"S01013098","Stirling",2001,660,615,465,10,20,5
"S01013099","Stirling",2001,636,545,423,9,37,22
"S01013100","Stirling",2001,428,314,238,6,11,11
"S01013101","Stirling",2001,730,594,415,32,31,61
"S01013102","Stirling",2001,471,377,299,9,24,8
"S01013103","Stirling",2001,587,537,422,11,51,13
"S01013104","Stirling",2001,721,597,460,16,46,23
"S01013105","Stirling",2001,822,677,528,14,50,31
"S01013106","Stirling",2001,560,479,360,15,37,28
"S01013107","Stirling",2001,511,450,346,7,39,13
"S01013108","Stirling",2001,456,393,276,17,17,25
"S01013109","Stirling",2001,886,802,575,15,50,63
"S01013110","Stirling",2001,492,436,328,13,34,15
"S01013111","Stirling",2001,320,263,201,5,12,11
"S01013112","Stirling",2001,499,452,337,17,24,30
"S01013113","Stirling",2001,596,483,350,19,30,42
"S01013114","Stirling",2001,702,590,433,28,31,37
"S01013115","Stirling",2001,438,363,274,13,20,25
"S01013116","Stirling",2001,601,488,398,5,27,16
"S01013117","Stirling",2001,619,541,419,24,21,22
"S01013118","Stirling",2001,736,657,510,23,34,27
"S01013119","Stirling",2001,595,489,339,26,23,34
"S01013120","Stirling",2001,740,622,506,20,22,24
"S01013121","Stirling",2001,296,271,210,7,10,18
"S01013122","West Dunbartonshire",2001,478,410,184,46,18,91
"S01013123","West Dunbartonshire",2001,587,528,348,38,25,54
"S01013124","West Dunbartonshire",2001,567,478,342,18,26,59
"S01013125","West Dunbartonshire",2001,745,645,443,41,39,56
"S01013126","West Dunbartonshire",2001,513,467,231,52,28,62
"S01013127","West Dunbartonshire",2001,672,581,285,67,46,62
"S01013128","West Dunbartonshire",2001,689,632,431,49,42,51
"S01013129","West Dunbartonshire",2001,1044,908,511,62,51,183
"S01013130","West Dunbartonshire",2001,514,471,260,32,32,56
"S01013131","West Dunbartonshire",2001,523,482,300,31,28,55
"S01013132","West Dunbartonshire",2001,389,353,200,26,29,53
"S01013133","West Dunbartonshire",2001,628,505,242,42,25,119
"S01013134","West Dunbartonshire",2001,743,637,400,33,48,86
"S01013135","West Dunbartonshire",2001,591,531,286,56,29,87
"S01013136","West Dunbartonshire",2001,742,614,392,38,29,79
"S01013137","West Dunbartonshire",2001,594,498,281,39,33,70
"S01013138","West Dunbartonshire",2001,519,484,241,42,31,60
"S01013139","West Dunbartonshire",2001,741,626,329,37,48,118
"S01013140","West Dunbartonshire",2001,647,526,297,45,41,79
"S01013141","West Dunbartonshire",2001,670,545,316,34,68,71
"S01013142","West Dunbartonshire",2001,536,339,169,18,15,83
"S01013143","West Dunbartonshire",2001,846,725,488,40,50,64
"S01013144","West Dunbartonshire",2001,712,552,362,30,30,72
"S01013145","West Dunbartonshire",2001,536,419,251,23,30,56
"S01013146","West Dunbartonshire",2001,366,292,161,15,21,60
"S01013147","West Dunbartonshire",2001,539,437,318,16,22,45
"S01013148","West Dunbartonshire",2001,690,572,410,21,32,56
"S01013149","West Dunbartonshire",2001,676,574,404,28,37,49
"S01013150","West Dunbartonshire",2001,714,594,376,35,49,68
"S01013151","West Dunbartonshire",2001,579,499,368,14,55,21
"S01013152","West Dunbartonshire",2001,616,502,363,25,31,38
"S01013153","West Dunbartonshire",2001,573,485,237,45,29,75
"S01013154","West Dunbartonshire",2001,833,710,441,58,49,86
"S01013155","West Dunbartonshire",2001,795,771,443,72,45,74
"S01013156","West Dunbartonshire",2001,688,632,315,61,35,80
"S01013157","West Dunbartonshire",2001,693,638,323,75,46,82
"S01013158","West Dunbartonshire",2001,456,383,303,11,32,16
"S01013159","West Dunbartonshire",2001,606,526,402,21,57,18
"S01013160","West Dunbartonshire",2001,618,564,440,22,48,22
"S01013161","West Dunbartonshire",2001,1094,978,589,87,80,102
"S01013162","West Dunbartonshire",2001,658,525,307,38,32,80
"S01013163","West Dunbartonshire",2001,571,543,402,17,69,25
"S01013164","West Dunbartonshire",2001,773,633,399,36,49,81
"S01013165","West Dunbartonshire",2001,651,530,373,16,44,43
"S01013166","West Dunbartonshire",2001,387,349,155,45,26,67
"S01013167","West Dunbartonshire",2001,508,455,226,49,29,76
"S01013168","West Dunbartonshire",2001,728,591,357,35,50,91
"S01013169","West Dunbartonshire",2001,652,479,279,26,26,90
"S01013170","West Dunbartonshire",2001,400,341,196,20,26,47
"S01013171","West Dunbartonshire",2001,535,499,344,28,34,28
"S01013172","West Dunbartonshire",2001,594,521,365,20,35,54
"S01013173","West Dunbartonshire",2001,644,593,453,28,37,31
"S01013174","West Dunbartonshire",2001,604,556,449,14,54,12
"S01013175","West Dunbartonshire",2001,624,575,444,16,40,25
"S01013176","West Dunbartonshire",2001,606,508,372,23,31,43
"S01013177","West Dunbartonshire",2001,484,414,327,10,23,18
"S01013178","West Dunbartonshire",2001,601,522,391,9,33,44
"S01013179","West Dunbartonshire",2001,688,584,415,24,45,36
"S01013180","West Dunbartonshire",2001,374,355,274,7,36,15
"S01013181","West Dunbartonshire",2001,574,463,341,10,34,49
"S01013182","West Dunbartonshire",2001,547,417,237,28,34,72
"S01013183","West Dunbartonshire",2001,767,668,485,22,75,47
"S01013184","West Dunbartonshire",2001,499,447,215,52,40,50
"S01013185","West Dunbartonshire",2001,763,650,371,60,56,92
"S01013186","West Dunbartonshire",2001,497,436,264,33,26,47
"S01013187","West Dunbartonshire",2001,618,523,298,51,26,66
"S01013188","West Dunbartonshire",2001,684,595,412,27,71,41
"S01013189","West Dunbartonshire",2001,475,377,268,22,35,23
"S01013190","West Dunbartonshire",2001,593,488,325,22,43,53
"S01013191","West Dunbartonshire",2001,667,586,471,13,42,23
"S01013192","West Dunbartonshire",2001,671,561,400,18,49,60
"S01013193","West Dunbartonshire",2001,501,433,328,16,28,37
"S01013194","West Dunbartonshire",2001,608,560,417,18,45,48
"S01013195","West Dunbartonshire",2001,915,758,568,51,24,52
"S01013196","West Dunbartonshire",2001,706,622,503,31,19,36
"S01013197","West Dunbartonshire",2001,467,386,277,12,50,28
"S01013198","West Dunbartonshire",2001,694,539,333,35,46,65
"S01013199","West Dunbartonshire",2001,823,680,469,31,55,68
"S01013200","West Dunbartonshire",2001,639,553,364,26,44,63
"S01013201","West Dunbartonshire",2001,589,506,236,54,42,87
"S01013202","West Dunbartonshire",2001,468,410,221,33,37,48
"S01013203","West Dunbartonshire",2001,513,450,288,43,28,36
"S01013204","West Dunbartonshire",2001,646,600,476,24,25,32
"S01013205","West Dunbartonshire",2001,501,462,234,52,31,74
"S01013206","West Dunbartonshire",2001,506,430,236,35,29,71
"S01013207","West Dunbartonshire",2001,630,546,331,45,43,73
"S01013208","West Dunbartonshire",2001,653,596,333,58,27,81
"S01013209","West Dunbartonshire",2001,710,564,402,22,30,63
"S01013210","West Dunbartonshire",2001,516,460,364,10,48,17
"S01013211","West Dunbartonshire",2001,1096,960,710,35,63,80
"S01013212","West Dunbartonshire",2001,426,422,346,8,40,12
"S01013213","West Dunbartonshire",2001,657,621,496,24,46,32
"S01013214","West Dunbartonshire",2001,318,299,250,10,10,10
"S01013215","West Dunbartonshire",2001,641,605,449,27,25,56
"S01013216","West Dunbartonshire",2001,622,600,365,61,43,60
"S01013217","West Dunbartonshire",2001,551,507,335,33,37,40
"S01013218","West Dunbartonshire",2001,470,443,246,40,51,45
"S01013219","West Dunbartonshire",2001,488,460,260,46,24,57
"S01013220","West Dunbartonshire",2001,523,454,258,43,21,63
"S01013221","West Dunbartonshire",2001,722,637,391,38,45,93
"S01013222","West Dunbartonshire",2001,496,406,203,28,15,92
"S01013223","West Dunbartonshire",2001,762,608,345,52,39,104
"S01013224","West Dunbartonshire",2001,637,564,362,29,49,70
"S01013225","West Dunbartonshire",2001,729,627,311,49,54,106
"S01013226","West Dunbartonshire",2001,276,247,149,18,27,19
"S01013227","West Dunbartonshire",2001,505,403,247,33,19,54
"S01013228","West Dunbartonshire",2001,628,580,401,31,31,72
"S01013229","West Dunbartonshire",2001,568,483,321,27,25,57
"S01013230","West Dunbartonshire",2001,677,515,338,28,40,56
"S01013231","West Dunbartonshire",2001,759,653,439,30,49,66
"S01013232","West Dunbartonshire",2001,563,448,257,25,25,73
"S01013233","West Dunbartonshire",2001,490,396,280,9,38,35
"S01013234","West Dunbartonshire",2001,174,153,126,12,6,0
"S01013235","West Dunbartonshire",2001,609,506,378,20,27,46
"S01013236","West Dunbartonshire",2001,929,766,519,30,78,48
"S01013237","West Dunbartonshire",2001,708,620,464,31,27,54
"S01013238","West Dunbartonshire",2001,545,453,225,49,22,78
"S01013239","West Dunbartonshire",2001,760,650,314,73,41,89
"S01013240","West Dunbartonshire",2001,622,553,232,72,48,85
"S01013241","West Dunbartonshire",2001,738,639,479,19,64,26
"S01013242","West Dunbartonshire",2001,480,411,323,13,30,9
"S01013243","West Lothian",2001,575,518,319,23,36,72
"S01013244","West Lothian",2001,579,496,339,24,28,64
"S01013245","West Lothian",2001,663,587,405,25,29,68
"S01013246","West Lothian",2001,324,286,195,11,15,32
"S01013247","West Lothian",2001,533,466,272,25,13,72
"S01013248","West Lothian",2001,478,400,221,30,20,77
"S01013249","West Lothian",2001,380,309,230,9,8,34
"S01013250","West Lothian",2001,1087,987,737,45,47,70
"S01013251","West Lothian",2001,706,633,372,35,28,86
"S01013252","West Lothian",2001,534,484,313,29,29,55
"S01013253","West Lothian",2001,520,463,345,20,19,35
"S01013254","West Lothian",2001,493,420,251,25,20,56
"S01013255","West Lothian",2001,594,536,357,25,22,57
"S01013256","West Lothian",2001,603,505,360,14,22,63
"S01013257","West Lothian",2001,703,582,434,16,46,45
"S01013258","West Lothian",2001,598,538,430,9,47,25
"S01013259","West Lothian",2001,669,574,424,20,26,57
"S01013260","West Lothian",2001,645,580,370,34,16,84
"S01013261","West Lothian",2001,625,531,355,29,22,66
"S01013262","West Lothian",2001,471,392,266,11,16,55
"S01013263","West Lothian",2001,414,380,290,13,24,18
"S01013264","West Lothian",2001,335,327,280,2,15,6
"S01013265","West Lothian",2001,303,278,224,8,14,7
"S01013266","West Lothian",2001,351,336,279,7,15,2
"S01013267","West Lothian",2001,458,415,261,32,22,51
"S01013268","West Lothian",2001,620,563,419,17,44,40
"S01013269","West Lothian",2001,700,656,567,13,27,13
"S01013270","West Lothian",2001,648,624,508,16,40,11
"S01013271","West Lothian",2001,729,632,488,11,48,23
"S01013272","West Lothian",2001,520,487,396,8,29,10
"S01013273","West Lothian",2001,594,576,493,8,20,10
"S01013274","West Lothian",2001,666,619,524,7,37,16
"S01013275","West Lothian",2001,565,536,430,18,36,20
"S01013276","West Lothian",2001,453,436,388,9,14,10
"S01013277","West Lothian",2001,718,655,463,26,37,69
"S01013278","West Lothian",2001,629,568,349,43,26,73
"S01013279","West Lothian",2001,536,487,317,27,22,63
"S01013280","West Lothian",2001,488,430,321,12,23,40
"S01013281","West Lothian",2001,721,635,455,26,33,65
"S01013282","West Lothian",2001,582,545,349,39,27,57
"S01013283","West Lothian",2001,651,625,432,28,27,77
"S01013284","West Lothian",2001,519,484,429,7,18,7
"S01013285","West Lothian",2001,502,466,386,11,23,20
"S01013286","West Lothian",2001,701,665,568,5,41,11
"S01013287","West Lothian",2001,571,544,456,6,35,6
"S01013288","West Lothian",2001,518,438,346,10,24,28
"S01013289","West Lothian",2001,449,406,337,7,18,17
"S01013290","West Lothian",2001,643,592,474,22,21,30
"S01013291","West Lothian",2001,719,698,564,24,37,21
"S01013292","West Lothian",2001,526,488,395,14,21,19
"S01013293","West Lothian",2001,550,514,433,11,34,16
"S01013294","West Lothian",2001,559,520,415,12,30,29
"S01013295","West Lothian",2001,588,550,464,13,35,16
"S01013296","West Lothian",2001,563,479,322,26,26,42
"S01013297","West Lothian",2001,465,403,317,10,16,26
"S01013298","West Lothian",2001,536,429,293,21,28,34
