"dz_2011","la_name","year","total","nonwhite"
"S01009748","Fife",2011,703,10
"S01009749","Fife",2011,954,23
"S01009750","Fife",2011,679,15
"S01009751","Fife",2011,823,14
"S01009752","Fife",2011,598,13
"S01009753","Fife",2011,715,22
"S01009754","Fife",2011,852,8
"S01009755","Fife",2011,673,25
"S01009756","Fife",2011,740,8
"S01009757","Fife",2011,665,12
"S01009758","Glasgow City",2011,598,44
"S01009759","Glasgow City",2011,934,91
"S01009760","Glasgow City",2011,893,62
"S01009761","Glasgow City",2011,910,106
"S01009762","Glasgow City",2011,926,80
"S01009763","Glasgow City",2011,772,189
"S01009764","Glasgow City",2011,674,108
"S01009765","Glasgow City",2011,1019,232
"S01009766","Glasgow City",2011,563,28
"S01009767","Glasgow City",2011,557,37
"S01009768","Glasgow City",2011,610,76
"S01009769","Glasgow City",2011,705,92
"S01009770","Glasgow City",2011,711,226
"S01009771","Glasgow City",2011,888,308
"S01009772","Glasgow City",2011,635,68
"S01009773","Glasgow City",2011,629,305
"S01009774","Glasgow City",2011,563,280
"S01009775","Glasgow City",2011,802,24
"S01009776","Glasgow City",2011,720,14
"S01009777","Glasgow City",2011,482,36
"S01009778","Glasgow City",2011,822,39
"S01009779","Glasgow City",2011,557,28
"S01009780","Glasgow City",2011,608,45
"S01009781","Glasgow City",2011,548,15
"S01009782","Glasgow City",2011,556,64
"S01009783","Glasgow City",2011,741,22
"S01009784","Glasgow City",2011,756,22
"S01009785","Glasgow City",2011,801,43
"S01009786","Glasgow City",2011,963,51
"S01009787","Glasgow City",2011,867,19
"S01009788","Glasgow City",2011,833,19
"S01009789","Glasgow City",2011,896,27
"S01009790","Glasgow City",2011,629,2
"S01009791","Glasgow City",2011,664,31
"S01009792","Glasgow City",2011,958,254
"S01009793","Glasgow City",2011,885,61
"S01009794","Glasgow City",2011,516,16
"S01009795","Glasgow City",2011,842,77
"S01009796","Glasgow City",2011,768,137
"S01009797","Glasgow City",2011,776,110
"S01009798","Glasgow City",2011,722,38
"S01009799","Glasgow City",2011,848,26
"S01009800","Glasgow City",2011,1107,43
"S01009801","Glasgow City",2011,894,37
"S01009802","Glasgow City",2011,1022,51
"S01009803","Glasgow City",2011,801,51
"S01009804","Glasgow City",2011,511,20
"S01009805","Glasgow City",2011,962,57
"S01009806","Glasgow City",2011,901,57
"S01009807","Glasgow City",2011,1008,95
"S01009808","Glasgow City",2011,918,243
"S01009809","Glasgow City",2011,685,30
"S01009810","Glasgow City",2011,855,60
"S01009811","Glasgow City",2011,1063,24
"S01009812","Glasgow City",2011,744,26
"S01009813","Glasgow City",2011,769,200
"S01009814","Glasgow City",2011,840,54
"S01009815","Glasgow City",2011,710,12
"S01009816","Glasgow City",2011,705,27
"S01009817","Glasgow City",2011,690,3
"S01009818","Glasgow City",2011,926,24
"S01009819","Glasgow City",2011,664,24
"S01009820","Glasgow City",2011,958,38
"S01009821","Glasgow City",2011,662,43
"S01009822","Glasgow City",2011,479,29
"S01009823","Glasgow City",2011,728,28
"S01009824","Glasgow City",2011,893,58
"S01009825","Glasgow City",2011,1006,45
"S01009826","Glasgow City",2011,582,17
"S01009827","Glasgow City",2011,854,44
"S01009828","Glasgow City",2011,767,41
"S01009829","Glasgow City",2011,967,74
"S01009830","Glasgow City",2011,770,40
"S01009831","Glasgow City",2011,779,33
"S01009832","Glasgow City",2011,1003,65
"S01009833","Glasgow City",2011,555,41
"S01009834","Glasgow City",2011,841,69
"S01009835","Glasgow City",2011,526,11
"S01009836","Glasgow City",2011,961,53
"S01009837","Glasgow City",2011,689,11
"S01009838","Glasgow City",2011,757,49
"S01009839","Glasgow City",2011,974,57
"S01009840","Glasgow City",2011,965,7
"S01009841","Glasgow City",2011,814,121
"S01009842","Glasgow City",2011,671,116
"S01009843","Glasgow City",2011,640,74
"S01009844","Glasgow City",2011,573,66
"S01009845","Glasgow City",2011,744,164
"S01009846","Glasgow City",2011,862,105
"S01009847","Glasgow City",2011,595,49
"S01009848","Glasgow City",2011,866,52
"S01009849","Glasgow City",2011,734,17
"S01009850","Glasgow City",2011,879,45
"S01009851","Glasgow City",2011,824,22
"S01009852","Glasgow City",2011,608,38
"S01009853","Glasgow City",2011,876,61
"S01009854","Glasgow City",2011,896,69
"S01009855","Glasgow City",2011,572,37
"S01009856","Glasgow City",2011,635,71
"S01009857","Glasgow City",2011,907,48
"S01009858","Glasgow City",2011,746,44
"S01009859","Glasgow City",2011,1038,93
"S01009860","Glasgow City",2011,920,61
"S01009861","Glasgow City",2011,1103,183
"S01009862","Glasgow City",2011,1109,204
"S01009863","Glasgow City",2011,796,263
"S01009864","Glasgow City",2011,594,63
"S01009865","Glasgow City",2011,449,89
"S01009866","Glasgow City",2011,882,149
"S01009867","Glasgow City",2011,1014,134
"S01009868","Glasgow City",2011,711,212
"S01009869","Glasgow City",2011,530,229
"S01009870","Glasgow City",2011,605,252
"S01009871","Glasgow City",2011,984,263
"S01009872","Glasgow City",2011,724,288
"S01009873","Glasgow City",2011,913,224
"S01009874","Glasgow City",2011,1048,171
"S01009875","Glasgow City",2011,707,368
"S01009876","Glasgow City",2011,729,332
"S01009877","Glasgow City",2011,896,282
"S01009878","Glasgow City",2011,705,479
"S01009879","Glasgow City",2011,910,198
"S01009880","Glasgow City",2011,797,543
"S01009881","Glasgow City",2011,528,364
"S01009882","Glasgow City",2011,1089,371
"S01009883","Glasgow City",2011,824,567
"S01009884","Glasgow City",2011,815,441
"S01009885","Glasgow City",2011,899,578
"S01009886","Glasgow City",2011,813,506
"S01009887","Glasgow City",2011,976,448
"S01009888","Glasgow City",2011,719,455
"S01009889","Glasgow City",2011,814,366
"S01009890","Glasgow City",2011,553,161
"S01009891","Glasgow City",2011,734,199
"S01009892","Glasgow City",2011,796,219
"S01009893","Glasgow City",2011,837,328
"S01009894","Glasgow City",2011,823,197
"S01009895","Glasgow City",2011,724,216
"S01009896","Glasgow City",2011,968,289
"S01009897","Glasgow City",2011,940,200
"S01009898","Glasgow City",2011,626,197
"S01009899","Glasgow City",2011,776,63
"S01009900","Glasgow City",2011,829,53
"S01009901","Glasgow City",2011,864,92
"S01009902","Glasgow City",2011,914,155
"S01009903","Glasgow City",2011,823,347
"S01009904","Glasgow City",2011,784,94
"S01009905","Glasgow City",2011,749,272
"S01009906","Glasgow City",2011,667,202
"S01009907","Glasgow City",2011,779,207
"S01009908","Glasgow City",2011,1027,197
"S01009909","Glasgow City",2011,849,164
"S01009910","Glasgow City",2011,532,99
"S01009911","Glasgow City",2011,1014,115
"S01009912","Glasgow City",2011,962,252
"S01009913","Glasgow City",2011,719,360
"S01009914","Glasgow City",2011,984,251
"S01009915","Glasgow City",2011,861,218
"S01009916","Glasgow City",2011,985,528
"S01009917","Glasgow City",2011,709,116
"S01009918","Glasgow City",2011,709,90
"S01009919","Glasgow City",2011,1099,245
"S01009920","Glasgow City",2011,831,61
"S01009921","Glasgow City",2011,627,61
"S01009922","Glasgow City",2011,1016,109
"S01009923","Glasgow City",2011,855,80
"S01009924","Glasgow City",2011,1007,188
"S01009925","Glasgow City",2011,658,74
"S01009926","Glasgow City",2011,773,135
"S01009927","Glasgow City",2011,511,30
"S01009928","Glasgow City",2011,856,40
"S01009929","Glasgow City",2011,499,50
"S01009930","Glasgow City",2011,850,114
"S01009931","Glasgow City",2011,751,18
"S01009932","Glasgow City",2011,619,38
"S01009933","Glasgow City",2011,909,186
"S01009934","Glasgow City",2011,924,134
"S01009935","Glasgow City",2011,544,31
"S01009936","Glasgow City",2011,641,108
"S01009937","Glasgow City",2011,531,198
"S01009938","Glasgow City",2011,938,73
"S01009939","Glasgow City",2011,901,260
"S01009940","Glasgow City",2011,837,9
"S01009941","Glasgow City",2011,1033,478
"S01009942","Glasgow City",2011,1022,83
"S01009943","Glasgow City",2011,841,39
"S01009944","Glasgow City",2011,799,72
"S01009945","Glasgow City",2011,963,57
"S01009946","Glasgow City",2011,815,97
"S01009947","Glasgow City",2011,567,44
"S01009948","Glasgow City",2011,812,135
"S01009949","Glasgow City",2011,821,89
"S01009950","Glasgow City",2011,727,128
"S01009951","Glasgow City",2011,769,123
"S01009952","Glasgow City",2011,733,55
"S01009953","Glasgow City",2011,889,150
"S01009954","Glasgow City",2011,636,218
"S01009955","Glasgow City",2011,1010,129
"S01009956","Glasgow City",2011,750,78
"S01009957","Glasgow City",2011,760,59
"S01009958","Glasgow City",2011,915,58
"S01009959","Glasgow City",2011,657,68
"S01009960","Glasgow City",2011,902,87
"S01009961","Glasgow City",2011,674,23
"S01009962","Glasgow City",2011,991,53
"S01009963","Glasgow City",2011,802,34
"S01009964","Glasgow City",2011,925,114
"S01009965","Glasgow City",2011,718,32
"S01009966","Glasgow City",2011,776,30
"S01009967","Glasgow City",2011,801,19
"S01009968","Glasgow City",2011,608,21
"S01009969","Glasgow City",2011,857,24
"S01009970","Glasgow City",2011,946,38
"S01009971","Glasgow City",2011,1093,37
"S01009972","Glasgow City",2011,848,38
"S01009973","Glasgow City",2011,725,26
"S01009974","Glasgow City",2011,615,10
"S01009975","Glasgow City",2011,800,13
"S01009976","Glasgow City",2011,490,6
"S01009977","Glasgow City",2011,926,17
"S01009978","Glasgow City",2011,1019,50
"S01009979","Glasgow City",2011,584,11
"S01009980","Glasgow City",2011,645,10
"S01009981","Glasgow City",2011,694,11
"S01009982","Glasgow City",2011,1030,87
"S01009983","Glasgow City",2011,579,85
"S01009984","Glasgow City",2011,756,54
"S01009985","Glasgow City",2011,615,59
"S01009986","Glasgow City",2011,552,15
"S01009987","Glasgow City",2011,880,20
"S01009988","Glasgow City",2011,497,24
"S01009989","Glasgow City",2011,808,32
"S01009990","Glasgow City",2011,673,10
"S01009991","Glasgow City",2011,800,41
"S01009992","Glasgow City",2011,695,24
"S01009993","Glasgow City",2011,826,12
"S01009994","Glasgow City",2011,725,7
"S01009995","Glasgow City",2011,653,24
"S01009996","Glasgow City",2011,744,37
"S01009997","Glasgow City",2011,575,24
"S01009998","Glasgow City",2011,634,83
"S01009999","Glasgow City",2011,733,43
"S01010000","Glasgow City",2011,616,35
"S01010001","Glasgow City",2011,798,77
"S01010002","Glasgow City",2011,779,86
"S01010003","Glasgow City",2011,712,16
"S01010004","Glasgow City",2011,730,69
"S01010005","Glasgow City",2011,748,41
"S01010006","Glasgow City",2011,874,77
"S01010007","Glasgow City",2011,959,53
"S01010008","Glasgow City",2011,618,53
"S01010009","Glasgow City",2011,556,39
"S01010010","Glasgow City",2011,1043,64
"S01010011","Glasgow City",2011,730,31
"S01010012","Glasgow City",2011,843,78
"S01010013","Glasgow City",2011,781,39
"S01010014","Glasgow City",2011,1003,135
"S01010015","Glasgow City",2011,815,107
"S01010016","Glasgow City",2011,724,16
"S01010017","Glasgow City",2011,748,29
"S01010018","Glasgow City",2011,945,89
"S01010019","Glasgow City",2011,725,55
"S01010020","Glasgow City",2011,742,26
"S01010021","Glasgow City",2011,806,239
"S01010022","Glasgow City",2011,956,111
"S01010023","Glasgow City",2011,640,32
"S01010024","Glasgow City",2011,734,83
"S01010025","Glasgow City",2011,548,107
"S01010026","Glasgow City",2011,876,107
"S01010027","Glasgow City",2011,904,117
"S01010028","Glasgow City",2011,639,61
"S01010029","Glasgow City",2011,668,45
"S01010030","Glasgow City",2011,815,82
"S01010031","Glasgow City",2011,756,158
"S01010032","Glasgow City",2011,840,260
"S01010033","Glasgow City",2011,923,299
"S01010034","Glasgow City",2011,999,146
"S01010035","Glasgow City",2011,687,241
"S01010036","Glasgow City",2011,796,263
"S01010037","Glasgow City",2011,642,23
"S01010038","Glasgow City",2011,990,102
"S01010039","Glasgow City",2011,964,135
"S01010040","Glasgow City",2011,741,98
"S01010041","Glasgow City",2011,650,37
"S01010042","Glasgow City",2011,1095,170
"S01010043","Glasgow City",2011,770,77
"S01010044","Glasgow City",2011,1137,97
"S01010045","Glasgow City",2011,550,36
"S01010046","Glasgow City",2011,747,33
"S01010047","Glasgow City",2011,828,27
"S01010048","Glasgow City",2011,954,47
"S01010049","Glasgow City",2011,807,49
"S01010050","Glasgow City",2011,993,52
"S01010051","Glasgow City",2011,703,57
"S01010052","Glasgow City",2011,648,83
"S01010053","Glasgow City",2011,859,110
"S01010054","Glasgow City",2011,573,28
"S01010055","Glasgow City",2011,1126,73
"S01010056","Glasgow City",2011,451,4
"S01010057","Glasgow City",2011,407,31
"S01010058","Glasgow City",2011,781,39
"S01010059","Glasgow City",2011,619,36
"S01010060","Glasgow City",2011,908,25
"S01010061","Glasgow City",2011,510,16
"S01010062","Glasgow City",2011,750,25
"S01010063","Glasgow City",2011,984,25
"S01010064","Glasgow City",2011,552,23
"S01010065","Glasgow City",2011,839,18
"S01010066","Glasgow City",2011,753,46
"S01010067","Glasgow City",2011,608,15
"S01010068","Glasgow City",2011,641,90
"S01010069","Glasgow City",2011,840,56
"S01010070","Glasgow City",2011,665,43
"S01010071","Glasgow City",2011,806,39
"S01010072","Glasgow City",2011,796,15
"S01010073","Glasgow City",2011,780,20
"S01010074","Glasgow City",2011,777,38
"S01010075","Glasgow City",2011,624,2
"S01010076","Glasgow City",2011,686,6
"S01010077","Glasgow City",2011,614,10
"S01010078","Glasgow City",2011,631,43
"S01010079","Glasgow City",2011,923,13
"S01010080","Glasgow City",2011,651,8
"S01010081","Glasgow City",2011,701,19
"S01010082","Glasgow City",2011,860,16
"S01010083","Glasgow City",2011,716,12
"S01010084","Glasgow City",2011,878,9
"S01010085","Glasgow City",2011,760,16
"S01010086","Glasgow City",2011,915,9
"S01010087","Glasgow City",2011,573,8
"S01010088","Glasgow City",2011,825,56
"S01010089","Glasgow City",2011,683,33
"S01010090","Glasgow City",2011,1087,17
"S01010091","Glasgow City",2011,866,41
"S01010092","Glasgow City",2011,983,39
"S01010093","Glasgow City",2011,869,29
"S01010094","Glasgow City",2011,687,3
"S01010095","Glasgow City",2011,696,3
"S01010096","Glasgow City",2011,752,17
"S01010097","Glasgow City",2011,735,25
"S01010098","Glasgow City",2011,727,7
"S01010099","Glasgow City",2011,699,1
"S01010100","Glasgow City",2011,886,43
"S01010101","Glasgow City",2011,744,39
"S01010102","Glasgow City",2011,939,72
"S01010103","Glasgow City",2011,974,48
"S01010104","Glasgow City",2011,755,33
"S01010105","Glasgow City",2011,406,14
"S01010106","Glasgow City",2011,442,1
"S01010107","Glasgow City",2011,793,36
"S01010108","Glasgow City",2011,733,6
"S01010109","Glasgow City",2011,809,18
"S01010110","Glasgow City",2011,805,13
"S01010111","Glasgow City",2011,986,14
"S01010112","Glasgow City",2011,949,13
"S01010113","Glasgow City",2011,551,16
"S01010114","Glasgow City",2011,777,19
"S01010115","Glasgow City",2011,632,9
"S01010116","Glasgow City",2011,1020,60
"S01010117","Glasgow City",2011,653,44
"S01010118","Glasgow City",2011,678,19
"S01010119","Glasgow City",2011,543,26
"S01010120","Glasgow City",2011,1045,36
"S01010121","Glasgow City",2011,675,14
"S01010122","Glasgow City",2011,464,7
"S01010123","Glasgow City",2011,733,31
"S01010124","Glasgow City",2011,646,20
"S01010125","Glasgow City",2011,548,19
"S01010126","Glasgow City",2011,730,4
"S01010127","Glasgow City",2011,620,13
"S01010128","Glasgow City",2011,492,9
"S01010129","Glasgow City",2011,719,28
"S01010130","Glasgow City",2011,416,4
"S01010131","Glasgow City",2011,974,26
"S01010132","Glasgow City",2011,969,27
"S01010133","Glasgow City",2011,713,12
"S01010134","Glasgow City",2011,995,18
"S01010135","Glasgow City",2011,768,5
"S01010136","Glasgow City",2011,809,7
"S01010137","Glasgow City",2011,967,16
"S01010138","Glasgow City",2011,941,101
"S01010139","Glasgow City",2011,1024,16
"S01010140","Glasgow City",2011,753,41
"S01010141","Glasgow City",2011,807,19
"S01010142","Glasgow City",2011,572,16
"S01010143","Glasgow City",2011,739,5
"S01010144","Glasgow City",2011,700,19
"S01010145","Glasgow City",2011,778,26
"S01010146","Glasgow City",2011,765,46
"S01010147","Glasgow City",2011,953,17
"S01010148","Glasgow City",2011,784,38
"S01010149","Glasgow City",2011,599,16
"S01010150","Glasgow City",2011,612,10
"S01010151","Glasgow City",2011,625,17
"S01010152","Glasgow City",2011,851,37
"S01010153","Glasgow City",2011,941,36
"S01010154","Glasgow City",2011,883,18
"S01010155","Glasgow City",2011,744,7
"S01010156","Glasgow City",2011,565,19
"S01010157","Glasgow City",2011,569,3
"S01010158","Glasgow City",2011,913,26
"S01010159","Glasgow City",2011,735,8
"S01010160","Glasgow City",2011,605,132
"S01010161","Glasgow City",2011,636,42
"S01010162","Glasgow City",2011,846,24
"S01010163","Glasgow City",2011,597,3
"S01010164","Glasgow City",2011,799,20
"S01010165","Glasgow City",2011,627,22
"S01010166","Glasgow City",2011,714,20
"S01010167","Glasgow City",2011,792,12
"S01010168","Glasgow City",2011,506,1
"S01010169","Glasgow City",2011,890,71
"S01010170","Glasgow City",2011,533,19
"S01010171","Glasgow City",2011,1038,22
"S01010172","Glasgow City",2011,696,13
"S01010173","Glasgow City",2011,764,33
"S01010174","Glasgow City",2011,1407,43
"S01010175","Glasgow City",2011,480,11
"S01010176","Glasgow City",2011,705,25
"S01010177","Glasgow City",2011,776,54
"S01010178","Glasgow City",2011,1033,59
"S01010179","Glasgow City",2011,837,37
"S01010180","Glasgow City",2011,560,97
"S01010181","Glasgow City",2011,631,11
"S01010182","Glasgow City",2011,667,64
"S01010183","Glasgow City",2011,463,7
"S01010184","Glasgow City",2011,630,17
"S01010185","Glasgow City",2011,633,43
"S01010186","Glasgow City",2011,647,123
"S01010187","Glasgow City",2011,635,8
"S01010188","Glasgow City",2011,714,44
"S01010189","Glasgow City",2011,976,107
"S01010190","Glasgow City",2011,740,204
"S01010191","Glasgow City",2011,736,64
"S01010192","Glasgow City",2011,869,201
"S01010193","Glasgow City",2011,808,75
"S01010194","Glasgow City",2011,628,0
"S01010195","Glasgow City",2011,531,20
"S01010196","Glasgow City",2011,739,14
"S01010197","Glasgow City",2011,660,8
"S01010198","Glasgow City",2011,1027,27
"S01010199","Glasgow City",2011,521,34
"S01010200","Glasgow City",2011,690,5
"S01010201","Glasgow City",2011,643,1
"S01010202","Glasgow City",2011,783,143
"S01010203","Glasgow City",2011,671,58
"S01010204","Glasgow City",2011,800,41
"S01010205","Glasgow City",2011,658,49
"S01010206","Glasgow City",2011,497,411
"S01010207","Glasgow City",2011,778,478
"S01010208","Glasgow City",2011,903,93
"S01010209","Glasgow City",2011,966,89
"S01010210","Glasgow City",2011,885,20
"S01010211","Glasgow City",2011,858,37
"S01010212","Glasgow City",2011,1083,139
"S01010213","Glasgow City",2011,924,15
"S01010214","Glasgow City",2011,967,110
"S01010215","Glasgow City",2011,850,77
"S01010216","Glasgow City",2011,621,87
"S01010217","Glasgow City",2011,817,155
"S01010218","Glasgow City",2011,1018,163
"S01010219","Glasgow City",2011,503,283
"S01010220","Glasgow City",2011,476,115
"S01010221","Glasgow City",2011,546,39
"S01010222","Glasgow City",2011,492,40
"S01010223","Glasgow City",2011,556,51
"S01010224","Glasgow City",2011,1036,153
"S01010225","Glasgow City",2011,812,198
"S01010226","Glasgow City",2011,816,509
"S01010227","Glasgow City",2011,692,418
"S01010228","Glasgow City",2011,695,22
"S01010229","Glasgow City",2011,1016,69
"S01010230","Glasgow City",2011,1005,434
"S01010231","Glasgow City",2011,1013,216
"S01010232","Glasgow City",2011,1074,271
"S01010233","Glasgow City",2011,970,298
"S01010234","Glasgow City",2011,940,126
"S01010235","Glasgow City",2011,884,146
"S01010236","Glasgow City",2011,736,99
"S01010237","Glasgow City",2011,644,51
"S01010238","Glasgow City",2011,826,74
"S01010239","Glasgow City",2011,790,81
"S01010240","Glasgow City",2011,691,40
"S01010241","Glasgow City",2011,1019,65
"S01010242","Glasgow City",2011,793,40
"S01010243","Glasgow City",2011,1019,114
"S01010244","Glasgow City",2011,735,99
"S01010245","Glasgow City",2011,952,24
"S01010246","Glasgow City",2011,841,63
"S01010247","Glasgow City",2011,728,47
"S01010248","Glasgow City",2011,834,76
"S01010249","Glasgow City",2011,668,41
"S01010250","Glasgow City",2011,771,99
"S01010251","Glasgow City",2011,665,123
"S01010252","Glasgow City",2011,626,67
"S01010253","Glasgow City",2011,631,46
"S01010254","Glasgow City",2011,1054,56
"S01010255","Glasgow City",2011,718,112
"S01010256","Glasgow City",2011,859,11
"S01010257","Glasgow City",2011,810,186
"S01010258","Glasgow City",2011,1485,473
"S01010259","Glasgow City",2011,1269,289
"S01010260","Glasgow City",2011,1873,510
"S01010261","Glasgow City",2011,803,186
"S01010262","Glasgow City",2011,845,95
"S01010263","Glasgow City",2011,740,170
"S01010264","Glasgow City",2011,823,126
"S01010265","Glasgow City",2011,1038,165
"S01010266","Glasgow City",2011,555,152
"S01010267","Glasgow City",2011,610,170
"S01010268","Glasgow City",2011,831,229
"S01010269","Glasgow City",2011,534,181
"S01010270","Glasgow City",2011,1153,188
"S01010271","Glasgow City",2011,770,217
"S01010272","Glasgow City",2011,1013,256
"S01010273","Glasgow City",2011,659,157
"S01010274","Glasgow City",2011,560,69
"S01010275","Glasgow City",2011,600,120
"S01010276","Glasgow City",2011,993,264
"S01010277","Glasgow City",2011,610,88
"S01010278","Glasgow City",2011,650,191
"S01010279","Glasgow City",2011,605,168
"S01010280","Glasgow City",2011,783,126
"S01010281","Glasgow City",2011,779,213
"S01010282","Glasgow City",2011,976,161
"S01010283","Glasgow City",2011,539,128
"S01010284","Glasgow City",2011,1411,466
"S01010285","Glasgow City",2011,838,166
"S01010286","Glasgow City",2011,1525,623
"S01010287","Glasgow City",2011,880,135
"S01010288","Glasgow City",2011,816,129
"S01010289","Glasgow City",2011,771,63
"S01010290","Glasgow City",2011,546,127
"S01010291","Glasgow City",2011,1075,270
"S01010292","Glasgow City",2011,890,217
"S01010293","Glasgow City",2011,839,250
"S01010294","Glasgow City",2011,690,188
"S01010295","Glasgow City",2011,974,306
"S01010296","Glasgow City",2011,664,266
"S01010297","Glasgow City",2011,1066,220
"S01010298","Glasgow City",2011,880,131
"S01010299","Glasgow City",2011,536,179
"S01010300","Glasgow City",2011,934,251
"S01010301","Glasgow City",2011,522,164
"S01010302","Glasgow City",2011,669,188
"S01010303","Glasgow City",2011,579,287
"S01010304","Glasgow City",2011,542,113
"S01010305","Glasgow City",2011,807,83
"S01010306","Glasgow City",2011,752,101
"S01010307","Glasgow City",2011,821,61
"S01010308","Glasgow City",2011,975,151
"S01010309","Glasgow City",2011,419,34
"S01010310","Glasgow City",2011,706,153
"S01010311","Glasgow City",2011,721,58
"S01010312","Glasgow City",2011,868,73
"S01010313","Glasgow City",2011,654,19
"S01010314","Glasgow City",2011,1248,230
"S01010315","Glasgow City",2011,911,124
"S01010316","Glasgow City",2011,512,74
"S01010317","Glasgow City",2011,725,45
"S01010318","Glasgow City",2011,427,51
"S01010319","Glasgow City",2011,711,97
"S01010320","Glasgow City",2011,675,112
"S01010321","Glasgow City",2011,837,47
"S01010322","Glasgow City",2011,1028,86
"S01010323","Glasgow City",2011,603,43
"S01010324","Glasgow City",2011,759,17
"S01010325","Glasgow City",2011,939,4
"S01010326","Glasgow City",2011,987,57
"S01010327","Glasgow City",2011,982,100
"S01010328","Glasgow City",2011,969,95
"S01010329","Glasgow City",2011,573,31
"S01010330","Glasgow City",2011,663,28
"S01010331","Glasgow City",2011,923,28
"S01010332","Glasgow City",2011,715,7
"S01010333","Glasgow City",2011,962,42
"S01010334","Glasgow City",2011,927,9
"S01010335","Glasgow City",2011,831,29
"S01010336","Glasgow City",2011,657,9
"S01010337","Glasgow City",2011,623,9
"S01010338","Glasgow City",2011,751,20
"S01010339","Glasgow City",2011,692,11
"S01010340","Glasgow City",2011,752,62
"S01010341","Glasgow City",2011,591,32
"S01010342","Glasgow City",2011,633,28
"S01010343","Glasgow City",2011,938,42
"S01010344","Glasgow City",2011,690,12
"S01010345","Glasgow City",2011,489,67
"S01010346","Glasgow City",2011,1043,75
"S01010347","Glasgow City",2011,1125,99
"S01010348","Glasgow City",2011,980,37
"S01010349","Glasgow City",2011,883,14
"S01010350","Glasgow City",2011,950,73
"S01010351","Glasgow City",2011,878,116
"S01010352","Glasgow City",2011,506,29
"S01010353","Glasgow City",2011,961,156
"S01010354","Glasgow City",2011,733,69
"S01010355","Glasgow City",2011,742,39
"S01010356","Glasgow City",2011,682,54
"S01010357","Glasgow City",2011,585,50
"S01010358","Glasgow City",2011,842,46
"S01010359","Glasgow City",2011,816,72
"S01010360","Glasgow City",2011,567,60
"S01010361","Glasgow City",2011,611,80
"S01010362","Glasgow City",2011,783,131
"S01010363","Glasgow City",2011,758,89
"S01010364","Glasgow City",2011,915,132
"S01010365","Glasgow City",2011,1013,102
"S01010366","Glasgow City",2011,1025,130
"S01010367","Glasgow City",2011,1639,419
"S01010368","Glasgow City",2011,729,58
"S01010369","Glasgow City",2011,767,95
"S01010370","Glasgow City",2011,725,84
"S01010371","Glasgow City",2011,1013,88
"S01010372","Glasgow City",2011,529,63
"S01010373","Glasgow City",2011,761,83
"S01010374","Glasgow City",2011,950,96
"S01010375","Glasgow City",2011,531,73
"S01010376","Glasgow City",2011,708,179
"S01010377","Glasgow City",2011,936,231
"S01010378","Glasgow City",2011,730,94
"S01010379","Glasgow City",2011,1127,170
"S01010380","Glasgow City",2011,964,64
"S01010381","Glasgow City",2011,605,112
"S01010382","Glasgow City",2011,850,61
"S01010383","Glasgow City",2011,656,112
"S01010384","Glasgow City",2011,815,116
"S01010385","Glasgow City",2011,844,80
"S01010386","Glasgow City",2011,905,86
"S01010387","Glasgow City",2011,1040,157
"S01010388","Glasgow City",2011,1016,63
"S01010389","Glasgow City",2011,1022,223
"S01010390","Glasgow City",2011,1076,80
"S01010391","Glasgow City",2011,793,71
"S01010392","Glasgow City",2011,695,148
"S01010393","Glasgow City",2011,999,66
"S01010394","Glasgow City",2011,807,70
"S01010395","Glasgow City",2011,1006,99
"S01010396","Glasgow City",2011,1033,80
"S01010397","Glasgow City",2011,542,24
"S01010398","Glasgow City",2011,1090,82
"S01010399","Glasgow City",2011,1036,80
"S01010400","Glasgow City",2011,1101,81
"S01010401","Glasgow City",2011,717,37
"S01010402","Glasgow City",2011,1031,71
"S01010403","Glasgow City",2011,1036,73
"S01010404","Glasgow City",2011,786,44
"S01010405","Glasgow City",2011,789,49
"S01010406","Glasgow City",2011,830,62
"S01010407","Glasgow City",2011,897,103
"S01010408","Glasgow City",2011,547,36
"S01010409","Glasgow City",2011,706,69
"S01010410","Glasgow City",2011,595,63
"S01010411","Glasgow City",2011,1104,89
"S01010412","Glasgow City",2011,845,69
"S01010413","Glasgow City",2011,714,60
"S01010414","Glasgow City",2011,1066,69
"S01010415","Glasgow City",2011,1019,91
"S01010416","Glasgow City",2011,684,61
"S01010417","Glasgow City",2011,580,41
"S01010418","Glasgow City",2011,1072,49
"S01010419","Glasgow City",2011,993,28
"S01010420","Glasgow City",2011,717,60
"S01010421","Glasgow City",2011,889,44
"S01010422","Glasgow City",2011,1088,65
"S01010423","Glasgow City",2011,831,81
"S01010424","Glasgow City",2011,834,36
"S01010425","Glasgow City",2011,1032,65
"S01010426","Glasgow City",2011,708,46
"S01010427","Glasgow City",2011,1053,274
"S01010428","Glasgow City",2011,736,44
"S01010429","Glasgow City",2011,978,54
"S01010430","Glasgow City",2011,854,148
"S01010431","Glasgow City",2011,700,22
"S01010432","Glasgow City",2011,880,98
"S01010433","Glasgow City",2011,803,395
"S01010434","Glasgow City",2011,623,97
"S01010435","Glasgow City",2011,634,43
"S01010436","Glasgow City",2011,778,76
"S01010437","Glasgow City",2011,557,39
"S01010438","Glasgow City",2011,854,162
"S01010439","Glasgow City",2011,986,95
"S01010440","Glasgow City",2011,650,47
"S01010441","Glasgow City",2011,783,34
"S01010442","Glasgow City",2011,741,85
"S01010443","Glasgow City",2011,550,11
